OBJECTID,ZONING_CODE,ZONING_NAME,ZONING_TYPE,GLOBALID,SHAPEAREA,SHAPELEN
69220,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{9E9D265D-3449-4E75-8F63-BD192632D9D8},135953.808732813,1632.48546499148
69221,R1,RES SINGLE FAMILY,RESIDENTIAL,{377D0E1A-D274-43D7-B8CF-3E90F7B28301},552136.017044531,3296.86743039006
69222,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{7F748463-CC7B-416E-A1CD-F78A1555C54A},58978.46616875,971.979461520475
69224,M3,INDUSTRIAL,INDUSTRIAL,{FF038FB7-8554-4613-9636-C83C078EF047},1677165.84051406,8576.64440957795
69225,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{E9024601-4D5C-4C40-A7A2-3690F89565F4},439662.811546094,2970.86513151747
69226,M2,INDUSTRIAL,INDUSTRIAL,{6AB4DF46-0BF6-473E-A024-4B787AD978BE},183359.022057031,2544.86824008736
69227,R5,RES SINGLE FAMILY,RESIDENTIAL,{9248FF1D-0705-4B0A-86F1-E7690A030FB5},72023.1423765625,1089.76615603709
69228,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{6599E19C-BF39-4276-B6FE-D56A73BB3563},105179.837234375,1846.79912599834
69229,OR3,OFFICE/RES,OFFICE,{BDB4D238-B594-4593-8238-34F7A941F475},37641.1321320312,801.319991598107
69230,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{6E78512D-53DE-40D4-8598-F203C7F4AB40},172026.427499219,2253.763605075
69231,R5,RES SINGLE FAMILY,RESIDENTIAL,{BDA61835-E485-4327-A35C-7805911575EA},2928121.93666797,8466.74522398883
69232,M2,INDUSTRIAL,INDUSTRIAL,{1C4A5A94-6168-4049-94C7-1E15E85EB3DE},24184.832425,733.013761713929
69233,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{53FCEB2A-857A-48E9-829A-89DACA1508E0},24308.06795,679.022548441321
69234,R5B,RES TWO-FAMILY,RESIDENTIAL,{85AD30DA-FEA7-4EF3-A92F-E51E27129659},52169.4481601563,913.971361855276
69235,EZ1,ENTERPRISE ZONE,COMMERCIAL-INDUSTRIAL,{19043131-7C68-48DC-955A-DF73A3AEB2FA},15448.58401875,789.969073299059
69236,M3,INDUSTRIAL,INDUSTRIAL,{FB6A20B7-8B01-4EB8-B890-77AF36F024D9},76252.9898125,1121.25640247273
69238,OR2,OFFICE/RES,OFFICE,{3783CFE2-9CDC-4EC6-B065-9461BCA047DC},350878.636146875,4163.0993508951
69239,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{DB43BD03-0C2F-432C-A570-E7DC1C14138B},26204.7889375,661.692081148441
69240,R5,RES SINGLE FAMILY,RESIDENTIAL,{0C705FD5-779C-4F20-A60E-112D54A470F9},65885.9642359375,1293.10627421411
69241,R6,RES MULTI-FAMILY,RESIDENTIAL,{830E4F00-70FD-42A1-BAED-8F445CDEC8B1},13976.6064421875,567.83407986075
69242,OR1,OFFICE/RES,OFFICE,{4C1B72AD-8C96-4D0B-A4B5-A807852D752F},15267.3609257813,500.931347524977
69243,R7,RES MULTI-FAMILY,RESIDENTIAL,{B5E00A6C-1B25-45C4-AED8-D1E9542E6F51},90528.8649601563,1458.66533791321
69244,R6,RES MULTI-FAMILY,RESIDENTIAL,{1ADA96B2-8AD3-4E58-B30F-25A5CB265EDC},97649.0804351563,1416.79459707971
69246,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{6319CFB1-00C7-4F49-BE5F-14B4432B42E0},59881.1230984375,1013.47753435307
69247,R5,RES SINGLE FAMILY,RESIDENTIAL,{BE0A1E73-143C-4632-9569-7E179717415A},359187.255524219,3489.63308769427
69248,R6,RES MULTI-FAMILY,RESIDENTIAL,{2159D1BC-270A-4280-B427-583DEA5CB4F8},48803.888046875,1028.43996031862
69249,OR1,OFFICE/RES,OFFICE,{9A7FBAA9-BA78-4351-8373-042A067D67CA},55696.0592421875,944.217403841957
69250,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,{C45C16C3-8991-4899-881B-F582B70AF0CA},16556.6286476563,567.321366100225
69251,R6,RES MULTI-FAMILY,RESIDENTIAL,{C2BE4CC5-C0C2-4AC6-819C-245D70743018},30634.5595789063,725.236978022639
69252,R7,RES MULTI-FAMILY,RESIDENTIAL,{5511ABE4-41D3-4136-BBF8-33F2AE7EE18B},260929.573107813,2436.75385162481
69253,(M2),INDUSTRIAL OVERLAY,INDUSTRIAL,{ADD8856B-32FF-4DE2-89EE-6168DEA12E57},168549.9416875,2577.19342022825
69254,OTF,OFFICE/TOURIST FACILITY,OFFICE,{D61DE71F-A1C0-44BC-81E7-4065A5D285B1},33700.2745476563,746.155350290561
69255,OR3,OFFICE/RES,OFFICE,{10A0EF09-65FC-46D2-B8B6-B42599518B48},43154.0248054687,927.951383435755
69256,R7,RES MULTI-FAMILY,RESIDENTIAL,{A56ABD28-2948-421A-9098-455E6C2B911D},36486.1868007813,916.167057496794
69257,OR2,OFFICE/RES,OFFICE,{DF363EFC-8649-4537-AB6C-FCFC0F691F5D},38276.7205515625,920.506795706927
69258,R5,RES SINGLE FAMILY,RESIDENTIAL,{2A6B2FBA-EF6B-48BB-A6C5-89C485B41FA8},24898.7705234375,696.61485632843
69259,OR2,OFFICE/RES,OFFICE,{C052080D-FA5B-4428-A77B-12A254904B60},35815.33195,772.840770103745
69261,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{7250087A-072F-46C3-9667-8E035A61B85D},17974.0956023438,601.472177725545
69262,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{73A12C09-FD36-48DE-9E54-3C4130BF59F7},21796.874409375,699.781044163518
69263,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{BCDCBC9A-DE79-4256-B3E3-5854E0A65CB1},7093.60723203125,377.354101164893
69264,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{DD399572-B6B1-422D-B7D9-AAE5A88C9AEB},1141.09977890625,164.901866991551
69265,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{6CC079C2-D0E0-4D71-8455-7295DEC3CD04},32556.7484609375,721.823769596108
69267,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{75F7218A-B461-475E-96CB-46087DFEC3F4},11470.42405625,640.830256553009
69268,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{4AB31CFD-9648-4742-8DCD-E4C1C10B2C7D},185630.0210125,1723.91170058181
69270,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,{E5A00F7A-8709-47AA-B601-DBBE4D8BF476},8199.55826171875,432.527881737692
69271,R4,RES SINGLE FAMILY,RESIDENTIAL,{9A7B51AD-17E6-43EE-A377-8B64FCCB469A},11178.6314554688,470.91355284191
69272,OR2,OFFICE/RES,OFFICE,{3BCA20B6-9D0C-4F3C-95DC-40C610271582},20239.6543703125,667.745084572905
69274,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{1E1BF4A8-37BA-44AA-AA6F-1A5D8A25F88B},129896.964984375,1598.9210988745
69275,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{4C46E6B4-8A87-4B02-A81F-4DB24017410F},733797.4009875,6799.13986381104
69277,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{A59C5553-00BF-4ACB-997B-168660D93D1F},10723.0973679688,487.706250833416
69278,R6,RES MULTI-FAMILY,RESIDENTIAL,{7093B81E-CE29-41DC-986B-AA49AC2B6434},159946.006441406,3339.84859674464
69279,OTF,OFFICE/TOURIST FACILITY,OFFICE,{90284928-5EF4-4093-80D4-14A702A17DD7},90749.4245710938,1315.43455828805
69280,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{A0B8C6D5-A8D3-4779-B3E8-07BE3354B7C8},66382.6278804687,1180.38271720376
69281,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{2AB2C8E8-5803-4103-AC60-6754153D5B1B},108263.217010156,1341.65145192327
69282,R7,RES MULTI-FAMILY,RESIDENTIAL,{9BD049D4-D08D-4E07-A7D3-6572E44F36DA},114404.984883594,1549.36982163396
69284,OR2,OFFICE/RES,OFFICE,{13279404-5DB5-4CAA-BF27-23FFD3297DAC},14862.94449375,658.79787405
69285,R5,RES SINGLE FAMILY,RESIDENTIAL,{D0D0B93C-3172-4ACB-A43A-C7649ECBDA93},166685.570357031,2224.80817245906
69286,R3,RES SINGLE FAMILY,RESIDENTIAL,{246A24C0-C89E-46E7-BD23-9CB3E576FDF8},185379.469949219,2643.97398592117
69287,R1,RES SINGLE FAMILY,RESIDENTIAL,{886BB98A-405D-440F-BAC0-C3D81AA6BBCE},241553.223327344,3294.20457477315
69288,R7,RES MULTI-FAMILY,RESIDENTIAL,{52D3DE9C-98F7-4B9E-B625-42BEC7882A47},15814.6372640625,737.332235591757
69289,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{9DDEF156-15E9-4F16-93BF-AFDE53413BE1},66315.9216085938,1043.51081397741
69290,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{64859732-FE52-4E66-B5D9-3EFDD1B19876},60547.6719335938,1214.74593502871
69291,R6,RES MULTI-FAMILY,RESIDENTIAL,{2C75ABF5-A922-4094-B323-7AC2AC7C53C8},90288.1842460937,1222.71815257315
69292,OR2,OFFICE/RES,OFFICE,{BEF05CC6-4624-410D-BEBF-3287F17EBE15},222482.29999375,2711.06924953685
69293,R7,RES MULTI-FAMILY,RESIDENTIAL,{63394668-F768-4BB5-9C26-91C49BEA37D7},146246.094688281,2078.97553973632
69294,OR3,OFFICE/RES,OFFICE,{BAEC9AD7-2C12-4A89-BA2D-532A1250EADF},11170.0382609375,546.265292265713
69297,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{2D082D62-801C-432B-BDF3-519A8AA1B896},44990.1309210937,894.316548090168
69298,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{109BDDAC-26FC-4605-9E5A-033655ACD5A8},660118.138534375,5457.55788815321
69302,M2,INDUSTRIAL,INDUSTRIAL,{ECFD8B2C-D0E7-4090-B9A9-609881B521B5},17367.9536640625,554.994712032431
69303,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{7C693F47-C38F-41F4-9EEC-263F8D58994F},78282.7736851563,1199.05630135166
69304,R6,RES MULTI-FAMILY,RESIDENTIAL,{DCCA4059-23DE-483C-8397-1B670A8F9104},254567.231786719,2579.35334423728
69307,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{CE67D361-39F4-4C7F-9C63-0763138D1612},8959.01515546875,378.526380214371
69311,R7,RES MULTI-FAMILY,RESIDENTIAL,{FEB23EE9-EB5A-4BDA-B5F9-015580311D24},1108482.62527188,4789.96712449438
69314,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{C33CF2D7-5B05-4F16-92D0-60F89A7CB80C},31170.9765984375,738.779611709302
69315,R6,RES MULTI-FAMILY,RESIDENTIAL,{1CC43933-53C9-476D-8613-B476C58041FD},40756.023721875,810.88605893077
69318,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{E4F1CBC6-5DFF-4B91-AFB5-98ABFCACDDF7},5367.72946171875,431.498113714779
69319,R6,RES MULTI-FAMILY,RESIDENTIAL,{ADC1428C-19A7-4B2A-B199-3522982FF986},132790.355365625,1560.26119269905
69322,R7,RES MULTI-FAMILY,RESIDENTIAL,{DF5E3CD0-595A-4BED-A0F8-17410B01A942},492348.603829688,3519.83365533811
69323,R5,RES SINGLE FAMILY,RESIDENTIAL,{88D82E48-7AAE-4642-9143-E1E75FA3AD85},775863.256035937,3721.358036655
69324,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{98BC24E3-2374-47B0-9FE1-5EC751EE7859},7040.50574140625,375.074685716819
69325,R7,RES MULTI-FAMILY,RESIDENTIAL,{915D798D-D62E-4540-8F69-5ABF76838CB2},997259.593525781,5442.07572215668
69326,R7,RES MULTI-FAMILY,RESIDENTIAL,{50F2B9CD-50FC-4D62-8680-DAEFE34C9D54},25866.1282429687,692.01231988801
69328,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{F312FC07-B735-48AE-A63A-A43930C8803B},64695.1715335937,1252.41226919049
69329,R5B,RES TWO-FAMILY,RESIDENTIAL,{CB0672B3-6E1A-4743-814E-265CEC9CF4E8},199515.48101875,2178.47053357276
69330,R7,RES MULTI-FAMILY,RESIDENTIAL,{D27F5541-C94C-4C13-8E34-CD1FE197CD56},8433.458509375,373.687139091233
69331,R7,RES MULTI-FAMILY,RESIDENTIAL,{2DD8B2D3-47E4-4B20-A1D4-A20615AD589A},1882398.46841328,9690.31593207229
69334,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{E3E07116-6FB6-4248-97C4-60C5F6678AC2},236928.269526563,2642.14030135655
69336,OR3,OFFICE/RES,OFFICE,{8DE1F92B-29C0-4F77-936D-E90B910A14C6},13049.9630679688,692.352847297183
69337,R7,RES MULTI-FAMILY,RESIDENTIAL,{3AE73118-2F44-4D45-ACCB-2B07268A6DBF},151067.253491406,1566.11399941082
69338,R7,RES MULTI-FAMILY,RESIDENTIAL,{DE9B9D18-2F5B-4ECD-8092-087844A06A86},38549.172984375,1025.54455236766
69339,R1,RES SINGLE FAMILY,RESIDENTIAL,{14419655-4FA6-49E2-A14C-6989D044CB4F},5673566.91621016,12339.4814282459
69342,OR2,OFFICE/RES,OFFICE,{E414984A-34FB-4A2B-8452-0B6CF8B5FCEE},44907.2291070313,853.764412173634
69345,R6,RES MULTI-FAMILY,RESIDENTIAL,{B2163567-75DB-49C9-9D64-DE17844E5E59},329282.346896875,2395.29120072057
69348,R7,RES MULTI-FAMILY,RESIDENTIAL,{B64053D7-57B8-4035-B4E8-30D9EEFBFAAD},243977.541742969,2476.5344647824
69349,R7,RES MULTI-FAMILY,RESIDENTIAL,{77FA1C3C-9C48-422F-B681-57C492A831B2},35942.76823125,763.696974871313
69350,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,{0EAD3319-0845-4D33-B0FB-C727B19A16D6},80036.230375,1235.33010177909
69351,EZ1,ENTERPRISE ZONE,COMMERCIAL-INDUSTRIAL,{DBF971B4-A4BC-42E3-BF33-10851A2D191F},250939.836763281,5142.2975581551
69352,OR,OFFICE/RESIDENTIAL,OFFICE,{FB8FDA44-CC68-47CD-908A-88B3B8183E0C},12274.2801492188,505.277475380858
69354,R6,RES MULTI-FAMILY,RESIDENTIAL,{5AE705AD-930A-4CAA-99ED-DAD634521C44},123462.6401875,1874.28319626117
69356,R6,RES MULTI-FAMILY,RESIDENTIAL,{11049333-F009-4935-8DF6-918ACC94660A},297672.944471875,2210.80548331755
69357,OR3,OFFICE/RES,OFFICE,{F76C190F-F71E-420C-9BD0-09C76C063E88},46238.650465625,947.235734571379
69360,R7,RES MULTI-FAMILY,RESIDENTIAL,{AE32213B-3B17-42A0-A017-914C8F898663},272944.106848438,3126.07685494237
69361,EZ1,ENTERPRISE ZONE,COMMERCIAL-INDUSTRIAL,{3BF8D7BC-95F1-4A35-934E-C88A1A8FC775},7499.3276,388.607502421988
69365,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{5F72234E-5A9E-40D8-A460-00147FCC0C63},43605.271671875,877.673277127173
69366,R7,RES MULTI-FAMILY,RESIDENTIAL,{CD5457E7-744D-405E-A93F-54B108163530},224400.071392969,3500.46870666628
69369,R7,RES MULTI-FAMILY,RESIDENTIAL,{1CF6DC6E-44D4-4F7F-99BA-A90D912AC836},665406.227258594,3459.70783316307
69370,OR3,OFFICE/RES,OFFICE,{0E5FE4F3-5B3D-455A-AB9D-F5571B0A4F62},63045.0205625,1143.87114629242
69371,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{9533217F-6288-4B64-BC75-856A67A6B174},110570.152836719,1386.45445496797
69373,R7,RES MULTI-FAMILY,RESIDENTIAL,{29F8F848-525B-41B6-85F0-82AB259D0E9A},468062.851907813,3379.57257268946
69375,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{2EEF8AD5-CE94-4672-8678-17E232AAD2EB},154712.469240625,2486.74481998342
69376,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{689399A7-F9DF-438D-91D7-8B85E024820C},51550.9651515625,1101.50788574875
69379,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{226949A7-4B8F-40C7-96BC-8E376D9EB095},14125.0592109375,645.687735607472
69384,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{4AD5DCC8-D93F-4FF4-9174-AA52F9E9D673},24028.2354625,640.60287111119
69387,(C2),COMM OVERLAY,COMMERCIAL-INDUSTRIAL,{77997A19-7E4D-4D8B-B827-785096874925},186967.156597656,2055.78658086712
69388,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{08508D61-A18A-4C11-B25A-24CCD7E02D93},10534.3716578125,457.437229750992
69389,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{9C814DC0-56BF-4B8D-BC2A-1EF9E637DD1B},91385.3865960938,1262.7848462157
69390,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{4D786581-F3CA-491E-B842-69A10E81A47A},49798.0391421875,895.284216261531
69391,R3,RES SINGLE FAMILY,RESIDENTIAL,{9461DD82-7E1B-49C0-8D68-974692B8E883},919469.779103125,4905.27063533799
69392,OR3,OFFICE/RES,OFFICE,{1A48A07E-6704-443D-86E4-90C2C9886012},212761.057969531,1948.98897778606
69393,(R1),RES SINGLE FAMILY OVERLAY,RESIDENTIAL,{D6F69389-D514-4E07-B349-74638BF1C141},1382008.16748203,6297.47013918264
69394,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{E76FBA46-DC66-4F82-8F2D-D7B64ECED94E},96536.1136039063,1318.28518246132
69396,R7,RES MULTI-FAMILY,RESIDENTIAL,{07C985FF-AA1F-49AA-90FE-D05AFC3CDC87},860559.278024219,7164.88722931343
69397,R4,RES SINGLE FAMILY,RESIDENTIAL,{8B4D2C0C-CAAC-4D64-A3A6-D51FE75CB2A6},267286.382020312,2022.79735924288
69398,OR3,OFFICE/RES,OFFICE,{CCE1A288-7470-443F-BEE0-1D55F55B7789},373667.0993,2686.23453687988
69399,R6,RES MULTI-FAMILY,RESIDENTIAL,{5795FB3D-7F1C-470C-B0B0-1D2439566F6D},737154.492273438,4282.67762834002
69401,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{D36C1FCA-E074-43DB-A66C-8FEA51AB4A6A},256565.792671875,2167.51251744554
69403,PRO,PLANNED RESEARCH/OFFICE,SPECIAL,{88B618AE-DA7F-4E41-942F-55DB5607AECB},9315580.32006172,13332.8521219885
69404,R7,RES MULTI-FAMILY,RESIDENTIAL,{441BBA21-C707-4062-803F-2C755C177B0B},341412.39655,3177.90473222654
69406,OR3,OFFICE/RES,OFFICE,{1D213A93-1C9E-45F3-B823-F0FE976D6691},123968.098585938,1533.05596676256
69407,R7,RES MULTI-FAMILY,RESIDENTIAL,{B544C33F-2648-43BB-8510-0CCC34E83484},363920.396059375,2604.59154761446
69408,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{BFF1ECA4-0EEC-4B8A-96F0-61DE69FB49A4},100624.958478906,1378.09628265219
69409,R6,RES MULTI-FAMILY,RESIDENTIAL,{C65C832A-EF8D-40A6-AC14-92EA806ECFDF},74207.711675,1094.30061711767
69410,R4,RES SINGLE FAMILY,RESIDENTIAL,{73D28276-F60F-4526-AC5D-9E9C96A0D795},1071493.27829609,4394.61567067869
69412,R6,RES MULTI-FAMILY,RESIDENTIAL,{9D6BC5CE-C8F0-41FC-A78C-0C5EB1616F73},218873.567959375,2457.1637172017
69414,R3,RES SINGLE FAMILY,RESIDENTIAL,{5512EBB8-9C81-4F18-9213-1259C50EEFF8},185536.955219531,1719.09903974317
69415,R5,RES SINGLE FAMILY,RESIDENTIAL,{3EC5CF09-4766-4DB4-934D-A9638581EE5F},71569.5583742187,1118.44283822444
69417,R3,RES SINGLE FAMILY,RESIDENTIAL,{236FDF3F-80F1-4A7C-815C-E48936433E59},5980091.48969531,13888.0348183167
69418,R3,RES SINGLE FAMILY,RESIDENTIAL,{ECCE7AA9-20F5-49B0-907A-1D916087645C},493263.53953125,3045.08381728383
69421,M3,INDUSTRIAL,INDUSTRIAL,{96D07D4D-16F8-4272-8992-69AB6A00B379},51229.3355570313,973.718552888567
69422,R7,RES MULTI-FAMILY,RESIDENTIAL,{91BD2576-CA9F-43B6-9B2F-26111B9EA069},2402680.00644766,9681.3066386766
69424,(CM),COMM MANUFACTURING OVERLAY,COMMERCIAL-INDUSTRIAL,{F191647F-465E-42D5-9AF0-BF62472F30BC},185474.251989063,1728.45948231775
69430,EZ1,ENTERPRISE ZONE,COMMERCIAL-INDUSTRIAL,{A926E53F-608F-4878-BDC0-F4FF6BC5B002},39923.7782265625,824.124849141025
69431,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{0054AF27-C036-4C4F-AD8D-A9FC2DD2BD6E},30715.5950445312,781.130731249631
69432,R7,RES MULTI-FAMILY,RESIDENTIAL,{3929D7F6-4F51-49CB-9A14-73F65BA8EAFD},984410.044036719,4607.64741570743
69437,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,{969DFFE0-5467-4A8F-B8C4-B5A916D77527},19088.4920507812,553.507101879668
69440,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{FA1AE0ED-B3CA-4566-89F2-0CECC166DC97},21244.3736507812,786.782925903488
69441,R7,RES MULTI-FAMILY,RESIDENTIAL,{DFC45478-DC81-41D6-9C32-424141D9AB6E},373719.378215625,2752.21708527488
69442,R5,RES SINGLE FAMILY,RESIDENTIAL,{0BC664ED-5E10-4B3F-B0F2-73E886DAC5F0},931542.646050781,3888.76782414358
69444,OR2,OFFICE/RES,OFFICE,{29A3FFF2-0F51-4B3D-BCB8-EB70DF3C718B},5347.82484140625,529.767941207623
69445,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,{D9B33CF5-D04F-4276-8DF4-B14DF84E9C50},12788.3762890625,469.862899917871
69446,R1,RES SINGLE FAMILY,RESIDENTIAL,{7A51463D-8640-4C41-A603-C70A95750B78},378454.570835938,2881.28319701824
69449,(R5),RES SINGLE FAMILY OVERLAY,RESIDENTIAL,{24CAA95A-D639-49AD-A8CB-93432B344E49},25389.38516875,693.652482295332
69456,R1,RES SINGLE FAMILY,RESIDENTIAL,{2208230D-BB7A-4DD2-B297-8AEF027984BC},893143.860878125,4563.00707312204
69457,R2,RES SINGLE FAMILY,RESIDENTIAL,{DA0C74C7-C8D2-4DE3-83F0-55F76CDF1660},13696727.9824953,18723.6350719376
69460,EZ1,ENTERPRISE ZONE,COMMERCIAL-INDUSTRIAL,{7BC7F397-4B4B-46C6-A0CD-3921ECD31C18},337918.608278906,3483.89752101676
69461,R4,RES SINGLE FAMILY,RESIDENTIAL,{4CCA4C3D-3F3C-402A-8D7C-063DB8760451},19080.6963421875,564.256864152855
69463,R6,RES MULTI-FAMILY,RESIDENTIAL,{5FB28C4F-282E-4E5A-A94D-12DB8D7FFFF7},4396378.87000703,12465.8139555052
69464,R7,RES MULTI-FAMILY,RESIDENTIAL,{280374D1-18A7-4368-8CC3-4A9AF948FF16},127895.85815,2360.94117759005
69465,OR3,OFFICE/RES,OFFICE,{16B48D6A-C699-4665-B32A-B2D49B91D417},5074165.51854063,10415.2022163165
69466,R7,RES MULTI-FAMILY,RESIDENTIAL,{329F7AFE-B93E-4D71-83AB-FE4E0D32DA0F},13745.1337703125,573.325237656696
69467,R7,RES MULTI-FAMILY,RESIDENTIAL,{39904E96-E324-46FC-BEC3-EF459DC6F7C2},1340357.23095156,6067.96749296168
69468,R6,RES MULTI-FAMILY,RESIDENTIAL,{6831ABFC-2D72-4365-B6B1-D7675C34F5EA},20095.8895695313,612.035861853779
69469,R4,RES SINGLE FAMILY,RESIDENTIAL,{08E550D3-BDDB-42FC-868E-84905854C008},2110460.82136172,6541.71281817425
69471,R4,RES SINGLE FAMILY,RESIDENTIAL,{8A0349A9-459B-46F8-AE37-736CE0DA17A8},135424.641577344,1746.73572922028
69472,R6,RES MULTI-FAMILY,RESIDENTIAL,{F10FCCDF-1EDF-4A0A-BA59-2EE9938D39AA},297440.36874375,2413.9312294625
69474,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{59DB2266-271A-447C-885D-5F441A97E8CB},20474.92245625,625.871585992519
69475,R3,RES SINGLE FAMILY,RESIDENTIAL,{C661F4AB-3964-471B-9A5E-7AFD97ECA9A2},337079.120040625,2883.53942437292
69476,OR1,OFFICE/RES,OFFICE,{2486B8CD-5652-4153-AFC2-9EEAD4B3136C},98244.4927125,1845.24333856169
69477,R7,RES MULTI-FAMILY,RESIDENTIAL,{FC57A673-2F8F-4D26-9E87-5804643E906E},474974.388002344,4105.65781618929
69478,R6,RES MULTI-FAMILY,RESIDENTIAL,{BCCD1342-5988-4726-9E82-90B4828BCC71},13858.3616265625,582.737964160877
69479,OR3,OFFICE/RES,OFFICE,{5E098B31-5B37-4983-9DAA-BCF09F06271E},162353.215085937,2010.85478503471
69480,OR2,OFFICE/RES,OFFICE,{268C3AB8-936F-44EC-8122-B971368E36B5},950034.506342969,4482.62350652734
69481,R4,RES SINGLE FAMILY,RESIDENTIAL,{9A3EE3F3-42AA-475C-B72D-152B151CDABA},67326.7407234375,1262.76811304866
69482,R6,RES MULTI-FAMILY,RESIDENTIAL,{416E5CD2-E745-46B0-81C7-01BD2CBADCD9},1274764.97606875,6980.523958816
69483,R7,RES MULTI-FAMILY,RESIDENTIAL,{B6759AE5-4B82-4AAB-8409-18AF92DC51F1},1102081.67054297,6442.46343978432
69485,R2,RES SINGLE FAMILY,RESIDENTIAL,{113DADCD-009D-4C15-A640-33D282723E77},599977.534483594,4210.46076605943
69487,R7,RES MULTI-FAMILY,RESIDENTIAL,{E2DEA707-886E-4410-AAC8-67F03C8D02AB},112542.00143125,1360.65695737488
69490,R6,RES MULTI-FAMILY,RESIDENTIAL,{8FE47942-7C34-4FB1-9248-47CBDCC0CA34},56666.7252921875,1215.54821354622
69491,R6,RES MULTI-FAMILY,RESIDENTIAL,{657B3E4B-4007-49B2-925F-66598F30027B},467827.608719531,3058.35686819886
69492,R6,RES MULTI-FAMILY,RESIDENTIAL,{0727DD76-572F-420E-92F5-D95FA6FBBCF0},899414.340628125,3884.23657303871
69493,OR3,OFFICE/RES,OFFICE,{18EFA57C-AB2D-4778-B27A-E1BAA774FAB1},59530.9137140625,976.401796842104
69494,R6,RES MULTI-FAMILY,RESIDENTIAL,{DAD022F5-D188-432A-ACFD-B02B7BA83131},423367.553335156,3129.44580010432
69496,R6,RES MULTI-FAMILY,RESIDENTIAL,{97CE28C4-637D-4329-B7F2-95386C2ECE5A},30637.68914375,702.02687316388
69498,R4,RES SINGLE FAMILY,RESIDENTIAL,{299F1649-19A5-4D63-B2EB-35DF444C748A},90669.8101601563,1219.90458120075
69499,R7,RES MULTI-FAMILY,RESIDENTIAL,{5EB8AAC6-FADE-4A71-8549-42CBDDC7EA88},11193.11955625,488.14843669543
69500,R7,RES MULTI-FAMILY,RESIDENTIAL,{608DB282-0C90-4E05-BC87-1421172AE1E6},178267.744825,1720.23341758559
69501,R6,RES MULTI-FAMILY,RESIDENTIAL,{ADD5FE00-2497-498A-8EEB-41E4C5F18D60},145629.81939375,2079.73849806375
69502,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,{0225C818-0933-436C-96C2-46CA4DA4F90C},103844.645203906,1698.49852899742
