region,region_code,period,pct_hospitals_cehrt,pct_hospitals_cehrt_2015,pct_hospitals_find_clinical_info,pct_hospitals_send_clinical_info,pct_hospitals_receive_clinical_info,pct_hospitals_integrate_scr,pct_hospitals_send_receive_find_integrate,pct_hospitals_clinical_out,pct_hospitals_phi_out,pct_hospitals_hie_participate,pct_hospitals_netwk,pct_hospitals_api,pct_hospitals_integrate_pdmp,pct_hospitals_integrate_data_pdmp,pct_hospitals_epcs,pct_hospitals_patients_view,pct_hospitals_patients_download,pct_hospitals_patients_transmit,pct_hospitals_patients_vdt,pct_hospitals_basic_ehr_notes,pct_rural_hospitals_basic_ehr_notes,pct_small_hospitals_basic_ehr_notes,pct_critical_access_hospitals_basic_ehr_notes,pct_hospitals_basic_ehr_no_notes,pct_rural_hospitals_basic_ehr_no_notes,pct_small_hospitals_basic_ehr_no_notes,pct_critical_access_hospitals_basic_ehr_no_notes,pct_small_rural_hospitals_cehrt,pct_cah_hospitals_cehrt,pct_hospitals_share_labs_any_outside_provs,pct_hospitals_share_labs_any_outside_hospitals,pct_hospitals_share_labs_any_outside_ambu_provs,pct_hospitals_patients_ecopy_ehr,pct_hospitals_patients_ecopy_discharge_instr,pct_hospitals_share_care_summaries_any_outside_provs,pct_hospitals_share_care_summaries_any_outside_hospitals,pct_hospitals_share_care_summaries_any_outside_ambu_provs,pct_hospitals_patients_secure_message,pct_hospitals_integrate_any_clinical_info
Missouri,MO,2008,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.04,0.09,,,,,,,,,,,,,
Mississippi,MS,2008,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.09,,,,,,,,,,,,,,
Montana,MT,2008,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.07,0.04,,,,,,,,,,,,,
North Carolina,NC,2008,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.08,,,,,,,,,,,,,,
North Dakota,ND,2008,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,
Nebraska,NE,2008,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.07,0.08,,,,,,,,,,,,,
New Hampshire,NH,2008,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.14,0.08,,,,,,,,,,,,,
New Jersey,NJ,2008,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,
New Mexico,NM,2008,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.12,0.33,,,,,,,,,,,,,
Nevada,NV,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,NY,2008,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.1,0.08,,,,,,,,,,,,,
Ohio,OH,2008,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.02,,,,,,,,,,,,,,
Oklahoma,OK,2008,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.15,0.16,,,,,,,,,,,,,
Oregon,OR,2008,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.06,0.16,,,,,,,,,,,,,
Pennsylvania,PA,2008,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.07,0.03,,,,,,,,,,,,,
Rhode Island,RI,2008,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,
South Carolina,SC,2008,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,
South Dakota,SD,2008,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.1,0.11,,,,,,,,,,,,,
Tennessee,TN,2008,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.08,,,,,,,,,,,,,,
Texas,TX,2008,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.07,0.08,,,,,,,,,,,,,
Utah,UT,2008,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.09,0.17,,,,,,,,,,,,,
Virginia,VA,2008,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.12,0.19,,,,,,,,,,,,,
Vermont,VT,2008,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.18,0.2,,,,,,,,,,,,,
Washington,WA,2008,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.06,0.04,,,,,,,,,,,,,
Wisconsin,WI,2008,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.14,0.22,,,,,,,,,,,,,
West Virginia,WV,2008,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.05,0.1,,,,,,,,,,,,,
Wyoming,WY,2008,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.11,0.14,,,,,,,,,,,,,
