OBJECTID,DBARC_COD,DIVIDE,AV_LEGEND,IMS_LEGEND,LENGTH_MI,SHAPE_Length
18435,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.60662299,3202.97057340389
18436,2,Regional drainage basin divide,Regional,Regional,2.54242992,13424.0248074644
18437,4,Local drainage basin divide,Local,Local,0.30236798,1596.50020582852
18438,5,Stream reach basin divide,Stream Reach,Reach,0.24710799,1304.72939792009
18439,4,Local drainage basin divide,Local,Local,0.22139699,1168.97603095059
18440,5,Stream reach basin divide,Stream Reach,Reach,0.203931,1076.75596728987
18441,2,Regional drainage basin divide,Regional,Regional,1.24586999,6578.17158837898
18442,1,Major drainage basin divide,Major,Major,1.21283996,6403.80651709863
18443,4,Local drainage basin divide,Local,Local,0.32883998,1736.27292792109
18444,6,Lake impoundment basin divide,Lake Impoundment,Reach,0.612459,3233.78091745462
18445,4,Local drainage basin divide,Local,Local,0.34115499,1801.29975257769
18446,2,Regional drainage basin divide,Regional,Regional,0.29793599,1573.10217274006
18447,4,Local drainage basin divide,Local,Local,0.28417,1500.41814807994
18448,2,Regional drainage basin divide,Regional,Regional,0.58359098,3081.36072841488
18449,4,Local drainage basin divide,Local,Local,0.31288599,1652.03768680086
18450,2,Regional drainage basin divide,Regional,Regional,1.31669998,6952.18770330527
18451,0,Not a drainage basin divide,No Show,No Show,0.06642299,350.713341974663
18452,5,Stream reach basin divide,Stream Reach,Reach,0.29526799,1559.01381445556
