X,Y,OBJECTID,ID1,ID2,REGION
-118.46930149,43.028650241,23739,LavaPlains_20,20,LavaPlains
-118.447039499,43.029175432,23740,LavaPlains_16,16,LavaPlains
-118.519160438,43.030414142,23741,LavaPlains_292,292,LavaPlains
-118.433389482,43.03200373,23742,LavaPlains_16,16,LavaPlains
-118.527072265,43.030872323,23743,LavaPlains_292,292,LavaPlains
-118.480602258,43.033173556,23744,LavaPlains_20,20,LavaPlains
-118.511112265,43.033338198,23745,LavaPlains_20,20,LavaPlains
-118.551277541,43.033444705,23746,LavaPlains_292,292,LavaPlains
-118.533402911,43.033927144,23747,LavaPlains_292,292,LavaPlains
-118.446301804,43.035141742,23748,LavaPlains_16,16,LavaPlains
-118.404512894,43.036064807,23749,LavaPlains_22,22,LavaPlains
-118.590902382,43.033866619,23750,LavaPlains_292,292,LavaPlains
-118.496122616,43.035145167,23751,LavaPlains_20,20,LavaPlains
-118.614661755,43.036029278,23752,LavaPlains_292,292,LavaPlains
-118.414010629,43.038684827,23753,LavaPlains_16,16,LavaPlains
-118.617765005,43.037192932,23754,LavaPlains_292,292,LavaPlains
-118.617581549,43.038564013,23755,LavaPlains_292,292,LavaPlains
-118.502736457,43.040854464,23756,LavaPlains_20,20,LavaPlains
-118.482560906,43.041600655,23757,LavaPlains_16,16,LavaPlains
-118.519438438,43.041680386,23758,LavaPlains_20,20,LavaPlains
-118.434410467,43.042858399,23759,LavaPlains_16,16,LavaPlains
-118.389993585,43.044292082,23760,LavaPlains_22,22,LavaPlains
-118.567519447,43.046425246,23761,LavaPlains_292,292,LavaPlains
-118.471843443,43.047776483,23762,LavaPlains_16,16,LavaPlains
-118.539449276,43.047530855,23763,LavaPlains_20,20,LavaPlains
-118.623513126,43.047093412,23764,LavaPlains_292,292,LavaPlains
-118.393529846,43.050206048,23765,LavaPlains_14,14,LavaPlains
-118.39309273,43.05029187,23766,LavaPlains_14,14,LavaPlains
-118.502829106,43.049144692,23767,LavaPlains_16,16,LavaPlains
-118.557364432,43.048495901,23768,LavaPlains_292,292,LavaPlains
-118.574058698,43.048911448,23769,LavaPlains_292,292,LavaPlains
-118.607025608,43.050385142,23770,LavaPlains_292,292,LavaPlains
-118.580586069,43.050914442,23771,LavaPlains_292,292,LavaPlains
-118.44814253,43.052747875,23772,LavaPlains_16,16,LavaPlains
-118.399530516,43.053433294,23773,LavaPlains_14,14,LavaPlains
-118.420964908,43.054698606,23774,LavaPlains_14,14,LavaPlains
-118.454999432,43.054914871,23775,LavaPlains_16,16,LavaPlains
-118.612079112,43.0547415,23776,LavaPlains_292,292,LavaPlains
-118.366170363,43.058827446,23777,LavaPlains_14,14,LavaPlains
-118.59114526,43.056000528,23778,LavaPlains_292,292,LavaPlains
-118.465383918,43.057680326,23779,LavaPlains_16,16,LavaPlains
-118.384183879,43.059254946,23780,LavaPlains_14,14,LavaPlains
-118.618599811,43.056420416,23781,LavaPlains_292,292,LavaPlains
-118.483426462,43.059299312,23782,LavaPlains_16,16,LavaPlains
-118.589886668,43.058271999,23783,LavaPlains_292,292,LavaPlains
-118.471479494,43.060097576,23784,LavaPlains_16,16,LavaPlains
-118.434393586,43.060971007,23785,LavaPlains_16,16,LavaPlains
-118.479323835,43.062169906,23786,LavaPlains_16,16,LavaPlains
-118.388046135,43.065004123,23787,LavaPlains_14,14,LavaPlains
-118.509584151,43.064994627,23788,LavaPlains_16,16,LavaPlains
-118.413331601,43.066465571,23789,LavaPlains_14,14,LavaPlains
-118.495984268,43.065575751,23790,LavaPlains_16,16,LavaPlains
-118.395941413,43.069416039,23791,LavaPlains_14,14,LavaPlains
-118.529757222,43.068268647,23792,LavaPlains_16,16,LavaPlains
-118.421755361,43.069903179,23793,LavaPlains_10,10,LavaPlains
-118.190240176,43.072626208,23794,LavaPlains_18,18,LavaPlains
-118.469441996,43.07131316,23795,LavaPlains_16,16,LavaPlains
-118.500621723,43.071149962,23796,LavaPlains_16,16,LavaPlains
-118.365743374,43.074207949,23797,LavaPlains_14,14,LavaPlains
-118.403881915,43.075758833,23798,LavaPlains_14,14,LavaPlains
-118.412786954,43.076212717,23799,LavaPlains_10,10,LavaPlains
-118.519055956,43.075092649,23800,LavaPlains_16,16,LavaPlains
-118.481521068,43.075906838,23801,LavaPlains_16,16,LavaPlains
-118.396080119,43.080362254,23802,LavaPlains_14,14,LavaPlains
-118.410799009,43.080503706,23803,LavaPlains_10,10,LavaPlains
-118.511698255,43.079537048,23804,LavaPlains_16,16,LavaPlains
-118.505260585,43.081231905,23805,LavaPlains_16,16,LavaPlains
-118.457064599,43.081855845,23806,LavaPlains_10,10,LavaPlains
-118.183809916,43.086538867,23807,LavaPlains_18,18,LavaPlains
-118.420119655,43.084654853,23808,LavaPlains_10,10,LavaPlains
-118.386194646,43.085151405,23809,LavaPlains_14,14,LavaPlains
-118.463166114,43.084434447,23810,LavaPlains_10,10,LavaPlains
-118.346235152,43.085950555,23811,LavaPlains_14,14,LavaPlains
-118.189393755,43.091310935,23812,LavaPlains_18,18,LavaPlains
-118.468555327,43.089356337,23813,LavaPlains_16,16,LavaPlains
-118.44615777,43.089722135,23814,LavaPlains_10,10,LavaPlains
-118.361058792,43.090766128,23815,LavaPlains_14,14,LavaPlains
-118.505234135,43.089121148,23816,LavaPlains_16,16,LavaPlains
-118.396756988,43.090818887,23817,LavaPlains_14,14,LavaPlains
-118.492617063,43.089688944,23818,LavaPlains_16,16,LavaPlains
-118.492181772,43.08985562,23819,LavaPlains_16,16,LavaPlains
