X,Y,Incident_Date,Latitude,Longitude,Incident_Type,Department_Apparatus_Name,ObjectId
-8794506.93944651,4290647.31455906,2022/08/26 00:00:00+00,35.92748,-79.0024,"744 - Detector activation, no fire - unintentional",FD14,12504
-8800940.09281946,4289788.14757857,2022/08/26 00:00:00+00,35.92123,-79.06019,551 - Assist police or other governmental agency,Squad 61,12505
-8802472.96220768,4285840.97594313,2022/08/26 00:00:00+00,35.89251,-79.07396,733 - Smoke detector activation due to malfunction,Engine 35,12506
-8803485.9695739,4286379.64198037,2022/01/25 00:00:00+00,35.89643,-79.08306,"651 - Smoke scare, odor of smoke",Engine 35,12507
-8800905.58377731,4286508.81586247,2022/08/26 00:00:00+00,35.89737,-79.05988,611 - Dispatched & cancelled en route,Engine 35,12508
-8801672.57506888,4284552.13331938,2022/08/26 00:00:00+00,35.88313,-79.06677,736 - CO detector activation due to malfunction,Engine 35,12509
-8798857.30514672,4286644.86235423,2022/08/26 00:00:00+00,35.89836,-79.04148,"743 - Smoke detector activation, no fire - unintentional",FD14,12510
-8799120.01914499,4287072.25179619,2022/08/26 00:00:00+00,35.90147,-79.04384,"743 - Smoke detector activation, no fire - unintentional",FD14,12511
-8798937.45518009,4287120.35133775,2022/08/26 00:00:00+00,35.90182,-79.0422,"743 - Smoke detector activation, no fire - unintentional",FD14,12512
-8800177.55430753,4289620.44610442,2022/08/27 00:00:00+00,35.92001,-79.05334,353 - Removal of victim(s) from stalled elevator,Engine 31,12513
-8800639.53019432,4288296.79492295,2022/08/27 00:00:00+00,35.91038,-79.05749,"745 - Alarm system activation, no fire - unintentional",Battalion 11,12514
-8795074.66884956,4288816.33972739,2022/08/27 00:00:00+00,35.91416,-79.0075,"745 - Alarm system activation, no fire - unintentional",FD14,12515
-8799776.80414067,4289147.59686087,2022/08/27 00:00:00+00,35.91657,-79.04974,324 - Motor vehicle accident with no injuries.,Engine 31,12516
-8801574.61391698,4289007.39551453,2022/08/27 00:00:00+00,35.91555,-79.06589,622 - No incident found on arrival at dispatch address,Engine 31,12517
-8800169.76194317,4288240.44367179,2022/01/26 00:00:00+00,35.90997,-79.05327,"745 - Alarm system activation, no fire - unintentional",Engine 31,12518
-8800440.2683058,4288316.03688046,2022/08/27 00:00:00+00,35.91052,-79.0557,"743 - Smoke detector activation, no fire - unintentional",Battalion 11,12519
-8800259.93073071,4289017.01711778,2022/08/27 00:00:00+00,35.91562,-79.05408,"743 - Smoke detector activation, no fire - unintentional",Battalion 11,12520
-8798857.30514672,4286644.86235423,2022/08/27 00:00:00+00,35.89836,-79.04148,"745 - Alarm system activation, no fire - unintentional",FD14,12521
-8794019.36007684,4291884.63432697,2022/08/27 00:00:00+00,35.93648,-78.99802,"745 - Alarm system activation, no fire - unintentional",FD14,12522
-8801353.0881303,4284182.54670295,2022/01/26 00:00:00+00,35.88044,-79.0639,736 - CO detector activation due to malfunction,Engine 35,12523
-8799830.23749625,4289022.5151806,2022/08/27 00:00:00+00,35.91566,-79.05022,"745 - Alarm system activation, no fire - unintentional",FD14,12524
-8795513.26764329,4292917.21676242,2022/08/27 00:00:00+00,35.94399,-79.01144,553 - Public service,Engine 33,12525
-8799550.82557436,4287806.13650942,2022/08/27 00:00:00+00,35.90681,-79.04771,"571 - Cover assignment, standby, moveup",Battalion 11,12526
-8800232.10085802,4288805.34381303,2022/08/28 00:00:00+00,35.91408,-79.05383,"715 - Local alarm system, malicious false alarm",Battalion 11,12527
-8800610.58712671,4289067.87430496,2022/08/28 00:00:00+00,35.91599,-79.05723,352 - Extrication of victim(s) from vehicle,FD14,12528
-8800834.33930321,4293423.231729,2022/08/28 00:00:00+00,35.94767,-79.05924,"700 - False alarm or false call, other",Battalion 11,12529
-8799410.56301596,4287205.55676209,2022/08/28 00:00:00+00,35.90244,-79.04645,"745 - Alarm system activation, no fire - unintentional",Battalion 11,12530
-8800730.81217677,4288468.59932022,2022/08/28 00:00:00+00,35.91163,-79.05831,322 - Motor vehicle accident with injuries,Engine 31,12531
-8799775.69094576,4286780.91054754,2022/01/26 00:00:00+00,35.89935,-79.04973,"745 - Alarm system activation, no fire - unintentional",Battalion 11,12532
-8797514.79208775,4287014.53262707,2022/08/29 00:00:00+00,35.90105,-79.02942,611 - Dispatched & cancelled en route,Engine 32,12533
-8799860.29375876,4288153.85573298,2022/08/29 00:00:00+00,35.90934,-79.05049,442 - Overheated motor,Battalion 11,12534
-8800983.50742087,4289869.25003918,2022/08/29 00:00:00+00,35.92182,-79.06058,733 - Smoke detector activation due to malfunction,Engine 33,12535
-8797514.79208775,4287014.53262707,2022/08/29 00:00:00+00,35.90105,-79.02942,"745 - Alarm system activation, no fire - unintentional",Battalion 11,12536
-8799638.76797209,4286092.44171768,2022/08/29 00:00:00+00,35.89434,-79.0485,"400 - Hazardous condition, other",Battalion 11,12537
-8798937.45518009,4287120.35133775,2022/08/29 00:00:00+00,35.90182,-79.0422,"745 - Alarm system activation, no fire - unintentional",FD14,12538
-8798937.45518009,4287120.35133775,2022/08/29 00:00:00+00,35.90182,-79.0422,"745 - Alarm system activation, no fire - unintentional",Engine 32,12539
-8801507.8222225,4288770.98165231,2022/08/29 00:00:00+00,35.91383,-79.06529,622 - No incident found on arrival at dispatch address,Battalion 11,12540
-8799215.75390707,4286613.25544179,2022/08/29 00:00:00+00,35.89813,-79.0447,"745 - Alarm system activation, no fire - unintentional",FD14,12541
-8798648.02450402,4289777.15068134,2022/08/29 00:00:00+00,35.92115,-79.0396,611 - Dispatched & cancelled en route,FD14,12542
-8800316.70367102,4295223.35101285,2022/08/29 00:00:00+00,35.96076,-79.05459,"745 - Alarm system activation, no fire - unintentional",Engine 31,12543
-8799216.86710198,4288568.93434372,2022/08/29 00:00:00+00,35.91236,-79.04471,"745 - Alarm system activation, no fire - unintentional",FD14,12544
-8798857.30514672,4286644.86235423,2022/08/29 00:00:00+00,35.89836,-79.04148,"745 - Alarm system activation, no fire - unintentional",FD14,12545
-8798727.06134249,4285126.46010836,2022/01/03 00:00:00+00,35.88731,-79.04031,553 - Public service,Engine 35,12546
-8798857.30514672,4286644.86235423,2022/08/29 00:00:00+00,35.89836,-79.04148,"745 - Alarm system activation, no fire - unintentional",FD14,12547
-8800336.74117936,4295272.86194628,2022/08/29 00:00:00+00,35.96112,-79.05477,"743 - Smoke detector activation, no fire - unintentional",Truck 74,12548
-8795074.66884956,4288816.33972739,2022/08/30 00:00:00+00,35.91416,-79.0075,"745 - Alarm system activation, no fire - unintentional",FD14,12549
-8799599.80615031,4289019.76614885,2022/08/30 00:00:00+00,35.91564,-79.04815,"745 - Alarm system activation, no fire - unintentional",Battalion 11,12550
-8799410.56301596,4287205.55676209,2022/08/30 00:00:00+00,35.90244,-79.04645,"745 - Alarm system activation, no fire - unintentional",FD14,12551
-8798279.5569895,4289250.68723948,2022/08/30 00:00:00+00,35.91732,-79.03629,"441 - Heat from short circuit (wiring), defective/worn",Battalion 11,12552
-8796430.54024742,4292001.49958547,2022/08/30 00:00:00+00,35.93733,-79.01968,611 - Dispatched & cancelled en route,FD14,12553
-8799842.48264024,4287125.84844176,2022/08/30 00:00:00+00,35.90186,-79.05033,353 - Removal of victim(s) from stalled elevator,Engine 31,12554
-8796924.79878655,4291039.11724604,2022/08/30 00:00:00+00,35.93033,-79.02412,"251 - Excessive heat, scorch burns with no ignition",FD14,12555
-8802171.28638763,4289088.49215131,2022/08/30 00:00:00+00,35.91614,-79.07125,611 - Dispatched & cancelled en route,Battalion 11,12556
-8800292.21338304,4291539.54542737,2022/08/30 00:00:00+00,35.93397,-79.05437,"745 - Alarm system activation, no fire - unintentional",Battalion 11,12557
-8799120.01914499,4287072.25179619,2022/08/30 00:00:00+00,35.90147,-79.04384,"745 - Alarm system activation, no fire - unintentional",FD14,12558
-8800265.49670525,4288876.81745515,2022/08/30 00:00:00+00,35.9146,-79.05413,"745 - Alarm system activation, no fire - unintentional",Battalion 11,12559
-8800402.41967893,4288126.36764261,2022/01/26 00:00:00+00,35.90914,-79.05536,"745 - Alarm system activation, no fire - unintentional",Battalion 11,12560
-8800115.21539268,4290251.4019787,2022/08/30 00:00:00+00,35.9246,-79.05278,"745 - Alarm system activation, no fire - unintentional",Battalion 11,12561
-8800265.49670525,4288876.81745515,2022/08/30 00:00:00+00,35.9146,-79.05413,"745 - Alarm system activation, no fire - unintentional",Battalion 11,12562
-8801748.27232262,4284425.73053633,2022/08/31 00:00:00+00,35.88221,-79.06745,"745 - Alarm system activation, no fire - unintentional",Engine 35,12563
-8800483.68290721,4293017.59285765,2022/08/31 00:00:00+00,35.94472,-79.05609,733 - Smoke detector activation due to malfunction,Battalion 11,12564
-8800265.49670525,4288876.81745515,2022/08/31 00:00:00+00,35.9146,-79.05413,"745 - Alarm system activation, no fire - unintentional",Battalion 11,12565
-8797765.26094204,4289006.02100048,2022/08/31 00:00:00+00,35.91554,-79.03167,"550 - Public service assistance, other",Engine 32,12566
-8799561.95752344,4288798.47137219,2022/08/31 00:00:00+00,35.91403,-79.04781,"745 - Alarm system activation, no fire - unintentional",Battalion 11,12567
-8796506.23750116,4291407.56213149,2022/08/31 00:00:00+00,35.93301,-79.02036,"745 - Alarm system activation, no fire - unintentional",FD14,12568
-8799410.56301596,4287205.55676209,2022/08/31 00:00:00+00,35.90244,-79.04645,"745 - Alarm system activation, no fire - unintentional",FD14,12569
-8799450.63803264,4287136.84265811,2022/08/31 00:00:00+00,35.90194,-79.04681,"745 - Alarm system activation, no fire - unintentional",FD14,12570
-8797048.36342132,4288803.96932451,2022/08/08 00:00:00+00,35.91407,-79.02523,"743 - Smoke detector activation, no fire - unintentional",FD14,12571
-8799144.50943296,4286602.26175464,2022/08/16 00:00:00+00,35.89805,-79.04406,"745 - Alarm system activation, no fire - unintentional",FD14,12572
-8800579.41766929,4292269.60698607,2022/06/14 00:00:00+00,35.93928,-79.05695,611 - Dispatched & cancelled en route,Engine 31,12573
-8795651.30381187,4288237.69483774,2022/07/04 00:00:00+00,35.90995,-79.01268,733 - Smoke detector activation due to malfunction,FD14,12574
-8797002.7224301,4290313.26236889,2022/07/30 00:00:00+00,35.92505,-79.02482,322 - Motor vehicle accident with injuries,Engine 32,12575
-8801500.02985815,4284041.03544806,2022/08/08 00:00:00+00,35.87941,-79.06522,442 - Overheated motor,Battalion 11,12576
-8801475.53957017,4293577.24096183,2022/07/04 00:00:00+00,35.94879,-79.065,611 - Dispatched & cancelled en route,Truck 74,12577
-8800176.44111262,4287976.5587713,2022/07/30 00:00:00+00,35.90805,-79.05333,"745 - Alarm system activation, no fire - unintentional",Battalion 11,12578
-8795534.41834654,4293700.99996311,2022/06/14 00:00:00+00,35.94969,-79.01163,"745 - Alarm system activation, no fire - unintentional",Engine 33,12579
-8800662.90728738,4288391.63061462,2022/08/16 00:00:00+00,35.91107,-79.0577,"651 - Smoke scare, odor of smoke",Battalion 11,12580
-8799775.69094576,4286780.91054754,2022/08/08 00:00:00+00,35.89935,-79.04973,"745 - Alarm system activation, no fire - unintentional",Battalion 11,12581
-8801035.82758154,4288447.98264923,2022/07/04 00:00:00+00,35.91148,-79.06105,611 - Dispatched & cancelled en route,Engine 31,12582
-8792565.52752708,4288861.69799167,2022/07/30 00:00:00+00,35.91449,-78.98496,611 - Dispatched & cancelled en route,Engine 32,12583
-8801326.37145251,4293956.77303332,2022/06/14 00:00:00+00,35.95155,-79.06366,324 - Motor vehicle accident with no injuries.,Engine 34,12584
-8800274.40226451,4287211.05390916,2022/08/16 00:00:00+00,35.90248,-79.05421,"600 - Good intent call, other",Engine 35,12585
-8795104.72511207,4287742.91602685,2022/08/08 00:00:00+00,35.90635,-79.00777,"743 - Smoke detector activation, no fire - unintentional",FD14,12586
-8797620.545604,4290526.33974075,2022/07/04 00:00:00+00,35.9266,-79.03037,"118 - Trash or rubbish fire, contained",Engine 33,12587
-8800396.85370439,4287553.25678414,2022/07/30 00:00:00+00,35.90497,-79.05531,"745 - Alarm system activation, no fire - unintentional",Engine 31,12588
-8799915.95350416,4289575.08467475,2022/06/14 00:00:00+00,35.91968,-79.05099,"463 - Vehicle accident, general cleanup",Engine 31,12589
-8799086.62329775,4293377.85442499,2022/08/16 00:00:00+00,35.94734,-79.04354,611 - Dispatched & cancelled en route,Engine 33,12590
-8802573.1497494,4286431.86102459,2022/08/08 00:00:00+00,35.89681,-79.07486,551 - Assist police or other governmental agency,Battalion 11,12591
-8801856.25222869,4283959.97643193,2022/07/04 00:00:00+00,35.87882,-79.06842,551 - Assist police or other governmental agency,FD14,12592
-8800498.15444101,4288680.26606977,2022/07/30 00:00:00+00,35.91317,-79.05622,611 - Dispatched & cancelled en route,Engine 35,12593
-8800297.77935758,4287719.55202847,2022/06/15 00:00:00+00,35.90618,-79.05442,"745 - Alarm system activation, no fire - unintentional",Engine 31,12594
-8799528.5616762,4338278.6799231,2022/08/16 00:00:00+00,36.2732,-79.04751,611 - Dispatched & cancelled en route,Truck 74,12595
-8799144.50943296,4286602.26175464,2022/08/08 00:00:00+00,35.89805,-79.04406,"440 - Electrical  wiring/equipment problem, other",Battalion 11,12596
-8798937.45518009,4287120.35133775,2022/01/20 00:00:00+00,35.90182,-79.0422,"745 - Alarm system activation, no fire - unintentional",Engine 32,12597
-8800357.89188261,4288357.26976122,2022/07/30 00:00:00+00,35.91082,-79.05496,111 - Building fire,Battalion 11,12598
-8796224.59918946,4291304.45129676,2022/06/15 00:00:00+00,35.93226,-79.01783,"745 - Alarm system activation, no fire - unintentional",FD14,12599
-8800557.15377113,4289436.25238422,2022/08/16 00:00:00+00,35.91867,-79.05675,553 - Public service,Truck 72,12600
-8799312.60186406,4287825.37759879,2022/08/09 00:00:00+00,35.90695,-79.04557,"745 - Alarm system activation, no fire - unintentional",Engine 31,12601
-8801479.99234981,4289056.87813623,2022/07/04 00:00:00+00,35.91591,-79.06504,412 - Gas leak (natural gas or LPG),Battalion 11,12602
-8798679.19396145,4286614.62965346,2022/07/30 00:00:00+00,35.89814,-79.03988,"745 - Alarm system activation, no fire - unintentional",FD14,12603
-8797798.65678927,4290795.78549438,2022/06/15 00:00:00+00,35.92856,-79.03197,"651 - Smoke scare, odor of smoke",Engine 33,12604
-8797514.79208775,4287014.53262707,2022/08/16 00:00:00+00,35.90105,-79.02942,322 - Motor vehicle accident with injuries,Engine 35,12605
-8798937.45518009,4287120.35133775,2022/08/09 00:00:00+00,35.90182,-79.0422,"745 - Alarm system activation, no fire - unintentional",FD14,12606
-8799173.45250057,4288971.65820558,2022/07/05 00:00:00+00,35.91529,-79.04432,"141 - Forest, woods or wildland fire",Engine 31,12607
-8800745.28371057,4293965.02387778,2022/07/30 00:00:00+00,35.95161,-79.05844,"745 - Alarm system activation, no fire - unintentional",FD14,12608
-8799972.72644447,4292028.99747599,2022/06/15 00:00:00+00,35.93753,-79.0515,"745 - Alarm system activation, no fire - unintentional",Engine 33,12609
-8796396.03120528,4292808.59162187,2022/08/16 00:00:00+00,35.9432,-79.01937,"745 - Alarm system activation, no fire - unintentional",FD14,12610
-8797989.01311853,4289392.26628574,2022/08/09 00:00:00+00,35.91835,-79.03368,"400 - Hazardous condition, other",Engine 31,12611
-8797017.1939639,4289315.29104161,2022/07/05 00:00:00+00,35.91779,-79.02495,"745 - Alarm system activation, no fire - unintentional",FD14,12612
-8797673.97895958,4293034.09312643,2022/01/22 00:00:00+00,35.94484,-79.03085,"440 - Electrical  wiring/equipment problem, other",FD14,12613
-8800232.10085802,4288805.34381303,2022/07/31 00:00:00+00,35.91408,-79.05383,353 - Removal of victim(s) from stalled elevator,Engine 31,12614
-8800145.2716552,4286203.74809667,2022/07/31 00:00:00+00,35.89515,-79.05305,"745 - Alarm system activation, no fire - unintentional",Engine 31,12615
-8799017.60521346,4287208.30533528,2022/07/31 00:00:00+00,35.90246,-79.04292,"745 - Alarm system activation, no fire - unintentional",Battalion 11,12616
-8800745.28371057,4293965.02387778,2022/07/31 00:00:00+00,35.95161,-79.05844,611 - Dispatched & cancelled en route,Truck 74,12617
-8798456.55497986,4288285.79953393,2022/07/31 00:00:00+00,35.9103,-79.03788,"440 - Electrical  wiring/equipment problem, other",Engine 32,12618
-8800019.4806306,4287476.29455654,2022/07/31 00:00:00+00,35.90441,-79.05192,611 - Dispatched & cancelled en route,Engine 31,12619
-8799017.60521346,4287208.30533528,2022/07/31 00:00:00+00,35.90246,-79.04292,"745 - Alarm system activation, no fire - unintentional",FD14,12620
-8799506.29777804,4290394.36874714,2022/07/31 00:00:00+00,35.92564,-79.04731,"651 - Smoke scare, odor of smoke",Battalion 11,12621
-8799017.60521346,4287208.30533528,2022/07/31 00:00:00+00,35.90246,-79.04292,"745 - Alarm system activation, no fire - unintentional",Engine 32,12622
-8798867.32390089,4286709.45067829,2022/07/31 00:00:00+00,35.89883,-79.04157,"745 - Alarm system activation, no fire - unintentional",FD14,12623
-8799382.73314326,4287491.41209398,2022/01/22 00:00:00+00,35.90452,-79.0462,353 - Removal of victim(s) from stalled elevator,Engine 32,12624
-8798742.6460712,4295860.13384466,2022/07/31 00:00:00+00,35.96539,-79.04045,"745 - Alarm system activation, no fire - unintentional",Engine 31,12625
-8798819.45651985,4286603.63596492,2022/07/31 00:00:00+00,35.89806,-79.04114,"745 - Alarm system activation, no fire - unintentional",Battalion 11,12626
-8800687.39757536,4289579.20843326,2022/08/01 00:00:00+00,35.91971,-79.05792,"600 - Good intent call, other",Engine 31,12627
-8802022.11826997,4296583.60845961,2022/01/23 00:00:00+00,35.97065,-79.06991,"745 - Alarm system activation, no fire - unintentional",FD14,12628
-8799358.24285529,4287698.93677747,2022/08/01 00:00:00+00,35.90603,-79.04598,"743 - Smoke detector activation, no fire - unintentional",Battalion 11,12629
-8798937.45518009,4287120.35133775,2022/08/01 00:00:00+00,35.90182,-79.0422,"743 - Smoke detector activation, no fire - unintentional",FD14,12630
-8801200.58042791,4284289.71179029,2022/08/01 00:00:00+00,35.88122,-79.06253,322 - Motor vehicle accident with injuries,Engine 35,12631
-8796506.23750116,4291407.56213149,2022/08/01 00:00:00+00,35.93301,-79.02036,"745 - Alarm system activation, no fire - unintentional",FD14,12632
-8798937.45518009,4286429.1126476,2022/08/01 00:00:00+00,35.89679,-79.0422,"251 - Excessive heat, scorch burns with no ignition",FD14,12633
-8799362.69563492,4288941.4190359,2022/08/01 00:00:00+00,35.91507,-79.04602,"745 - Alarm system activation, no fire - unintentional",Battalion 11,12634
-8797747.44982351,4291891.50871915,2022/08/01 00:00:00+00,35.93653,-79.03151,736 - CO detector activation due to malfunction,Truck 74,12635
-8800199.81820568,4292343.8532819,2022/01/03 00:00:00+00,35.93982,-79.05354,622 - No incident found on arrival at dispatch address,Engine 31,12636
-8800339.41284714,4295411.21869573,2022/08/01 00:00:00+00,35.962126,-79.054794,322 - Motor vehicle accident with injuries,Truck 74,12637
-8800523.75792389,4291924.50586216,2022/08/01 00:00:00+00,35.93677,-79.05645,322 - Motor vehicle accident with injuries,Battalion 11,12638
-8801271.82490202,4290317.38640742,2022/08/02 00:00:00+00,35.92508,-79.06317,"400 - Hazardous condition, other",Engine 31,12639
-8800306.68491684,4290637.69151286,2022/08/02 00:00:00+00,35.92741,-79.0545,"550 - Public service assistance, other",Engine 31,12640
-8799244.69697468,4289356.52771177,2022/08/02 00:00:00+00,35.91809,-79.04496,"745 - Alarm system activation, no fire - unintentional",Battalion 11,12641
-8800177.55430753,4289620.44610442,2022/01/23 00:00:00+00,35.92001,-79.05334,"555 - Defective elevator, no occupants",FD14,12642
-8800141.93207047,4287448.80817867,2022/08/02 00:00:00+00,35.90421,-79.05302,"745 - Alarm system activation, no fire - unintentional",Battalion 11,12643
-8800530.43709334,4286919.70894273,2022/08/02 00:00:00+00,35.90036,-79.05651,611 - Dispatched & cancelled en route,Engine 31,12644
-8796732.21606747,4290303.63961841,2022/08/02 00:00:00+00,35.92498,-79.02239,553 - Public service,Engine 33,12645
-8796814.59249066,4280660.42519528,2022/08/02 00:00:00+00,35.8548,-79.02313,611 - Dispatched & cancelled en route,Engine 32,12646
-8801351.9749354,4288643.15536777,2022/08/02 00:00:00+00,35.9129,-79.06389,"550 - Public service assistance, other",Engine 31,12647
-8795135.8945695,4293856.38826098,2022/08/02 00:00:00+00,35.95082,-79.00805,622 - No incident found on arrival at dispatch address,FD14,12648
-8801733.80078881,4288880.94094883,2022/08/03 00:00:00+00,35.91463,-79.06732,"500 - Service Call, other",Engine 31,12649
-8799394.97828725,4293866.01415785,2022/08/03 00:00:00+00,35.95089,-79.04631,"743 - Smoke detector activation, no fire - unintentional",Truck 74,12650
-8799769.01177632,4291804.89169542,2022/08/03 00:00:00+00,35.9359,-79.04967,"745 - Alarm system activation, no fire - unintentional",FD14,12651
-8797098.45719218,4287764.90571823,2022/08/03 00:00:00+00,35.90651,-79.02568,735 - Alarm system sounded due to malfunction,FD14,12652
-8797340.02048721,4285221.2681633,2022/08/03 00:00:00+00,35.888,-79.02785,"600 - Good intent call, other",Squad 61,12653
-8795384.13703397,4287591.73810216,2022/08/03 00:00:00+00,35.90525,-79.01028,"745 - Alarm system activation, no fire - unintentional",FD14,12654
-8801526.74653594,4285923.42309761,2022/08/03 00:00:00+00,35.89311,-79.06546,"441 - Heat from short circuit (wiring), defective/worn",Battalion 11,12655
-8803503.78069243,4287157.45684373,2022/01/23 00:00:00+00,35.90209,-79.08322,551 - Assist police or other governmental agency,FD14,12656
-8798857.30514672,4286644.86235423,2022/08/03 00:00:00+00,35.89836,-79.04148,"745 - Alarm system activation, no fire - unintentional",FD14,12657
-8797138.53220887,4288118.12122905,2022/08/03 00:00:00+00,35.90908,-79.02604,422 - Chemical spill or leak,Truck 72,12658
-8799487.37346461,4288667.8958217,2022/08/04 00:00:00+00,35.91308,-79.04714,"745 - Alarm system activation, no fire - unintentional",FD14,12659
-8799392.75189743,4286635.24284942,2022/08/04 00:00:00+00,35.89829,-79.04629,"745 - Alarm system activation, no fire - unintentional",FD14,12660
-8803005.06937367,4293131.72022943,2022/08/04 00:00:00+00,35.94555,-79.07874,"745 - Alarm system activation, no fire - unintentional",Battalion 11,12661
-8796172.27902878,4292533.59612039,2022/08/04 00:00:00+00,35.9412,-79.01736,353 - Removal of victim(s) from stalled elevator,Engine 33,12662
-8799120.01914499,4287072.25179619,2022/08/04 00:00:00+00,35.90147,-79.04384,611 - Dispatched & cancelled en route,Battalion 11,12663
-8795262.798789,4291954.75333126,2022/08/04 00:00:00+00,35.93699,-79.00919,"745 - Alarm system activation, no fire - unintentional",Battalion 11,12664
-8801182.76930939,4287786.89545408,2022/08/04 00:00:00+00,35.90667,-79.06237,"745 - Alarm system activation, no fire - unintentional",Battalion 11,12665
-8796398.25759509,4287703.05982454,2022/08/04 00:00:00+00,35.90606,-79.01939,322 - Motor vehicle accident with injuries,Truck 72,12666
-8795567.81419378,4293742.25327682,2022/08/04 00:00:00+00,35.94999,-79.01193,"118 - Trash or rubbish fire, contained",Battalion 11,12667
-8797814.24151799,4288746.24096384,2022/08/04 00:00:00+00,35.91365,-79.03211,"550 - Public service assistance, other",Engine 32,12668
-8799085.51010284,4291835.13883161,2022/08/04 00:00:00+00,35.93612,-79.04353,"745 - Alarm system activation, no fire - unintentional",FD14,12669
-8794464.63804002,4287180.81963465,2022/08/05 00:00:00+00,35.90226,-79.00202,622 - No incident found on arrival at dispatch address,Engine 32,12670
-8800190.91264642,4288691.26185765,2022/08/05 00:00:00+00,35.91325,-79.05346,"745 - Alarm system activation, no fire - unintentional",Battalion 11,12671
-8797048.36342132,4288803.96932451,2022/08/05 00:00:00+00,35.91407,-79.02523,"745 - Alarm system activation, no fire - unintentional",Truck 72,12672
-8800341.19395899,4291274.20563746,2022/08/05 00:00:00+00,35.93204,-79.05481,"745 - Alarm system activation, no fire - unintentional",Battalion 11,12673
-8797088.43843801,4290414.98910928,2022/08/05 00:00:00+00,35.92579,-79.02559,"745 - Alarm system activation, no fire - unintentional",Battalion 11,12674
-8796636.48130539,4292794.84168151,2022/08/05 00:00:00+00,35.9431,-79.02153,611 - Dispatched & cancelled en route,Truck 72,12675
-8801287.40963073,4279362.58269069,2022/01/23 00:00:00+00,35.84535,-79.06331,611 - Dispatched & cancelled en route,Engine 35,12676
-8798875.11626524,4288360.0186255,2022/08/05 00:00:00+00,35.91084,-79.04164,622 - No incident found on arrival at dispatch address,Engine 35,12677
-8801928.6098977,4286071.82955025,2022/08/05 00:00:00+00,35.89419,-79.06907,611 - Dispatched & cancelled en route,Engine 35,12678
-8799120.01914499,4287072.25179619,2022/08/05 00:00:00+00,35.90147,-79.04384,611 - Dispatched & cancelled en route,Battalion 11,12679
-8792941.78740596,4293174.34642275,2022/08/05 00:00:00+00,35.94586,-78.98834,"113 - Cooking fire, confined to container",Engine 32,12680
-8797088.43843801,4290414.98910928,2022/08/05 00:00:00+00,35.92579,-79.02559,"745 - Alarm system activation, no fire - unintentional",FD14,12681
-8799983.85839354,4290065.82292018,2022/08/05 00:00:00+00,35.92325,-79.0516,322 - Motor vehicle accident with injuries,Engine 31,12682
-8805575.43641609,4293368.22896062,2022/01/23 00:00:00+00,35.94727,-79.10183,551 - Assist police or other governmental agency,FD14,12683
-8799963.8208852,4295294.86687803,2022/08/05 00:00:00+00,35.96128,-79.05142,"745 - Alarm system activation, no fire - unintentional",FD14,12684
-8796839.08277863,4287905.09104601,2022/08/05 00:00:00+00,35.90753,-79.02335,735 - Alarm system sounded due to malfunction,FD14,12685
-8798875.11626524,4288360.0186255,2022/08/06 00:00:00+00,35.91084,-79.04164,"400 - Hazardous condition, other",FD14,12686
-8798875.11626524,4288360.0186255,2022/08/06 00:00:00+00,35.91084,-79.04164,"440 - Electrical  wiring/equipment problem, other",Engine 32,12687
-8795365.21272053,4290416.36380148,2022/08/06 00:00:00+00,35.9258,-79.01011,611 - Dispatched & cancelled en route,FD14,12688
-8800820.98096431,4295629.07225939,2022/08/06 00:00:00+00,35.96371,-79.05912,512 - Ring or jewelry removal,Truck 74,12689
-8797805.33595872,4287488.66344925,2022/08/06 00:00:00+00,35.9045,-79.03203,551 - Assist police or other governmental agency,Truck 72,12690
-8803516.02583642,4293106.96961327,2022/01/23 00:00:00+00,35.94537,-79.08333,"571 - Cover assignment, standby, moveup",Truck 74,12691
-8796801.23415177,4291550.54410771,2022/01/23 00:00:00+00,35.93405,-79.02301,"500 - Service Call, other",Battalion 11,12692
-8800019.4806306,4287476.29455654,2022/07/05 00:00:00+00,35.90441,-79.05192,611 - Dispatched & cancelled en route,Battalion 11,12693
-8800099.63066397,4288258.31111005,2022/08/09 00:00:00+00,35.9101,-79.05264,"745 - Alarm system activation, no fire - unintentional",Engine 31,12694
-8798937.45518009,4287120.35133775,2022/07/05 00:00:00+00,35.90182,-79.0422,"745 - Alarm system activation, no fire - unintentional",FD14,12695
-8800435.81552617,4288507.08387732,2022/01/20 00:00:00+00,35.91191,-79.05566,"745 - Alarm system activation, no fire - unintentional",Engine 31,12696
-8798560.0821063,4289132.47702087,2022/08/09 00:00:00+00,35.91646,-79.03881,611 - Dispatched & cancelled en route,Engine 33,12697
-8794407.86509971,4292917.21676242,2022/07/06 00:00:00+00,35.94399,-79.00151,622 - No incident found on arrival at dispatch address,FD14,12698
-8799477.35471044,4288127.74204548,2022/08/16 00:00:00+00,35.90915,-79.04705,611 - Dispatched & cancelled en route,Engine 32,12699
-8796941.49671016,4291694.90281891,2022/06/15 00:00:00+00,35.9351,-79.02427,322 - Motor vehicle accident with injuries,Engine 33,12700
-8799312.60186406,4287825.37759879,2022/08/09 00:00:00+00,35.90695,-79.04557,"745 - Alarm system activation, no fire - unintentional",FD14,12701
-8794375.58244738,4293093.21929532,2022/06/15 00:00:00+00,35.94527,-79.00122,611 - Dispatched & cancelled en route,Engine 33,12702
