OBJECTID,PLANID,BLM_ORG_CD,OHV_DSG,DSG_REASON,RESTRICT_,RESTRICT_DETAIL,SHAPE_Length,SHAPE_Area
6174,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.01788820885837,1.67946706508503e-05
6175,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0179120411774822,1.68335847597049e-05
6176,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0603926172310931,0.0001287027182803
6177,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0172846080975156,1.66920033905322e-05
6178,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0356518319272832,4.99805638083848e-05
6179,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.177508077463693,0.0005507828938159
6180,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0356592887102216,5.01966034215473e-05
6181,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.017099124177664,1.68023275874594e-05
6182,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178692189587888,1.67621310287824e-05
6183,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0357371551200466,5.01855544377187e-05
6184,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0256281779958785,3.36132827244869e-05
6185,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.017885431587682,1.66892542316454e-05
6186,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178831083618889,1.67848287468314e-05
6187,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178825479115723,1.67839249064957e-05
6188,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.035045129874082,5.03930878979153e-05
6189,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178698313432153,1.66640897147131e-05
6190,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0256379823046162,3.34296218215205e-05
6191,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.165172728785061,0.0005865923934612
6192,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0536147842474968,8.3731468756372e-05
6193,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178726717190946,1.67677238123444e-05
6194,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178900813376077,1.67962782089586e-05
6195,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0350407242196379,5.0580706216662e-05
6196,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.017888319252655,1.67932824219027e-05
6197,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178882815232193,1.67932050957406e-05
6198,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178871403757511,1.67913594616876e-05
6199,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178871080942728,1.67912819211479e-05
6200,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.035015154156012,5.04159423418091e-05
6201,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0357504340072194,5.03151217825074e-05
6202,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0274494243601237,3.35574548246368e-05
6203,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178729387415608,1.67685916819005e-05
6204,Unknown,ORV04,Open,,,,0.0114086659911267,2.45807516767251e-06
6205,Unknown,ORV04,Open,,,,0.0033508450096517,3.99019000710839e-07
6206,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178732663672161,1.67688363839084e-05
6207,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178733501154026,1.67690176098869e-05
6208,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0886258687718849,0.0001509077393632
6209,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0173326460770809,1.67694766553902e-05
6210,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0334099638780021,5.02123035853414e-05
6211,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0357492061270206,5.04124326410501e-05
6212,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0171392153352649,1.67719892536567e-05
6213,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.138456526739279,0.0002850676472772
6214,Unknown,ORV04,Open,,,,0.0053889256477991,1.91206553204513e-08
6215,Unknown,ORV04,Open,,,,0.0144511745900381,3.61074338828016e-08
6216,Unknown,ORV04,Open,,,,0.0146897457718774,2.39891122177012e-07
6217,Unknown,ORV04,Open,,,,0.0170102546070794,1.46738281528949e-07
6218,Unknown,ORV04,Open,,,,0.0149573554236841,2.08781829676372e-07
6219,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0250939003732498,3.35191241195265e-05
6220,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0171309786235316,1.6658016449181e-05
6221,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0171293662880357,1.67543516661682e-05
6222,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178656467690392,1.67561523623164e-05
6223,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178650346368542,1.67551390632264e-05
6224,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0869952562383719,0.0001844231928822
6225,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0357339044972,5.02763383741381e-05
6226,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0279682054516635,3.35188210243018e-05
6227,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178676052948163,1.68588752965034e-05
6228,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0536003280061179,0.000100451963154
6229,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0255839751915114,3.34846625556232e-05
6230,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178263944205932,1.66943616742654e-05
6231,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0434179970754821,6.66993501427466e-05
6232,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0534896307805843,0.0001335997794769
6233,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0545136947391509,8.38061165036275e-05
6234,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0435293198678835,6.72182354418366e-05
6235,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178788485909204,1.67776564439645e-05
6236,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0758802172693679,0.0001341013975134
6237,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178824111617537,1.67834955426705e-05
6238,Lakeview Resource Area RMP 2003,ORL05,Limited to Existing,WSA,,,0.979726283101595,0.0301607358848033
6239,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0057173505770542,1.42576124809701e-06
6240,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0485122950292128,3.82013233761263e-05
6241,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0257006394057251,3.54731752924e-05
6242,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0173404973311867,1.67826027494077e-05
6243,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0279883333892566,3.3653137486641e-05
6244,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178460168099032,1.68255788054713e-05
6245,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178471487604182,1.67284372227333e-05
6246,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178477045654052,1.67293404530146e-05
6247,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0356957746031113,5.02884508753302e-05
6248,Unknown,ORV04,Open,,,,0.0045724922242676,4.347885137958011e-09
6249,Unknown,ORV04,Open,,,,0.0687153020780386,1.49377601490692e-05
6250,Unknown,ORV04,Open,,,,0.0217725852022877,7.02887601864904e-06
6251,Unknown,ORV04,Open,,,,0.0072590520413903,6.569649314115581e-09
6252,Unknown,ORV04,Open,,,,0.0023325468400115,2.15202801105118e-07
6253,Unknown,ORV04,Open,,,,0.022130244238552,1.16121270064111e-05
6254,Unknown,ORV04,Open,,,,0.0012731653923056,7.04282798622507e-08
6255,Unknown,ORV04,Open,,,,0.0009751015157744,2.65892819619145e-08
6256,Unknown,ORV04,Open,,,,0.0021163870349179,2.00180518855854e-09
6257,Unknown,ORV04,Open,,,,0.0023365283545694,1.8633225914456e-07
6258,Unknown,ORV04,Open,,,,0.0097681669920916,1.87800226303669e-07
6259,Unknown,ORV04,Open,,,,0.0618418389881343,1.06602115521724e-05
6260,Unknown,ORV04,Open,,,,0.0022014571687775,1.81414195329051e-07
6261,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.014694205494763,4.93624459830526e-06
6262,Unknown,ORV04,Open,,,,0.0101569124101799,1.00715701522551e-07
6263,Unknown,ORV04,Open,,,,0.0150271014092227,3.32377407382405e-07
6264,Unknown,ORV04,Open,,,,0.0025170323504107,5.17918923386897e-09
6265,Unknown,ORV04,Open,,,,0.0556745013027104,2.35747221948907e-06
6266,Unknown,ORV04,Open,,,,0.0291618402561661,1.73317489847823e-06
6267,Unknown,ORV04,Open,,,,0.0441021641619757,1.04634610067799e-06
6268,Unknown,ORV04,Open,,,,0.0389068488329409,1.0593169195004e-06
6269,Unknown,ORV04,Open,,,,0.0800323360112753,1.50631514554806e-06
6270,Unknown,ORV04,Open,,,,0.0096685206271874,6.94369125145996e-08
6271,Unknown,ORV04,Open,,,,0.0096488819604108,1.55807835200812e-07
6272,Unknown,ORV04,Open,,,,0.0135709311356228,6.10971662982509e-08
6273,Unknown,ORV04,Open,,,,0.0067937277012403,7.072415553136461e-09
6274,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.017830962700823,1.6701782024044e-05
6275,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0597841455292876,0.0001003044731459
6276,Unknown,ORV04,Open,,,,0.0072259720662707,6.08367575676644e-09
6277,Unknown,ORV04,Open,,,,0.0099590877737782,4.98269653083007e-06
6278,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.017099824840207,1.67052139729993e-05
6279,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178823130185061,1.67832629043153e-05
6280,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0066163791764747,2.6784952806301e-06
6281,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0103046082110893,2.24051225334076e-06
6282,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0356600512946815,4.15486982647576e-05
6283,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0651695560650957,6.58830268876336e-05
6284,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0072596140453735,7.80788896874217e-07
6285,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0131942309031301,7.20343629827964e-06
6286,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0802191663514816,6.11851918008353e-05
6287,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0110991797229023,3.35067719050716e-06
6288,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0326351061812042,5.01938100247097e-05
6289,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0174448431823819,1.66004799823328e-05
6290,Lakeview Resource Area RMP 2003,ORL05,Closed,ACEC,,,0.386186547565653,0.0040342565104218
6291,Lakeview Resource Area RMP 2003,ORL05,Closed,RECSITE,,,0.0891642211618427,0.0002616754012198
6292,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0271599530889303,1.28333388271597e-05
6293,Lakeview Resource Area RMP 2003,ORL05,Limited to Existing,SRMA,,,0.0173041030029895,1.04984053930751e-05
6294,Unknown,ORV04,Open,,,,0.0073482194959913,6.8075476449578505e-09
6295,Unknown,ORV04,Open,,,,0.0033407024399582,5.99484654507006e-08
6296,Unknown,ORV04,Open,,,,0.0073021875490684,6.37948899727504e-09
6297,Unknown,ORV04,Open,,,,0.0143657314927772,2.48813348721932e-08
6298,Unknown,ORV04,Open,,,,0.0129420266024997,2.86084577874274e-08
6299,Unknown,ORV04,Open,,,,0.0039128671090563,5.47360456932845e-07
6300,Lakeview Resource Area RMP 2003,ORL05,Limited to Existing,ACEC,,,0.0477206829619114,8.5712681929346e-05
6301,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0225575535646066,1.88811360338502e-05
6302,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0072820105735503,1.85841014409064e-06
6303,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0103817674994994,4.41336026264397e-06
6304,Unknown,ORV04,Open,,,,0.0170237417085432,1.08046476173812e-07
6305,Unknown,ORV04,Open,,,,0.0169911287953861,2.11160378214402e-06
6306,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178906996628603,1.67980627862227e-05
6307,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0256451226301172,3.35492527755007e-05
6308,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0171428519363721,1.6778006672778e-05
6309,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0171423270908178,1.67771078224018e-05
6310,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0357516234913557,6.70912348422422e-05
6311,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0249019557623265,3.35263826738153e-05
6312,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0427683189562328,6.7040418846606e-05
6313,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0171325830163831,1.66607741928215e-05
6314,Unknown,ORV04,Open,,,,0.0183742659491858,4.5273546146888e-06
6315,Unknown,ORV04,Open,,,,0.0868569590171926,1.69499582808747e-06
6316,Unknown,ORV04,Open,,,,0.0082798707743849,4.34004393310324e-06
6317,Unknown,ORV04,Open,,,,0.0124863944009446,7.41036607492018e-06
6318,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178901056707203,1.67970897354223e-05
6319,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.03577821149233,5.04859207113074e-05
6320,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0171514487946566,1.67943563775855e-05
6321,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0855724413604489,0.0002015861693961
6322,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178741244915398,1.68690327080242e-05
6323,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0722758430458744,0.0001008500881627
6324,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0812959060566084,6.66384615894848e-05
6325,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,4.22867029833254,0.035765129567729
6326,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0134879020149236,6.40980735194476e-06
6327,Unknown,ORV04,Open,,,,0.0356581001196194,1.03736040739666e-06
6328,Unknown,ORV04,Open,,,,0.0175962989735647,4.63477785034109e-06
6329,Unknown,ORV04,Open,,,,0.0074622026775973,1.304935393795e-07
6330,Lakeview Resource Area RMP 2003,ORL05,Limited to Existing,WSA,,,1.00965266481793,0.0302189155395945
6331,Unknown,ORV04,Limited to Existing,,,,0.0024422516695441,9.92609127031349e-09
6332,Unknown,ORV04,Open,,,,0.0576523676571605,1.18370350977529e-06
6333,Unknown,ORV04,Open,,,,0.0220101873809218,1.70096148539638e-07
6334,Unknown,ORV04,Open,,,,0.0219186596230183,1.03621540782329e-07
6335,Lakeview Resource Area RMP 2003,ORL05,Limited to Existing,SRMA,,,0.0066767118723381,1.87859333508253e-06
6336,Lakeview Resource Area RMP 2003,ORL05,Limited to Existing,SRMA,,,0.0043874172712506,7.93462942977888e-07
6337,Lakeview Resource Area RMP 2003,ORL05,Limited to Existing,SRMA,,,0.0148866764962679,6.84366564570876e-06
6338,Lakeview Resource Area RMP 2003,ORL05,Limited to Existing,SRMA,,,0.010719262136336,3.83974593123561e-06
6339,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0089006428618339,2.15637663806938e-06
6340,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0221468315867522,1.48188562469083e-05
6341,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0238715766833533,2.8338099063681e-05
