OBJECTID,PLANID,BLM_ORG_CD,OHV_DSG,DSG_REASON,RESTRICT_,RESTRICT_DETAIL,SHAPE_Length,SHAPE_Area
5964,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.431873195885892,0.0016060541467708
5965,Lakeview Resource Area RMP 2003,ORL05,Limited to Existing,WSA,,,0.404156681476045,0.0056038483055617
5966,Steens Mountain Cooperative Management and Protection Area RMP 2005,ORB06,Limited to Existing,CMPA,,,0.0120212462132236,7.58838809361238e-06
5967,Steens Mountain Cooperative Management and Protection Area RMP 2005,ORB06,Limited to Existing,CMPA,,,0.0120884301862009,3.40233951411891e-06
5968,Steens Mountain Cooperative Management and Protection Area RMP 2005,ORB06,Limited to Existing,CMPA,,,0.0051225086698862,1.48709199636074e-06
5969,Steens Mountain Cooperative Management and Protection Area RMP 2005,ORB06,Limited to Existing,CMPA,,,0.01883879364484,1.32227902745942e-05
5970,Steens Mountain Cooperative Management and Protection Area RMP 2005,ORB06,Limited to Existing,CMPA,,,0.0290530394864591,1.0648834660828e-06
5971,Steens Mountain Cooperative Management and Protection Area RMP 2005,ORB06,Limited to Existing,CMPA,,,0.0108333595975561,1.57875921575516e-06
5972,Steens Mountain Cooperative Management and Protection Area RMP 2005,ORB06,Limited to Existing,CMPA,,,0.0029577445313212,3.44523258484684e-07
5973,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0152913006149432,1.06301238180408e-05
5974,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0384518672632681,6.50723261271862e-05
5975,Steens Mountain Cooperative Management and Protection Area RMP 2005,ORB06,Limited to Existing,ROADW,,,0.0958834020774242,2.82605940037087e-06
5976,Steens Mountain Cooperative Management and Protection Area RMP 2005,ORB06,Limited to Existing,,,,0.017058616592272,1.74794768644623e-06
5977,Steens Mountain Cooperative Management and Protection Area RMP 2005,ORB06,Limited to Existing,,,,0.0464319528312413,1.314350045493e-05
5978,Steens Mountain Cooperative Management and Protection Area RMP 2005,ORB06,Limited to Existing,RECSITE,,,0.0798772509535552,0.000139114409586
5979,Unknown,ORV04,Open,,,,0.0107440271519323,5.47863009250467e-06
5980,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0248937283636636,3.34042130587889e-05
5981,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0256299694854699,3.35074485837538e-05
5982,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178645791974673,1.67545901716463e-05
5983,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178646347032383,1.66555639431871e-05
5984,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0878518603601855,0.0002010549399506
5985,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.071464030136359,0.0001172986545069
5986,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0115214518484406,7.66347784705486e-06
5987,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.291023553918523,0.0021516925274643
5988,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0166042496738027,1.61359190196869e-05
5989,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0171476967067054,1.68857845363309e-05
5990,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178835975864025,1.67855488260534e-05
5991,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178830517724412,1.67846821482486e-05
5992,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0171455491866272,1.67827179537552e-05
5993,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0171439412476793,1.67799296919084e-05
5994,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178818928390232,1.67828001285251e-05
5995,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0279941758655494,3.35638145234604e-05
5996,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178825101170585,1.67838473376901e-05
5997,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178337374558887,1.67062389946973e-05
5998,Unknown,ORV04,Open,BLMOPEN,,,0.0296038717134216,2.29349566917932e-05
5999,Lakeview Resource Area RMP 2003,ORL05,Limited to Existing,SRMA,,,0.0694739942313652,0.0001268744755024
6000,Unknown,ORV04,Open,,,,0.0006071092241139,1.38145649585827e-08
6001,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0530785304531286,0.0001000135423505
6002,Lakeview Resource Area RMP 2003,ORL05,Limited to Existing,ACEC,,,0.525369564768056,0.0082183095329427
6003,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0847018345829534,0.0001476028765912
6004,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0174392763396358,1.27948309829965e-05
6005,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0318924477011062,5.58439034003867e-05
6006,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0095938554062184,5.17424554599171e-06
6007,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0528890505781156,0.0001500873631629
6008,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.348530535280224,0.0015633534901216
6009,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0142237087195093,6.82171219620012e-06
6010,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0928987051099521,0.000193666608039
6011,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.028244118829865,3.30431125895443e-05
6012,Lakeview Resource Area RMP 2003,ORL05,Limited to Designated,BIGGAME,,,0.0142266003567748,8.04858981625626e-06
6013,Unknown,ORV04,Open,,,,0.0092309642586322,3.13579998469866e-06
6014,Lakeview Resource Area RMP 2003,ORL05,Limited to Existing,WSA,,,0.523107546953045,0.0107750472712617
6015,Lakeview Resource Area RMP 2003,ORL05,Limited to Existing,WSA,,,1.81576530437911,0.0529592611282656
6016,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0059397754458551,9.50823946854713e-07
6017,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0280522917387114,3.36629932134384e-05
6018,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0200815247414966,1.49842840929234e-05
6019,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178456726475796,1.6723141262714e-05
6020,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0097812214279738,4.09713829794446e-06
6021,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178595962273772,1.67459181665684e-05
6022,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0256120971709839,3.34550088501325e-05
6023,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178672596275348,1.67586947591077e-05
6024,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.683413893375442,0.0041911274035758
6025,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0294600856520262,2.68072616727873e-05
6026,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0219672110785626,2.0601705628465e-05
6027,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0093688907564573,4.59113686681558e-06
6028,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0054625570734372,9.05707779301425e-07
6029,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0030387883417941,5.75905460588028e-07
6030,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0136169618014455,4.00904223195916e-06
6031,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.017116136619822,1.6833871156301e-05
6032,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178530884388041,1.67386000550295e-05
6033,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0357076468225429,5.02191579911911e-05
6034,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0449170675251209,6.77590283309755e-05
6035,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0136617535086513,7.60508017832583e-06
6036,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0177569208057848,1.65814361996604e-05
6037,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0206715837936169,2.21542217244631e-05
6038,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0171165243418755,1.67349723330071e-05
6039,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.136079800498418,0.0002939250791335
6040,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178234864023675,1.66896101858701e-05
6041,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0170980583855648,1.61361040879672e-05
6042,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0356484592941199,5.01715012109333e-05
6043,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178883890298382,1.67935634865165e-05
6044,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0108358824906318,3.63192936999542e-06
6045,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0172675723047329,1.81913687647445e-05
6046,Lakeview Resource Area RMP 2003,ORL05,Limited to Existing,SRMA,,,0.469485738021008,0.0030031836947263
6047,Lakeview Resource Area RMP 2003,ORL05,Limited to Existing,SGHAB,,,0.0545437576817969,0.0001145440808714
6048,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0903136920772541,0.0002021993067211
6049,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0216641884729728,1.68958702900689e-05
6050,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.387293633553275,0.0026895074713191
6051,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.372547372599208,0.0047084600175811
6052,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0708208123588167,5.90981475983387e-05
6053,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178389465210003,1.67148688678744e-05
6054,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0151074502468553,1.30211801657017e-05
6055,Lakeview Resource Area RMP 2003,ORL05,Limited to Existing,SRMA,,,0.0400666639957389,9.95652928401288e-05
6056,Steens Mountain Cooperative Management and Protection Area RMP 2005,ORB06,Limited to Existing,CMPA,,,0.0100489285592399,1.79329283188306e-06
6057,Steens Mountain Cooperative Management and Protection Area RMP 2005,ORB06,Limited to Existing,ACEC,,,0.358672526066081,0.0029083991784779
6058,Steens Mountain Cooperative Management and Protection Area RMP 2005,ORB06,Limited to Existing,ACEC,,,0.0198156612851562,5.08212391644318e-06
6059,Steens Mountain Cooperative Management and Protection Area RMP 2005,ORB06,Limited to Existing,CMPA,,,0.0134303972803795,7.72971953068651e-06
6060,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0782611474395196,0.0002503482785818
6061,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0558740179316273,8.35660911633415e-05
6062,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.444413361027564,0.0023938158044957
6063,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178500721734936,1.67307362543776e-05
6064,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0349663247470808,5.01935440738627e-05
6065,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.113969204675177,0.000490913628559
6066,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0714748779190364,0.0001902631065011
6067,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0301323299239851,2.96804952240289e-05
6068,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0561131042482676,0.0001717390554339
6069,Lakeview Resource Area RMP 2003,ORL05,Limited to Existing,WSA,,,0.641453669450855,0.0129077691745204
6070,Lakeview Resource Area RMP 2003,ORL05,Limited to Existing,SRMA,,,0.215476453267724,0.0010447299011537
6071,Lakeview Resource Area RMP 2003,ORL05,Limited to Existing,SRMA,,,0.0247441980582236,3.64845321660099e-05
6072,Lakeview Resource Area RMP 2003,ORL05,Limited to Existing,SRMA,,,0.0548019354670862,0.0001462725941702
6073,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0279410179739544,3.34728589620533e-05
6074,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178566687560248,1.67411565973655e-05
6075,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178572667781325,1.67421345155392e-05
6076,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0165823317163693,1.67432386136664e-05
6077,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0333706697721011,5.00634007414711e-05
6078,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0173416696774781,1.67845201899004e-05
6079,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178835810291337,1.6786260608583e-05
6080,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178841350284733,1.67871363281435e-05
6081,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.017884175651284,1.67872377474253e-05
6082,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0583973030652149,0.0001010134775056
6083,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0103326408763414,3.45568832877891e-06
6084,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0129677248745697,7.71800584926201e-06
6085,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.376803272139463,0.0016932936351999
6086,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0256143482630005,3.34590871974075e-05
6087,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178857795387686,1.67896311578983e-05
6088,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178840282216262,1.67860524878234e-05
6089,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0173465535066084,1.67917958087027e-05
6090,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,3.04143426388547,0.0519592873276487
6091,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0179176279879878,1.68423450254426e-05
6092,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0179182470725723,1.68433730503247e-05
6093,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0173663775464924,1.68248916954811e-05
6094,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.133090090691076,0.0003194431511092
6095,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.370002913641527,0.0017950083254999
6096,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0797448219413152,0.0001762756486388
6097,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,1.06479440533866,0.0262527625476005
6098,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0768385390281568,0.0002343088946628
6099,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0427337894322407,6.69367657899056e-05
6100,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.025612123559595,3.34589549194932e-05
6101,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0165742519521579,1.36883388234589e-05
6102,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0171179605662448,1.67353998026845e-05
6103,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.017853557769508,1.68363865512964e-05
6104,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0196145876602752,1.56783350644043e-05
6105,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0405657311378344,1.27391735732518e-05
6106,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0256790024032956,3.36594754083162e-05
6107,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.13067829603305,0.0003243313903556
6108,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,1.59373072037381,0.011864008310587
6109,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.017163862425916,1.68159536906074e-05
6110,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0179083989802575,1.68274008409687e-05
6111,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178701802516971,1.67634674042314e-05
6112,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.348615363723655,0.0029261953637615
6113,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178988276962969,1.68097736867468e-05
6114,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178809475817891,1.67806907993051e-05
6115,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0968852479147277,0.0001605994329743
6116,Lakeview Resource Area RMP 2003,ORL05,Closed,SSFLORA,,special status plant site,0.037009061254703,8.53882678475422e-05
6117,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.140190389943612,0.0005465645397649
6118,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0053697462909105,6.81502954547726e-07
6119,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0117940531941129,4.2841463228628e-06
6120,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0102707371412923,3.70726586767699e-06
6121,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178726318752006,1.67684884948614e-05
6122,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0279896448803351,3.36539293336657e-05
6123,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.12842814805574,0.0002936418013048
6124,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0164801405708307,1.2447680091808e-05
6125,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.303201279148357,0.0015596062912421
6126,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.129721001012017,0.0002076291208448
6127,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.214962371493136,0.0005214588445418
6128,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.107026400225988,0.0002513226885352
6129,Lakeview Resource Area RMP 2003,ORL05,Limited to Existing,SRMA,,,0.152821994371615,0.0007151399000549
6130,Unknown,ORV04,Open,,,,0.0008528680234499,2.05119885013025e-08
6131,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0147936642078292,7.05612392003111e-06
6132,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178863161379743,1.67904655212531e-05
6133,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178863366658352,1.67905273329001e-05
6134,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0256330263306971,3.35130206463369e-05
6135,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.118323598726217,0.0004295998737795
6136,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.112850043741171,0.0001716805042615
6137,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.803853479733816,0.003741985419703
6138,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178639019287265,1.67533091768191e-05
6139,Lakeview Resource Area RMP 2003,ORL05,Limited to Existing,SGHAB,,,0.0097672360526906,4.49292650043202e-06
6140,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0350088880603653,5.03017778336792e-05
6141,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.108095511291477,0.0002514916020824
6142,Lakeview Resource Area RMP 2003,ORL05,Limited to Existing,ACEC,,,1.66526971071176,0.0189413978925899
6143,Lakeview Resource Area RMP 2003,ORL05,Limited to Existing,SGHAB,,,0.0159522155087342,4.8153906354911e-06
6144,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178835057051826,1.67860855447137e-05
6145,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0591859398581716,0.0001008304981387
6146,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178772878517193,1.67753390088949e-05
6147,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178778532428564,1.68755141235403e-05
6148,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178785599565983,1.67774843221645e-05
6149,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0279900030310136,3.35565099448634e-05
6150,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0357573474466345,5.03331686414576e-05
6151,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178795906955892,1.67790720803662e-05
6152,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178796194234998,1.67791432440692e-05
6153,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178801810776959,1.67800436484617e-05
6154,Lakeview Resource Area RMP 2003,ORL05,Limited to Existing,SOIL,,,0.436579601524689,0.003045870382625
6155,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0171008724411653,1.67070039032807e-05
6156,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.017834879488185,1.67080960993123e-05
6157,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178359720399208,1.67097253913273e-05
6158,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178686093505819,1.66619380144155e-05
6159,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178686608573522,1.67612335425525e-05
6160,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0326657637601602,5.02825003723026e-05
6161,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.123752185010015,0.0001388204903426
6162,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0330831570028264,5.38418373777325e-05
6163,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.138101031223218,0.0003485795196876
6164,Lakeview Resource Area RMP 2003,ORL05,Open,BLMOPEN,,,0.0311530629245105,2.87932145437876e-05
6165,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.329350080982466,0.0017707566557965
6166,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0171041381555467,1.67129377105966e-05
6167,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0255974733615184,3.34280634780642e-05
6168,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178391687556172,1.66165785132099e-05
6169,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0636026826119915,0.0001003060500722
6170,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0279259360736841,3.35415666679362e-05
6171,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.167605990773885,0.0006521060241079
6172,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0178829157030859,1.66865363844023e-05
6173,Oregon Greater Sage-Grouse Resource Management Plan Amendment,ORL05,Limited to Existing,SGHAB,,,0.0161565656928345,1.49574578350196e-05
