Reference_Id,Account,Agency_Application,Relief_Program,Application_Date,Relief_Amount,Household_Income,Household_Size,Financial_Hardship,Job_Loss,Reduced_Hours,Account_Type,Zip,Country,State,Location,Council_District,ObjectId
9MZQ-KWWQ-33J2,929220000.0,False,MCR,2021/09/20 00:00:00+00,657.55,1049.0,1.0,True,True,False,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",4.0,3378
PKPQ-WY3K-GWZJ,6885200000.0,False,MCR,2021/09/20 00:00:00+00,21.56,750.0,6.0,True,True,False,residential,40258.0,USA,Kentucky,"40258, Kentucky, USA",14.0,3379
VRYM-32YN-MF6Y,3132610000.0,False,MCR,2021/09/21 00:00:00+00,345.23,1698.0,4.0,True,True,False,residential,40208.0,USA,Kentucky,"40208, Kentucky, USA",3.0,3380
VRYZ-23V4-XRF9,3343310000.0,False,MCR,2021/09/21 00:00:00+00,560.97,900.0,6.0,True,True,False,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",3.0,3381
MMM4-WVPM-42N3,2719359971.0,False,MCR,2021/09/22 00:00:00+00,366.45,738.0,3.0,True,True,False,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",4.0,3382
WVRR-RK3N-FJPL,396220745.0,False,MCR,2021/09/22 00:00:00+00,282.76,1100.0,4.0,True,True,False,residential,40299.0,USA,Kentucky,"40299, Kentucky, USA",22.0,3383
LZRZ-PW9M-M93V,6742230000.0,False,MCR,2021/09/22 00:00:00+00,879.84,500.0,3.0,True,True,False,residential,40242.0,USA,Kentucky,"40242, Kentucky, USA",7.0,3384
K34Y-ZQV9-YH43,6387010000.0,False,MCR,2021/09/23 00:00:00+00,279.82,2009.0,2.0,True,True,False,residential,40258.0,USA,Kentucky,"40258, Kentucky, USA",12.0,3385
4ZYP-VR22-9JWZ,4407232246.0,False,MCR,2021/09/23 00:00:00+00,103.24,250.0,5.0,True,True,False,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",21.0,3386
RPYK-N4PR-FKFW,9288464929.0,False,MCR,2021/09/23 00:00:00+00,733.47,824.0,4.0,True,True,False,residential,40208.0,USA,Kentucky,"40208, Kentucky, USA",3.0,3387
NWMZ-4QP3-V9LL,9678728128.0,False,MCR,2021/09/23 00:00:00+00,306.79,1100.0,5.0,True,True,False,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",15.0,3388
MM9M-K3QR-L3WZ,1250785139.0,False,MCR,2021/09/24 00:00:00+00,465.5,700.0,2.0,True,True,False,residential,40228.0,USA,Kentucky,"40228, Kentucky, USA",23.0,3389
2NRV-RP99-2QRJ,5305300000.0,False,MCR,2021/09/24 00:00:00+00,109.12,860.0,1.0,True,True,False,residential,40217.0,USA,Kentucky,"40217, Kentucky, USA",15.0,3390
2NRR-KVPK-JCWC,5325603429.0,False,MCR,2021/09/25 00:00:00+00,288.82,432.0,2.0,True,True,False,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",15.0,3391
3222-9MWY-C9H6,7336900000.0,True,MCR,2021/09/28 00:00:00+00,892.13,200.0,4.0,True,True,True,residential,40272.0,USA,Kentucky,"40272, Kentucky, USA",25.0,3392
QLYM-Z3MY-X3J6,6055230000.0,False,MCR,2022/01/03 00:00:00+00,625.02,450.0,2.0,True,True,False,residential,40223.0,USA,Kentucky,"40223, Kentucky, USA",17.0,3393
VYWW-MQ9V-LMCW,4910848653.0,False,MCR,2021/08/25 00:00:00+00,290.64,793.0,3.0,True,True,False,residential,40213.0,USA,Kentucky,"40213, Kentucky, USA",21.0,3394
MMQ4-2NK2-THF4,5098700000.0,False,MCR,2021/11/16 00:00:00+00,424.27,4000.0,2.0,True,True,True,residential,40214.0,USA,Kentucky,"40214, Kentucky, USA",25.0,3395
NWVZ-WYR4-6J3Q,9466062291.0,False,MCR,2021/09/01 00:00:00+00,155.75,600.0,3.0,True,True,True,residential,40208.0,USA,Kentucky,"40208, Kentucky, USA",3.0,3396
QLYM-L92V-GNP2,1469510000.0,False,MCR,2021/08/25 00:00:00+00,77.89,1440.0,2.0,True,True,False,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",5.0,3397
4PZZ-L9PW-FWC2,4230238519.0,False,MCR,2021/11/16 00:00:00+00,441.54,2400.0,5.0,True,True,True,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,3398
9ZMZ-KV9V-KYLN,3521010000.0,True,MCR,2021/09/29 00:00:00+00,947.19,2800.0,2.0,True,True,True,residential,40217.0,USA,Kentucky,"40217, Kentucky, USA",15.0,3399
WVVQ-WLVR-L4F3,647619168.0,False,MCR,2022/01/10 00:00:00+00,149.47,1039.0,4.0,True,True,False,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",15.0,3400
LLPW-9M4R-LWZ2,8358605108.0,False,MCR,2021/09/30 00:00:00+00,215.13,1700.0,2.0,True,True,False,residential,40204.0,USA,Kentucky,"40204, Kentucky, USA",6.0,3401
YVZ9-QQPQ-LYQN,7242840995.0,False,MCR,2021/09/01 00:00:00+00,565.75,31000.0,5.0,True,True,True,residential,40222.0,USA,Kentucky,"40222, Kentucky, USA",7.0,3402
ZV3Y-VYQK-9C3P,5131020000.0,False,MCR,2022/01/11 00:00:00+00,466.39,700.0,8.0,True,True,False,residential,40272.0,USA,Kentucky,"40272, Kentucky, USA",14.0,3403
WV3Y-4ZYL-JFZF,1958993947.0,False,MCR,2021/11/18 00:00:00+00,152.52,700.0,5.0,True,True,True,residential,40272.0,USA,Kentucky,"40272, Kentucky, USA",14.0,3404
VP9L-KW3L-6VPF,8365266227.0,False,MCR,2021/08/25 00:00:00+00,381.44,221.0,3.0,True,True,False,residential,40218.0,USA,Kentucky,"40218, Kentucky, USA",2.0,3405
VRP3-3ZYY-K3HZ,8020759630.0,False,MCR,2021/09/30 00:00:00+00,245.61,1100.0,2.0,True,True,False,residential,40272.0,USA,Kentucky,"40272, Kentucky, USA",25.0,3406
ZVWR-QL49-QCKP,9378188706.0,True,MCR,2021/09/29 00:00:00+00,346.51,4500.0,3.0,True,True,True,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",4.0,3407
4P9Y-QKVW-QVLY,6368485946.0,False,MCR,2021/09/01 00:00:00+00,833.89,400.0,5.0,True,True,True,residential,40223.0,USA,Kentucky,"40223, Kentucky, USA",18.0,3408
QLWR-Z3KK-LG3Z,7416410000.0,False,MCR,2022/01/11 00:00:00+00,44.26,1245.0,2.0,True,True,False,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",1.0,3409
WVLV-KWNK-FWN2,5981110000.0,False,MCR,2021/11/18 00:00:00+00,295.2,2200.0,3.0,True,True,True,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",6.0,3410
KV39-MQLY-TQWM,5613054459.0,False,MCR,2021/08/25 00:00:00+00,414.55,2400.0,4.0,True,True,False,residential,40218.0,USA,Kentucky,"40218, Kentucky, USA",2.0,3411
23RN-YPLZ-K3XL,6250627646.0,False,MCR,2021/09/30 00:00:00+00,110.62,790.0,2.0,True,True,False,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",3.0,3412
VRRR-PWN4-CJTX,7307900000.0,True,MCR,2021/09/29 00:00:00+00,966.98,2200.0,5.0,True,True,True,residential,40272.0,USA,Kentucky,"40272, Kentucky, USA",14.0,3413
23L2-QLYP-NP6N,1797634385.0,False,MCR,2021/09/02 00:00:00+00,363.37,500.0,5.0,True,True,True,residential,40223.0,USA,Kentucky,"40223, Kentucky, USA",18.0,3414
RPMY-NWRQ-TYXY,1905500000.0,False,MCR,2021/09/02 00:00:00+00,276.08,200.0,2.0,True,True,True,residential,40214.0,USA,Kentucky,"40214, Kentucky, USA",25.0,3415
WVVP-YVLY-WM2Y,8024410000.0,False,MCR,2021/09/02 00:00:00+00,393.65,700.0,4.0,True,True,True,residential,40216.0,USA,Kentucky,"40216, Kentucky, USA",3.0,3416
PKMY-RQLN-WV6H,6025010025.0,False,MCR,2021/09/02 00:00:00+00,242.71,3500.0,4.0,True,True,True,residential,40243.0,USA,Kentucky,"40243, Kentucky, USA",19.0,3417
VYVV-QLVN-GPNY,841340000.0,False,MCR,2021/09/03 00:00:00+00,120.34,500.0,2.0,True,True,True,residential,40229.0,USA,Kentucky,"40229, Kentucky, USA",24.0,3418
Z3YK-VPL2-GNJC,7876697425.0,False,MCR,2021/09/07 00:00:00+00,703.25,600.0,2.0,True,True,True,residential,40258.0,USA,Kentucky,"40258, Kentucky, USA",14.0,3419
KV4N-4PK3-YV2V,7702776389.0,False,MCR,2021/09/07 00:00:00+00,452.45,300.0,1.0,True,True,True,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",3.0,3420
RPRP-PQK3-W6T6,4129683000.0,False,MCR,2021/09/08 00:00:00+00,502.45,40.0,1.0,True,True,True,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,3421
WY32-QQLK-RRYP,1895710000.0,False,MCR,2021/09/08 00:00:00+00,351.53,61.0,3.0,True,True,True,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,3422
23KM-9ZZZ-FQ9H,1826044599.0,False,MCR,2021/09/10 00:00:00+00,187.14,444.0,1.0,True,True,True,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",3.0,3423
3ZKQ-VPNK-TXJT,64820000.0,False,MCR,2021/09/10 00:00:00+00,69.83,400000.0,2.0,True,True,True,residential,40218.0,USA,Kentucky,"40218, Kentucky, USA",2.0,3424
LLKN-RKN2-Z6MW,6592776587.0,False,MCR,2021/09/13 00:00:00+00,388.48,2400.0,4.0,True,True,True,residential,40299.0,USA,Kentucky,"40299, Kentucky, USA",11.0,3425
KWW3-3ZZN-3GR2,5974305554.0,False,MCR,2021/09/13 00:00:00+00,668.76,900.0,4.0,True,True,True,residential,40219.0,USA,Kentucky,"40219, Kentucky, USA",23.0,3426
Z34Q-92Y2-RHRQ,296663335.0,False,MCR,2021/09/13 00:00:00+00,270.39,1075.0,3.0,True,True,True,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,3427
2NLM-K32Y-T49Q,206326227.0,False,MCR,2021/09/14 00:00:00+00,270.64,30000.0,3.0,True,True,True,residential,40291.0,USA,Kentucky,"40291, Kentucky, USA",22.0,3428
Z3LN-4ZVK-W4ZV,6957630000.0,False,MCR,2021/09/14 00:00:00+00,541.38,2800.0,4.0,True,True,True,residential,40245.0,USA,Kentucky,"40245, Kentucky, USA",19.0,3429
PKK4-LLN9-LRYL,3395152651.0,False,MCR,2021/09/15 00:00:00+00,355.57,2400.0,5.0,True,True,True,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",1.0,3430
924R-32QV-RM64,4692087864.0,False,MCR,2021/09/17 00:00:00+00,101.04,35000.0,4.0,True,True,True,residential,40220.0,USA,Kentucky,"40220, Kentucky, USA",26.0,3431
2N9R-NWW4-CQQ9,7566432137.0,False,MCR,2021/09/17 00:00:00+00,378.28,1100.0,2.0,True,True,True,residential,40258.0,USA,Kentucky,"40258, Kentucky, USA",14.0,3432
YPRR-QLZR-V4X4,1199170281.0,False,MCR,2021/09/20 00:00:00+00,821.47,1079.0,7.0,True,True,True,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,3433
2NPZ-NW92-NNMK,4909221174.0,False,MCR,2021/09/24 00:00:00+00,452.47,875.0,1.0,True,True,True,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",1.0,3434
N4Q9-4PR9-NRPP,2782240000.0,False,MCR,2021/09/24 00:00:00+00,351.41,8000.0,4.0,True,True,True,residential,40228.0,USA,Kentucky,"40228, Kentucky, USA",23.0,3435
3QMZ-32YN-NLF2,231089178.0,False,MCR,2021/09/26 00:00:00+00,721.86,38000.0,5.0,True,True,True,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",15.0,3436
VP2V-MQZP-6P2W,743040998.0,False,MCR,2021/09/27 00:00:00+00,197.31,1400.0,2.0,True,True,True,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",3.0,3437
VYVM-RKKW-JM9R,6683835725.0,False,MCR,2021/09/27 00:00:00+00,412.07,4000.0,5.0,True,True,True,residential,40299.0,USA,Kentucky,"40299, Kentucky, USA",2.0,3438
WLLL-NW42-P34X,2168600000.0,False,MCR,2021/09/28 00:00:00+00,452.92,452.92,3.0,True,True,True,residential,40118.0,USA,Kentucky,"40118, Kentucky, USA",13.0,3439
WLVQ-92P4-9VMN,2417340000.0,False,MCR,2021/10/03 00:00:00+00,324.84,1280.0,4.0,True,True,True,residential,,USA,Kentucky,", Kentucky, USA",,3440
3ZKN-3ZN3-YGX4,3599827651.0,False,MCR,2021/10/04 00:00:00+00,430.75,325.0,5.0,True,True,True,residential,40258.0,USA,Kentucky,"40258, Kentucky, USA",12.0,3441
92L2-2R22-QVX2,1007282964.0,False,MCR,2021/10/06 00:00:00+00,259.85,200.0,4.0,True,True,True,residential,40208.0,USA,Kentucky,"40208, Kentucky, USA",6.0,3442
3QPL-K3KR-XCMQ,1844123400.0,False,MCR,2021/10/06 00:00:00+00,166.5,366.0,7.0,True,True,True,residential,40220.0,USA,Kentucky,"40220, Kentucky, USA",18.0,3443
MQZM-VY3K-P299,7916525024.0,False,MCR,2021/10/07 00:00:00+00,120.11,2300.0,5.0,True,True,True,residential,40258.0,USA,Kentucky,"40258, Kentucky, USA",14.0,3444
3ZVR-3Q24-6ZQX,9656310000.0,False,MCR,2021/10/07 00:00:00+00,345.94,24000.0,4.0,True,True,True,residential,40216.0,USA,Kentucky,"40216, Kentucky, USA",3.0,3445
M4NW-VP9P-FG2Z,7038907031.0,False,MCR,2021/10/10 00:00:00+00,944.06,400.0,4.0,True,True,True,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",6.0,3446
RK99-MQ42-ZPC4,4920678373.0,False,MCR,2021/10/14 00:00:00+00,334.79,1352.0,4.0,True,True,True,residential,40218.0,USA,Kentucky,"40218, Kentucky, USA",1.0,3447
LLLP-NZNW-YRPP,3947510000.0,False,MCR,2021/11/23 00:00:00+00,68.58,794.0,5.0,True,True,True,residential,,USA,Kentucky,", Kentucky, USA",,3448
L9N2-YLVN-NHPK,6139334402.0,False,MCR,2021/10/01 00:00:00+00,166.99,60000.0,6.0,True,True,False,residential,40216.0,USA,Kentucky,"40216, Kentucky, USA",12.0,3449
N4KV-9MWV-Z6XW,6046400000.0,True,MCR,2021/09/29 00:00:00+00,261.06,3500.0,1.0,True,True,True,residential,40217.0,USA,Kentucky,"40217, Kentucky, USA",15.0,3450
2RN9-4Z39-TZF9,3775330000.0,False,MCR,2021/11/30 00:00:00+00,224.0,1700.0,1.0,True,True,True,residential,40242.0,USA,Kentucky,"40242, Kentucky, USA",7.0,3451
Z3LQ-QLRP-9HNC,1355592171.0,False,MCR,2021/10/01 00:00:00+00,151.03,550.0,4.0,True,True,False,residential,40218.0,USA,Kentucky,"40218, Kentucky, USA",2.0,3452
WLYL-YVPV-C3CT,8534829537.0,False,MCR,2022/01/14 00:00:00+00,135.56,1400.0,1.0,True,True,False,residential,40272.0,USA,Kentucky,"40272, Kentucky, USA",14.0,3453
4QQY-L92Q-CQRM,502210000.0,False,MCR,2021/08/25 00:00:00+00,144.0,750.0,3.0,True,True,False,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,3454
KV3W-RQQZ-GNP3,5904210000.0,False,MCR,2021/10/03 00:00:00+00,356.31,579.0,2.0,True,True,False,residential,40216.0,USA,Kentucky,"40216, Kentucky, USA",1.0,3455
RP42-RK42-FVTR,7102010000.0,False,MCR,2021/12/01 00:00:00+00,77.8,600.0,3.0,True,True,True,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",3.0,3456
Z324-RKZV-LVCQ,9329623038.0,False,MCR,2021/08/25 00:00:00+00,736.87,251.0,4.0,True,True,False,residential,40258.0,USA,Kentucky,"40258, Kentucky, USA",12.0,3457
K3Y2-4QZV-TR4H,2448662134.0,False,MCR,2022/01/20 00:00:00+00,432.02,1700.0,4.0,True,True,False,residential,40258.0,USA,Kentucky,"40258, Kentucky, USA",12.0,3458
WVKR-LLK9-FVQX,2310989120.0,False,MCR,2021/10/04 00:00:00+00,880.63,457.0,5.0,True,True,False,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",5.0,3459
3QVR-N4ML-2JWM,9140320000.0,True,MCR,2021/09/29 00:00:00+00,109.09,2800.0,2.0,True,True,True,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,3460
VY9R-3QMM-JC9X,5428110000.0,False,MCR,2021/12/06 00:00:00+00,887.65,625.0,1.0,True,True,True,residential,40216.0,USA,Kentucky,"40216, Kentucky, USA",12.0,3461
WVNQ-WYWP-GKN6,1406810000.0,False,MCR,2021/08/26 00:00:00+00,242.76,1900.0,2.0,True,True,False,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,3462
YPZQ-K3VQ-GRVQ,6380442733.0,False,MCR,2022/01/31 00:00:00+00,216.5,400.0,2.0,True,True,False,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",6.0,3463
VPRY-L9RK-N6Q6,3301810403.0,False,MCR,2021/10/04 00:00:00+00,285.73,1300.0,1.0,True,True,False,residential,40216.0,USA,Kentucky,"40216, Kentucky, USA",3.0,3464
92LR-92R2-VWKG,593547916.0,True,MCR,2021/10/01 00:00:00+00,30.09,500.0,1.0,True,True,True,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",3.0,3465
LL49-ZVYR-JFFP,3489610169.0,False,MCR,2021/12/06 00:00:00+00,60.16,1335.0,3.0,True,True,True,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",4.0,3466
VYL2-32Y2-Q29R,838549492.0,False,MCR,2021/08/26 00:00:00+00,445.72,120.0,2.0,True,True,False,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",6.0,3467
PWZZ-VPZY-TTLM,6326810000.0,False,MCR,2022/01/31 00:00:00+00,543.84,714.0,2.0,True,True,False,residential,40228.0,USA,Kentucky,"40228, Kentucky, USA",2.0,3468
RKN9-VR29-J9GN,3673526677.0,False,MCR,2021/10/04 00:00:00+00,163.15,2560.0,1.0,True,True,False,residential,40216.0,USA,Kentucky,"40216, Kentucky, USA",3.0,3469
23V4-YVV2-GTCQ,9471778367.0,True,MCR,2021/10/01 00:00:00+00,114.7,3500.0,3.0,True,True,True,residential,40258.0,USA,Kentucky,"40258, Kentucky, USA",14.0,3470
KVVY-QL32-6CP9,2079741338.0,False,MCR,2021/12/08 00:00:00+00,662.48,1125.0,5.0,True,True,True,residential,40214.0,USA,Kentucky,"40214, Kentucky, USA",25.0,3471
4PK4-RKRQ-N2L6,3129010000.0,False,MCR,2021/08/26 00:00:00+00,569.78,300.0,2.0,True,True,False,residential,40258.0,USA,Kentucky,"40258, Kentucky, USA",12.0,3472
QLL9-MMKQ-TT6K,2824044375.0,False,MCR,2021/08/26 00:00:00+00,83.51,1199.0,6.0,True,True,False,residential,40258.0,USA,Kentucky,"40258, Kentucky, USA",14.0,3473
ZVPY-VP4Z-J4VP,8982710000.0,False,MCR,2021/08/26 00:00:00+00,230.89,1100.0,2.0,True,True,False,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",1.0,3474
2R4L-LLZ4-MVL2,8454500000.0,False,MCR,2021/08/26 00:00:00+00,326.67,1700.0,2.0,True,True,False,residential,40219.0,USA,Kentucky,"40219, Kentucky, USA",24.0,3475
RKVZ-L9WR-RNLR,1498434371.0,False,MCR,2021/08/26 00:00:00+00,449.75,300.0,3.0,True,True,False,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,3476
4PN2-NZWP-PGRP,6700528611.0,False,MCR,2021/08/26 00:00:00+00,208.24,700.0,2.0,True,True,False,residential,40216.0,USA,Kentucky,"40216, Kentucky, USA",3.0,3477
WY2L-92MR-KMMH,4206920000.0,False,MCR,2021/08/26 00:00:00+00,528.59,600.0,2.0,True,True,False,residential,40217.0,USA,Kentucky,"40217, Kentucky, USA",15.0,3478
WYQQ-QL2L-M3YW,7611417317.0,False,MCR,2021/08/26 00:00:00+00,986.25,794.0,7.0,True,True,False,residential,40207.0,USA,Kentucky,"40207, Kentucky, USA",7.0,3479
QQK9-9Z2W-VKYJ,1783268038.0,False,MCR,2021/08/27 00:00:00+00,296.84,794.0,2.0,True,True,False,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",15.0,3480
YPKQ-MQM2-X4ZN,2346687599.0,False,MCR,2021/08/27 00:00:00+00,276.5,220.0,5.0,True,True,False,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",5.0,3481
YL4V-922W-ZKX6,2861963741.0,False,MCR,2021/08/27 00:00:00+00,268.47,770.0,5.0,True,True,False,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",4.0,3482
PQYW-WVL3-PCXH,4222720000.0,False,MCR,2021/08/27 00:00:00+00,143.2,100.0,3.0,True,True,False,residential,40218.0,USA,Kentucky,"40218, Kentucky, USA",2.0,3483
KVP4-PQQM-X6MF,5823084448.0,False,MCR,2021/08/27 00:00:00+00,110.96,42000.0,6.0,True,True,False,residential,40299.0,USA,Kentucky,"40299, Kentucky, USA",11.0,3484
N4PW-4Z93-VWJG,3141820397.0,False,MCR,2021/08/27 00:00:00+00,601.76,794.0,3.0,True,True,False,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",5.0,3485
9ZZN-L9RR-4LXV,6456651901.0,False,MCR,2021/08/29 00:00:00+00,345.35,500.0,2.0,True,True,False,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",6.0,3486
NW9N-Z3WZ-TLCQ,4840020000.0,False,MCR,2021/08/29 00:00:00+00,501.71,730.0,4.0,True,True,False,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",6.0,3487
VRPR-QK4P-JXHG,2858236327.0,False,MCR,2021/08/30 00:00:00+00,494.98,186.0,2.0,True,True,False,residential,40258.0,USA,Kentucky,"40258, Kentucky, USA",14.0,3488
YLP4-92QN-Y6X6,2209566629.0,False,MCR,2021/08/30 00:00:00+00,225.08,794.0,3.0,True,True,False,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,3489
RQQP-3Q4R-T2TZ,3701712755.0,False,MCR,2021/08/30 00:00:00+00,352.07,184.0,2.0,True,True,False,residential,40208.0,USA,Kentucky,"40208, Kentucky, USA",6.0,3490
WLLR-RKRN-J996,5962810000.0,False,MCR,2021/08/31 00:00:00+00,265.23,618.0,1.0,True,True,False,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,3491
2R3K-YPYV-RCVL,6143189069.0,False,MCR,2021/08/31 00:00:00+00,598.2,620.0,2.0,True,True,False,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",15.0,3492
92YK-PKZN-KQ4Q,3556687407.0,False,MCR,2021/08/31 00:00:00+00,119.97,400.0,4.0,True,True,False,residential,40229.0,USA,Kentucky,"40229, Kentucky, USA",24.0,3493
QLYY-L9MW-MNK4,8728200000.0,False,MCR,2021/08/31 00:00:00+00,972.81,2200.0,2.0,True,True,False,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",15.0,3494
VP3P-NZ4N-4L9T,5479000000.0,False,MCR,2021/08/31 00:00:00+00,946.41,789.0,8.0,True,True,False,residential,40299.0,USA,Kentucky,"40299, Kentucky, USA",11.0,3495
23QM-K3PY-9GQX,7885225517.0,False,MCR,2021/08/31 00:00:00+00,285.56,640.0,1.0,True,True,False,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",1.0,3496
PKQZ-4ZY9-TRPZ,4740623471.0,False,MCR,2021/09/01 00:00:00+00,175.5,50000.0,4.0,True,True,False,residential,40213.0,USA,Kentucky,"40213, Kentucky, USA",21.0,3497
QKVR-LZZK-2329,6715358652.0,False,MCR,2021/09/01 00:00:00+00,325.65,325.65,5.0,True,True,False,residential,40228.0,USA,Kentucky,"40228, Kentucky, USA",2.0,3498
QLMN-N49Y-2Q4R,30832737.0,False,MCR,2021/09/01 00:00:00+00,285.4,50.0,3.0,True,True,False,residential,40218.0,USA,Kentucky,"40218, Kentucky, USA",2.0,3499
2NY3-WVRW-RZMH,7306020000.0,True,MCR,2021/10/04 00:00:00+00,177.68,380.0,4.0,True,True,True,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",5.0,3500
QLNK-LLYZ-FYFN,3809996108.0,False,MCR,2021/12/19 00:00:00+00,694.83,2120.0,4.0,True,True,True,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",1.0,3501
MMZR-RPNV-9VZP,9355710000.0,True,MCR,2021/10/05 00:00:00+00,212.44,900.0,1.0,True,True,True,residential,40212.0,USA,Kentucky,"40212, Kentucky, USA",5.0,3502
PWMR-2NML-HZC2,6629247180.0,True,MCR,2021/10/05 00:00:00+00,698.55,1349.0,2.0,True,True,True,residential,40216.0,USA,Kentucky,"40216, Kentucky, USA",3.0,3503
MMNM-92QV-MFPT,2248600000.0,False,MCR,2022/01/05 00:00:00+00,599.72,4000.0,3.0,True,True,True,residential,40118.0,USA,Kentucky,"40118, Kentucky, USA",13.0,3504
9Z2M-92PM-ZPQ9,9653298061.0,True,MCR,2021/10/05 00:00:00+00,320.03,600.0,4.0,True,True,True,residential,40218.0,USA,Kentucky,"40218, Kentucky, USA",2.0,3505
PKWV-3QVP-LCMK,2096858703.0,False,MCR,2022/01/08 00:00:00+00,475.1,600.0,4.0,True,True,True,residential,40210.0,USA,Kentucky,"40210, Kentucky, USA",4.0,3506
ZVK9-4ZRL-XHLZ,4999910000.0,True,MCR,2021/10/06 00:00:00+00,309.86,1300.0,4.0,True,True,True,residential,40218.0,USA,Kentucky,"40218, Kentucky, USA",1.0,3507
MMPL-LLKV-3HTM,4519920000.0,False,MCR,2022/01/22 00:00:00+00,95.65,2100.0,4.0,True,True,True,residential,40218.0,USA,Kentucky,"40218, Kentucky, USA",2.0,3508
WVVP-MMNR-KHZ4,6488510000.0,True,MCR,2021/10/07 00:00:00+00,747.14,3600.0,3.0,True,True,True,residential,40211.0,USA,Kentucky,"40211, Kentucky, USA",1.0,3509
QLY3-2NM2-N2CM,3150535058.0,False,MCR,2022/02/14 00:00:00+00,758.15,1400.0,2.0,True,True,True,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",21.0,3510
92Z9-YVQY-W6MP,7947464184.0,True,MCR,2021/10/07 00:00:00+00,721.17,1400.0,3.0,True,True,True,residential,40220.0,USA,Kentucky,"40220, Kentucky, USA",1.0,3511
MMLV-3ZKV-PVRJ,3854053774.0,True,MCR,2021/08/23 00:00:00+00,620.9,200.0,4.0,True,True,False,residential,40229.0,USA,Kentucky,"40229, Kentucky, USA",23.0,3512
RQVQ-M4MR-JFVK,8146433909.0,True,MCR,2021/10/07 00:00:00+00,83.09,950.0,7.0,True,True,True,residential,40299.0,USA,Kentucky,"40299, Kentucky, USA",2.0,3513
KVVZ-4ZWQ-XJQ4,7390293902.0,True,MCR,2021/08/23 00:00:00+00,133.22,2200.0,3.0,True,True,False,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",15.0,3514
QK9Z-RPRV-W4PZ,9125820000.0,True,MCR,2021/10/08 00:00:00+00,330.19,750.0,3.0,True,True,True,residential,40218.0,USA,Kentucky,"40218, Kentucky, USA",2.0,3515
PKYL-Z3WQ-62T3,4368407783.0,True,MCR,2021/08/24 00:00:00+00,124.79,814.0,3.0,True,True,False,residential,40215.0,USA,Kentucky,"40215, Kentucky, USA",15.0,3516
N4W9-QLPY-PXQJ,9879754351.0,True,MCR,2021/10/08 00:00:00+00,393.21,4500.0,5.0,True,True,True,residential,40205.0,USA,Kentucky,"40205, Kentucky, USA",8.0,3517
