OBJECTID,LINE86330,FRAME86330,YEAR,MODEL86330,SCALE86330,CAN_NBR86330,FLGTDATE86330,PRINTSAVAIL,SHAPEAREA,SHAPELEN
1135,22,42,1986,22042,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,2469469.24720156,6375.67438188655
1136,22,43,1986,22043,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,2255035.46088125,6120.60639294289
1137,22,44,1986,22044,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,2147749.71757422,5970.82416900597
1138,22,45,1986,22045,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,1856729.60125,5603.18229001571
1139,22,46,1986,22046,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,2138618.15218828,5908.79521791236
1140,22,47,1986,22047,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,1892076.96106953,5581.78750003829
1141,22,48,1986,22048,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,2025513.62640156,5734.68455663812
1142,22,49,1986,22049,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,2024767.96560156,5724.45335925419
1143,22,50,1986,22050,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,1797602.54237031,5428.40284811246
1144,22,51,1986,22051,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,1947505.28693828,5632.11820839164
1145,22,52,1986,22052,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,2036563.3873875,5763.84244444549
1146,22,53,1986,22053,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,2190515.09976328,5978.66684092485
1147,22,54,1986,22054,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,2127928.73097969,5946.44288797479
1148,22,57,1986,22057,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,2517520.52144688,6437.24024341286
1149,22,55,1986,22055,1 in.=330 ft.,4,1986/03/21 00:00:00+00,NO,2495338.6689,6392.01010409747
1150,20,85,1986,20085,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2382093.15630625,6308.07284297439
1151,20,84,1986,20084,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2216562.53133984,6074.03957724439
1152,20,83,1986,20083,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2479620.59031172,6371.90019292223
1153,20,82,1986,20082,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2331436.5425,6220.83592557033
1154,20,81,1986,20081,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2727198.14455,6657.50055599713
1155,20,80,1986,20080,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2793146.00890234,6738.9614616562
1156,20,79,1986,20079,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2564131.47970078,6508.52933847711
1157,20,78,1986,20078,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2600136.84568516,6520.87319586035
1158,20,77,1986,20077,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2454143.88579609,6362.92588641348
1159,20,76,1986,20076,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2163840.22918828,6011.79989421898
1160,20,75,1986,20075,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2375758.9409,6236.5615362344
1161,20,74,1986,20074,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2027217.57996641,5836.13628930127
1162,20,73,1986,20073,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2399661.19790625,6248.52566563644
1163,20,72,1986,20072,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2183714.50810937,5993.8171920403
1164,20,71,1986,20071,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2038098.76476484,5816.18699311983
1165,20,70,1986,20070,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2381736.07696719,6208.21774255103
1166,20,69,1986,20069,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,1892238.64328438,5626.40903625633
1167,20,68,1986,20068,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2238914.39468281,6036.34284777801
1168,20,67,1986,20067,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2207447.31762266,6011.13710943664
1169,20,66,1986,20066,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2092826.71869766,5936.41148573567
1170,20,65,1986,20065,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2608494.76962187,6552.24432195805
1171,20,64,1986,20064,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2441377.99148203,6449.1496882808
1172,20,63,1986,20063,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2818582.59799375,6893.53597627274
1173,20,62,1986,20062,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,3037144.34774141,7155.74647385098
1174,20,61,1986,20061,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,3238704.42582656,7398.6936579746
1175,20,60,1986,20060,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2733729.97977578,6943.23117402843
1176,20,59,1986,20059,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2709489.60177656,6883.59498241548
1177,21,53,1986,21053,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2450960.58799062,6599.1524201993
1178,21,54,1986,21054,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2440646.65334609,6593.07083348489
1179,21,55,1986,21055,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2178928.93674297,6380.75334704257
1180,21,56,1986,21056,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2438562.63459375,6663.04329431399
1181,21,57,1986,21057,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2803414.83499063,7047.31573124712
1182,21,58,1986,21058,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2700474.13957344,7029.01703415151
1183,21,59,1986,21059,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2757572.43077031,7146.88916194782
1184,21,60,1986,21060,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,3696652.33861484,7978.47110787698
1185,21,61,1986,21061,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2844482.60389609,7388.80835799061
1186,21,62,1986,21062,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2860309.66747813,7473.18556909516
1187,21,63,1986,21063,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,3209295.15084063,7803.18936872766
1188,21,64,1986,21064,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2870828.11949062,7579.15509933965
1189,21,65,1986,21065,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,3531248.89646563,8036.91185940383
1190,21,66,1986,21066,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,3269027.97104609,7812.2243185529
1191,21,67,1986,21067,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2950208.44197578,7544.01234768794
1192,21,68,1986,21068,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,3567037.05146641,7979.53397956688
1193,21,69,1986,21069,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,3148407.91665703,7628.8867052401
1194,21,70,1986,21070,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,3346082.32961406,7754.67653952318
1195,21,71,1986,21071,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,3047027.70472813,7487.89882858577
1196,21,72,1986,21072,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,3030557.05775703,7412.62338444507
1197,21,73,1986,21073,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,3489887.58724766,7698.68571753379
1198,21,74,1986,21074,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2754643.84114297,7008.74704643914
1199,21,75,1986,21075,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,3079519.96789844,7261.63449119968
1200,21,76,1986,21076,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,3303175.77127422,7462.18396103768
1201,21,77,1986,21077,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2762899.56126094,6991.67102826779
1202,21,78,1986,21078,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2298399.38800859,6589.8433225058
1203,21,79,1986,21079,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,3624895.70341797,7757.38644684553
1204,21,80,1986,21080,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2676793.51977578,6950.87603357224
1205,21,81,1986,21081,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,3390441.00483516,7580.05748701428
1206,21,83,1986,21083,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2360242.62107891,6685.07671708577
1207,19,59,1986,19059,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,6986080.72020469,10919.756067721
1208,19,60,1986,19060,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2666035.17482891,6752.27814254629
1209,19,61,1986,19061,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2459495.74213125,6588.61255616993
1210,19,62,1986,19062,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2310125.59363438,6482.15799692707
1211,19,63,1986,19063,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2509000.60096094,6698.10409973013
1212,19,64,1986,19064,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2730723.63899141,6929.29424435711
1213,19,65,1986,19065,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2946600.47060703,7149.10602273199
1214,19,66,1986,19066,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2971397.98084141,7204.37246646752
1215,19,67,1986,19067,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,3093363.24144531,7345.67336022544
1216,19,68,1986,19068,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,3052028.74307266,7327.28057693056
1217,19,69,1986,19069,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,3139268.05922266,7404.74869331499
1218,19,70,1986,19070,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2858061.26617969,7150.90521077909
1219,19,71,1986,19071,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,3319634.09890703,7526.58287481715
1220,19,72,1986,19072,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2669827.49898984,6957.86953038323
1221,19,73,1986,19073,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,3122773.43269219,7332.37268096967
1222,19,74,1986,19074,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2629230.33468594,6871.06072442065
1223,19,75,1986,19075,1 in.=330 ft.,3,1986/03/21 00:00:00+00,NO,2973690.86589844,7124.67775295589
1224,18,69,1986,18069,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2771551.42291797,6840.58386928443
1225,18,68,1986,18068,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2698768.76783125,6775.41143133963
1226,18,67,1986,18067,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2998656.92102891,7065.19792592916
1227,18,66,1986,18066,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2850799.16194609,6930.34802471091
1228,18,65,1986,18065,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2959902.13429844,7036.15038863945
1229,18,64,1986,18064,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2533978.7373,6641.40631863719
1230,18,63,1986,18063,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2856241.50352344,6948.5130114717
1231,18,62,1986,18062,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2562287.01806484,6676.24896919441
1232,18,61,1986,18061,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2678751.54346484,6784.49133245161
1233,18,60,1986,18060,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,3075132.55590469,7153.12357397205
1234,18,59,1986,18059,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2669826.78336953,6772.973082819
1235,18,58,1986,18058,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2420365.05240469,6541.4404080891
1236,18,57,1986,18057,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2241474.76673672,6371.534961754
1237,18,56,1986,18056,1 in.=330 ft.,2,1986/03/21 00:00:00+00,NO,2023280.53295313,6164.2588602014
1238,29,56,1986,29056,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,3185148.27466094,7985.80408789525
1239,29,55,1986,29055,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,3793322.43743516,8496.52021033235
1240,29,54,1986,29054,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,3319563.05661719,8157.13730149305
1241,29,53,1986,29053,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,3190083.48415,8054.12189289429
1242,29,52,1986,29052,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,3865564.74973125,8496.50644565667
1243,29,51,1986,29051,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,3394890.34986953,8154.16204065978
1244,29,50,1986,29050,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2880320.2255125,7783.55438634682
1245,29,49,1986,29049,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,3555212.69925703,8235.07703325829
1246,29,48,1986,29048,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,3199318.61696641,7969.25034501376
1247,29,47,1986,29047,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2628709.64438594,7672.61861207588
1248,29,46,1986,29046,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,1653499.28097656,5531.69130870294
1249,29,45,1986,29045,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2439402.99509687,6377.51941214877
1250,29,44,1986,29044,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2237610.72587578,6187.13504148832
1251,29,43,1986,29043,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2232734.1137,6200.32484157738
1252,29,42,1986,29042,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2165540.41133984,6149.94173477575
1253,29,41,1986,29041,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2242877.04516484,6246.66200606721
1254,29,40,1986,29040,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,1986280.97308594,6011.84982169015
1255,29,39,1986,29039,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2316776.81954844,6357.80516175785
1256,30,47,1986,30047,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2476728.76824844,6658.02215705438
1257,30,46,1986,30046,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2515029.7945375,6765.0240877592
1258,30,45,1986,30045,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2454184.82500391,6708.23891956333
1259,30,44,1986,30044,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2698692.40962891,6917.38922770113
1260,30,43,1986,30043,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2548796.47604453,6775.95165506797
1261,30,42,1986,30042,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2333702.80881875,6579.1092507058
1262,30,41,1986,30041,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2608299.18554062,6817.2132661884
1263,30,40,1986,30040,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2687216.95114219,6882.2209836114
1264,31,44,1986,31044,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,1964530.00187188,5664.28706483277
1265,31,43,1986,31043,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2239027.59959219,6021.69224860484
1266,31,42,1986,31042,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2306649.79971719,6118.93082208694
1267,31,41,1986,31041,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2298302.64799922,6126.47766484963
1268,31,40,1986,31040,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2158573.23881719,5987.7276800532
1269,31,39,1986,31039,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,1989713.71630313,5824.0603924854
1270,31,38,1986,31038,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2421962.472825,6320.66888595531
1271,31,37,1986,31037,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2062983.77693047,5962.66845814543
1272,31,36,1986,31036,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2365599.54274687,6301.42675990953
1273,31,35,1986,31035,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2568988.27323047,6528.96245567875
1274,31,34,1986,31034,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2660557.00313281,6635.50841396654
1275,31,33,1986,31033,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2733930.43116797,6725.21084782107
1276,31,32,1986,31032,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2628795.87778828,6633.89368204135
1277,31,31,1986,31031,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2394009.70943281,6414.591507277
1278,31,30,1986,31030,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2364013.64827578,6400.78380683756
1279,31,29,1986,31029,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2382599.90294609,6434.84621637112
1280,31,28,1986,31028,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2739622.94813359,6796.19793868802
1281,31,27,1986,31027,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2594097.54252969,6666.62669676578
1282,31,26,1986,31026,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2465637.75266719,6576.51921061074
1283,31,25,1986,31025,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2172719.2509875,6347.36832620822
1284,31,24,1986,31024,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2494538.57233047,6707.51283375204
1285,31,23,1986,31023,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2606922.98528828,6851.19572521012
1286,30,39,1986,30039,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2429009.4148125,6645.64753204953
1287,30,38,1986,30038,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2564788.50175938,6761.82880043057
1288,30,37,1986,30037,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2200600.34318047,6428.61195284342
1289,30,36,1986,30036,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2508695.84022891,6700.16598474754
1290,30,35,1986,30035,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2732406.30102656,6896.46203117212
1291,30,34,1986,30034,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2620437.22025703,6789.38743879448
1292,30,33,1986,30033,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2301304.07173516,6496.71786127989
1293,30,32,1986,30032,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2370506.67284063,6554.84748167973
1294,30,31,1986,30031,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2362160.50889688,6541.36494490764
1295,30,30,1986,30030,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2658977.84861172,6816.2102982116
1296,30,29,1986,30029,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2472771.30596875,6646.62342113082
1297,30,28,1986,30028,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2340612.70921641,6525.19060561295
1298,30,27,1986,30027,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2662605.91605625,6840.38963741598
1299,30,26,1986,30026,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2776219.26983594,6970.97605402693
1300,30,25,1986,30025,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2565066.29235547,6821.23172612388
1301,29,38,1986,29038,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2094535.66303984,6160.28255250376
1302,29,37,1986,29037,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2545316.38652188,6612.84119422392
1303,29,36,1986,29036,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2492420.92422188,6582.5917375928
1304,29,35,1986,29035,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2271365.09988125,6392.54894583096
1305,29,34,1986,29034,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,1795641.82123203,5966.03970003953
1306,29,33,1986,29033,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2450733.072325,6594.04243553204
1307,29,32,1986,29032,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2418793.54368203,6585.45973773677
1308,29,31,1986,29031,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2712503.82529609,6873.63856271154
1309,29,30,1986,29030,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2648625.25525625,6836.0585333029
1310,29,29,1986,29029,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2459236.76074453,6686.92307192904
1311,29,28,1986,29028,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2763068.41592969,6976.22408069084
1312,29,27,1986,29027,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2403078.42118828,6682.23519089508
1313,29,26,1986,29026,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2478001.59546953,6755.21423844394
1314,29,25,1986,29025,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2494955.69104844,6768.90833849421
1315,29,24,1986,29024,1 in.=330 ft.,5,1986/03/27 00:00:00+00,NO,2735712.99087344,6966.97257707863
1316,32,57,1986,32057,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2590547.68231328,6819.69829051068
1317,32,56,1986,32056,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2602425.31263906,6827.64426105359
1318,32,55,1986,32055,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2496379.51876406,6716.16316483611
1319,32,54,1986,32054,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2573734.91562188,6768.33926364795
1320,32,53,1986,32053,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2690948.96020156,6856.50931989694
1321,32,52,1986,32052,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2352765.21513125,6532.63483076628
1322,32,51,1986,32051,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2583048.96373672,6726.77045752493
1323,32,50,1986,32050,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2482937.68371016,6617.21014155718
1324,32,49,1986,32049,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2643075.36591953,6754.20190062769
1325,32,48,1986,32048,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2481179.84899219,6597.30328808549
1326,32,47,1986,32047,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2680819.6340375,6783.19847819851
1327,32,46,1986,32046,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2556218.61011719,6671.61234942966
1328,32,45,1986,32045,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2605924.60557031,6724.30045288502
1329,32,44,1986,32044,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2545686.56907031,6675.27129583696
1330,32,43,1986,32043,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2529234.94273828,6667.71731471361
1331,32,42,1986,32042,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2122006.09003594,6299.23104121711
1332,33,58,1986,33058,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2729213.25332422,7069.35413402725
1333,33,57,1986,33057,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,3053012.40958672,7287.11432602683
1334,33,56,1986,33056,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2773626.52778281,6978.83462199656
1335,33,55,1986,33055,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2674165.61693047,6816.32168718096
1336,33,54,1986,33054,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2319578.58729375,6411.97168338689
1337,33,53,1986,33053,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2259646.93641172,6283.23295720518
1338,33,52,1986,33052,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2151373.16051016,6106.58794891344
1339,33,51,1986,33051,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,1989740.86980703,5872.96426145936
1340,33,50,1986,33050,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2171261.57833125,6035.16088190355
1341,33,49,1986,33049,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2112753.80350234,5953.07988607503
1342,33,48,1986,33048,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2732712.54330781,6657.13904774705
1343,33,47,1986,33047,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2315669.66785313,6244.67523531383
1344,33,46,1986,33046,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2873616.46532188,6852.0064315155
1345,33,45,1986,33045,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2371808.69723594,6377.11739821242
1346,33,44,1986,33044,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2558697.63727656,6594.502530565
1347,33,43,1986,33043,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2229038.37119141,6310.00914653284
1348,33,42,1986,33042,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2903044.46567188,6986.71304530375
1349,34,47,1986,34047,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2354331.21959688,6362.49626553974
1350,34,46,1986,34046,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2341700.05243359,6351.14189513552
1351,34,45,1986,34045,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2401376.02244609,6424.63058753423
1352,34,44,1986,34044,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2315619.40823516,6368.22622158062
1353,34,43,1986,34043,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2338206.32132344,6418.166188993
1354,34,42,1986,34042,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2445855.42443516,6549.10567017936
1355,34,41,1986,34041,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2420470.31857656,6555.01381031755
1356,34,40,1986,34040,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2041816.53223203,6235.1406211374
1357,34,39,1986,34039,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2119552.34212578,6336.28384824997
1358,34,38,1986,34038,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2498950.45434375,6738.68027987427
1359,34,37,1986,34037,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2679142.88888438,6980.93668643789
1360,34,36,1986,34036,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2815270.67918125,7122.40506917246
1361,34,35,1986,34035,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2341893.43021563,6711.67985608076
1362,34,34,1986,34034,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,3033357.04211094,7260.99870009704
1363,34,33,1986,34033,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2462117.43323516,6722.72490707572
1364,34,32,1986,34032,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2858748.03526875,7033.92510356209
1365,34,31,1986,34031,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2385674.69684531,6569.96611826159
1366,34,30,1986,34030,1 in.=330 ft.,6,1986/03/27 00:00:00+00,NO,2546852.75892422,6669.40049665215
