EVENT_ID,MENU_HINT,EVENT_NAME,EVENT_DT,SELECTION_ID,SELECTION_NAME,WIN_LOSE,BSP,PPWAP,MORNINGWAP,PPMAX,PPMIN,IPMAX,IPMIN,MORNINGTRADEDVOL,PPTRADEDVOL,IPTRADEDVOL
109688311,RSA / Scots (RSA) 5th Jun,R8 1200m Hcap,05-06-2013 14:20,5561180,Overberry,0,36.0,1,1.0,1,1001,1,1001,0.0,0,0
109688311,RSA / Scots (RSA) 5th Jun,R8 1200m Hcap,05-06-2013 14:20,5783721,Premium Wood,0,15.0,1,1.0,1,1001,1,1001,0.0,0,0
109688307,RSA / Scots (RSA) 5th Jun,R6 1950m Hcap,05-06-2013 13:20,5544873,Aegis Fang,1,13.5,1,1.0,1,1001,1,1001,0.0,0,0
109688307,RSA / Scots (RSA) 5th Jun,R6 1950m Hcap,05-06-2013 13:20,6826811,Victory Emblem,0,77.15810452038015,1,1.0,1,1001,1,1001,0.0,0,0
109688307,RSA / Scots (RSA) 5th Jun,R6 1950m Hcap,05-06-2013 13:20,6687259,Time Of Song,0,12.04450900736876,1,1.0,1,1001,1,1001,0.0,0,0
109688307,RSA / Scots (RSA) 5th Jun,R6 1950m Hcap,05-06-2013 13:20,6148710,Nordic Jet,0,9.6,1,1.0,1,1001,1,1001,0.0,0,0
109688297,RSA / Scots (RSA) 5th Jun,R1 1200m Plt,05-06-2013 10:35,7272150,Howami,0,21.089963531531396,1,10.189861751152073,1,1001,1,1001,65.1,0,0
109688297,RSA / Scots (RSA) 5th Jun,R1 1200m Plt,05-06-2013 10:35,7322764,Infania,0,28.759641031129284,1,14.412213740458016,1,1001,1,1001,44.54,0,0
109688303,RSA / Scots (RSA) 5th Jun,R4 1600m Plt,05-06-2013 12:15,7119701,Sweet Serenity,0,28.443754075475155,1,1.0,1,1001,1,1001,0.0,0,0
109688299,RSA / Scots (RSA) 5th Jun,R2 1200m Plt,05-06-2013 11:05,7280847,Mr Seven,0,231.6538725841346,1,62.18638239339752,1,1001,1,1001,29.08,0,0
109688299,RSA / Scots (RSA) 5th Jun,R2 1200m Plt,05-06-2013 11:05,2445638,Quick Release,0,27.0,1,21.643982536066815,1,1001,1,1001,105.36,0,0
109688301,RSA / Scots (RSA) 5th Jun,R3 1200m Plt,05-06-2013 11:40,6338749,Red Ice,0,75.0,1,42.365704286964124,1,1001,1,1001,68.58,0,0
109688301,RSA / Scots (RSA) 5th Jun,R3 1200m Plt,05-06-2013 11:40,6349242,In Accordance,0,99.21780620612206,1,80.03152173913043,1,1001,1,1001,46.0,0,0
109688301,RSA / Scots (RSA) 5th Jun,R3 1200m Plt,05-06-2013 11:40,6754492,Minister Of Magic,0,240.91800256336563,1,127.34438305709024,1,1001,1,1001,54.3,0,0
109688301,RSA / Scots (RSA) 5th Jun,R3 1200m Plt,05-06-2013 11:40,22982,Raunchy,0,13.800883977,1,11.35712285287528,1,1001,1,1001,428.48,0,0
