OBJECTID,Class,GIS_acres,MODIFY_DAT,COMMENTS,DATASOURCE,ADMU_NAME,PARENT_NAM,GlobalID,SHAPE_Length,SHAPE_Area
21,K,27.16519446,, , ,Burley Field Office,Twin Falls District Office,{BFA0D14E-FA5E-4D52-96C0-3654118F1A12},1374.41520697366,109934.081386703
22,K,2.85213276,, , ,Burley Field Office,Twin Falls District Office,{141E4EF8-7A83-4CF7-87A9-44D394BABBF1},434.442785443439,11542.2179608831
23,K,185.95738535,, , ,Pocatello Field Office,Idaho Falls District Office,{73D585E9-DA46-4067-B9C5-96B6956268ED},4062.95482377172,752545.84938788
24,K,14.79029103,, , ,Burley Field Office,Twin Falls District Office,{B60A801E-8492-44E5-8C8C-994ABA43A354},1103.97137307267,59854.4236705908
25,K,118.86829201,, , ,Burley Field Office,Twin Falls District Office,{60C18A86-A9F9-461F-A8BD-23E7B869EF6C},3580.20087603251,481044.835109899
26,K,10.20996775,, , ,Pocatello Field Office,Idaho Falls District Office,{438397EF-FDCB-48B1-A89D-D0DE79692954},1372.1732500006,41318.4388415868
27,K,31.01151409,, , ,Burley Field Office,Twin Falls District Office,{36BDD231-45D7-48E6-BD94-10C2F4F273BC},1437.92456013074,125499.646942781
28,K,58.62181553,, , ,Burley Field Office,Twin Falls District Office,{169799C5-1D31-41A0-B604-AB46858C9E98},3509.41907339278,237235.019608083
29,K,4.79846601,, , ,Burley Field Office,Twin Falls District Office,{CA6EE8CB-CFCF-4571-9AA4-78FF17CFF251},747.102814696299,19418.7806842143
30,K,5.2978767,, , ,Burley Field Office,Twin Falls District Office,{3257FBD2-1306-4C46-B70A-BCE3E56C44BF},697.042568375248,21439.8320895445
31,K,6.6749419,, , ,Burley Field Office,Twin Falls District Office,{E8B9BBA9-484A-4E01-8EAF-2FA7C59E7047},711.710899167601,27012.6395515478
32,K,4.02442438,, , ,Burley Field Office,Twin Falls District Office,{B367C515-9981-49DA-B498-9526190E844A},694.029307370623,16286.3327803555
33,K,11.69585266,, , ,Burley Field Office,Twin Falls District Office,{B1965F0D-B32C-44D9-B25E-0C186C3DB9EB},1057.7428581559,47331.6257848565
34,K,5.31117781,, , ,Pocatello Field Office,Idaho Falls District Office,{BBAD90E5-8482-48B4-B733-2D99EFCA4937},887.396929280229,21493.6599880546
35,K,5.77476899,, , ,Pocatello Field Office,Idaho Falls District Office,{36CA1A80-4F1A-4E28-804D-0EDC561DF3BA},907.617096343367,23369.7544719086
36,K,18.53280145,, , ,Burley Field Office,Twin Falls District Office,{91E6F4E5-B1A4-4539-88E0-DB175EA0A24A},1224.08894034758,74999.8865617891
37,K,115.34626409,, , ,Burley Field Office,Twin Falls District Office,{BA2FFD25-EAD8-4EFC-B017-22E37A08A9F1},4252.5714806231,466791.636794989
38,K,356.47215646,, , ,Burley Field Office,Twin Falls District Office,{809F3150-A46C-443C-8C48-D3FE7919AB59},9514.82563668923,1442597.40614403
39,K,20.89430637,, , ,Burley Field Office,Twin Falls District Office,{89367325-6165-42D1-8E86-5F22094D133E},1785.61027521135,84556.5961505212
40,K,1.60586032,, , ,Burley Field Office,Twin Falls District Office,{27208328-CA0F-4D6F-AF39-DE981A7F691D},642.921419537728,6498.71215008152
41,K,339.86565311,, , ,Burley Field Office,Twin Falls District Office,{6D7B392A-D510-44A2-B530-29F9C719CE45},10071.0132211513,1375393.0026028
42,K,1234.53267823,, , ,Burley Field Office,Twin Falls District Office,{CDC8F003-1B88-4E1F-AA65-101D60DEA708},17968.6862662856,4995996.48152823
43,K,34.48075715,, , ,Burley Field Office,Twin Falls District Office,{7FD14AE0-3FF7-429C-BF94-0F9E10DD47B5},2040.60928837322,139539.23167053
44,K,6343.47459284,, , ,Pocatello Field Office,Idaho Falls District Office,{A58F4D9D-204E-4704-88D9-396F1ED1D6D0},22307.0601301985,25671233.5811803
45,K,2.61522275,, , ,Pocatello Field Office,Idaho Falls District Office,{9E8AFD34-7B85-41EB-824E-1D5B47ACC2A7},1594.07628619347,10583.4732985566
46,K,2.4686152,, , ,Pocatello Field Office,Idaho Falls District Office,{63B12357-EBF4-4567-931E-CF98955FA404},501.476783437435,9990.17121822174
47,K,462.97550875,, , ,Burley Field Office,Twin Falls District Office,{5C870548-B3A5-4130-939B-F8FE990F9D99},9591.92976450596,1873602.90539373
48,K,3.07112838,, , ,Burley Field Office,Twin Falls District Office,{89055C24-D918-4626-AAB1-75E59F0BE784},612.687102875121,12428.4653062247
49,K,87.6549106,, , ,Burley Field Office,Twin Falls District Office,{714D7141-66C8-464D-95B3-DF8189119FD8},5630.10062328418,354728.256830751
50,K,14.09251788,, , ,Burley Field Office,Twin Falls District Office,{D2BA1012-1628-4CE6-BF76-57553E299B05},1705.30018909751,57030.6246290561
51,K,86.38004126,, , ,Burley Field Office,Twin Falls District Office,{4A1B4218-3643-48A4-A206-751BC8168BAA},3659.16624234578,349569.023008948
52,K,3.76740505,, , ,Burley Field Office,Twin Falls District Office,{ACAAC142-9EA1-47B1-9C20-0DB6EE92B702},758.118995961808,15246.2082966162
53,K,1.02387658,, , ,Burley Field Office,Twin Falls District Office,{CA81FBB3-7C5D-4FCF-B2C5-5689F1455F7B},564.475861781686,4143.49807771775
54,K,4.51174725,, , ,Pocatello Field Office,Idaho Falls District Office,{453C5CA2-2A1F-4891-A049-EA00158044FB},1171.69659952343,18258.4663664588
55,K,201.30914979,, , ,Burley Field Office,Twin Falls District Office,{0B15763E-CEFC-4583-BFE3-06402E7E59F9},7374.84617872232,814672.484419677
56,K,22.7667146,, , ,Burley Field Office,Twin Falls District Office,{29DF3D8E-B702-4950-9A6D-41AAD5EE1F4C},1414.7221752231,92133.9937144685
57,K,50.53150777,, , ,Burley Field Office,Twin Falls District Office,{8E7D1495-F2EC-4820-8591-5EF534925DCD},2277.82064638309,204494.574715058
58,K,42.65558448,, , ,Burley Field Office,Twin Falls District Office,{9BC5F8AE-32E7-42A0-A6C3-707A4B231D2B},2229.96643499485,172621.716499604
59,K,74.97220778,, , ,Burley Field Office,Twin Falls District Office,{EEE2B262-920A-4CFA-A349-B544E51C1AA6},5060.86932753001,303402.974149074
60,K,99.76171198,, , ,Burley Field Office,Twin Falls District Office,{4E490E89-7326-4F30-9F64-69F579C58907},3985.37566321038,403722.939740269
61,K,137.23785905,, , ,Burley Field Office,Twin Falls District Office,{78F9EF38-72E9-40CC-9B67-B5315AC83985},5145.71669829929,555384.132841463
62,K,38.39449509,, , ,Burley Field Office,Twin Falls District Office,{0825BBD7-D23C-4ED8-BE10-67959D0C8C93},2048.42886184016,155377.630564659
63,K,6.48675474,, , ,Burley Field Office,Twin Falls District Office,{D845523E-BB8F-4CFA-AAC0-8B8C114E1574},1028.54949944913,26251.0700800989
64,K,77.49908601,, , ,Burley Field Office,Twin Falls District Office,{85419D42-0103-416B-A3E0-C6F8B4578F40},3220.28928384077,313628.928445474
65,K,103.1514207,, , ,Burley Field Office,Twin Falls District Office,{5756CE9A-0923-40A9-B890-171DC3919E09},3016.93660024679,417440.659083376
66,K,576.3853776,, , ,Pocatello Field Office,Idaho Falls District Office,{9A9ACE99-6D69-41DA-A476-A4226235BA95},6989.94051635131,2332558.19733122
67,K,198.88835785,, , ,Burley Field Office,Twin Falls District Office,{64D37DAE-0BB0-4F1F-93FF-CF26DBD5D52F},5694.55600254403,804875.847819981
68,K,931.14286513,, , ,Burley Field Office,Twin Falls District Office,{64679702-CF14-40BA-8FFC-A9E17034201E},13916.0318880302,3768216.55678284
69,K,3.74971954,, , ,Burley Field Office,Twin Falls District Office,{F9006DC4-45E2-4D8F-B19E-D65ACF8C02C1},547.912495569557,15174.6372856961
70,K,16.63464264,, , ,Burley Field Office,Twin Falls District Office,{E30FFADD-90C3-40E2-B0CA-B3E823A4A69C},2104.119741009,67318.2796925216
71,K,71.88141339,, , ,Burley Field Office,Twin Falls District Office,{49A28CC3-546F-447B-B73D-B06E45DD5E16},2745.59272839601,290894.923025129
72,K,114.55856632,, , ,Burley Field Office,Twin Falls District Office,{89FFE599-2AA6-4EC1-A914-48CB73196620},4930.28020194224,463603.92427911
73,K,4487.42375171,, , ,Burley Field Office,Twin Falls District Office,{74866C7B-9D5F-40CE-AE2F-461130FDA3CD},41431.8375580638,18160032.2697025
74,K,19.83091612,, , ,Burley Field Office,Twin Falls District Office,{A2139C59-5981-4CFD-B5AC-6E19449A0F42},1730.63795759146,80253.1912685377
75,K,11.74306876,, , ,Burley Field Office,Twin Falls District Office,{297360B9-FEB2-427D-BC3C-B2741F97BD88},1016.12224296069,47522.7033028786
76,K,362.36992386,, , ,Burley Field Office,Twin Falls District Office,{2EAD44B8-0CE2-4045-ABB7-C09D2BD1E576},14246.4125862804,1466464.91950193
77,K,907.63168207,, , ,Burley Field Office,Twin Falls District Office,{F77E6428-7D07-47A9-8AE1-47D208BC05A4},11328.2549006253,3673069.79403595
78,K,5.87848925,, , ,Burley Field Office,Twin Falls District Office,{A7970C45-032D-4203-AF93-9FADB810C4D5},806.856280511962,23789.4971452522
79,K,14.96588936,, , ,Pocatello Field Office,Idaho Falls District Office,{21B6B0B9-5A12-4C2F-8B47-FF8B61246ACF},2617.03500596654,60565.0477248494
80,K,3.34829738,, , ,Burley Field Office,Twin Falls District Office,{E523EEFE-DD84-4A05-834F-91D17EE1313A},499.070650054166,13550.1329467243
81,K,4.37468435,, , ,Burley Field Office,Twin Falls District Office,{0F9C47B8-5566-4EDC-922A-DA20919C153B},627.978587371278,17703.7902731838
82,K,4.02724416,, , ,Burley Field Office,Twin Falls District Office,{50D12952-BDA8-43B0-9020-18EA190F0EC8},962.154511932622,16297.7440736607
83,K,138.97211237,, , ,Burley Field Office,Twin Falls District Office,{A8B7A6B0-7F85-4288-90E6-436CA1537286},7991.84706344412,562402.435099595
84,K,1.18982919,, , ,Burley Field Office,Twin Falls District Office,{C7D675F5-B53A-4754-993F-90C102D75AAE},448.628398624995,4815.08717943645
85,K,1.16833435,, , ,Burley Field Office,Twin Falls District Office,{21CB71FE-C008-44B4-8754-F70197A21854},340.497170547603,4728.10026654766
86,K,1.76928913,, , ,Burley Field Office,Twin Falls District Office,{8C11DAC1-5523-4DB4-89D3-92434D5A8D93},873.032140094149,7160.08773780236
87,K,8.35759864,, , ,Pocatello Field Office,Idaho Falls District Office,{CE4CE8A5-A20C-4FD1-84EC-7F62CC05C43A},1328.86872256678,33822.1370132484
88,K,3.97305433,, , ,Burley Field Office,Twin Falls District Office,{A4A11103-C195-48AC-90CF-9205345749F1},832.912292363367,16078.4447436145
89,K,3.30519885,, , ,Burley Field Office,Twin Falls District Office,{00DBBDDB-4113-4B37-930F-936843EFC319},907.542666061898,13375.7186871049
90,K,1.57675758,, , ,Pocatello Field Office,Idaho Falls District Office,{4AAA09CA-0721-4D88-A23F-36FC39756F11},433.563580018227,6380.93706736246
91,K,1.06873743,, , ,Burley Field Office,Twin Falls District Office,{CD8031FF-E969-4AA7-BCC1-DC92FA2ADBB2},360.201257254406,4325.04422446287
92,K,162.48273681,, , ,Burley Field Office,Twin Falls District Office,{3E7E3900-EE9B-4D65-B4AA-75683B76D14B},7631.89585419854,657546.937171553
93,K,3273.27921125,, , ,Burley Field Office,Twin Falls District Office,{64851BD0-A2DC-4976-816E-458206626D19},21280.8781504776,13246543.9844889
94,K,152.38632102,, , ,Pocatello Field Office,Idaho Falls District Office,{ACF7520A-6E4E-4D80-BD3B-35154D0C9E10},4779.62565923285,616688.028638378
95,K,2.54569093,, , ,Burley Field Office,Twin Falls District Office,{AC9404C6-C974-4FF4-9E69-A190D81A2245},560.455688558996,10302.086910463
96,K,693.10484829,, , ,Burley Field Office,Twin Falls District Office,{A95C796A-3EAE-4DF5-B5B8-95EBEAA807A2},8604.24260365254,2804907.02631483
97,K,9.90894123,, , ,Burley Field Office,Twin Falls District Office,{03AAEFF1-7D39-4BD5-AEE5-60A8C8D25E41},885.404982234426,40100.2228483596
98,K,248.32785975,, , ,Burley Field Office,Twin Falls District Office,{EDE4D1E6-66EF-44BC-98DE-1C8696F7B6A4},4247.07757229538,1004951.21390118
99,K,304.95404154,, , ,Burley Field Office,Twin Falls District Office,{02D5B2DE-74BB-4722-A750-6CFD21A48201},5058.00930567317,1234110.15798934
100,K,26.2318533,, , ,Burley Field Office,Twin Falls District Office,{2BE8DC11-08D0-425F-84D1-CE199623CFC1},1800.14710506841,106156.968616905
101,K,1148.95568143,, , ,Burley Field Office,Twin Falls District Office,{0A86EAA5-56F7-49A6-9246-DB40ED5F4582},17444.2719655187,4649677.2771469
102,K,5.12184478,, , ,Burley Field Office,Twin Falls District Office,{8955747C-C19C-4C31-9123-6DF4EDAD09B5},662.829145403166,20727.4533346524
103,K,1.09250848,, , ,Burley Field Office,Twin Falls District Office,{21E41CD1-51F0-48AE-BD6D-42299A6BF6C1},316.482298544272,4421.24264243135
104,K,2.45028065,, , ,Burley Field Office,Twin Falls District Office,{E34BDF1F-BE62-4A22-8EEE-F44843669690},594.454213262217,9915.97363336153
105,K,1.30703805,, , ,Burley Field Office,Twin Falls District Office,{944ECA93-2800-4A8A-9A6D-B57739061741},322.454042858713,5289.4164996393
106,K,8.11496332,, , ,Burley Field Office,Twin Falls District Office,{8DA3EA93-A32E-4803-8845-A59F06E301BD},1446.58010835762,32840.2228011261
107,K,2.43139324,, , ,Burley Field Office,Twin Falls District Office,{7E0017BF-BF7C-4408-A571-B7BB28A30EED},489.970352598524,9839.5386965398
108,K,319.26173323,, , ,Burley Field Office,Twin Falls District Office,{0047444C-C75C-4542-B7D0-2ED697315A4A},6048.45574521318,1292011.56358372
109,K,4699.27938379,, , ,Burley Field Office,Twin Falls District Office,{8D9D74CE-4C17-49B8-8F95-D97A3D322602},31643.5602273737,19017385.0244089
110,K,335.07963014,, , ,Burley Field Office,Twin Falls District Office,{BBF8B86B-2D54-44ED-BC96-9C126C36B8EE},8746.24729666236,1356024.57732163
111,K,11.00524773,, , ,Burley Field Office,Twin Falls District Office,{D50ADB6A-1EAB-43CD-A77B-A6F19D62EA93},1225.44534928871,44536.8355986839
112,K,8.51179332,, , ,Burley Field Office,Twin Falls District Office,{154F2D7C-FD5D-4E39-9299-CD91AAF203AB},1106.32295217674,34446.1432658874
113,K,37.41390294,, , ,Burley Field Office,Twin Falls District Office,{C318C150-5038-4B18-96B1-3391A56450DC},1917.17905058558,151409.299030144
114,K,8.25830056,, , ,Burley Field Office,Twin Falls District Office,{E117A87C-A2FE-4C17-B03E-AA91B7519A31},905.434927887222,33420.2903497109
115,K,7260.98770897,, , ,Burley Field Office,Twin Falls District Office,{D441E601-6C26-497A-9FE9-4C926F09EF23},58004.6984849961,29384292.2800794
116,K,9.70427509,, , ,Burley Field Office,Twin Falls District Office,{AAFA2C2B-824E-44CE-9D23-FDBE7C4F0C6E},1148.14950225753,39271.9650653159
117,K,2.92913055,, , ,Burley Field Office,Twin Falls District Office,{C2A5DD33-4F3F-4C8D-9F11-B0125C2C9FC2},475.137828783182,11853.8181771326
118,K,111.7394285,, , ,Burley Field Office,Twin Falls District Office,{745F6000-72AB-49D7-9B37-6CE47A417816},3343.37160997704,452195.232636317
119,K,100.94280271,, , ,Burley Field Office,Twin Falls District Office,{0D4E2B73-9A80-4545-A3EB-31230F34A60F},6806.10262296078,408502.663454484
120,K,1.94189815,, , ,Burley Field Office,Twin Falls District Office,{88125D8D-D16D-44E3-B35F-FDA2B23AE7BD},411.439700186915,7858.61443538136
121,R1,95.4127125,, , ,Burley Field Office,Twin Falls District Office,{6385BB23-5C07-46FF-B0B0-9DA3F814B8BD},3379.71923152869,386123.092832789
122,K,89.7566793,, , ,Burley Field Office,Twin Falls District Office,{4FBA6385-06AF-45F6-AA50-1D3446D65910},3156.66430374282,363233.847018074
123,K,8.52323158,, , ,Burley Field Office,Twin Falls District Office,{A62D9E42-2DAD-4ACE-AB31-B3194FC7652E},1049.44961061059,34492.4324419016
124,K,1.42556369,, , ,Burley Field Office,Twin Falls District Office,{DF6C1CDA-1432-477D-81C7-FDCAED333707},408.548783945672,5769.07465616604
125,K,393.62771043,, , ,Burley Field Office,Twin Falls District Office,{BB9438F6-F885-4C79-BEEC-0A6231ACD7AC},8076.50263852957,1592961.19981852
126,K,10931.48958434,, , ,Pocatello Field Office,Idaho Falls District Office,{A39738F4-DF07-46E0-BF29-B3F19974991A},31665.4297253179,44238345.784001
127,K,157.61451632,, , ,Pocatello Field Office,Idaho Falls District Office,{39F95895-24B0-4BFC-9C30-9C8B179BF085},4678.74681653682,637845.869005891
128,K,4.3620357,, , ,Upper Snake Field Office,Idaho Falls District Office,{A76C2A96-BCA8-49FD-B553-6F1FC5E8E9B7},630.54033817803,17652.6027937807
129,K,121.41168873,, , ,Upper Snake Field Office,Idaho Falls District Office,{330CAD3E-9B66-4619-B189-47AB9666F3BE},6451.13875415019,491337.637631999
130,K,6.15748107,, , ,Upper Snake Field Office,Idaho Falls District Office,{10FC3F99-9D1E-470B-94B4-CFCB741E6548},708.399767007482,24918.5414703804
131,K,7.1539418,, , ,Upper Snake Field Office,Idaho Falls District Office,{4B9C5301-85B5-426C-9175-0A17E47CC772},758.996956977528,28951.0911240864
132,K,123.64023351,, , ,Upper Snake Field Office,Idaho Falls District Office,{4762F6AD-424D-4236-A492-288C4F9A785F},4058.05134521054,500356.274460805
133,K,2.01722598,, , ,Upper Snake Field Office,Idaho Falls District Office,{F19A0703-58F7-4E43-A1C1-6893ECAE4F40},387.188747862159,8163.45658200066
134,K,11.68669614,, , ,Upper Snake Field Office,Idaho Falls District Office,{F2C29A14-B5D0-436E-B9CA-429BEC686BC7},1150.11869981774,47294.5705230378
135,K,9.82529909,, , ,Upper Snake Field Office,Idaho Falls District Office,{BDAEAECA-A38A-4D11-85CD-0209B72E942F},1613.75264128965,39761.7337820719
136,K,3.83782065,, , ,Upper Snake Field Office,Idaho Falls District Office,{3258957E-E97B-473E-AC78-46D97264D127},529.609021308087,15531.171269177
137,K,27.1961178,, , ,Upper Snake Field Office,Idaho Falls District Office,{B1A7F786-96AA-42E8-A6A9-18DCE376D618},2788.77316237424,110059.22420424
138,K,15.54988614,, , ,Upper Snake Field Office,Idaho Falls District Office,{B3701615-F801-42B1-9CCA-50950003747D},1672.91438075419,62928.4082940147
139,K,7.41009043,, , ,Upper Snake Field Office,Idaho Falls District Office,{C3B7AF3E-0272-4690-B789-9BA628477A90},1503.82707819778,29987.6919914749
140,K,125.59421979,, , ,Upper Snake Field Office,Idaho Falls District Office,{BCBE1AEA-F206-4408-A6AD-D713B069B3AD},3123.09430293508,508263.808022599
141,K,510.3729915,, , ,Upper Snake Field Office,Idaho Falls District Office,{8DB8A54C-89AD-438C-B825-5A0FC274ADAC},7930.41110803658,2065414.48011611
142,K,9.15413745,, , ,Upper Snake Field Office,Idaho Falls District Office,{0F69AF66-0B82-4FA0-A68F-6AE372D503E1},960.968616374247,37045.6281182666
143,K,2382.89445933,, , ,Upper Snake Field Office,Idaho Falls District Office,{E2AD3FF9-D921-4BC6-8FD6-810F7C7C2424},26189.4411725413,9643270.31969654
144,K,1.85436004,, , ,Upper Snake Field Office,Idaho Falls District Office,{4063E840-FE1A-4F2C-BA66-A60A0B04A508},339.548005492326,7504.35885508671
145,K,2152.76758784,, , ,Upper Snake Field Office,Idaho Falls District Office,{4B82641B-B9A3-457A-BB49-8235B7313397},21374.5730624792,8711976.18666361
146,K,137.42750825,, , ,Upper Snake Field Office,Idaho Falls District Office,{A0CDCA05-BF68-442D-B3B8-76F0644D54C9},6552.9061740355,556151.618987428
147,K,1.76438215,, , ,Upper Snake Field Office,Idaho Falls District Office,{CE01A4A6-17DA-4436-9D69-BA8EDA941DBB},450.183795271451,7140.22981065868
148,K,1.10347572,, , ,Upper Snake Field Office,Idaho Falls District Office,{D3ABCA35-1925-4024-B5C3-41A647BE32CB},439.463654094994,4465.62567686472
149,K,1.31375518,, , ,Upper Snake Field Office,Idaho Falls District Office,{E49C02A3-FF2B-4615-8A60-6D6E2D22407B},686.594839021529,5316.59984242751
150,K,266.57473172,, , ,Upper Snake Field Office,Idaho Falls District Office,{08CC2303-8278-468E-964D-BEF58922FE32},4799.99777562219,1078793.98027811
151,K,2.40320367,, , ,Upper Snake Field Office,Idaho Falls District Office,{0CB9F029-B308-4B94-82B5-0DC2DBFC9C58},705.132331127734,9725.45909337369
152,K,1.0053642,, , ,Upper Snake Field Office,Idaho Falls District Office,{ECB7BD01-6F77-4CAC-9CA1-4714BF37431A},564.600525346699,4068.58082457094
153,K,1.43066145,, , ,Upper Snake Field Office,Idaho Falls District Office,{43950158-1747-4CA6-AF89-42B9655A8EB4},860.4800234695,5789.704634025
154,K,1.54880675,, , ,Upper Snake Field Office,Idaho Falls District Office,{9B60BB3A-936D-4B03-AFE4-FBF93E9AF1DE},510.668831906424,6267.82360220737
155,K,3.60511407,, , ,Upper Snake Field Office,Idaho Falls District Office,{72641846-D345-4873-B745-900F8D7A4716},794.336817495194,14589.4373666431
156,K,14.93310992,, , ,Upper Snake Field Office,Idaho Falls District Office,{DF3F5FB8-12AE-4A53-94A9-EFA54A6F91F5},1916.41991700716,60432.3935131069
157,K,2.43686003,, , ,Upper Snake Field Office,Idaho Falls District Office,{E7DB0939-D1A0-4A53-9BFE-7578416FD81F},1302.05636048561,9861.6621239841
158,K,3.35476867,, , ,Upper Snake Field Office,Idaho Falls District Office,{BC8D1A88-F073-41F4-8E41-04247B280A7B},1004.57774749212,13576.3214342864
159,K,1.98355805,, , ,Upper Snake Field Office,Idaho Falls District Office,{F6726661-B51B-4752-B56C-03E606CAF410},828.416860687808,8027.20673158015
160,K,128.97400103,, , ,Upper Snake Field Office,Idaho Falls District Office,{0D31035E-C2C9-48A9-8BD6-263CAEE56EB8},4256.75495524325,521941.352169618
161,K,4.96985826,, , ,Upper Snake Field Office,Idaho Falls District Office,{80CBE937-6745-45E9-8EB8-F2AC570A2801},836.540963448798,20112.3832642087
162,K,2.37079628,, , ,Upper Snake Field Office,Idaho Falls District Office,{E5EE22BA-FAB6-4CC7-9D86-38CC40988A8D},723.066340202419,9594.31052373451
163,K,21.04784684,, , ,Upper Snake Field Office,Idaho Falls District Office,{550AC9CF-1600-4FD6-A433-B0DF7E0A7FC7},2387.47734622151,85177.9548572495
164,K,1.24096924,, , ,Upper Snake Field Office,Idaho Falls District Office,{DF15A6FE-D02A-412B-9644-3997BF0C9BD1},619.933051098552,5022.04441360093
165,K,4.3397839,, , ,Upper Snake Field Office,Idaho Falls District Office,{4D4774B8-96EC-4DEA-8C72-8D5732473B26},1139.54991999872,17562.5525968373
166,K,977.04878921,, , ,Upper Snake Field Office,Idaho Falls District Office,{7711E89E-37F5-4F48-8599-6880F64D3ACE},14901.2620926888,3953991.9835671
167,K,1.40475548,, , ,Upper Snake Field Office,Idaho Falls District Office,{8870D0F4-9A28-4885-8C62-86377BF20FAB},515.14907556338,5684.8664884235
168,K,6.88831785,, , ,Upper Snake Field Office,Idaho Falls District Office,{C397A98D-27EF-40FF-A3CC-276E28731595},1548.33183156204,27876.1448177033
169,K,1.19365747,, , ,Upper Snake Field Office,Idaho Falls District Office,{8A4EAE48-C064-4200-B1FD-67442727C155},501.376356641582,4830.57972824621
170,K,1.54555014,, , ,Upper Snake Field Office,Idaho Falls District Office,{D2AE1D00-1AF8-417C-B1DB-46C4BD62C0EC},711.558731772402,6254.64453017519
171,K,21.03004033,, , ,Upper Snake Field Office,Idaho Falls District Office,{AB918CE5-9547-453B-AB49-4F83A8ED1F06},1465.25967063513,85105.8941867789
172,K,19.99023711,, , ,Upper Snake Field Office,Idaho Falls District Office,{2F58FCA5-E327-4145-A53A-DB6278E67019},3243.73972661479,80897.9430444316
