OBJECTID,TBPOLY_COD,TOWN_POLY,AV_LEGEND,COASTP_COD,COAST_POLY,ACREAGE,AREA_SQMI,SHAPE_Length,SHAPE_Area
457,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.203205,0.0003175,395.091831796184,-8851.66241841261
458,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,7.34178018,0.01147149,2332.89297530875,-319808.07409685
459,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,33.59450149,0.0524914,16369.2569366001,-1463375.76404062
460,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,1.07492005,0.00167956,1166.92200728482,-46823.6092035685
461,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,1.08808994,0.00170013,849.56761353108,-47397.2791006737
462,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,2.4725399,0.00386335,1303.13098501895,-107704.163932952
463,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,1.61495995,0.00252338,1101.0084374978,-70347.8762875505
464,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,3.42844009,0.00535693,1816.6720795907,-149342.883069826
465,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.52696597,0.00082338,765.408672770423,-22954.5961277595
466,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.368741,0.00057615,663.712855279229,-16062.4032700114
467,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,5.18748998,0.00810545,4003.60787154417,-225966.871758397
468,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,1.85227,0.00289416,1577.34250385375,-80684.749749621
469,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,12.43579959,0.01943089,3916.2217829599,-541702.745991465
470,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.09720929,0.00015188,259.633937819841,-4234.44453232709
471,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.38100901,0.00059532,664.045862777423,-16596.7518196492
472,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,61.97430038,0.0968348,6790.65533487665,-2699598.72342565
473,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.193075,0.00030168,412.353150246627,-8410.29382220442
474,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.068671,0.00010729,253.444012528877,-2991.28744723883
475,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.34459701,0.00053843,475.781078826904,-15010.6280769445
476,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.46975499,0.00073399,564.005986490974,-20462.5597860611
477,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.284377,0.00044433,507.453386308449,-12387.4722061734
478,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,126.20300292,0.19719199,28068.66541429,-5497401.22330211
479,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,4.1214199,0.00643971,2390.48470474352,-179528.98584824
480,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,16.02910041,0.0250454,5240.31309474832,-698226.998667587
481,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.08463849,0.00013224,237.543893816626,-3686.88333637421
482,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.15073999,0.00023553,355.602676614774,-6566.20280983062
483,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.14626699,0.00022854,314.156210127313,-6371.39004777035
484,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.20094199,0.00031397,381.825301332949,-8753.00797725539
485,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0756995,0.00011827,228.495268209543,-3297.44027798608
486,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.03279289,5.123e-05,141.925111711263,-1428.46709639882
487,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.40854701,0.00063835,535.631659065663,-17796.2775793031
488,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.296101,0.00046265,510.746814595161,-12898.2240535273
489,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.18966999,0.00029635,448.343295319338,-8262.06243913047
490,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,1.16173005,0.00181519,1068.64356800435,-50604.7756849927
491,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0886629,0.00013853,247.527885979449,-3862.11854818774
492,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0986751,0.00015418,242.9516046968,-4298.30921971646
493,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.22904199,0.00035787,413.489108779431,-9977.06128027693
494,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.78314399,0.00122365,937.966576783486,-34113.8393165416
495,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.38385,0.00059976,554.214040289009,-16720.4943767819
496,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.76763701,0.00119942,929.974458757163,-33438.2993773002
497,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.11747399,0.00018355,268.355169606055,-5117.21667940101
498,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,3.98529005,0.006227,1875.81958256066,-173599.21325513
499,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,2.07131004,0.0032364,1394.55096046694,-90225.9808718302
500,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.079791,0.00012467,225.787898761849,-3475.70021265635
501,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,47.49029922,0.0742036,10039.2341011139,-2068676.82175404
502,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0172715,2.698e-05,104.432704488542,-752.335265786742
503,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.03207489,5.011e-05,141.342012722117,-1397.18483843822
504,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.15470099,0.00024172,333.988084463163,-6738.78659028118
505,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.10828699,0.00016919,276.292547388361,-4716.97393492914
506,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.93407601,0.00145949,823.950825486405,-40688.2657686185
507,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,1.00685,0.00157321,794.711745914185,-43858.4981480265
508,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.01763259,2.755e-05,126.399674623384,-768.07023871822
509,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0278833,4.356e-05,135.487724871262,-1214.59702689602
510,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0266158,4.158e-05,127.959613730562,-1159.37952857518
511,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,3.69844007,0.00577881,2165.81819232219,-161104.078206092
512,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0507907,7.936e-05,188.748756336009,-2212.46145802533
513,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0289682,4.526e-05,136.31468172572,-1261.85467651686
514,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0936579,0.00014633,240.867869660104,-4079.73441929395
515,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,2.31076002,0.00361056,1706.31793144771,-100656.768683529
516,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0216988,3.39e-05,116.446645030958,-945.202342691741
517,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.28577199,0.00044651,412.781396991669,-12448.2558167215
518,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0243481,3.804e-05,127.806216188915,-1060.59442891997
519,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.41677498,0.00065121,570.831226703137,-18154.7191968856
520,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0156615,2.447e-05,101.593303323918,-682.196274757804
521,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.80409801,0.0012564,841.38552907178,-35026.4878773192
522,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.01784729,2.788e-05,107.249855403812,-777.423732605976
523,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.04103999,6.412e-05,158.760391321818,-1787.68879759599
524,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,1.11852002,0.00174768,1830.27455239995,-48722.762712812
525,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0212197,3.315e-05,128.85717098426,-924.342954192652
526,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0183166,2.861e-05,110.756781748973,-797.874146133677
527,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.01250389,1.953e-05,96.2171675002313,-544.667579212889
528,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.01133309,1.77e-05,86.2746817824892,-493.669900244317
529,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.02158639,3.372e-05,115.559972036623,-940.310092037411
530,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0186608,2.915e-05,112.395606618589,-812.877239156751
531,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.01807669,2.824e-05,113.566736196019,-787.434498843545
532,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.03162499,4.941e-05,140.380692964078,-1377.56117272995
533,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.01997499,3.121e-05,112.959635826231,-870.095683336878
534,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0210848,3.294e-05,119.951495415002,-918.460200979865
535,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.027432,4.286e-05,136.068955406664,-1194.94743840523
536,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.36629,0.00057232,484.898154299478,-15955.6037760592
537,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.01580479,2.469e-05,101.097605846003,-688.463981556087
538,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.02802699,4.379e-05,132.096287897701,-1220.84372640958
539,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.156654,0.00024477,354.091869556109,-6823.82018185239
540,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0181162,2.83e-05,107.18515520801,-789.151678614666
541,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0898407,0.00014037,261.856267420829,-3913.5025392268
542,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.02222589,3.472e-05,121.77537757884,-968.163188550622
543,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.04548989,7.107e-05,194.519678099027,-1981.52185243379
544,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0126187,1.971e-05,90.991347344939,-549.652036672061
545,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0128341,2.005e-05,91.9124595997118,-559.052435827177
546,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0349982,5.468e-05,162.357153308191,-1524.52189149091
547,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.02065859,3.227e-05,115.097573768174,-899.891808092943
548,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0135257,2.113e-05,99.5475173771815,-589.172650596901
549,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.01853469,2.896e-05,110.672630770846,-807.36647999933
550,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.00932016,1.456e-05,81.4509051997724,-405.989902443351
551,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.01128519,1.763e-05,86.2972028674004,-491.584524954699
552,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0348449,5.444e-05,155.821252430538,-1517.83612541309
553,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.02351499,3.674e-05,122.440125319603,-1024.32044461249
554,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0105063,1.641e-05,86.5035874347836,-457.655465378269
555,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0226029,3.531e-05,124.832195051213,-984.597578111662
556,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0968979,0.0001514,274.652449411028,-4220.87444350482
557,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.01869489,2.921e-05,109.537071229754,-814.336555720154
558,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.87960499,0.00137437,861.07678923142,-38315.5361574119
559,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0697844,0.00010903,222.091603837508,-3039.83223583303
560,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0144277,2.254e-05,96.7497026150489,-628.486064282305
561,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.02106509,3.291e-05,122.849687667109,-917.600767901318
562,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0146056,2.282e-05,97.7795825192087,-636.218235298874
563,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.017735,2.771e-05,110.19764060419,-772.522869729967
564,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.02087399,3.261e-05,116.593910905819,-909.270169501295
565,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,1.10051,0.00171954,1202.89723097842,-47938.2921493272
566,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0765618,0.00011962,245.111240221565,-3335.00165415406
567,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,7.21508979,0.0112736,4530.19429052004,-314288.976486092
568,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0491831,7.684e-05,179.770755314893,-2142.3897450938
569,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.30893099,0.0004827,460.976011474804,-13456.9974976597
570,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.72913497,0.00113927,738.039397338767,-31761.1569944989
571,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.06139029,9.592e-05,205.878829542362,-2674.15260746817
572,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.603136,0.0009424,796.542317123016,-26272.5261698746
573,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,1.2141,0.00189704,1289.48401231855,-52886.2775302148
574,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0187844,2.935e-05,112.288074332758,-818.245112196324
575,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.08549969,0.00013359,250.410699907894,-3724.39514081989
576,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.05179969,8.093e-05,176.027011202817,-2256.41009638445
577,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.119226,0.00018629,275.077088600755,-5193.48606959305
578,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0253554,3.961e-05,125.84629687116,-1104.5141240469
579,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,3.22976994,0.00504651,1659.90173865833,-140689.008292499
580,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.218327,0.00034113,423.840535202688,-9510.37157212315
581,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.01912569,2.988e-05,110.06444715668,-833.105443119976
582,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.010878,1.699e-05,86.3779039831411,-473.848252193712
583,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0112786,1.762e-05,87.0537331527317,-491.283052651586
584,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.00930649,1.454e-05,82.974048369623,-405.394047830636
585,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.01219459,1.905e-05,92.3602469696585,-531.188051130745
586,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,2.73031997,0.00426612,2019.43487463589,-118932.962409104
587,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.038189,5.967e-05,158.375357118447,-1663.52284272122
588,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.0480084,7.501e-05,173.312462575823,-2091.23617538777
589,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.54815798,0.00085649,752.200737151002,-23877.7670381424
590,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.51666098,0.00080728,594.706370876932,-22505.6861565874
591,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,1.86559998,0.002915,1812.0947442085,-81265.379353095
592,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.20031599,0.00031299,442.308387229182,-8725.86038502319
593,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,3.5852499,0.00560195,1646.98652921726,-156173.626769597
594,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.98195201,0.0015343,1306.18719448382,-42773.755638673
595,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.08879479,0.00013874,256.821560498717,-3867.89368514285
596,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.43105,0.00067351,881.996966533667,-18776.5165129011
597,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,2.03904008,0.00318599,1164.38478235027,-88820.4373021095
598,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,7.92244005,0.01237879,2766.08580072086,-345101.56307922
599,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,2.50216007,0.00390962,1602.78089629025,-108994.256259095
600,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,35.70199966,0.05578429,7446.60346208148,-1555178.31279075
601,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,0.66613799,0.00104084,643.186815586641,-29016.9565622928
602,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,4.01203012,0.00626879,2007.65919068183,-174764.207719519
603,100,Connecticut Town,Connecticut,2,Coastal Island Polygons,27.80590057,0.0434467,9042.98053857636,-1211224.92610271
