OBJECTID_1,GEOID,NAME,B16003_001E,B16003_002E,B16003_003E,B16003_004E,B16003_005E,B16003_006E,B16003_007E,B16003_008E,B16003_009E,B16003_010E,B16003_011E,B16003_012E,ACS_VINTAGE,JURISDICTION,CRA_NO,CRA_GRP,GEN_ALIAS,DETL_NAMES,TRACT_LABEL
550,53033005302,"Census Tract 53.02, King County, Washington",19,0,0,0,0,0,0,19,0,0,19,0,5Y15,Seattle,7.2,7.0,University District,"University District, Cowen Park, Ravenna",53.02
551,53033005400,"Census Tract 54, King County, Washington",28,0,0,0,0,0,0,28,28,0,0,0,5Y15,Seattle,11.1,11.0,Fremont,"Fremont, Wallingford, Northlake",54.0
552,53033005600,"Census Tract 56, King County, Washington",44,0,0,0,0,0,0,44,0,18,26,0,5Y15,Seattle,12.1,12.0,Magnolia,"Magnolia, Discovery Park, Briarcliff, Lawton Park",56.0
553,53033005700,"Census Tract 57, King County, Washington",52,0,0,0,0,0,0,52,0,0,52,0,5Y15,Seattle,12.1,12.0,Magnolia,"Magnolia, Discovery Park, Briarcliff, Lawton Park",57.0
554,53033005801,"Census Tract 58.01, King County, Washington",32,0,0,0,0,0,0,32,14,0,18,0,5Y15,Seattle,12.2,12.0,Interbay,Interbay,58.01
555,53033005802,"Census Tract 58.02, King County, Washington",82,0,0,0,0,0,0,82,0,0,82,0,5Y15,Seattle,12.2,12.0,Interbay,Interbay,58.02
556,53033005900,"Census Tract 59, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y15,Seattle,12.3,12.0,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",59.0
557,53033006000,"Census Tract 60, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y15,Seattle,12.3,12.0,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",60.0
558,53033006100,"Census Tract 61, King County, Washington",99,0,0,0,0,0,0,99,0,48,51,0,5Y15,Seattle,7.1,7.0,Montlake/Portage Bay,"Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",61.0
559,53033006200,"Census Tract 62, King County, Washington",15,0,0,0,0,0,0,15,0,0,15,0,5Y15,Seattle,7.1,7.0,Montlake/Portage Bay,"Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",62.0
560,53033006300,"Census Tract 63, King County, Washington",89,9,9,0,0,0,0,80,20,39,0,21,5Y15,Seattle,6.5,6.0,Madison Park,"Madison Park, Broadmoor, Washington Park, Harrison/Denny-Blaine",63.0
561,53033006400,"Census Tract 64, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y15,Seattle,6.4,6.0,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",64.0
562,53033006500,"Census Tract 65, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y15,Seattle,6.3,6.0,North Capitol Hill,"North Capitol Hill, Capitol Hill, North Broadway",65.0
563,53033006600,"Census Tract 66, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y15,Seattle,11.3,11.0,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",66.0
564,53033006700,"Census Tract 67, King County, Washington",222,0,0,0,0,0,0,222,36,35,151,0,5Y15,Seattle,12.3,12.0,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",67.0
565,53033006800,"Census Tract 68, King County, Washington",47,10,0,0,0,0,10,37,20,0,0,17,5Y15,Seattle,12.3,12.0,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",68.0
566,53033006900,"Census Tract 69, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y15,Seattle,12.3,12.0,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",69.0
567,53033007000,"Census Tract 70, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y15,Seattle,12.3,12.0,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",70.0
568,53033007100,"Census Tract 71, King County, Washington",175,0,0,0,0,0,0,175,108,67,0,0,5Y15,Seattle,12.3,12.0,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",71.0
569,53033007200,"Census Tract 72, King County, Washington",175,0,0,0,0,0,0,175,23,0,152,0,5Y15,Seattle,11.3,11.0,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",72.0
570,53033007300,"Census Tract 73, King County, Washington",288,0,0,0,0,0,0,288,19,57,161,51,5Y15,Seattle,11.3,11.0,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",73.0
571,53033007401,"Census Tract 74.01, King County, Washington",16,0,0,0,0,0,0,16,0,16,0,0,5Y15,Seattle,6.2,6.0,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",74.01
572,53033007402,"Census Tract 74.02, King County, Washington",272,0,0,0,0,0,0,272,0,26,191,55,5Y15,Seattle,6.2,6.0,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",74.02
573,53033007500,"Census Tract 75, King County, Washington",250,0,0,0,0,0,0,250,224,0,26,0,5Y15,Seattle,6.2,6.0,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",75.0
574,53033007600,"Census Tract 76, King County, Washington",103,0,0,0,0,0,0,103,21,8,74,0,5Y15,Seattle,6.4,6.0,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",76.0
575,53033007700,"Census Tract 77, King County, Washington",266,174,0,0,0,0,174,92,0,0,0,92,5Y15,Seattle,5.3,5.0,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",77.0
576,53033007800,"Census Tract 78, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y15,Seattle,5.1,5.0,Madrona/Leschi,"Madrona, Leschi, Harrison/Denny-Blaine",78.0
577,53033007900,"Census Tract 79, King County, Washington",203,82,0,0,0,0,82,121,19,52,0,50,5Y15,Seattle,5.3,5.0,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",79.0
578,53033008001,"Census Tract 80.01, King County, Washington",83,0,0,0,0,0,0,83,0,4,0,79,5Y15,Seattle,13.1,13.0,Belltown,"Belltown, Denny Regrade",80.01
579,53033008002,"Census Tract 80.02, King County, Washington",117,0,0,0,0,0,0,117,14,36,55,12,5Y15,Seattle,13.1,13.0,Belltown,"Belltown, Denny Regrade",80.02
580,53033008100,"Census Tract 81, King County, Washington",118,0,0,0,0,0,0,118,0,17,101,0,5Y15,Seattle,13.2,13.0,Downtown Commercial Core,"Downtown Commercial Core, West Edge, Central Business District, Pike Place Market, Pioneer Square",81.0
581,53033008200,"Census Tract 82, King County, Washington",284,0,0,0,0,0,0,284,179,0,105,0,5Y15,Seattle,6.1,6.0,First Hill,"First Hill, Yesler Terrace, Squire Park",82.0
582,53033008300,"Census Tract 83, King County, Washington",154,0,0,0,0,0,0,154,0,8,146,0,5Y15,Seattle,6.1,6.0,First Hill,"First Hill, Yesler Terrace, Squire Park",83.0
583,53033008400,"Census Tract 84, King County, Washington",169,0,0,0,0,0,0,169,0,10,140,19,5Y15,Seattle,6.2,6.0,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",84.0
584,53033008500,"Census Tract 85, King County, Washington",379,0,0,0,0,0,0,379,63,8,189,119,5Y15,Seattle,6.1,6.0,First Hill,"First Hill, Yesler Terrace, Squire Park",85.0
585,53033008600,"Census Tract 86, King County, Washington",371,0,0,0,0,0,0,371,177,22,120,52,5Y15,Seattle,6.1,6.0,First Hill,"First Hill, Yesler Terrace, Squire Park",86.0
586,53033008700,"Census Tract 87, King County, Washington",95,0,0,0,0,0,0,95,0,0,85,10,5Y15,Seattle,5.3,5.0,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",87.0
587,53033008800,"Census Tract 88, King County, Washington",44,0,0,0,0,0,0,44,0,0,44,0,5Y15,Seattle,5.3,5.0,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",88.0
588,53033008900,"Census Tract 89, King County, Washington",34,0,0,0,0,0,0,34,0,0,34,0,5Y15,Seattle,5.1,5.0,Madrona/Leschi,"Madrona, Leschi, Harrison/Denny-Blaine",89.0
589,53033009000,"Census Tract 90, King County, Washington",587,78,0,0,0,0,78,509,0,0,448,61,5Y15,Seattle,5.2,5.0,Judkins Park,"Judkins Park, Central Area, Little Saigon, Atlantic",90.0
590,53033009100,"Census Tract 91, King County, Washington",1047,59,0,0,15,21,23,988,0,16,873,99,5Y15,Seattle,13.3,13.0,Pioneer Square/International District,"Pioneer Square, International District, Chinatown, Little Saigon, ID, Chinatown-International District",91.0
591,53033009200,"Census Tract 92, King County, Washington",420,0,0,0,0,0,0,420,0,0,420,0,5Y15,Seattle,13.3,13.0,Pioneer Square/International District,"Pioneer Square, International District, Chinatown, Little Saigon, ID, Chinatown-International District",92.0
592,53033009300,"Census Tract 93, King County, Washington",275,33,0,33,0,0,0,242,121,0,121,0,5Y15,Seattle,3.3,3.0,Duwamish/SODO,"Duwamish, SODO, Pioneer Square",93.0
593,53033009400,"Census Tract 94, King County, Washington",932,26,0,0,0,26,0,906,12,0,894,0,5Y15,Seattle,3.6,3.0,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",94.0
594,53033009500,"Census Tract 95, King County, Washington",422,74,0,0,0,74,0,348,0,24,281,43,5Y15,Seattle,4.4,4.0,Mt. Baker/North Rainier,"Mt. Baker, North Rainier, Atlantic",95.0
595,53033009600,"Census Tract 96, King County, Washington",67,0,0,0,0,0,0,67,67,0,0,0,5Y15,Seattle,1.4,1.0,Alki/Admiral,"Alki, Admiral",96.0
596,53033009701,"Census Tract 97.01, King County, Washington",26,0,0,0,0,0,0,26,0,0,26,0,5Y15,Seattle,1.4,1.0,Alki/Admiral,"Alki, Admiral",97.01
597,53033009702,"Census Tract 97.02, King County, Washington",28,0,0,0,0,0,0,28,0,14,14,0,5Y15,Seattle,1.3,1.0,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",97.02
598,53033009800,"Census Tract 98, King County, Washington",28,0,0,0,0,0,0,28,0,12,16,0,5Y15,Seattle,1.3,1.0,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",98.0
599,53033009900,"Census Tract 99, King County, Washington",169,0,0,0,0,0,0,169,111,14,44,0,5Y15,Seattle,2.1,2.0,North Delridge,"North Delridge, Pigeon Point, Avalon, Luna Park, Harbor Island",99.0
600,53033010001,"Census Tract 100.01, King County, Washington",843,338,57,0,0,67,214,505,20,0,230,255,5Y15,Seattle,3.6,3.0,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",100.01
601,53033010002,"Census Tract 100.02, King County, Washington",768,138,0,125,0,13,0,630,424,0,206,0,5Y15,Seattle,3.6,3.0,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",100.02
602,53033010100,"Census Tract 101, King County, Washington",311,0,0,0,0,0,0,311,59,0,103,149,5Y15,Seattle,4.2,4.0,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",101.0
603,53033010200,"Census Tract 102, King County, Washington",170,0,0,0,0,0,0,170,0,18,105,47,5Y15,Seattle,4.3,4.0,Seward Park,"Seward Park, Hillman City",102.0
604,53033010300,"Census Tract 103, King County, Washington",579,7,0,0,0,7,0,572,54,36,270,212,5Y15,Seattle,4.2,4.0,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",103.0
605,53033010401,"Census Tract 104.01, King County, Washington",757,70,0,0,0,54,16,687,0,0,675,12,5Y15,Seattle,3.5,3.0,Beacon Hill,Beacon Hill,104.01
606,53033010402,"Census Tract 104.02, King County, Washington",461,49,0,10,0,39,0,412,21,0,391,0,5Y15,Seattle,3.5,3.0,Beacon Hill,Beacon Hill,104.02
607,53033010500,"Census Tract 105, King County, Washington",93,0,0,0,0,0,0,93,11,38,44,0,5Y15,Seattle,1.3,1.0,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",105.0
608,53033010600,"Census Tract 106, King County, Washington",110,0,0,0,0,0,0,110,0,0,73,37,5Y15,Seattle,1.2,1.0,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",106.0
609,53033010701,"Census Tract 107.01, King County, Washington",268,76,0,0,0,0,76,192,0,0,129,63,5Y15,Seattle,2.2,2.0,High Point,"High Point, Delridge",107.01
610,53033010702,"Census Tract 107.02, King County, Washington",331,96,0,0,0,0,96,235,31,0,61,143,5Y15,Seattle,2.2,2.0,High Point,"High Point, Delridge",107.02
611,53033010800,"Census Tract 108, King County, Washington",145,6,0,0,0,0,6,139,14,0,119,6,5Y15,Seattle,2.3,2.0,Riverview,"Riverview, Delridge",108.0
612,53033010900,"Census Tract 109, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y15,Seattle,3.2,3.0,Georgetown,Georgetown,109.0
613,53033011001,"Census Tract 110.01, King County, Washington",998,176,25,0,0,81,70,822,0,0,495,327,5Y15,Seattle,3.4,3.0,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",110.01
614,53033011002,"Census Tract 110.02, King County, Washington",1540,443,11,0,0,162,270,1097,0,0,965,132,5Y15,Seattle,3.4,3.0,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",110.02
615,53033011101,"Census Tract 111.01, King County, Washington",953,68,23,0,0,45,0,885,122,95,545,123,5Y15,Seattle,4.2,4.0,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",111.01
616,53033011102,"Census Tract 111.02, King County, Washington",199,0,0,0,0,0,0,199,8,0,121,70,5Y15,Seattle,4.3,4.0,Seward Park,"Seward Park, Hillman City",111.02
617,53033011200,"Census Tract 112, King County, Washington",487,93,0,69,0,24,0,394,238,26,130,0,5Y15,Seattle,3.1,3.0,South Park,South Park,112.0
618,53033011300,"Census Tract 113, King County, Washington",525,47,0,47,0,0,0,478,240,25,213,0,5Y15,Seattle,2.5,2.0,Highland Park,"Highland Park, Westwood, White Center, South Delridge",113.0
619,53033011401,"Census Tract 114.01, King County, Washington",254,27,10,0,0,0,17,227,0,0,186,41,5Y15,Seattle,2.4,2.0,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",114.01
620,53033011402,"Census Tract 114.02, King County, Washington",694,66,0,34,0,0,32,628,302,16,156,154,5Y15,Seattle,2.4,2.0,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",114.02
621,53033011500,"Census Tract 115, King County, Washington",119,0,0,0,0,0,0,119,61,24,34,0,5Y15,Seattle,2.4,2.0,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",115.0
622,53033011600,"Census Tract 116, King County, Washington",82,38,21,0,0,17,0,44,24,0,20,0,5Y15,Seattle,1.2,1.0,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",116.0
623,53033011700,"Census Tract 117, King County, Washington",1038,180,8,0,0,96,76,858,0,0,732,126,5Y15,Seattle,3.4,3.0,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",117.0
624,53033011800,"Census Tract 118, King County, Washington",1438,338,0,165,0,89,84,1100,428,0,490,182,5Y15,Seattle,4.1,4.0,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",118.0
625,53033011900,"Census Tract 119, King County, Washington",492,101,57,0,0,44,0,391,56,0,335,0,5Y15,Seattle,4.1,4.0,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",119.0
626,53033012000,"Census Tract 120, King County, Washington",14,0,0,0,0,0,0,14,0,14,0,0,5Y15,Seattle,1.1,1.0,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo",120.0
627,53033012100,"Census Tract 121, King County, Washington",18,0,0,0,0,0,0,18,0,0,18,0,5Y15,Seattle,1.1,1.0,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo",121.0
628,53033020100,"Census Tract 201, King County, Washington",43,0,0,0,0,0,0,43,0,0,43,0,5Y15,King County Balance,,,,,201.0
629,53033020200,"Census Tract 202, King County, Washington",94,0,0,0,0,0,0,94,0,0,36,58,5Y15,King County Balance,,,,,202.0
630,53033020300,"Census Tract 203, King County, Washington",656,194,0,93,0,101,0,462,83,56,304,19,5Y15,King County Balance,,,,,203.0
631,53033020401,"Census Tract 204.01, King County, Washington",144,32,0,0,8,24,0,112,9,33,70,0,5Y15,King County Balance,,,,,204.01
632,53033020402,"Census Tract 204.02, King County, Washington",68,17,0,0,17,0,0,51,0,16,35,0,5Y15,King County Balance,,,,,204.02
633,53033020500,"Census Tract 205, King County, Washington",107,0,0,0,0,0,0,107,0,13,94,0,5Y15,King County Balance,,,,,205.0
634,53033020600,"Census Tract 206, King County, Washington",163,18,0,0,0,18,0,145,18,0,105,22,5Y15,King County Balance,,,,,206.0
635,53033020700,"Census Tract 207, King County, Washington",316,125,0,52,0,7,66,191,59,33,33,66,5Y15,King County Balance,,,,,207.0
636,53033020800,"Census Tract 208, King County, Washington",155,38,38,0,0,0,0,117,0,56,61,0,5Y15,King County Balance,,,,,208.0
637,53033020900,"Census Tract 209, King County, Washington",97,0,0,0,0,0,0,97,67,0,30,0,5Y15,King County Balance,,,,,209.0
638,53033021000,"Census Tract 210, King County, Washington",198,52,0,0,0,0,52,146,0,0,103,43,5Y15,King County Balance,,,,,210.0
639,53033021100,"Census Tract 211, King County, Washington",409,59,0,0,0,0,59,350,258,0,63,29,5Y15,King County Balance,,,,,211.0
640,53033021300,"Census Tract 213, King County, Washington",190,31,0,31,0,0,0,159,67,13,79,0,5Y15,King County Balance,,,,,213.0
641,53033021400,"Census Tract 214, King County, Washington",10,0,0,0,0,0,0,10,0,10,0,0,5Y15,King County Balance,,,,,214.0
642,53033021500,"Census Tract 215, King County, Washington",17,0,0,0,0,0,0,17,0,9,8,0,5Y15,King County Balance,,,,,215.0
643,53033021600,"Census Tract 216, King County, Washington",191,25,0,12,0,13,0,166,38,39,89,0,5Y15,King County Balance,,,,,216.0
644,53033021700,"Census Tract 217, King County, Washington",761,262,0,248,0,14,0,499,312,63,124,0,5Y15,King County Balance,,,,,217.0
645,53033021802,"Census Tract 218.02, King County, Washington",290,60,0,30,0,30,0,230,0,0,230,0,5Y15,King County Balance,,,,,218.02
646,53033021803,"Census Tract 218.03, King County, Washington",203,22,0,22,0,0,0,181,55,58,38,30,5Y15,King County Balance,,,,,218.03
647,53033021804,"Census Tract 218.04, King County, Washington",263,103,0,93,0,10,0,160,129,11,20,0,5Y15,King County Balance,,,,,218.04
648,53033021903,"Census Tract 219.03, King County, Washington",124,0,0,0,0,0,0,124,0,31,93,0,5Y15,King County Balance,,,,,219.03
649,53033021904,"Census Tract 219.04, King County, Washington",358,59,0,12,0,47,0,299,64,0,225,10,5Y15,King County Balance,,,,,219.04
650,53033021905,"Census Tract 219.05, King County, Washington",175,36,8,7,21,0,0,139,62,39,38,0,5Y15,King County Balance,,,,,219.05
651,53033021906,"Census Tract 219.06, King County, Washington",221,36,0,0,9,27,0,185,85,38,62,0,5Y15,King County Balance,,,,,219.06
652,53033022001,"Census Tract 220.01, King County, Washington",162,14,0,0,0,14,0,148,0,0,148,0,5Y15,King County Balance,,,,,220.01
653,53033022003,"Census Tract 220.03, King County, Washington",97,26,0,0,26,0,0,71,0,71,0,0,5Y15,King County Balance,,,,,220.03
654,53033022005,"Census Tract 220.05, King County, Washington",184,0,0,0,0,0,0,184,20,18,146,0,5Y15,King County Balance,,,,,220.05
655,53033022006,"Census Tract 220.06, King County, Washington",330,21,0,0,0,21,0,309,0,93,216,0,5Y15,King County Balance,,,,,220.06
656,53033022101,"Census Tract 221.01, King County, Washington",130,7,0,0,0,7,0,123,0,63,60,0,5Y15,King County Balance,,,,,221.01
657,53033022102,"Census Tract 221.02, King County, Washington",338,67,16,17,0,34,0,271,39,0,232,0,5Y15,King County Balance,,,,,221.02
658,53033022201,"Census Tract 222.01, King County, Washington",79,28,0,0,0,28,0,51,0,10,41,0,5Y15,King County Balance,,,,,222.01
659,53033022202,"Census Tract 222.02, King County, Washington",338,47,0,15,32,0,0,291,15,79,197,0,5Y15,King County Balance,,,,,222.02
660,53033022203,"Census Tract 222.03, King County, Washington",69,0,0,0,0,0,0,69,0,36,33,0,5Y15,King County Balance,,,,,222.03
661,53033022300,"Census Tract 223, King County, Washington",48,0,0,0,0,0,0,48,19,29,0,0,5Y15,King County Balance,,,,,223.0
662,53033022400,"Census Tract 224, King County, Washington",132,0,0,0,0,0,0,132,0,76,56,0,5Y15,King County Balance,,,,,224.0
663,53033022500,"Census Tract 225, King County, Washington",131,14,0,0,14,0,0,117,0,95,22,0,5Y15,King County Balance,,,,,225.0
664,53033022603,"Census Tract 226.03, King County, Washington",162,0,0,0,0,0,0,162,0,72,90,0,5Y15,King County Balance,,,,,226.03
665,53033022604,"Census Tract 226.04, King County, Washington",189,20,0,7,0,13,0,169,33,81,55,0,5Y15,King County Balance,,,,,226.04
666,53033022605,"Census Tract 226.05, King County, Washington",483,67,0,67,0,0,0,416,240,58,118,0,5Y15,King County Balance,,,,,226.05
667,53033022606,"Census Tract 226.06, King County, Washington",862,199,0,178,0,21,0,663,459,146,58,0,5Y15,King County Balance,,,,,226.06
668,53033022701,"Census Tract 227.01, King County, Washington",136,0,0,0,0,0,0,136,0,88,35,13,5Y15,King County Balance,,,,,227.01
669,53033022702,"Census Tract 227.02, King County, Washington",71,24,0,0,0,24,0,47,0,9,38,0,5Y15,King County Balance,,,,,227.02
