OBJECTID_1,GEOID,NAME,B16003_001E,B16003_002E,B16003_003E,B16003_004E,B16003_005E,B16003_006E,B16003_007E,B16003_008E,B16003_009E,B16003_010E,B16003_011E,B16003_012E,ACS_VINTAGE,JURISDICTION,CRA_NO,CRA_GRP,GEN_ALIAS,DETL_NAMES,TRACT_LABEL
377,53033030102,"Census Tract 301.02, King County, Washington",105,0,0,0,0,0,0,105,0,5,100,0,5Y20,King County Balance,,,,,301.02
378,53033030201,"Census Tract 302.01, King County, Washington",470,155,0,151,0,4,0,315,240,21,54,0,5Y20,King County Balance,,,,,302.01
379,53033030203,"Census Tract 302.03, King County, Washington",369,88,0,0,53,35,0,281,197,19,65,0,5Y20,King County Balance,,,,,302.03
380,53033030204,"Census Tract 302.04, King County, Washington",995,99,0,0,80,19,0,896,50,467,379,0,5Y20,King County Balance,,,,,302.04
381,53033030304,"Census Tract 303.04, King County, Washington",199,52,0,0,0,52,0,147,0,31,116,0,5Y20,King County Balance,,,,,303.04
382,53033030305,"Census Tract 303.05, King County, Washington",93,0,0,0,0,0,0,93,0,0,93,0,5Y20,King County Balance,,,,,303.05
383,53033030306,"Census Tract 303.06, King County, Washington",239,69,0,69,0,0,0,170,114,0,56,0,5Y20,King County Balance,,,,,303.06
384,53033030308,"Census Tract 303.08, King County, Washington",356,64,0,36,6,0,22,292,107,26,85,74,5Y20,King County Balance,,,,,303.08
385,53033030309,"Census Tract 303.09, King County, Washington",296,0,0,0,0,0,0,296,22,87,187,0,5Y20,King County Balance,,,,,303.09
386,53033030310,"Census Tract 303.10, King County, Washington",380,63,0,20,0,43,0,317,19,19,279,0,5Y20,King County Balance,,,,,303.1
387,53033030311,"Census Tract 303.11, King County, Washington",135,34,0,34,0,0,0,101,94,7,0,0,5Y20,King County Balance,,,,,303.11
388,53033030312,"Census Tract 303.12, King County, Washington",79,0,0,0,0,0,0,79,0,54,25,0,5Y20,King County Balance,,,,,303.12
389,53033030313,"Census Tract 303.13, King County, Washington",826,220,0,47,166,7,0,606,161,216,74,155,5Y20,King County Balance,,,,,303.13
390,53033030314,"Census Tract 303.14, King County, Washington",540,0,0,0,0,0,0,540,0,0,540,0,5Y20,King County Balance,,,,,303.14
391,53033030403,"Census Tract 304.03, King County, Washington",69,25,0,0,25,0,0,44,0,27,17,0,5Y20,King County Balance,,,,,304.03
392,53033030404,"Census Tract 304.04, King County, Washington",149,53,0,53,0,0,0,96,24,0,72,0,5Y20,King County Balance,,,,,304.04
393,53033030405,"Census Tract 304.05, King County, Washington",30,0,0,0,0,0,0,30,0,0,30,0,5Y20,King County Balance,,,,,304.05
394,53033030406,"Census Tract 304.06, King County, Washington",175,0,0,0,0,0,0,175,0,143,0,32,5Y20,King County Balance,,,,,304.06
395,53033030407,"Census Tract 304.07, King County, Washington",251,22,22,0,0,0,0,229,0,52,177,0,5Y20,King County Balance,,,,,304.07
396,53033030501,"Census Tract 305.01, King County, Washington",62,0,0,0,0,0,0,62,18,44,0,0,5Y20,King County Balance,,,,,305.01
397,53033030503,"Census Tract 305.03, King County, Washington",469,46,0,0,46,0,0,423,150,148,0,125,5Y20,King County Balance,,,,,305.03
398,53033030504,"Census Tract 305.04, King County, Washington",306,80,0,0,80,0,0,226,17,160,49,0,5Y20,King County Balance,,,,,305.04
399,53033030600,"Census Tract 306, King County, Washington",310,170,0,170,0,0,0,140,102,0,38,0,5Y20,King County Balance,,,,,306.0
400,53033030700,"Census Tract 307, King County, Washington",263,14,0,0,14,0,0,249,101,52,96,0,5Y20,King County Balance,,,,,307.0
401,53033030801,"Census Tract 308.01, King County, Washington",962,418,116,302,0,0,0,544,423,12,72,37,5Y20,King County Balance,,,,,308.01
402,53033030802,"Census Tract 308.02, King County, Washington",221,75,42,20,0,13,0,146,21,0,125,0,5Y20,King County Balance,,,,,308.02
403,53033030901,"Census Tract 309.01, King County, Washington",67,27,16,0,11,0,0,40,0,25,0,15,5Y20,King County Balance,,,,,309.01
404,53033030902,"Census Tract 309.02, King County, Washington",178,63,0,0,63,0,0,115,0,110,5,0,5Y20,King County Balance,,,,,309.02
405,53033031000,"Census Tract 310, King County, Washington",39,0,0,0,0,0,0,39,0,0,39,0,5Y20,King County Balance,,,,,310.0
406,53033031101,"Census Tract 311.01, King County, Washington",57,19,7,9,0,3,0,38,18,6,14,0,5Y20,King County Balance,,,,,311.01
407,53033031102,"Census Tract 311.02, King County, Washington",158,16,0,16,0,0,0,142,118,0,19,5,5Y20,King County Balance,,,,,311.02
408,53033031202,"Census Tract 312.02, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y20,King County Balance,,,,,312.02
409,53033031204,"Census Tract 312.04, King County, Washington",259,159,0,159,0,0,0,100,100,0,0,0,5Y20,King County Balance,,,,,312.04
410,53033031206,"Census Tract 312.06, King County, Washington",424,174,0,27,118,0,29,250,69,102,19,60,5Y20,King County Balance,,,,,312.06
411,53033031207,"Census Tract 312.07, King County, Washington",191,49,0,0,41,0,8,142,0,103,23,16,5Y20,King County Balance,,,,,312.07
412,53033031208,"Census Tract 312.08, King County, Washington",654,306,0,289,0,17,0,348,229,0,119,0,5Y20,King County Balance,,,,,312.08
413,53033031301,"Census Tract 313.01, King County, Washington",11,4,0,4,0,0,0,7,7,0,0,0,5Y20,King County Balance,,,,,313.01
414,53033031302,"Census Tract 313.02, King County, Washington",204,98,0,98,0,0,0,106,97,9,0,0,5Y20,King County Balance,,,,,313.02
415,53033031400,"Census Tract 314, King County, Washington",42,0,0,0,0,0,0,42,42,0,0,0,5Y20,King County Balance,,,,,314.0
416,53033031501,"Census Tract 315.01, King County, Washington",39,25,0,0,0,25,0,14,0,0,14,0,5Y20,King County Balance,,,,,315.01
417,53033031502,"Census Tract 315.02, King County, Washington",41,0,0,0,0,0,0,41,27,14,0,0,5Y20,King County Balance,,,,,315.02
418,53033031601,"Census Tract 316.01, King County, Washington",23,0,0,0,0,0,0,23,23,0,0,0,5Y20,King County Balance,,,,,316.01
419,53033031603,"Census Tract 316.03, King County, Washington",151,0,0,0,0,0,0,151,151,0,0,0,5Y20,King County Balance,,,,,316.03
420,53033031604,"Census Tract 316.04, King County, Washington",106,48,0,0,0,48,0,58,0,0,58,0,5Y20,King County Balance,,,,,316.04
421,53033031605,"Census Tract 316.05, King County, Washington",34,0,0,0,0,0,0,34,0,34,0,0,5Y20,King County Balance,,,,,316.05
422,53033031704,"Census Tract 317.04, King County, Washington",449,142,0,0,0,0,142,307,138,0,49,120,5Y20,King County Balance,,,,,317.04
423,53033031705,"Census Tract 317.05, King County, Washington",188,9,9,0,0,0,0,179,0,99,80,0,5Y20,King County Balance,,,,,317.05
424,53033031707,"Census Tract 317.07, King County, Washington",28,0,0,0,0,0,0,28,0,0,28,0,5Y20,King County Balance,,,,,317.07
425,53033031708,"Census Tract 317.08, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y20,King County Balance,,,,,317.08
426,53033031709,"Census Tract 317.09, King County, Washington",139,61,0,11,50,0,0,78,25,53,0,0,5Y20,King County Balance,,,,,317.09
427,53033031710,"Census Tract 317.10, King County, Washington",53,25,25,0,0,0,0,28,0,0,28,0,5Y20,King County Balance,,,,,317.1
428,53033031800,"Census Tract 318, King County, Washington",172,76,17,18,24,17,0,96,17,27,52,0,5Y20,King County Balance,,,,,318.0
429,53033031904,"Census Tract 319.04, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y20,King County Balance,,,,,319.04
430,53033031906,"Census Tract 319.06, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y20,King County Balance,,,,,319.06
431,53033031908,"Census Tract 319.08, King County, Washington",175,59,0,0,0,59,0,116,0,27,89,0,5Y20,King County Balance,,,,,319.08
432,53033031909,"Census Tract 319.09, King County, Washington",170,0,0,0,0,0,0,170,0,67,103,0,5Y20,King County Balance,,,,,319.09
433,53033031910,"Census Tract 319.10, King County, Washington",643,264,236,0,0,28,0,379,0,190,189,0,5Y20,King County Balance,,,,,319.1
434,53033031911,"Census Tract 319.11, King County, Washington",38,0,0,0,0,0,0,38,0,0,38,0,5Y20,King County Balance,,,,,319.11
435,53033031912,"Census Tract 319.12, King County, Washington",4,0,0,0,0,0,0,4,0,0,4,0,5Y20,King County Balance,,,,,319.12
436,53033031913,"Census Tract 319.13, King County, Washington",43,6,0,0,0,6,0,37,9,10,18,0,5Y20,King County Balance,,,,,319.13
437,53033032002,"Census Tract 320.02, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y20,King County Balance,,,,,320.02
438,53033032003,"Census Tract 320.03, King County, Washington",103,8,0,0,0,8,0,95,0,0,95,0,5Y20,King County Balance,,,,,320.03
439,53033032005,"Census Tract 320.05, King County, Washington",23,0,0,0,0,0,0,23,0,23,0,0,5Y20,King County Balance,,,,,320.05
440,53033032006,"Census Tract 320.06, King County, Washington",17,6,0,0,0,6,0,11,0,0,11,0,5Y20,King County Balance,,,,,320.06
441,53033032007,"Census Tract 320.07, King County, Washington",21,12,0,0,12,0,0,9,0,9,0,0,5Y20,King County Balance,,,,,320.07
442,53033032008,"Census Tract 320.08, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y20,King County Balance,,,,,320.08
443,53033032010,"Census Tract 320.10, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y20,King County Balance,,,,,320.1
444,53033032011,"Census Tract 320.11, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y20,King County Balance,,,,,320.11
445,53033032102,"Census Tract 321.02, King County, Washington",42,0,0,0,0,0,0,42,0,0,42,0,5Y20,King County Balance,,,,,321.02
446,53033032103,"Census Tract 321.03, King County, Washington",131,12,0,0,12,0,0,119,17,41,20,41,5Y20,King County Balance,,,,,321.03
447,53033032104,"Census Tract 321.04, King County, Washington",269,0,0,0,0,0,0,269,75,19,45,130,5Y20,King County Balance,,,,,321.04
448,53033032207,"Census Tract 322.07, King County, Washington",106,45,0,0,0,45,0,61,0,0,61,0,5Y20,King County Balance,,,,,322.07
449,53033032211,"Census Tract 322.11, King County, Washington",187,29,0,0,0,29,0,158,0,29,129,0,5Y20,King County Balance,,,,,322.11
450,53033032213,"Census Tract 322.13, King County, Washington",188,57,0,0,0,57,0,131,0,0,131,0,5Y20,King County Balance,,,,,322.13
451,53033032215,"Census Tract 322.15, King County, Washington",494,132,64,0,0,68,0,362,0,9,353,0,5Y20,King County Balance,,,,,322.15
452,53033032216,"Census Tract 322.16, King County, Washington",184,5,0,0,0,0,5,179,0,0,167,12,5Y20,King County Balance,,,,,322.16
453,53033032217,"Census Tract 322.17, King County, Washington",16,0,0,0,0,0,0,16,0,0,16,0,5Y20,King County Balance,,,,,322.17
454,53033032218,"Census Tract 322.18, King County, Washington",81,13,0,0,0,13,0,68,0,25,43,0,5Y20,King County Balance,,,,,322.18
455,53033032219,"Census Tract 322.19, King County, Washington",23,0,0,0,0,0,0,23,0,0,23,0,5Y20,King County Balance,,,,,322.19
456,53033032220,"Census Tract 322.20, King County, Washington",547,131,0,131,0,0,0,416,107,49,132,128,5Y20,King County Balance,,,,,322.2
457,53033032221,"Census Tract 322.21, King County, Washington",153,27,0,0,0,27,0,126,0,0,126,0,5Y20,King County Balance,,,,,322.21
458,53033032222,"Census Tract 322.22, King County, Washington",95,0,0,0,0,0,0,95,0,0,95,0,5Y20,King County Balance,,,,,322.22
459,53033032223,"Census Tract 322.23, King County, Washington",138,16,0,0,0,16,0,122,0,0,122,0,5Y20,King County Balance,,,,,322.23
460,53033032224,"Census Tract 322.24, King County, Washington",120,19,0,0,0,19,0,101,0,12,89,0,5Y20,King County Balance,,,,,322.24
461,53033032225,"Census Tract 322.25, King County, Washington",154,43,0,0,0,43,0,111,38,0,73,0,5Y20,King County Balance,,,,,322.25
462,53033032307,"Census Tract 323.07, King County, Washington",41,0,0,0,0,0,0,41,0,0,41,0,5Y20,King County Balance,,,,,323.07
463,53033032311,"Census Tract 323.11, King County, Washington",299,59,0,59,0,0,0,240,184,56,0,0,5Y20,King County Balance,,,,,323.11
464,53033032313,"Census Tract 323.13, King County, Washington",189,30,0,0,0,30,0,159,0,27,132,0,5Y20,King County Balance,,,,,323.13
465,53033032315,"Census Tract 323.15, King County, Washington",46,0,0,0,0,0,0,46,0,22,24,0,5Y20,King County Balance,,,,,323.15
466,53033032316,"Census Tract 323.16, King County, Washington",222,56,0,0,0,56,0,166,14,58,94,0,5Y20,King County Balance,,,,,323.16
467,53033032317,"Census Tract 323.17, King County, Washington",339,84,18,0,0,66,0,255,0,0,255,0,5Y20,King County Balance,,,,,323.17
468,53033032318,"Census Tract 323.18, King County, Washington",239,53,13,0,22,18,0,186,0,24,162,0,5Y20,King County Balance,,,,,323.18
469,53033032319,"Census Tract 323.19, King County, Washington",2,1,0,1,0,0,0,1,1,0,0,0,5Y20,King County Balance,,,,,323.19
470,53033032320,"Census Tract 323.20, King County, Washington",151,54,0,0,0,54,0,97,0,0,97,0,5Y20,King County Balance,,,,,323.2
471,53033032321,"Census Tract 323.21, King County, Washington",315,67,0,0,0,23,44,248,0,0,135,113,5Y20,King County Balance,,,,,323.21
472,53033032322,"Census Tract 323.22, King County, Washington",9,0,0,0,0,0,0,9,0,9,0,0,5Y20,King County Balance,,,,,323.22
473,53033032323,"Census Tract 323.23, King County, Washington",79,0,0,0,0,0,0,79,0,25,54,0,5Y20,King County Balance,,,,,323.23
474,53033032324,"Census Tract 323.24, King County, Washington",434,42,0,0,0,42,0,392,15,241,136,0,5Y20,King County Balance,,,,,323.24
475,53033032325,"Census Tract 323.25, King County, Washington",257,85,0,0,0,85,0,172,0,33,139,0,5Y20,King County Balance,,,,,323.25
476,53033032326,"Census Tract 323.26, King County, Washington",62,29,0,0,0,29,0,33,0,0,33,0,5Y20,King County Balance,,,,,323.26
477,53033032327,"Census Tract 323.27, King County, Washington",32,0,0,0,0,0,0,32,0,0,32,0,5Y20,King County Balance,,,,,323.27
478,53033032328,"Census Tract 323.28, King County, Washington",6,0,0,0,0,0,0,6,0,0,6,0,5Y20,King County Balance,,,,,323.28
479,53033032330,"Census Tract 323.30, King County, Washington",556,109,0,0,26,83,0,447,0,69,378,0,5Y20,King County Balance,,,,,323.3
480,53033032331,"Census Tract 323.31, King County, Washington",378,0,0,0,0,0,0,378,0,85,254,39,5Y20,King County Balance,,,,,323.31
481,53033032332,"Census Tract 323.32, King County, Washington",484,32,0,0,0,32,0,452,0,32,140,280,5Y20,King County Balance,,,,,323.32
482,53033032333,"Census Tract 323.33, King County, Washington",68,12,0,0,0,12,0,56,0,0,56,0,5Y20,King County Balance,,,,,323.33
483,53033032401,"Census Tract 324.01, King County, Washington",18,0,0,0,0,0,0,18,0,0,18,0,5Y20,King County Balance,,,,,324.01
484,53033032402,"Census Tract 324.02, King County, Washington",210,0,0,0,0,0,0,210,14,196,0,0,5Y20,King County Balance,,,,,324.02
485,53033032500,"Census Tract 325, King County, Washington",14,0,0,0,0,0,0,14,0,14,0,0,5Y20,King County Balance,,,,,325.0
486,53033032601,"Census Tract 326.01, King County, Washington",83,43,0,43,0,0,0,40,40,0,0,0,5Y20,King County Balance,,,,,326.01
487,53033032603,"Census Tract 326.03, King County, Washington",26,0,0,0,0,0,0,26,0,0,26,0,5Y20,King County Balance,,,,,326.03
488,53033032604,"Census Tract 326.04, King County, Washington",31,0,0,0,0,0,0,31,0,0,31,0,5Y20,King County Balance,,,,,326.04
489,53033032605,"Census Tract 326.05, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y20,King County Balance,,,,,326.05
490,53033032703,"Census Tract 327.03, King County, Washington",36,0,0,0,0,0,0,36,0,16,20,0,5Y20,King County Balance,,,,,327.03
491,53033032704,"Census Tract 327.04, King County, Washington",387,208,0,208,0,0,0,179,164,15,0,0,5Y20,King County Balance,,,,,327.04
492,53033032705,"Census Tract 327.05, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y20,King County Balance,,,,,327.05
493,53033032706,"Census Tract 327.06, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y20,King County Balance,,,,,327.06
494,53033032800,"Census Tract 328, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y20,King County Balance,,,,,328.0
496,53033000100,"Census Tract 1, King County, Washington",559,156,78,0,14,0,64,403,31,119,117,136,5Y15,Seattle,8.3,8.0,Cedar Park/Meadowbrook,"Cedar Park, Lake City, Meadowbrook, Matthews Beach",1.0
497,53033000200,"Census Tract 2, King County, Washington",618,49,49,0,0,0,0,569,0,40,357,172,5Y15,Seattle,8.2,8.0,Olympic Hills/Victory Heights,"Lake City, Victory Heights, Olympic Hills, Pinehurst, Jackson Park",2.0
498,53033000300,"Census Tract 3, King County, Washington",96,22,7,0,0,15,0,74,7,14,53,0,5Y15,Seattle,9.5,9.0,Haller Lake,"Haller Lake, Pinehurst",3.0
499,53033000401,"Census Tract 4.01, King County, Washington",390,22,0,0,0,22,0,368,0,61,168,139,5Y15,Seattle,9.1,9.0,Broadview/Bitter Lake,"Broadview, Bitter Lake",4.01
500,53033000402,"Census Tract 4.02, King County, Washington",33,0,0,0,0,0,0,33,0,33,0,0,5Y15,Seattle,9.1,9.0,Broadview/Bitter Lake,"Broadview, Bitter Lake",4.02
501,53033000500,"Census Tract 5, King County, Washington",89,0,0,0,0,0,0,89,7,7,75,0,5Y15,Seattle,9.1,9.0,Broadview/Bitter Lake,"Broadview, Bitter Lake",5.0
502,53033000600,"Census Tract 6, King County, Washington",413,43,0,43,0,0,0,370,143,0,192,35,5Y15,Seattle,9.5,9.0,Haller Lake,"Haller Lake, Pinehurst",6.0
503,53033000700,"Census Tract 7, King County, Washington",272,64,0,33,17,14,0,208,33,54,121,0,5Y15,Seattle,8.2,8.0,Olympic Hills/Victory Heights,"Lake City, Victory Heights, Olympic Hills, Pinehurst, Jackson Park",7.0
504,53033000800,"Census Tract 8, King County, Washington",84,15,0,0,0,15,0,69,0,16,53,0,5Y15,Seattle,8.3,8.0,Cedar Park/Meadowbrook,"Cedar Park, Lake City, Meadowbrook, Matthews Beach",8.0
505,53033000900,"Census Tract 9, King County, Washington",29,0,0,0,0,0,0,29,6,13,10,0,5Y15,Seattle,8.3,8.0,Cedar Park/Meadowbrook,"Cedar Park, Lake City, Meadowbrook, Matthews Beach",9.0
506,53033001000,"Census Tract 10, King County, Washington",219,108,0,0,0,30,78,111,0,0,32,79,5Y15,Seattle,8.3,8.0,Cedar Park/Meadowbrook,"Cedar Park, Lake City, Meadowbrook, Matthews Beach",10.0
507,53033001100,"Census Tract 11, King County, Washington",64,0,0,0,0,0,0,64,0,0,8,56,5Y15,Seattle,8.2,8.0,Olympic Hills/Victory Heights,"Lake City, Victory Heights, Olympic Hills, Pinehurst, Jackson Park",11.0
508,53033001200,"Census Tract 12, King County, Washington",1117,169,0,84,18,27,40,948,196,231,98,423,5Y15,Seattle,8.1,8.0,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",12.0
509,53033001300,"Census Tract 13, King County, Washington",469,31,0,0,31,0,0,438,42,68,221,107,5Y15,Seattle,9.2,9.0,Licton Springs,Licton Springs,13.0
510,53033001400,"Census Tract 14, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y15,Seattle,10.1,10.0,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",14.0
511,53033001500,"Census Tract 15, King County, Washington",28,0,0,0,0,0,0,28,0,20,8,0,5Y15,Seattle,10.1,10.0,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",15.0
512,53033001600,"Census Tract 16, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y15,Seattle,10.1,10.0,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",16.0
513,53033001701,"Census Tract 17.01, King County, Washington",78,14,0,0,0,14,0,64,0,0,64,0,5Y15,Seattle,9.3,9.0,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",17.01
514,53033001702,"Census Tract 17.02, King County, Washington",122,3,0,0,3,0,0,119,50,37,32,0,5Y15,Seattle,9.3,9.0,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",17.02
515,53033001800,"Census Tract 18, King County, Washington",407,17,0,0,0,17,0,390,143,24,223,0,5Y15,Seattle,9.2,9.0,Licton Springs,Licton Springs,18.0
516,53033001900,"Census Tract 19, King County, Washington",183,31,0,0,0,31,0,152,8,0,100,44,5Y15,Seattle,8.1,8.0,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",19.0
517,53033002000,"Census Tract 20, King County, Washington",9,0,0,0,0,0,0,9,0,0,9,0,5Y15,Seattle,8.1,8.0,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",20.0
518,53033002100,"Census Tract 21, King County, Washington",207,0,0,0,0,0,0,207,58,70,79,0,5Y15,Seattle,7.4,7.0,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",21.0
519,53033002200,"Census Tract 22, King County, Washington",107,30,0,0,0,30,0,77,0,0,77,0,5Y15,Seattle,7.4,7.0,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",22.0
520,53033002400,"Census Tract 24, King County, Washington",13,0,0,0,0,0,0,13,0,0,13,0,5Y15,Seattle,7.4,7.0,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",24.0
521,53033002500,"Census Tract 25, King County, Washington",7,0,0,0,0,0,0,7,0,7,0,0,5Y15,Seattle,7.3,7.0,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",25.0
522,53033002600,"Census Tract 26, King County, Washington",45,8,8,0,0,0,0,37,0,0,28,9,5Y15,Seattle,7.3,7.0,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",26.0
523,53033002700,"Census Tract 27, King County, Washington",49,0,0,0,0,0,0,49,0,11,38,0,5Y15,Seattle,9.4,9.0,Green Lake,"Green Lake, Meridian, Roosevelt, Woodland Park",27.0
524,53033002800,"Census Tract 28, King County, Washington",18,0,0,0,0,0,0,18,7,11,0,0,5Y15,Seattle,9.3,9.0,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",28.0
525,53033002900,"Census Tract 29, King County, Washington",19,0,0,0,0,0,0,19,0,0,19,0,5Y15,Seattle,9.3,9.0,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",29.0
526,53033003000,"Census Tract 30, King County, Washington",76,9,9,0,0,0,0,67,0,13,21,33,5Y15,Seattle,10.2,10.0,Whittier Heights,"Whittier Heights, Loyal Heights, Crown Hill",30.0
527,53033003100,"Census Tract 31, King County, Washington",46,0,0,0,0,0,0,46,0,46,0,0,5Y15,Seattle,10.3,10.0,Sunset Hill/Loyal Heights,"Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",31.0
528,53033003200,"Census Tract 32, King County, Washington",65,0,0,0,0,0,0,65,13,32,20,0,5Y15,Seattle,10.3,10.0,Sunset Hill/Loyal Heights,"Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",32.0
529,53033003300,"Census Tract 33, King County, Washington",88,0,0,0,0,0,0,88,71,0,17,0,5Y15,Seattle,10.2,10.0,Whittier Heights,"Whittier Heights, Loyal Heights, Crown Hill",33.0
530,53033003400,"Census Tract 34, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y15,Seattle,9.3,9.0,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",34.0
531,53033003500,"Census Tract 35, King County, Washington",18,0,0,0,0,0,0,18,0,0,18,0,5Y15,Seattle,9.3,9.0,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",35.0
532,53033003600,"Census Tract 36, King County, Washington",90,0,0,0,0,0,0,90,0,0,64,26,5Y15,Seattle,9.4,9.0,Green Lake,"Green Lake, Meridian, Roosevelt, Woodland Park",36.0
533,53033003800,"Census Tract 38, King County, Washington",40,0,0,0,0,0,0,40,4,0,36,0,5Y15,Seattle,7.3,7.0,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",38.0
534,53033003900,"Census Tract 39, King County, Washington",49,0,0,0,0,0,0,49,0,27,22,0,5Y15,Seattle,7.4,7.0,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",39.0
535,53033004000,"Census Tract 40, King County, Washington",31,0,0,0,0,0,0,31,8,0,8,15,5Y15,Seattle,7.5,7.0,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",40.0
536,53033004100,"Census Tract 41, King County, Washington",246,42,0,27,0,15,0,204,25,19,160,0,5Y15,Seattle,7.5,7.0,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",41.0
537,53033004200,"Census Tract 42, King County, Washington",218,18,18,0,0,0,0,200,0,24,145,31,5Y15,Seattle,7.3,7.0,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",42.0
538,53033004301,"Census Tract 43.01, King County, Washington",56,6,0,0,0,6,0,50,0,0,50,0,5Y15,Seattle,7.3,7.0,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",43.01
539,53033004302,"Census Tract 43.02, King County, Washington",315,28,0,0,19,9,0,287,11,95,181,0,5Y15,Seattle,7.3,7.0,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",43.02
540,53033004400,"Census Tract 44, King County, Washington",62,0,0,0,0,0,0,62,0,0,62,0,5Y15,Seattle,7.2,7.0,University District,"University District, Cowen Park, Ravenna",44.0
541,53033004500,"Census Tract 45, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y15,Seattle,11.2,11.0,Wallingford,"Wallingford, Meridian, Northlake, University District",45.0
542,53033004600,"Census Tract 46, King County, Washington",22,0,0,0,0,0,0,22,0,0,22,0,5Y15,Seattle,9.4,9.0,Green Lake,"Green Lake, Meridian, Roosevelt, Woodland Park",46.0
543,53033004700,"Census Tract 47, King County, Washington",167,0,0,0,0,0,0,167,0,0,167,0,5Y15,Seattle,10.4,10.0,Ballard,"Ballard, West Woodland, Adams",47.0
544,53033004800,"Census Tract 48, King County, Washington",30,0,0,0,0,0,0,30,15,15,0,0,5Y15,Seattle,11.1,11.0,Fremont,"Fremont, Wallingford, Northlake",48.0
545,53033004900,"Census Tract 49, King County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,5Y15,Seattle,11.1,11.0,Fremont,"Fremont, Wallingford, Northlake",49.0
546,53033005000,"Census Tract 50, King County, Washington",48,0,0,0,0,0,0,48,0,0,48,0,5Y15,Seattle,11.2,11.0,Wallingford,"Wallingford, Meridian, Northlake, University District",50.0
547,53033005100,"Census Tract 51, King County, Washington",112,0,0,0,0,0,0,112,98,7,7,0,5Y15,Seattle,11.2,11.0,Wallingford,"Wallingford, Meridian, Northlake, University District",51.0
548,53033005200,"Census Tract 52, King County, Washington",262,0,0,0,0,0,0,262,0,35,227,0,5Y15,Seattle,11.2,11.0,Wallingford,"Wallingford, Meridian, Northlake, University District",52.0
549,53033005301,"Census Tract 53.01, King County, Washington",796,0,0,0,0,0,0,796,0,52,671,73,5Y15,Seattle,7.2,7.0,University District,"University District, Cowen Park, Ravenna",53.01
