OBJECTID,ZONING_CODE,ZONING_NAME,ZONING_TYPE,Shape_Length,Shape_Area
1484,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,678.26592298639,23699.7705361816
1485,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2439.99660852788,208434.941735451
1486,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,635.006442135074,16128.3358374097
1487,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3349.09178584213,379087.729549024
1488,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3658.75163449424,515017.398551705
1489,OR2,OFFICE/RES,OFFICE,3045.69232095382,434889.59363712
1490,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,439.473991470936,5676.848860532
1491,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1441.47826634819,121992.100321692
1492,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,916.303669274762,50791.3543395103
1493,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,773.988785202372,36954.3556845162
1494,OR3,OFFICE/RES,OFFICE,844.951666517041,44144.6733350129
1495,M2,INDUSTRIAL,INDUSTRIAL,871.724796553707,47504.1788845371
1496,M3,INDUSTRIAL,INDUSTRIAL,2072.8253836571,163657.257425505
1497,R6,RES MULTI-FAMILY,RESIDENTIAL,548.326196103081,11072.7805736264
1498,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1553.14048646384,89403.7601810725
1499,R7,RES MULTI-FAMILY,RESIDENTIAL,673.010148170525,27613.866887056
1500,R7,RES MULTI-FAMILY,RESIDENTIAL,622.476150406922,23609.0168751215
1501,R6,RES MULTI-FAMILY,RESIDENTIAL,708.760785764191,31076.8798846044
1502,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,7257.57705562074,539884.765190966
1503,R6,RES MULTI-FAMILY,RESIDENTIAL,2251.82254533732,183026.020514901
1504,R6,RES MULTI-FAMILY,RESIDENTIAL,892.893243004133,31937.5040297392
1505,OR3,OFFICE/RES,OFFICE,443.200008739319,6498.55050406737
1506,OTF,OFFICE/TOURIST FACILITY,OFFICE,581.897906366136,17103.8435318956
1507,R7,RES MULTI-FAMILY,RESIDENTIAL,3288.61501654018,461305.484002577
1508,R1,RES SINGLE FAMILY,RESIDENTIAL,1135.57258585459,59107.7297368377
1509,M2,INDUSTRIAL,INDUSTRIAL,711.55802079059,29370.0484247127
1510,R6,RES MULTI-FAMILY,RESIDENTIAL,8663.9700397106,2405752.07055664
1511,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1236.65028965915,65118.4561803871
1512,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,11945.5193000311,2185329.21510627
1513,R6,RES MULTI-FAMILY,RESIDENTIAL,56273.1283940753,16419423.1032884
1514,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,1964.03042911917,148256.770609522
1515,R6,RES MULTI-FAMILY,RESIDENTIAL,457.752344861093,12471.9090865865
1516,R7,RES MULTI-FAMILY,RESIDENTIAL,1412.82393813937,57643.3694620285
1517,R6,RES MULTI-FAMILY,RESIDENTIAL,1223.49699238373,88419.6779266083
1518,M2,INDUSTRIAL,INDUSTRIAL,4467.7864922665,430580.829199763
1519,R6,RES MULTI-FAMILY,RESIDENTIAL,1117.82487786606,68791.4190271466
1520,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1077.14486966957,34680.701944017
1521,(CM),COMM MANUFACTURING OVERLAY,COMMERCIAL-INDUSTRIAL,1243.95019847474,66700.3972893543
1522,R7,RES MULTI-FAMILY,RESIDENTIAL,1295.65507200222,87153.5567747868
1523,M1,INDUSTRIAL,INDUSTRIAL,1957.96330290927,220355.111982347
1524,M2,INDUSTRIAL,INDUSTRIAL,1936.83529152623,152146.519612148
1525,R7,RES MULTI-FAMILY,RESIDENTIAL,1168.22850296512,67268.6189387926
1526,R6,RES MULTI-FAMILY,RESIDENTIAL,2801.01651045816,190200.721683488
1527,R7,RES MULTI-FAMILY,RESIDENTIAL,1196.19725890582,90546.2794241549
1528,R5B,RES TWO-FAMILY,RESIDENTIAL,497.222982905927,5522.18710250155
1529,R6,RES MULTI-FAMILY,RESIDENTIAL,879.407165632759,39964.245597177
1530,R7,RES MULTI-FAMILY,RESIDENTIAL,1357.5118014343,95383.9183909755
1531,R6,RES MULTI-FAMILY,RESIDENTIAL,959.27852198835,53591.7187000012
1532,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,1746.35930224793,125010.525432586
1533,R4,RES SINGLE FAMILY,RESIDENTIAL,1243.88586876981,79552.0490066909
1534,R6,RES MULTI-FAMILY,RESIDENTIAL,1372.50755962277,73747.8664039249
1535,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,486.125283712837,11509.4009025956
1536,R5,RES SINGLE FAMILY,RESIDENTIAL,1284.47037486404,73313.0084166513
1537,M2,INDUSTRIAL,INDUSTRIAL,2060.08232091923,171698.40001998
1538,R6,RES MULTI-FAMILY,RESIDENTIAL,1208.76875223848,56602.3290997222
1539,OR2,OFFICE/RES,OFFICE,673.168376080478,21491.5972524956
1540,C3,CENTRAL BUSINESS,COMMERCIAL-INDUSTRIAL,560.461777539758,19214.4252817404
1541,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1632.48546497853,135953.808732474
1542,R1,RES SINGLE FAMILY,RESIDENTIAL,3296.86743039091,552136.017044281
1543,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,971.979461510859,58978.4661688098
1544,M3,INDUSTRIAL,INDUSTRIAL,8576.64440953914,1677165.84050876
1545,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2970.86513150642,439662.811538645
1546,M2,INDUSTRIAL,INDUSTRIAL,2544.86824007202,183359.022058512
1547,R5,RES SINGLE FAMILY,RESIDENTIAL,1089.76615604167,72023.1423770075
1548,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1846.79912602811,105179.837238289
1549,OR3,OFFICE/RES,OFFICE,801.319991600298,37641.13213333
1550,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2253.76360508714,172026.427498459
1551,R5,RES SINGLE FAMILY,RESIDENTIAL,8466.74522401322,2928121.9366654
1552,M2,INDUSTRIAL,INDUSTRIAL,733.013761699226,24184.8324246688
1553,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,679.022548454241,24308.0679512493
1554,R5B,RES TWO-FAMILY,RESIDENTIAL,913.971361855456,52169.4481605361
1555,EZ1,ENTERPRISE ZONE,COMMERCIAL-INDUSTRIAL,789.969073297094,15448.5840184761
1556,M3,INDUSTRIAL,INDUSTRIAL,1121.2564024673,76252.9898119244
1557,OR2,OFFICE/RES,OFFICE,4163.099350905,350878.636148573
1558,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,661.692081136143,26204.7889368697
1559,R5,RES SINGLE FAMILY,RESIDENTIAL,1293.10627420478,65885.964235921
1560,R6,RES MULTI-FAMILY,RESIDENTIAL,567.834079848212,13976.6064419132
1561,OR1,OFFICE/RES,OFFICE,500.931347513599,15267.3609253668
1562,R7,RES MULTI-FAMILY,RESIDENTIAL,1458.66533792392,90528.8649617736
1563,R6,RES MULTI-FAMILY,RESIDENTIAL,1416.79459708475,97649.0804373841
1564,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1013.47753434235,59881.1230987073
1565,R5,RES SINGLE FAMILY,RESIDENTIAL,3489.63308768221,359187.255526826
1566,R6,RES MULTI-FAMILY,RESIDENTIAL,1028.43996031041,48803.888046084
1567,OR1,OFFICE/RES,OFFICE,944.217403843805,55696.0592421619
1568,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,567.321366110853,16556.6286481316
1569,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,601.4721777412,17974.0956026456
1570,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,699.781044159312,21796.8744084835
1571,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1458.4968180017,63442.612392319
1572,R5A,RES MULTI FAMILY,RESIDENTIAL,2892.43946808948,455584.033308135
1573,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1155.715345583,44276.5180929834
1574,PD,PLANNED DEVELOPMENT,SPECIAL,1807.21408067801,205152.43612782
1575,R7,RES MULTI-FAMILY,RESIDENTIAL,1853.86584843474,117134.12534239
1576,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,7034.59203745499,1229859.66922071
1577,R4,RES SINGLE FAMILY,RESIDENTIAL,1655.52801353372,108060.446108311
1578,R6,RES MULTI-FAMILY,RESIDENTIAL,11205.3146308563,4794933.56158182
1579,M1,INDUSTRIAL,INDUSTRIAL,532.559437825771,16455.0783485625
1580,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2867.86928089538,381750.328850961
1581,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,5320.62517473434,1121613.79292763
1582,M2,INDUSTRIAL,INDUSTRIAL,6164.73538721228,925966.84552506
1583,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,934.314316130134,22767.1586735699
1584,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,4001.72523486059,806046.084779918
1585,R6,RES MULTI-FAMILY,RESIDENTIAL,1845.80562082388,152436.65307516
1586,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,5823.92990595656,957006.099490357
1587,R4,RES SINGLE FAMILY,RESIDENTIAL,3131.00027718147,450453.732587384
1588,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2843.52994027541,184569.067747988
1589,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,7920.625171457,1141076.87407874
1590,R5A,RES MULTI FAMILY,RESIDENTIAL,4785.51592370225,1218376.16592377
1591,(R5),RES SINGLE FAMILY OVERLAY,RESIDENTIAL,4502.92289702651,827521.169762696
1592,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,1467.8777255363,121618.620120778
1593,R7,RES MULTI-FAMILY,RESIDENTIAL,2934.23475387328,280379.215435607
1594,CR,COMM RESIDENTIAL,COMMERCIAL-INDUSTRIAL,419.69195101733,10769.3458398307
1595,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,610.889357808637,22079.8764871673
1596,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,5125.03841367455,517545.306002312
1597,R6,RES MULTI-FAMILY,RESIDENTIAL,2088.0980913816,114249.562725678
1598,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,565.238980863633,15351.8624710429
1599,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2318.33865497916,133555.449211946
1600,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,609.999171131132,16400.0330657862
1601,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,415.594429113179,5497.56437572722
1602,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1098.58857523636,42650.2127215769
1603,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1577.89795616579,145995.637169077
1604,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,731.940789799568,32082.215491276
1605,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,515.761009121647,11323.7719449093
1606,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,756.663997945104,34447.7669579741
1607,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,248.665216679045,3526.4633248024
1608,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2005.94501474961,175073.665849339
1609,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2220.17684848839,156720.225004574
1610,(C2),COMM OVERLAY,COMMERCIAL-INDUSTRIAL,964.74682815087,58047.2499576892
1611,C2,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2342.94033975974,263629.44405333
1612,R5,RES SINGLE FAMILY,RESIDENTIAL,4048.92939982007,914457.080102328
1613,OR1,OFFICE/RES,OFFICE,865.806266072939,34824.5745365841
1614,R7,RES MULTI-FAMILY,RESIDENTIAL,10186.2634283083,1429088.34299202
1615,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3545.87015264273,359505.827290004
1616,R7,RES MULTI-FAMILY,RESIDENTIAL,1932.43814313959,114858.009808837
1617,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2425.07842192279,315661.792142099
1618,R7,RES MULTI-FAMILY,RESIDENTIAL,1400.51599053563,116185.949396809
1619,R6,RES MULTI-FAMILY,RESIDENTIAL,1271.36328729821,68350.7702028898
1620,R7,RES MULTI-FAMILY,RESIDENTIAL,2344.05082852878,267953.627468012
1621,OR1,OFFICE/RES,OFFICE,424.891873002981,7430.94358999008
1622,R1,RES SINGLE FAMILY,RESIDENTIAL,9555.67170364281,1799738.34967481
1623,R1,RES SINGLE FAMILY,RESIDENTIAL,1699.4213489036,98807.2403374624
1624,OR3,OFFICE/RES,OFFICE,2128.69048869437,182081.014653555
1625,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,921.470722367249,33889.3863693168
1626,OR3,OFFICE/RES,OFFICE,520.724184017152,14214.1771038485
1627,R7,RES MULTI-FAMILY,RESIDENTIAL,1613.32747557559,1052.03482849097
1628,M2,INDUSTRIAL,INDUSTRIAL,1117.35238989659,69087.8712970171
1629,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2987.2963318445,319220.293868947
1630,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,881.508809985722,36248.5607412201
1631,CM,COMM MANUFACTURING,COMMERCIAL-INDUSTRIAL,2124.48891347791,176395.357118801
1632,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,820.720837682113,41597.3043259529
1633,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,808.840788904706,24409.4881348354
1634,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1765.80145002974,134953.328423063
1635,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,3691.7966125729,760654.061526253
1636,R1,RES SINGLE FAMILY,RESIDENTIAL,9167.00657678408,4379738.92676395
1637,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,2588.58639149559,227953.622391686
1638,OR2,OFFICE/RES,OFFICE,1210.4679059052,83428.0374262589
1639,R5,RES SINGLE FAMILY,RESIDENTIAL,8000.27410172518,2558952.53957753
1640,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,598.329730447169,16745.7305308464
1641,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,737.542280943986,28174.6961238821
1642,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1498.68944288164,100793.954112114
1643,R5,RES SINGLE FAMILY,RESIDENTIAL,6487.24201563519,2097720.58481283
1644,C1,COMMERCIAL,COMMERCIAL-INDUSTRIAL,1371.90313838233,87527.4838908786
1645,R6,RES MULTI-FAMILY,RESIDENTIAL,13571.4185287585,3347359.93457972
1646,OR3,OFFICE/RES,OFFICE,1061.31158273353,44878.6686341085
1647,M1,INDUSTRIAL,INDUSTRIAL,2156.09286650862,91640.3863480365
1648,OR3,OFFICE/RES,OFFICE,1160.72889537431,82953.2131303841
1649,CN,NEIGHBORHOOD COMM,COMMERCIAL-INDUSTRIAL,1659.43072504067,147900.988594064
1650,R5,RES SINGLE FAMILY,RESIDENTIAL,2329.94127541932,222073.914347647
1651,OR2,OFFICE/RES,OFFICE,2569.01502094171,214903.453514809
1652,R5,RES SINGLE FAMILY,RESIDENTIAL,1270.88164386819,98430.0755840629
1653,OR1,OFFICE/RES,OFFICE,990.715864433569,56449.4512545464
1654,OR3,OFFICE/RES,OFFICE,1098.13626174395,75060.0397415849
1655,R7,RES MULTI-FAMILY,RESIDENTIAL,2939.0406459945,398908.796111298
1656,R5A,RES MULTI FAMILY,RESIDENTIAL,2391.49945711024,206398.223873999
1657,OR1,OFFICE/RES,OFFICE,859.515203237605,40687.5366278618
