OBJECTID,ESMTROW_NM,ESMTROW_TP,ESMTROW_FTR,AUTH_USE,RGT_HOLDER,GRANTOR,ACCESS_ESMTROW,CASEFILE,BLM_ORG_CD,CASETP,LOCAL_ID,COORD_SRC,ACCURACY_FT,EXCL_TP,GIS_ACRES,GLOBALID,CASE_NR,SHAPE_Length,SHAPE_Area
3838,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,ORORE 0017706FD,ORN00,281230,RWA-E-387,CADNSDI,0.0,,38.16368436,{BFDBAFE1-00E1-4ED0-BF9A-F9AA6DD9C8D6},,0.0168528224577254,1.72357703428488e-05
3839,LOST CREEK TIMBER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   051206PT,ORN00,210003,RWA-E-300B,SOURCEL,0.0,,3.4692933,{1686C34A-C90A-4F87-8593-1FE5EDD8A9C7},,0.0154308071737571,1.57266558642318e-06
3840,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,ORORE 0013640FD,ORN00,281230,RWA-E-339,CADNSDI,0.0,,119.90405816,{F4AE5007-EE75-423C-B6BE-39A23B41123E},,0.0344528648052177,5.43347354477738e-05
3841,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,ORORE 0013640FD,ORN00,281230,RWA-E-339,CADNSDI,0.0,,631.60852888,{C18FE13C-B862-4718-8B99-90FFAD9E0FD4},,0.0683560467651625,0.0002865061440113
3842,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,ORORE 0013640FD,ORN00,281230,RWA-E-339,CADNSDI,0.0,,81.07726867,{1142CECF-65C3-400E-8A8E-29DB5FD676A6},,0.0274394278393789,3.67372571671366e-05
3843,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,ORORE 0017706FD,ORN00,281230,RWA-E-387,CADNSDI,0.0,,405.25219632,{22249BB9-AEB3-4F36-BA3F-AA590B90A150},,0.0618456749874627,0.0001829161962009
3844,SENECA JONES TBR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   051217PT,ORN03,210003,RWA-E-431B,CADNSDI,0.0,,271.65042372,{80634353-46FC-4709-8A4F-9B132F56275D},,0.0655507698680059,0.0001230706113542
3845,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,ORORE 0013640FD,ORN00,281230,RWA-E-339,CADNSDI,0.0,,161.81195699,{D4793B1B-0DC4-4E4C-BBF2-1F10F6CC8553},,0.0346876876197172,7.32823040660732e-05
3846,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   043920FD,ORN00,281230,RWA-E-662,CADNSDI,0.0,,38.81883098,{08A04F79-D56B-40E1-8740-8B7ECC145BD1},,0.0170219783485561,1.76967540841375e-05
3847,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   040639FD,ORN00,281230,RWA-E-340,CADNSDI,0.0,,391.32457234,{83BAF15C-7E04-4F78-98E8-161D4A51C935},,0.0587463685390966,0.0001784973293158
3848,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   043920PT,ORN00,210003,RWA-E-662,SOURCEL,0.0,,694.49684581,{79D32393-6D97-4F1B-823B-2E820D42D197},,0.0820681094450044,0.0003156394087432
3849,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   043920PT,ORN00,210003,RWA-E-662,SRV,-1.0,,1115.72564929,{39048E48-C0AC-4CF0-BD22-EF0FFF70ED01},,0.144072914368935,0.0005083864653009
3850,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,ORORE 0017706FD,ORN00,281230,RWA-E-387,CADNSDI,0.0,,43.23992206,{03F013F1-BA56-472B-A6C6-716B4064CB9F},,0.0178006197294878,1.95123043072297e-05
3851,TIMBER SERVICE RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,ORORE 0018579FD,ORN00,281230,RWA-E-370,CADNSDI,0.0,,313.64883735,{9E050BAF-4F3C-47CB-8DF7-4FCCBC18A7E4},,0.0486000345997433,0.0001432445696498
3852,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,ORORE 0017706FD,ORN00,281230,RWA-E-387,CADNSDI,0.0,,79.54125489,{BE637943-F0C2-4525-845A-9E9AAF1A74B8},,0.0244241795217338,3.59930213924645e-05
3853,LOST CREEK TIMBER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   051206FD,ORN00,281230,RWA-E-300B,CADNSDI,0.0,,2387.26180324,{D594BF80-8C53-4D83-B5E1-D2548895A481},,0.261804514986301,0.0010823202705066
3854,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,ORORE 0013640FD,ORN00,281230,RWA-E-339,CADNSDI,0.0,,209.02659705,{2600F710-582C-430E-BA62-95EAA40A5574},,0.0425819235365942,9.4654993994119e-05
3855,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   043920FD,ORN00,281230,RWA-E-662,CADNSDI,0.0,,521.92754427,{5CEE5411-180B-4DBF-A7C4-3478752B7C5F},,0.0692048299552452,0.000236753386008
3856,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   043920PT,ORN00,210003,RWA-E-662,CADNSDI,0.0,,930.68961865,{8D89BFC9-CB4C-4CFA-ADCB-95B0BF7561CF},,0.111544553129166,0.0004241386125864
3857,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,ORORE 0017706FD,ORN00,281230,RWA-E-387,CADNSDI,0.0,,209.88240611,{EC26B4BC-9E33-4253-8ED2-E35449F49F85},,0.0427329651130624,9.4937934656483e-05
3858,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   040632FD,ORN00,281230,RWA-E-573,CADNSDI,0.0,,1256.87553293,{F73C104B-0F86-48AC-AE4E-0C84C791F78E},,0.151511981180843,0.0005741433934489
3859,GIUSTINA LAND & TBR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   051205FD,ORN00,281230,RWA-E-300A,CADNSDI,0.0,,521.92754912,{EE44CA81-73BC-4953-B9DB-1C282637850B},,0.0692048299552452,0.000236753386008
3860,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   043920FD,ORN00,281230,RWA-E-662,CADNSDI,0.0,,517.36395846,{8721A0C6-C59F-4E43-AB12-1A6D1940C834},,0.0789965788303675,0.0002350801382992
3861,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,ORORE 0017706FD,ORN00,281230,RWA-E-387,CADNSDI,0.0,,38.6726541,{FE40F933-A648-42B4-8151-63A9EBE5730D},,0.016936423855138,1.74747736046288e-05
3862,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,ORORE 0017706FD,ORN00,281230,RWA-E-387,CADNSDI,0.0,,76.36195756,{006C0983-BFFC-45B7-9F8B-B7B6C4CEB031},,0.0264261913192547,3.4509254820992e-05
3863,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   043920FD,ORN00,281230,RWA-E-662,CADNSDI,0.0,,556.92116988,{38BE76F9-4427-479B-B7BB-D40EB9F493E2},,0.0691839838365681,0.0002534888419276
3864,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   043920PT,ORN00,210003,RWA-E-662,CADNSDI,0.0,,78.37455251,{D8C5B532-F949-430F-AB42-1F7BF3A6AB43},,0.0270266095713084,3.560597119862e-05
3865,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   040639FD,ORN00,281230,RWA-E-340,CADNSDI,0.0,,1382.91887655,{2E79B7CD-AA98-49F3-85F9-E52C56C00E79},,0.140011828150702,0.0006299342951294
3866,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,ORORE 0017706PT,ORN00,210003,RWA-E-387,CADNSDI,0.0,,558.486525,{BB8EAB84-2307-4003-B2C8-24B0F7CE89A2},,0.0649466756164188,0.0002521895912726
3867,WEYERHAEUSER RCPL ROW,RWP,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   061223,ORN00,281210,RWP-E-479A,CADNSDI,0.0,,585.27493029,{5FADA93B-D8F4-4B37-AB26-E74AB0FD77EF},,0.0663345700950581,0.0002665046830816
3868,GARFIELD ASSOCIATES RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   051505FD,ORN00,281230,RWA-E-300E,CADNSDI,0.0,,388.48243527,{B88A50C4-1D6F-4AC8-99D1-6E099BFD541A},,0.0683149811542827,0.0001760888056101
3869,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,ORORE 0017706PT,ORN00,210003,RWA-E-387,CADNSDI,0.0,,542.54921015,{1F035B57-B7B7-4632-9C71-70C0D99B286F},,0.0919075608291435,0.0002450550207202
3870,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   040632FD,ORN00,281230,RWA-E-573,CADNSDI,0.0,,39.66541877,{6EBBB558-D11A-435B-82AE-3C20D8226D31},,0.0172861697791391,1.81002676658645e-05
3871,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   040639FD,ORN00,281230,RWA-E-340,CADNSDI,0.0,,78.32959885,{70CB5FCB-AC11-44E7-BBC2-65C6883ABB1A},,0.0244312338714228,3.57012272019486e-05
3872,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,ORORE 0013640PT,ORN00,210003,RWA-E-339,CADNSDI,0.0,,621.38857295,{D4A404CE-CCDD-4FDD-8E58-7F633EB6DC50},,0.068060190829413,0.0002816003185368
3873,GIUSTINA LAND & TBR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   055274PT,ORN00,210003,RWA-E-662B,SRV,-1.0,,383.12628786,{2D3D4FE5-6C9D-499B-AB8E-F641736E62DA},,0.0563028585314063,0.0001744601440796
3874,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,ORORE 0017706FD,ORN00,281230,RWA-E-387,CADNSDI,0.0,,627.85307759,{D948284B-A379-4C11-B1E7-F1BC92941149},,0.0686629194573111,0.0002837859126729
3875,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,ORORE 0013640FD,ORN00,281230,RWA-E-339,CADNSDI,0.0,,428.17346335,{5B9134A8-6E23-4E18-BAF1-889015531F8A},,0.0651103932621666,0.0001939965033934
3876,GIUSTINA TREE FARMS RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   051207FD,ORN00,281230,RWA-E-300C,CADNSDI,0.0,,2387.26180324,{D269C042-532C-4739-8EDE-09E66DFCD1BE},,0.261804514986301,0.0010823202705066
3877,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   040632FD,ORN00,281230,RWA-E-573,CADNSDI,0.0,,39.83373211,{D35FB37A-6D6A-41A6-B90C-009909974D31},,0.0173054614314714,1.81948768448594e-05
3878,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   040639FD,ORN00,281230,RWA-E-340,CADNSDI,0.0,,664.23172779,{F0572E13-26C9-4206-88CF-A1F24FECFCCF},,0.0706061827274067,0.0003026904145732
3879,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   043920FD,ORN00,281230,RWA-E-662,CADNSDI,0.0,,198.44335215,{C29DF99C-6645-4293-B716-B2B6C98F96D5},,0.0491089939298153,9.03864579635114e-05
3880,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   043920FD,ORN00,281230,RWA-E-662,CADNSDI,0.0,,154.46949505,{272DCACE-2618-4212-9FF0-0A498316CCB9},,0.0464079403329669,7.01961237433273e-05
3881,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,ORORE 0017706FD,ORN00,281230,RWA-E-387,CADNSDI,0.0,,74.90410448,{CA25A318-BEB5-40C3-9A17-E34192923D1D},,0.0259255819780759,3.3791438864015e-05
3882,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   043920PT,ORN00,210003,RWA-E-662,CADNSDI,0.0,,629.20098411,{CF06DC47-C78C-4F9E-982B-A8031A80D8AE},,0.0685678126895666,0.0002866626134819
3883,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   043920PT,ORN00,210003,RWA-E-662,CADNSDI,0.0,,714.85022385,{E2F3DFAC-42A2-4916-B2C0-7F720D8C6E5A},,0.113856773112757,0.000325352100107
3884,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   040632FD,ORN00,281230,RWA-E-573,CADNSDI,0.0,,629.81130753,{C10C358C-A08F-4486-820C-F73D95BDC162},,0.0784285645007218,0.0002872880220568
3885,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,ORORE 0013640FD,ORN00,281230,RWA-E-339,CADNSDI,0.0,,602.68873621,{6CC323E0-7944-413F-8490-3592FF365F13},,0.0691050587811582,0.0002728676636699
3886,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,ORORE 0017706FD,ORN00,281230,RWA-E-387,CADNSDI,0.0,,223.90247954,{FCA9E392-D448-434C-9E98-D84E6CC88EC3},,0.0523486295561839,0.0001010990826953
3887,GIUSTINA LAND & TBR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   051205FD,ORN00,281230,RWA-E-300A,CADNSDI,0.0,,632.23312075,{5F1FFAAA-7007-431E-AFAA-EF9FE7653C28},,0.0686590789382355,0.0002865182111855
3888,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,ORORE 0017706FD,ORN00,281230,RWA-E-387,CADNSDI,0.0,,620.83465137,{5B56D695-4C03-4151-ACB9-C5BA38F7A284},,0.0762336490946936,0.0002806859404547
3889,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   043920PT,ORN00,210003,RWA-E-662,CADNSDI,0.0,,325.28368906,{EAA17E49-6793-4239-9107-82AE881A7C6C},,0.0551630716626059,0.0001482257318124
3890,GIUSTINA TREE FARMS RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   066287FD,ORN00,281230,RWA-E-387A,CADNSDI,0.0,,153.7801656,{661E553C-AEED-4CA5-8B68-43DBD65179B6},,0.0337550958215771,6.94414622818973e-05
3891,TIMBER SERVICE RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,ORORE 0018579FD,ORN00,281230,RWA-E-370,CADNSDI,0.0,,40.5338041,{742ED348-80A7-4AD2-AC72-2814EA742517},,0.0174453870440386,1.85210121503366e-05
3892,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,ORORE 0017706FD,ORN00,281230,RWA-E-387,CADNSDI,0.0,,151.9228294,{03D046D4-2AA8-4C1A-A45A-668EA60297AE},,0.0467589058951051,6.86113922053879e-05
3893,GIUSTINA TREE FARMS RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   051207FD,ORN00,281230,RWA-E-300C,CADNSDI,0.0,,567.2628814,{B0CFA918-EDDF-473A-B4C2-3612E746257F},,0.0694781684422772,0.0002572541487433
3894,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   040639FD,ORN00,281230,RWA-E-340,CADNSDI,0.0,,636.18523622,{C535A0B6-A4D9-4B93-A2AA-8A59A3DA012C},,0.0688619419688596,0.0002899067546288
3895,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,ORORE 0017706FD,ORN00,281230,RWA-E-387,CADNSDI,0.0,,5891.34946027,{05385D70-2B53-4C23-BE3C-FE932424587F},,0.398295570115958,0.002657999271934
3896,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   040632FD,ORN00,281230,RWA-E-573,CADNSDI,0.0,,161.56741318,{F54413EF-A90F-40A3-BB22-4B1AABBA1B85},,0.0472601187904244,7.35806424386089e-05
3897,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   040632PT,ORN00,210003,RWA-E-573,CADNSDI,0.0,,206.38454174,{14B8D5EA-40F0-4B0A-99C7-D9D8F42BD961},,0.0557840350106297,9.39898529355182e-05
3898,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   043920PT,ORN00,210003,RWA-E-662,CADNSDI,0.0,,80.16330691,{86BBA68C-9C69-41B4-B4C9-D383A25EB992},,0.0274414222326696,3.64901974540799e-05
3899,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   040632PT,ORN00,210003,RWA-E-573,CADNSDI,0.0,,795.2071098,{A7BBBF40-9CE5-4823-887B-0408FE9420B3},,0.108165598295265,0.0003626102907213
3900,LRT1 RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   050431FD,ORN00,281230,RWA-E-431A,CADNSDI,0.0,,366.8713401,{0074FAF6-529B-4E2D-BE4F-6313E5AAA442},,0.0623986020507442,0.0001661904402956
3901,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   043920FD,ORN00,281230,RWA-E-662,CADNSDI,0.0,,77.16625057,{6FC6BBFD-0764-4C4D-ADA8-C77183C8C7EE},,0.0271561252633619,3.51169706035442e-05
3902,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,ORORE 0017706FD,ORN00,281230,RWA-E-387,CADNSDI,0.0,,312.5776836,{B7FFD511-9E64-46DD-9AEB-5F74BF6A8F58},,0.0583911002896351,0.0001411505950072
3903,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,ORORE 0017706PT,ORN00,210003,RWA-E-387,CADNSDI,0.0,,680.69547981,{7B638650-5EC2-44F1-9A05-BAD85AD39316},,0.0763599897118137,0.0003084138965268
3904,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   040639PT,ORN00,210003,RWA-E-340,CADNSDI,0.0,,596.94669557,{B820FC92-A5FF-4EB5-A1B6-D7FD1F9782D5},,0.0668487111886642,0.0002718821686195
3905,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,ORORE 0013640FD,ORN00,281230,RWA-E-339,CADNSDI,0.0,,319.67437972,{83C4AB4C-8BDC-4ADF-8A64-5A18C58183CE},,0.0616961684877274,0.0001448041637303
3906,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,ORORE 0017706FD,ORN00,281230,RWA-E-387,CADNSDI,0.0,,23.95372136,{944426EB-A254-4F31-8774-40879D1BF06C},,0.0132247269873917,1.08305535101197e-05
3907,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   043920FD,ORN00,281230,RWA-E-662,CADNSDI,0.0,,117.27959376,{9476BF42-BBCB-4FC1-AD76-FC638B665F8D},,0.0368966296097427,5.32207129701208e-05
3908,PVT RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PV,ADMIN,OROR   070098PT,ORN00,210003,RWA-E-340F,SOURCEL,0.0,,101.19890871,{4FA418B8-62C5-4688-A160-D7CA5C4C2141},,0.0375846352931538,4.61402733545838e-05
3909,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   043920PT,ORN00,210003,RWA-E-662,SOURCEL,0.0,,147.96222076,{8DAC60BF-B219-494C-9DD5-BA1641E138F7},,0.0329548443185986,6.73883143476367e-05
3910,LOST CREEK TIMBER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   051206PT,ORN00,210003,RWA-E-300B,CADNSDI,0.0,,163.15937875,{ECC321F0-089C-4B3F-98A9-44CB4785898A},,0.0448776449503042,7.39524278922199e-05
3911,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,ORORE 0017706PT,ORN00,210003,RWA-E-387,CADNSDI,0.0,,621.78122215,{9DC7FD34-93B9-4B6E-B9CC-908F72B4D53A},,0.0678634341698995,0.0002803953546807
3912,TIMBER SERVICE RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,ORORE 0018579FD,ORN00,281230,RWA-E-370,CADNSDI,0.0,,39.22620887,{DB4F901C-1768-46CC-ABAF-CDB2F2C9DADF},,0.0171643683085522,1.79182502065036e-05
3913,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,ORORE 0013640PT,ORN00,210003,RWA-E-339,CADNSDI,0.0,,627.34445052,{F45DB560-8F7E-4852-9605-B1882C2EAE95},,0.0681251365513546,0.0002843002894656
3914,GIUSTINA LAND & TBR RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   051205FD,ORN00,281230,RWA-E-300A,CADNSDI,0.0,,645.46419205,{46E2A704-41E2-4122-982F-D30CC4A3E4E4},,0.0694096299544322,0.0002924462826944
3915,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,ORORE 0017706FD,ORN00,281230,RWA-E-387,CADNSDI,0.0,,1165.16787746,{279809C3-B1E3-4027-9A73-338E1CA99341},,0.131323542535799,0.0005258606836398
3916,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   040632FD,ORN00,281230,RWA-E-573,CADNSDI,0.0,,40.48016303,{5F57754F-43E4-4793-9127-B8720B994F7F},,0.0174101050253078,1.84487790879443e-05
3917,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   040632FD,ORN00,281230,RWA-E-573,CADNSDI,0.0,,156.02699296,{5A29A915-6D38-473E-A4F3-60A975C1EED2},,0.0441378580951957,7.11984836783203e-05
3918,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   043920FD,ORN00,281230,RWA-E-662,CADNSDI,0.0,,121.18863583,{DA056617-E859-44E8-B9E1-8E9E3CD86C6D},,0.0378636305952241,5.52174785357747e-05
3919,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   043920PT,ORN00,210003,RWA-E-662,CADNSDI,0.0,,39.14866877,{BE21095A-2881-4AC1-90CC-0AFAFD41A6D6},,0.0170840732009631,1.77822409773914e-05
3920,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,ORORE 0017706FD,ORN00,281230,RWA-E-387,CADNSDI,0.0,,536.54248154,{1DC0A8AB-3C30-49B9-BEA8-6E4F16F937F5},,0.0944131571553848,0.000242190690497
3921,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   040632FD,ORN00,281230,RWA-E-573,CADNSDI,0.0,,37.79628292,{F48B3BAB-A904-4520-8750-16EECC17D474},,0.0168915884455574,1.72596201277447e-05
3922,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   043920PT,ORN00,210003,RWA-E-662,SRV,-1.0,,252.13699616,{96AF6F08-7E6B-4654-8E61-1672B6117CB5},,0.0522487805784333,0.0001146146767286
3923,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,ORORE 0017706PT,ORN00,210003,RWA-E-387,CADNSDI,0.0,,617.64535128,{03E88C82-B056-46CA-96C8-C76322478D6A},,0.0678216413176243,0.0002793771783907
3924,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,ORORE 0013640FD,ORN00,281230,RWA-E-339,CADNSDI,0.0,,648.15308856,{EB0017E3-8F8C-4E55-95C9-600CD9C09F21},,0.0694354095992997,0.0002937309045816
3925,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,ORORE 0017706PT,ORN00,210003,RWA-E-387,CADNSDI,0.0,,1572.24316604,{1EA4CE5B-9E7C-4ECC-A279-5B09FEC6A8BF},,0.160202262559889,0.000711076459064
3926,TIMBER SERVICE RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,ORORE 0018579PT,ORN00,210003,RWA-E-370,CADNSDI,0.0,,37.43578819,{349ACD69-3CC1-44F2-AA86-118A0B54BFD1},,0.0168063895121294,1.71551611388333e-05
3927,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,OROR   040639FD,ORN00,281230,RWA-E-340,CADNSDI,0.0,,1010.74087221,{258FBD9E-87DE-4C15-B550-E27D449703F5},,0.136534147444669,0.0004609753184412
3928,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,ORORE 0013640FD,ORN00,281230,RWA-E-339,CADNSDI,0.0,,636.71853678,{4A7A109B-FBDB-4855-864B-BF5B8780F3C7},,0.0689049825696447,0.0002886875758073
3929,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   040632PT,ORN00,210003,RWA-E-573,CADNSDI,0.0,,652.72061087,{D13396A4-0912-412B-A69C-C03648FE5418},,0.0701579230977052,0.0002976668816464
3930,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,BL,PVI,ADMIN,OROR   040632PT,ORN00,210003,RWA-E-573,CADNSDI,0.0,,316.13163311,{DC8B43BC-4BE2-47B1-9710-D6FFDCA4D50E},,0.0791569467791264,0.0001443134903331
3931,WEYERHAEUSER RCPL ROW,RROW,PARCEL,Forest Products Management and Removal,PVI,BL,,ORORE 0017706FD,ORN00,281230,RWA-E-387,CADNSDI,0.0,,38.79127969,{217362CE-28E5-40B0-98DF-2F3EEC5742EC},,0.0169497752496939,1.75143137900173e-05
