ObjectId,ID,CASENUMBER,CASETYPEID,CASETYPE,STREETADDRESS,ZIP,CITY,STATE,STATUS,DATEOPENED
201,95103,16ABC1034,1000,ABC Case,7123 GRADE LN,40213-0000,LOUISVILLE,KY,Closed,2016/02/11 13:36:28+00
202,95104,16ABC1086,1000,ABC Case, S 28TH ST,40211-0000,LOUISVILLE,KY,Closed,2016/06/06 12:10:27+00
203,95105,15ABC1058,1000,ABC Case,12608 DIXIE HWY,40272-0000,LOUISVILLE,KY,Closed,2015/03/13 14:45:05+00
204,95106,15ABC1141,1000,ABC Case,5800 FERN VALLEY RD,40228-0000,LOUISVILLE,KY,Closed,2015/06/20 04:49:44+00
205,95107,15ABC1144,1000,ABC Case,4501 OUTER LOOP,40219-0000,LOUISVILLE,KY,Closed,2015/06/22 17:08:17+00
206,95108,15ABC1113,1000,ABC Case,7303 PRESTON HWY,40219-0000,LOUISVILLE,KY,Closed,2015/05/18 18:56:17+00
207,95109,15ABC1140,1000,ABC Case, BARDSTOWN RD,40205-0000,LOUISVILLE,KY,Closed,2015/06/19 16:29:23+00
208,95110,15ABC1157,1000,ABC Case,3503 7TH STREET RD,40216-0000,LOUISVILLE,KY,Closed,2015/07/12 02:26:48+00
209,95111,15ABC1119,1000,ABC Case,3606 GEORGETOWN CIR,40215-0000,LOUISVILLE,KY,Closed,2015/06/01 21:52:13+00
210,95112,15ABC1090,1000,ABC Case,  , , , ,Closed,2015/04/13 21:36:24+00
211,95113,15ABC1115,1000,ABC Case, PARK BOUNDARY RD,40205-0000,LOUISVILLE,KY,Closed,2015/05/27 15:32:29+00
212,95114,15ABC1105,1000,ABC Case,10608 DIXIE HWY,40272-0000,LOUISVILLE,KY,Closed,2015/05/04 21:54:12+00
213,95115,16ABC1151,1000,ABC Case,7325 ST ANDREWS CHURCH RD,40214-0000,LOUISVILLE,KY,Closed,2016/12/12 14:14:15+00
214,95116,16ABC1158,1000,ABC Case,2901 7TH STREET RD,40215-0000,LOUISVILLE,KY,Closed,2016/12/15 16:07:19+00
215,95117,15ABC1151,1000,ABC Case, EASTERN PKY,40217-0000,LOUISVILLE,KY,Closed,2015/07/01 15:57:55+00
216,95118,17ABC1080,1000,ABC Case,282 EVANGELINE AVE,40214-0000,LOUISVILLE,KY,Closed,2017/05/01 14:24:11+00
217,95119,15ABC1129,1000,ABC Case,1200 S 1ST ST,40203-0000,LOUISVILLE,KY,Closed,2015/06/10 16:27:11+00
218,95120,15ABC1087,1000,ABC Case,1601 S PRESTON ST,40217-0000,LOUISVILLE,KY,Closed,2015/04/06 20:26:12+00
219,95121,15ABC1131,1000,ABC Case, W BROADWAY ,40202-0000,LOUISVILLE,KY,Closed,2015/06/12 18:25:28+00
220,95122,17ABC1135,1000,ABC Case,7208 WHIPPLE RD,40272-0000,LOUISVILLE,KY,Closed,2017/07/11 14:55:17+00
221,95123,15ABC1152,1000,ABC Case,530 S JACKSON ST,40202-0000,LOUISVILLE,KY,Closed,2015/07/02 14:32:53+00
222,95124,15ABC1134,1000,ABC Case,1200 S 1ST ST,40203-0000,LOUISVILLE,KY,Closed,2015/06/16 15:41:08+00
223,95125,15ABC1130,1000,ABC Case,1047 BARDSTOWN RD,40204-0000,LOUISVILLE,KY,Closed,2015/06/11 23:18:59+00
224,95126,15ABC1143,1000,ABC Case,416 S 26TH ST,40212-0000,LOUISVILLE,KY,Closed,2015/06/22 16:51:40+00
225,95127,15ABC1122,1000,ABC Case, POPLAR LEVEL RD,40213-0000,LOUISVILLE,KY,Closed,2015/06/04 21:35:25+00
226,95128,18ABC1013,1000,ABC Case,7251 LOGISTICS DR,40258-0000,LOUISVILLE,KY,Closed,2018/01/08 13:20:50+00
227,95129,17ABC1184,1000,ABC Case,1201 W HILL ST,40210-0000,LOUISVILLE,KY,Closed,2017/09/05 15:42:33+00
228,95130,15ABC1205,1000,ABC Case,3801 W MARKET ST,40212-0000,LOUISVILLE,KY,Closed,2015/09/22 19:08:06+00
229,95131,15ABC1196,1000,ABC Case,3202 7TH STREET RD,40216-0000,SHIVELY,KY,Closed,2015/09/08 17:35:54+00
230,95132,18ABC1232,1000,ABC Case,7100 RAGGARD RD,40216-0000,LOUISVILLE,KY,Closed,2018/10/31 20:39:05+00
231,95133,16ABC1129,1000,ABC Case, BROWNSBORO RD,40222-0000, ,KY,Closed,2016/09/20 18:48:17+00
232,95134,17ABC1019,1000,ABC Case, S 1ST ST,40203-0000,LOUISVILLE,KY,Closed,2017/02/13 20:16:59+00
233,95135,15ABC1178,1000,ABC Case,6300 APEX DR,40219-0000,LOUISVILLE,KY,Closed,2015/08/13 14:22:22+00
234,95136,15ABC1175,1000,ABC Case,3633 PFLANZ AVE,40212-0000,LOUISVILLE,KY,Closed,2015/08/13 02:15:35+00
235,95137,16ABC1065,1000,ABC Case,7123 GRADE LN,40213-0000,LOUISVILLE,KY,Closed,2016/04/06 12:39:19+00
236,95138,15ABC1169,1000,ABC Case,1047 BARDSTOWN RD,40204-0000,LOUISVILLE,KY,Closed,2015/08/04 15:06:08+00
237,95139,15ABC1194,1000,ABC Case,2300 STANLEY GAULT PKY,40223-0000,LOUISVILLE,KY,Closed,2015/09/08 15:19:23+00
238,95140,18ABC1077,1000,ABC Case,5013 POPLAR LEVEL RD,40219-0000,LOUISVILLE,KY,Closed,2018/04/11 18:49:31+00
239,95141,16ABC1032,1000,ABC Case,5207 MOUNT WASHINGTON RD,40229-0000,LOUISVILLE,KY,Closed,2016/02/08 15:37:34+00
240,95142,17ABC1249,1000,ABC Case,4901 POPLAR LEVEL RD,40219-0000,LOUISVILLE,KY,Closed,2017/11/15 16:45:42+00
241,95143,16ABC1143,1000,ABC Case,280 W JEFFERSON ST,40202-0000,LOUISVILLE,KY,Closed,2016/10/24 14:15:01+00
242,95144,15ABC1215,1000,ABC Case,5360 DIXIE HWY,40216-0000,LOUISVILLE,KY,Closed,2015/10/13 13:15:00+00
243,95145,18ABC1063,1000,ABC Case,1202 BARDSTOWN RD,40204-0000,LOUISVILLE,KY,Closed,2018/03/25 05:02:12+00
244,95146,15ABC1207,1000,ABC Case,1047 BARDSTOWN RD,40204-0000,LOUISVILLE,KY,Closed,2015/09/28 20:28:26+00
245,95147,15ABC1186,1000,ABC Case,100 W BROADWAY ,40202-0000,LOUISVILLE,KY,Closed,2015/08/24 13:40:53+00
246,95148,15ABC1187,1000,ABC Case,6330 BARDSTOWN RD,40291-0000,LOUISVILLE,KY,Closed,2015/08/24 14:03:10+00
247,95149,15ABC1182,1000,ABC Case,1601 S PRESTON ST,40217-0000,LOUISVILLE,KY,Closed,2015/08/18 19:36:39+00
248,95150,15ABC1220,1000,ABC Case,  , , , ,Closed,2015/10/23 21:01:21+00
249,95151,15ABC1234,1000,ABC Case,6917 SOUTHSIDE DR,40214-0000,LOUISVILLE,KY,Closed,2015/11/04 19:13:23+00
250,95152,15ABC1171,1000,ABC Case,1601 S PRESTON ST,40217-0000,LOUISVILLE,KY,Closed,2015/08/10 20:28:03+00
251,95153,16ABC1062,1000,ABC Case,7338 DIXIE HWY,40258-0000,LOUISVILLE,KY,Closed,2016/03/31 13:30:13+00
252,95154,17ABC1192,1000,ABC Case,2825 KLONDIKE LN,40218-0000,LOUISVILLE,KY,Closed,2017/09/18 18:30:08+00
253,95155,17ABC1193,1000,ABC Case,4105 TAYLOR BLVD,40215-0000,LOUISVILLE,KY,Closed,2017/09/18 18:59:43+00
254,95156,15ABC1183,1000,ABC Case,609 WASHBURN AVE,40222-0000,LYNDON,KY,Closed,2015/08/19 20:33:58+00
255,95157,15ABC1198,1000,ABC Case, S 5TH ST,40202-0000,LOUISVILLE,KY,Closed,2015/09/08 21:00:16+00
256,95158,15ABC1235,1000,ABC Case,3814 FRANKFORT AVE,40207-0000,LOUISVILLE,KY,Closed,2015/11/07 05:18:19+00
257,95159,15ABC1166,1000,ABC Case,1047 BARDSTOWN RD,40204-0000,LOUISVILLE,KY,Closed,2015/08/03 18:41:10+00
258,95160,15ABC1229,1000,ABC Case,9200 PRESTON HWY,40229-0000,LOUISVILLE,KY,Closed,2015/10/29 14:40:36+00
259,95161,15ABC1230,1000,ABC Case,3110 ROCKFORD LN,40216-0000,LOUISVILLE,KY,Closed,2015/10/29 18:32:09+00
260,95162,16ABC1012,1000,ABC Case,3945 TAYLORSVILLE RD,40220-0000,LOUISVILLE,KY,Closed,2016/01/13 16:59:33+00
261,95163,18ABC1205,1000,ABC Case,1047 BARDSTOWN RD,40204-0000,LOUISVILLE,KY,Closed,2018/10/02 15:22:27+00
262,95164,15ABC1201,1000,ABC Case, LINN STATION RD,40222-0000, ,KY,Closed,2015/09/14 15:17:20+00
263,95165,15ABC1237,1000,ABC Case,5404 BARDSTOWN RD,40291-0000,LOUISVILLE,KY,Closed,2015/11/12 22:46:33+00
264,95166,15ABC1193,1000,ABC Case,3420 FERN VALLEY RD,40213-0000,LOUISVILLE,KY,Closed,2015/09/08 14:33:29+00
265,95167,15ABC1228,1000,ABC Case,1033 BARRET AVE,40204-0000,LOUISVILLE,KY,Closed,2015/10/28 14:43:18+00
266,95168,15ABC1185,1000,ABC Case,13601 DIXIE HWY,40272-0000,LOUISVILLE,KY,Closed,2015/08/21 22:45:12+00
267,95169,15ABC1174,1000,ABC Case,7207 FEGENBUSH LN,40228-0000,LOUISVILLE,KY,Closed,2015/08/12 20:54:26+00
268,95170,15ABC1200,1000,ABC Case,1506 BERRY BLVD,40215-0000,LOUISVILLE,KY,Closed,2015/09/11 22:12:21+00
269,95171,15ABC1164,1000,ABC Case, S 7TH ST,40208-0000,LOUISVILLE,KY,Closed,2015/07/27 22:38:53+00
270,95172,15ABC1161,1000,ABC Case,1397 S 2ND ST,40208-0000,LOUISVILLE,KY,Closed,2015/07/22 15:17:16+00
271,94850,16ABC1125,1000,ABC Case,5003 JEFFERSON RUN CT,40219-0000,LOUISVILLE,KY,Closed,2016/09/13 13:47:29+00
272,95173,15ABC1184,1000,ABC Case,11710 DIXIE HWY,40272-0000,LOUISVILLE,KY,Closed,2015/08/21 21:49:14+00
273,95174,15ABC1163,1000,ABC Case,3730 RIVER RD,40207-0000,LOUISVILLE,KY,Closed,2015/07/27 19:36:23+00
274,95175,15ABC1199,1000,ABC Case,1500 W OAK ST,40210-0000,LOUISVILLE,KY,Closed,2015/09/09 17:32:38+00
275,95176,15ABC1197,1000,ABC Case,3519 CAPRI DR,40218-0000,LOUISVILLE,KY,Closed,2015/09/08 19:28:37+00
276,95177,15ABC1255,1000,ABC Case,  , , , ,Closed,2015/12/28 17:12:36+00
277,95178,18ABC1216,1000,ABC Case,179 N PETERSON AVE,40206-0000,LOUISVILLE,KY,Closed,2018/10/15 14:23:37+00
278,95179,17ABC1195,1000,ABC Case,10805 BLUE LICK RD,40229-0000,LOUISVILLE,KY,Closed,2017/09/18 21:10:40+00
279,95180,15ABC1170,1000,ABC Case,100 W BROADWAY ,40202-0000,LOUISVILLE,KY,Closed,2015/08/09 00:50:56+00
280,95181,15ABC1160,1000,ABC Case,7704 YVETTE CT,40228-0000,LOUISVILLE,KY,Closed,2015/07/20 17:56:34+00
281,95182,16ABC1089,1000,ABC Case,3501 MOYERS CIR,40207-0000,LOUISVILLE,KY,Closed,2016/06/14 15:43:03+00
282,95183,15ABC1206,1000,ABC Case,2403 W BROADWAY ,40211-0000,LOUISVILLE,KY,Closed,2015/09/23 18:46:20+00
283,95184,15ABC1180,1000,ABC Case,  , , , ,Closed,2015/08/14 12:55:14+00
284,95185,15ABC1208,1000,ABC Case,1047 BARDSTOWN RD,40204-0000,LOUISVILLE,KY,Closed,2015/09/28 20:37:30+00
285,95186,15ABC1177,1000,ABC Case,4822 POPLAR LEVEL RD,40213-0000,LOUISVILLE,KY,Closed,2015/08/13 13:43:25+00
286,95187,16ABC1155,1000,ABC Case,1601 S PRESTON ST,40217-0000,LOUISVILLE,KY,Closed,2016/12/13 15:50:13+00
287,95188,15ABC1232,1000,ABC Case,5406 ANTLE DR,40229-0000,LOUISVILLE,KY,Closed,2015/10/30 23:24:50+00
288,95189,15ABC1233,1000,ABC Case,9702 OLD BARDSTOWN RD,40291-0000,LOUISVILLE,KY,Closed,2015/11/03 19:47:26+00
289,95190,15ABC1214,1000,ABC Case,3421 TAYLOR BLVD,40215-0000,LOUISVILLE,KY,Closed,2015/10/12 19:37:19+00
290,95191,18ABC1074,1000,ABC Case,1904 FRANKFORT AVE,40206-0000,LOUISVILLE,KY,Closed,2018/04/10 15:43:51+00
291,95192,17ABC1114,1000,ABC Case,1512 PORTLAND AVE,40203-0000,LOUISVILLE,KY,Closed,2017/06/12 17:46:42+00
292,95193,15ABC1241,1000,ABC Case,10626 DIXIE HWY,40272-0000,LOUISVILLE,KY,Closed,2015/11/19 18:44:04+00
293,95194,15ABC1025,1000,ABC Case,3952 BARDSTOWN RD,40218-0000,LOUISVILLE,KY,Closed,2015/01/26 14:52:04+00
294,95195,14ABC1252,1000,ABC Case,3435 PORTLAND PLZ,40212-0000,LOUISVILLE,KY,Closed,2014/12/16 17:25:49+00
295,95196,15ABC1016,1000,ABC Case,3425 TAYLOR BLVD,40215-0000,LOUISVILLE,KY,Closed,2015/01/17 06:45:55+00
296,95197,15ABC1002,1000,ABC Case,8610 DIXIE HWY,40258-0000,LOUISVILLE,KY,Closed,2015/01/08 19:17:46+00
297,95198,14ABC1174,1000,ABC Case,9304 BLUE LICK RD,40229-0000,LOUISVILLE,KY,Closed,2014/09/04 19:41:02+00
298,95199,14ABC1194,1000,ABC Case,3426 PRESTON HWY,40213-0000,LOUISVILLE,KY,Closed,2014/09/22 19:35:15+00
299,95200,14ABC1186,1000,ABC Case,1114 BARDSTOWN RD,40204-0000,LOUISVILLE,KY,Closed,2014/09/16 18:17:48+00
300,95201,14ABC1210,1000,ABC Case,701 CAMP ST,40203-0000,LOUISVILLE,KY,Closed,2014/10/22 12:38:22+00
301,95202,14ABC1212,1000,ABC Case,1133 BARDSTOWN RD,40204-0000,LOUISVILLE,KY,Closed,2014/10/25 08:13:07+00
302,94851,17ABC1060,1000,ABC Case,4122 PINECROFT DR,40219-0000,LOUISVILLE,KY,Closed,2017/04/04 12:47:34+00
303,94852,16ABC1124,1000,ABC Case,1601 S PRESTON ST,40217-0000,LOUISVILLE,KY,Closed,2016/09/13 13:32:18+00
304,94853,17ABC1018,1000,ABC Case,2106 BROWNSBORO RD,40206-0000,LOUISVILLE,KY,Closed,2017/02/10 19:37:30+00
305,94854,17ABC1073,1000,ABC Case,2601 W BROADWAY ,40211-0000,LOUISVILLE,KY,Closed,2017/04/18 16:26:20+00
306,94855,17ABC1041,1000,ABC Case,8021 PRESTON HWY,40219-0000,LOUISVILLE,KY,Closed,2017/03/14 19:25:55+00
307,94856,16ABC1156,1000,ABC Case,4137 ZOELLER AVE,40216-0000,LOUISVILLE,KY,Closed,2016/12/13 15:51:56+00
308,94857,17ABC1025,1000,ABC Case, OUTER LOOP,40219-0000,LOUISVILLE,KY,Closed,2017/03/03 18:16:46+00
309,94858,16ABC1136,1000,ABC Case,6302 APEX DR,40219-0000,LOUISVILLE,KY,Closed,2016/10/17 12:35:09+00
310,94859,17ABC1049,1000,ABC Case,3418 CLINGSTONE WAY,40220-0000,LOUISVILLE,KY,Closed,2017/03/17 16:17:38+00
311,94860,17ABC1027,1000,ABC Case,500 E MAIN ST,40202-0000,LOUISVILLE,KY,Closed,2017/03/06 22:16:42+00
312,94861,17ABC1257,1000,ABC Case,813 LYNDON LN,40222-0000,LYNDON,KY,Closed,2017/11/29 17:36:34+00
313,94862,17ABC1038,1000,ABC Case,1601 S PRESTON ST,40217-0000,LOUISVILLE,KY,Closed,2017/03/13 18:23:21+00
314,94863,17ABC1117,1000,ABC Case,1239 GILMORE LN,40213-0000,LYNNVIEW,KY,Closed,2017/06/14 13:59:06+00
315,94864,17ABC1211,1000,ABC Case,5204 ELZIE RD,40258-0000,LOUISVILLE,KY,Closed,2017/10/04 15:46:21+00
316,94865,17ABC1066,1000,ABC Case,8104 NATIONAL TPKE,40214-0000,LOUISVILLE,KY,Closed,2017/04/07 22:08:11+00
317,94866,17ABC1174,1000,ABC Case,978 BAXTER AVE,40204-0000,LOUISVILLE,KY,Closed,2017/08/23 15:39:19+00
318,94867,18ABC1117,1000,ABC Case,3825 BARDSTOWN RD,40218-0000,LOUISVILLE,KY,Closed,2018/06/12 13:59:38+00
319,94868,17ABC1069,1000,ABC Case, W MAIN ST,40202-0000,LOUISVILLE,KY,Closed,2017/04/14 17:28:02+00
320,94869,17ABC1061,1000,ABC Case,942 BAXTER AVE,40204-0000,LOUISVILLE,KY,Closed,2017/04/04 13:25:51+00
321,94870,18ABC1091,1000,ABC Case,2745 S HURSTBOURNE PKY,40220-0000,JEFFERSONTOWN,KY,Closed,2018/05/02 02:38:13+00
322,94871,17ABC1045,1000,ABC Case,1481 S SHELBY ST,40217-0000,LOUISVILLE,KY,Closed,2017/03/15 17:15:00+00
323,94872,17ABC1065,1000,ABC Case,11521 TAZWELL DR,40241-0000,LOUISVILLE,KY,Closed,2017/04/07 21:41:44+00
324,94873,17ABC1054,1000,ABC Case,1134 E BRECKINRIDGE ST,40204-0000,LOUISVILLE,KY,Closed,2017/03/24 19:53:16+00
325,94874,18ABC1043,1000,ABC Case,536 S 4TH ST,40202-0000,LOUISVILLE,KY,Closed,2018/02/20 20:12:36+00
326,94875,17ABC1034,1000,ABC Case,1398 S 2ND ST,40208-0000,LOUISVILLE,KY,Closed,2017/03/10 18:59:48+00
327,94876,18ABC1149,1000,ABC Case,4122 PINECROFT DR,40219-0000,LOUISVILLE,KY,Closed,2018/07/16 14:48:32+00
328,94877,17ABC1252,1000,ABC Case,5389 NEW CUT RD,40214-0000,LOUISVILLE,KY,Closed,2017/11/22 16:40:33+00
329,94878,16ABC1128,1000,ABC Case,611 S 4TH ST,40202-0000,LOUISVILLE,KY,Closed,2016/09/16 14:55:47+00
330,94879,18ABC1233,1000,ABC Case,7100 RAGGARD RD,40216-0000,LOUISVILLE,KY,Closed,2018/11/05 16:50:53+00
331,94881,17ABC1058,1000,ABC Case,1202 BARDSTOWN RD,40204-0000,LOUISVILLE,KY,Closed,2017/04/03 18:38:03+00
332,94882,17ABC1013,1000,ABC Case,3101 COMMERCE CENTER PL,40211-0000,LOUISVILLE,KY,Closed,2017/01/25 14:24:43+00
333,94883,17ABC1017,1000,ABC Case,359 N 26TH ST,40212-0000,LOUISVILLE,KY,Closed,2017/02/02 17:32:23+00
334,94884,18ABC1001,1000,ABC Case,4106 MURPHY LN,40241-0000,LOUISVILLE,KY,Closed,2018/01/03 13:57:02+00
335,94885,18ABC1027,1000,ABC Case,2100 W MUHAMMAD ALI BLVD,40212-0000,LOUISVILLE,KY,Closed,2018/01/23 03:33:37+00
336,94886,17ABC1056,1000,ABC Case, BERRY BLVD,40215-0000,LOUISVILLE,KY,Closed,2017/03/28 20:38:30+00
337,94887,17ABC1133,1000,ABC Case,7123 GRADE LN,40213-0000,LOUISVILLE,KY,Closed,2017/07/05 20:41:11+00
338,94888,17ABC1057,1000,ABC Case,1036 GOSS AVE,40217-0000,LOUISVILLE,KY,Closed,2017/03/31 16:32:10+00
339,94889,16ABC1148,1000,ABC Case, BRECKENRIDGE LN,40207-0000, ,KY,Closed,2016/12/02 16:42:26+00
340,94890,17ABC1156,1000,ABC Case,3801 FRANKFORT AVE,40207-0000,LOUISVILLE,KY,Closed,2017/08/02 22:47:27+00
341,94891,17ABC1157,1000,ABC Case,933 BAXTER AVE,40204-0000,LOUISVILLE,KY,Closed,2017/08/02 22:49:23+00
342,94892,17ABC1053,1000,ABC Case,1200 BARDSTOWN RD,40204-0000,LOUISVILLE,KY,Closed,2017/03/24 19:44:13+00
343,94893,17ABC1010,1000,ABC Case,6917 SOUTHSIDE DR,40214-0000,LOUISVILLE,KY,Closed,2017/01/18 19:54:05+00
344,94894,17ABC1046,1000,ABC Case,1202 BARDSTOWN RD,40204-0000,LOUISVILLE,KY,Closed,2017/03/16 17:55:45+00
345,94895,17ABC1002,1000,ABC Case,3101 COMMERCE CENTER PL,40211-0000,LOUISVILLE,KY,Closed,2017/01/05 16:31:20+00
346,94896,17ABC1112,1000,ABC Case,1047 BARDSTOWN RD,40204-0000,LOUISVILLE,KY,Closed,2017/06/09 15:39:03+00
347,94897,17ABC1068,1000,ABC Case,5404 BARDSTOWN RD,40291-0000,LOUISVILLE,KY,Closed,2017/04/11 14:02:03+00
348,94898,17ABC1036,1000,ABC Case,942 BAXTER AVE,40204-0000,LOUISVILLE,KY,Closed,2017/03/10 19:23:12+00
349,94899,17ABC1040,1000,ABC Case,2012 LANDING DR,40218-0000,LOUISVILLE,KY,Closed,2017/03/14 19:22:15+00
350,94900,17ABC1134,1000,ABC Case, S 4TH ST,40202-0000,LOUISVILLE,KY,Closed,2017/07/07 18:05:26+00
351,95052,16ABC1019,1000,ABC Case,2208 HIKES LN,40218-0000,LOUISVILLE,KY,Closed,2016/01/21 20:52:09+00
352,95054,16ABC1042,1000,ABC Case,1036 BARDSTOWN RD,40204-0000,LOUISVILLE,KY,Closed,2016/03/02 20:15:55+00
353,95055,16ABC1016,1000,ABC Case,2020 BASHFORD MANOR LN,40218-0000,WEST BUECHEL,KY,Closed,2016/01/16 05:45:56+00
354,95056,16ABC1038,1000,ABC Case,1567 S SHELBY ST,40217-0000,LOUISVILLE,KY,Closed,2016/02/23 18:53:43+00
355,95057,16ABC1022,1000,ABC Case,3700 BARDSTOWN RD,40218-0000,LOUISVILLE,KY,Closed,2016/01/21 21:22:44+00
356,95058,16ABC1118,1000,ABC Case,611 S 4TH ST,40202-0000,LOUISVILLE,KY,Closed,2016/08/30 15:31:38+00
357,95059,16ABC1144,1000,ABC Case,942 BAXTER AVE,40204-0000,LOUISVILLE,KY,Closed,2016/10/31 16:48:48+00
358,95060,15ABC1257,1000,ABC Case,507 N 27TH ST,40212-0000,LOUISVILLE,KY,Closed,2015/12/28 22:31:07+00
359,95061,15ABC1245,1000,ABC Case,1601 S PRESTON ST,40217-0000,LOUISVILLE,KY,Closed,2015/12/04 18:55:03+00
360,95062,16ABC1057,1000,ABC Case,6733 STRAWBERRY LN,40214-0000,LOUISVILLE,KY,Closed,2016/03/22 19:51:26+00
361,95063,16ABC1031,1000,ABC Case,7137 SOUTHSIDE DR,40214-0000,LOUISVILLE,KY,Closed,2016/02/04 21:52:50+00
362,95064,16ABC1039,1000,ABC Case,4911 SADDLEBROOK LN,40216-0000,LOUISVILLE,KY,Closed,2016/02/23 19:29:23+00
363,95065,16ABC1150,1000,ABC Case,801 S CLAY ST,40203-0000,LOUISVILLE,KY,Closed,2016/12/09 15:41:07+00
364,95066,15ABC1254,1000,ABC Case,2620 PORTLAND AVE,40212-0000,LOUISVILLE,KY,Closed,2015/12/23 23:20:50+00
365,95067,16ABC1035,1000,ABC Case,3619 GREEN MEADOWS DR,40218-0000,LOUISVILLE,KY,Closed,2016/02/15 12:31:39+00
366,95068,16ABC1043,1000,ABC Case,1601 S PRESTON ST,40217-0000,LOUISVILLE,KY,Closed,2016/03/03 12:34:10+00
367,95069,17ABC1067,1000,ABC Case,2235 FRANKFORT AVE,40206-0000,LOUISVILLE,KY,Closed,2017/04/11 13:53:54+00
368,95070,16ABC1046,1000,ABC Case,1601 S PRESTON ST,40217-0000,LOUISVILLE,KY,Closed,2016/03/08 13:12:18+00
369,95071,16ABC1149,1000,ABC Case,2300 LEXINGTON RD,40206-0000,LOUISVILLE,KY,Closed,2016/12/07 20:13:27+00
370,95072,16ABC1073,1000,ABC Case,7123 GRADE LN,40213-0000,LOUISVILLE,KY,Closed,2016/05/17 19:30:33+00
371,95073,16ABC1072,1000,ABC Case,4102 MURPHY LN,40241-0000,LOUISVILLE,KY,Closed,2016/05/15 22:15:32+00
372,95074,16ABC1000,1000,ABC Case,3632 7TH STREET RD,40216-0000,LOUISVILLE,KY,Closed,2016/01/04 03:18:05+00
373,95075,15ABC1252,1000,ABC Case,435 W OAK ST,40203-0000,LOUISVILLE,KY,Closed,2015/12/17 15:53:00+00
374,95076,15ABC1242,1000,ABC Case,1164 S 3RD ST,40203-0000,LOUISVILLE,KY,Closed,2015/12/02 15:42:30+00
375,95077,16ABC1063,1000,ABC Case,2928 HIKES LN,40218-0000,LOUISVILLE,KY,Closed,2016/03/31 13:37:49+00
376,95078,16ABC1050,1000,ABC Case,3105 S 3RD ST,40214-0000,LOUISVILLE,KY,Closed,2016/03/11 18:59:56+00
377,95079,16ABC1006,1000,ABC Case, GRINSTEAD DR,40204-0000,LOUISVILLE,KY,Closed,2016/01/07 16:07:39+00
378,95080,16ABC1009,1000,ABC Case,2965 BRECKENRIDGE LN,40220-0000,LOUISVILLE,KY,Closed,2016/01/12 17:19:11+00
379,95081,16ABC1101,1000,ABC Case,1164 S 3RD ST,40203-0000,LOUISVILLE,KY,Closed,2016/08/01 13:35:02+00
380,95082,15ABC1248,1000,ABC Case,501 W OAK ST,40203-0000,LOUISVILLE,KY,Closed,2015/12/14 16:54:28+00
381,95083,16ABC1005,1000,ABC Case,5410 DEL MARIA WAY,40291-0000,LOUISVILLE,KY,Closed,2016/01/06 23:33:53+00
382,95084,16ABC1017,1000,ABC Case,2207 GOLDSMITH LN,40218-0000,LOUISVILLE,KY,Closed,2016/01/16 06:06:04+00
383,95085,16ABC1071,1000,ABC Case,2728 W MARKET ST,40212-0000,LOUISVILLE,KY,Closed,2016/05/12 19:55:28+00
384,95086,16ABC1076,1000,ABC Case,14009 DIXIE HWY,40272-0000,LOUISVILLE,KY,Closed,2016/05/20 23:25:01+00
385,95087,16ABC1068,1000,ABC Case,6301 RIVER RD,40059-0000,LOUISVILLE,KY,Closed,2016/04/20 17:28:28+00
386,95088,16ABC1004,1000,ABC Case,2235 S PRESTON ST,40217-0000,LOUISVILLE,KY,Closed,2016/01/06 15:52:22+00
387,95089,16ABC1064,1000,ABC Case,2817 DEL RIO PL,40220-0000,LOUISVILLE,KY,Closed,2016/04/05 19:31:54+00
388,95090,16ABC1014,1000,ABC Case,3417 BRECKENRIDGE LN,40220-0000,LOUISVILLE,KY,Closed,2016/01/13 20:14:22+00
389,95091,16ABC1058,1000,ABC Case,8402 NATIONAL TPKE,40214-0000,LOUISVILLE,KY,Closed,2016/03/24 11:27:31+00
390,95092,18ABC1242,1000,ABC Case,10642 DIXIE HWY,40272-0000,LOUISVILLE,KY,Closed,2018/11/12 16:34:27+00
391,95093,17ABC1115,1000,ABC Case, S 18TH ST,40203-0000,LOUISVILLE,KY,Closed,2017/06/12 20:00:13+00
392,95094,16ABC1045,1000,ABC Case,3291 TAYLOR BLVD,40215-0000,LOUISVILLE,KY,Closed,2016/03/07 19:38:34+00
393,95095,16ABC1029,1000,ABC Case, CENTRAL AVE,40208-0000,LOUISVILLE,KY,Closed,2016/01/29 22:51:07+00
394,95096,16ABC1003,1000,ABC Case, TAYLORSVILLE RD,40205-0000,LOUISVILLE,KY,Closed,2016/01/05 20:32:22+00
395,95097,15ABC1244,1000,ABC Case,1601 S PRESTON ST,40217-0000,LOUISVILLE,KY,Closed,2015/12/04 18:36:30+00
396,95098,17ABC1251,1000,ABC Case,3912 BARDSTOWN RD,40218-0000,LOUISVILLE,KY,Closed,2017/11/21 13:57:58+00
397,95099,16ABC1040,1000,ABC Case,4948 DIXIE HWY,40216-0000,LOUISVILLE,KY,Closed,2016/02/26 12:21:17+00
398,95100,18ABC1264,1000,ABC Case,5404 BARDSTOWN RD,40291-0000,LOUISVILLE,KY,Closed,2018/11/26 16:33:23+00
399,95101,16ABC1055,1000,ABC Case,150 W WASHINGTON ST,40202-0000,LOUISVILLE,KY,Closed,2016/03/18 20:22:46+00
