X,Y,OBJECTID,DIRECTION_ANGLE,DIRECTION_TYPE,IN_CT,LBAS_NO,SBAS_NO,SUBREGION,RBAS_NO,REGIONAL,MBAS_NO,MAJOR
898987.441567138,662726.852019146,1544,200,Outlet Direction,Yes,6025-08,6025,Farmill River,60,Housatonic Main Stem,6,Housatonic
901487.441488385,661310.185233057,1545,210,Outlet Direction,Yes,6025-10,6025,Farmill River,60,Housatonic Main Stem,6,Housatonic
897987.441598639,660435.18534264,1546,60,Outlet Direction,Yes,6025-09,6025,Farmill River,60,Housatonic Main Stem,6,Housatonic
854263.64879705,670105.570529386,1547,90,Outlet Direction,Yes,7108-01,7108,Mill River,71,Southwest Eastern,7,Southwest Coast
850367.815381393,666105.570655391,1548,60,Outlet Direction,Yes,7108-03,7108,Mill River,71,Southwest Eastern,7,Southwest Coast
854201.148922056,664543.070499554,1549,110,Outlet Direction,Yes,7108-02,7108,Mill River,71,Southwest Eastern,7,Southwest Coast
858721.982071966,660355.570672482,1550,240,Outlet Direction,Yes,7108-04,7108,Mill River,71,Southwest Eastern,7,Southwest Coast
856492.815598547,653876.40384081,1551,70,Outlet Direction,Yes,7108-05,7108,Mill River,71,Southwest Eastern,7,Southwest Coast
862388.648623139,650605.570487469,1552,250,Outlet Direction,Yes,7108-07,7108,Mill River,71,Southwest Eastern,7,Southwest Coast
856680.315551639,652647.237335891,1553,90,Outlet Direction,Yes,7108-06,7108,Mill River,71,Southwest Eastern,7,Southwest Coast
859034.482103139,641918.070474058,1554,170,Outlet Direction,Yes,7108-09,7108,Mill River,71,Southwest Eastern,7,Southwest Coast
858388.648749143,641063.903875306,1555,105,Outlet Direction,Yes,7108-08,7108,Mill River,71,Southwest Eastern,7,Southwest Coast
854971.982026055,623209.737155899,1556,90,Outlet Direction,Yes,7108-10,7108,Mill River,71,Southwest Eastern,7,Southwest Coast
855388.648843631,620668.070651308,1557,145,Outlet Direction,Yes,7108-11,7108,Mill River,71,Southwest Eastern,7,Southwest Coast
854638.648703218,618834.737375721,1558,90,Outlet Direction,Yes,7108-12,7108,Mill River,71,Southwest Eastern,7,Southwest Coast
1144295.10121331,672296.531042472,1559,180,Outlet Direction,Yes,2000-42,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast
1141982.60124514,670567.364225224,1560,200,Coastal Direction,Yes,2000-43,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast
795386.976852477,666818.455384478,1561,45,Outlet Direction,Yes,7300-01,7300,Norwalk River,73,Norwalk,7,Southwest Coast
799470.310221225,676880.955272555,1562,115,Outlet Direction,Yes,7300-02,7300,Norwalk River,73,Norwalk,7,Southwest Coast
802657.810079798,672755.955320477,1563,25,Outlet Direction,Yes,7300-03,7300,Norwalk River,73,Norwalk,7,Southwest Coast
806678.643573552,659630.955323815,1564,0,Outlet Direction,Yes,7300-06,7300,Norwalk River,73,Norwalk,7,Southwest Coast
807366.143510893,664755.955244392,1565,55,Outlet Direction,Yes,7300-04,7300,Norwalk River,73,Norwalk,7,Southwest Coast
810616.143572554,660110.1220164,1566,215,Outlet Direction,Yes,7300-05,7300,Norwalk River,73,Norwalk,7,Southwest Coast
808449.476646051,658964.288678139,1567,100,Outlet Direction,Yes,7300-07,7300,Norwalk River,73,Norwalk,7,Southwest Coast
809574.476692632,656630.955418304,1568,55,Outlet Direction,Yes,7300-08,7300,Norwalk River,73,Norwalk,7,Southwest Coast
813699.476644725,656755.955168307,1569,190,Outlet Direction,Yes,7300-09,7300,Norwalk River,73,Norwalk,7,Southwest Coast
871133.98480697,810970.78781414,1570,320,Outlet Direction,Yes,6705-10,6705,Bantam River,67,Shepaug,6,Housatonic
857175.651831299,811116.620855808,1571,325,Outlet Direction,Yes,6705-16,6705,Bantam River,67,Shepaug,6,Housatonic
859571.484966144,811845.787704557,1572,290,Outlet Direction,Yes,6705-15,6705,Bantam River,67,Shepaug,6,Housatonic
863800.651704639,817533.287812471,1573,340,Outlet Direction,Yes,6705-13,6705,Bantam River,67,Shepaug,6,Housatonic
864175.651610807,824824.954331473,1574,155,Outlet Direction,Yes,6705-11,6705,Bantam River,67,Shepaug,6,Housatonic
863883.984871298,820741.620962724,1575,140,Outlet Direction,Yes,6705-12,6705,Bantam River,67,Shepaug,6,Housatonic
858425.651627883,814720.787860066,1576,120,Outlet Direction,Yes,6705-14,6705,Bantam River,67,Shepaug,6,Housatonic
886008.984912559,870866.621106222,1577,135,Outlet Direction,Yes,6904-02,6904,West Branch Naugatuck River,69,Naugatuck,6,Housatonic
887821.484896466,871429.120965481,1578,50,Outlet Direction,Yes,6904-01,6904,West Branch Naugatuck River,69,Naugatuck,6,Housatonic
887696.484818384,870137.454257473,1579,350,Outlet Direction,Yes,6904-03,6904,West Branch Naugatuck River,69,Naugatuck,6,Housatonic
1028724.71326005,861337.168052316,1580,190,Main Stem Direction,Yes,4000-00,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut
1027974.71311964,831191.334643304,1581,165,Main Stem Direction,Yes,4000-00,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut
1035245.54634698,800420.501500055,1582,190,Main Stem Direction,Yes,4000-00,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut
1030037.21325973,766462.16784206,1583,100,Main Stem Direction,Yes,4000-00,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut
1054808.04659197,750816.334632471,1584,180,Main Stem Direction,Yes,4000-00,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut
1077078.87967488,724503.834764138,1585,150,Main Stem Direction,Yes,4000-00,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut
1100683.04637723,696420.501495227,1586,170,Main Stem Direction,Yes,4000-00,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut
1013154.72077805,912230.590543479,1587,80,Main Stem Direction,Yes,4100-00,4100,Stony Brook,41,Stony Brook,4,Connecticut
1253996.64591739,923740.020936638,1588,190,Main Stem Direction,Yes,3400-00,3400,Fivemile River,34,Fivemile,3,Thames
1250934.1458088,901177.520786136,1589,200,Main Stem Direction,Yes,3400-00,3400,Fivemile River,34,Fivemile,3,Thames
1245892.47905488,882302.520806566,1590,230,Main Stem Direction,Yes,3400-00,3400,Fivemile River,34,Fivemile,3,Thames
1235371.64576589,865677.520920143,1591,180,Main Stem Direction,Yes,3400-00,3400,Fivemile River,34,Fivemile,3,Thames
1138369.9339298,915587.529039562,1592,200,Main Stem Direction,Yes,3104-00,3104,Roaring Brook,31,Willimantic,3,Thames
855477.698206216,897594.250065565,1593,315,Main Stem Direction,Yes,6200-00,6200,Hollenbeck River,62,Hollenbeck,6,Housatonic
965546.542044476,915031.187632561,1594,135,Main Stem Direction,Yes,4319-00,4319,West Branch Salmon Brook,43,Farmington,4,Connecticut
1177947.43646756,908659.193814889,1595,190,Main Stem Direction,Yes,3202-00,3202,Still River,32,Natchaug,3,Thames
1181509.9362323,892763.36044915,1596,180,Main Stem Direction,Yes,3202-05,3202,Still River,32,Natchaug,3,Thames
896143.323239639,905158.364858553,1597,120,Main Stem Direction,Yes,4302-00,4302,Mad River,43,Farmington,4,Connecticut
1185801.23408014,907467.530843899,1598,190,Main Stem Direction,Yes,3201-00,3201,Bungee Brook,32,Natchaug,3,Thames
1156254.11338447,893951.705185309,1599,170,Main Stem Direction,Yes,3206-00,3206,Mount Hope River,32,Natchaug,3,Thames
1157533.34310947,865028.51171948,1600,180,Main Stem Direction,Yes,3206-00,3206,Mount Hope River,32,Natchaug,3,Thames
1121901.13287798,895552.513007313,1601,150,Main Stem Direction,Yes,3100-00,3100,Willimantic River,31,Willimantic,3,Thames
1122192.79961747,867885.846227899,1602,190,Main Stem Direction,Yes,3100-00,3100,Willimantic River,31,Willimantic,3,Thames
1128234.46633989,842573.346328065,1603,150,Main Stem Direction,Yes,3100-00,3100,Willimantic River,31,Willimantic,3,Thames
1141447.74667181,888904.497760057,1604,180,Main Stem Direction,Yes,3207-00,3207,Fenton River,32,Natchaug,3,Thames
1139739.41347431,870175.33082214,1605,170,Main Stem Direction,Yes,3207-00,3207,Fenton River,32,Natchaug,3,Thames
1145551.91333222,850841.997769728,1606,150,Main Stem Direction,Yes,3207-00,3207,Fenton River,32,Natchaug,3,Thames
1201792.64566681,881250.245680138,1607,130,Main Stem Direction,Yes,3710-00,3710,Mashamoquet Brook,37,Quinebaug,3,Thames
1107326.33328748,875587.573278472,1608,180,Main Stem Direction,Yes,3106-00,3106,Skungamaug River,31,Willimantic,3,Thames
1108159.66659455,854920.906606644,1609,180,Main Stem Direction,Yes,3106-00,3106,Skungamaug River,31,Willimantic,3,Thames
975497.333166465,881088.908076316,1610,110,Main Stem Direction,Yes,4318-00,4318,Hop Brook,43,Farmington,4,Connecticut
1084854.86281055,877710.284912303,1611,260,Main Stem Direction,Yes,4500-00,4500,Hockanum River,45,Hockanum,4,Connecticut
1069479.86272073,868564.451497972,1612,190,Main Stem Direction,Yes,4500-00,4500,Hockanum River,45,Hockanum,4,Connecticut
1059521.52929097,851772.784950137,1613,220,Main Stem Direction,Yes,4500-00,4500,Hockanum River,45,Hockanum,4,Connecticut
928363.233537227,864964.507582396,1614,115,Main Stem Direction,Yes,4310-00,4310,Nepaug River,43,Farmington,4,Connecticut
1007550.38093689,856768.924236059,1615,165,Main Stem Direction,Yes,4404-00,4404,North Branch Park River,44,Park,4,Connecticut
878815.489785135,852516.969157308,1616,170,Main Stem Direction,Yes,6705-00,6705,Bantam River,67,Shepaug,6,Housatonic
883648.823294312,837016.968989387,1617,195,Main Stem Direction,Yes,6705-00,6705,Bantam River,67,Shepaug,6,Housatonic
864690.489819974,819162.80226998,1618,235,Main Stem Direction,Yes,6705-00,6705,Bantam River,67,Shepaug,6,Housatonic
888779.833701551,870911.198116809,1619,165,Main Stem Direction,Yes,6904-00,6904,West Branch Naugatuck River,69,Naugatuck,6,Housatonic
1173942.58325681,858199.291782141,1620,190,Main Stem Direction,Yes,3200-00,3200,Natchaug River,32,Natchaug,3,Thames
1147659.87827639,828718.485914484,1621,130,Outlet Direction,Yes,3208-03,3208,Sawmill Brook,32,Natchaug,3,Thames
1126675.01014122,838908.743749142,1622,135,Outlet Direction,Yes,3105-01,3105,Mill Brook,31,Willimantic,3,Thames
1126050.01040697,836887.910520479,1623,45,Outlet Direction,Yes,3105-02,3105,Mill Brook,31,Willimantic,3,Thames
822697.364160717,836032.522795558,1624,25,Outlet Direction,Yes,6012-02,6012,Kent Falls Brook,60,Housatonic Main Stem,6,Housatonic
821405.697452724,838511.689425141,1625,345,Outlet Direction,Yes,6012-01,6012,Kent Falls Brook,60,Housatonic Main Stem,6,Housatonic
1071719.92648205,843035.528474554,1626,235,Outlet Direction,Yes,4504-02,4504,South Fork Hockanum River,45,Hockanum,4,Connecticut
1040021.40228081,733012.249177724,1627,150,Outlet Direction,Yes,4014-07,4014,Higganum Creek,40,Connecticut Main Stem,4,Connecticut
966034.655569553,752378.225209475,1628,35,Outlet Direction,Yes,5200-08,5200,Quinnipiac River,52,Quinnipiac,5,South Central Coast
964409.655538723,758638.641822472,1629,115,Outlet Direction,Yes,5200-07,5200,Quinnipiac River,52,Quinnipiac,5,South Central Coast
1154702.44489989,749262.22816065,1630,100,Outlet Direction,Yes,3001-01,3001,Trading Cove Brook,30,Thames Main Stem,3,Thames
1155056.61151439,750241.394837484,1631,140,Outlet Direction,Yes,3001-02,3001,Trading Cove Brook,30,Thames Main Stem,3,Thames
1097599.45674388,745938.826670974,1632,140,Outlet Direction,Yes,4710-05,4710,Moodus River,47,Salmon,4,Connecticut
1099995.2902068,746001.326545984,1633,210,Outlet Direction,Yes,4710-04,4710,Moodus River,47,Salmon,4,Connecticut
1099057.7901133,741084.659870148,1634,20,Outlet Direction,Yes,4710-02,4710,Moodus River,47,Salmon,4,Connecticut
1097203.62354605,742167.993333399,1635,35,Outlet Direction,Yes,4710-03,4710,Moodus River,47,Salmon,4,Connecticut
1095141.12340598,736626.326595232,1636,345,Outlet Direction,Yes,4710-01,4710,Moodus River,47,Salmon,4,Connecticut
1090182.7901468,750251.326576144,1637,210,Outlet Direction,Yes,4710-06,4710,Moodus River,47,Salmon,4,Connecticut
1085932.79011664,747980.493519396,1638,200,Outlet Direction,Yes,4710-07,4710,Moodus River,47,Salmon,4,Connecticut
1082745.29025805,746772.159978062,1639,190,Outlet Direction,Yes,4710-08,4710,Moodus River,47,Salmon,4,Connecticut
1080349.45679514,741522.159979388,1640,305,Outlet Direction,Yes,4710-09,4710,Moodus River,47,Salmon,4,Connecticut
1234364.53098223,760000.849071816,1641,10,Outlet Direction,Yes,3600-06,3600,Pachaug River,36,Pachaug,3,Thames
1226010.36429164,767167.515840814,1642,0,Outlet Direction,Yes,3600-07,3600,Pachaug River,36,Pachaug,3,Thames
1223427.03087564,773792.515714139,1643,35,Outlet Direction,Yes,3600-09,3600,Pachaug River,36,Pachaug,3,Thames
1220677.03079823,782896.68254514,1644,325,Outlet Direction,Yes,3600-11,3600,Pachaug River,36,Pachaug,3,Thames
1214864.53094031,782584.182513982,1645,345,Outlet Direction,Yes,3600-12,3600,Pachaug River,36,Pachaug,3,Thames
996963.476257727,784733.564041972,1646,120,Outlet Direction,Yes,4601-01,4601,Belcher Brook,46,Mattabesset,4,Connecticut
997088.476335809,788337.730718151,1647,45,Outlet Direction,Yes,4601-02,4601,Belcher Brook,46,Mattabesset,4,Connecticut
1064693.46153238,781385.93950364,1648,150,Outlet Direction,Yes,4709-02,4709,Pine Brook,47,Salmon,4,Connecticut
1065151.79460523,776031.772718564,1649,60,Outlet Direction,Yes,4709-03,4709,Pine Brook,47,Salmon,4,Connecticut
1060714.29462197,768698.439288139,1650,205,Outlet Direction,Yes,4709-01,4709,Pine Brook,47,Salmon,4,Connecticut
1065547.62813114,766969.27279897,1651,165,Outlet Direction,Yes,4709-05,4709,Pine Brook,47,Salmon,4,Connecticut
1065755.96137589,763490.106200889,1652,315,Outlet Direction,Yes,4709-06,4709,Pine Brook,47,Salmon,4,Connecticut
1063443.46140772,754302.606203228,1653,205,Outlet Direction,Yes,4709-04,4709,Pine Brook,47,Salmon,4,Connecticut
1067276.79462031,751573.439417481,1654,180,Outlet Direction,Yes,4709-07,4709,Pine Brook,47,Salmon,4,Connecticut
1069464.29483847,745010.93941915,1655,110,Outlet Direction,Yes,4709-08,4709,Pine Brook,47,Salmon,4,Connecticut
1113493.46826288,779518.669616148,1656,215,Outlet Direction,Yes,4702-01,4702,Judd Brook,47,Salmon,4,Connecticut
1109493.46806081,780664.502954394,1657,200,Outlet Direction,Yes,4702-02,4702,Judd Brook,47,Salmon,4,Connecticut
971613.501039132,773488.732857138,1658,235,Outlet Direction,Yes,5203-01,5203,Misery Brook,52,Quinnipiac,5,South Central Coast
1124554.92645489,772324.263401315,1659,180,Outlet Direction,Yes,3903-01,3903,Sherman Brook,39,Yantic,3,Thames
1127679.92643847,769157.596834391,1660,55,Outlet Direction,Yes,3903-03,3903,Sherman Brook,39,Yantic,3,Thames
1131638.25972913,768532.59677206,1661,35,Outlet Direction,Yes,3903-05,3903,Sherman Brook,39,Yantic,3,Thames
1127304.9265323,771282.596849471,1662,165,Outlet Direction,Yes,3903-02,3903,Sherman Brook,39,Yantic,3,Thames
1130638.25976063,770532.596709058,1663,180,Outlet Direction,Yes,3903-04,3903,Sherman Brook,39,Yantic,3,Thames
1050411.96516106,779851.026562974,1664,345,Outlet Direction,Yes,4012-01,4012,Carr Brook,40,Connecticut Main Stem,4,Connecticut
1043807.79857939,778309.360026896,1665,0,Outlet Direction,Yes,4012-02,4012,Carr Brook,40,Connecticut Main Stem,4,Connecticut
1142068.93342155,769770.394821391,1666,180,Outlet Direction,Yes,3900-02,3900,Yantic River,39,Yantic,3,Thames
1141485.60027064,768020.394712478,1667,15,Outlet Direction,Yes,3900-01,3900,Yantic River,39,Yantic,3,Thames
1143548.10008264,770416.228175387,1668,190,Outlet Direction,Yes,3900-03,3900,Yantic River,39,Yantic,3,Thames
1147235.60025355,771332.894977227,1669,150,Outlet Direction,Yes,3900-04,3900,Yantic River,39,Yantic,3,Thames
1149652.26668005,773312.061294481,1670,150,Outlet Direction,Yes,3900-06,3900,Yantic River,39,Yantic,3,Thames
1150173.10028405,770374.561592057,1671,315,Outlet Direction,Yes,3900-05,3900,Yantic River,39,Yantic,3,Thames
1159152.26670888,768812.061436221,1672,220,Outlet Direction,Yes,3900-07,3900,Yantic River,39,Yantic,3,Thames
1167443.93352447,768603.72819148,1673,150,Outlet Direction,Yes,3900-08,3900,Yantic River,39,Yantic,3,Thames
1168548.10027939,765937.061280727,1674,35,Outlet Direction,Yes,3900-09,3900,Yantic River,39,Yantic,3,Thames
1171277.26673706,767749.561592728,1675,195,Outlet Direction,Yes,3900-10,3900,Yantic River,39,Yantic,3,Thames
1177402.26695423,762541.228177398,1676,195,Outlet Direction,Yes,3900-11,3900,Yantic River,39,Yantic,3,Thames
1180131.43341188,761499.561625555,1677,150,Outlet Direction,Yes,3900-14,3900,Yantic River,39,Yantic,3,Thames
1180839.76696897,760895.394854888,1678,250,Outlet Direction,Yes,3900-13,3900,Yantic River,39,Yantic,3,Thames
1175860.60009006,765263.450423226,1679,150,Outlet Direction,Yes,3900-12,3900,Yantic River,39,Yantic,3,Thames
954381.711027727,767339.446599305,1680,180,Outlet Direction,Yes,5202-05,5202,Tenmile River,52,Quinnipiac,5,South Central Coast
955965.044147134,762485.280126557,1681,180,Outlet Direction,Yes,5202-08,5202,Tenmile River,52,Quinnipiac,5,South Central Coast
953735.877673715,766568.613495305,1682,75,Outlet Direction,Yes,5202-06,5202,Tenmile River,52,Quinnipiac,5,South Central Coast
955215.044334799,761339.446788311,1683,75,Outlet Direction,Yes,5202-09,5202,Tenmile River,52,Quinnipiac,5,South Central Coast
958590.044146478,761401.946663305,1684,350,Outlet Direction,Yes,5202-10,5202,Tenmile River,52,Quinnipiac,5,South Central Coast
951444.210997224,756776.946726978,1685,120,Outlet Direction,Yes,5202-04,5202,Tenmile River,52,Quinnipiac,5,South Central Coast
943006.710811883,751964.446837559,1686,120,Outlet Direction,Yes,5202-03,5202,Tenmile River,52,Quinnipiac,5,South Central Coast
948277.544430301,750985.280160725,1687,55,Outlet Direction,Yes,5202-02,5202,Tenmile River,52,Quinnipiac,5,South Central Coast
944923.377582222,743547.779943898,1688,90,Outlet Direction,Yes,5202-01,5202,Tenmile River,52,Quinnipiac,5,South Central Coast
954985.877798393,767256.113432646,1689,215,Outlet Direction,Yes,5202-07,5202,Tenmile River,52,Quinnipiac,5,South Central Coast
794032.519587636,770072.615345553,1690,90,Outlet Direction,Yes,6401-02,6401,Sawmill Brook,64,Candlewood,6,Housatonic
794574.186155215,770905.94865264,1691,40,Outlet Direction,Yes,6401-01,6401,Sawmill Brook,64,Candlewood,6,Housatonic
1006812.53628397,761799.859581396,1692,55,Outlet Direction,Yes,4604-02,4604,Sawmill Brook,46,Mattabesset,4,Connecticut
1004395.86985748,767383.192902893,1693,335,Outlet Direction,Yes,4604-01,4604,Sawmill Brook,46,Mattabesset,4,Connecticut
1009583.36965306,773674.859453395,1694,325,Outlet Direction,Yes,4604-03,4604,Sawmill Brook,46,Mattabesset,4,Connecticut
790341.203479469,739549.521208137,1695,180,Outlet Direction,Yes,8103-02,8103,East Branch Croton River,81,Croton,8,Hudson
785737.036834806,742737.021066725,1696,285,Outlet Direction,Yes,8103-01,8103,East Branch Croton River,81,Croton,8,Hudson
1228548.81098638,750850.867043734,1697,345,Outlet Direction,Yes,3716-01,3716,Broad Brook,37,Quinebaug,3,Thames
946896.324423715,805661.931962058,1698,170,Outlet Direction,Yes,4315-05,4315,Pequabuck River,43,Farmington,4,Connecticut
944146.324346304,805536.931883976,1699,60,Outlet Direction,Yes,4315-04,4315,Pequabuck River,43,Farmington,4,Connecticut
944937.991070047,800995.265114307,1700,340,Outlet Direction,Yes,4315-09,4315,Pequabuck River,43,Farmington,4,Connecticut
948917.157652393,804141.098389566,1701,45,Outlet Direction,Yes,4315-08,4315,Pequabuck River,43,Farmington,4,Connecticut
958208.824108392,804724.431868553,1702,350,Outlet Direction,Yes,4315-10,4315,Pequabuck River,43,Farmington,4,Connecticut
966396.324137554,808474.431914479,1703,135,Outlet Direction,Yes,4315-11,4315,Pequabuck River,43,Farmington,4,Connecticut
970687.991079137,810703.598387897,1704,350,Outlet Direction,Yes,4315-12,4315,Pequabuck River,43,Farmington,4,Connecticut
971312.990813389,814099.431819305,1705,180,Outlet Direction,Yes,4315-13,4315,Pequabuck River,43,Farmington,4,Connecticut
968229.657741219,817099.431724817,1706,150,Outlet Direction,Yes,4315-14,4315,Pequabuck River,43,Farmington,4,Connecticut
974396.324213639,819974.43188031,1707,285,Outlet Direction,Yes,4315-15,4315,Pequabuck River,43,Farmington,4,Connecticut
900412.129662633,813669.340815976,1708,140,Outlet Direction,Yes,6909-02,6909,Northfield Brook,69,Naugatuck,6,Housatonic
904016.296338812,814940.174232304,1709,165,Outlet Direction,Yes,6909-03,6909,Northfield Brook,69,Naugatuck,6,Housatonic
906620.463046476,813044.340753645,1710,220,Outlet Direction,Yes,6909-04,6909,Northfield Brook,69,Naugatuck,6,Housatonic
903307.962781727,814315.174169973,1711,90,Outlet Direction,Yes,6909-01,6909,Northfield Brook,69,Naugatuck,6,Housatonic
1002766.17068906,820353.342211723,1712,130,Outlet Direction,Yes,4402-01,4402,Piper Brook,44,Park,4,Connecticut
1006016.17075072,813645.008843645,1713,235,Outlet Direction,Yes,4402-05,4402,Piper Brook,44,Park,4,Connecticut
1007182.83738063,821603.342336386,1714,35,Outlet Direction,Yes,4402-04,4402,Piper Brook,44,Park,4,Connecticut
1007703.67098464,806249.175538227,1715,320,Outlet Direction,Yes,4402-03,4402,Piper Brook,44,Park,4,Connecticut
1007203.67100039,807624.175412893,1716,270,Outlet Direction,Yes,4402-02,4402,Piper Brook,44,Park,4,Connecticut
997495.337398723,811957.508937806,1717,100,Outlet Direction,Yes,4401-03,4401,Bass Brook,44,Park,4,Connecticut
992391.170769811,818624.175394475,1718,130,Outlet Direction,Yes,4401-01,4401,Bass Brook,44,Park,4,Connecticut
996891.170956135,816311.675426304,1719,180,Outlet Direction,Yes,4401-02,4401,Bass Brook,44,Park,4,Connecticut
1019701.48458739,809333.666416481,1720,105,Outlet Direction,Yes,4010-02,4010,Goff Brook,40,Connecticut Main Stem,4,Connecticut
1026243.15129405,806750.333000481,1721,45,Outlet Direction,Yes,4010-06,4010,Goff Brook,40,Connecticut Main Stem,4,Connecticut
1021930.65138888,807062.833031639,1722,0,Outlet Direction,Yes,4010-03,4010,Goff Brook,40,Connecticut Main Stem,4,Connecticut
1018076.48455656,805041.999474898,1723,35,Outlet Direction,Yes,4010-01,4010,Goff Brook,40,Connecticut Main Stem,4,Connecticut
1026680.65140331,807583.666307554,1724,0,Outlet Direction,Yes,4010-05,4010,Goff Brook,40,Connecticut Main Stem,4,Connecticut
1027284.81784588,809604.499536231,1725,0,Outlet Direction,Yes,4010-04,4010,Goff Brook,40,Connecticut Main Stem,4,Connecticut
806803.690567553,808755.051431984,1726,170,Outlet Direction,Yes,6016-02,6016,Womenshenuk Brook,60,Housatonic Main Stem,6,Housatonic
803366.190552801,810275.884676397,1727,225,Outlet Direction,Yes,6016-01,6016,Womenshenuk Brook,60,Housatonic Main Stem,6,Housatonic
803220.357183054,802046.718063891,1728,240,Outlet Direction,Yes,6016-03,6016,Womenshenuk Brook,60,Housatonic Main Stem,6,Housatonic
1038659.95880947,815305.729931638,1729,240,Outlet Direction,Yes,4007-01,4007,Hubbard Brook,40,Connecticut Main Stem,4,Connecticut
1042576.6255168,810868.229948387,1730,285,Outlet Direction,Yes,4007-03,4007,Hubbard Brook,40,Connecticut Main Stem,4,Connecticut
1039014.12542397,811764.063458562,1731,240,Outlet Direction,Yes,4007-02,4007,Hubbard Brook,40,Connecticut Main Stem,4,Connecticut
1039472.45882489,809514.0633654,1732,295,Outlet Direction,Yes,4007-04,4007,Hubbard Brook,40,Connecticut Main Stem,4,Connecticut
1127856.65508763,801748.78427656,1733,90,Outlet Direction,Yes,3110-01,3110,Tenmile River,31,Willimantic,3,Thames
1134044.1551798,813790.45080997,1734,320,Outlet Direction,Yes,3110-02,3110,Tenmile River,31,Willimantic,3,Thames
1137773.32160597,816936.284085229,1735,345,Outlet Direction,Yes,3110-03,3110,Tenmile River,31,Willimantic,3,Thames
1137127.48825197,820352.950808316,1736,115,Outlet Direction,Yes,3110-04,3110,Tenmile River,31,Willimantic,3,Thames
1243226.69632871,815007.39621073,1737,290,Outlet Direction,Yes,3503-01,3503,Ekonk Brook,35,Moosup,3,Thames
1123311.09823389,813984.618072554,1738,115,Outlet Direction,Yes,3109-02,3109,Giffords Brook,31,Willimantic,3,Thames
1124873.59838971,812588.784578145,1739,0,Outlet Direction,Yes,3109-03,3109,Giffords Brook,31,Willimantic,3,Thames
1120081.93179198,810484.617854729,1740,0,Outlet Direction,Yes,3109-01,3109,Giffords Brook,31,Willimantic,3,Thames
1202200.01657122,808062.116138056,1741,200,Outlet Direction,Yes,3715-01,3715,Cory Brook,37,Quinebaug,3,Thames
1201512.51663388,805916.282831311,1742,75,Outlet Direction,Yes,3715-02,3715,Cory Brook,37,Quinebaug,3,Thames
1202470.85001905,806832.949633136,1743,180,Outlet Direction,Yes,3715-03,3715,Cory Brook,37,Quinebaug,3,Thames
1205950.01661713,800416.282676473,1744,190,Outlet Direction,Yes,3715-05,3715,Cory Brook,37,Quinebaug,3,Thames
1204158.34992489,800937.116280481,1745,90,Outlet Direction,Yes,3715-04,3715,Cory Brook,37,Quinebaug,3,Thames
1088816.92247172,804464.335603982,1746,115,Outlet Direction,Yes,4706-02,4706,Fawn Brook,47,Salmon,4,Connecticut
1092087.75582506,804110.16898948,1747,245,Outlet Direction,Yes,4706-03,4706,Fawn Brook,47,Salmon,4,Connecticut
1093004.4222988,790214.335560724,1748,155,Outlet Direction,Yes,4706-01,4706,Fawn Brook,47,Salmon,4,Connecticut
1091483.58905439,787110.16886881,1749,120,Outlet Direction,Yes,4706-04,4706,Fawn Brook,47,Salmon,4,Connecticut
809020.153326228,798134.892226145,1750,50,Outlet Direction,Yes,6501-01,6501,Merryall Brook,65,Aspetuck,6,Housatonic
973034.65567714,806044.891826063,1751,180,Outlet Direction,Yes,5200-01,5200,Quinnipiac River,52,Quinnipiac,5,South Central Coast
963763.822184727,794544.891860232,1752,165,Outlet Direction,Yes,5200-03,5200,Quinnipiac River,52,Quinnipiac,5,South Central Coast
967805.488970131,796649.058583647,1753,285,Outlet Direction,Yes,5200-02,5200,Quinnipiac River,52,Quinnipiac,5,South Central Coast
962805.489127636,790524.058694556,1754,70,Outlet Direction,Yes,5200-04,5200,Quinnipiac River,52,Quinnipiac,5,South Central Coast
966138.822355971,784024.058571219,1755,320,Outlet Direction,Yes,5200-05,5200,Quinnipiac River,52,Quinnipiac,5,South Central Coast
966972.155663058,758774.058546394,1756,270,Outlet Direction,Yes,5200-06,5200,Quinnipiac River,52,Quinnipiac,5,South Central Coast
986367.988918558,741805.308691308,1757,300,Outlet Direction,Yes,5200-11,5200,Quinnipiac River,52,Quinnipiac,5,South Central Coast
982347.155752882,740055.308582395,1758,235,Outlet Direction,Yes,5200-10,5200,Quinnipiac River,52,Quinnipiac,5,South Central Coast
978597.155706972,733721.97512047,1759,65,Outlet Direction,Yes,5200-12,5200,Quinnipiac River,52,Quinnipiac,5,South Central Coast
980242.989029467,734159.475229725,1760,225,Outlet Direction,Yes,5200-13,5200,Quinnipiac River,52,Quinnipiac,5,South Central Coast
974222.155598715,724888.641737312,1761,105,Outlet Direction,Yes,5200-14,5200,Quinnipiac River,52,Quinnipiac,5,South Central Coast
