X,Y,OBJECTID,DIRECTION_ANGLE,DIRECTION_TYPE,IN_CT,LBAS_NO,SBAS_NO,SUBREGION,RBAS_NO,REGIONAL,MBAS_NO,MAJOR
1072458.95912471,750848.235159233,2363,135,Outlet Direction,Yes,4700-09,4700,Salmon River,47,Salmon,4,Connecticut
1076042.29250923,736119.06842339,2364,260,Outlet Direction,Yes,4700-11,4700,Salmon River,47,Salmon,4,Connecticut
1070623.02152364,742588.68638964,2365,35,Outlet Direction,Yes,4700-10,4700,Salmon River,47,Salmon,4,Connecticut
856323.676829219,759766.275065899,2366,270,Outlet Direction,Yes,6706-01,6706,Jacks Brook,67,Shepaug,6,Housatonic
848198.67700313,755328.775082648,2367,205,Outlet Direction,Yes,6706-02,6706,Jacks Brook,67,Shepaug,6,Housatonic
1096272.68905622,761135.516749978,2368,215,Outlet Direction,Yes,4704-01,4704,Pine Brook,47,Salmon,4,Connecticut
1129122.37007588,757766.824340388,2369,60,Outlet Direction,Yes,3904-01,3904,Deep River,39,Yantic,3,Thames
1129101.53678422,756308.490970984,2370,105,Outlet Direction,Yes,3904-02,3904,Deep River,39,Yantic,3,Thames
1130997.3699348,753933.491127804,2371,0,Outlet Direction,Yes,3904-03,3904,Deep River,39,Yantic,3,Thames
1135789.03686064,756808.490955234,2372,350,Outlet Direction,Yes,3904-04,3904,Deep River,39,Yantic,3,Thames
1135143.20350663,758954.324261978,2373,90,Outlet Direction,Yes,3904-05,3904,Deep River,39,Yantic,3,Thames
994141.749945804,760411.009668812,2374,190,Outlet Direction,Yes,5206-03,5206,Harbor Brook,52,Quinnipiac,5,South Central Coast
994933.416669548,759973.509887651,2375,260,Outlet Direction,Yes,5206-01,5206,Harbor Brook,52,Quinnipiac,5,South Central Coast
994245.916732222,759473.509903386,2376,350,Outlet Direction,Yes,5206-02,5206,Harbor Brook,52,Quinnipiac,5,South Central Coast
1247369.15425114,768277.378450483,2377,240,Outlet Direction,Yes,3603-02,3603,Denison Brook,36,Pachaug,3,Thames
1251910.8210208,760381.545160815,2378,215,Outlet Direction,Yes,3603-01,3603,Denison Brook,36,Pachaug,3,Thames
894923.489393219,766588.505187809,2379,155,Outlet Direction,Yes,6916-03,6916,Hop Brook,69,Naugatuck,6,Housatonic
900048.488985717,761880.171756729,2380,120,Outlet Direction,Yes,6916-04,6916,Hop Brook,69,Naugatuck,6,Housatonic
896985.989205226,767192.671630397,2381,100,Outlet Direction,Yes,6916-01,6916,Hop Brook,69,Naugatuck,6,Housatonic
894277.656039223,764151.005141556,2382,315,Outlet Direction,Yes,6916-02,6916,Hop Brook,69,Naugatuck,6,Housatonic
901798.489094645,756338.505018562,2383,90,Outlet Direction,Yes,6916-05,6916,Hop Brook,69,Naugatuck,6,Housatonic
905506.822557226,759526.005205229,2384,155,Outlet Direction,Yes,6916-07,6916,Hop Brook,69,Naugatuck,6,Housatonic
903777.656068057,752234.338358149,2385,80,Outlet Direction,Yes,6916-08,6916,Hop Brook,69,Naugatuck,6,Housatonic
909715.156004056,749421.838405728,2386,15,Outlet Direction,Yes,6916-09,6916,Hop Brook,69,Naugatuck,6,Housatonic
904756.822744891,754151.005128473,2387,165,Outlet Direction,Yes,6916-06,6916,Hop Brook,69,Naugatuck,6,Housatonic
911777.655816048,751817.671868637,2388,200,Outlet Direction,Yes,6916-11,6916,Hop Brook,69,Naugatuck,6,Housatonic
915090.156080797,744651.005099639,2389,115,Outlet Direction,Yes,6916-12,6916,Hop Brook,69,Naugatuck,6,Housatonic
909967.470788136,752846.221320733,2390,180,Outlet Direction,Yes,6916-10,6916,Hop Brook,69,Naugatuck,6,Housatonic
1015126.95895955,714977.197649479,2391,20,Outlet Direction,Yes,4607-01,4607,Coginchaug River,46,Mattabesset,4,Connecticut
1016772.79228206,719268.864262983,2392,290,Outlet Direction,Yes,4607-02,4607,Coginchaug River,46,Mattabesset,4,Connecticut
1018939.45888047,725956.364339396,2393,305,Outlet Direction,Yes,4607-03,4607,Coginchaug River,46,Mattabesset,4,Connecticut
1016481.12554255,733393.864228144,2394,345,Outlet Direction,Yes,4607-06,4607,Coginchaug River,46,Mattabesset,4,Connecticut
1015585.29236047,731727.197613969,2395,25,Outlet Direction,Yes,4607-05,4607,Coginchaug River,46,Mattabesset,4,Connecticut
1015085.29237622,733060.530905306,2396,115,Outlet Direction,Yes,4607-04,4607,Coginchaug River,46,Mattabesset,4,Connecticut
1016481.12554255,738623.030935138,2397,220,Outlet Direction,Yes,4607-07,4607,Coginchaug River,46,Mattabesset,4,Connecticut
1011106.12579389,743477.197407886,2398,55,Outlet Direction,Yes,4607-08,4607,Coginchaug River,46,Mattabesset,4,Connecticut
1013481.12563705,745060.530855387,2399,245,Outlet Direction,Yes,4607-09,4607,Coginchaug River,46,Mattabesset,4,Connecticut
1010793.62576272,747227.197453812,2400,115,Outlet Direction,Yes,4607-10,4607,Coginchaug River,46,Mattabesset,4,Connecticut
1016814.45886539,753143.864098147,2401,325,Outlet Direction,Yes,4607-12,4607,Coginchaug River,46,Mattabesset,4,Connecticut
1018293.62552647,756164.697623387,2402,295,Outlet Direction,Yes,4607-13,4607,Coginchaug River,46,Mattabesset,4,Connecticut
1117556.60416546,930201.104143053,2403,180,Main Stem Direction,Yes,3102-00,3102,Middle River,31,Willimantic,3,Thames
971692.135724381,933203.000370219,2404,145,Main Stem Direction,Yes,4320-00,4320,Salmon Brook,43,Farmington,4,Connecticut
990442.135625884,910765.500625893,2405,165,Main Stem Direction,Yes,4320-00,4320,Salmon Brook,43,Farmington,4,Connecticut
1205354.01551256,930018.115663886,2406,165,Main Stem Direction,Yes,3708-01,3708,Little River,37,Quinebaug,3,Thames
1219520.68238914,904143.115576729,2407,145,Main Stem Direction,Yes,3708-00,3708,Little River,37,Quinebaug,3,Thames
868083.153966382,927030.408056647,2408,280,Main Stem Direction,Yes,6100-00,6100,Blackberry River,61,Blackberry,6,Housatonic
844978.987248302,933447.074685231,2409,310,Main Stem Direction,Yes,6100-00,6100,Blackberry River,61,Blackberry,6,Housatonic
1170084.04668255,926051.55502747,2410,200,Main Stem Direction,Yes,3203-00,3203,Bigelow Brook,32,Natchaug,3,Thames
1163375.71331447,910614.055062637,2411,175,Main Stem Direction,Yes,3203-00,3203,Bigelow Brook,32,Natchaug,3,Thames
1174250.71354605,886551.55528748,2412,165,Main Stem Direction,Yes,3203-00,3203,Bigelow Brook,32,Natchaug,3,Thames
1038391.3799503,919712.16809997,2413,180,Main Stem Direction,Yes,4000-00,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut
1035933.04661238,891649.668122724,2414,180,Main Stem Direction,Yes,4000-00,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut
1162671.75015546,840449.291521057,2415,230,Main Stem Direction,Yes,3200-00,3200,Natchaug River,32,Natchaug,3,Thames
1203613.45829813,862706.135786816,2416,150,Main Stem Direction,Yes,3711-00,3711,Blackwell Brook,37,Quinebaug,3,Thames
1216675.9584198,845976.969113976,2417,180,Main Stem Direction,Yes,3711-00,3711,Blackwell Brook,37,Quinebaug,3,Thames
848001.065193638,809032.092216477,2418,190,Main Stem Direction,Yes,6700-00,6700,Shepaug River,67,Shepaug,6,Housatonic
839605.231919721,777386.258854732,2419,190,Main Stem Direction,Yes,6700-00,6700,Shepaug River,67,Shepaug,6,Housatonic
920357.597973719,742319.887058482,2420,330,Outlet Direction,Yes,6915-04,6915,Fulling Mill Brook,69,Naugatuck,6,Housatonic
928315.931466475,745736.553781554,2421,170,Outlet Direction,Yes,6915-01,6915,Fulling Mill Brook,69,Naugatuck,6,Housatonic
926586.764649227,744965.720349476,2422,240,Outlet Direction,Yes,6915-02,6915,Fulling Mill Brook,69,Naugatuck,6,Housatonic
922315.931327388,745299.053672314,2423,200,Outlet Direction,Yes,6915-03,6915,Fulling Mill Brook,69,Naugatuck,6,Housatonic
953717.599166974,717710.743035391,2424,340,Outlet Direction,Yes,5301-06,5301,Willow Brook,53,South Central Western Complex,5,South Central Coast
949363.432678476,720210.742956638,2425,105,Outlet Direction,Yes,5301-05,5301,Willow Brook,53,South Central Western Complex,5,South Central Coast
955488.432567552,724189.909867063,2426,80,Outlet Direction,Yes,5301-04,5301,Willow Brook,53,South Central Western Complex,5,South Central Coast
952613.432740137,730148.243094727,2427,70,Outlet Direction,Yes,5301-03,5301,Willow Brook,53,South Central Western Complex,5,South Central Coast
950988.432709306,732314.909693137,2428,65,Outlet Direction,Yes,5301-02,5301,Willow Brook,53,South Central Western Complex,5,South Central Coast
951446.766110227,734585.743077978,2429,170,Outlet Direction,Yes,5301-01,5301,Willow Brook,53,South Central Western Complex,5,South Central Coast
1249199.19192964,737446.359403983,2430,105,Outlet Direction,Yes,1001-03,1001,Wyassup Brook,10,Pawcatuck Main Stem,1,Pawcatuck
1245720.02533156,731508.859467983,2431,90,Outlet Direction,Yes,1001-01,1001,Wyassup Brook,10,Pawcatuck Main Stem,1,Pawcatuck
1249761.69178888,726425.526130721,2432,195,Outlet Direction,Yes,1001-02,1001,Wyassup Brook,10,Pawcatuck Main Stem,1,Pawcatuck
796703.031306967,739728.57071881,2433,150,Outlet Direction,Yes,6402-02,6402,Ball Pond Brook,64,Candlewood,6,Housatonic
801750.102249548,732972.788298637,2434,205,Outlet Direction,Yes,6402-03,6402,Ball Pond Brook,64,Candlewood,6,Housatonic
798708.435760722,733222.788454816,2435,180,Outlet Direction,Yes,6402-01,6402,Ball Pond Brook,64,Candlewood,6,Housatonic
1134130.60874705,740497.124627888,2436,315,Outlet Direction,Yes,4801-01,4801,Harris Brook,48,Eightmile,4,Connecticut
1133401.4422264,733767.957968146,2437,260,Outlet Direction,Yes,4801-02,4801,Harris Brook,48,Eightmile,4,Connecticut
1135713.94219455,732934.624661058,2438,300,Outlet Direction,Yes,4801-03,4801,Harris Brook,48,Eightmile,4,Connecticut
1133172.27568997,733184.624489143,2439,0,Outlet Direction,Yes,4801-04,4801,Harris Brook,48,Eightmile,4,Connecticut
1171258.90522522,737882.211550638,2440,45,Outlet Direction,Yes,3005-02,3005,Stony Brook,30,Thames Main Stem,3,Thames
1172321.4053968,734132.211504728,2441,120,Outlet Direction,Yes,3005-04,3005,Stony Brook,30,Thames Main Stem,3,Thames
1173154.73870389,727298.878386647,2442,60,Outlet Direction,Yes,3005-05,3005,Stony Brook,30,Thames Main Stem,3,Thames
1176863.07183839,726923.8781524,2443,170,Outlet Direction,Yes,3005-06,3005,Stony Brook,30,Thames Main Stem,3,Thames
1176383.90547389,725882.211600557,2444,50,Outlet Direction,Yes,3005-01,3005,Stony Brook,30,Thames Main Stem,3,Thames
1173999.64613481,736176.192981064,2445,225,Outlet Direction,Yes,3005-03,3005,Stony Brook,30,Thames Main Stem,3,Thames
1232333.09803723,729953.343222067,2446,205,Outlet Direction,Yes,1004-02,1004,Shunock River,10,Pawcatuck Main Stem,1,Pawcatuck
1229228.9313453,732328.343065232,2447,180,Outlet Direction,Yes,1004-01,1004,Shunock River,10,Pawcatuck Main Stem,1,Pawcatuck
1228520.59811631,721849.176359564,2448,60,Outlet Direction,Yes,1004-05,1004,Shunock River,10,Pawcatuck Main Stem,1,Pawcatuck
1238062.26472847,722057.509604305,2449,0,Outlet Direction,Yes,1004-04,1004,Shunock River,10,Pawcatuck Main Stem,1,Pawcatuck
1236999.76455688,725286.676374316,2450,205,Outlet Direction,Yes,1004-03,1004,Shunock River,10,Pawcatuck Main Stem,1,Pawcatuck
1241645.59811297,723015.842989475,2451,185,Outlet Direction,Yes,1004-06,1004,Shunock River,10,Pawcatuck Main Stem,1,Pawcatuck
1243999.76466447,721328.34308365,2452,210,Outlet Direction,Yes,1004-07,1004,Shunock River,10,Pawcatuck Main Stem,1,Pawcatuck
1245166.43129438,714682.509590566,2453,135,Outlet Direction,Yes,1004-08,1004,Shunock River,10,Pawcatuck Main Stem,1,Pawcatuck
925639.512934804,731663.873593643,2454,245,Outlet Direction,Yes,6918-04,6918,Beacon Hill Brook,69,Naugatuck,6,Housatonic
928535.346053883,731913.873749807,2455,205,Outlet Direction,Yes,6918-03,6918,Beacon Hill Brook,69,Naugatuck,6,Housatonic
937577.012681797,735413.873639554,2456,190,Outlet Direction,Yes,6918-01,6918,Beacon Hill Brook,69,Naugatuck,6,Housatonic
932368.679594561,728851.373641223,2457,350,Outlet Direction,Yes,6918-02,6918,Beacon Hill Brook,69,Naugatuck,6,Housatonic
1002044.59732905,731783.463905647,2458,270,Outlet Direction,Yes,5208-03,5208,Muddy River,52,Quinnipiac,5,South Central Coast
996002.930606633,730470.963905975,2459,240,Outlet Direction,Yes,5208-02,5208,Muddy River,52,Quinnipiac,5,South Central Coast
994044.597252965,730679.297150731,2460,100,Outlet Direction,Yes,5208-01,5208,Muddy River,52,Quinnipiac,5,South Central Coast
992523.764008552,722345.963751808,2461,160,Outlet Direction,Yes,5208-05,5208,Muddy River,52,Quinnipiac,5,South Central Coast
995419.597455725,722470.96382989,2462,270,Outlet Direction,Yes,5208-04,5208,Muddy River,52,Quinnipiac,5,South Central Coast
991086.263930798,719720.963752478,2463,130,Outlet Direction,Yes,5208-06,5208,Muddy River,52,Quinnipiac,5,South Central Coast
989752.930639476,714429.297170475,2464,240,Outlet Direction,Yes,5208-07,5208,Muddy River,52,Quinnipiac,5,South Central Coast
981023.76404272,706345.963599637,2465,180,Outlet Direction,Yes,5208-08,5208,Muddy River,52,Quinnipiac,5,South Central Coast
980752.930594891,704429.297157392,2466,270,Outlet Direction,Yes,5208-09,5208,Muddy River,52,Quinnipiac,5,South Central Coast
980586.263933465,700845.963772893,2467,245,Outlet Direction,Yes,5208-10,5208,Muddy River,52,Quinnipiac,5,South Central Coast
975357.097226471,687908.463729307,2468,350,Outlet Direction,Yes,5208-12,5208,Muddy River,52,Quinnipiac,5,South Central Coast
973336.263997808,692387.630295888,2469,20,Outlet Direction,Yes,5208-11,5208,Muddy River,52,Quinnipiac,5,South Central Coast
1025316.65609981,736238.300796479,2470,260,Outlet Direction,Yes,4605-02,4605,Allyn Brook,46,Mattabesset,4,Connecticut
1024629.15616247,734613.300765648,2471,300,Outlet Direction,Yes,4605-03,4605,Allyn Brook,46,Mattabesset,4,Connecticut
1020149.98959589,734967.467380136,2472,180,Outlet Direction,Yes,4605-04,4605,Allyn Brook,46,Mattabesset,4,Connecticut
1020254.15605421,734259.134151146,2473,205,Outlet Direction,Yes,4605-01,4605,Allyn Brook,46,Mattabesset,4,Connecticut
1020420.82271564,733113.3008129,2474,305,Outlet Direction,Yes,4605-05,4605,Allyn Brook,46,Mattabesset,4,Connecticut
958749.441465467,736528.733942643,2475,255,Outlet Direction,Yes,5302-01,5302,Mill River,53,South Central Western Complex,5,South Central Coast
1157035.07442097,755409.636469483,2476,270,Outlet Direction,Yes,3906-09,3906,Gardner Brook,39,Yantic,3,Thames
1151035.07428189,761742.969931394,2477,170,Outlet Direction,Yes,3906-06,3906,Gardner Brook,39,Yantic,3,Thames
1152514.24094297,759409.636671558,2478,105,Outlet Direction,Yes,3906-05,3906,Gardner Brook,39,Yantic,3,Thames
1156618.40760338,757930.470010474,2479,25,Outlet Direction,Yes,3906-08,3906,Gardner Brook,39,Yantic,3,Thames
1160430.9075243,761492.96977523,2480,340,Outlet Direction,Yes,3906-10,3906,Gardner Brook,39,Yantic,3,Thames
1153972.57431239,759826.303161055,2481,195,Outlet Direction,Yes,3906-07,3906,Gardner Brook,39,Yantic,3,Thames
795664.385746464,701464.721065566,2482,125,Outlet Direction,Yes,6600-01,6600,Still River,66,Still,6,Housatonic
801768.55234389,698756.387571484,2483,280,Outlet Direction,Yes,6600-03,6600,Still River,66,Still,6,Housatonic
800976.885620132,699568.887586892,2484,0,Outlet Direction,Yes,6600-02,6600,Still River,66,Still,6,Housatonic
805122.719191968,705485.554231226,2485,0,Outlet Direction,Yes,6600-04,6600,Still River,66,Still,6,Housatonic
811664.385898635,715298.054291233,2486,115,Outlet Direction,Yes,6600-06,6600,Still River,66,Still,6,Housatonic
816143.552465215,714256.38773939,2487,50,Outlet Direction,Yes,6600-05,6600,Still River,66,Still,6,Housatonic
817872.718954384,719277.220873564,2488,135,Outlet Direction,Yes,6600-07,6600,Still River,66,Still,6,Housatonic
818789.385756224,720089.720888972,2489,170,Outlet Direction,Yes,6600-08,6600,Still River,66,Still,6,Housatonic
821685.219203383,720881.38761273,2490,25,Outlet Direction,Yes,6600-09,6600,Still River,66,Still,6,Housatonic
818122.719110548,740589.720899388,2491,25,Outlet Direction,Yes,6600-10,6600,Still River,66,Still,6,Housatonic
816101.885881886,755818.88761948,2492,75,Outlet Direction,Yes,6600-11,6600,Still River,66,Still,6,Housatonic
817664.385709643,758923.054311395,2493,90,Outlet Direction,Yes,6600-12,6600,Still River,66,Still,6,Housatonic
874838.211322382,752087.934779555,2494,200,Outlet Direction,Yes,6800-01,6800,Pomperaug River,68,Pomperaug,6,Housatonic
876421.544441804,750858.76827465,2495,280,Outlet Direction,Yes,6800-02,6800,Pomperaug River,68,Pomperaug,6,Housatonic
875213.211228549,744962.93492198,2496,315,Outlet Direction,Yes,6800-03,6800,Pomperaug River,68,Pomperaug,6,Housatonic
871775.711213797,740671.268308476,2497,220,Outlet Direction,Yes,6800-04,6800,Pomperaug River,68,Pomperaug,6,Housatonic
871609.044552386,737296.268168733,2498,270,Outlet Direction,Yes,6800-05,6800,Pomperaug River,68,Pomperaug,6,Housatonic
872713.211307302,734962.934908897,2499,340,Outlet Direction,Yes,6800-06,6800,Pomperaug River,68,Pomperaug,6,Housatonic
869567.378032058,730692.101587057,2500,315,Outlet Direction,Yes,6800-08,6800,Pomperaug River,68,Pomperaug,6,Housatonic
867942.378001228,735983.76816906,2501,125,Outlet Direction,Yes,6800-07,6800,Pomperaug River,68,Pomperaug,6,Housatonic
864400.711200058,731108.768076554,2502,240,Outlet Direction,Yes,6800-10,6800,Pomperaug River,68,Pomperaug,6,Housatonic
865359.044585228,729150.435050979,2503,335,Outlet Direction,Yes,6800-09,6800,Pomperaug River,68,Pomperaug,6,Housatonic
1256923.57215014,757843.291379064,2504,135,Outlet Direction,Yes,1002-01,1002,Green Fall River,10,Pawcatuck Main Stem,1,Pawcatuck
1258048.57219672,751655.79161498,2505,250,Outlet Direction,Yes,1002-02,1002,Green Fall River,10,Pawcatuck Main Stem,1,Pawcatuck
1256090.23884305,748197.457980484,2506,135,Outlet Direction,Yes,1002-03,1002,Green Fall River,10,Pawcatuck Main Stem,1,Pawcatuck
1256569.40553564,727197.457985803,2507,45,Outlet Direction,Yes,1002-04,1002,Green Fall River,10,Pawcatuck Main Stem,1,Pawcatuck
1258756.90542573,727384.958266973,2508,180,Outlet Direction,Yes,1002-05,1002,Green Fall River,10,Pawcatuck Main Stem,1,Pawcatuck
1204218.76942347,756651.00504972,2509,100,Outlet Direction,Yes,3717-01,3717,Choate Brook,37,Quinebaug,3,Thames
1203156.26925188,758317.671663895,2510,345,Outlet Direction,Yes,3717-02,3717,Choate Brook,37,Quinebaug,3,Thames
785169.260411307,747296.926645055,2511,130,Outlet Direction,No,8101-01,8101,Quaker Brook,81,Croton,8,Hudson
1031984.42130755,741689.375852317,2512,350,Outlet Direction,Yes,4013-01,4013,Sumner Brook,40,Connecticut Main Stem,4,Connecticut
1033401.08809364,744522.709424481,2513,330,Outlet Direction,Yes,4013-02,4013,Sumner Brook,40,Connecticut Main Stem,4,Connecticut
1032213.58817205,747251.875882149,2514,20,Outlet Direction,Yes,4013-03,4013,Sumner Brook,40,Connecticut Main Stem,4,Connecticut
1033088.58806247,751168.542589471,2515,285,Outlet Direction,Yes,4013-04,4013,Sumner Brook,40,Connecticut Main Stem,4,Connecticut
1035546.92140038,753418.542682648,2516,270,Outlet Direction,Yes,4013-07,4013,Sumner Brook,40,Connecticut Main Stem,4,Connecticut
1031630.25469306,754772.709265649,2517,55,Outlet Direction,Yes,4013-05,4013,Sumner Brook,40,Connecticut Main Stem,4,Connecticut
1027671.92140239,752710.209453642,2518,285,Outlet Direction,Yes,4013-09,4013,Sumner Brook,40,Connecticut Main Stem,4,Connecticut
955874.441638052,697424.56740047,2519,135,Outlet Direction,Yes,5302-06,5302,Mill River,53,South Central Western Complex,5,South Central Coast
1146374.49600464,738436.50014022,2520,10,Outlet Direction,Yes,3004-01,3004,Oxoboxo Brook,30,Thames Main Stem,3,Thames
1156853.66271031,734769.833260983,2521,100,Outlet Direction,Yes,3004-03,3004,Oxoboxo Brook,30,Thames Main Stem,3,Thames
1149978.6626808,737686.499999806,2522,55,Outlet Direction,Yes,3004-02,3004,Oxoboxo Brook,30,Thames Main Stem,3,Thames
1158749.49618897,735040.666708812,2523,165,Outlet Direction,Yes,3004-04,3004,Oxoboxo Brook,30,Thames Main Stem,3,Thames
1162520.32919846,730603.166725561,2524,90,Outlet Direction,Yes,3004-05,3004,Oxoboxo Brook,30,Thames Main Stem,3,Thames
979980.419016555,719223.901754484,2525,340,Outlet Direction,Yes,5207-01,5207,Wharton Brook,52,Quinnipiac,5,South Central Coast
976542.919001803,715473.901708558,2526,350,Outlet Direction,Yes,5207-02,5207,Wharton Brook,52,Quinnipiac,5,South Central Coast
1008455.08450806,729602.116890401,2527,75,Outlet Direction,Yes,4606-01,4606,Sawmill Brook,46,Mattabesset,4,Connecticut
1008246.75126331,733602.116764396,2528,90,Outlet Direction,Yes,4606-02,4606,Sawmill Brook,46,Mattabesset,4,Connecticut
893610.439853966,725430.861781478,2529,220,Outlet Direction,Yes,6920-01,6920,Little River,69,Naugatuck,6,Housatonic
900485.439883471,722889.195276886,2530,205,Outlet Direction,Yes,6920-04,6920,Little River,69,Naugatuck,6,Housatonic
900235.440055385,719389.195059061,2531,200,Outlet Direction,Yes,6920-03,6920,Little River,69,Naugatuck,6,Housatonic
901464.606560305,718805.861580059,2532,195,Outlet Direction,Yes,6920-05,6920,Little River,69,Naugatuck,6,Housatonic
893839.606718466,723264.195183054,2533,30,Outlet Direction,Yes,6920-02,6920,Little River,69,Naugatuck,6,Housatonic
901672.939805061,713285.02846165,2534,10,Outlet Direction,Yes,6920-06,6920,Little River,69,Naugatuck,6,Housatonic
903902.106606558,709660.028493807,2535,90,Outlet Direction,Yes,6920-07,6920,Little River,69,Naugatuck,6,Housatonic
905672.940007135,707805.861926556,2536,0,Outlet Direction,Yes,6920-08,6920,Little River,69,Naugatuck,6,Housatonic
1263810.06198606,729130.652282149,2537,145,Outlet Direction,No,1003-03,1003,Ashaway River,10,Pawcatuck Main Stem,1,Pawcatuck
1262310.06203331,724713.985590562,2538,225,Outlet Direction,No,1003-01,1003,Ashaway River,10,Pawcatuck Main Stem,1,Pawcatuck
1101329.44731539,733108.631858975,2539,235,Outlet Direction,Yes,4016-02,4016,Whalebone Creek,40,Connecticut Main Stem,4,Connecticut
1101600.28076322,729837.798505649,2540,105,Outlet Direction,Yes,4016-03,4016,Whalebone Creek,40,Connecticut Main Stem,4,Connecticut
1099975.28073239,725796.13172023,2541,65,Outlet Direction,Yes,4016-04,4016,Whalebone Creek,40,Connecticut Main Stem,4,Connecticut
1101725.28084131,723983.631736308,2542,240,Outlet Direction,Yes,4016-05,4016,Whalebone Creek,40,Connecticut Main Stem,4,Connecticut
1099996.11402406,720775.298586056,2543,225,Outlet Direction,Yes,4016-06,4016,Whalebone Creek,40,Connecticut Main Stem,4,Connecticut
1099746.11419597,717400.298446313,2544,325,Outlet Direction,Yes,4016-07,4016,Whalebone Creek,40,Connecticut Main Stem,4,Connecticut
1098641.94744106,715066.965186477,2545,290,Outlet Direction,Yes,4016-09,4016,Whalebone Creek,40,Connecticut Main Stem,4,Connecticut
1094246.11404113,715400.298509315,2546,280,Outlet Direction,Yes,4016-01,4016,Whalebone Creek,40,Connecticut Main Stem,4,Connecticut
1093704.44747356,717108.631706804,2547,190,Outlet Direction,Yes,4016-10,4016,Whalebone Creek,40,Connecticut Main Stem,4,Connecticut
1089829.44734955,714921.13181673,2548,165,Outlet Direction,Yes,4016-11,4016,Whalebone Creek,40,Connecticut Main Stem,4,Connecticut
1219266.20356739,730098.077840731,2549,170,Outlet Direction,Yes,2104-01,2104,Whitford Brook,21,Southeast Eastern Complex,2,Southeast Coast
1221078.70355131,724723.077763975,2550,210,Outlet Direction,Yes,2104-02,2104,Whitford Brook,21,Southeast Eastern Complex,2,Southeast Coast
1217432.8702918,707431.41123189,2551,200,Outlet Direction,Yes,2104-03,2104,Whitford Brook,21,Southeast Eastern Complex,2,Southeast Coast
1144131.52050371,730258.309803724,2552,180,Outlet Direction,Yes,2202-01,2202,Latimer Brook,22,Southeast Western Complex,2,Southeast Coast
1146944.02045614,728737.476231232,2553,225,Outlet Direction,Yes,2202-02,2202,Latimer Brook,22,Southeast Western Complex,2,Southeast Coast
1145819.02040955,720695.809571803,2554,310,Outlet Direction,Yes,2202-04,2202,Latimer Brook,22,Southeast Western Complex,2,Southeast Coast
1143985.68713397,724091.643003225,2555,75,Outlet Direction,Yes,2202-03,2202,Latimer Brook,22,Southeast Western Complex,2,Southeast Coast
1142652.35384263,721529.14287889,2556,135,Outlet Direction,Yes,2202-05,2202,Latimer Brook,22,Southeast Western Complex,2,Southeast Coast
1137839.85362513,712695.809823811,2557,120,Outlet Direction,Yes,2202-09,2202,Latimer Brook,22,Southeast Western Complex,2,Southeast Coast
1143235.68699355,715341.643114805,2558,80,Outlet Direction,Yes,2202-06,2202,Latimer Brook,22,Southeast Western Complex,2,Southeast Coast
1146819.02037805,712716.643115476,2559,260,Outlet Direction,Yes,2202-07,2202,Latimer Brook,22,Southeast Western Complex,2,Southeast Coast
1146298.18710214,704987.476487219,2560,190,Outlet Direction,Yes,2202-11,2202,Latimer Brook,22,Southeast Western Complex,2,Southeast Coast
1143444.02056639,707445.809825137,2561,125,Outlet Direction,Yes,2202-10,2202,Latimer Brook,22,Southeast Western Complex,2,Southeast Coast
1144048.18700898,709383.309559062,2562,165,Outlet Direction,Yes,2202-08,2202,Latimer Brook,22,Southeast Western Complex,2,Southeast Coast
1148464.85370055,702721.272686303,2563,200,Outlet Direction,Yes,2202-12,2202,Latimer Brook,22,Southeast Western Complex,2,Southeast Coast
1061433.46969281,728328.881247893,2564,5,Outlet Direction,Yes,4015-02,4015,Mill Creek,40,Connecticut Main Stem,4,Connecticut
1060737.75947006,729296.793354064,2565,90,Outlet Direction,Yes,4015-01,4015,Mill Creek,40,Connecticut Main Stem,4,Connecticut
1065298.84286755,729013.361178145,2566,340,Outlet Direction,Yes,4015-03,4015,Mill Creek,40,Connecticut Main Stem,4,Connecticut
1068110.12825547,730297.230329558,2567,25,Outlet Direction,Yes,4015-04,4015,Mill Creek,40,Connecticut Main Stem,4,Connecticut
1030193.85336639,724523.376063645,2568,170,Outlet Direction,Yes,5106-01,5106,Hammonasset River,51,South Central Eastern Complex,5,South Central Coast
1028527.18675222,719315.042648315,2569,270,Outlet Direction,Yes,5106-02,5106,Hammonasset River,51,South Central Eastern Complex,5,South Central Coast
1031443.85349105,723460.875892058,2570,240,Outlet Direction,Yes,5106-03,5106,Hammonasset River,51,South Central Eastern Complex,5,South Central Coast
1030048.01999664,718710.875877649,2571,190,Outlet Direction,Yes,5106-04,5106,Hammonasset River,51,South Central Eastern Complex,5,South Central Coast
1025693.85350814,713648.375832066,2572,110,Outlet Direction,Yes,5106-05,5106,Hammonasset River,51,South Central Eastern Complex,5,South Central Coast
1033152.18668856,712044.2090929,2573,210,Outlet Direction,Yes,5106-08,5106,Hammonasset River,51,South Central Eastern Complex,5,South Central Coast
832642.913495302,739246.389924645,2574,130,Main Stem Direction,Yes,6000-00,6000,Housatonic River,60,Housatonic Main Stem,6,Housatonic
859872.080165476,720663.056356475,2575,120,Main Stem Direction,Yes,6000-00,6000,Housatonic River,60,Housatonic Main Stem,6,Housatonic
