Votes,Prec. Count,Party,Dist. Type,Dist. Code,Contest Name,Cand. Num,Cand. Name,Vote For,Ref
0,1,REP,,,County Committeewoman BETHEL PARK WARD 8 DIST 4  (Prec-0,2,WRITE-IN,1,
33,1,REP,,,County Committeewoman BLAWNOX  (Prec-0069),1,Melina Brajovic,1,
1,1,REP,,,County Committeewoman BLAWNOX  (Prec-0069),2,WRITE-IN,1,
109,1,REP,,,County Committeewoman BRADFORD WOODS  (Prec-0078),1,Patricia M. Mirth,1,
100,1,REP,,,County Committeewoman BRADFORD WOODS  (Prec-0078),2,Victoria Laird-Pongrace,1,
0,1,REP,,,County Committeewoman BRADFORD WOODS  (Prec-0078),3,WRITE-IN,1,
84,1,REP,,,County Committeewoman COLLIER DIST 2  (Prec-0129),1,Rose Marie Schuler,1,
0,1,REP,,,County Committeewoman COLLIER DIST 2  (Prec-0129),2,WRITE-IN,1,
20,1,REP,,,County Committeewoman COLLIER DIST 4  (Prec-0131),1,Randy Philson,1,
0,1,REP,,,County Committeewoman COLLIER DIST 4  (Prec-0131),2,WRITE-IN,1,
88,1,REP,,,County Committeewoman CRESCENT WARD 1  (Prec-0145),1,Janet L. Niemeyer,1,
1,1,REP,,,County Committeewoman CRESCENT WARD 1  (Prec-0145),2,WRITE-IN,1,
73,1,REP,,,County Committeewoman ELIZABETH BR  (Prec-0183),1,Monica A. Douglas-Glowinski,1,
1,1,REP,,,County Committeewoman ELIZABETH BR  (Prec-0183),2,WRITE-IN,1,
115,1,REP,,,County Committeewoman ELIZABETH TP WARD 3  (Prec-0187),1,Roxanne M. Keefer,1,
2,1,REP,,,County Committeewoman ELIZABETH TP WARD 3  (Prec-0187),2,WRITE-IN,1,
77,1,REP,,,County Committeewoman FINDLAY DIST 1  (Prec-0203),1,Virginia R. Strouss,1,
0,1,REP,,,County Committeewoman FINDLAY DIST 1  (Prec-0203),2,WRITE-IN,1,
130,1,REP,,,County Committeewoman FINDLAY DIST 2  (Prec-0204),1,Janet L. Craig,1,
6,1,REP,,,County Committeewoman FINDLAY DIST 2  (Prec-0204),2,WRITE-IN,1,
106,1,REP,,,County Committeewoman FINDLAY DIST 3  (Prec-0205),1,Pam Peglow-Brady,1,
0,1,REP,,,County Committeewoman FINDLAY DIST 3  (Prec-0205),2,WRITE-IN,1,
54,1,REP,,,County Committeewoman FOREST HILLS DIST 3  (Prec-0208),1,Molly E. Onufer,1,
0,1,REP,,,County Committeewoman FOREST HILLS DIST 3  (Prec-0208),2,WRITE-IN,1,
55,1,REP,,,County Committeewoman FOREST HILLS DIST 8  (Prec-0213),1,Sandra L. O'Toole,1,
0,1,REP,,,County Committeewoman FOREST HILLS DIST 8  (Prec-0213),2,WRITE-IN,1,
172,1,REP,,,County Committeewoman FRANKLIN PK WARD 1 DIST 1  (Prec-0,1,Betty Gail Dietz,1,
0,1,REP,,,County Committeewoman FRANKLIN PK WARD 1 DIST 1  (Prec-0,2,WRITE-IN,1,
93,1,REP,,,County Committeewoman FRANKLIN PK WARD 1 DIST 3  (Prec-0,1,Laura A. Coombs,1,
1,1,REP,,,County Committeewoman FRANKLIN PK WARD 1 DIST 3  (Prec-0,2,WRITE-IN,1,
193,1,REP,,,County Committeewoman FRANKLIN PK WARD 2 DIST 1  (Prec-0,1,Carole Ciaio,1,
2,1,REP,,,County Committeewoman FRANKLIN PK WARD 2 DIST 1  (Prec-0,2,WRITE-IN,1,
172,1,REP,,,County Committeewoman FRANKLIN PK WARD 2 DIST 2  (Prec-0,1,Jane A. Hopey,1,
0,1,REP,,,County Committeewoman FRANKLIN PK WARD 2 DIST 2  (Prec-0,2,WRITE-IN,1,
139,1,REP,,,County Committeewoman FRANKLIN PK WARD 3 DIST 1  (Prec-0,1,Marianne Stearns,1,
0,1,REP,,,County Committeewoman FRANKLIN PK WARD 3 DIST 1  (Prec-0,2,WRITE-IN,1,
105,1,REP,,,County Committeewoman FRANKLIN PK WARD 3 DIST 2  (Prec-0,1,Carol Maffuccio,1,
0,1,REP,,,County Committeewoman FRANKLIN PK WARD 3 DIST 2  (Prec-0,2,WRITE-IN,1,
84,1,REP,,,County Committeewoman GREEN TREE DIST 2  (Prec-0240),1,Adele L. Bonassi,1,
2,1,REP,,,County Committeewoman GREEN TREE DIST 2  (Prec-0240),2,WRITE-IN,1,
40,1,REP,,,County Committeewoman GREEN TREE DIST 4  (Prec-0242),1,Virginia B. Roth,1,
0,1,REP,,,County Committeewoman GREEN TREE DIST 4  (Prec-0242),2,WRITE-IN,1,
128,1,REP,,,County Committeewoman HAMPTON DIST 1  (Prec-0243),1,Carol G. Russ,1,
29,1,REP,,,County Committeewoman HAMPTON DIST 1  (Prec-0243),2,Barbara Worsen,1,
1,1,REP,,,County Committeewoman HAMPTON DIST 1  (Prec-0243),3,WRITE-IN,1,
44,1,REP,,,County Committeewoman HAMPTON DIST 2  (Prec-0244),1,Shelia L. McLaughlin,1,
59,1,REP,,,County Committeewoman HAMPTON DIST 2  (Prec-0244),2,Kim Anna Antol,1,
0,1,REP,,,County Committeewoman HAMPTON DIST 2  (Prec-0244),3,WRITE-IN,1,
117,1,REP,,,County Committeewoman HAMPTON DIST 3  (Prec-0245),1,Debra Linke,1,
0,1,REP,,,County Committeewoman HAMPTON DIST 3  (Prec-0245),2,WRITE-IN,1,
45,1,REP,,,County Committeewoman HAMPTON DIST 4  (Prec-0246),1,Amy Bianconi,1,
0,1,REP,,,County Committeewoman HAMPTON DIST 4  (Prec-0246),2,WRITE-IN,1,
78,1,REP,,,County Committeewoman HAMPTON DIST 6  (Prec-0248),1,Lorraine R. Hudock,1,
1,1,REP,,,County Committeewoman HAMPTON DIST 6  (Prec-0248),2,WRITE-IN,1,
113,1,REP,,,County Committeewoman HAMPTON DIST 8  (Prec-0250),1,Martha Hunkele,1,
2,1,REP,,,County Committeewoman HAMPTON DIST 8  (Prec-0250),2,WRITE-IN,1,
121,1,REP,,,County Committeewoman HAMPTON DIST 9  (Prec-0251),1,Grace Deems,1,
36,1,REP,,,County Committeewoman HAMPTON DIST 9  (Prec-0251),2,Kim Anderson,1,
0,1,REP,,,County Committeewoman HAMPTON DIST 9  (Prec-0251),3,WRITE-IN,1,
105,1,REP,,,County Committeewoman HAMPTON DIST 10  (Prec-0252),1,Gina Donnelly,1,
1,1,REP,,,County Committeewoman HAMPTON DIST 10  (Prec-0252),2,WRITE-IN,1,
169,1,REP,,,County Committeewoman HAMPTON DIST 11  (Prec-0253),1,Alma Kolkman,1,
0,1,REP,,,County Committeewoman HAMPTON DIST 11  (Prec-0253),2,WRITE-IN,1,
83,1,REP,,,County Committeewoman HARMAR DIST 1  (Prec-0256),1,Linda H. Slomer,1,
1,1,REP,,,County Committeewoman HARMAR DIST 1  (Prec-0256),2,WRITE-IN,1,
28,1,REP,,,County Committeewoman HARMAR DIST 2  (Prec-0257),1,Karen A. Ewing,1,
0,1,REP,,,County Committeewoman HARMAR DIST 2  (Prec-0257),2,WRITE-IN,1,
23,1,REP,,,County Committeewoman HARMAR DIST 3  (Prec-0258),1,Thelma Jewart,1,
0,1,REP,,,County Committeewoman HARMAR DIST 3  (Prec-0258),2,WRITE-IN,1,
87,1,REP,,,County Committeewoman MARSHALL DIST 1  (Prec-0308),1,Linda Bishop,1,
1,1,REP,,,County Committeewoman MARSHALL DIST 1  (Prec-0308),2,WRITE-IN,1,
97,1,REP,,,County Committeewoman MARSHALL DIST 2  (Prec-0309),1,Diane E. Scavo,1,
2,1,REP,,,County Committeewoman MARSHALL DIST 2  (Prec-0309),2,WRITE-IN,1,
70,1,REP,,,County Committeewoman MARSHALL DIST 3  (Prec-0310),1,Linda J. Kelly,1,
0,1,REP,,,County Committeewoman MARSHALL DIST 3  (Prec-0310),2,WRITE-IN,1,
78,1,REP,,,County Committeewoman MARSHALL DIST 4  (Prec-0311),1,Sally Cunningham,1,
0,1,REP,,,County Committeewoman MARSHALL DIST 4  (Prec-0311),2,WRITE-IN,1,
82,1,REP,,,County Committeewoman MARSHALL DIST 5  (Prec-0312),1,Mary Ellen Esquino,1,
2,1,REP,,,County Committeewoman MARSHALL DIST 5  (Prec-0312),2,WRITE-IN,1,
82,1,REP,,,County Committeewoman MARSHALL DIST 6  (Prec-0313),1,Susan C. Edwards,1,
1,1,REP,,,County Committeewoman MARSHALL DIST 6  (Prec-0313),2,WRITE-IN,1,
137,1,REP,,,County Committeewoman MCCANDLESS WARD 1 DIST 1  (Prec-03,1,Barbara A. Childress,1,
0,1,REP,,,County Committeewoman MCCANDLESS WARD 1 DIST 1  (Prec-03,2,WRITE-IN,1,
89,1,REP,,,County Committeewoman MCCANDLESS WARD 1 DIST 2  (Prec-03,1,Kay W. Womsley,1,
0,1,REP,,,County Committeewoman MCCANDLESS WARD 1 DIST 2  (Prec-03,2,WRITE-IN,1,
86,1,REP,,,County Committeewoman MCCANDLESS WARD 1 DIST 3  (Prec-03,1,Cynthia Potter,1,
0,1,REP,,,County Committeewoman MCCANDLESS WARD 1 DIST 3  (Prec-03,2,WRITE-IN,1,
104,1,REP,,,County Committeewoman MCCANDLESS WARD 2 DIST 2  (Prec-03,1,Libby Blackburn,1,
0,1,REP,,,County Committeewoman MCCANDLESS WARD 2 DIST 2  (Prec-03,2,WRITE-IN,1,
92,1,REP,,,County Committeewoman MCCANDLESS WARD 2 DIST 3  (Prec-03,1,Cynthia Kirk,1,
0,1,REP,,,County Committeewoman MCCANDLESS WARD 2 DIST 3  (Prec-03,2,WRITE-IN,1,
107,1,REP,,,County Committeewoman MCCANDLESS WARD 3 DIST 2  (Prec-03,1,Frances F. Mazur,1,
3,1,REP,,,County Committeewoman MCCANDLESS WARD 3 DIST 2  (Prec-03,2,WRITE-IN,1,
128,1,REP,,,County Committeewoman MCCANDLESS WARD 3 DIST 3  (Prec-03,1,Darlene Krey,1,
0,1,REP,,,County Committeewoman MCCANDLESS WARD 3 DIST 3  (Prec-03,2,WRITE-IN,1,
83,1,REP,,,County Committeewoman MCCANDLESS WARD 4 DIST 2  (Prec-03,1,Debora J. Prady,1,
0,1,REP,,,County Committeewoman MCCANDLESS WARD 4 DIST 2  (Prec-03,2,WRITE-IN,1,
91,1,REP,,,County Committeewoman MCCANDLESS WARD 4 DIST 3  (Prec-03,1,Kimberly Kuhn,1,
0,1,REP,,,County Committeewoman MCCANDLESS WARD 4 DIST 3  (Prec-03,2,WRITE-IN,1,
105,1,REP,,,County Committeewoman MCCANDLESS WARD 5 DIST 1  (Prec-03,1,Janet Oliver,1,
1,1,REP,,,County Committeewoman MCCANDLESS WARD 5 DIST 1  (Prec-03,2,WRITE-IN,1,
121,1,REP,,,County Committeewoman MCCANDLESS WARD 5 DIST 2  (Prec-03,1,Tracy Mueller,1,
2,1,REP,,,County Committeewoman MCCANDLESS WARD 5 DIST 2  (Prec-03,2,WRITE-IN,1,
60,1,REP,,,County Committeewoman MCCANDLESS WARD 6 DIST 1  (Prec-03,1,Mary Jo LeDonne,1,
1,1,REP,,,County Committeewoman MCCANDLESS WARD 6 DIST 1  (Prec-03,2,WRITE-IN,1,
166,1,REP,,,County Committeewoman MCCANDLESS WARD 6 DIST 3  (Prec-03,1,Dawn Hart,1,
1,1,REP,,,County Committeewoman MCCANDLESS WARD 6 DIST 3  (Prec-03,2,WRITE-IN,1,
139,1,REP,,,County Committeewoman MCCANDLESS WARD 7 DIST 1  (Prec-03,1,Mallory B. Ries,1,
2,1,REP,,,County Committeewoman MCCANDLESS WARD 7 DIST 1  (Prec-03,2,WRITE-IN,1,
111,1,REP,,,County Committeewoman MCCANDLESS WARD 7 DIST 2  (Prec-03,1,Karen Shaheen,1,
26,1,REP,,,County Committeewoman MCCANDLESS WARD 7 DIST 2  (Prec-03,2,WRITE-IN,1,
68,1,REP,,,County Committeewoman MCCANDLESS WARD 7 DIST 3  (Prec-03,1,Mary D. Minnick,1,
0,1,REP,,,County Committeewoman MCCANDLESS WARD 7 DIST 3  (Prec-03,2,WRITE-IN,1,
126,1,REP,,,County Committeewoman MONROEVILLE WARD 3 DIST 1  (Prec-0,1,Geneva R. McKee,1,
0,1,REP,,,County Committeewoman MONROEVILLE WARD 3 DIST 1  (Prec-0,2,WRITE-IN,1,
38,1,REP,,,County Committeewoman MONROEVILLE WARD 4 DIST 1  (Prec-0,1,Marjorie L. Ward,1,
0,1,REP,,,County Committeewoman MONROEVILLE WARD 4 DIST 1  (Prec-0,2,WRITE-IN,1,
52,1,REP,,,County Committeewoman MONROEVILLE WARD 7 DIST 3  (Prec-0,1,Donna R. Shive,1,
0,1,REP,,,County Committeewoman MONROEVILLE WARD 7 DIST 3  (Prec-0,2,WRITE-IN,1,
61,1,REP,,,County Committeewoman MOON DIST 1  (Prec-0405),1,Beth Feather,1,
0,1,REP,,,County Committeewoman MOON DIST 1  (Prec-0405),2,WRITE-IN,1,
76,1,REP,,,County Committeewoman MOON DIST 3  (Prec-0407),1,Sharon M. Young,1,
1,1,REP,,,County Committeewoman MOON DIST 3  (Prec-0407),2,WRITE-IN,1,
165,1,REP,,,County Committeewoman MOON DIST 5  (Prec-0409),1,Gia R. Tatone,1,
0,1,REP,,,County Committeewoman MOON DIST 5  (Prec-0409),2,WRITE-IN,1,
39,1,REP,,,County Committeewoman MOON DIST 6  (Prec-0410),1,Diane E. Spicher,1,
128,1,REP,,,County Committeewoman MOON DIST 6  (Prec-0410),2,Catherine L. Tress,1,
0,1,REP,,,County Committeewoman MOON DIST 6  (Prec-0410),3,WRITE-IN,1,
86,1,REP,,,County Committeewoman MOON DIST 7  (Prec-0411),1,Sally L. Cross,1,
0,1,REP,,,County Committeewoman MOON DIST 7  (Prec-0411),2,WRITE-IN,1,
103,1,REP,,,County Committeewoman MOON DIST 9  (Prec-0413),1,Teresa Macso Zbihley,1,
0,1,REP,,,County Committeewoman MOON DIST 9  (Prec-0413),2,WRITE-IN,1,
97,1,REP,,,County Committeewoman MOON DIST 12  (Prec-0416),1,Betty S. Murray,1,
0,1,REP,,,County Committeewoman MOON DIST 12  (Prec-0416),2,WRITE-IN,1,
97,1,REP,,,County Committeewoman MT LEBANON WARD 1 DIST 1  (Prec-04,1,Christine T. Fullerton,1,
0,1,REP,,,County Committeewoman MT LEBANON WARD 1 DIST 1  (Prec-04,2,WRITE-IN,1,
86,1,REP,,,County Committeewoman MT LEBANON WARD 1 DIST 6  (Prec-04,1,Eileen B. McNichol,1,
0,1,REP,,,County Committeewoman MT LEBANON WARD 1 DIST 6  (Prec-04,2,WRITE-IN,1,
54,1,REP,,,County Committeewoman MT LEBANON WARD 1 DIST 7  (Prec-04,1,Carol S. Ferguson,1,
0,1,REP,,,County Committeewoman MT LEBANON WARD 1 DIST 7  (Prec-04,2,WRITE-IN,1,
52,1,REP,,,County Committeewoman MT LEBANON WARD 2 DIST 2  (Prec-04,1,Laura Turney,1,
0,1,REP,,,County Committeewoman MT LEBANON WARD 2 DIST 2  (Prec-04,2,WRITE-IN,1,
60,1,REP,,,County Committeewoman MT LEBANON WARD 2 DIST 3  (Prec-04,1,Dolores G. Spahr,1,
1,1,REP,,,County Committeewoman MT LEBANON WARD 2 DIST 3  (Prec-04,2,WRITE-IN,1,
44,1,REP,,,County Committeewoman MT LEBANON WARD 2 DIST 5  (Prec-04,1,Mary Joan Eissler Tillman,1,
10,1,REP,,,County Committeewoman MT LEBANON WARD 2 DIST 5  (Prec-04,2,WRITE-IN,1,
52,1,REP,,,County Committeewoman MT LEBANON WARD 3 DIST 1  (Prec-04,1,Michele M. Galati,1,
0,1,REP,,,County Committeewoman MT LEBANON WARD 3 DIST 1  (Prec-04,2,WRITE-IN,1,
66,1,REP,,,County Committeewoman MT LEBANON WARD 4 DIST 1  (Prec-04,1,Jacqueline Baguet,1,
1,1,REP,,,County Committeewoman MT LEBANON WARD 4 DIST 1  (Prec-04,2,WRITE-IN,1,
63,1,REP,,,County Committeewoman MT LEBANON WARD 4 DIST 6  (Prec-04,1,Dawn K. Morrison,1,
0,1,REP,,,County Committeewoman MT LEBANON WARD 4 DIST 6  (Prec-04,2,WRITE-IN,1,
44,1,REP,,,County Committeewoman MT LEBANON WARD 5 DIST 3  (Prec-04,1,Ann Marie Foster,1,
0,1,REP,,,County Committeewoman MT LEBANON WARD 5 DIST 3  (Prec-04,2,WRITE-IN,1,
52,1,REP,,,County Committeewoman MT LEBANON WARD 5 DIST 5  (Prec-04,1,Beverly L. Saulnier,1,
1,1,REP,,,County Committeewoman MT LEBANON WARD 5 DIST 5  (Prec-04,2,WRITE-IN,1,
70,1,REP,,,County Committeewoman OAKMONT DIST 1  (Prec-0502),1,Kimberly A. Butler,1,
0,1,REP,,,County Committeewoman OAKMONT DIST 1  (Prec-0502),2,WRITE-IN,1,
131,1,REP,,,County Committeewoman OAKMONT DIST 2  (Prec-0503),1,Laurie J. Saxon,1,
0,1,REP,,,County Committeewoman OAKMONT DIST 2  (Prec-0503),2,WRITE-IN,1,
77,1,REP,,,County Committeewoman OHARA WARD 1 DIST 1  (Prec-0508),1,Helen B. LaCava,1,
0,1,REP,,,County Committeewoman OHARA WARD 1 DIST 1  (Prec-0508),2,WRITE-IN,1,
65,1,REP,,,County Committeewoman OHARA WARD 4 DIST 1  (Prec-0514),1,Marion M. Jordan,1,
0,1,REP,,,County Committeewoman OHARA WARD 4 DIST 1  (Prec-0514),2,WRITE-IN,1,
50,1,REP,,,County Committeewoman OHARA WARD 4 DIST 2  (Prec-0515),1,Joanne Balkey,1,
0,1,REP,,,County Committeewoman OHARA WARD 4 DIST 2  (Prec-0515),2,WRITE-IN,1,
62,1,REP,,,County Committeewoman OHARA WARD 5 DIST 1  (Prec-0516),1,Jacquelyn M. Adamiak,1,
0,1,REP,,,County Committeewoman OHARA WARD 5 DIST 1  (Prec-0516),2,WRITE-IN,1,
67,1,REP,,,County Committeewoman OHARA WARD 5 DIST 2  (Prec-0517),1,Laura S. McClaran,1,
2,1,REP,,,County Committeewoman OHARA WARD 5 DIST 2  (Prec-0517),2,WRITE-IN,1,
5,1,REP,,,County Committeewoman PENN HILLS WARD 1 DIST 2  (Prec-05,1,Janice Hodge,1,
0,1,REP,,,County Committeewoman PENN HILLS WARD 1 DIST 2  (Prec-05,2,WRITE-IN,1,
56,1,REP,,,County Committeewoman PENN HILLS WARD 3 DIST 1  (Prec-05,1,Rose Marie Spinelli,1,
1,1,REP,,,County Committeewoman PENN HILLS WARD 3 DIST 1  (Prec-05,2,WRITE-IN,1,
29,1,REP,,,County Committeewoman PENN HILLS WARD 3 DIST 4  (Prec-05,1,Cynthia L. Jackson,1,
0,1,REP,,,County Committeewoman PENN HILLS WARD 3 DIST 4  (Prec-05,2,WRITE-IN,1,
24,1,REP,,,County Committeewoman PENN HILLS WARD 3 DIST 6  (Prec-05,1,Lauren C. Jackson-Snyder,1,
0,1,REP,,,County Committeewoman PENN HILLS WARD 3 DIST 6  (Prec-05,2,WRITE-IN,1,
29,1,REP,,,County Committeewoman PENN HILLS WARD 4 DIST 1  (Prec-05,1,Donna Cowder Gray,1,
0,1,REP,,,County Committeewoman PENN HILLS WARD 4 DIST 1  (Prec-05,2,WRITE-IN,1,
23,1,REP,,,County Committeewoman PENN HILLS WARD 4 DIST 4  (Prec-05,1,Linda Rupert,1,
0,1,REP,,,County Committeewoman PENN HILLS WARD 4 DIST 4  (Prec-05,2,WRITE-IN,1,
57,1,REP,,,County Committeewoman PENN HILLS WARD 5 DIST 3  (Prec-05,1,Wendy Renter,1,
15,1,REP,,,County Committeewoman PENN HILLS WARD 5 DIST 3  (Prec-05,2,Nancy B. Armstrong,1,
0,1,REP,,,County Committeewoman PENN HILLS WARD 5 DIST 3  (Prec-05,3,WRITE-IN,1,
40,1,REP,,,County Committeewoman PENN HILLS WARD 5 DIST 5  (Prec-05,1,Mary Jane Wills,1,
0,1,REP,,,County Committeewoman PENN HILLS WARD 5 DIST 5  (Prec-05,2,WRITE-IN,1,
6,1,REP,,,County Committeewoman PENN HILLS WARD 7 DIST 2  (Prec-05,1,Grace C. Shriver,1,
11,1,REP,,,County Committeewoman PENN HILLS WARD 7 DIST 2  (Prec-05,2,Ilene M. Hightower,1,
12,1,REP,,,County Committeewoman PENN HILLS WARD 7 DIST 2  (Prec-05,3,Barbara R. Hill,1,
0,1,REP,,,County Committeewoman PENN HILLS WARD 7 DIST 2  (Prec-05,4,WRITE-IN,1,
39,1,REP,,,County Committeewoman PENN HILLS WARD 8 DIST 4  (Prec-05,1,Karla Casertano,1,
0,1,REP,,,County Committeewoman PENN HILLS WARD 8 DIST 4  (Prec-05,2,WRITE-IN,1,
41,1,REP,,,County Committeewoman PENN HILLS WARD 9 DIST 1  (Prec-05,1,Elizabeth A. Mueller,1,
0,1,REP,,,County Committeewoman PENN HILLS WARD 9 DIST 1  (Prec-05,2,WRITE-IN,1,
26,1,REP,,,County Committeewoman PENN HILLS WARD 9 DIST 3  (Prec-05,1,Rose A. Fera,1,
22,1,REP,,,County Committeewoman PENN HILLS WARD 9 DIST 3  (Prec-05,2,Rose DiVittorio,1,
0,1,REP,,,County Committeewoman PENN HILLS WARD 9 DIST 3  (Prec-05,3,WRITE-IN,1,
34,1,REP,,,County Committeewoman PENN HILLS WARD 9 DIST 4  (Prec-05,1,Betty Sauers,1,
0,1,REP,,,County Committeewoman PENN HILLS WARD 9 DIST 4  (Prec-05,2,WRITE-IN,1,
12,1,REP,,,County Committeewoman PITTSBURGH WARD 14 DIST 9  (Prec-0,1,Eileen S. Paper,1,
0,1,REP,,,County Committeewoman PITTSBURGH WARD 14 DIST 9  (Prec-0,2,WRITE-IN,1,
19,1,REP,,,County Committeewoman PITTSBURGH WARD 14 DIST 18  (Prec-,1,Crystal M. Jones,1,
1,1,REP,,,County Committeewoman PITTSBURGH WARD 14 DIST 18  (Prec-,2,WRITE-IN,1,
23,1,REP,,,County Committeewoman PITTSBURGH WARD 14 DIST 26  (Prec-,1,Beverly Weiss Manne,1,
0,1,REP,,,County Committeewoman PITTSBURGH WARD 14 DIST 26  (Prec-,2,WRITE-IN,1,
16,1,REP,,,County Committeewoman PITTSBURGH WARD 14 DIST 36  (Prec-,1,Tali Wander,1,
0,1,REP,,,County Committeewoman PITTSBURGH WARD 14 DIST 36  (Prec-,2,WRITE-IN,1,
20,1,REP,,,County Committeewoman PITTSBURGH WARD 14 DIST 37  (Prec-,1,Baila Eisenberg-Cohen,1,
1,1,REP,,,County Committeewoman PITTSBURGH WARD 14 DIST 37  (Prec-,2,WRITE-IN,1,
13,1,REP,,,County Committeewoman PITTSBURGH WARD 19 DIST 5  (Prec-0,1,Eileen Holste,1,
1,1,REP,,,County Committeewoman PITTSBURGH WARD 19 DIST 5  (Prec-0,2,WRITE-IN,1,
21,1,REP,,,County Committeewoman PITTSBURGH WARD 19 DIST 15  (Prec-,1,Kathleen A. Hillen,1,
0,1,REP,,,County Committeewoman PITTSBURGH WARD 19 DIST 15  (Prec-,2,WRITE-IN,1,
125,1,REP,,,County Committeewoman PLUM DIST 1  (Prec-0995),1,Sue Caldwell,1,
1,1,REP,,,County Committeewoman PLUM DIST 1  (Prec-0995),2,WRITE-IN,1,
51,1,REP,,,County Committeewoman PLUM DIST 5  (Prec-0999),1,Melanie Mills,1,
0,1,REP,,,County Committeewoman PLUM DIST 5  (Prec-0999),2,WRITE-IN,1,
73,1,REP,,,County Committeewoman PLUM DIST 6  (Prec-1000),1,Sue Majernik,1,
2,1,REP,,,County Committeewoman PLUM DIST 6  (Prec-1000),2,WRITE-IN,1,
89,1,REP,,,County Committeewoman PLUM DIST 7  (Prec-1001),1,Paula Dowdell,1,
2,1,REP,,,County Committeewoman PLUM DIST 7  (Prec-1001),2,WRITE-IN,1,
91,1,REP,,,County Committeewoman PLUM DIST 9  (Prec-1003),1,Joanne Remaley,1,
2,1,REP,,,County Committeewoman PLUM DIST 9  (Prec-1003),2,WRITE-IN,1,
104,1,REP,,,County Committeewoman RICHLAND DIST 1  (Prec-1027),1,Maxine C. Niehoff,1,
2,1,REP,,,County Committeewoman RICHLAND DIST 1  (Prec-1027),2,WRITE-IN,1,
130,1,REP,,,County Committeewoman RICHLAND DIST 5  (Prec-1031),1,Gayle A. Cotchen,1,
1,1,REP,,,County Committeewoman RICHLAND DIST 5  (Prec-1031),2,WRITE-IN,1,
45,1,REP,,,County Committeewoman ROBINSON DIST 6  (Prec-1040),1,Linda Jakubec,1,
2,1,REP,,,County Committeewoman ROBINSON DIST 6  (Prec-1040),2,WRITE-IN,1,
96,1,REP,,,County Committeewoman ROBINSON DIST 7  (Prec-1041),1,Mary L. Keppel,1,
1,1,REP,,,County Committeewoman ROBINSON DIST 7  (Prec-1041),2,WRITE-IN,1,
51,1,REP,,,County Committeewoman ROBINSON DIST 8  (Prec-1042),1,Dawn R. Dicks,1,
1,1,REP,,,County Committeewoman ROBINSON DIST 8  (Prec-1042),2,WRITE-IN,1,
96,1,REP,,,County Committeewoman ROBINSON DIST 9  (Prec-1043),1,Judy Reed,1,
0,1,REP,,,County Committeewoman ROBINSON DIST 9  (Prec-1043),2,WRITE-IN,1,
43,1,REP,,,County Committeewoman ROSS WARD 6 DIST 3  (Prec-1065),1,Judith Heinsberg,1,
0,1,REP,,,County Committeewoman ROSS WARD 6 DIST 3  (Prec-1065),2,WRITE-IN,1,
38,1,REP,,,County Committeewoman ROSS WARD 8 DIST 3  (Prec-1073),1,Barbara Stull,1,
0,1,REP,,,County Committeewoman ROSS WARD 8 DIST 3  (Prec-1073),2,WRITE-IN,1,
72,1,REP,,,County Committeewoman ROSS WARD 9 DIST 1  (Prec-1074),1,Sylvia K. Lynn,1,
0,1,REP,,,County Committeewoman ROSS WARD 9 DIST 1  (Prec-1074),2,WRITE-IN,1,
48,1,REP,,,County Committeewoman ROSSLYN FARM  (Prec-1077),1,Donna McNamara,1,
1,1,REP,,,County Committeewoman ROSSLYN FARM  (Prec-1077),2,WRITE-IN,1,
39,1,REP,,,County Committeewoman SCOTT WARD 2 DIST 2  (Prec-1081),1,Danielle Ohliger,1,
0,1,REP,,,County Committeewoman SCOTT WARD 2 DIST 2  (Prec-1081),2,WRITE-IN,1,
21,1,REP,,,County Committeewoman SCOTT WARD 4 DIST 2  (Prec-1085),1,Carol J. Mock,1,
0,1,REP,,,County Committeewoman SCOTT WARD 4 DIST 2  (Prec-1085),2,WRITE-IN,1,
34,1,REP,,,County Committeewoman SCOTT WARD 6 DIST 1  (Prec-1088),1,Susan E. Jason,1,
1,1,REP,,,County Committeewoman SCOTT WARD 6 DIST 1  (Prec-1088),2,WRITE-IN,1,
62,1,REP,,,County Committeewoman SCOTT WARD 7 DIST 1  (Prec-1090),1,Sallie S. Duhon,1,
0,1,REP,,,County Committeewoman SCOTT WARD 7 DIST 1  (Prec-1090),2,WRITE-IN,1,
46,1,REP,,,County Committeewoman SHALER WARD 2 DIST 2  (Prec-1108),1,Lori Voegtly Mizgorski,1,
0,1,REP,,,County Committeewoman SHALER WARD 2 DIST 2  (Prec-1108),2,WRITE-IN,1,
55,1,REP,,,County Committeewoman SHALER WARD 3 DIST 1  (Prec-1112),1,Susan S. Shutter,1,
1,1,REP,,,County Committeewoman SHALER WARD 3 DIST 1  (Prec-1112),2,WRITE-IN,1,
57,1,REP,,,County Committeewoman SHALER WARD 5 DIST 3  (Prec-1124),1,Deborah K. Kirby,1,
0,1,REP,,,County Committeewoman SHALER WARD 5 DIST 3  (Prec-1124),2,WRITE-IN,1,
63,1,REP,,,County Committeewoman SHALER WARD 5 DIST 5  (Prec-1126),1,Susan H. Fisher,1,
1,1,REP,,,County Committeewoman SHALER WARD 5 DIST 5  (Prec-1126),2,WRITE-IN,1,
41,1,REP,,,County Committeewoman THORNBURG  (Prec-1196),1,Christina R. Madar,1,
