X,Y,OBJECTID,TNF_LS_NO,SLIDE_NO,INVENTORY,CONFID_DAT,YR_INT_TYP,YR_OCCURANCE,LATEST_YEAR_NOTSEEN,FIRST_YEAR_SEEN,TREATMENT,RD_RELATED,STRM_IMPAC,PRED_COVER,COVER_SPP,COVER_PERCENT,FAIL_TYPE,VEG_CLASS,EXAMINER,SLOPE_PER,SLOPE_SHA,BDRK_F_ZON,PM_F_ZONE,LANDSLIDE_NAME,LANDWEHR_N,GROUPED_SL,RECURRANCE,NUMBER_
-133.554777035,56.219906456,41185,3775,T0967,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BATR,CON1,100,SOAR-DEAV-FLOW,CO,Dennis Landwehr,,,,,,4.0,,,
-133.55477729,56.224189606,41186,3754,T0968,TNB1,E000-1948,2006P,-1948,,1948,,N,Y,BATR,PISI,100,SOAR-DEFL-FLOW,AL,Dennis Landwehr,,,,,,5.0,,,
-133.551149224,56.225226753,41187,3777,T0969,TNB1,E000-1948,2006P,-1948,,1948,,N,Y,BATR,PISI,100,SOAR-DEAV-FLOW,CO,Dennis Landwehr,,,,,,6.0,,,
-133.551385769,56.226289516,41188,3778,T0970,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,7.0,,,
-133.552302182,56.229033069,41189,3779,T0971,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,CO,Dennis Landwehr,,,,,,8.0,,,
-133.554335535,56.22965866,41190,3780,T0972,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,CO,Dennis Landwehr,,,,,,9.0,,,
-133.530774928,56.246438243,41191,3782,T0974,TNB1,E000-1948,2006P,-1948,,1948,,N,Y,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,11.0,,,
-133.510290158,56.194636924,41192,3783,T0975,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,CO,Dennis Landwehr,,,,,,12.0,,,
-133.494402299,56.218400167,41193,3784,T0976,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BATR,CON1,90,SOAR-ROFA-COMP,CO,Dennis Landwehr,,,,,,13.0,,,
-133.508378819,56.227658259,41194,3785,T0977,TNB1,E00001973,2006P,1973,1971.0,1975,,Y,Y,BATR,ALRU2,85,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,56.0,,,
-133.549225504,56.247586878,41195,3787,T0979,TNB1,E00001977,2006P,1977,1975.0,1979,,N,Y,BATR,CON1,70,TRZO-DEFL-FLOW,PV,Dennis Landwehr,,,,,,58.0,,,
-133.554155025,56.246431573,41196,3788,T0980,TNB1,E00001977,2006P,1977,1975.0,1979,,N,Y,BATR,PISI,60,TRZO-DEFL-FLOW,CO,Dennis Landwehr,,,,,,59.0,,,
-133.468601136,56.24420122,41197,3791,T0983,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,16.0,,,
-133.467735357,56.245656855,41198,3792,T0984,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,17.0,,,
-133.470057459,56.249240734,41199,3793,T0985,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,18.0,,,
-133.964600646,56.225508763,41200,1659,P0262,FSL1,E000-1948,1960P,-1948,,1948,N,N,N,BATR,CON1,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,0262
-133.918069077,56.224934119,41201,1660,P0263,FSL1,E000-1948,1960P,-1948,,1948,N,N,N,BATR,CON1,100,SOAR-DEAV-FLOW,CO,Darin Silkworth,,,,,,,,,0263
-133.966383551,56.124226403,41202,1671,P0274,P02,E000-1948,1998P,-1948,,1948,N,N,N,BATR,CON1,100,SOAR-DEAV-FLOW,PV,Pam Frone,,,,,,,,,0274
-133.952265234,56.163912927,41203,1672,P0275,P02,E000-1948,1998P,-1948,,1948,N,N,N,BATR,CON1,100,SOAR-DEAV-FLOW,PV,Pam Frone,,,,,,,,,0275
-133.9491058,56.21795424,41204,1673,P0276,P02,E00001991,1998P,1991,1985.0,1997,N,N,N,BARE,ALRU2,30,SOAR-DEAV-FLOW,UN,Pam Frone,,,,,,,,,0276
-133.975547652,56.237386272,41205,1674,P0277,P02,E000-1948,1998P,-1948,,1948,N,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0277
-133.975096039,56.238890916,41206,1675,P0278,P02,E000-1948,1998P,-1948,,1948,N,N,N,BATR,CON1,100,TRZO-DEFL-FLOW,AL,Pam Frone,,,,,,,,,0278
-133.975610182,56.241552167,41207,1676,P0279,P02,E000-1948,1998P,-1948,,1948,N,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0279
-133.979294504,56.120760221,41208,1712,P0316,P02,E000-1948,1998P,-1948,,1948,N,N,Y,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0316
-134.020895037,56.134656075,41209,1713,P0317,P02,E000-1948,1998P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0317
-134.023097748,56.251512046,41210,1716,P0320,P02,E00001967,1998P,1967,1948.0,1985,N,N,Y,BASH,PHAR3,100,SOAR-DEAV-FLOW,PV,Pam Frone,,,,,,,,,0320
-134.034563544,56.249360038,41211,1747,P0351,P02,E00001991,1998P,1991,1985.0,1998,N,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0351
-134.092993058,56.249084543,41212,1805,P0410,P02,E00001991,1998P,1991,1985.0,1997,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,PV,Pam Frone,,,,,,,,,0410
-134.094647169,56.245579883,41213,1806,P0411,P02,E00001991,1998P,1991,1985.0,1997,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,PV,Pam Frone,,,,,,,,,0411
-134.123410189,56.257425495,41214,1839,P0446,P02,E00001991,1998P,1991,1985.0,1997,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,CO,Pam Frone,,,,,,,,,0446
-134.118364828,56.238312035,41215,1840,P0447,P02,E00001967,1998P,1967,1948.0,1985,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,CO,Pam Frone,,,,,,,,,0447
-134.111278337,56.211505106,41216,1841,P0448,FSL2,E00001967,1998P,1967,1948.0,1985,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0448
-134.125557482,56.211201751,41217,1842,P0449,P02,E00001967,1998P,1967,1948.0,1985,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0449
-134.108833368,56.210174395,41218,1843,P0450,P02,E00001967,1998P,1967,1948.0,1985,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0450
-134.100374032,56.198067874,41219,1844,P0451,P02,E00001967,1998P,1967,1948.0,1985,N,N,N,BARE,ALRU2,50,SOAR-DEAV-FLOW,UN,Pam Frone,,,,,,,,,0451
-134.101535216,56.178160593,41220,1845,P0452,P02,E00001967,1998P,1967,1948.0,1985,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0452
-134.134111463,56.209672148,41221,1855,P0462,P02,E00001991,1998P,1991,1985.0,1997,N,N,N,BATR,ALRU2,90,SOAR-DEAV-FLOW,PV,Pam Frone,,,,,,,,,0462
-134.134038136,56.251965517,41222,1857,P0464,P02,E000-1948,1998P,-1948,,1948,N,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0464
-134.130873819,56.250835231,41223,1858,P0465,FSL1,E00001991,1998P,1991,1985.0,1997,N,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,PV,Pam Frone,,,,,,,,,0465
-134.271454646,56.25587092,41224,2032,P0640,P02,E000-1948,1998P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0640
-134.262565801,56.2527223,41225,2033,P0641,P02,E000-1948,1998P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,CO,Pam Frone,,,,,,,,,0641
-134.264618329,56.247132608,41226,2034,P0642,P02,E000-1948,1998P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0642
-134.264449608,56.246560259,41227,2035,P0643,P02,E000-1948,1998P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0643
-134.258414417,56.238480096,41228,2036,P0644,P02,E000-1948,1998P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0644
-133.481276851,56.185186068,41229,3818,T1010,TNB1,E00001985,2006P,1985,1980.0,1991,,N,N,BATR,ALRU2,100,TRZO-DEFL-FLOW,AL,Dennis Landwehr,,,,,,43.0,,,
-133.466695046,56.181371273,41230,3819,T1011,TNB1,E00001982,2006P,1982,1979.0,1985,,N,N,BATR,CON1,80,SOAR-DEAV-FLOW,CO,Dennis Landwehr,,,,,,44.0,,,
-133.445330771,56.225548859,41231,3820,T1012,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BEDR,ALSI3,10,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,,,,,45.0,,,
-132.058150603,56.161388953,41232,4694,W0212,T2_3,E00001960,1998P,1960,1948.0,1973,N,N,N,BARE,PISI,75,SOAR-DEAV-FLOW,PV,Pam Frone,,,,,,,,,0212
-132.052176103,56.16027272,41233,4695,W0213,T2_3,E00001960,1998P,1960,1948.0,1973,N,N,N,BARE,PISI,95,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0213
-132.048072948,56.153873888,41234,4696,W0214,T2_3,E00001960,1998P,1960,1948.0,1973,N,N,N,BARE,CON1,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0214
-132.044965063,56.157770675,41235,4697,W0215,T2_3,E00001960,1998P,1960,1948.0,1973,N,N,N,BAGR,PHAR3,90,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0215
-132.048312365,56.176017662,41236,4699,W0217,T2_3,E00001960,1998P,1960,1948.0,1973,N,N,N,BASH,ALRU2,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0217
-132.035806047,56.170150211,41237,4700,W0218,T2_3,E000-1948,1998P,-1948,,1948,N,N,Y,BAGR,PHAR3,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0218
-132.03350943,56.174431447,41238,4701,W0219,T2_3,E00001960,1998P,1960,1948.0,1973,N,N,Y,BATR,ALRU2,100,SOAR-DEAV-FLOW,PV,Pam Frone,,,,,,,,,0219
-132.030635216,56.17236751,41239,4702,W0220,FSL1,E00001960,1998P,1960,1948.0,1973,N,N,Y,BATR,CON1,100,SOAR-DEAV-FLOW,PV,Pam Frone,,,,,,,,,0220
-132.029826893,56.178516563,41240,4703,W0221,FSL2,E00001960,1998P,1960,1948.0,1973,N,N,Y,BATR,CON1,100,SOAR-DEAV-FLOW,PV,Pam Frone,,,,,,,,,0221
-132.027001253,56.181331671,41241,4704,W0222,FSL1,E00001960,1998P,1960,1948.0,1973,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,PV,Pam Frone,,,,,,,,,0222
-134.176400426,56.238164264,41242,1901,P0508,P02,E000-1948,1998P,-1948,,1948,N,N,N,BEDR,ALSI3,5,SOAR-DEAV-FLOW,UN,Pam Frone,,,,,,,,,0508
-134.18761981,56.149410709,41243,1902,P0509,P02,E000-1948,1998P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0509
-134.165340473,56.12480927,41244,1903,P0510,P02,E00001967,1998P,1967,1948.0,1985,N,N,N,BATR,ALRU2,95,SOAR-DEAV-FLOW,PV,Pam Frone,,,,,,,,,0510
-134.207448758,56.249289854,41245,1938,P0545,P02,E00001967,1998P,1967,1948.0,1985,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0545
-134.194426032,56.247099815,41246,1939,P0546,P02,E00001967,1998P,1967,1948.0,1985,N,N,N,BATR,ALRU2,90,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0546
-134.182675915,56.213485967,41247,1940,P0547,P02,E000-1948,1998P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0547
-134.217258325,56.197080934,41248,1941,P0548,FSL1,E000-1948,1998P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0548
-134.216764635,56.195800444,41249,1942,P0549,P02,E00001991,1998P,1991,1985.0,1997,N,N,N,BARE,,0,SOAR-DEAV-FLOW,PV,Pam Frone,,,,,,,,,0549
-134.211330515,56.163183744,41250,1943,P0550,P02,E00001991,1998P,1991,1985.0,1997,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,PV,Pam Frone,,,,,,,,,0550
-134.211691381,56.162537588,41251,1944,P0551,P02,E00001991,1998P,1991,1985.0,1997,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,PV,Pam Frone,,,,,,,,,0551
-134.209442778,56.160718634,41252,1945,P0552,P02,E000-1948,1998P,-1948,,1948,N,N,N,BARE,CON1,10,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,Yes,0552
-134.197999546,56.144678163,41253,1946,P0553,P02,E000-1948,1998P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0553
-134.202896776,56.140250477,41254,1947,P0554,P02,E000-1948,1998P,-1948,,1948,N,N,N,BATR,ALRU2,85,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0554
-134.199100691,56.145534426,41255,1948,P0555,P02,E000-1948,1998P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0555
-134.184495097,56.144712489,41256,1949,P0556,FSL1,E00002002,1998P,2002,1997.0,2006,N,N,N,BARE,ALRU2,40,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,Yes,0556
-134.200191928,56.138063237,41257,1950,P0558,FSL1,E000-1948,1998P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0558
-134.200318738,56.13946549,41258,1951,P0559,P02,E000-1948,1998P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0559
-134.198515548,56.117456638,41259,1952,P0560,P02,E00001991,1998P,1991,1985.0,1997,N,N,N,BATR,ALRU2,90,SOAR-DEAV-FLOW,PV,Pam Frone,,,,,,,,Yes,0560
-134.197623191,56.115158023,41260,1953,P0561,P02,E00001967,1998P,1967,1948.0,1985,N,N,N,BATR,ALRU2,95,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0561
-134.213840009,56.112740275,41261,1954,P0562,FSL2,E000-1948,1998P,-1948,,1948,N,N,Y,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0562
-134.197114356,56.102407609,41262,1955,P0563,FSL1,E000-1948,1998P,-1948,,1948,N,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0563
-134.206010273,56.101572573,41263,1956,P0564,FSL1,E000-1948,1998P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0564
-134.231312119,56.123186701,41264,1963,P0571,P02,E00002001,1998P,2001,1997.0,2006,N,N,Y,BARE,ALRU2,40,TRZO-DEFL-FLOW,PV,Pam Frone,,,,,,,,,0571
-134.236779965,56.119820541,41265,1964,P0572,P02,E00001991,1998P,1991,1985.0,1997,N,N,Y,BATR,CON1,100,TRZO-DEFL-FLOW,AL,Pam Frone,,,,,,,,,0572
-134.241439,56.11713952,41266,1965,P0573,FSL1,E000-1948,1998P,-1948,,1948,N,N,N,BATR,ALRU2,80,SOAR-DEAV-FLOW,UN,Pam Frone,,,,,,,,,0573
-134.237510415,56.132007274,41267,1966,P0574,FSL1,E000-1948,1998P,-1948,,1948,N,N,N,BATR,ALRU2,95,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,Yes,0574
-134.210128564,56.131147341,41268,1967,P0575,P02,E000-1948,1998P,-1948,,1948,N,N,N,BATR,CON1,100,SOAR-DEAV-FLOW,CO,Pam Frone,,,,,,,,,0575
-134.240495777,56.185800718,41269,1968,P0576,P02,E00001991,1998P,1991,1985.0,1997,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0576
-134.221540241,56.205067208,41270,1969,P0577,P02,E000-1948,1998P,-1948,,1948,N,N,N,BATR,ALRU2,90,SOAR-DEAV-FLOW,CO,Pam Frone,,,,,,,,,0577
-134.246528382,56.2294128,41271,1970,P0578,P02,E000-1948,1998P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0578
-134.235563588,56.236561934,41272,1972,P0579,P02,E000-1948,1998P,-1948,,1948,N,N,N,BATR,ALRU2,100,TRZO-DEFL-FLOW,PV,Pam Frone,,,,,,,,,0579
-134.271343453,56.25837439,41273,2031,P0639,P02,E000-1948,1998P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,CO,Pam Frone,,,,,,,,,0639
-133.946875922,56.244359816,41274,2126,P0737,P02,E000-1948,1998P,-1948,,1948,N,N,N,BATR,CON1,100,SOAR-DEAV-FLOW,CO,Pam Frone,,,,,,,,,0737
-133.552734962,56.257823345,41275,3714,T0906,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BEDR,CON1,20,SOAR-ROFA-COMP,CO,Dennis Landwehr,,,,,,8.0,,,
-133.4491742,56.257325738,41276,3734,T0926,TNB1,E000-1948,2006P,-1948,,1948,,N,Y,BATR,PISI,100,SOAR-DEFL-FLOW,CO,Dennis Landwehr,,,,,,8.0,,,
-133.452226325,56.256648344,41277,3735,T0927,TNB1,E000-1948,2006P,-1948,,1948,,N,Y,BATR,PISI,100,SOAR-DEAV-FLOW,CO,Dennis Landwehr,,,,,,9.0,,,
-133.441944765,56.251587998,41278,3736,T0928,TNB1,E000-1948,2006P,-1948,,1948,,N,Y,BATR,PISI,100,SOAR-DEAV-FLOW,CO,Dennis Landwehr,,,,,,10.0,,,
-133.424998333,56.250483493,41279,3739,T0931,TNB1,E00001988,2006P,1988,1985.0,1991,,N,Y,BATR,ALRU2,100,TRZO-DEFL-FLOW,AL,Dennis Landwehr,,,,,,17.0,,,
-133.415857633,56.256020261,41280,3740,T0932,TNB1,E000-1948,2006P,-1948,,1948,,N,Y,BATR,PISI,100,TRZO-DEFL-FLOW,CO,Dennis Landwehr,,,,,,18.0,,,
-133.406259887,56.259736451,41281,3741,T0933,TNB1,E000-1948,2006P,-1948,,1948,,N,Y,BATR,CON1,95,TRZO-DEFL-FLOW,CO,Dennis Landwehr,,,,,,19.0,,,
-133.361295218,56.252311005,41282,3756,T0948,TNB3,K00001991,2006P,1985,1991.0,1991,,Y,N,BARE,ALRU2,10,SOAR-DEAV-FLOW,PV,Dennis Landwehr,,,,,,14.0,,,
-133.252103617,56.255804415,41283,3760,T0952,TNB1,E00001988,2006P,1988,1985.0,1991,,Y,N,BATR,ALRU2,65,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,1.0,,,
-133.620370304,56.226854264,41284,3763,T0955,TNB1,E000-1948,2006P,-1948,,1948,,N,Y,BATR,PISI,100,SOAR-DEAV-FLOW,CO,Dennis Landwehr,,,,,,1.0,,,
-133.570146012,56.228252438,41285,3766,T0958,TNB1,E00001983,2006P,1983,1982.0,1985,,N,N,BAGR,PHAR3,90,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,12.0,,,
-133.567911704,56.233948043,41286,3769,T0961,TNB1,E000-1929,2006P,-1929,,1929,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,15.0,,,
-133.570742967,56.246230762,41287,3770,T0962,TNB1,E000-1948,2006P,-1948,,1948,,N,Y,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,16.0,,,
-133.578597391,56.228871436,41288,3771,T0963,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BASH,ALSI3,90,SOAR-ROFA-COMP,AL,Dennis Landwehr,,,,,,17.0,,,
-133.594142633,56.214660062,41289,3772,T0964,TNB1,E00001981,2006P,1981,1979.0,1982,,N,N,BATR,CON1,70,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,1.0,,,
-133.558342596,56.212097405,41290,3773,T0965,TNB1,E00001977,2006P,1977,1975.0,1982,,N,Y,BATR,CON1,65,TRZO-DEFL-FLOW,CO,Dennis Landwehr,,,,,,2.0,,,
-133.56010749,56.214429755,41291,3774,T0966,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,CO,Dennis Landwehr,,,,,,3.0,,,
-133.403730994,56.24005218,41292,3836,T1028,TNB1,E000-1948,2006P,-1948,,1948,,N,Y,BATR,CON1,100,TRZO-DEFL-FLOW,CO,Dennis Landwehr,,,,,,9.0,,,
-133.391545252,56.242556867,41293,3837,T1029,TNB1,E000-1929,2006P,-1929,,1929,N,N,Y,BATR,PISI,100,SOAR-DEAV-FLOW,CO,Dennis Landwehr,,,,,,10.0,,,
-133.375562099,56.220464152,41294,3839,T1031,TNB1,E00001960,2006P,1960,1948.0,1971,,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,,,,,12.0,,,
-133.37421787,56.219936855,41295,3840,T1032,TNB1,E00001960,2006P,1960,1948.0,1971,,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,,,,,13.0,,,
-133.346428688,56.210493253,41296,3842,T1034,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,15.0,,,
-133.344700164,56.228390305,41297,3854,T1046,TNB1,E000-1948,2006P,-1948,,1948,,N,Y,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,27.0,,,
-133.346293943,56.230189644,41298,3855,T1047,TNB1,E000-1948,2006P,-1948,,1948,,N,Y,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,28.0,,,
-133.353168917,56.244441938,41299,3856,T1048,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,29.0,,,
-133.362517223,56.245311439,41300,3857,T1049,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BATR,CON1,100,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,30.0,,,
-133.471230985,56.246087223,41301,3858,T1050,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,22.0,,,
-133.425237737,56.176677855,41302,3851,T1051,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BEDR,,0,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,,,,,1.0,,,
-133.38055879,56.176043704,41303,3860,T1052,TNB1,E00001988,2006P,1988,1985.0,1991,,N,N,BATR,ALRU2,90,SOAR-DEAV-FLOW,PV,Dennis Landwehr,,,,,,2.0,,,
-133.39965176,56.174854502,41304,3861,T1053,TNB1,E00001973,2006P,1973,1971.0,1975,,Y,N,BARE,CON1,10,SOAR-DEAV-FLOW,PV,Dennis Landwehr,,,,,,3.0,,,
-133.395052029,56.178096906,41305,3862,T1054,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BEDR,,0,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,,,,,4.0,,,
-133.390555453,56.179429096,41306,3863,T1055,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BEDR,CON1,20,SOAR-DEAV-FLOW,PV,Dennis Landwehr,,,,,,5.0,,,
-133.396071805,56.182044324,41307,3864,T1056,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BATR,CON1,90,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,6.0,,,
-133.397078888,56.182435596,41308,3865,T1057,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BATR,CON1,90,SOAR-DEAV-FLOW,CO,Dennis Landwehr,,,,,,7.0,,,
-133.389741253,56.185772871,41309,3866,T1058,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BEDR,ALSI3,10,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,,,,,8.0,,,
-133.403132823,56.187312813,41310,3867,T1059,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,9.0,,,
-133.388727092,56.196269128,41311,3868,T1060,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,10.0,,,
-133.371008659,56.158116823,41312,3872,T1064,TNB1,E00001977,2006P,1977,1975.0,1979,,N,N,BATR,ALRU2,85,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,14.0,,,
-133.364870497,56.166150973,41313,3873,T1065,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BEDR,,0,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,,,,,15.0,,,
-133.353392561,56.160125264,41314,3874,T1066,TNB1,E00001977,2006P,1977,1975.0,1979,,Y,N,BATR,ALRU2,90,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,16.0,,,
-133.311429553,56.232549461,41315,3888,T1080,TNB1,E000-1948,2006P,-1948,,1948,,N,Y,BATR,PISI,100,SOAR-DEAV-FLOW,CO,Dennis Landwehr,,,,,,39.0,,,
-133.298343159,56.232654938,41316,3889,T1081,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,40.0,,,
-133.298083359,56.231938879,41317,3890,T1082,TNB1,E000-1948,2006P,-1948,,1948,N,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,CO,Dennis Landwehr,,,,,,41.0,,,
-133.293709032,56.226517723,41318,3894,T1086,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,45.0,,,
-133.283309241,56.221926337,41319,3897,T1089,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,48.0,,,
-133.286430269,56.222927434,41320,3898,T1090,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,49.0,,,
