OBJECTID,cons_pct,bldg_dens,avg_parcsz,pop_chg,threatF1,threatF2,threatF3,threatF4,threat,ThreatF5,F1rcl,F1raw,F2rcl,F2raw,F3rcl,F3raw,F4rcl,F4raw,F5rcl,F5raw,F6rcl,F6raw,F7rcl,F7raw,F8rcl,F8raw,F9rcl,F9raw,F10rcl,F10raw,F11rcl,F11raw,Fwght,Fwghtrcl,threatrcl,ACRES,Shapearea,Shapelen
839,0.0,9.49849987,33.2955017,6.35948991,6,8,6,1,5.2,5,6,49.05319976,6,1.38414321,3,3,0,0.0,4,660.92618982,5,0.37251966,10,4.90398179,9,26.53869716,0,0.0,8,8.67369471,0,0,4.25,5,5,660.9261888,2674684.090631,18616.4194020834
840,1.60541418,16.64749908,21.64489936,17.13829994,4,6,3,3,5.2,10,5,56.9516983,6,1.52611733,0,0,0,0.0,3,251.94121554,10,0.0,9,1.20774204,9,18.11053419,0,0.0,10,23.7939949,0,0,4.2,5,5,251.94120771,1019573.97280306,7493.4277494909
841,11.85614664,14.60089969,18.81360054,27.96619987,4,5,2,5,5.0,9,7,29.89410018,6,1.86479949,0,0,0,0.0,4,903.54061253,9,0.01515814,9,2.32446662,9,19.38011391,0,0.0,5,3.10834063,0,0,4.3,5,5,903.5406123,3656513.75584208,22730.4263905445
842,43.30938279,5.09312009,27.63050079,3.84868001,9,7,8,9,8.2,8,6,46.29650115,5,1.05559813,1,1,0,0.0,4,504.04643498,8,0.04456732,6,0.26801102,5,2.04098259,0,0.0,5,3.54519718,0,0,3.7,4,8,504.04644846,2039811.7663815,9616.93450753201
843,0.0,8.27746009,57.90900039,7.22248983,7,10,6,1,6.8,10,8,22.08629989,5,0.73493352,0,0,0,0.0,3,350.92959127,10,0.0,0,0.0,3,0.51958,9,3.0,2,0.51958,0,0,3.85,5,7,350.92959224,1420167.35483428,7141.32988752384
844,24.99160507,14.56579971,8.46590042,15.68470001,4,2,3,7,4.0,4,1,311.11898803,5,0.90094495,0,0,0,0.0,2,151.26239343,4,0.56865423,8,0.68569588,8,12.11365203,9,3.0,0,0.0,0,0,2.6,3,4,151.26238903,612139.61908944,7936.97161562809
845,65.75533859,17.22220039,24.49049949,12.80389976,3,6,4,10,5.2,3,8,21.86930084,4,0.32298254,0,0,0,0.0,2,232.24912724,3,0.58723148,3,0.0403446,5,2.45529447,0,0.0,7,5.60060662,0,0,2.95,3,5,232.24911709,939882.59065652,8766.23940437575
846,0.11926192,44.81579971,8.80990028,42.5589981,1,2,1,2,2.0,4,2,154.79899597,6,1.78750088,5,11,5,35.88542146,5,1080.56275835,4,0.43136041,0,0.0,2,0.40782453,9,3.0,8,11.75144701,0,0,4.25,5,2,1080.56275796,4372899.82844388,21525.2941822911
847,0.0,5.59090995,41.32239913,8.24096965,9,10,6,1,7.2,10,9,15.57610034,4,0.38435028,0,0,0,0.0,2,183.52665103,10,0.0,4,0.11921974,2,0.31946313,0,0.0,4,2.77060577,0,0,3.55,4,7,183.52664108,742708.93698118,4970.02226209001
848,0.62292455,17.18919944,14.23550033,34.5951004,3,3,1,2,3.0,6,10,1.65530002,6,2.33841801,6,19,7,55.14408796,6,4769.69480689,6,0.22240416,8,1.19136343,5,2.17026254,9,3.0,7,5.87277155,0,0,6.7,8,3,4769.69477792,19302347.154227,67262.534309385
849,0.0,18.9626007,24.06929969,28.81839942,3,6,1,1,4.0,9,7,29.83169937,4,0.53692883,0,0,0,0.0,3,386.09284852,9,0.00563595,8,0.76631826,8,11.47659174,0,0.02067779,6,4.82586509,0,0,3.9,5,4,386.09285409,1562468.59609346,13070.8714760037
850,11.13923834,17.30279922,8.46590042,15.68470001,3,2,3,5,4.4,9,1,324.14099121,6,1.28618819,0,0,0,0.0,2,215.9420533,9,0.00770577,4,0.12549663,10,37.93781653,9,3.0,5,3.05207804,0,0,3.35,4,4,215.94204721,873889.95619988,11799.1066612473
851,0.0,17.58329963,8.46590042,15.68470001,3,2,3,1,3.8,10,1,337.18301391,2,0.16081649,0,0,0,0.0,1,26.99997034,10,0.0,0,0.0,10,63.4930327,9,3.0,0,0.0,0,0,2.45,3,4,26.99997057,109265.44139181,1493.12285355148
852,8.33377532,11.95090007,18.81360054,27.96619987,5,5,2,4,4.4,6,7,38.63140106,2,0.16343632,0,0,0,0.0,3,333.3627189,6,0.24074677,2,0.02318795,2,0.02468782,0,0.0,3,1.38247012,0,0,2.65,3,4,333.36270643,1349076.40584618,13864.9047523351
853,6.78343069,5.0908699,34.37889862,7.91952991,9,8,6,4,6.0,3,10,6.5,7,2.7230358,2,2,6,43.82746108,6,4714.95051016,3,0.60381885,9,1.67383729,4,1.87100373,0,0.0,4,2.57543318,0,0,5.35,7,6,4714.95048247,19080803.9644646,62245.3335651812
854,0.01411519,16.2656002,18.81360054,27.96619987,4,5,2,2,4.6,10,5,71.10030364,5,0.81004162,0,0,0,0.0,3,392.48482607,10,0.0,5,0.23007258,6,3.23248165,0,0.0,7,5.35321587,0,0,3.6,4,4,392.48481524,1588336.0485946,10379.0296339427
855,24.42458948,13.94900035,8.46590042,15.68470001,4,2,3,7,5.2,10,1,412.60299682,6,1.15251991,0,0,0,0.0,2,193.50007921,10,0.0,6,0.26516785,7,5.25234927,9,3.0,0,0.0,0,0,3.15,4,5,193.50008377,783070.189023665,7177.74804905212
856,0.0,53.38100051,8.80990028,42.5589981,1,2,1,1,3.0,10,2,159.54699707,3,0.25374045,0,0,0,0.0,1,41.88909765,10,0.0,5,0.16830154,9,15.36151495,9,3.0,0,0.0,0,0,2.9,3,3,41.88910095,169519.85530984,2647.36929865577
857,0.0,14.0,21.76530075,11.63409996,4,6,4,1,3.4,2,3,111.51799774,4,0.45161246,0,0,0,0.0,1,74.55507562,2,0.99319864,0,0.0,10,64.59841881,0,0.0,10,27.19836286,0,0,2.2,2,3,74.55507705,301714.89927828,4172.70530361052
858,0.0,13.0,27.62680053,15.21290016,5,7,3,1,5.2,10,10,12.84749984,1,0.05256496,0,0,0,0.0,1,25.46900335,10,0.0,7,0.40833949,0,0.0,9,3.0,0,0.0,0,0,3.55,4,5,25.46900336,103069.81211512,1730.88803997631
859,24.58167743,10.08020019,40.19329833,8.43686008,6,9,5,7,5.8,2,5,69.55940246,5,0.55324585,0,0,0,0.0,4,957.94805151,2,0.8086618,3,0.05422005,2,0.40748556,0,0.0,6,4.33940858,0,0,2.6,3,6,957.94803893,3876693.68043786,19212.1854820516
860,0.03063748,5.12166976,33.2955017,6.35948991,9,8,6,2,7.0,10,9,14.91380023,5,1.09197911,0,0,0,0.0,4,529.09038518,10,0.0,0,0.0,2,0.15598469,0,0.0,6,4.65983141,0,0,3.85,5,7,529.09040181,2141161.45523998,11454.2535269813
861,26.64106626,14.20829963,24.49049949,12.80389976,4,6,4,7,6.2,10,10,13.54769992,1,0.06119759,0,0,0,0.0,1,44.00574617,10,0.0,4,0.1256654,2,0.22906099,0,0.0,0,0.0,0,0,3.05,3,6,44.00574742,178085.65392054,3695.42345378161
862,37.32958318,8.7688198,33.2955017,6.35948991,7,8,6,8,7.4,8,6,51.00120162,5,0.77728989,1,1,0,0.0,3,371.15469339,8,0.06173167,2,0.01446836,3,0.82553179,0,0.0,2,1.09375418,0,0,3.1,4,8,371.15468449,1502015.72669072,14103.2858239711
863,0.0,12.57919979,24.53949928,17.12759971,5,6,3,1,5.0,10,8,28.78680038,4,0.50890638,1,1,0,0.0,3,365.94256681,10,0.0,5,0.18951061,5,2.19099955,0,0.0,4,2.22968321,0,0,3.85,5,5,365.94256437,1480922.94055272,11862.4690225916
864,0.0,71.40480041,8.80990028,42.5589981,1,2,1,1,1.2,1,8,28.05529975,4,0.51526824,0,0,0,0.0,1,85.06377816,1,4.94085742,5,0.23347187,9,27.50388062,9,3.0,10,27.50388062,0,0,3.5,4,1,85.06378354,344242.29571304,4591.96082193893
865,5.03659807,5.35316991,33.18519973,6.50466012,9,8,6,4,6.8,7,9,16.11599922,5,1.05014682,0,0,0,0.0,4,508.8216219,7,0.17772829,0,0.0,4,1.63448242,0,0.0,3,1.81929375,0,0,3.5,4,7,508.82162012,2059136.27780444,10263.7231026787
866,0.0,7.86658,26.4171009,9.07102966,7,7,5,1,5.4,7,5,57.31290054,7,3.29888874,1,1,5,30.60149638,5,1575.21414605,7,0.095926,3,0.05173899,6,4.2498666,0,0.0,7,5.51125573,0,0,4.55,5,5,1575.214127,6374690.90529187,30300.3474088932
867,0.0,14.5,8.46590042,15.68470001,4,2,3,1,4.0,10,1,388.35900878,3,0.2019668,1,1,0,0.0,1,33.90882186,10,0.0,9,1.78242701,10,45.79132847,9,3.0,0,0.0,0,0,3.1,4,4,33.90882168,137224.68171664,2090.66641697157
868,12.87258834,16.95969963,24.49049949,12.80389976,3,6,4,5,5.0,7,7,39.41699981,3,0.27011029,0,0,0,0.0,4,550.94669457,7,0.19364486,0,0.0,3,0.74301199,0,0.0,2,0.39170395,0,0,2.9,3,5,550.94669572,2229611.0924211,8917.29664385094
869,89.24957033,15.75559997,24.49049949,12.80389976,4,6,4,10,6.6,9,9,15.57619953,4,0.51705149,0,0,0,0.0,1,85.35817003,9,0.00449869,10,5.861419,8,12.14201288,0,0.0,8,9.64069402,0,0,4.1,5,7,85.35817102,345433.6443464,3702.799638711
870,0.0,22.40259933,26.31699943,20.2220993,3,7,2,1,4.6,10,7,38.40290069,4,0.42362666,1,1,0,0.0,3,304.61993393,10,0.0,6,0.35112606,7,5.91917927,9,3.0,10,30.79635622,0,0,4.6,6,4,304.61992462,1232758.02936934,14008.7334559122
871,0.0,74.81580352,8.80990028,42.5589981,1,2,1,1,2.2,6,3,111.88200378,5,0.99302615,5,9,0,0.0,4,600.29457389,6,0.21003021,9,1.96705093,7,5.41009387,9,3.0,9,12.08516004,0,0,4.35,5,2,600.2945766,2429315.67989567,20497.3789778068
872,0.0,12.78159999,21.76530075,11.63409996,5,6,4,1,4.2,5,4,92.2425003,6,1.44396414,0,0,0,0.0,4,689.49059055,5,0.31726611,3,0.0469332,4,1.43914944,0,0.0,6,5.15896235,0,0,2.95,3,4,689.49059347,2790280.59748937,17247.4701545181
873,0.0,5.30000019,38.99610137,8.95127964,9,9,5,1,5.4,3,10,11.05440044,1,0.04441524,0,0,0,0.0,1,76.90522274,3,0.66575452,0,0.0,8,8.42013034,0,0.0,8,8.42013034,0,0,2.85,3,5,76.90522002,311225.62847615,4711.56918175426
874,3.35654796,13.95349979,8.46590042,15.68470001,4,2,3,3,4.4,10,1,315.14199829,4,0.49011512,0,0,0,0.0,1,82.28692187,10,0.0,9,1.21890572,7,7.22909529,9,3.0,7,6.26101922,0,0,3.3,4,4,82.28692639,333004.70859821,3803.40321370153
875,72.08158899,17.67359924,8.46590042,15.68470001,3,2,3,10,5.6,10,1,365.6000061,6,2.27862218,2,2,0,0.0,3,382.56481836,10,0.0,0,0.0,10,72.52227248,9,3.0,7,5.98553732,0,0,3.7,4,6,382.56481286,1548191.06268316,8421.75773449423
876,0.0,20.89419937,25.82360076,22.10919952,3,7,2,1,4.6,10,6,44.34280014,6,1.16157919,0,0,5,31.45656265,4,835.2641796,10,0.0,6,0.27434433,4,1.13267158,6,1.86462998,2,1.0355526,0,0,4.75,6,4,835.26419282,3380207.7839483,18566.1246588253
877,0.0,10.92860031,21.76530075,11.63409996,5,6,4,1,4.8,8,6,44.72439956,1,0.05886431,0,0,0,0.0,1,28.10761522,8,0.02732355,0,0.0,7,7.21121299,5,1.62992,0,0.0,0,0,2.55,3,5,28.10761645,113747.94314414,2310.69504026361
878,0.0,9.35579013,18.81360054,27.96619987,6,5,2,1,3.4,3,8,22.48460006,6,1.56066914,0,0,0,0.0,4,756.18207996,3,0.76129812,7,0.40970291,6,3.41396611,0,0.0,7,6.91744506,0,0,3.7,4,3,756.18208321,3060172.56063554,17835.4181269379
879,0.0,17.09149932,24.49049949,12.80389976,3,6,4,1,4.0,6,5,56.14870071,5,0.62466206,0,0,0,0.0,3,302.66393146,6,0.2770069,4,0.13410914,4,1.30448315,0,0.0,4,2.26680462,0,0,2.9,3,4,302.66391858,1224842.32210898,12923.7078009251
880,5.19336823,7.06744003,33.2955017,6.35948991,7,8,6,4,6.2,6,9,18.55139923,1,0.05475268,0,0,7,52.60452434,5,1044.56794703,6,0.2482634,2,0.01248363,5,1.97618164,0,0.0,3,1.97618164,0,0,4.35,5,6,1044.56793925,4227233.38252792,13953.0901053089
881,0.0,72.0625,8.80990028,42.5589981,1,2,1,1,3.0,10,8,27.21050071,3,0.17865907,0,0,0,0.0,1,29.49418292,10,0.0,0,0.0,9,24.33496807,9,3.0,6,3.93406388,0,0,3.85,5,3,29.49418551,119359.21153136,2064.77184731123
882,0.0,25.4144001,24.98170089,4.37676,2,6,8,1,5.4,10,5,58.58499908,6,1.33232786,0,0,0,0.0,2,219.94920906,10,0.0,0,0.0,2,0.18418797,0,0.0,2,0.18418797,0,0,2.85,3,5,219.94920853,890106.42756392,6143.58653746991
883,0.0,9.28400039,21.76530075,11.63409996,6,6,4,1,5.4,10,7,34.16139984,5,1.06661365,0,0,0,0.0,4,509.30632814,10,0.0,6,0.26809013,5,2.9656808,9,2.94636011,3,1.70308506,0,0,4.3,5,5,509.30630829,2061097.74907108,14390.8173020494
884,0.0,10.12279987,21.76530075,11.63409996,6,6,4,1,4.8,7,5,58.34999847,6,1.41789462,0,0,5,38.13766843,4,677.04243761,7,0.12846462,0,0.0,2,0.08203326,0,0.0619875,3,1.38399596,0,0,3.65,4,5,677.04243915,2739904.5027565,12527.362575641
885,0.0,47.1053009,8.80990028,42.5589981,1,2,1,1,3.0,10,2,147.21000671,3,0.23297739,0,0,0,0.0,1,38.46139889,10,0.0,0,0.0,8,10.46425797,9,3.0,0,0.0,0,0,2.6,3,3,38.46139902,155648.38224716,2663.72285645864
886,0.0,23.58819961,24.98170089,4.37676,2,6,8,1,5.4,10,4,72.66670227,3,0.21204706,0,0,0,0.0,1,35.00608599,10,0.0,0,0.0,7,7.70608859,0,0.0,8,7.70608859,0,0,2.8,3,5,35.00609159,141665.19324682,2257.57915856821
887,0.0,5.85652017,26.73040008,15.16460037,9,7,3,1,6.0,10,9,19.02109909,5,0.97750377,0,0,0,0.0,3,473.62430199,10,0.0,8,0.74480975,6,4.44426097,0,0.0,7,6.70735852,0,0,4.35,5,6,473.62432023,1916697.28891174,10049.5802650614
888,0.0,24.76810073,24.98170089,4.37676,2,6,8,1,4.8,7,7,35.80450057,3,0.18922241,0,0,0,0.0,2,136.06537193,7,0.15616023,0,0.0,8,8.64319836,0,0.0,10,34.8952267,0,0,3.25,4,5,136.06536404,550639.19491686,8022.71945133176
889,0.0,7.97087001,33.2955017,6.35948991,7,8,6,1,6.4,10,8,20.73870086,4,0.42124554,4,6,0,0.0,2,201.14407909,10,0.0,7,0.44102715,10,82.41997514,0,0.0,9,20.42587591,0,0,4.6,6,6,201.14407668,814004.45459386,8407.52896928153
890,0.0,1.0,59.0951004,-1.16730999,10,10,10,1,8.2,10,10,12.39410018,1,0.09364622,1,1,0,0.0,1,45.37386875,10,0.0,0,0.0,8,12.39435859,9,3.0,7,7.53773062,0,0,4.05,5,8,45.37387289,183622.28341512,3460.27165124003
891,0.0,62.12900161,8.80990028,42.5589981,1,2,1,1,3.0,10,9,16.91670036,4,0.39399336,0,0,0,0.0,1,65.042946,10,0.0,0,0.0,9,22.75358191,9,3.0,10,25.64016703,0,0,4.3,5,3,65.04293344,263220.4658278,4188.04748777678
892,11.39500238,14.90909957,24.49049949,12.80389976,4,6,4,5,4.4,3,7,37.40439987,3,0.27099763,0,0,0,0.0,2,131.3049308,3,0.62096677,7,0.41666371,5,2.8450569,0,0.0,6,4.4228042,0,0,2.85,3,4,131.30491961,531374.28271593,5614.37459484007
893,0.0,6.58973979,41.32239913,8.24096965,8,10,6,1,7.0,10,8,26.60969924,4,0.47097597,0,0,0,0.0,2,224.8902806,10,0.0,0,0.0,8,9.86593104,0,0.0,8,9.86593104,0,0,3.7,4,7,224.89029233,910102.3642775,7603.83565482424
894,0.0,12.23530006,8.46590042,15.68470001,5,2,3,1,4.2,10,1,360.66900634,4,0.41714256,0,0,0,0.0,1,70.03533642,10,0.0,4,0.11422805,0,0.0,9,3.0,0,0.0,0,0,2.35,3,4,70.03533002,283424.05879404,2630.97817663813
895,0.0321925,4.9539299,35.02970123,8.14964962,9,9,6,2,6.0,4,10,1.59599995,6,2.38942342,4,5,7,50.74997289,6,4137.29895819,4,0.45950752,8,0.7393616,4,1.30459269,0,0.0,4,2.48847185,0,0,5.65,7,6,4137.29894201,16743121.7672861,56535.1345679135
896,0.0,3.56317996,35.52529907,6.88396978,10,9,6,1,5.8,3,10,1.54036998,8,6.37485597,5,8,8,66.15173714,8,11038.095921,3,0.61348551,3,0.06531651,3,0.53013581,0,0.0,5,3.22959469,0,0,6.05,7,6,11038.09590781,44669767.9945383,89248.4094317088
897,0.0,6.86956977,29.03129959,11.97060012,8,7,4,1,4.8,4,7,37.10739898,5,0.84877954,0,0,0,0.0,3,411.25429156,4,0.47433425,0,0.0,5,2.05482597,0,0.0,3,2.05482597,0,0,2.8,3,5,411.2542894,1664293.71947567,11977.6936019211
898,0.0,9.66049003,21.76530075,11.63409996,6,6,4,1,4.2,4,9,18.20890045,5,0.66778878,0,0,0,0.0,3,318.86808777,4,0.45300237,7,0.41753943,6,3.26599004,9,3.0,9,13.649682,0,0,4.25,5,4,318.86808473,1290418.51829416,8624.29467201889
899,0.0,51.44440078,8.80990028,42.5589981,1,2,1,1,2.2,6,3,130.13800048,6,1.21451277,0,0,0,0.0,2,203.90824913,6,0.24104959,0,0.0,6,3.3583732,9,3.0,0,0.0,0,0,2.7,3,2,203.90824637,825190.69717701,7813.91689362766
900,0.0,13.35369968,24.49049949,12.80389976,4,6,4,1,5.0,10,8,21.27120018,5,1.01195726,0,0,0,0.0,2,167.06038099,10,0.0,7,0.54752658,7,7.99291844,0,0.0,8,8.65833054,0,0,4.1,5,5,167.06038305,676072.0883848,7478.49179949359
901,43.00099016,14.84650039,24.49049949,12.80389976,4,6,4,9,5.4,4,8,22.89640045,5,0.56287835,0,0,0,0.0,3,404.75254015,4,0.45017135,4,0.10104939,5,2.09866502,0,0.0,9,17.4461561,0,0,3.45,4,5,404.75254667,1637981.9949246,12814.5152656632
902,2.97669453,9.53894042,41.32239913,8.24096965,6,10,6,3,7.0,10,6,49.57709884,6,1.33183062,0,0,0,0.0,4,635.94701307,10,0.0,2,0.00599106,2,0.19912036,0,0.0,5,2.97292692,0,0,3.55,4,7,635.94701426,2573596.55335666,14069.2084270536
903,0.0,37.27999877,8.80990028,42.5589981,2,2,1,1,2.6,7,2,168.3480072,4,0.49824096,0,0,0,0.0,3,301.19181606,7,0.15341718,0,0.0,8,11.41886936,9,3.0,2,0.78727238,0,0,2.8,3,2,301.19180867,1218884.88082962,13254.7317816202
904,0.0,9.0,38.99610137,8.95127964,6,9,5,1,6.2,10,7,34.67369842,1,0.04514194,0,0,0,0.0,1,21.55520846,10,0.0,0,0.0,9,14.73574243,0,0.0,9,14.73574243,0,0,3.2,4,6,21.55520875,87231.18391866,1557.78578018571
905,0.0,1.0,59.0951004,-1.16730999,10,10,10,1,8.2,10,9,14.36289978,1,0.05777968,0,0,0,0.0,1,27.99566119,10,0.0,10,16.0421287,10,51.29973499,9,3.0,0,0.0,0,0,4.05,5,8,27.99565976,113294.86871422,2798.22876462681
906,0.0,14.89470005,27.62680053,15.21290016,4,7,3,1,4.6,8,10,11.2102003,1,0.0542755,1,1,0,0.0,1,39.02823745,8,0.08855127,0,0.0,0,0.0,9,3.0,0,0.0,10,99,3.6,4,4,39.02823724,157942.30433441,2688.9998257553
907,0.0,13.94120025,21.76530075,11.63409996,4,6,4,1,3.8,4,4,96.88950347,5,0.58567744,4,5,0,0.0,3,279.66005423,4,0.42543079,7,0.51930906,9,28.92990928,0,0.0,9,15.34388603,0,0,3.6,4,4,279.66003707,1131748.54411619,10007.2151785722
908,0.0,10.95450019,18.81360054,27.96619987,5,5,2,1,4.6,10,9,14.27960014,1,0.08489383,0,0,0,0.0,1,41.13312424,10,0.0,4,0.10696974,3,1.03784968,0,0.0,0,0.0,0,0,2.95,3,4,41.1331288,166460.53229984,2760.51747313068
909,0.0,8.3913002,38.99610137,8.95127964,7,9,5,1,6.4,10,10,13.19139957,1,0.09874481,0,0,0,0.0,1,47.15049153,10,0.0,0,0.0,10,43.66342604,0,0.0,10,43.66342604,0,0,3.75,4,6,47.15049777,190812.05799956,3928.36676097086
910,0.0,8.60525989,38.99610137,8.95127964,7,9,5,1,6.4,10,8,20.87730026,2,0.15247902,0,0,0,0.0,1,72.80849327,10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2.55,3,6,72.8084903,294646.68517988,3720.74676234846
911,0.0,18.91510009,24.98170089,4.37676,3,6,8,1,4.8,6,9,18.19750022,5,1.05618044,0,0,6,42.06074482,4,759.4744253,6,0.26991297,9,1.22334599,5,2.25638934,0,0.0,6,3.83077547,0,0,4.95,6,5,759.47443397,3073496.2847431,12246.7393339131
912,0.0,6.9749999,41.32239913,8.24096965,8,10,6,1,7.0,10,7,36.47439956,2,0.16397284,0,0,0,0.0,1,78.29677227,10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2.4,3,7,78.29677275,316857.065092,2999.07148630749
913,4.53327706,21.63030052,23.57489967,9.75681018,3,6,5,3,4.4,5,5,67.4083023,6,2.19066819,0,0,4,20.96686033,5,1575.25778663,5,0.37463328,6,0.3314632,4,1.60173783,0,0.0,6,3.83380552,0,0,4.0,5,4,1575.2577555,6374867.46424712,44076.1304408633
914,8.97759022,4.72103023,25.72170066,3.00264,9,7,9,5,6.6,3,7,31.40500068,1,0.10153681,3,3,5,30.93696816,5,1937.11224963,3,0.65654842,5,0.17486854,6,3.72912824,0,0.0,4,2.45858751,0,0,4.0,5,7,1937.11224416,7839246.48318757,35417.269249096
915,0.0,14.0,21.76530075,11.63409996,4,6,4,1,5.0,10,4,84.73789978,1,0.04735047,0,0,0,0.0,1,22.6097775,10,0.0,0,0.0,8,9.03538303,0,0.0,8,9.03538303,0,0,2.65,3,5,22.60977313,91498.87160044,1556.45121784679
916,0.0,9.86487007,8.46590042,15.68470001,6,2,3,1,4.4,10,1,344.1369934,4,0.40078412,0,0,0,0.0,1,67.28886677,10,0.0,5,0.22960707,10,33.78047675,9,3.0,0,0.0,0,0,2.9,3,4,67.2888612,272309.44934908,3054.29648892742
917,0.0,14.0,21.76530075,11.63409996,4,6,4,1,4.2,6,3,104.16200256,4,0.27934232,0,0,0,0.0,2,133.38551755,6,0.20631925,0,0.0,9,16.5268317,0,0.0,9,20.22984241,0,0,2.65,3,4,133.38551758,539794.19766298,7694.00349271292
918,14.65595753,15.06630039,27.62680053,15.21290016,4,7,3,6,5.0,5,8,25.98180007,5,1.1200023,0,0,0,0.0,4,805.3672191,5,0.3133378,6,0.33394704,4,1.75084106,9,3.0,3,1.57193385,0,0,3.9,5,5,805.36720109,3259218.46698015,20977.0102106467
919,53.26634921,23.04879951,8.64577007,43.25189971,2,2,1,9,4.0,6,2,189.33000183,8,7.08401303,7,32,5,32.6156112,5,1189.356525,6,0.26383342,9,1.2849385,10,36.22136768,9,3.0,8,9.40076736,0,0,5.7,7,4,1189.35652822,4813174.35744551,30977.0162140177
920,0.0,19.04730033,18.81360054,27.96619987,3,5,2,1,2.6,2,4,90.1182022,7,3.284094,0,0,0,0.0,4,542.15925252,2,0.84910844,2,0.01938544,5,2.57230692,0,0.0,3,1.77955092,0,0,2.6,3,2,542.15925163,2194049.42561074,18098.9373531016
921,1.01486618,11.81509971,26.18569946,10.86709976,5,7,4,2,4.4,4,4,83.13469696,5,0.63886075,0,0,0,0.0,3,305.05499703,4,0.56142007,0,0.0,3,0.73786039,0,0.0,2,0.73786039,0,0,2.2,2,4,305.05499532,1234518.70509293,11824.4615038354
922,0.0,13.58030033,21.76530075,11.63409996,4,6,4,1,3.6,3,3,106.62200164,5,1.1476377,0,0,0,0.0,4,547.99518559,3,0.73028378,4,0.12595001,6,3.94320982,0,0.0,2,0.83445988,0,0,2.45,3,3,547.9951788,2217666.67942561,17178.9373673863
923,0.0,10.30000019,24.49049949,12.80389976,6,6,4,1,5.4,10,7,36.73989868,5,0.7715652,0,0,0,0.0,3,373.84206653,10,0.0,4,0.10985922,7,5.902974,0,0.0,2,0.66629205,0,0,3.65,4,5,373.84206278,1512891.2042896,9648.09906476953
924,0.0,11.88630008,21.76530075,11.63409996,5,6,4,1,4.4,6,6,43.43149948,5,1.05773011,0,0,0,0.0,4,505.06445245,6,0.21453103,9,1.44011323,8,9.63504751,9,2.94965004,8,8.04054211,0,0,4.3,5,4,505.0644499,2043931.48854382,13674.5373827579
925,0.0,14.13160037,18.81360054,27.96619987,4,5,2,1,4.0,8,7,36.1216011,5,0.7832664,0,0,0,0.0,3,379.51158346,8,0.02175427,3,0.07654575,3,0.5637509,0,0.0,8,7.72883919,0,0,3.5,4,4,379.51158348,1535835.03232663,17623.8914394191
926,0.0,10.0,38.99610137,8.95127964,6,9,5,1,6.2,10,8,25.23889923,1,0.0525487,0,0,0,0.0,1,25.09192488,10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2.45,3,6,25.0919258,101543.82725107,1908.42278991878
927,0.0,10.0,24.82139968,6.73348999,6,6,6,1,4.8,5,8,20.73469924,1,0.02961824,0,0,0,0.0,1,21.29777995,5,0.3365609,0,0.0,9,17.83171771,0,0.0,9,17.83171771,0,0,2.85,3,5,21.29778351,86189.41676976,1897.3329688874
928,0.0,23.76919937,4.27980995,61.68280029,2,1,1,1,2.0,5,2,158.52600097,5,0.78111462,0,0,0,0.0,2,128.9513998,5,0.41987911,0,0.0,9,15.86116942,9,3.0,0,0.0,0,0,2.5,3,2,128.95140183,521849.896102825,5232.15832893428
929,0.0,23.84720039,18.81360054,27.96619987,2,5,2,1,4.0,10,5,66.00930023,5,0.86813144,0,0,0,0.0,2,143.31669336,10,0.0,7,0.44893583,4,1.13929505,0,0.0,7,6.70738332,0,0,3.45,4,4,143.31669008,579984.38763516,7055.43164515588
930,6.09279857,2.72619009,25.72170066,3.00264,10,7,9,4,8.0,10,10,12.8025999,5,0.70325467,0,0,0,0.0,3,335.8029934,10,0.0,5,0.1637865,8,9.84805991,0,0.0,8,10.01806435,0,0,4.5,5,8,335.80299458,1358951.9411009,7593.36125643837
931,0.0,40.48979949,8.80990028,42.5589981,1,2,1,1,3.0,10,6,50.4584999,6,1.1686698,0,0,0,0.0,2,192.93148998,10,0.0,7,0.52256891,10,86.44866631,9,3.0,8,8.0748249,0,0,4.5,5,3,192.93149256,780769.17285832,5291.65258695889
932,0.0,7.32028007,26.34519958,15.50510025,7,7,3,1,4.8,6,9,18.97340011,3,0.27511446,1,1,0,0.0,4,561.15375652,6,0.27497632,4,0.14003292,4,1.27063214,0,0.0,5,2.95311575,0,0,3.6,4,5,561.15375934,2270917.77862058,12997.9106753528
933,0.0,13.53170013,21.76530075,11.63409996,4,6,4,1,3.8,4,4,74.05889892,5,0.86337916,0,0,0,0.0,3,412.26218471,4,0.5208336,0,0.0,4,1.66852557,0,0.0372973,7,7.2660557,0,0,2.5,3,4,412.26218356,1668372.53875316,11440.0268675616
934,0.0,22.43639945,18.81360054,27.96619987,3,5,2,1,4.0,9,5,61.17829895,4,0.46935077,0,0,0,0.0,2,227.41183949,9,0.01153853,7,0.44856943,6,4.8173833,0,0.0,6,4.77357732,0,0,3.3,4,4,227.41183414,920306.72276082,7217.91695794284
