OBJECTID,cons_pct,bldg_dens,avg_parcsz,pop_chg,threatF1,threatF2,threatF3,threatF4,threat,ThreatF5,F1rcl,F1raw,F2rcl,F2raw,F3rcl,F3raw,F4rcl,F4raw,F5rcl,F5raw,F6rcl,F6raw,F7rcl,F7raw,F8rcl,F8raw,F9rcl,F9raw,F10rcl,F10raw,F11rcl,F11raw,Fwght,Fwghtrcl,threatrcl,ACRES,Shapearea,Shapelen
98,0.0,7.18181991,38.64619827,12.14579963,7,9,4,1,6.2,10,2,163.64399719,2,0.14921615,0,0,0,0.0,1,24.6335573,10,0.0,0,0.0,10,78.97072988,0,0.0,7,6.89530943,0,0,2.5,3,6,24.63355673,99688.8660302,2581.73610444921
99,0.26625511,14.0,12.54950046,23.61030006,4,3,2,2,4.2,10,2,164.72999572,5,0.75521703,0,0,0,0.0,2,126.79568803,10,0.0,3,0.08628053,10,34.68698398,9,3.0,0,0.0,0,0,3.2,4,4,126.79569671,513126.03209095,4330.88101242505
100,0.0,15.92310047,38.64619827,12.14579963,4,9,4,1,4.0,2,3,104.53700256,4,0.28129939,0,0,0,0.0,2,202.27575283,2,1.13081274,0,0.0,2,0.16210544,0,0.0,3,1.21908828,0,0,1.6,2,4,202.27575362,818584.20698127,4946.30289670442
101,0.0,21.94440078,13.27320003,9.60169029,3,3,5,1,4.4,10,2,138.78500366,1,0.07645423,0,0,0,0.0,1,36.50677809,10,0.0,3,0.06902827,7,5.83234158,0,0.0,9,14.98198495,0,0,2.5,3,4,36.50677879,147738.28317656,1886.67573979494
102,0.0,21.75,24.50589942,5.81794977,3,6,7,1,5.4,10,5,65.4885025,3,0.16968606,0,0,0,0.0,1,28.48911104,10,0.0,0,0.0,10,92.96955583,0,0.0,0,0.0,0,0,2.7,3,5,28.48910953,115291.79704084,1760.17501337223
103,0.0,6.51401996,45.75,7.30360984,8,10,6,1,5.2,1,3,125.91200256,4,0.45222651,0,0,0,0.0,2,215.93744363,1,2.90158107,3,0.07511434,4,1.73911478,0,0.0,2,0.08832187,0,0,1.7,2,5,215.93744038,873871.3129229,6743.85763778002
104,0.0,3.30350995,38.64619827,12.14579963,10,9,4,1,6.2,7,2,185.66000366,6,2.3079748,1,1,5,34.87377336,5,1659.61020044,7,0.14056312,3,0.0380993,3,0.63678808,0,0.0,2,1.18705464,0,0,3.6,4,6,1659.6102176,6716231.13268541,31938.6119299801
105,10.83357942,5.60869979,47.97880172,7.14589977,9,10,6,5,6.4,2,4,73.57460021,6,1.66196538,0,0,0,0.0,3,279.03243077,2,0.83947231,3,0.05293291,5,2.96596348,0,0.0,8,8.07246667,0,0,2.65,3,6,279.03242378,1129208.67307272,9400.21797651292
106,44.07207632,4.0,35.60260009,10.61240005,10,9,4,9,8.4,10,4,77.01399993,5,0.75287234,0,0,0,0.0,2,126.40203195,10,0.0,9,1.92449437,10,50.27189754,9,3.0,9,19.09184498,0,0,4.25,5,9,126.40203217,511532.9218546,7118.48797890337
107,0.0,14.67570018,12.54950046,23.61030006,4,3,2,1,4.0,10,3,132.93499755,4,0.42327234,0,0,0,0.0,1,71.06448321,10,0.0,3,0.07950525,8,10.48076291,9,3.0,0,0.0,0,0,3.0,3,4,71.06448153,287588.90384975,3646.37203816456
108,0.0,9.0,38.64619827,12.14579963,6,9,4,1,6.0,10,3,125.73600006,1,0.05946631,0,0,0,0.0,1,42.76082085,10,0.0,0,0.0,8,9.94602048,0,0.0,10,24.2015934,0,0,2.6,3,6,42.76082046,173047.59310794,3424.6197455705
109,5.31136847,4.86111021,47.97880172,7.14589977,9,10,6,4,7.8,10,6,48.44940185,7,2.58854948,0,0,0,0.0,3,427.33431295,10,0.0,0,0.0,8,11.77951277,0,0.0,3,2.04340249,0,0,3.6,4,8,427.33430502,1729367.49427792,10842.1885614484
110,3.25371299,6.75903987,29.11540031,12.48390007,8,7,4,3,6.4,10,5,59.5603981,5,0.69591371,0,0,0,0.0,3,337.18708458,10,0.0,6,0.30158331,10,79.58314901,0,0.0,7,6.2468822,0,0,3.85,5,6,337.18708534,1364553.18008586,8567.04981604936
111,0.0,6.12247991,35.60260009,10.61240005,8,9,4,1,5.4,5,7,40.07830047,6,2.14043757,0,0,6,44.0296989,5,1293.91663858,5,0.32773672,8,0.97414312,6,4.83845698,4,1.49664998,2,0.6797594,0,0,4.8,6,5,1293.91663606,5236315.79396607,23084.2214482804
112,23.15572029,1.62767004,29.94099998,3.31018996,10,7,9,7,7.6,5,10,1.45317995,4,0.33351159,0,0,9,75.8173254,7,6362.71073165,5,0.38420857,4,0.09360004,4,1.29652444,0,0.0,4,2.63888532,0,0,5.4,7,8,6362.71070007,25749079.6566899,50875.5949061282
113,10.55289288,3.77795004,28.97669982,12.27379989,10,7,4,5,6.4,6,6,46.20809936,7,3.59254642,0,0,5,36.8774763,6,2583.31533356,6,0.22832055,6,0.2597631,7,5.71109914,0,0.0,2,1.20242386,0,0,4.6,6,6,2583.31532647,10454348.0374002,45884.2177140349
114,0.0,11.34210014,35.60260009,10.61240005,5,9,4,1,4.0,1,3,118.54799652,4,0.4805304,0,0,0,0.0,1,79.32903445,1,1.930592,0,0.0,3,0.46227715,0,0.0,2,0.46227715,0,0,1.35,1,4,79.3290323,321034.48801511,2931.40458861469
115,0.0,15.72729969,12.54950046,23.61030006,4,3,2,1,4.0,10,2,149.67999267,3,0.24081732,0,0,0,0.0,1,40.43155343,10,0.0,0,0.0,0,0.0,9,3.0,0,0.0,0,0,2.2,2,4,40.43155472,163621.35138736,2267.79508765756
116,0.0,8.9375,29.11540031,12.48390007,6,7,4,1,5.6,10,7,35.70550155,1,0.07518615,0,0,0,0.0,1,36.42951903,10,0.0,0,0.0,5,2.93037083,0,0.0,5,2.93037083,0,0,2.8,3,6,36.42952362,147425.64134256,2899.24447049103
117,0.0,23.40909957,13.27320003,9.60169029,2,3,5,1,4.2,10,3,125.62200164,3,0.2621502,0,0,0,0.0,1,43.27743259,10,0.0,6,0.3583854,10,55.93284663,0,0.0,5,3.50335015,0,0,2.95,3,4,43.27743298,175138.25819164,2398.33891217088
118,11.07685697,4.30693006,29.11540031,12.48390007,10,7,4,5,6.6,7,4,84.16269683,5,1.13892891,0,0,6,43.0230205,4,818.9769008,7,0.12011083,7,0.53141913,6,4.62343931,0,0.0,4,2.41487641,0,0,4.15,5,7,818.97689602,3314295.16863036,13328.564313269
119,13.53685029,4.03459978,18.43779945,15.88129997,10,5,3,6,5.8,5,2,166.44400024,8,7.39120955,0,0,0,0.0,5,1240.93268584,5,0.31697448,9,2.1582476,9,15.00401287,9,3.0,9,12.41187711,0,0,4.15,5,6,1240.93268159,5021896.47983259,39779.2874909214
120,97.26923693,4.05556011,18.43779945,15.88129997,10,5,3,10,7.6,10,3,108.89099884,3,0.2088957,0,0,0,0.0,1,35.07213696,10,0.0,0,0.0,10,75.35640051,9,3.0,2,0.48539956,0,0,2.95,3,8,35.07213994,141932.48251052,1967.1583606722
121,0.0,7.0,38.64619827,12.14579963,8,9,4,1,6.4,10,2,139.1040039,3,0.19171038,0,0,0,0.0,1,31.64877736,10,0.0,0,0.0,5,2.88769448,0,0.0,5,2.88769448,0,0,2.25,2,6,31.64878199,128078.58900366,2104.90775354108
122,0.0,5.0,38.64619827,12.14579963,9,9,4,1,6.6,10,2,187.58099365,1,0.03787493,0,0,0,0.0,1,27.23496833,10,0.0,9,2.037087,2,0.0484671,0,0.0,3,1.3441543,0,0,2.25,2,7,27.23496981,110216.45338236,2110.66063312858
123,99.87744412,5.07692003,29.11540031,12.48390007,9,7,4,10,8.0,10,3,131.46499633,3,0.21401384,0,0,0,0.0,1,35.93143608,10,0.0,9,1.73163131,7,8.17918881,0,0.0,9,23.0857458,0,0,3.15,4,8,35.93143543,145409.94187869,2901.60961567261
124,0.0,12.75,11.35589981,19.93510055,5,2,2,1,4.0,10,9,15.7777996,2,0.12014601,1,1,0,0.0,1,20.17167989,10,0.0,0,0.0,10,69.21486001,9,3.0,9,13.12255604,0,0,4.2,5,4,20.17168002,81632.21940734,1130.32488609428
125,39.08045986,6.05881977,18.43779945,15.88129997,8,5,3,8,6.8,10,3,134.5019989,4,0.37842132,0,0,0,0.0,1,63.53430866,10,0.0,7,0.55481834,9,16.12734948,9,3.0,10,56.82145718,0,0,3.75,4,7,63.53429885,257115.2138418,5177.98481831713
126,63.13942952,13.86209964,12.54950046,23.61030006,4,3,2,9,4.8,6,2,199.23800659,8,7.74538129,5,14,5,39.14227157,5,1300.39565786,6,0.28997943,10,6.58033572,10,71.34593955,9,3.0,7,6.08897757,0,0,5.5,7,5,1300.39565008,5262535.53833187,24860.5237818495
127,0.0,6.59301996,35.60260009,10.61240005,8,9,4,1,6.4,10,9,18.52519989,4,0.2838091,0,0,0,0.0,2,171.56553543,10,0.0,0,0.0,10,30.92858939,9,3.0,4,2.72129247,0,0,4.2,5,6,171.5655381,694303.8769389,8469.18770457693
128,0.0,2.0,81.79329681,2.13630008,10,10,9,1,8.0,10,10,7.15323019,1,0.05801866,0,0,0,0.0,1,28.11144907,10,0.0,0,0.0,6,4.80146006,0,0.0,6,4.80146006,0,0,3.35,4,8,28.11144773,113763.44788234,2422.32082004187
129,0.15320346,14.51690006,18.43779945,15.88129997,4,5,3,2,3.0,1,5,67.33370208,5,1.07613014,0,0,0,0.0,2,180.67476776,1,1.9556909,7,0.50881482,6,3.28036951,9,3.0,0,0.0,0,0,2.75,3,3,180.67477284,731167.78953424,8306.87816678842
130,0.0,10.54850006,27.74580001,3.16382002,6,7,9,1,5.4,4,8,21.00790023,7,4.15075902,0,0,6,48.10103836,5,2011.14348643,4,0.46753899,8,1.13820322,8,11.35036866,0,0.0,3,1.88103933,0,0,4.9,6,5,2011.14347968,8138841.4624698,28564.6682950953
131,0.0,4.67883014,38.64619827,12.14579963,9,9,4,1,6.6,10,2,145.72099304,5,0.76170783,2,2,0,0.0,4,547.72612374,10,0.0,8,1.01373656,9,16.90308276,2,0.706169,0,0.0,0,0,3.55,4,7,547.72612622,2216577.85791758,9944.24453959086
132,6.0956296,5.14073991,38.64619827,12.14579963,9,9,4,4,7.2,10,2,184.27299499,6,1.65100218,0,0,0,0.0,3,272.55800548,10,0.0,9,2.23933983,9,18.3930389,0,0.0,9,12.8045551,0,0,3.7,4,7,272.55799467,1103007.48323636,10753.2438527681
133,0.0,9.0,30.18899917,3.30784988,6,7,9,1,6.2,8,8,28.7935009,1,0.04188107,0,0,0,0.0,1,20.29239591,8,0.04100057,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2.25,2,6,20.29239889,82120.75329328,1265.90401033617
134,16.73425235,4.36718988,47.97880172,7.14589977,10,10,6,6,7.4,5,8,21.79940032,6,2.13214712,0,0,5,37.43724295,5,1018.09687344,5,0.38540929,4,0.11069673,7,7.63084555,0,0.0,5,2.80070794,0,0,4.6,6,8,1018.09685537,4120108.2782075,22197.9398861008
135,98.29654005,6.0,29.11540031,12.48390007,8,7,4,10,7.8,10,2,144.40600585,3,0.2486823,0,0,0,0.0,1,41.75202909,10,0.0,4,0.11879662,5,2.76393752,0,0.0,7,7.45582925,0,0,2.55,3,8,41.75202246,168965.11612718,2644.20551353039
136,0.0,25.27499961,13.27320003,9.60169029,2,3,5,1,4.0,9,3,116.02899932,3,0.17438555,0,0,0,0.0,1,83.26882554,9,0.00538016,0,0.0,4,1.18375633,0,0.0,2,0.20060328,0,0,2.1,2,4,83.26883273,336978.35845539,4871.83634058951
137,0.0,12.94250011,35.60260009,10.61240005,5,9,4,1,5.8,10,6,45.82009887,7,4.29004781,0,0,6,49.54995146,4,708.22854439,10,0.0,3,0.04038244,6,3.82835459,0,0.0,3,1.20747463,0,0,4.7,6,6,708.22853558,2866110.66217303,9345.35861279914
138,0.0,6.52564001,30.18899917,3.30784988,8,7,9,1,7.0,10,9,15.68169975,5,0.61074564,0,0,0,0.0,3,295.92108953,10,0.0,0,0.0,3,0.87131336,0,0.0,5,3.28779541,0,0,3.7,4,7,295.92108663,1197554.94016987,5493.70516332697
139,0.0,15.4375,18.43779945,15.88129997,4,5,3,1,4.6,10,5,72.28569793,3,0.1932688,0,0,0,0.0,1,32.44848907,10,0.0,6,0.25548184,10,32.38301782,9,3.0,0,0.0,0,0,3.45,4,4,32.44849067,131314.908126,1539.85712669743
140,0.0,12.11110019,35.60260009,10.61240005,5,9,4,1,4.0,1,6,54.98759841,3,0.21763805,0,0,0,0.0,1,35.92908212,1,2.41008105,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1.45,1,4,35.92907937,145400.40723984,2942.17875376969
141,0.0,13.86670017,29.11540031,12.48390007,4,7,4,1,5.2,10,8,22.28689956,1,0.04452884,0,0,0,0.0,1,26.91814626,10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2.45,3,5,26.91814234,108934.29298096,2051.94962677264
142,58.17014068,7.59090995,18.43779945,15.88129997,7,5,3,9,6.8,10,3,110.39399719,3,0.24741761,0,0,0,0.0,1,41.53969668,10,0.0,0,0.0,0,0.0,9,3.0,10,45.18858224,0,0,2.85,3,7,41.53970095,168105.8780156,2132.16058241234
143,0.0,5.0,38.64619827,12.14579963,9,9,4,1,5.2,3,2,161.19599914,5,0.8894082,0,0,0,0.0,2,146.829198,3,0.69697309,3,0.05244188,7,5.26805302,0,0.0,7,5.26805302,0,0,2.25,2,5,146.82919153,594199.03355862,4178.14499813286
144,10.42650144,15.48349952,37.73389816,11.73750019,4,9,4,5,6.4,10,4,82.49880218,5,1.15032266,0,0,0,0.0,2,189.90262553,10,0.0,2,0.01690339,9,14.6314986,0,0.0,9,19.210182,0,0,3.4,4,6,189.90263189,768511.75956531,12141.6138890741
145,0.0,18.37249946,13.27320003,9.60169029,3,3,5,1,2.8,2,2,165.93899536,7,2.57930357,0,0,0,0.0,5,1231.61337009,2,1.26834608,2,0.01666107,2,0.09218802,0,0.0,3,1.55867096,0,0,2.3,2,2,1231.6133739,4984182.42880016,36385.341027282
146,0.0,3.07692003,47.97880172,7.14589977,10,10,6,1,7.4,10,10,11.14500045,5,1.06177173,0,0,0,0.0,2,178.26409104,10,0.0,0,0.0,2,0.22941243,0,0.0,2,0.22941243,0,0,3.5,4,8,178.26409763,721412.09402692,4723.69042322482
147,0.0,11.84109973,22.77070045,2.87052011,5,6,9,1,6.2,10,5,70.12550354,6,1.29535999,0,0,0,0.0,2,213.84631626,10,0.0,6,0.25111491,5,2.83834676,0,0.0,7,6.09274932,0,0,3.55,4,6,213.8463165,865408.8010047,9333.51298080861
148,0.0,16.95120048,18.43779945,15.88129997,3,5,3,1,3.6,6,5,55.43429946,4,0.46813194,0,0,0,0.0,1,77.28221697,6,0.29564369,0,0.0,8,9.83020453,9,3.0,0,0.0,0,0,2.75,3,3,77.2822131,312751.27142692,3384.87306704186
149,12.01644417,9.63125038,29.11540031,12.48390007,6,7,4,5,5.6,6,6,53.6853981,6,1.32511628,0,0,0,0.0,4,642.05100034,6,0.23674131,3,0.03804993,4,1.67371439,0,0.0,3,1.57874062,0,0,3.2,4,6,642.05098023,2598298.52604695,15333.0154092948
150,0.0,28.31579971,13.27320003,9.60169029,2,3,5,1,4.2,10,3,124.47100067,1,0.07831489,0,0,0,0.0,1,37.39523817,10,0.0,0,0.0,6,4.3744607,0,0.0,6,4.3744607,0,0,2.3,2,4,37.39523318,151333.74490328,2374.56994411042
151,27.00899527,15.54360008,26.17370033,6.56431007,4,7,6,7,5.6,4,6,52.36119842,4,0.53640075,0,0,0,0.0,3,385.71312217,4,0.51752452,0,0.0,6,3.26633948,0,0.0,2,0.36536999,0,0,2.55,3,6,385.71311581,1560931.84366124,10384.1370518999
152,32.62694626,5.0,47.97880172,7.14589977,9,10,6,8,8.6,10,7,35.18560028,2,0.15546511,0,0,0,0.0,1,74.23434545,10,0.0,0,0.0,8,12.96909124,0,0.0,9,12.96909124,0,0,3.25,4,9,74.23435134,300416.96314916,3108.48972442954
153,0.0,12.33329963,18.43779945,15.88129997,5,5,3,1,4.8,10,2,166.69400024,2,0.15782119,0,0,0,0.0,1,26.49708168,10,0.0,2,0.0128316,0,0.0,9,3.0,0,0.0,0,0,2.2,2,5,26.49708444,107230.32529728,2929.57967461933
154,0.0,9.45283031,27.66959953,3.15932011,6,7,9,1,6.6,10,6,45.35860061,1,0.052908,2,2,0,0.0,2,107.91699391,10,0.0,0,0.0,9,22.52279193,0,0.0,9,22.52279193,0,0,3.4,4,7,107.91699824,436726.34431891,4660.37769306165
155,0.0,5.0,47.97880172,7.14589977,9,10,6,1,7.2,10,4,96.03299713,4,0.27802855,0,0,0,0.0,1,46.67906055,10,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2.15,2,7,46.67905953,188904.20746767,2363.73594210539
156,0.0,18.55710029,24.50589942,5.81794977,3,6,7,1,5.0,8,7,35.92029953,5,0.7796835,0,0,0,0.0,4,560.6520035,8,0.0227164,10,3.56518836,6,3.7734994,0,0.0,6,4.5324372,0,0,4.05,5,5,560.65200324,2268887.23562182,12963.0232275558
157,0.0,9.0,30.18899917,3.30784988,6,7,9,1,6.6,10,8,21.40780067,3,0.21134201,0,0,0,0.0,2,102.40033638,10,0.0,0,0.0,9,15.35994954,0,0.0,9,15.35994954,0,0,3.7,4,7,102.40034198,414401.13923344,3538.76512356107
158,32.57454051,6.0,29.11540031,12.48390007,8,7,4,8,7.4,10,2,161.67900085,2,0.14137311,0,0,0,0.0,1,23.33877893,10,0.0,0,0.0,6,4.03105921,0,0.0,6,4.03105921,0,0,2.25,2,8,23.33877605,94449.05354628,2207.07535547297
159,0.0,12.26669979,18.43779945,15.88129997,5,5,3,1,4.8,10,2,154.39900207,3,0.18305504,0,0,0,0.0,1,30.73366845,10,0.0,0,0.0,0,0.0,9,3.0,0,0.0,0,0,2.2,2,5,30.73367281,124375.2587144,2581.02941113353
160,1.903033,12.64470005,22.77070045,2.87052011,5,6,9,3,6.0,7,4,76.94129943,6,1.19186559,4,5,0,0.0,4,857.04241493,7,0.1400164,9,2.10340814,8,10.24046167,0,0.0,9,12.60087927,0,0,4.2,5,6,857.0424163,3468341.48004405,22664.1928072963
161,37.54784753,5.93367004,22.77070045,2.87052011,8,6,9,8,8.2,10,2,136.45300293,7,4.73897582,0,0,0,0.0,4,782.34045166,10,0.0,5,0.20916724,8,9.52838369,0,0.0,3,1.91842821,0,0,3.4,4,8,782.34044257,3166032.10866289,17844.7475877568
162,0.0,17.26250076,12.54950046,23.61030006,3,3,2,1,3.8,10,1,237.83900451,5,0.94841584,0,0,0,0.0,2,159.23242473,10,0.0,10,3.71965697,10,63.59571561,9,3.0,3,1.3303823,0,0,3.55,4,4,159.23242582,644393.34267044,5657.55347259601
163,0.0,33.28210067,13.27320003,9.60169029,2,3,5,1,4.2,10,4,91.24929809,3,0.17408163,0,0,0,0.0,1,83.12370632,10,0.0,8,0.99730875,9,15.91507475,0,0.0,6,4.56033563,0,0,3.2,4,4,83.12371185,336391.07274408,3690.98282473303
164,0.0,16.85709953,12.54950046,23.61030006,3,3,2,1,3.8,10,2,225.72200012,3,0.17085562,0,0,0,0.0,1,28.68547179,10,0.0,0,0.0,9,18.18725533,9,3.0,0,0.0,0,0,2.65,3,4,28.68547202,116086.45104688,1718.74664091307
165,0.0,54.02410125,12.72389984,30.8899002,1,3,1,1,3.2,10,8,21.22789955,5,1.03503947,0,0,0,0.0,2,170.87093894,10,0.0,7,0.42131213,8,10.73681698,0,0.0,7,5.91229852,0,0,4.1,5,3,170.87094487,691492.946654,5638.67702975326
166,0.0,24.69230079,18.43779945,15.88129997,2,5,3,1,4.2,10,7,29.67270088,2,0.14621038,0,0,0,0.0,1,24.54770719,10,0.0,0,0.0,10,98.42385609,9,3.0,0,0.0,0,0,3.35,4,4,24.54770994,99341.45500476,1386.18281185334
167,11.08568183,6.76110982,29.11540031,12.48390007,8,7,4,5,6.6,9,4,80.54820251,4,0.51170726,0,0,0,0.0,3,367.95661848,9,0.00069573,0,0.0,6,3.48932438,0,0.0,9,13.5377698,0,0,3.1,4,7,367.95662206,1489073.57546898,13740.5486883439
168,0.0,22.64039993,13.27320003,9.60169029,3,3,5,1,3.4,5,4,73.94509887,7,4.36631353,0,0,5,35.91534366,5,2084.90779612,5,0.33907686,2,0.00757827,7,6.20401056,0,0.0,2,0.69199798,0,0,3.85,5,3,2084.9077784,8437356.18252155,40421.0809999889
169,59.42214452,10.05879974,18.43779945,15.88129997,6,5,3,9,6.6,10,3,99.64129638,5,1.05922531,0,0,0,0.0,2,177.83656388,10,0.0,0,0.0,8,13.23186834,9,3.0,10,31.80376339,0,0,3.6,4,7,177.8365692,719681.94095192,7579.34781262813
170,0.0,46.74679946,13.27320003,9.60169029,1,3,5,1,3.6,8,6,47.30390167,4,0.32324055,0,0,0,0.0,2,154.34685336,8,0.05639246,0,0.0,2,0.27118142,0,0.0,2,0.27118142,0,0,2.6,3,3,154.34685196,624622.04764926,7828.49265951414
171,12.97275852,7.30826997,38.64619827,12.14579963,7,9,4,5,6.4,7,3,98.51640319,4,0.37681089,0,0,0,0.0,3,270.95582143,7,0.17431624,7,0.50174231,3,0.42792953,0,0.0,3,1.95999479,0,0,2.65,3,6,270.95582043,1096523.68820198,8527.85100151276
172,0.00549822,8.53826045,22.77070045,2.87052011,7,6,9,2,6.8,10,3,103.04199981,5,1.06737074,2,2,0,0.0,4,767.52110511,10,0.0,3,0.0424744,4,1.0488832,0,0.0,4,2.76480735,0,0,3.3,4,7,767.52111097,3106060.1615022,22768.2174754707
173,0.0,1.03332996,31.94109916,0.14168499,10,8,10,1,6.4,3,9,14.24629974,4,0.3613985,1,1,0,0.0,1,59.66197737,3,0.76269681,10,3.29707476,10,59.78196092,0,0.0,3,1.74744459,0,0,3.45,4,6,59.66196986,241444.39170631,4763.18194087353
174,10.73958016,12.34549999,18.43779945,15.88129997,5,5,3,5,4.2,3,3,103.16200256,8,11.10932883,3,3,6,42.61546349,5,1865.17905662,3,0.66210479,6,0.31955108,8,14.29966731,9,3.0,6,4.81491145,0,0,4.95,6,4,1865.17906805,7548142.08303269,36499.1898535018
175,31.75262658,17.4932003,11.35589981,19.93510055,3,2,2,8,5.0,10,7,30.06690025,5,0.87211415,0,0,0,0.0,2,146.42190268,10,0.0,5,0.1817351,9,28.25881868,9,3.0,0,0.0,0,0,4.0,5,5,146.42189668,592550.76318227,5601.25238749828
176,5.40386514,16.6053009,18.43779945,15.88129997,4,5,3,4,3.8,3,2,167.50900268,4,0.45497963,0,0,0,0.0,1,76.38791663,3,0.61245288,0,0.0,2,0.39461738,9,3.0,2,0.39461738,0,0,1.8,2,4,76.38792165,309132.1878687,3949.37956039311
177,0.0,5.0,47.97880172,7.14589977,9,10,6,1,7.2,10,4,87.37850189,4,0.31252921,0,0,0,0.0,2,149.23220644,10,0.0,5,0.19124558,4,1.62357714,0,0.0,3,1.93931328,0,0,2.9,3,7,149.23220101,603923.70680866,5141.90983252823
178,0.0,8.27344036,27.9463005,3.17563009,7,7,9,1,5.2,2,6,45.3757019,4,0.52040672,0,0,0,0.0,3,252.14968841,2,0.77211279,0,0.0,6,4.65330735,0,0.0,2,0.42717482,0,0,2.35,3,5,252.14968521,1020417.65468023,7054.21440069344
179,0.0,56.4103012,12.09010028,39.07770156,1,3,1,1,2.6,7,6,53.35570144,4,0.47933784,0,0,0,0.0,1,79.13215915,7,0.10756688,0,0.0,8,8.90459716,0,0.0,8,8.90459716,0,0,2.95,3,2,79.13215696,320237.75857644,2966.38733227925
180,0.0,27.41559982,13.27320003,9.60169029,2,3,5,1,2.8,3,2,182.477005,6,1.84212069,1,1,0,0.0,3,304.1090708,3,0.5861055,10,68.1749477,8,11.5576296,0,0.0,3,1.36435259,0,0,2.8,3,2,304.10907288,1230690.67745654,6528.3738473282
181,6.96157539,15.01519966,12.54950046,23.61030006,4,3,2,4,4.6,10,2,227.43800354,5,0.78802183,1,1,0,0.0,2,132.30338653,10,0.0,5,0.23083309,10,37.66139424,9,3.0,2,0.79961672,0,0,3.5,4,4,132.30338341,535414.938522735,5899.16856616225
182,48.26124834,15.77140045,18.43779945,15.88129997,4,5,3,9,6.2,10,3,121.57700347,4,0.40468346,0,0,0,0.0,1,67.94353881,10,0.0,6,0.37089619,8,12.0589833,9,3.0,8,8.04621027,0,0,3.55,4,6,67.94354242,274958.86085836,3801.50893986286
183,29.71361541,5.09353017,38.64619827,12.14579963,9,9,4,8,7.6,8,2,172.75100708,4,0.38859919,0,0,0,0.0,3,279.4325054,8,0.02885848,8,0.78831201,7,7.51022146,2,0.75059598,6,4.24677865,0,0,3.1,4,8,279.43250606,1130827.75511962,12078.0395389932
184,0.0,8.0,30.18899917,3.30784988,7,7,9,1,6.8,10,10,11.12549972,1,0.1059936,0,0,0,0.0,1,51.35647549,10,0.0,0,0.0,6,4.98496046,0,0.0,8,9.42619202,0,0,3.45,4,7,51.35647188,207833.0994298,3454.90407965623
185,0.0,9.67518997,25.95199966,8.70452976,6,7,5,1,4.2,2,2,140.97799682,7,5.40216566,0,0,0,0.0,6,2579.52554561,2,1.31715384,4,0.12357311,4,1.47327868,0,0.0,3,1.8151555,0,0,2.65,3,4,2579.5255188,10439011.1685067,63724.5999455631
186,0.0,64.7826004,3.74404001,115.11699676,1,1,1,1,1.0,1,6,48.73270034,1,0.02790009,0,0,0,0.0,1,48.30916559,1,1.64540204,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1.25,1,1,48.30916782,195501.04809088,3002.14203978238
187,8.09305378,5.31015014,47.97880172,7.14589977,9,10,6,4,7.8,10,4,75.57879638,8,6.33919365,0,0,5,33.78597136,5,1064.30653166,10,0.0,5,0.16227467,3,1.02857585,0,0.0,4,2.65860249,0,0,4.5,5,8,1064.30652054,4307112.90650808,21863.0441611195
188,21.32842814,4.92419004,29.15810012,12.59060001,9,7,4,7,6.6,6,9,18.39780044,7,3.31271672,0,0,0,0.0,4,556.18210201,6,0.22070469,9,1.47741179,9,19.7888964,9,3.0,5,3.58409231,0,0,4.85,6,7,556.18211533,2250798.16867012,17494.0181772621
189,0.0,8.16666984,29.11540031,12.48390007,7,7,4,1,5.8,10,3,108.12999725,3,0.1738305,0,0,0,0.0,1,28.69705161,10,0.0,0,0.0,8,10.5398981,0,0.0,8,10.5398981,0,0,2.7,3,6,28.6970551,116133.32628929,2061.69401628412
190,0.72676828,16.33020019,18.43779945,15.88129997,4,5,3,2,4.8,10,3,128.91700744,6,2.52648471,0,0,0,0.0,3,424.17921409,10,0.0,2,0.03215621,8,11.08467799,9,3.0,2,0.72814506,0,0,3.55,4,5,424.17921498,1716599.24680425,16151.3204685939
191,39.76135858,18.67309951,18.43779945,15.88129997,3,5,3,8,5.4,8,2,142.19500732,5,0.57961947,0,0,0,0.0,1,97.31407924,8,0.04406351,0,0.0,2,0.11509126,9,3.0,2,0.11509126,0,0,2.4,3,5,97.31407526,393817.66574465,4376.00234272635
192,22.03940728,8.92617034,18.43779945,15.88129997,6,5,3,7,6.2,10,6,53.02799987,6,1.75344552,0,0,0,0.0,3,294.39131084,10,0.0,8,0.92655587,8,9.22010908,9,3.0,7,5.77734443,0,0,4.55,5,6,294.39131323,1191364.1421352,8186.72936112818
193,6.03214214,26.36359977,13.27320003,9.60169029,2,3,5,4,4.8,10,2,191.51400756,4,0.2805514,0,0,0,0.0,1,46.3152216,10,0.0,0,0.0,10,77.95493305,0,0.0,3,1.52140047,0,0,2.5,3,5,46.31522712,187431.82408749,3148.80662096967
194,0.0,7.33333015,30.18899917,3.30784988,7,7,9,1,6.4,8,10,11.70950031,1,0.01942413,0,0,0,0.0,1,39.61960592,8,0.06138375,0,0.0,8,11.4157622,0,0.0,8,11.4157622,0,0,3.35,4,6,39.61960515,160335.49489932,1982.2084304615
