OBJECTID,MODEL91,LINE91,FRAME91,YEAR,CAN_NBR91,FLGTDATE91,SCALE91,PRINTSAVAIL,SHAPEAREA,SHAPELEN
976,20012,20,12,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9979943.56881641,13410.647453523
977,20011,20,11,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10445731.6993086,13768.815835398
978,20010,20,10,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10519638.6305625,13958.6359339742
979,20009,20,9,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11036585.1288445,14219.5416682109
980,20008,20,8,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10255961.2148484,13826.0900523476
981,20007,20,7,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10228301.5595891,13565.8736632141
982,20006,20,6,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9518595.14995703,12995.8826541369
983,20005,20,5,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8773957.72612187,12409.2092149213
984,20004,20,4,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8332249.52244063,11961.8627339692
985,20003,20,3,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7434736.09213672,11280.3447160772
986,20002,20,2,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7328346.51760078,11051.9125487934
987,21030,21,30,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,16446191.0988875,16279.9930619817
988,21029,21,29,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10094061.1184703,13199.5336361101
989,21028,21,28,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9454117.384325,12809.6566992124
990,21027,21,27,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10295846.7736031,13188.2210635936
991,21026,21,26,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10175814.2452102,13125.7953702209
992,21025,21,25,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10098225.4389219,13084.4290643601
993,21024,21,24,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9257603.06836562,12665.6360441917
994,21023,21,23,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8939159.83029063,12507.5467508501
995,21022,21,22,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9604023.98062891,12835.6644437546
996,21021,21,21,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10238517.688082,13144.4329655726
997,21020,21,20,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10121897.9328883,13121.4623818735
998,21019,21,19,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9644563.09831641,12911.8003731175
999,21018,21,18,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10408791.4539844,13287.9148059914
1000,21017,21,17,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10245652.7507555,13208.8061445596
1001,21016,21,16,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10588403.3121086,13370.4343608668
1002,21015,21,15,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10708408.9343211,13429.5128888986
1003,21014,21,14,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9957743.74281875,13059.9607673546
1004,21013,21,13,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11124726.7753805,13608.2362935147
1005,21012,21,12,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9755817.43192188,12847.1111690952
1006,21011,21,11,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9471500.9666375,12566.2010133693
1007,21010,21,10,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8460485.70276094,11878.1824554086
1008,21009,21,9,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7751668.54102266,11343.316721431
1009,21008,21,8,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7972239.05282891,11512.2787816179
1010,21007,21,7,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8702150.25874688,12011.3905896123
1011,21006,21,6,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9368225.75144063,12549.9108881505
1012,21005,21,5,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10422227.9243422,13272.7972894138
1013,21004,21,4,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10268993.553957,13437.3936079236
1014,21003,21,3,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11659309.3081578,14327.9359368245
1015,21002,21,2,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12059449.7393953,14783.2237538973
1016,22032,22,32,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,17151706.378743,17008.930026924
1017,22031,22,31,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11949005.028607,14888.9297521645
1018,22030,22,30,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12295875.5632711,14906.5772865692
1019,22029,22,29,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10418766.5258008,14103.8358858674
1020,22028,22,28,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11946339.1916984,14733.3973347158
1021,22027,22,27,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12048394.4417555,14816.4987336518
1022,22026,22,26,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11835069.7115375,14771.7046238891
1023,22025,22,25,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9736716.58712578,13974.6494843573
1024,22024,22,24,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10775159.6824578,14421.6514203131
1025,22023,22,23,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12622180.5800945,15185.9199042288
1026,22022,22,22,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12075250.8948453,14991.5120753487
1027,22021,22,21,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12650130.5172852,15223.522981574
1028,22020,22,20,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12461765.3635086,15165.8575319661
1029,22019,22,19,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11280076.8808898,14719.4741312496
1030,22018,22,18,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11737121.9149906,14909.2150276973
1031,22017,22,17,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13847860.458532,15737.9930848807
1032,22016,22,16,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13027494.8194977,15436.1491374649
1033,22015,22,15,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12649560.9217125,15270.81058937
1034,22014,22,14,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12898051.2123609,15326.058057533
1035,22013,22,13,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12080256.1053672,14993.112724546
1036,22012,22,12,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13596505.9259594,15573.6692585118
1037,22011,22,11,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11981226.836518,14913.3608149772
1038,22010,22,10,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11817187.3473227,14816.216514718
1039,22009,22,9,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12301778.9858922,14990.5381397436
1040,22008,22,8,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12341957.8436227,15005.4190437162
1041,22007,22,7,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11378792.2954523,14616.8620892387
1042,22006,22,6,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12212375.9173328,14914.0892527595
1043,22005,22,5,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10865805.4923141,14340.6790904115
1044,22004,22,4,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11372069.0923836,14507.1276163151
1045,22003,22,3,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11171473.9859234,14379.6137988165
1046,22002,22,2,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12055580.1446789,14707.9915457296
1047,23031,23,31,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10057099.9932422,12690.3169404059
1048,23030,23,30,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7937037.78313984,11368.673975965
1049,23029,23,29,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7329835.68005078,11074.1900653742
1050,23028,23,28,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8217412.86142813,11630.860278415
1051,23027,23,27,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9118559.92479688,12232.0731936249
1052,23026,23,26,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9201029.59530469,12315.0393318613
1053,23025,23,25,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8721759.96889219,12099.4706899128
1054,23024,23,24,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7380113.23878828,11414.4658084679
1055,23023,23,23,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9966325.54446641,12831.6991472083
1056,23022,23,22,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9115557.32923438,12423.8061577677
1057,23021,23,21,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10249950.4688563,13035.9661572796
1058,23020,23,20,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9331496.63096875,12589.5878845195
1059,23019,23,19,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8882308.23839688,12373.6913828653
1060,23018,23,18,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10093501.8944602,13011.0380646109
1061,23017,23,17,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9881468.41319141,12910.5822248663
1062,23016,23,16,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9573064.61483281,12754.4732796597
1063,23015,23,15,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9951960.59375781,12971.6488335392
1064,23014,23,14,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9827034.18805547,12948.2266642677
1065,23013,23,13,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10503851.2122969,13359.2382154346
1066,23012,23,12,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9782409.54767812,13100.3512039796
1067,23011,23,11,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11340943.5614484,13907.7204131132
1068,23010,23,10,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11131948.0352328,13874.852237972
1069,23009,23,9,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10021543.1659641,13412.4669073448
1070,23008,23,8,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10394531.6138063,13593.6831045259
1071,23007,23,7,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11250611.829157,13989.5743979522
1072,23006,23,6,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11636128.7479375,14162.3250485174
1073,23005,23,5,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11518934.4984055,14109.4368773684
1074,23004,23,4,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10575804.8917422,13686.5464468692
1075,23003,23,3,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11385269.8453156,14047.7560953787
1076,23002,23,2,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11489511.5566687,14086.9998171767
1077,24035,24,35,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,14157346.7321672,16046.6118640014
1078,24034,24,34,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13090523.1871297,15672.8773529941
1079,24033,24,33,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11303253.3813508,14968.6184299261
1080,24032,24,32,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11925866.6912633,15137.4860318469
1081,24031,24,31,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13403183.6750719,15606.3137875807
1082,24030,24,30,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12223410.2443789,15083.9896563939
1083,24029,24,29,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10761838.4386109,14448.7703164135
1084,24028,24,28,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9067060.3543375,13719.9787207455
1085,24027,24,27,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12263695.6548109,14922.2049987069
1086,24026,24,26,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11401392.472643,14508.6180847335
1087,24025,24,25,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11579216.1397438,14504.1701599374
1088,24024,24,24,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11603779.995668,14421.7582556516
1089,24023,24,23,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11207084.889207,14156.1542437054
1090,24022,24,22,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10943221.5747945,13957.0031805867
1091,24021,24,21,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7900212.66760625,12541.3733993482
1092,24020,24,20,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10985843.3348031,13837.4394977423
1093,24019,24,19,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10617479.9677539,13589.2311775749
1094,24018,24,18,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9770124.14538672,13166.0902294922
1095,24017,24,17,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10137086.2479305,13352.8615953803
1096,24016,24,16,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10150812.3378648,13385.6375953133
1097,24015,24,15,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10712903.7595867,13673.6420814931
1098,24014,24,14,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10213605.8858461,13483.2850447437
1099,24013,24,13,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9728879.16486172,13309.6408865034
1100,24012,24,12,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10960071.7707844,13876.4812534616
1101,24011,24,11,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10439301.3352555,13642.780680949
1102,24010,24,10,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10047717.0737687,13469.5084298232
1103,24009,24,9,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9158213.22565703,13070.7162175974
1104,24008,24,8,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11013156.1446039,13899.018723877
1105,24007,24,7,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9443986.20266719,13266.1508261223
1106,24006,24,6,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10159567.6966711,13705.8989464683
1107,24005,24,5,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10588105.9747703,14111.3721547689
1108,24004,24,4,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12638113.8661828,15178.1339282292
1109,25032,25,32,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7617850.76355781,11049.3631233748
1110,25031,25,31,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,6555034.915725,10259.6853968368
1111,25030,25,30,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,6567549.73055703,10312.1311839656
1112,25029,25,29,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7060009.43599297,10639.6028196128
1113,25028,25,28,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,6678321.99665547,10420.0630587437
1114,25027,25,27,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7343152.96419844,10892.3049414957
1115,25026,25,26,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7847704.307275,11257.3580111401
1116,25025,25,25,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,5979338.13771875,10074.9208800772
1117,25024,25,24,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7574333.84488359,11121.5372986651
1118,25023,25,23,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8418588.22624766,11655.3650312211
1119,25022,25,22,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8341337.81879297,11632.3614672485
1120,25021,25,21,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8120837.23901016,11504.6099992363
1121,25020,25,20,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7663812.95163828,11235.423957631
1122,25019,25,19,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7714248.26553281,11271.973808941
1123,25018,25,18,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,5988088.72395938,10235.006090596
1124,25017,25,17,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7606356.73153828,11222.7304151862
1125,25016,25,16,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8453759.61419063,11726.4391229599
1126,25015,25,15,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8113078.73509766,11516.821745839
1127,25014,25,14,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8221654.86481797,11558.0392133994
1128,25013,25,13,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7350800.23600703,10992.5070413997
1129,25012,25,12,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7375649.54155625,10982.9821952634
1130,25011,25,11,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7643187.12028984,11130.6929057193
1131,25010,25,10,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,6686816.481225,10514.3950782464
1132,25009,25,9,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7796047.43156328,11248.3344495286
1133,25008,25,8,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7509124.04310703,11081.1242078186
1134,25007,25,7,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,6572062.99915469,10545.0866863976
1135,25006,25,6,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7602615.93179922,11223.1248120802
1136,25005,25,5,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7765565.65048984,11366.5265424047
1137,25004,25,4,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8128599.54364453,11563.6978018394
1138,25003,25,3,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7635174.46326328,11187.0092291963
1139,25002,25,2,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7315568.57075,10909.8320833313
1140,24002,24,2,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12970197.5148203,15756.5832456267
1141,24003,24,3,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10620481.6794797,14649.2722965924
1142,26054,26,54,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12772295.8270445,14474.2965587632
1143,26053,26,53,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12865092.5267938,14799.5377846705
1144,26052,26,52,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11091065.8938383,14044.3126336768
1145,26051,26,51,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11503234.4919945,14271.2790874005
1146,26050,26,50,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12276110.7187141,14692.1936084977
1147,26049,26,49,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11504797.3467977,14478.4439613557
1148,26048,26,48,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12411500.1578375,14943.6579561329
1149,26047,26,47,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12495987.4710547,15058.347961906
1150,26046,26,46,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12334078.1372922,15075.8086606508
1151,26045,26,45,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12150184.8484062,15068.139785295
1152,26044,26,44,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13316093.3228273,15580.2221831714
1153,26043,26,43,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12978020.5778273,15509.1310455951
1154,26042,26,42,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13847642.9616242,15883.6690040625
1155,26041,26,41,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13498417.7491875,15798.7838724663
1156,26040,26,40,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,14809316.4020914,16329.564569509
1157,26039,26,39,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12316966.8592352,15464.0357252253
1158,26038,26,38,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13274516.2250367,15770.3361800491
1159,26037,26,37,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12901556.9713922,15575.7467749599
1160,26036,26,36,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13047321.0629266,15544.577735076
1161,26035,26,35,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12115487.8116578,15084.3822260868
1162,26034,26,34,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12600561.6654937,15196.7844909706
1163,26033,26,33,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12177449.6372664,14981.5041590986
1164,26032,26,32,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12927165.6995398,15252.7235302755
1165,26031,26,31,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13198512.6805406,15352.2496009227
1166,26030,26,30,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13885538.8222023,15629.202746231
1167,26029,26,29,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12826953.7830938,15219.5880104587
1168,26028,26,28,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11852967.470175,14767.4574037635
1169,26027,26,27,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11369709.2194242,14474.454821467
1170,26026,26,26,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11398603.8241539,14455.2260450996
1171,26025,26,25,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10113673.2759664,13896.8313116184
1172,27035,27,35,1991,2036,1991/04/11 00:00:00+00,1 in.=660 ft.,YES,12671527.1974484,14957.9446260758
1173,27034,27,34,1991,2036,1991/04/11 00:00:00+00,1 in.=660 ft.,YES,10874998.1691102,13899.2631376464
1174,27033,27,33,1991,2036,1991/04/11 00:00:00+00,1 in.=660 ft.,YES,8140953.01816797,11558.2750170866
1175,27032,27,32,1991,2036,1991/04/11 00:00:00+00,1 in.=660 ft.,YES,9239220.55336719,12286.9371668355
1176,27031,27,31,1991,2036,1991/04/11 00:00:00+00,1 in.=660 ft.,YES,8574231.76654453,12047.9655126706
1177,27030,27,30,1991,2036,1991/04/11 00:00:00+00,1 in.=660 ft.,YES,7844705.41858906,11804.4846284743
1178,27029,27,29,1991,2036,1991/04/11 00:00:00+00,1 in.=660 ft.,YES,10031917.3855805,13026.6530414788
1179,27028,27,28,1991,2036,1991/04/11 00:00:00+00,1 in.=660 ft.,YES,8894424.84254922,12596.0466705006
1180,27027,27,27,1991,2036,1991/04/11 00:00:00+00,1 in.=660 ft.,YES,8981503.69435391,12782.5299998139
1181,27026,27,26,1991,2036,1991/04/11 00:00:00+00,1 in.=660 ft.,YES,11200213.1064672,13950.5229505977
1182,27025,27,25,1991,2036,1991/04/11 00:00:00+00,1 in.=660 ft.,YES,9563244.01827031,13334.2238719971
1183,27024,27,24,1991,2036,1991/04/11 00:00:00+00,1 in.=660 ft.,YES,7255981.8137375,12371.6440780239
1184,27021,27,21,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10886304.3094602,13912.1654934062
1185,27020,27,20,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11035146.3183648,13922.3869406317
1186,27019,27,19,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10270067.2972945,13530.4848927161
1187,27018,27,18,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9036034.03937891,12924.4212755954
1188,27015,27,15,1991,2036,1991/04/11 00:00:00+00,1 in.=660 ft.,YES,9473411.05464531,13069.2963842503
1189,27016,27,16,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,5484496.94865703,11261.942552339
1190,27014,27,14,1991,2036,1991/04/11 00:00:00+00,1 in.=660 ft.,YES,10024183.3970805,13302.6382741606
1191,27013,27,13,1991,2036,1991/04/11 00:00:00+00,1 in.=660 ft.,YES,10465305.9602805,13453.0018777104
1192,27012,27,12,1991,2036,1991/04/11 00:00:00+00,1 in.=660 ft.,YES,9979753.32904219,13149.2887323733
1193,27011,27,11,1991,2036,1991/04/11 00:00:00+00,1 in.=660 ft.,YES,10297704.450643,13248.9604614811
1194,27010,27,10,1991,2036,1991/04/11 00:00:00+00,1 in.=660 ft.,YES,10278680.3082586,13204.0821349661
1195,27009,27,9,1991,2036,1991/04/11 00:00:00+00,1 in.=660 ft.,YES,8510333.32407188,12300.6285816163
1196,27008,27,8,1991,2036,1991/04/11 00:00:00+00,1 in.=660 ft.,YES,10341535.6900906,13177.3588870484
1197,27007,27,7,1991,2036,1991/04/11 00:00:00+00,1 in.=660 ft.,YES,10157018.8553422,13055.2430126794
1198,27006,27,6,1991,2036,1991/04/11 00:00:00+00,1 in.=660 ft.,YES,9560906.23792188,12733.6701699482
1199,27005,27,5,1991,2036,1991/04/11 00:00:00+00,1 in.=660 ft.,YES,10386598.4912453,13128.4279072196
1200,27004,27,4,1991,2036,1991/04/11 00:00:00+00,1 in.=660 ft.,YES,9458213.23993047,12604.7313123319
1201,27003,27,3,1991,2036,1991/04/11 00:00:00+00,1 in.=660 ft.,YES,9698297.73227656,12700.7641794933
1202,27002,27,2,1991,2036,1991/04/11 00:00:00+00,1 in.=660 ft.,YES,8607849.63974687,12087.2036781573
1203,26024,26,24,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11102709.781068,14273.2672293739
1204,26023,26,23,1991,2035,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9493394.38862344,13576.6183409553
