OBJECTID,MODEL91,LINE91,FRAME91,YEAR,CAN_NBR91,FLGTDATE91,SCALE91,PRINTSAVAIL,SHAPEAREA,SHAPELEN
512,15045,15,45,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10045575.8585555,13294.9689782703
513,15044,15,44,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10909523.5788266,13703.1388885418
514,15043,15,43,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10904752.3791453,13735.3184509278
515,15042,15,42,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11593611.0063086,14075.5510814489
516,15041,15,41,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11030880.0083922,13852.0032320144
517,15040,15,40,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11968940.8257602,14303.7326581552
518,15039,15,39,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11626735.1159086,14184.3215084159
519,15038,15,38,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11800769.045557,14303.8467585279
520,15037,15,37,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10970147.3902492,13989.9985071508
521,15036,15,36,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13273073.2763109,15037.9723260613
522,15035,15,35,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12440608.0829219,14740.215214493
523,15034,15,34,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12272278.7307469,14729.5490477205
524,15033,15,33,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12265221.3543742,14729.2663021937
525,15032,15,32,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11573417.4883531,14382.0525721475
526,15031,15,31,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12650903.0519195,14777.931492888
527,16062,16,62,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,14719655.3487844,17513.3756466915
528,16033,16,33,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12155519.3870164,14528.4907321286
529,16034,16,34,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11290823.3579477,14185.8731949192
530,16035,16,35,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10308908.9637914,13796.5126910707
531,16036,16,36,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11596109.3967523,14371.1864957898
532,16037,16,37,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12510403.7339672,14787.1876323354
533,16038,16,38,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10840481.9590648,14120.976413925
534,16039,16,39,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12243049.3524813,14735.7890972637
535,16040,16,40,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11848907.7526992,14604.0522078406
536,16041,16,41,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12068994.1251484,14723.4792248662
537,16042,16,42,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12273461.2505961,14842.7804948157
538,16043,16,43,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11401808.1364648,14534.5510701778
539,16044,16,44,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12074283.3253703,14830.0661733529
540,16045,16,45,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12214013.2647305,14903.9436810681
541,16046,16,46,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12948651.5483281,15227.7940123498
542,16047,16,47,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10116369.7226648,14136.5076878286
543,16048,16,48,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12434798.6139609,15039.609821528
544,16049,16,49,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11521119.1257516,14632.4198286171
545,16050,16,50,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10696139.8505359,14258.5396985851
546,16051,16,51,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12131307.6766383,14799.4392772937
547,16052,16,52,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13009078.9760063,15111.354103407
548,16053,16,53,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12309505.4330344,14771.4828016174
549,16054,16,54,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12588788.9593133,14843.6610360819
550,16055,16,55,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11044059.2199547,14152.891789405
551,16056,16,56,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11715820.9446914,14394.1121759122
552,16057,16,57,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11075183.1117508,14078.0210359087
553,16058,16,58,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11268427.5061156,14119.8945503428
554,16059,16,59,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11163807.6175555,14032.9389034698
555,16060,16,60,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10678494.9433867,13777.0829311416
556,16061,16,61,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10465267.2762187,13641.2255634509
557,17061,17,61,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11431124.4374914,15657.9848676521
558,17060,17,60,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7933694.33841797,11383.7286184048
559,17059,17,59,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8026518.92913281,11418.1040370751
560,17058,17,58,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7924954.09497422,11338.4494163073
561,17057,17,57,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8125410.9468875,11452.4184345881
562,17056,17,56,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7582965.38664297,11107.5068102445
563,17055,17,55,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8397001.71886484,11622.82110132
564,17054,17,54,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7341630.19248047,10955.1158868402
565,17053,17,53,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7881507.25307969,11307.6206978044
566,17052,17,52,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8441514.27230156,11682.3623090237
567,17051,17,51,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7783522.07302422,11278.2155936123
568,17050,17,50,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8030440.56157891,11426.9920214724
569,17049,17,49,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8630296.95927188,11805.3093621277
570,17048,17,48,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7937130.19743672,11388.6175644254
571,17047,17,47,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8509772.70445703,11739.1529083433
572,17046,17,46,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7584070.58339141,11173.3952352181
573,17045,17,45,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7788417.81650781,11295.1547472886
574,17044,17,44,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7605117.46035156,11172.0954042121
575,17043,17,43,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8028916.13392266,11418.4413236774
576,17042,17,42,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7227696.0760125,10906.8432860926
577,17041,17,41,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8046730.22375859,11414.796016026
578,17040,17,40,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7247017.51828906,10896.350761268
579,17039,17,39,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7755610.80652266,11212.6930043083
580,17038,17,38,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7454388.74176016,11006.0825246699
581,17037,17,37,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7792422.52900625,11190.8199663409
582,17036,17,36,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7834346.79652031,11209.8789140714
583,17035,17,35,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,6010065.64491016,9880.31194965641
584,17034,17,34,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,6356334.58254219,10098.1137705024
585,17033,17,33,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,5610833.65677812,9494.18920500502
586,18063,18,63,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,15879316.9501086,18207.4056946085
587,18062,18,62,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13266008.6315211,15630.0906876165
588,18061,18,61,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12475573.7643391,15183.8014891909
589,18060,18,60,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10946072.5323977,14472.6466332401
590,18059,18,59,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11151130.1080242,14483.7509552325
591,18058,18,58,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12138304.0514203,14847.0844776175
592,18057,18,57,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13086733.8105063,15183.811998664
593,18056,18,56,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12029643.0307188,14686.6989366276
594,18055,18,55,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10765752.2418531,14115.1803079905
595,18054,18,54,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12002804.0032703,14582.6857989094
596,18053,18,53,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10664366.149257,13942.6271216982
597,18052,18,52,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10418746.4649469,13785.8117830753
598,18051,18,51,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11071767.9102547,14031.2677760985
599,18050,18,50,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10368334.4837398,13667.8403690884
600,18049,18,49,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10518228.4903375,13657.0165866867
601,18048,18,48,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9985760.25077656,13338.6049979967
602,18047,18,47,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10013260.3492164,13279.3313992886
603,18046,18,46,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11097538.9061008,13731.1128676924
604,18045,18,45,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9241430.55621563,12784.4077340856
605,18044,18,44,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10248479.2712016,13207.8074535343
606,18043,18,43,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10199892.0855,13131.9440555674
607,18042,18,42,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8558565.76294063,12259.2090029629
608,18041,18,41,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9344776.21935391,12601.8484400144
609,18040,18,40,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8258976.31526406,11986.8199133487
610,18039,18,39,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9107613.84988281,12397.6504327364
611,18038,18,38,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8730277.39003906,12186.9066832584
612,18037,18,37,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9462303.40144922,12603.7217920631
613,18036,18,36,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8897804.53424375,12341.3835731125
614,18035,18,35,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8885781.70682344,12375.6660253799
615,19059,19,59,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10564680.8780656,15823.4781644388
616,19058,19,58,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9576228.62331875,12613.0292488856
617,19057,19,57,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9045915.79612031,12345.3800947352
618,19056,19,56,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8941278.35952891,12330.7768103418
619,19055,19,55,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10092371.7770125,12934.870301636
620,19054,19,54,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10602396.9973422,13228.8407822634
621,19053,19,53,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9997242.68874219,12945.3541450709
622,19052,19,52,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9764877.35987266,12860.4956484391
623,19051,19,51,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10695769.7877,13352.2777761554
624,19050,19,50,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9923531.123325,12972.751829052
625,19049,19,49,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9746056.31175078,12899.9399884705
626,19048,19,48,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11016935.3908406,13523.1891970296
627,19047,19,47,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10490403.6916531,13272.9134625687
628,19046,19,46,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9301255.81755234,12680.1772379951
629,19045,19,45,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10509527.6873422,13286.4074959529
630,19044,19,44,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10129551.7365867,13126.0607857559
631,19043,19,43,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10424019.1158141,13322.1059107351
632,19042,19,42,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11474978.4068164,13892.7635101715
633,19041,19,41,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10610965.3106695,13611.4967269733
634,19040,19,40,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12153891.8104625,14427.82459269
635,19039,19,39,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12793905.6388469,14829.000132675
636,19038,19,38,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11326043.7219789,14344.5651931843
637,19037,19,37,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12879051.7901273,15031.7488249509
638,19036,19,36,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13158324.9758281,15147.4524063732
639,19035,19,35,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11709030.4650375,14477.4629438168
640,19034,19,34,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11763677.1763813,14433.2206820958
641,15030,15,30,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11459875.1908477,14215.7871950963
642,15029,15,29,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,14811923.5289344,15756.837085166
643,16032,16,32,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11001196.8086898,14000.7987993266
644,16031,16,31,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12883430.5773031,14758.7230467902
645,16030,16,30,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9222306.53009531,13062.3430340318
646,16029,16,29,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10358780.3206047,13447.3880195134
647,16028,16,28,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10546037.5143859,13511.5631302877
648,16027,16,27,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9677904.03131875,13100.7114771265
649,16026,16,26,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11668784.4402813,14066.930555425
650,16025,16,25,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9151393.45757344,12951.1362287088
651,16024,16,24,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11358599.4214328,13998.0906464364
652,16023,16,23,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10443126.9160937,13629.5867615043
653,16022,16,22,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11838543.2704359,14284.4622570034
654,16021,16,21,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10766021.7344336,13852.5082842009
655,16020,16,20,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11498359.7017766,14213.3802843704
656,16019,16,19,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11141297.9109906,14104.8856919003
657,16018,16,18,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10790547.19285,13999.0970512306
658,16017,16,17,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12612265.431193,14813.1696076884
659,16016,16,16,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11365975.9196547,14334.1130395562
660,16015,16,15,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13310363.5766789,15122.6234608129
661,16014,16,14,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12007320.7931008,14515.3608877923
662,16013,16,13,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12049925.3283859,14458.9069337421
663,16012,16,12,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11347862.8015375,14080.2818430346
664,16011,16,11,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11595297.3442672,14120.2363548235
665,16010,16,10,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10734209.1878047,13658.6244833511
666,16009,16,9,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11051174.7656836,13735.3991990561
667,16008,16,8,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11011878.5600086,13676.4592608968
668,16007,16,7,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11268681.3198313,13774.554667108
669,16006,16,6,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11097756.1142023,13672.6961633192
670,16005,16,5,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11227887.3544203,13718.38374528
671,16004,16,4,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11128506.8789758,13654.445927508
672,16003,16,3,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11144601.7242633,13643.2545858441
673,15028,15,28,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10661544.3776695,14090.8502689035
674,15027,15,27,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12866355.9856555,15116.9813759165
675,15026,15,26,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,13459506.9444492,15390.9179195182
676,15025,15,25,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12698609.3812906,14986.1516665015
677,15024,15,24,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11831983.4661531,14561.7734592044
678,15023,15,23,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12590676.0026344,14814.281643415
679,15022,15,22,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11863520.0773633,14441.8243634221
680,15021,15,21,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11390816.8307195,14172.1997407164
681,15020,15,20,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12920041.4704945,14777.5355423104
682,15019,15,19,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11225129.463882,13964.8233110552
683,15018,15,18,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12863954.7562836,14649.5912354764
684,15017,15,17,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10820262.1307266,13665.097140407
685,15016,15,16,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11069616.8749313,13739.6818169651
686,15015,15,15,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10186880.447768,13278.665593416
687,15014,15,14,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11316360.5973547,13781.4803355726
688,15013,15,13,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10768417.5678422,13501.9317699958
689,15012,15,12,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9570344.90829531,12886.4516318351
690,15011,15,11,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10612749.8259617,13376.5889046259
691,15010,15,10,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10057190.7467867,13090.8093722716
692,15009,15,9,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9586326.12609453,12852.6030779586
693,15008,15,8,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10965425.6962656,13526.0119293096
694,15007,15,7,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10245477.662575,13164.6413481749
695,15006,15,6,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10714718.6939359,13394.5973950978
696,15005,15,5,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10912079.0729891,13488.9135154578
697,15004,15,4,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10433172.3683492,13260.101106846
698,15003,15,3,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9918661.86918594,13003.6688847889
699,15002,15,2,1991,2033,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9502708.43988125,12781.9509515538
700,17032,17,32,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,6688931.87894063,10383.3792049431
701,17031,17,31,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,5550185.39118125,9477.84884405336
702,18034,18,34,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8119710.81589453,12025.5487901346
703,18033,18,33,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10167501.058018,13084.11899147
704,18032,18,32,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9535869.54584922,12794.7486228677
705,19033,19,33,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10531667.9378672,13891.7077958192
706,19032,19,32,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12597277.5141703,14794.6437021446
707,19031,19,31,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11889859.1339328,14554.2858889542
708,19030,19,30,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,20142870.2644609,17990.2301580851
709,19029,19,29,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11796177.4502805,14491.0829097538
710,19028,19,28,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11179847.2127633,14193.2037910586
711,19027,19,27,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10690460.6056289,13948.9368411954
712,19026,19,26,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10698187.4023742,13916.4455212054
713,19025,19,25,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10283871.9466023,13704.7981639147
714,19024,19,24,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10378389.2045469,13711.6125420937
715,19023,19,23,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10385107.1548609,13679.5872884512
716,19022,19,22,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9966810.98474531,13466.0324825827
717,19021,19,21,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11547948.187007,14133.74047969
718,19020,19,20,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8996484.41975313,12960.7323215807
719,19019,19,19,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9878605.83130781,13325.9406486871
720,19018,19,18,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10391979.6916125,13536.7971426258
721,19017,19,17,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9398499.36740781,13082.8969920292
722,19016,19,16,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10638901.828293,13671.6778695368
723,19015,19,15,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9614530.42272188,13241.9780453228
724,19014,19,14,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10515738.0344336,13691.4524205764
725,19013,19,13,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10432441.1128758,13698.7743658133
726,19012,19,12,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10689865.2830102,13851.6458959872
727,19011,19,11,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11127227.9126141,14077.7040845872
728,19010,19,10,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10942683.7374422,14032.6876500679
729,19009,19,9,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11132623.6999711,14155.552388562
730,19008,19,8,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11775323.2152664,14466.0777355544
731,19007,19,7,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11309665.0920719,14293.5968955499
732,19006,19,6,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11135336.3420625,14227.9570597297
733,19005,19,5,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10404197.4061445,13918.4447200561
734,19004,19,4,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10660738.072957,14023.8685525135
735,19003,19,3,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,11328567.4180188,14315.141088412
736,19002,19,2,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,12038686.4225648,14627.3889682902
737,18031,18,31,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,17615356.9008172,16822.683928323
738,18030,18,30,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8118582.62596484,12052.1251559304
739,18029,18,29,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,10592559.6453023,13295.4262200651
740,18028,18,28,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,7538794.51927344,11768.6242375694
741,18027,18,27,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8495602.51848047,12254.8534146209
742,18026,18,26,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,8467640.44369297,12246.9201560365
743,18025,18,25,1991,2034,1991/04/16 00:00:00+00,1 in.=660 ft.,YES,9093886.63343516,12571.7953280479
