OBJECTID,X,Y,CELL_A,KEYID,HEAT_DEATH,WS_B_APAVG,WS_B_APMIN,WS_B_APMAX,BASE_UHI,CC_FST_DEC,CC_FST_CON,CC_FST_MIX,CC_GRASS,CC_SHRUB,CC_PASTURE,CC_CROP,CC_BARREN,CC_IPV_RS,CC_IPV_NRS,CC_IPV_ST,CC_IPV_OTH,CC_IPV_AP,CC_IPV_WLW,CC_IPV_WL,CC_IPV_WTR,CM_FST_DEC,CM_FST_CON,CM_FST_MIX,CM_GRASS,CM_SHRUB,CM_PASTURE,CM_CROP,CM_BARREN,CM_IPV_RS,CM_IPV_NRS,CM_IPV_ST,CM_IPV_OTH,CM_IPV_AP,CM_IPV_WLW,CM_IPV_WL,CM_IPV_WTR,CS_FST_DEC,CS_FST_CON,CS_FST_MIX,CS_GRASS,CS_SHRUB,CS_PASTURE,CS_CROP,CS_BARREN,CS_IPV_RS,CS_IPV_NRS,CS_IPV_ST,CS_IPV_OTH,CS_IPV_AP,CS_IPV_WLW,CS_IPV_WL,CS_IPV_WTR,EE_FST_DEC,EE_FST_CON,EE_FST_MIX,EE_GRASS,EE_SHRUB,EE_PASTURE,EE_CROP,EE_BARREN,EE_IPV_RS,EE_IPV_NRS,EE_IPV_ST,EE_IPV_OTH,EE_IPV_AP,EE_IPV_WLW,EE_IPV_WL,EE_IPV_WTR,GN_FST_DEC,GN_FST_CON,GN_FST_MIX,GN_GRASS,GN_SHRUB,GN_PASTURE,GN_CROP,GN_BARREN,GN_IPV_RS,GN_IPV_NRS,GN_IPV_ST,GN_IPV_OTH,GN_IPV_AP,GN_IPV_WLW,GN_IPV_WL,GN_IPV_WTR,AV_COOL,AV_GREEN,AV_WASTE,AV_ALL,SHAPEAREA,SHAPELEN
771,978000,-142320,230400,8843,0.044636,76.881,65.273,87.946,0.02904843,0.1983,0.0,0.0,0.4464,0.0,0.0,0.0,0.0798,0.0,0.0365,0.0233,0.2157,0.0,0.0,0.0,0.0,0.1983,0.0,0.0,0.4464,0.0,0.0,0.0,0.0798,0.0,0.0365,0.0233,0.2157,0.0,0.0,0.0,0.0,0.204,0.0,0.0,0.5102,0.0,0.0,0.0,0.016,0.0,0.0365,0.0176,0.2157,0.0,0.0,0.0,0.0,0.1983,0.0,0.0,0.4464,0.0,0.0,0.0,0.0798,0.0,0.0365,0.0233,0.2157,0.0,0.0,0.0,0.0,0.204,0.0,0.0,0.5102,0.0,0.0,0.0,0.016,0.0,0.0365,0.0176,0.2157,0.0,0.0,0.0,0.0,0.004389,0.00111,0.00061,0.00564,2506536.00363828,6332.81738708925
772,981360,-142320,230400,8850,0.020731,76.524,64.916,87.868,0.01294651,0.1123,0.0,0.0,0.3166,0.0,0.0,0.0,0.0566,0.0601,0.075,0.0766,0.3028,0.0,0.0,0.0,0.0,0.1123,0.0,0.0,0.3166,0.0,0.0,0.0,0.0566,0.0601,0.075,0.0766,0.3028,0.0,0.0,0.0,0.0,0.1269,0.0,0.0,0.3619,0.0,0.0,0.0,0.0113,0.0601,0.075,0.062,0.3028,0.0,0.0,0.0,0.0,0.1123,0.0,0.0,0.3166,0.0,0.0,0.0,0.0566,0.0601,0.075,0.0766,0.3028,0.0,0.0,0.0,0.0,0.1269,0.0,0.0,0.3619,0.0,0.0,0.0,0.0113,0.0601,0.075,0.062,0.3028,0.0,0.0,0.0,0.0,0.001164,7e-05,0.0002,0.0016,2506531.75737969,6332.81202295499
773,981840,-142320,230400,8851,0.000611,76.59,64.976,87.781,0.00038281,0.1355,0.0,0.0,0.2251,0.0,0.0,0.0,0.04,0.0296,0.1802,0.0624,0.3271,0.0,0.0,0.0,0.0,0.1355,0.0,0.0,0.2251,0.0,0.0,0.0,0.04,0.0296,0.1802,0.0624,0.3271,0.0,0.0,0.0,0.0,0.315,0.0,0.0,0.2571,0.0,0.0,0.0,0.008,0.0296,0.1802,0.0464,0.1636,0.0,0.0,0.0,0.0,0.1355,0.0,0.0,0.2251,0.0,0.0,0.0,0.04,0.0296,0.1802,0.0624,0.3271,0.0,0.0,0.0,0.0,0.315,0.0,0.0,0.2571,0.0,0.0,0.0,0.008,0.0296,0.1802,0.0464,0.1636,0.0,0.0,0.0,0.0,2.4e-05,-1e-05,0.0,4e-05,2506530.62675469,6332.81059468035
774,983280,-142320,230400,8854,0.004757,76.671,65.095,87.746,0.00301699,0.2937,0.0,0.0,0.2818,0.0,0.0,0.0,0.0502,0.0069,0.0883,0.0762,0.203,0.0,0.0,0.0,0.0,0.2937,0.0,0.0,0.2818,0.0,0.0,0.0,0.0502,0.0069,0.0883,0.0762,0.203,0.0,0.0,0.0,0.0,0.3031,0.0,0.0,0.322,0.0,0.0,0.0,0.01,0.0069,0.0883,0.0668,0.203,0.0,0.0,0.0,0.0,0.2937,0.0,0.0,0.2818,0.0,0.0,0.0,0.0502,0.0069,0.0883,0.0762,0.203,0.0,0.0,0.0,0.0,0.3031,0.0,0.0,0.322,0.0,0.0,0.0,0.01,0.0069,0.0883,0.0668,0.203,0.0,0.0,0.0,0.0,0.000394,0.00016,7e-05,0.00055,2506529.48350391,6332.80915045359
775,985200,-142320,230400,8858,0.078555,76.748,65.452,87.721,0.05014748,0.3301,0.0,0.0,0.401,0.0,0.0,0.0,0.0719,0.0556,0.0,0.0555,0.0547,0.0,0.0313,0.0,0.0,0.3301,0.0,0.0,0.401,0.0,0.0,0.0,0.0719,0.0556,0.0,0.0555,0.0547,0.0,0.0313,0.0,0.0,0.3459,0.0,0.0,0.4585,0.0,0.0,0.0,0.0144,0.0556,0.0,0.0397,0.0547,0.0,0.0313,0.0,0.0,0.3301,0.0,0.0,0.401,0.0,0.0,0.0,0.0719,0.0556,0.0,0.0555,0.0547,0.0,0.0313,0.0,0.0,0.3459,0.0,0.0,0.4585,0.0,0.0,0.0,0.0144,0.0556,0.0,0.0397,0.0547,0.0,0.0313,0.0,0.0,0.007963,0.00305,0.0017,0.00981,2506526.65701641,6332.80557985722
776,985680,-142320,230400,8859,0.027555,76.793,65.67,87.77,0.01759914,0.2316,0.0,0.0,0.3477,0.0,0.0,0.0,0.0615,0.1432,0.0001,0.0811,0.1349,0.0,0.0,0.0,0.0,0.2316,0.0,0.0,0.3477,0.0,0.0,0.0,0.0615,0.1432,0.0001,0.0811,0.1349,0.0,0.0,0.0,0.0,0.3317,0.0,0.0,0.3969,0.0,0.0,0.0,0.0123,0.1432,0.0001,0.0485,0.0675,0.0,0.0,0.0,0.0,0.2316,0.0,0.0,0.3477,0.0,0.0,0.0,0.0615,0.1432,0.0001,0.0811,0.1349,0.0,0.0,0.0,0.0,0.3317,0.0,0.0,0.3969,0.0,0.0,0.0,0.0123,0.1432,0.0001,0.0485,0.0675,0.0,0.0,0.0,0.0,0.002477,0.00085,0.0007,0.0033,2506526.091725,6332.80486574472
777,986160,-142320,230400,8860,0.054241,76.789,65.786,87.684,0.03455841,0.1388,0.0,0.0,0.3396,0.0,0.0,0.0,0.0606,0.0738,0.0652,0.057,0.2649,0.0,0.0,0.0,0.0,0.1388,0.0,0.0,0.3396,0.0,0.0,0.0,0.0606,0.0738,0.0652,0.057,0.2649,0.0,0.0,0.0,0.0,0.1543,0.0,0.0,0.3881,0.0,0.0,0.0,0.0121,0.0738,0.0652,0.0415,0.2649,0.0,0.0,0.0,0.0,0.1388,0.0,0.0,0.3396,0.0,0.0,0.0,0.0606,0.0738,0.0652,0.057,0.2649,0.0,0.0,0.0,0.0,0.1543,0.0,0.0,0.3881,0.0,0.0,0.0,0.0121,0.0738,0.0652,0.0415,0.2649,0.0,0.0,0.0,0.0,0.004095,0.00235,0.001,0.00626,2506525.80278047,6332.80450073326
778,987120,-142320,230400,8862,0.046808,76.812,66.016,87.741,0.02988467,0.2703,0.0,0.0,0.3951,0.0,0.0,0.0,0.0689,0.113,0.0001,0.0631,0.0894,0.0,0.0,0.0,0.0,0.2703,0.0,0.0,0.3951,0.0,0.0,0.0,0.0689,0.113,0.0001,0.0631,0.0894,0.0,0.0,0.0,0.0,0.2966,0.0,0.0,0.4502,0.0,0.0,0.0,0.0138,0.113,0.0001,0.0368,0.0894,0.0,0.0,0.0,0.0,0.2703,0.0,0.0,0.3951,0.0,0.0,0.0,0.0689,0.113,0.0001,0.0631,0.0894,0.0,0.0,0.0,0.0,0.2966,0.0,0.0,0.4502,0.0,0.0,0.0,0.0138,0.113,0.0001,0.0368,0.0894,0.0,0.0,0.0,0.0,0.004745,0.00086,0.00068,0.00568,2506524.94855781,6332.80342162405
779,987600,-142320,230400,8863,0.034661,76.851,66.131,87.646,0.02224125,0.5108,0.0,0.0,0.2691,0.0,0.0,0.0,0.0475,0.0715,0.0001,0.0534,0.0476,0.0,0.0,0.0,0.0,0.5108,0.0,0.0,0.2691,0.0,0.0,0.0,0.0475,0.0715,0.0001,0.0534,0.0476,0.0,0.0,0.0,0.0,0.5316,0.0,0.0,0.3071,0.0,0.0,0.0,0.0095,0.0715,0.0001,0.0326,0.0476,0.0,0.0,0.0,0.0,0.5108,0.0,0.0,0.2691,0.0,0.0,0.0,0.0475,0.0715,0.0001,0.0534,0.0476,0.0,0.0,0.0,0.0,0.5316,0.0,0.0,0.3071,0.0,0.0,0.0,0.0095,0.0715,0.0001,0.0326,0.0476,0.0,0.0,0.0,0.0,0.003594,0.00081,0.00042,0.00434,2506524.38327656,6332.80270752413
780,988080,-142320,230400,8864,0.023852,76.781,66.181,87.615,0.01517311,0.2651,0.0,0.0,0.4167,0.0,0.0,0.0,0.0737,0.1039,0.0,0.0786,0.0619,0.0,0.0,0.0,0.0,0.2651,0.0,0.0,0.4167,0.0,0.0,0.0,0.0737,0.1039,0.0,0.0786,0.0619,0.0,0.0,0.0,0.0,0.2988,0.0,0.0,0.4757,0.0,0.0,0.0,0.0147,0.1039,0.0,0.0449,0.0619,0.0,0.0,0.0,0.0,0.2651,0.0,0.0,0.4167,0.0,0.0,0.0,0.0737,0.1039,0.0,0.0786,0.0619,0.0,0.0,0.0,0.0,0.2988,0.0,0.0,0.4757,0.0,0.0,0.0,0.0147,0.1039,0.0,0.0449,0.0619,0.0,0.0,0.0,0.0,0.003174,0.00064,0.00019,0.00363,2506524.09434844,6332.80234253327
781,988560,-142320,230400,8865,0.055216,76.616,66.051,87.383,0.03419884,0.349,0.0,0.0,0.3639,0.0,0.0,0.0,0.0644,0.0793,0.0137,0.0569,0.0728,0.0,0.0,0.0,0.0,0.349,0.0,0.0,0.3639,0.0,0.0,0.0,0.0644,0.0793,0.0137,0.0569,0.0728,0.0,0.0,0.0,0.0,0.3679,0.0,0.0,0.4154,0.0,0.0,0.0,0.0129,0.0793,0.0137,0.038,0.0728,0.0,0.0,0.0,0.0,0.349,0.0,0.0,0.3639,0.0,0.0,0.0,0.0644,0.0793,0.0137,0.0569,0.0728,0.0,0.0,0.0,0.0,0.3679,0.0,0.0,0.4154,0.0,0.0,0.0,0.0129,0.0793,0.0137,0.038,0.0728,0.0,0.0,0.0,0.0,0.006927,0.00115,0.00065,0.00753,2506522.68744375,6332.80056524033
782,989040,-142320,230400,8866,0.062417,76.504,65.979,87.227,0.03797822,0.2776,0.0,0.0,0.3785,0.0,0.0,0.0,0.0664,0.1001,0.0012,0.0782,0.098,0.0,0.0,0.0,0.0,0.2776,0.0,0.0,0.3785,0.0,0.0,0.0,0.0664,0.1001,0.0012,0.0782,0.098,0.0,0.0,0.0,0.0,0.3034,0.0,0.0,0.4316,0.0,0.0,0.0,0.0133,0.1001,0.0012,0.0524,0.098,0.0,0.0,0.0,0.0,0.2776,0.0,0.0,0.3785,0.0,0.0,0.0,0.0664,0.1001,0.0012,0.0782,0.098,0.0,0.0,0.0,0.0,0.3034,0.0,0.0,0.4316,0.0,0.0,0.0,0.0133,0.1001,0.0012,0.0524,0.098,0.0,0.0,0.0,0.0,0.007533,0.00178,0.00136,0.00918,2506523.24015234,6332.80126345725
783,989520,-142320,230400,8867,0.025948,76.351,65.881,87.036,0.01532262,0.3745,0.0,0.0,0.3029,0.0,0.0,0.0,0.0533,0.099,0.0185,0.0603,0.0916,0.0,0.0,0.0,0.0,0.3745,0.0,0.0,0.3029,0.0,0.0,0.0,0.0533,0.099,0.0185,0.0603,0.0916,0.0,0.0,0.0,0.0,0.3994,0.0,0.0,0.3455,0.0,0.0,0.0,0.0107,0.099,0.0185,0.0354,0.0916,0.0,0.0,0.0,0.0,0.3745,0.0,0.0,0.3029,0.0,0.0,0.0,0.0533,0.099,0.0185,0.0603,0.0916,0.0,0.0,0.0,0.0,0.3994,0.0,0.0,0.3455,0.0,0.0,0.0,0.0107,0.099,0.0185,0.0354,0.0916,0.0,0.0,0.0,0.0,0.002799,0.00067,0.00062,0.00317,2506522.67488125,6332.80054936992
784,990000,-142320,230400,8868,0.021695,76.24,65.798,86.872,0.01243796,0.3111,0.0,0.0,0.3734,0.0,0.0,0.0,0.0655,0.1137,0.0,0.067,0.0692,0.0,0.0,0.0,0.0,0.3111,0.0,0.0,0.3734,0.0,0.0,0.0,0.0655,0.1137,0.0,0.067,0.0692,0.0,0.0,0.0,0.0,0.3365,0.0,0.0,0.4258,0.0,0.0,0.0,0.0131,0.1137,0.0,0.0416,0.0692,0.0,0.0,0.0,0.0,0.3111,0.0,0.0,0.3734,0.0,0.0,0.0,0.0655,0.1137,0.0,0.067,0.0692,0.0,0.0,0.0,0.0,0.3365,0.0,0.0,0.4258,0.0,0.0,0.0,0.0131,0.1137,0.0,0.0416,0.0692,0.0,0.0,0.0,0.0,0.002115,0.00059,0.00043,0.0026,2506523.22759531,6332.80124759474
785,990480,-142320,230400,8869,0.026851,76.116,65.712,86.708,0.0149788,0.3536,0.0,0.0,0.3552,0.0,0.0,0.0,0.0621,0.1024,0.0,0.0685,0.0581,0.0,0.0,0.0,0.0,0.3536,0.0,0.0,0.3552,0.0,0.0,0.0,0.0621,0.1024,0.0,0.0685,0.0581,0.0,0.0,0.0,0.0,0.381,0.0,0.0,0.4049,0.0,0.0,0.0,0.0124,0.1024,0.0,0.0411,0.0581,0.0,0.0,0.0,0.0,0.3536,0.0,0.0,0.3552,0.0,0.0,0.0,0.0621,0.1024,0.0,0.0685,0.0581,0.0,0.0,0.0,0.0,0.381,0.0,0.0,0.4049,0.0,0.0,0.0,0.0124,0.1024,0.0,0.0411,0.0581,0.0,0.0,0.0,0.0,0.002374,0.00034,0.00022,0.0029,2506522.09706328,6332.79981943364
786,990960,-142320,230400,8870,0.018404,76.008,65.598,86.651,0.01009256,0.1837,0.0,0.0,0.4477,0.0,0.0,0.0,0.078,0.1312,0.0003,0.067,0.092,0.0,0.0,0.0,0.0,0.1837,0.0,0.0,0.4477,0.0,0.0,0.0,0.078,0.1312,0.0003,0.067,0.092,0.0,0.0,0.0,0.0,0.2104,0.0,0.0,0.5101,0.0,0.0,0.0,0.0156,0.1312,0.0003,0.0403,0.092,0.0,0.0,0.0,0.0,0.1837,0.0,0.0,0.4477,0.0,0.0,0.0,0.078,0.1312,0.0003,0.067,0.092,0.0,0.0,0.0,0.0,0.2104,0.0,0.0,0.5101,0.0,0.0,0.0,0.0156,0.1312,0.0003,0.0403,0.092,0.0,0.0,0.0,0.0,0.001613,0.00015,4e-05,0.00194,2506520.41381563,6332.7976930461
787,991440,-142320,230400,8871,0.020858,75.978,65.384,86.698,0.01133299,0.2404,0.0,0.0,0.4135,0.0,0.0,0.0,0.0725,0.1126,0.0,0.0733,0.0877,0.0,0.0,0.0,0.0,0.2404,0.0,0.0,0.4135,0.0,0.0,0.0,0.0725,0.1126,0.0,0.0733,0.0877,0.0,0.0,0.0,0.0,0.2705,0.0,0.0,0.4715,0.0,0.0,0.0,0.0145,0.1126,0.0,0.0432,0.0877,0.0,0.0,0.0,0.0,0.2404,0.0,0.0,0.4135,0.0,0.0,0.0,0.0725,0.1126,0.0,0.0733,0.0877,0.0,0.0,0.0,0.0,0.2705,0.0,0.0,0.4715,0.0,0.0,0.0,0.0145,0.1126,0.0,0.0432,0.0877,0.0,0.0,0.0,0.0,0.001748,0.00042,7e-05,0.00236,2506520.96653906,6332.79839128307
788,991920,-142320,230400,8872,0.017173,75.863,65.188,86.56,0.00909198,0.3311,0.0,0.0,0.3024,0.0,0.0,0.0,0.0538,0.0998,0.0062,0.0297,0.1771,0.0,0.0,0.0,0.0,0.3311,0.0,0.0,0.3024,0.0,0.0,0.0,0.0538,0.0998,0.0062,0.0297,0.1771,0.0,0.0,0.0,0.0,0.3387,0.0,0.0,0.3454,0.0,0.0,0.0,0.0108,0.0998,0.0062,0.0221,0.1771,0.0,0.0,0.0,0.0,0.3311,0.0,0.0,0.3024,0.0,0.0,0.0,0.0538,0.0998,0.0062,0.0297,0.1771,0.0,0.0,0.0,0.0,0.3387,0.0,0.0,0.3454,0.0,0.0,0.0,0.0108,0.0998,0.0062,0.0221,0.1771,0.0,0.0,0.0,0.0,0.001289,0.00015,-5e-05,0.00159,2506520.67764375,6332.79802633144
789,992400,-142320,230400,8873,0.020517,75.68,65.07,86.417,0.01045504,0.1521,0.0,0.0,0.2494,0.0,0.0,0.0,0.0444,0.0456,0.0835,0.0283,0.3966,0.0,0.0,0.0,0.0,0.1521,0.0,0.0,0.2494,0.0,0.0,0.0,0.0444,0.0456,0.0835,0.0283,0.3966,0.0,0.0,0.0,0.0,0.3541,0.0,0.0,0.2849,0.0,0.0,0.0,0.0089,0.0456,0.0835,0.0246,0.1983,0.0,0.0,0.0,0.0,0.1521,0.0,0.0,0.2494,0.0,0.0,0.0,0.0444,0.0456,0.0835,0.0283,0.3966,0.0,0.0,0.0,0.0,0.3541,0.0,0.0,0.2849,0.0,0.0,0.0,0.0089,0.0456,0.0835,0.0246,0.1983,0.0,0.0,0.0,0.0,0.000974,-0.00044,0.00012,0.00121,2506521.23037422,6332.79872457627
790,993360,-142320,230400,8875,0.064769,75.806,65.007,86.626,0.03394399,0.2252,0.0,0.0,0.3159,0.0,0.0,0.04,0.0549,0.1474,0.007,0.0517,0.1578,0.0,0.0,0.0,0.0,0.2252,0.0,0.0,0.3159,0.0,0.0,0.04,0.0549,0.1474,0.007,0.0517,0.1578,0.0,0.0,0.0,0.0,0.2447,0.0,0.0,0.3598,0.0,0.0,0.04,0.011,0.1474,0.007,0.0322,0.1578,0.0,0.0,0.0,0.0,0.2252,0.0,0.0,0.3159,0.0,0.0,0.04,0.0549,0.1474,0.007,0.0517,0.1578,0.0,0.0,0.0,0.0,0.2447,0.0,0.0,0.3598,0.0,0.0,0.04,0.011,0.1474,0.007,0.0322,0.1578,0.0,0.0,0.0,0.0,0.005425,0.00094,0.00109,0.00671,2506518.41663125,6332.79517007458
791,993840,-142320,230400,8876,0.015741,75.8,64.926,86.63,0.00822675,0.3551,0.0,0.0,0.3553,0.0,0.0,0.0,0.0619,0.0992,0.0,0.0606,0.0678,0.0,0.0,0.0,0.0,0.3551,0.0,0.0,0.3553,0.0,0.0,0.0,0.0619,0.0992,0.0,0.0606,0.0678,0.0,0.0,0.0,0.0,0.3792,0.0,0.0,0.4048,0.0,0.0,0.0,0.0124,0.0992,0.0,0.0365,0.0678,0.0,0.0,0.0,0.0,0.3551,0.0,0.0,0.3553,0.0,0.0,0.0,0.0619,0.0992,0.0,0.0606,0.0678,0.0,0.0,0.0,0.0,0.3792,0.0,0.0,0.4048,0.0,0.0,0.0,0.0124,0.0992,0.0,0.0365,0.0678,0.0,0.0,0.0,0.0,0.001316,0.00013,0.00025,0.00156,2506517.85138281,6332.79445601477
792,994320,-142320,230400,8877,0.009048,75.783,64.83,86.577,0.00466395,0.5535,0.0,0.0,0.189,0.0,0.0927,0.0,0.0329,0.0243,0.0041,0.0769,0.0265,0.0,0.0,0.0,0.0,0.5535,0.0,0.0,0.189,0.0,0.0927,0.0,0.0329,0.0243,0.0041,0.0769,0.0265,0.0,0.0,0.0,0.0,0.5569,0.0,0.0,0.2153,0.0,0.0927,0.0,0.0066,0.0243,0.0041,0.0735,0.0265,0.0,0.0,0.0,0.0,0.5535,0.0,0.0,0.189,0.0,0.0927,0.0,0.0329,0.0243,0.0041,0.0769,0.0265,0.0,0.0,0.0,0.0,0.5569,0.0,0.0,0.2153,0.0,0.0927,0.0,0.0066,0.0243,0.0041,0.0735,0.0265,0.0,0.0,0.0,0.0,0.000524,4e-05,0.00016,0.00077,2506516.44452031,6332.79267877431
793,995760,-142320,230400,8880,0.010407,75.567,64.069,86.635,0.00510236,0.6678,0.0,0.0,0.036,0.0,0.2881,0.0,0.0002,0.004,0.0009,0.0,0.003,0.0,0.0,0.0,0.0,0.6678,0.0,0.0,0.036,0.0,0.2881,0.0,0.0002,0.004,0.0009,0.0,0.003,0.0,0.0,0.0,0.0,0.6678,0.0,0.0,0.0362,0.0,0.2881,0.0,0.0,0.004,0.0009,0.0,0.003,0.0,0.0,0.0,0.0,0.6678,0.0,0.0,0.036,0.0,0.2881,0.0,0.0002,0.004,0.0009,0.0,0.003,0.0,0.0,0.0,0.0,0.6678,0.0,0.0,0.0362,0.0,0.2881,0.0,0.0,0.004,0.0009,0.0,0.003,0.0,0.0,0.0,0.0,0.000428,0.0002,0.00024,0.00048,2506517.26115156,6332.7937103961
794,997680,-142320,230400,8884,0.000307,75.336,62.892,86.9,0.00014176,0.6027,0.011,0.0,0.0508,0.0,0.2778,0.0,0.0,0.0,0.0,0.0036,0.0,0.0,0.0541,0.0,0.0,0.6027,0.011,0.0,0.0508,0.0,0.2778,0.0,0.0,0.0,0.0,0.0036,0.0,0.0,0.0541,0.0,0.0,0.6027,0.011,0.0,0.0508,0.0,0.2778,0.0,0.0,0.0,0.0,0.0036,0.0,0.0,0.0541,0.0,0.0,0.6027,0.011,0.0,0.0508,0.0,0.2778,0.0,0.0,0.0,0.0,0.0036,0.0,0.0,0.0541,0.0,0.0,0.6027,0.011,0.0,0.0508,0.0,0.2778,0.0,0.0,0.0,0.0,0.0036,0.0,0.0,0.0541,0.0,0.0,5e-06,0.0,0.0,0.0,2506515.27660234,6332.79120338305
795,1001040,-142320,230400,8891,0.030152,75.606,64.284,86.74,0.01441969,0.4953,0.0,0.0,0.3752,0.0,0.0,0.0,0.0,0.0,0.0019,0.0072,0.0023,0.0,0.0,0.0,0.1181,0.4953,0.0,0.0,0.3752,0.0,0.0,0.0,0.0,0.0,0.0019,0.0072,0.0023,0.0,0.0,0.0,0.1181,0.4953,0.0,0.0,0.3752,0.0,0.0,0.0,0.0,0.0,0.0019,0.0072,0.0023,0.0,0.0,0.0,0.1181,0.4953,0.0,0.0,0.3752,0.0,0.0,0.0,0.0,0.0,0.0019,0.0072,0.0023,0.0,0.0,0.0,0.1181,0.4953,0.0,0.0,0.3752,0.0,0.0,0.0,0.0,0.0,0.0019,0.0072,0.0023,0.0,0.0,0.0,0.1181,0.001907,0.00018,3e-05,0.00195,2506512.425625,6332.78760183953
796,966960,-141840,230400,9020,0.001961,76.99,65.579,88.364,0.0012783,0.5449,0.0,0.0,0.0732,0.0,0.2296,0.0,0.013,0.0052,0.007,0.0108,0.048,0.0,0.0673,0.0008,0.0,0.5449,0.0,0.0,0.0732,0.0,0.2296,0.0,0.013,0.0052,0.007,0.0108,0.048,0.0,0.0673,0.0008,0.0,0.5466,0.0,0.0,0.0836,0.0,0.2296,0.0,0.0026,0.0052,0.007,0.0091,0.048,0.0,0.0673,0.0008,0.0,0.5449,0.0,0.0,0.0732,0.0,0.2296,0.0,0.013,0.0052,0.007,0.0108,0.048,0.0,0.0673,0.0008,0.0,0.5466,0.0,0.0,0.0836,0.0,0.2296,0.0,0.0026,0.0052,0.007,0.0091,0.048,0.0,0.0673,0.0008,0.0,0.00016,6e-05,2e-05,0.0002,2506551.00482344,6332.83633747022
797,967440,-141840,230400,9021,0.002289,76.835,65.342,88.153,0.00144404,0.483,0.0,0.0,0.1488,0.0,0.1415,0.0,0.0262,0.0239,0.008,0.0203,0.0534,0.0,0.0949,0.0,0.0,0.483,0.0,0.0,0.1488,0.0,0.1415,0.0,0.0262,0.0239,0.008,0.0203,0.0534,0.0,0.0949,0.0,0.0,0.4888,0.0,0.0,0.1698,0.0,0.1415,0.0,0.0052,0.0239,0.008,0.0145,0.0534,0.0,0.0949,0.0,0.0,0.483,0.0,0.0,0.1488,0.0,0.1415,0.0,0.0262,0.0239,0.008,0.0203,0.0534,0.0,0.0949,0.0,0.0,0.4888,0.0,0.0,0.1698,0.0,0.1415,0.0,0.0052,0.0239,0.008,0.0145,0.0534,0.0,0.0949,0.0,0.0,0.000129,5e-05,1e-05,0.00024,2506550.43943516,6332.8356232393
798,967920,-141840,230400,9022,0.032355,76.787,65.248,88.174,0.02038194,0.463,0.0,0.0,0.2265,0.0,0.0233,0.0,0.04,0.0137,0.0113,0.0705,0.0559,0.0,0.0957,0.0,0.0,0.463,0.0,0.0,0.2265,0.0,0.0233,0.0,0.04,0.0137,0.0113,0.0705,0.0559,0.0,0.0957,0.0,0.0,0.4742,0.0,0.0,0.2585,0.0,0.0233,0.0,0.008,0.0137,0.0113,0.0593,0.0559,0.0,0.0957,0.0,0.0,0.463,0.0,0.0,0.2265,0.0,0.0233,0.0,0.04,0.0137,0.0113,0.0705,0.0559,0.0,0.0957,0.0,0.0,0.4742,0.0,0.0,0.2585,0.0,0.0233,0.0,0.008,0.0137,0.0113,0.0593,0.0559,0.0,0.0957,0.0,0.0,0.002064,0.00082,-5e-05,0.00291,2506548.19070547,6332.83278251493
799,968400,-141840,230400,9023,0.053952,76.865,65.349,88.332,0.0343588,0.1888,0.0175,0.0,0.4373,0.0,0.0,0.0,0.077,0.0796,0.0103,0.091,0.0985,0.0,0.0,0.0,0.0,0.1888,0.0175,0.0,0.4373,0.0,0.0,0.0,0.077,0.0796,0.0103,0.091,0.0985,0.0,0.0,0.0,0.0,0.2135,0.0175,0.0,0.4989,0.0,0.0,0.0,0.0154,0.0796,0.0103,0.0663,0.0985,0.0,0.0,0.0,0.0,0.1888,0.0175,0.0,0.4373,0.0,0.0,0.0,0.077,0.0796,0.0103,0.091,0.0985,0.0,0.0,0.0,0.0,0.2135,0.0175,0.0,0.4989,0.0,0.0,0.0,0.0154,0.0796,0.0103,0.0663,0.0985,0.0,0.0,0.0,0.0,0.005734,0.00257,0.00052,0.00799,2506549.86124063,6332.83489283137
800,968880,-141840,230400,9024,0.044549,76.848,65.291,88.422,0.02851864,0.2711,0.0,0.0,0.3946,0.0,0.0,0.0,0.0692,0.1189,0.0016,0.0593,0.0853,0.0,0.0,0.0,0.0,0.2711,0.0,0.0,0.3946,0.0,0.0,0.0,0.0692,0.1189,0.0016,0.0593,0.0853,0.0,0.0,0.0,0.0,0.2958,0.0,0.0,0.45,0.0,0.0,0.0,0.0138,0.1189,0.0016,0.0346,0.0853,0.0,0.0,0.0,0.0,0.2711,0.0,0.0,0.3946,0.0,0.0,0.0,0.0692,0.1189,0.0016,0.0593,0.0853,0.0,0.0,0.0,0.0,0.2958,0.0,0.0,0.45,0.0,0.0,0.0,0.0138,0.1189,0.0016,0.0346,0.0853,0.0,0.0,0.0,0.0,0.005378,0.00172,0.00067,0.00671,2506548.45419063,6332.8331153654
