OBJECTID,X,Y,CELL_A,KEYID,HEAT_DEATH,WS_B_APAVG,WS_B_APMIN,WS_B_APMAX,BASE_UHI,CC_FST_DEC,CC_FST_CON,CC_FST_MIX,CC_GRASS,CC_SHRUB,CC_PASTURE,CC_CROP,CC_BARREN,CC_IPV_RS,CC_IPV_NRS,CC_IPV_ST,CC_IPV_OTH,CC_IPV_AP,CC_IPV_WLW,CC_IPV_WL,CC_IPV_WTR,CM_FST_DEC,CM_FST_CON,CM_FST_MIX,CM_GRASS,CM_SHRUB,CM_PASTURE,CM_CROP,CM_BARREN,CM_IPV_RS,CM_IPV_NRS,CM_IPV_ST,CM_IPV_OTH,CM_IPV_AP,CM_IPV_WLW,CM_IPV_WL,CM_IPV_WTR,CS_FST_DEC,CS_FST_CON,CS_FST_MIX,CS_GRASS,CS_SHRUB,CS_PASTURE,CS_CROP,CS_BARREN,CS_IPV_RS,CS_IPV_NRS,CS_IPV_ST,CS_IPV_OTH,CS_IPV_AP,CS_IPV_WLW,CS_IPV_WL,CS_IPV_WTR,EE_FST_DEC,EE_FST_CON,EE_FST_MIX,EE_GRASS,EE_SHRUB,EE_PASTURE,EE_CROP,EE_BARREN,EE_IPV_RS,EE_IPV_NRS,EE_IPV_ST,EE_IPV_OTH,EE_IPV_AP,EE_IPV_WLW,EE_IPV_WL,EE_IPV_WTR,GN_FST_DEC,GN_FST_CON,GN_FST_MIX,GN_GRASS,GN_SHRUB,GN_PASTURE,GN_CROP,GN_BARREN,GN_IPV_RS,GN_IPV_NRS,GN_IPV_ST,GN_IPV_OTH,GN_IPV_AP,GN_IPV_WLW,GN_IPV_WL,GN_IPV_WTR,AV_COOL,AV_GREEN,AV_WASTE,AV_ALL,SHAPEAREA,SHAPELEN
31,967440,-154800,230400,3621,0.032204,76.421,64.535,88.107,0.0181323,0.1882,0.0,0.0,0.42,0.0,0.0,0.0,0.0733,0.1062,0.0084,0.0936,0.1102,0.0,0.0,0.0,0.0,0.1882,0.0,0.0,0.42,0.0,0.0,0.0,0.0733,0.1062,0.0084,0.0936,0.1102,0.0,0.0,0.0,0.0,0.2212,0.0,0.0,0.4786,0.0,0.0,0.0,0.0147,0.1062,0.0084,0.0606,0.1102,0.0,0.0,0.0,0.0,0.1882,0.0,0.0,0.42,0.0,0.0,0.0,0.0733,0.1062,0.0084,0.0936,0.1102,0.0,0.0,0.0,0.0,0.2212,0.0,0.0,0.4786,0.0,0.0,0.0,0.0147,0.1062,0.0084,0.0606,0.1102,0.0,0.0,0.0,0.0,0.001611,0.00077,0.00054,0.00261,2506441.87054453,6332.69847132589
32,968880,-154800,230400,3624,0.009201,76.516,65.195,87.777,0.00541817,0.4201,0.0,0.0,0.0416,0.0,0.3877,0.0,0.0075,0.0193,0.0013,0.0096,0.0193,0.0,0.092,0.0017,0.0,0.4201,0.0,0.0,0.0416,0.0,0.3877,0.0,0.0075,0.0193,0.0013,0.0096,0.0193,0.0,0.092,0.0017,0.0,0.424,0.0,0.0,0.0476,0.0,0.3877,0.0,0.0015,0.0193,0.0013,0.0057,0.0193,0.0,0.092,0.0017,0.0,0.4201,0.0,0.0,0.0416,0.0,0.3877,0.0,0.0075,0.0193,0.0013,0.0096,0.0193,0.0,0.092,0.0017,0.0,0.424,0.0,0.0,0.0476,0.0,0.3877,0.0,0.0015,0.0193,0.0013,0.0057,0.0193,0.0,0.092,0.0017,0.0,0.00053,0.00028,0.00027,0.0006,2506438.49109766,6332.69420212035
33,970800,-154800,230400,3628,0.011611,76.007,64.163,87.368,0.00615985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000363,0.00032,0.00029,-3e-05,2506436.78218203,6332.69204327186
34,972720,-154800,230400,3632,0.00098,76.162,64.744,87.372,0.00052644,0.8843,0.0047,0.0,0.0,0.0,0.1088,0.0,0.0,0.0,0.0005,0.0,0.0017,0.0,0.0,0.0,0.0,0.8843,0.0047,0.0,0.0,0.0,0.1088,0.0,0.0,0.0,0.0005,0.0,0.0017,0.0,0.0,0.0,0.0,0.8843,0.0047,0.0,0.0,0.0,0.1088,0.0,0.0,0.0,0.0005,0.0,0.0017,0.0,0.0,0.0,0.0,0.8843,0.0047,0.0,0.0,0.0,0.1088,0.0,0.0,0.0,0.0005,0.0,0.0017,0.0,0.0,0.0,0.0,0.8843,0.0047,0.0,0.0,0.0,0.1088,0.0,0.0,0.0,0.0005,0.0,0.0017,0.0,0.0,0.0,0.0,7.4e-05,-1e-05,0.0,7e-05,2506435.07331953,6332.68988448975
35,966960,-154320,230400,3820,0.011781,76.553,64.727,88.103,0.00686158,0.2645,0.0,0.0,0.3213,0.0,0.1852,0.0,0.0569,0.0615,0.0048,0.0571,0.0471,0.0,0.0,0.0,0.0016,0.2645,0.0,0.0,0.3213,0.0,0.1852,0.0,0.0569,0.0615,0.0048,0.0571,0.0471,0.0,0.0,0.0,0.0016,0.2891,0.0,0.0,0.3668,0.0,0.1852,0.0,0.0114,0.0615,0.0048,0.0325,0.0471,0.0,0.0,0.0,0.0016,0.2645,0.0,0.0,0.3213,0.0,0.1852,0.0,0.0569,0.0615,0.0048,0.0571,0.0471,0.0,0.0,0.0,0.0016,0.2891,0.0,0.0,0.3668,0.0,0.1852,0.0,0.0114,0.0615,0.0048,0.0325,0.0471,0.0,0.0,0.0,0.0016,0.000687,0.00039,0.00011,0.00113,2506446.35510781,6332.70413660211
36,967440,-154320,230400,3821,0.005556,76.4,64.538,88.075,0.00317383,0.2748,0.0,0.0,0.4236,0.0,0.0121,0.0,0.0744,0.0855,0.0025,0.0667,0.0602,0.0,0.0,0.0,0.0,0.2748,0.0,0.0,0.4236,0.0,0.0121,0.0,0.0744,0.0855,0.0025,0.0667,0.0602,0.0,0.0,0.0,0.0,0.303,0.0,0.0,0.4831,0.0,0.0121,0.0,0.0149,0.0855,0.0025,0.0385,0.0602,0.0,0.0,0.0,0.0,0.2748,0.0,0.0,0.4236,0.0,0.0121,0.0,0.0744,0.0855,0.0025,0.0667,0.0602,0.0,0.0,0.0,0.0,0.303,0.0,0.0,0.4831,0.0,0.0121,0.0,0.0149,0.0855,0.0025,0.0385,0.0602,0.0,0.0,0.0,0.0,0.000342,0.00011,7e-05,0.00047,2506445.78972344,6332.70342236104
37,967920,-154320,230400,3822,0.032825,76.385,64.549,87.985,0.01861216,0.2221,0.0,0.0,0.3507,0.0,0.0347,0.0,0.0618,0.0628,0.0157,0.0697,0.1825,0.0,0.0,0.0,0.0,0.2221,0.0,0.0,0.3507,0.0,0.0347,0.0,0.0618,0.0628,0.0157,0.0697,0.1825,0.0,0.0,0.0,0.0,0.2394,0.0,0.0,0.4001,0.0,0.0347,0.0,0.0124,0.0628,0.0157,0.0524,0.1825,0.0,0.0,0.0,0.0,0.2221,0.0,0.0,0.3507,0.0,0.0347,0.0,0.0618,0.0628,0.0157,0.0697,0.1825,0.0,0.0,0.0,0.0,0.2394,0.0,0.0,0.4001,0.0,0.0347,0.0,0.0124,0.0628,0.0157,0.0524,0.1825,0.0,0.0,0.0,0.0,0.001602,0.00099,0.00023,0.00279,2506443.54102813,6332.70058162096
38,968880,-154320,230400,3824,0.004027,76.392,65.009,87.787,0.00231589,0.0748,0.0,0.0,0.0,0.0,0.6673,0.0,0.0,0.0032,0.0013,0.0007,0.0082,0.0,0.2143,0.0302,0.0,0.0748,0.0,0.0,0.0,0.0,0.6673,0.0,0.0,0.0032,0.0013,0.0007,0.0082,0.0,0.2143,0.0302,0.0,0.0748,0.0,0.0,0.0,0.0,0.6673,0.0,0.0,0.0032,0.0013,0.0007,0.0082,0.0,0.2143,0.0302,0.0,0.0748,0.0,0.0,0.0,0.0,0.6673,0.0,0.0,0.0032,0.0013,0.0007,0.0082,0.0,0.2143,0.0302,0.0,0.0748,0.0,0.0,0.0,0.0,0.6673,0.0,0.0,0.0032,0.0013,0.0007,0.0082,0.0,0.2143,0.0302,0.0,0.000291,0.00014,0.0001,0.00032,2506444.64614063,6332.70197769187
39,967440,-153840,230400,4021,0.011616,76.359,64.503,87.975,0.00661456,0.2591,0.0,0.0,0.1683,0.0,0.4201,0.0,0.0302,0.0524,0.0003,0.0206,0.049,0.0,0.0,0.0,0.0,0.2591,0.0,0.0,0.1683,0.0,0.4201,0.0,0.0302,0.0524,0.0003,0.0206,0.049,0.0,0.0,0.0,0.0,0.2683,0.0,0.0,0.1925,0.0,0.4201,0.0,0.006,0.0524,0.0003,0.0114,0.049,0.0,0.0,0.0,0.0,0.2591,0.0,0.0,0.1683,0.0,0.4201,0.0,0.0302,0.0524,0.0003,0.0206,0.049,0.0,0.0,0.0,0.0,0.2683,0.0,0.0,0.1925,0.0,0.4201,0.0,0.006,0.0524,0.0003,0.0114,0.049,0.0,0.0,0.0,0.0,0.000627,0.00023,2e-05,0.0009,2506450.82683906,6332.70978566344
40,968400,-153840,230400,4023,0.009429,76.342,64.582,88.004,0.00533933,0.2065,0.0,0.0,0.1495,0.0,0.3745,0.0336,0.0265,0.0345,0.0022,0.0464,0.0336,0.0,0.079,0.0137,0.0,0.2065,0.0,0.0,0.1495,0.0,0.3745,0.0336,0.0265,0.0345,0.0022,0.0464,0.0336,0.0,0.079,0.0137,0.0,0.2229,0.0,0.0,0.1707,0.0,0.3745,0.0336,0.0053,0.0345,0.0022,0.03,0.0336,0.0,0.079,0.0137,0.0,0.2065,0.0,0.0,0.1495,0.0,0.3745,0.0336,0.0265,0.0345,0.0022,0.0464,0.0336,0.0,0.079,0.0137,0.0,0.2229,0.0,0.0,0.1707,0.0,0.3745,0.0336,0.0053,0.0345,0.0022,0.03,0.0336,0.0,0.079,0.0137,0.0,0.000573,0.00017,0.00012,0.00075,2506448.0127625,6332.70623068941
41,968880,-153840,230400,4024,0.001247,76.445,64.945,87.955,0.00072657,0.1708,0.0,0.0,0.0916,0.0,0.5765,0.0008,0.0165,0.0097,0.0005,0.0113,0.0217,0.0,0.0948,0.0056,0.0,0.1708,0.0,0.0,0.0916,0.0,0.5765,0.0008,0.0165,0.0097,0.0005,0.0113,0.0217,0.0,0.0948,0.0056,0.0,0.1733,0.0,0.0,0.1048,0.0,0.5765,0.0008,0.0033,0.0097,0.0005,0.0088,0.0217,0.0,0.0948,0.0056,0.0,0.1708,0.0,0.0,0.0916,0.0,0.5765,0.0008,0.0165,0.0097,0.0005,0.0113,0.0217,0.0,0.0948,0.0056,0.0,0.1733,0.0,0.0,0.1048,0.0,0.5765,0.0008,0.0033,0.0097,0.0005,0.0088,0.0217,0.0,0.0948,0.0056,0.0,7.8e-05,6e-05,4e-05,0.00011,2506448.56532031,6332.70692872527
42,969360,-153840,230400,4025,0.000892,76.492,65.079,87.897,0.00053079,0.4052,0.0,0.0,0.0969,0.0,0.4069,0.0,0.0173,0.0105,0.0001,0.0197,0.0145,0.0,0.0103,0.0184,0.0,0.4052,0.0,0.0,0.0969,0.0,0.4069,0.0,0.0173,0.0105,0.0001,0.0197,0.0145,0.0,0.0103,0.0184,0.0,0.41,0.0,0.0,0.1107,0.0,0.4069,0.0,0.0035,0.0105,0.0001,0.0149,0.0145,0.0,0.0103,0.0184,0.0,0.4052,0.0,0.0,0.0969,0.0,0.4069,0.0,0.0173,0.0105,0.0001,0.0197,0.0145,0.0,0.0103,0.0184,0.0,0.41,0.0,0.0,0.1107,0.0,0.4069,0.0,0.0035,0.0105,0.0001,0.0149,0.0145,0.0,0.0103,0.0184,0.0,7.2e-05,6e-05,6e-05,7e-05,2506447.99994531,6332.70621449734
43,975600,-153840,230400,4038,6.2e-05,75.744,64.615,86.635,2.92e-05,0.9614,0.0,0.0,0.0386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9614,0.0,0.0,0.0386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9614,0.0,0.0,0.0386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9614,0.0,0.0,0.0386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9614,0.0,0.0,0.0386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2506441.46639922,6332.69796077429
44,966000,-153360,230400,4218,0.000345,77.032,65.84,87.96,0.00021393,0.2179,0.0,0.0,0.0495,0.0,0.2843,0.0,0.0089,0.004,0.0001,0.0138,0.0075,0.0,0.2628,0.0,0.1512,0.2179,0.0,0.0,0.0495,0.0,0.2843,0.0,0.0089,0.004,0.0001,0.0138,0.0075,0.0,0.2628,0.0,0.1512,0.2214,0.0,0.0,0.0566,0.0,0.2843,0.0,0.0018,0.004,0.0001,0.0103,0.0075,0.0,0.2628,0.0,0.1512,0.2179,0.0,0.0,0.0495,0.0,0.2843,0.0,0.0089,0.004,0.0001,0.0138,0.0075,0.0,0.2628,0.0,0.1512,0.2214,0.0,0.0,0.0566,0.0,0.2843,0.0,0.0018,0.004,0.0001,0.0103,0.0075,0.0,0.2628,0.0,0.1512,1.2e-05,0.0,0.0,2e-05,2506454.20632109,6332.7140549014
45,966480,-153360,230400,4219,0.004524,76.701,64.925,88.231,0.00280248,0.5379,0.0,0.0,0.0281,0.0,0.1557,0.0,0.0051,0.0138,0.0005,0.0063,0.0088,0.0,0.2438,0.0,0.0,0.5379,0.0,0.0,0.0281,0.0,0.1557,0.0,0.0051,0.0138,0.0005,0.0063,0.0088,0.0,0.2438,0.0,0.0,0.5404,0.0,0.0,0.0322,0.0,0.1557,0.0,0.001,0.0138,0.0005,0.0038,0.0088,0.0,0.2438,0.0,0.0,0.5379,0.0,0.0,0.0281,0.0,0.1557,0.0,0.0051,0.0138,0.0005,0.0063,0.0088,0.0,0.2438,0.0,0.0,0.5404,0.0,0.0,0.0322,0.0,0.1557,0.0,0.001,0.0138,0.0005,0.0038,0.0088,0.0,0.2438,0.0,0.0,0.000369,7e-05,5e-05,0.00042,2506454.75886406,6332.71475291962
46,967440,-153360,230400,4221,0.05931,76.374,64.447,87.916,0.03424249,0.3884,0.0,0.0,0.1238,0.0,0.1937,0.0,0.0222,0.0182,0.0195,0.0116,0.068,0.0,0.1547,0.0,0.0,0.3884,0.0,0.0,0.1238,0.0,0.1937,0.0,0.0222,0.0182,0.0195,0.0116,0.068,0.0,0.1547,0.0,0.0,0.3923,0.0,0.0,0.1416,0.0,0.1937,0.0,0.0044,0.0182,0.0195,0.0077,0.068,0.0,0.1547,0.0,0.0,0.3884,0.0,0.0,0.1238,0.0,0.1937,0.0,0.0222,0.0182,0.0195,0.0116,0.068,0.0,0.1547,0.0,0.0,0.3923,0.0,0.0,0.1416,0.0,0.1937,0.0,0.0044,0.0182,0.0195,0.0077,0.068,0.0,0.1547,0.0,0.0,0.001318,0.00061,-3e-05,0.00401,2506453.90436563,6332.71367344659
47,967920,-153360,230400,4222,0.003263,76.388,64.487,87.901,0.00185592,0.3883,0.0,0.0,0.3237,0.0,0.0327,0.0,0.0571,0.0074,0.0112,0.0756,0.1042,0.0,0.0,0.0,0.0,0.3883,0.0,0.0,0.3237,0.0,0.0327,0.0,0.0571,0.0074,0.0112,0.0756,0.1042,0.0,0.0,0.0,0.0,0.4039,0.0,0.0,0.3694,0.0,0.0327,0.0,0.0114,0.0074,0.0112,0.06,0.1042,0.0,0.0,0.0,0.0,0.3883,0.0,0.0,0.3237,0.0,0.0327,0.0,0.0571,0.0074,0.0112,0.0756,0.1042,0.0,0.0,0.0,0.0,0.4039,0.0,0.0,0.3694,0.0,0.0327,0.0,0.0114,0.0074,0.0112,0.06,0.1042,0.0,0.0,0.0,0.0,5.8e-05,3e-05,-2e-05,0.00015,2506451.65566719,6332.71083270821
48,968400,-153360,230400,4223,0.054587,76.522,64.794,88.135,0.03170953,0.2533,0.0,0.0,0.3489,0.0,0.0,0.0973,0.0614,0.0901,0.0,0.0889,0.0601,0.0,0.0,0.0,0.0,0.2533,0.0,0.0,0.3489,0.0,0.0,0.0973,0.0614,0.0901,0.0,0.0889,0.0601,0.0,0.0,0.0,0.0,0.2903,0.0,0.0,0.398,0.0,0.0,0.0973,0.0123,0.0901,0.0,0.0519,0.0601,0.0,0.0,0.0,0.0,0.2533,0.0,0.0,0.3489,0.0,0.0,0.0973,0.0614,0.0901,0.0,0.0889,0.0601,0.0,0.0,0.0,0.0,0.2903,0.0,0.0,0.398,0.0,0.0,0.0973,0.0123,0.0901,0.0,0.0519,0.0601,0.0,0.0,0.0,0.0,0.003146,0.00189,0.00048,0.00511,2506453.04988047,6332.71259399128
49,971280,-153360,230400,4229,0.000301,76.167,65.146,87.218,0.00016443,0.2858,0.0,0.0,0.6675,0.0,0.0,0.0,0.011,0.0034,0.0047,0.0172,0.0103,0.0,0.0,0.0,0.0,0.2858,0.0,0.0,0.6675,0.0,0.0,0.0,0.011,0.0034,0.0047,0.0172,0.0103,0.0,0.0,0.0,0.0,0.2874,0.0,0.0,0.6763,0.0,0.0,0.0,0.0022,0.0034,0.0047,0.0156,0.0103,0.0,0.0,0.0,0.0,0.2858,0.0,0.0,0.6675,0.0,0.0,0.0,0.011,0.0034,0.0047,0.0172,0.0103,0.0,0.0,0.0,0.0,0.2874,0.0,0.0,0.6763,0.0,0.0,0.0,0.0022,0.0034,0.0047,0.0156,0.0103,0.0,0.0,0.0,0.0,2e-05,1e-05,1e-05,2e-05,2506449.64485391,6332.70829248188
50,974160,-153360,230400,4235,0.001079,76.422,65.604,87.148,0.00059854,0.7529,0.0,0.0,0.1477,0.0,0.0421,0.0,0.0063,0.0158,0.0,0.0081,0.0272,0.0,0.0,0.0,0.0,0.7529,0.0,0.0,0.1477,0.0,0.0421,0.0,0.0063,0.0158,0.0,0.0081,0.0272,0.0,0.0,0.0,0.0,0.7556,0.0,0.0,0.1527,0.0,0.0421,0.0,0.0013,0.0158,0.0,0.0054,0.0272,0.0,0.0,0.0,0.0,0.7529,0.0,0.0,0.1477,0.0,0.0421,0.0,0.0063,0.0158,0.0,0.0081,0.0272,0.0,0.0,0.0,0.0,0.7556,0.0,0.0,0.1527,0.0,0.0421,0.0,0.0013,0.0158,0.0,0.0054,0.0272,0.0,0.0,0.0,0.0,8.1e-05,-2e-05,-1e-05,8e-05,2506446.80530625,6332.7047053303
51,967440,-152880,230400,4421,0.00181,76.309,64.427,87.921,0.00103305,0.2007,0.0,0.0,0.0801,0.0,0.4995,0.0,0.0141,0.0045,0.0095,0.0179,0.015,0.0,0.1586,0.0,0.0,0.2007,0.0,0.0,0.0801,0.0,0.4995,0.0,0.0141,0.0045,0.0095,0.0179,0.015,0.0,0.1586,0.0,0.0,0.207,0.0,0.0,0.0914,0.0,0.4995,0.0,0.0028,0.0045,0.0095,0.0116,0.015,0.0,0.1586,0.0,0.0,0.2007,0.0,0.0,0.0801,0.0,0.4995,0.0,0.0141,0.0045,0.0095,0.0179,0.015,0.0,0.1586,0.0,0.0,0.207,0.0,0.0,0.0914,0.0,0.4995,0.0,0.0028,0.0045,0.0095,0.0116,0.015,0.0,0.1586,0.0,0.0,5.1e-05,0.0,0.0,8e-05,2506456.41651172,6332.71684699354
52,967920,-152880,230400,4422,0.021691,76.371,64.596,87.893,0.01235932,0.2531,0.0,0.0,0.3807,0.0,0.0156,0.0,0.0676,0.0369,0.0207,0.0874,0.1381,0.0,0.0,0.0,0.0,0.2531,0.0,0.0,0.3807,0.0,0.0156,0.0,0.0676,0.0369,0.0207,0.0874,0.1381,0.0,0.0,0.0,0.0,0.2757,0.0,0.0,0.4348,0.0,0.0156,0.0,0.0135,0.0369,0.0207,0.0648,0.1381,0.0,0.0,0.0,0.0,0.2531,0.0,0.0,0.3807,0.0,0.0156,0.0,0.0676,0.0369,0.0207,0.0874,0.1381,0.0,0.0,0.0,0.0,0.2757,0.0,0.0,0.4348,0.0,0.0156,0.0,0.0135,0.0369,0.0207,0.0648,0.1381,0.0,0.0,0.0,0.0,0.001022,0.00011,-0.00014,0.00141,2506456.69278906,6332.71719600934
53,968400,-152880,230400,4423,0.012046,76.527,64.781,88.071,0.00704643,0.2441,0.0,0.0,0.4798,0.0,0.0,0.0,0.0849,0.0654,0.0011,0.0784,0.0463,0.0,0.0,0.0,0.0,0.2441,0.0,0.0,0.4798,0.0,0.0,0.0,0.0849,0.0654,0.0011,0.0784,0.0463,0.0,0.0,0.0,0.0,0.2763,0.0,0.0,0.5477,0.0,0.0,0.0,0.017,0.0654,0.0011,0.0462,0.0463,0.0,0.0,0.0,0.0,0.2441,0.0,0.0,0.4798,0.0,0.0,0.0,0.0849,0.0654,0.0011,0.0784,0.0463,0.0,0.0,0.0,0.0,0.2763,0.0,0.0,0.5477,0.0,0.0,0.0,0.017,0.0654,0.0011,0.0462,0.0463,0.0,0.0,0.0,0.0,0.000835,0.00036,0.00014,0.00111,2506458.08700391,6332.71895729384
54,968880,-152880,230400,4424,0.026624,76.717,65.313,88.291,0.01612748,0.2849,0.0,0.0,0.4257,0.0,0.0,0.0,0.0755,0.088,0.0007,0.0631,0.0587,0.0,0.0,0.0034,0.0,0.2849,0.0,0.0,0.4257,0.0,0.0,0.0,0.0755,0.088,0.0007,0.0631,0.0587,0.0,0.0,0.0034,0.0,0.3097,0.0,0.0,0.4861,0.0,0.0,0.0,0.0151,0.088,0.0007,0.0383,0.0587,0.0,0.0,0.0034,0.0,0.2849,0.0,0.0,0.4257,0.0,0.0,0.0,0.0755,0.088,0.0007,0.0631,0.0587,0.0,0.0,0.0034,0.0,0.3097,0.0,0.0,0.4861,0.0,0.0,0.0,0.0151,0.088,0.0007,0.0383,0.0587,0.0,0.0,0.0034,0.0,0.002465,0.00141,0.00091,0.00293,2506455.8383125,6332.71611656549
55,971280,-152880,230400,4429,0.015918,76.233,64.887,87.515,0.00870573,0.6355,0.0,0.0,0.3472,0.0,0.0,0.0,0.0,0.0051,0.0016,0.0051,0.0054,0.0,0.0,0.0,0.0,0.6355,0.0,0.0,0.3472,0.0,0.0,0.0,0.0,0.0051,0.0016,0.0051,0.0054,0.0,0.0,0.0,0.0,0.6368,0.0,0.0,0.3472,0.0,0.0,0.0,0.0,0.0051,0.0016,0.0038,0.0054,0.0,0.0,0.0,0.0,0.6355,0.0,0.0,0.3472,0.0,0.0,0.0,0.0,0.0051,0.0016,0.0051,0.0054,0.0,0.0,0.0,0.0,0.6368,0.0,0.0,0.3472,0.0,0.0,0.0,0.0,0.0051,0.0016,0.0038,0.0054,0.0,0.0,0.0,0.0,0.001161,0.00046,0.00032,0.00117,2506452.72238359,6332.71218027038
56,972720,-152880,230400,4432,0.022136,76.296,65.181,87.117,0.01229392,0.9564,0.0,0.0,0.0331,0.0,0.0,0.0,0.0,0.0021,0.0005,0.0006,0.0073,0.0,0.0,0.0,0.0,0.9564,0.0,0.0,0.0331,0.0,0.0,0.0,0.0,0.0021,0.0005,0.0006,0.0073,0.0,0.0,0.0,0.0,0.9566,0.0,0.0,0.0331,0.0,0.0,0.0,0.0,0.0021,0.0005,0.0004,0.0073,0.0,0.0,0.0,0.0,0.9564,0.0,0.0,0.0331,0.0,0.0,0.0,0.0,0.0021,0.0005,0.0006,0.0073,0.0,0.0,0.0,0.0,0.9566,0.0,0.0,0.0331,0.0,0.0,0.0,0.0,0.0021,0.0005,0.0004,0.0073,0.0,0.0,0.0,0.0,0.001173,0.00039,0.00032,0.00123,2506451.30259766,6332.71038668032
57,966480,-152400,230400,4619,0.007535,76.572,64.714,88.126,0.00454982,0.3266,0.0,0.0,0.1217,0.0,0.3244,0.0791,0.0216,0.0144,0.0082,0.0352,0.0501,0.0,0.0187,0.0,0.0,0.3266,0.0,0.0,0.1217,0.0,0.3244,0.0791,0.0216,0.0144,0.0082,0.0352,0.0501,0.0,0.0187,0.0,0.0,0.3299,0.0,0.0,0.139,0.0,0.3244,0.0791,0.0043,0.0144,0.0082,0.0319,0.0501,0.0,0.0187,0.0,0.0,0.3266,0.0,0.0,0.1217,0.0,0.3244,0.0791,0.0216,0.0144,0.0082,0.0352,0.0501,0.0,0.0187,0.0,0.0,0.3299,0.0,0.0,0.139,0.0,0.3244,0.0791,0.0043,0.0144,0.0082,0.0319,0.0501,0.0,0.0187,0.0,0.0,0.000407,0.00015,3e-05,0.00049,2506462.03185781,6332.72394074915
58,967440,-152400,230400,4621,0.011109,76.35,64.45,87.983,0.00638938,0.2544,0.0,0.0,0.0652,0.0,0.3934,0.0,0.0114,0.0,0.0147,0.0269,0.0103,0.0,0.2236,0.0,0.0,0.2544,0.0,0.0,0.0652,0.0,0.3934,0.0,0.0114,0.0,0.0147,0.0269,0.0103,0.0,0.2236,0.0,0.0,0.2648,0.0,0.0,0.0743,0.0,0.3934,0.0,0.0023,0.0,0.0147,0.0165,0.0103,0.0,0.2236,0.0,0.0,0.2544,0.0,0.0,0.0652,0.0,0.3934,0.0,0.0114,0.0,0.0147,0.0269,0.0103,0.0,0.2236,0.0,0.0,0.2648,0.0,0.0,0.0743,0.0,0.3934,0.0,0.0023,0.0,0.0147,0.0165,0.0103,0.0,0.2236,0.0,0.0,0.000634,-2e-05,-7e-05,0.00079,2506462.01902109,6332.72392453246
59,967920,-152400,230400,4622,0.016899,76.418,64.376,87.952,0.00973808,0.3029,0.0,0.0,0.3393,0.0,0.0755,0.0,0.0602,0.0249,0.0212,0.0771,0.0989,0.0,0.0,0.0,0.0,0.3029,0.0,0.0,0.3393,0.0,0.0755,0.0,0.0602,0.0249,0.0212,0.0771,0.0989,0.0,0.0,0.0,0.0,0.3201,0.0,0.0,0.3875,0.0,0.0755,0.0,0.012,0.0249,0.0212,0.0599,0.0989,0.0,0.0,0.0,0.0,0.3029,0.0,0.0,0.3393,0.0,0.0755,0.0,0.0602,0.0249,0.0212,0.0771,0.0989,0.0,0.0,0.0,0.0,0.3201,0.0,0.0,0.3875,0.0,0.0755,0.0,0.012,0.0249,0.0212,0.0599,0.0989,0.0,0.0,0.0,0.0,0.000442,0.00016,-9e-05,0.00129,2506460.61197891,6332.72214704564
60,968400,-152400,230400,4623,0.007743,76.536,64.779,88.142,0.00456464,0.2065,0.0,0.0,0.4337,0.0,0.0443,0.0,0.0773,0.0942,0.0006,0.0746,0.0687,0.0,0.0,0.0,0.0,0.2065,0.0,0.0,0.4337,0.0,0.0443,0.0,0.0773,0.0942,0.0006,0.0746,0.0687,0.0,0.0,0.0,0.0,0.2321,0.0,0.0,0.4955,0.0,0.0443,0.0,0.0155,0.0942,0.0006,0.049,0.0687,0.0,0.0,0.0,0.0,0.2065,0.0,0.0,0.4337,0.0,0.0443,0.0,0.0773,0.0942,0.0006,0.0746,0.0687,0.0,0.0,0.0,0.0,0.2321,0.0,0.0,0.4955,0.0,0.0443,0.0,0.0155,0.0942,0.0006,0.049,0.0687,0.0,0.0,0.0,0.0,0.000569,0.00032,8e-05,0.00075,2506460.32287813,6332.72178182888
