ObjectId,Street_,Dir,Post_Dir,Street,Type_,Loc,Zip,Council,Neighborhood,Referred,Down___Clear
1013,220,N,,18th,St,Entire,40203.0,5.0,Portland,,2013/08/21 03:59:59+00
1014,1806,,,Lytle ,St,Entire,40203.0,5.0,Portland,,2013/08/21 03:59:59+00
1015,3118,,,Southern,Ave,Entire,40211.0,3.0,Park Duvalle,,2013/08/21 03:59:59+00
1016,4853,,,Cane Run,Rd,Entire,40216.0,1.0,PRP,,2013/08/22 03:59:59+00
1017,13009,,,Ashlawn,Dr,Garage,40272.0,14.0,PRP,,2013/09/03 03:59:59+00
1018,6507,,,Lucerne,Ave,Entire,40216.0,1.0,Lake Dreamland,,2013/09/03 03:59:59+00
1019,1325,S,,28th,St,Entire,40211.0,1.0,Parkland,,2013/09/05 03:59:59+00
1020,1339,S,,32nd,St,Entire,40211.0,1.0,Parkland,,2013/09/05 03:59:59+00
1021,2211,W,,Madison,St,Entire,40211.0,4.0,Russell,,2013/09/05 03:59:59+00
1022,3708,,,Grand,Ave,Entire,40211.0,6.0,Chickasaw,,2013/09/09 03:59:59+00
1023,1786 1/2,W,,Hill,St,Entire,42010.0,3.0,Algonquin,,2013/09/18 03:59:59+00
1024,3116,W,,Jefferson,St,Entire,40212.0,5.0,Russell,,2013/09/18 03:59:59+00
1025,700,,,Winkler,Ave,Entire,40208.0,6.0,South Louisville,,2013/09/18 03:59:59+00
1026,1910,,,Baird,St,Entire,40203.0,5.0,Portland,10/21/2015,2016/09/15 03:59:59+00
1027,1776,,,Dumesnil,St,Entire,40210.0,6.0,Park Hill,,2015/10/01 03:59:59+00
1028,1534,,,Hemlock,St,Entire,40211.0,3.0,Park Duvalle,,2013/12/16 05:00:00+00
1029,2218,W,,Oak,St,Entire,40211.0,6.0,Parkland,3/1/2016,2016/09/15 03:59:59+00
1030,3419,,,Shagbark,Rd,Entire,40216.0,1.0,Richmont Terrace,,2016/02/02 05:00:00+00
1031,1629,W,,Ormsby,Ave,Entire,40210.0,6.0,Park Hill,,2015/10/01 03:59:59+00
1032,2627,,,Rowan,St,Entire,40212.0,5.0,Portland,,2013/12/16 05:00:00+00
1033,2216,,,Portland,Ave,Rear Porch & Outbuilding,40212.0,4.0,Portland,1/4/2016,2016/09/15 03:59:59+00
1034,1611,,,Prentice,St,Entire,40210.0,6.0,California,,2016/02/04 05:00:00+00
1035,1942,W,,Chestnut,St,Entire,40203.0,4.0,Russell,,2015/10/02 03:59:59+00
1036,1938,,,Beech,St,Entire,40210.0,3.0,Hallmark,,2013/12/27 05:00:00+00
1037,444,N,,25th,St,Entire,40212.0,5.0,Portland,12/22/2015,2016/09/19 03:59:59+00
1038,3420,,,Shagbark,Rd,Entire,40216.0,1.0,Richmont Terrace,,2016/02/04 05:00:00+00
1039,1547,,,Gallagher,St,Entire,40210.0,6.0,California,,2015/10/02 03:59:59+00
1040,2141,,,Columbia,St,Entire,40212.0,5.0,Portland,,2013/12/27 05:00:00+00
1041,823,E,,Chestnut,St,Entire,40204.0,4.0,Phoenix Hill,2/27/2015,2016/10/03 03:59:59+00
1042,10901,,,Jefferson Hill,Rd,Entire,40118.0,13.0,Fairdale,,2016/02/08 05:00:00+00
1043,4916,,,Mid,Dr,Entire,40272.0,25.0,Pleasure Ridge Park,,2015/10/06 03:59:59+00
1044,1419,,,Hemlock,St,Entire,40211.0,1.0,Parkland,,2013/12/27 05:00:00+00
1045,2416,W,,Chestnut,St,Entire,40211.0,5.0,Russell,10/28/2014,2016/10/06 03:59:59+00
1046,1912,W,,Chestnut,St,Entire,40203.0,4.0,Russell,,2016/02/19 05:00:00+00
1047,670,S,,35th,St,Entire,40211.0,5.0,Shawnee,,2015/10/19 03:59:59+00
1048,1501,,,Hemlock,St,Entire,40211.0,3.0,Park Duvalle,,2013/12/27 05:00:00+00
1049,3668,,,Craig,Ave,Entire,40215.0,15.0,Jacobs,10/12/2015,2016/10/06 03:59:59+00
1050,2521,W,,Jefferson,St,Entire,40212.0,5.0,Russell,,2016/02/19 05:00:00+00
1051,3329,,,Garland,Ave,Entire,40211.0,5.0,Parkland,,2015/10/19 03:59:59+00
1052,2737,W,,Market,St,Entire,40212.0,5.0,Portland,,2013/12/27 05:00:00+00
1053,2743,,,Dumesnil,St,Entire,40211.0,1.0,Parkland,3/7/2016,2016/10/20 03:59:59+00
1054,1252,,,Euclid,Ave,Entire,40208.0,3.0,Taylor Berry,,2016/02/26 05:00:00+00
1055,2710,,,Gilligan,St,Entire,40212.0,5.0,Portland,,2015/10/19 03:59:59+00
1056,2525,,,Duncan,St,Garage,40212.0,5.0,Portland,,2014/01/02 05:00:00+00
1057,2405,,,Rowan,St,Entire,40212.0,5.0,Portland,10/20/2015,2016/10/20 03:59:59+00
1058,614,S,,28th,St,Entire,40211.0,5.0,Russell,,2016/03/09 05:00:00+00
1059,6511,,,Shaffer,Lane,Entire,40291.0,22.0,Fern Creek,,2015/10/19 03:59:59+00
1060,1620,,,Berry,Blvd,Entire,40215.0,15.0,Jacobs,,2014/01/09 05:00:00+00
1061,2407,,,Rowan,St,Entire,40212.0,5.0,Portland,10/23/2015,2016/10/20 03:59:59+00
1062,1827,W,,Kentucky,St,Entire,40210.0,6.0,California,,2016/03/11 05:00:00+00
1063,2306,,,St Louis,Ave,Entire,40210.0,6.0,Park Hill,,2015/10/19 03:59:59+00
1064,500,,,Florence,Ave,Entire,40215.0,15.0,Wyandotte,,2014/01/09 05:00:00+00
1065,323,S,,42nd,St,Entire,40212.0,5.0,Shawnee,3/7/2016,2016/10/21 03:59:59+00
1066,2740,W,,Main,St,Entire,40212.0,5.0,Portland,,2016/03/15 03:59:59+00
1067,437,S,,28th,St,Entire,40212.0,3.0,Russell,,2015/10/26 03:59:59+00
1068,3223,,,Kirby,Ave,Entire,40211.0,1.0,Parkland,,2014/02/04 05:00:00+00
1069,2203,,,St Louis,Ave,Entire,40210.0,6.0,Park Hill,,2014/02/04 05:00:00+00
1070,7410,,,Mayrow,Dr,Garage,40291.0,23.0,Fern Creek,,2014/02/05 05:00:00+00
1071,616,S,,20th,St,Entire,40203.0,4.0,Russell,,2014/02/24 05:00:00+00
1072,1405,S,,28th,St,Entire,40211.0,1.0,Parkland,,2014/02/24 05:00:00+00
1073,644,,,Davies,Ave,Entire,40208.0,6.0,Algonquin,,2014/02/24 05:00:00+00
1074,1727,W,,Kentucky,St,Rear,40210.0,6.0,California,,2014/02/24 05:00:00+00
1075,1786,,,Wilson,Ave,Entire,40210.0,6.0,Park Hill,,2014/02/24 05:00:00+00
1076,2912,,,Slevin,St,Entire,40212.0,5.0,Portland,,2014/03/04 05:00:00+00
1077,1783,W,,Gaulbert,Ave,Entire,40210.0,3.0,Algonquin,,2014/03/06 05:00:00+00
1078,2625,,,Dixdale,Ave,Entire,40210.0,3.0,Hallmark,,2014/03/18 03:59:59+00
1079,2614,,,Garland,Ave,Entire,40211.0,6.0,Parkland,,2014/03/18 03:59:59+00
1080,1427,S,,28th,St,Garage,40211.0,1.0,Parkland,,2014/03/24 03:59:59+00
1081,634,E,,St Catherine,St,Entire,40203.0,4.0,Shelby Park,,2014/03/25 03:59:59+00
1082,2234,,,Date,St,Entire,40210.0,6.0,California,,2014/03/28 03:59:59+00
1083,665,,,Louis Coleman Jr,Dr,Entire,40211.0,5.0,Shawnee,,2014/03/28 03:59:59+00
1084,1338,S,,20th,St,Entire,40210.0,6.0,Park Hill,,2014/04/14 03:59:59+00
1085,2015,,,Rowan,St,Entire,40203.0,5.0,Portland,,2014/04/14 03:59:59+00
1086,651,,,Bergman ,St,Entire,40203.0,4.0,Shelby Park,,2014/04/15 03:59:59+00
1087,1320,S,,26th,St,Entire,40210.0,1.0,Park Hill,,2014/04/16 03:59:59+00
1088,3229,,,Larkwood,Ave,Entire,40212.0,5.0,Shawnee,,2014/05/05 03:59:59+00
1089,1005,E,,Main,St,Entire,40206.0,4.0,Butchertown,,2014/05/05 03:59:59+00
1090,2103,,,Hale,Ave,Entire,40210.0,6.0,California,,2014/05/08 03:59:59+00
1091,1423,,,Longfield,Ave,Entire,40215.0,15.0,Taylor Berry,,2014/05/08 03:59:59+00
1092,1900,,,Magazine,St,Entire,40203.0,4.0,Russell,,2014/05/08 03:59:59+00
1093,2406,,,St Xavier ,St,Entire,40212.0,5.0,Portland,,2014/05/08 03:59:59+00
1094,3126,,,Garland,Ave,Entire,40211.0,1.0,Parkland,,2014/05/09 03:59:59+00
1095,1768,W,,Burnett,Ave,Entire,40210.0,3.0,Park Hill,,2015/10/26 03:59:59+00
1096,3440,W,,Jefferson,St,Garage,40212.0,5.0,Shawnee,,2015/10/26 03:59:59+00
1097,959,,,Charles,St,Entire,40204.0,10.0,Germantown,,2015/10/27 03:59:59+00
1098,1704,,,Gallagher,St,Entire,40210.0,6.0,California,,2015/11/02 05:00:00+00
1099,527,S,,27th,St,Entire,40211.0,5.0,Russell,,2015/11/06 05:00:00+00
1100,813,S,,38th,St,Entire,40211.0,5.0,Chickasaw,,2015/11/06 05:00:00+00
1101,1920,,,Pirtle,St,Entire,40203.0,4.0,Portland,,2015/11/06 05:00:00+00
1102,3416,,,Larkwood,Ave,Entire,40212.0,5.0,Shawnee,,2015/11/10 05:00:00+00
1103,849,S,,26th,St,Entire,40211.0,6.0,California,,2015/11/11 05:00:00+00
1104,540,S,,17th,St,Entire,40203.0,4.0,Russell,,2015/11/17 05:00:00+00
1105,611,N,,17th,St,Entire,40203.0,5.0,Portland,,2015/11/17 05:00:00+00
1106,1733,,,Wilson,Ave,Entire,40210.0,6.0,Park Hill,,2015/11/17 05:00:00+00
1107,5308,,,Buckner,Ave,Entire,40214.0,21.0,Iroquois,,2015/12/01 05:00:00+00
1108,1734,W,,Burnett,Ave,Entire,40210.0,3.0,Park Hill,,2015/12/02 05:00:00+00
1109,1616,,,Hale,Ave,Entire,40201.0,6.0,California,,2015/12/03 05:00:00+00
1110,2417,,,Cedar,St,Entire,40212.0,5.0,Russell,,2015/12/08 05:00:00+00
1111,1831,,,Green,Aly,Entire,40203.0,4.0,Russell,,2015/12/08 05:00:00+00
1112,1824,W,,Jefferson,St,Entire,40203.0,4.0,Russell,,2015/12/08 05:00:00+00
1113,1933,,,Magazine,St,Entire,40203.0,4.0,Russell,,2015/12/08 05:00:00+00
1114,663,S,,23rd,St,Entire,40211.0,6.0,Russell,,2015/12/18 05:00:00+00
1115,680,S,,38th,St,Garage,40211.0,5.0,Shawnee,,2015/12/18 05:00:00+00
1116,2725,W,,Chestnut,St,Entire,40211.0,5.0,Russell,,2015/12/18 05:00:00+00
1117,4304,,,Larkwood,Ave,Garage,40212.0,5.0,Shawnee,,2015/12/18 05:00:00+00
1118,2030,W,,Market,St,Entire,40203.0,4.0,Russell,,2015/12/18 05:00:00+00
1119,3418,,,Shagbark,Rd,Entire,40216.0,1.0,Richmont Terrace,,2015/12/18 05:00:00+00
1120,2724,W,,Chestnut,St,Entire,40211.0,5.0,Russell,,2015/12/28 05:00:00+00
1121,1723,,,Bolling,Ave,Entire,40210.0,3.0,Park Hill,,2015/12/29 05:00:00+00
1122,1725,,,Bolling,Ave,Entire,40210.0,3.0,Park Hill,,2015/12/29 05:00:00+00
1123,813,S,,36th,St,Entire,40211.0,5.0,Chickasaw,,2016/01/08 05:00:00+00
1124,2705,W,,Jefferson,St,Entire,40212.0,3.0,Russell,,2016/01/08 05:00:00+00
1125,1722,W,,Ormsby,Ave,Entire,40210.0,6.0,Park Hill,,2016/01/08 05:00:00+00
1126,1655,,,Prentice,St,Entire,40210.0,6.0,California,,2016/01/08 05:00:00+00
1127,622,E,,Ormsby,Ave,Entire,40203.0,4.0,Shelby Park,,2016/01/13 05:00:00+00
1128,2923,S,,5th,St,Entire,40208.0,15.0,South Louisville,,2016/03/17 03:59:59+00
1129,617,,,Dresden,Ave,Entire,40215.0,15.0,Wyandotte,,2016/03/29 03:59:59+00
1130,1733,W,,Kentucky,St,Entire,40210.0,6.0,California,,2016/03/29 03:59:59+00
1131,2727,W,,Madison,St,Entire,40211.0,5.0,Russell,,2016/03/29 03:59:59+00
1132,217,S,,19th,St,Entire,40203.0,4.0,Russell,,2016/04/04 03:59:59+00
1133,1546,W,,Oak,St,Entire,40210.0,6.0,Park Hill,,2016/04/04 03:59:59+00
1134,1548,W,,Oak,St,Entire,40210.0,6.0,Park Hill,,2016/04/04 03:59:59+00
1135,1550,W,,Oak,St,Entire,40210.0,6.0,Park Hill,,2016/04/04 03:59:59+00
1136,6516,,,Flagler,Ave,Garage,40216.0,1.0,Lake Dreamland,,2016/04/08 03:59:59+00
1137,1155,,,"Dixie, et al",Hwy,Entire,40210.0,6.0,California,,2016/04/27 03:59:59+00
1138,2728,W,,Chestnut,St,Entire,40211.0,5.0,Russell,3/2/2015,2016/06/01 03:59:59+00
1139,1504,,,Pirtle,St,Entire,40203.0,4.0,Portland,3/3/2016,2016/06/23 03:59:59+00
1140,620,N,,29th,St,Entire,40212.0,6.0,Portland,8/12/2015,2016/06/29 03:59:59+00
1141,647,N,,24th,St,Entire,40212.0,5.0,Portland,5/23/2016,2016/07/13 03:59:59+00
1142,3324,,,Blanton,Ln,Rear,40214.0,12.0,Pleasure Ridge Park,10/7/2014,2016/08/01 03:59:59+00
1143,3322,,,Woodland,Dr,Entire,40216.0,1.0,Pleasure Ridge Park,10/12/2015,2016/08/01 03:59:59+00
1144,1310,,,Baldwin,St,Entire,40210.0,6.0,Park Hill,1/6/2015,2016/08/05 03:59:59+00
1145,1064,S,,28th,St,Entire,40211.0,1.0,Parkland,7/22/2016,2016/08/08 03:59:59+00
1146,420,N,,24th,St,Entire,40212.0,5.0,Portland,3/7/2016,2016/08/11 03:59:59+00
1147,2225,,,Cedar,St,Entire,40212.0,4.0,Russell,4/9/2015,2016/08/11 03:59:59+00
1148,9503,,,Chadbourne,Ct,Entire,40223.0,7.0,Lyndon,6/3/2015,2016/08/11 03:59:59+00
1149,1505,W,,Market,St,Entire,40203.0,4.0,Portland,6/21/2016,2016/08/12 03:59:59+00
1150,331,E,,St Catherine,St,Entire,40203.0,6.0,Shelby Park,8/9/2016,2016/08/26 03:59:59+00
1151,1746,,,Bolling,Ave,Entire,40210.0,3.0,Park Hill,8/13/2015,2016/08/30 03:59:59+00
1152,4616,,,Brewster,Ave,Entire,40211.0,5.0,Chickasaw,3/26/2015,2016/08/30 03:59:59+00
1153,2215,W,,Chestnut,St,Entire,40211.0,4.0,Russell,6/11/2015,2016/08/30 03:59:59+00
1154,1765,,,Wilson,Ave,Entire,40210.0,6.0,Park Hill,8/4/2015,2016/08/30 03:59:59+00
1155,2004,W,,Market,St,Entire,40203.0,4.0,Russell,3/27/2015,2016/09/01 03:59:59+00
1156,2613,W,,Chestnut,St,Entire,40211.0,5.0,Russell,5/14/2015,2016/09/06 03:59:59+00
1157,2617,W,,Chestnut,St,Entire,40211.0,5.0,Russell,8/31/2015,2016/09/06 03:59:59+00
1158,2619,W,,Chestnut,St,Entire,40211.0,5.0,Russell,4/9/2015,2016/09/06 03:59:59+00
1159,1820,,,Bolling,Ave,Garage,40210.0,3.0,Park Hill,2/29/2016,2016/09/07 03:59:59+00
1160,729,,,Caldwell,St,Entire,40203.0,4.0,Smoketown,9/22/2014,2016/09/12 03:59:59+00
1161,818,,,Ash,St,Entire,40217.0,4.0,Schnitzelburg,8/25/2016,2016/09/14 03:59:59+00
1162,842,S,,22nd,St,Entire,40211.0,6.0,California,10/15/2015,2016/10/26 03:59:59+00
1163,640,,,Davies,Ave,Entire,40208.0,6.0,Algonquin,3/25/2015,2016/10/31 03:59:59+00
1164,3412,W,,Kentucky,St,Garage,40211.0,1.0,Chickasaw,8/11/2015,2016/10/31 03:59:59+00
1165,3634,,,Vermont,Ave,Entire,40211.0,5.0,Shawnee,12/30/2015,2016/10/31 03:59:59+00
1166,310,N,,41st,St,Entire,40212.0,5.0,Shawnee,12/9/2015,2016/11/02 03:59:59+00
1167,2507,,,Garland,Ave,Entire,40211.0,6.0,California,6/15/2015,2016/11/09 05:00:00+00
1168,2325,,,Ackerman,Ct,Entire,40212.0,4.0,Portland,12/3/2015,2016/11/10 05:00:00+00
1169,3305,,,Rudd,Ave,Entire,40212.0,5.0,Portland,7/1/2015,2016/11/10 05:00:00+00
1170,1275,S,,Preston,St,Entire,40203.0,4.0,Shelby Park,6/18/2015,2016/11/15 05:00:00+00
1171,219,S,,28th,St,Entire,40212.0,5.0,Russell,10/16/2015,2016/11/18 05:00:00+00
1172,426,S,,28th,St,Entire,40212.0,5.0,Russell,1/16/2015,2016/11/18 05:00:00+00
1173,428,S,,28th,St,Entire,40212.0,5.0,Russell,1/16/2015,2016/11/18 05:00:00+00
1174,2016,,,Duncan,St,Entire,40203.0,5.0,Portland,1/11/2016,2016/11/18 05:00:00+00
1175,3005,,R,Greenwood,Ave,Entire,40211.0,1.0,Parkland,3/28/2016,2016/11/18 05:00:00+00
1176,828,,,Hazel,St,Entire,40211.0,1.0,Parkland,6/26/2015,2016/11/28 05:00:00+00
1177,209,,,Dr W J Hodge,St,Entire,40203.0,4.0,Russell,2/2/2015,2016/12/02 05:00:00+00
1178,2719,,,Garland,Ave,Entire,40211.0,6.0,Parkland,3/1/2016,2016/12/09 05:00:00+00
1179,1702,,,Hale,Ave,Entire,40210.0,6.0,California,8/21/2015,2016/12/13 05:00:00+00
1180,8508,,,Shirley,Ln,Entire,40258.0,14.0,Pleasure Ridge Park,8/18/2015,2016/12/13 05:00:00+00
1181,106,S,,42nd,St,Entire,40212.0,5.0,Shawnee,11/23/2016,2016/12/19 05:00:00+00
1182,1770,W,,Burnett,Ave,Entire,40210.0,3.0,Park Hill,10/21/2015,2016/12/19 05:00:00+00
1183,3120,W,,Kentucky,St,Entire,40211.0,1.0,Parkland,12/11/2015,2016/12/28 05:00:00+00
1184,3023,,,Grand,Ave,Entire,40211.0,1.0,Parkland,3/7/2016,2016/12/30 05:00:00+00
1185,308,N,,20th,St,Entire,40203.0,5.0,Portland,3/15/2016,2017/01/09 05:00:00+00
1186,2301,,,7th Street,Rd,Entire,40208.0,3.0,Taylor Berry,12/22/2015,2017/01/09 05:00:00+00
1187,421,N,,28th,St,Entire,40212.0,5.0,Portland,10/22/2015,2017/01/11 05:00:00+00
1188,1930,,,Bank,St,Entire,40203.0,5.0,Portland,8/3/2015,2017/01/30 05:00:00+00
1189,2613,W,,Madison,St,Entire,40211.0,5.0,Russell,3/24/2015,2017/01/30 05:00:00+00
1190,1028,,,Dresden,Ave,Garage,40215.0,15.0,Wyandotte/Oakdale,6/14/2016,2017/01/31 05:00:00+00
1191,11101,,,Harrison,Ln,Entire,40118.0,13.0,Fairdale,6/26/2015,2017/01/31 05:00:00+00
1192,1509,W,,Market,St,Entire,40203.0,4.0,Portland,12/2/2015,2017/01/31 05:00:00+00
1193,1924,,,Lytle,St,Entire,40203.0,5.0,Portland,10/30/2015,2017/02/01 05:00:00+00
1194,2311,,,Ratcliffe,Ave,Garage,40210.0,3.0,Lake Dreamland,6/16/2016,2017/02/01 05:00:00+00
1195,2506,,,Rowan,St,Entire,40212.0,5.0,Portland,11/11/2015,2017/02/09 05:00:00+00
1196,2121,,,Duncan,St,Entire,40212.0,5.0,Portland,4/21/2016,2017/02/10 05:00:00+00
1197,126,,,Pope,St,Rear,40206.0,9.0,Clifton,2/10/2017,2017/02/15 05:00:00+00
1198,2118,,,Greenwood,Ave,Entire,40210.0,6.0,California,7/31/2015,2017/02/16 05:00:00+00
1199,1101,,,Dixie,Hwy,Entire,40210.0,6.0,California,2/6/2017,2017/02/23 05:00:00+00
1200,2316,,,Magazine,St,Entire,40211.0,6.0,Russell,5/13/2016,2017/02/23 05:00:00+00
1201,314,N,,22nd,St,Entire,40212.0,5.0,Portland,7/1/2018,2019/06/13 03:59:59+00
1202,3313,,,Bank,St,Entire,40212.0,5.0,Portland,4/16/2018,2019/06/18 03:59:59+00
1203,2702,,,Bank,St,Entire,40212.0,5.0,Portland,9/24/2018,2019/06/20 03:59:59+00
1204,2421,,,Duncan,St,Entire,40212.0,5.0,Portland,5/24/2019,2019/06/24 03:59:59+00
1205,2532,,,Duncan,St,Entire,40212.0,5.0,Portland,9/24/2019,2019/06/24 03:59:59+00
1206,5101,S,,Overbrook,St,Entire,40216.0,1.0,Lake Dreamland,3/23/2018,2019/06/27 03:59:59+00
1207,1271,S,,Floyd,St,Rear,40203.0,6.0,Old Louisville,2/22/2018,2018/03/07 05:00:00+00
1208,1440,,,Catalpa,St,Entire,40211.0,1.0,Parkland,12/14/2018,2019/06/28 03:59:59+00
1209,1828,W,,Main,St,Entire,40203.0,4.0,Portland,12/30/2015,2017/03/07 05:00:00+00
1210,1752,,,Dumesnil,St,Entire,40210.0,6.0,Park Hill,11/2/2018,2019/06/28 03:59:59+00
1211,2438,,,Elliott,Ave,Entire,40211.0,6.0,Russell,5/4/2018,2019/06/28 03:59:59+00
1212,1527,,,Dumesnil,St,Entire,40210.0,6.0,Park Hill,9/22/2016,2018/03/08 05:00:00+00
1213,2321,,,Magazine,St,Entire,40211.0,4.0,Russell,3/7/2016,2017/09/13 03:59:59+00
1214,2324,W,,Madison,St,Entire,40211.0,4.0,Russell,11/20/2019,2019/12/05 05:00:00+00
1215,3502,,,7th Street,Rd,Entire,40216.0,3.0,Shively,1/30/2017,2017/03/08 05:00:00+00
1216,2810,,,Finn,Ave,Entire,40208.0,15.0,South Louisville,5/2/2018,2019/06/28 03:59:59+00
1217,1917,,,Duncan,St,Entire,40203.0,5.0,Portland,8/17/2018,2018/08/30 03:59:59+00
1218,2230,,,Magazine,St,Entire,40211.0,6.0,Russell,9/29/2016,2018/03/12 03:59:59+00
1219,1146,,,Louis Coleman Jr,Dr,Entire,40210.0,1.0,Park Hill,1/18/2017,2017/09/19 03:59:59+00
1220,637,,,Mix,Ave,Entire,40208.0,6.0,Algonquin,12/3/2019,2019/12/12 05:00:00+00
1221,2716,,,Bank,St,Entire,40212.0,5.0,Portland,3/17/2017,2017/03/20 03:59:59+00
1222,1829,,,Greenwood,Ave,Entire,40210.0,6.0,California,10/16/2018,2019/06/28 03:59:59+00
1223,2328,,,St Louis,Ave,Entire,40210.0,6.0,Park Hill,8/15/2018,2018/08/30 03:59:59+00
1224,1636,,,Nelligan,Ave,Outbuilding,40203.0,5.0,Portland,9/12/2017,2018/03/13 03:59:59+00
1225,1210,,,Tennessee,Ave,Entire,40208.0,6.0,Taylor Berry,9/6/2017,2017/09/25 03:59:59+00
1226,734,,,Logan,St,Entire,40204.0,4.0,Smoketown,11/22/2019,2019/12/17 05:00:00+00
1227,3351,,,Camp Ground,Rd,Entire,40211.0,1.0,Lake Dreamland,12/16/2015,2017/03/23 03:59:59+00
1228,1758,W,,Ormsby,Ave,Entire,40210.0,6.0,Park Hill,12/14/2018,2019/06/28 03:59:59+00
1229,2330,,,St Louis,Ave,Entire,40210.0,6.0,Park Hill,8/15/2018,2018/08/30 03:59:59+00
1230,2707,W,,Kentucky,St,Entire,40211.0,6.0,Parkland,11/18/2016,2018/03/19 03:59:59+00
1231,3304,,,Rudd,Ave,Entire,40212.0,5.0,Portland,9/12/2017,2017/09/28 03:59:59+00
1232,3421,,,Virginia,Ave,Entire,40211.0,1.0,Chickasaw,1/2/2020,2020/01/22 05:00:00+00
1233,406,N,,21st,St,Entire,40203.0,5.0,Portland,2/17/2016,2017/03/27 03:59:59+00
1234,2224,,,Osage,Ave,Entire,40201.0,6.0,California,12/14/2018,2019/06/28 03:59:59+00
1235,624,,,Louis Coleman Jr,Dr,Entire,40211.0,5.0,Shawnee,12/21/2017,2018/09/10 03:59:59+00
1236,2609,W,,Jefferson,St,Entire,40212.0,5.0,Russell,11/18/2016,2018/04/11 03:59:59+00
1237,2719,W,,Market,St,Entire,40212.0,5.0,Portland,2/2/2017,2017/10/02 03:59:59+00
1238,625,S,,19th,St,Entire,40203.0,4.0,Russell,1/17/2020,2020/01/23 05:00:00+00
1239,318,N,,22nd,St,Entire,40212.0,5.0,Portland,8/31/2016,2017/03/27 03:59:59+00
1240,1842-1844,,,Portland,Ave,Entire,40203.0,5.0,Portland,5/16/2019,2019/06/28 03:59:59+00
1241,2911,W,,Muhammad Ali,Blvd,Entire,40212.0,5.0,Russell,2/24/2018,2018/09/10 03:59:59+00
1242,1260,S,,Preston,St,Entire,40203.0,6.0,Shelby Park,3/12/2018,2018/04/11 03:59:59+00
1243,1335,,,Olive,St,Entire,40211.0,1.0,Parkland,6/15/2016,2017/10/02 03:59:59+00
1244,674,S,,39th,St,Entire,40211.0,5.0,Shawnee,1/6/2020,2020/01/29 05:00:00+00
1245,2510,,,Columbia,St,Entire,40212.0,5.0,Portland,3/28/2016,2017/04/11 03:59:59+00
1246,954,S,,Shelby,St,Entire,40203.0,4.0,Smoketown,5/16/2019,2019/06/28 03:59:59+00
1247,1710,W,,St Catherine,St,Entire,40210.0,6.0,California,12/21/2017,2018/09/10 03:59:59+00
1248,2412,,,Dumesnil,St,Entire,40210.0,6.0,Park Hill,7/10/2017,2018/04/25 03:59:59+00
1249,534,N,,31st,St,Entire,40212.0,5.0,Portland,6/13/2017,2018/05/14 03:59:59+00
1250,321,N,R,25th,St,Entire,40212.0,5.0,Portland,6/27/2017,2018/05/15 03:59:59+00
1251,1638,,,Nelligan,Ave,Entire,40203.0,5.0,Portland,4/10/2018,2018/05/23 03:59:59+00
1252,965,S,,7th,St,Entire,40203.0,6.0,Limerick,2/8/2017,2018/05/25 03:59:59+00
1253,954,S,,Floyd,St,Entire,40203.0,4.0,Old Louisville,5/9/2018,2018/05/29 03:59:59+00
1254,430,N,,26th,St,Entire,40212.0,5.0,Portland,4/27/2018,2018/06/11 03:59:59+00
1255,967,S,,7th,St,Entire,40203.0,6.0,Limerick,11/18/2016,2018/06/14 03:59:59+00
1256,2606,W,,Madison,St,Entire,40211.0,5.0,Russell,7/31/2015,2018/06/18 03:59:59+00
1257,2334,W,,Madison,St,Entire,40211.0,4.0,Russell,2/15/2017,2018/06/21 03:59:59+00
1258,2708,W,,Madison,St,Entire,40211.0,5.0,Russell,11/18/2016,2018/06/21 03:59:59+00
1259,1711,,,Meyers,Ln,Entire,40216.0,3.0,Pleasure Ridge Park,5/3/2018,2018/06/21 03:59:59+00
1260,2625,W,,Madison,St,Entire,40211.0,5.0,Russell,7/9/2015,2018/06/26 03:59:59+00
1261,126,N,,20th,St,Entire,40203.0,4.0,Portland,7/28/2017,2018/06/29 03:59:59+00
1262,128,N,,20th,St,Entire,40203.0,4.0,Portland,12/29/2016,2018/06/29 03:59:59+00
1263,2017,,,Bank,St,Entire,40203.0,5.0,Portland,6/15/2018,2018/06/29 03:59:59+00
1264,2000,,,Duncan,St,Entire,40203.0,5.0,Portland,6/18/2018,2018/07/06 03:59:59+00
1265,935,E,,Madison,St,Entire,40204.0,4.0,Phoenix Hill,4/23/2018,2018/07/12 03:59:59+00
1266,2611,W,,Muhammad Ali,Blvd,Entire,40212.0,5.0,Russell,11/17/2017,2018/07/12 03:59:59+00
1267,102,N,,26th,St,Entire,40212.0,5.0,Portland,12/21/2017,2018/07/17 03:59:59+00
1268,303,N,,26th,St,Entire,40212.0,5.0,Portland,8/23/2017,2018/07/17 03:59:59+00
1269,1034,S,,28th,St,Entire,40211.0,1.0,Parkland,6/25/2018,2018/07/17 03:59:59+00
1270,2822,,,Garfield,Ave,Entire,40212.0,5.0,Portland,5/24/2018,2018/07/17 03:59:59+00
1271,2720,,,Slevin,St,Entire,40212.0,5.0,Portland,9/22/2016,2018/07/17 03:59:59+00
1272,3502,,,7th Street,Rd,Entire,40216.0,3.0,Shively,1/30/2017,2018/07/19 03:59:59+00
1273,454,N,,25th,St,Entire,40212.0,5.0,Portland,8/16/2017,2018/07/30 03:59:59+00
