OBJECTID,MNL_FEA_KEY,MNL_CMPNT_KEY,MNL_UPS_FEATURE_KEY,MNL_DNS_FEATURE_KEY,MNL_EQNUM_ID,MNL_UPS_ENDPT_ID,MNL_DNS_ENDPT_ID,MNL_MNLPT_ID,MNL_MAP_AREA_ID,MNL_SSC2001_ID,MNL_NPDES_ID,MNL_FEATYPE_CODE,MNL_FEATYPE_TEXT,MNL_OWNER_CODE,MNL_OWNER_NAME,MNL_PARALLEL_CODE,MNL_PARALLEL_TEXT,MNL_PRBL_FLOW_CODE,MNL_PRBL_FLOW_TEXT,MNL_USE_PERMIT_CODE,MNL_USE_PERMIT_TEXT,MNL_MATERIAL_CODE,MNL_MATERIAL_TYPE,MNL_PIPE_SHP_CODE,MNL_PIPE_SHP_TEXT,MNL_LIFECYCLE_CODE,MNL_LIFECYCLE_STAT,MNL_CNVYNC_TYPE,MNL_DSTNTN_TYPE,MNL_OVRFLW_FLAG,MNL_PUMP_FLAG,MNL_CUNETTE_FLAG,MNL_CASING_FLAG,MNL_LINING_FLAG,MNL_PERF_PIPE_FLAG,MNL_LENGTH_FT_NBR,MNL_FCNLENGTH_FT_NBR,MNL_WIDTH_IN_NBR,MNL_HEIGHT_IN_NBR,MNL_SLOPE_PCT_NBR,MNL_UPS_DEPTH_FT_NBR,MNL_DNS_DEPTH_FT_NBR,MNL_UPS_ELEV_FT_NBR,MNL_DNS_ELEV_FT_NBR,MNL_PRBL_FLOW_SYM_NUM,MNL_USE_PERMIT_SYM_NUM,MNL_INC_MNL_NBR,MNL_INSTALL_DATE,MNL_RETIRE_DATE,MNL_LST_UPDT_DATE,MNL_STREAM_NAME,MNL_CCTV_DATE,MNL_CCTV_COLLAPSE_FLAG,SHAPE_Length
13076,2158520,-18639,597543,600592.0,,013-220,013-307,013-220 013-307,013,4312,,MNL,Mainline,DPR,Parks and Recreation,,Not Parallel,C,Combined,C,Combined,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,Y,N,N,N,N,N,158.96,158.96,24.0,24.0,,,15.1,,164.9,18,18,,1959/01/01 00:00:00+00,,2019/12/06 00:00:00+00,,,N,158.964180883077
13077,2165892,-18648,619776,623006.0,,013-510,013-511,013-510 013-511,013,4311,,MNL,Mainline,DPR,Parks and Recreation,,Not Parallel,C,Combined,C,Combined,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,Y,N,N,N,N,N,178.8,178.8,24.0,24.0,,,15.74,,166.26,18,18,,1959/01/01 00:00:00+00,,2019/12/18 00:00:00+00,,,N,178.799324049659
13078,2195568,-18019,501890,510294.0,,005-155,005-154,005-155 005-154,005,4316,,MNL,Mainline,DPR,Parks and Recreation,,Not Parallel,C,Combined,C,Combined,RCP,Reinforced Concrete Pipe,REC,Rectangular,C,Connected,COL,,N,N,N,N,N,N,197.38,197.38,24.0,24.0,2.90000009536743,2.38,18.8,163.62,157.93,18,18,,1908/01/01 00:00:00+00,,2019/12/16 00:00:00+00,,,N,197.380752793687
13135,4282055,-15572,4282069,4282051.0,,,,,226,LC89,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,51.43,51.43,21.0,21.0,,0.0,0.0,,,15,15,,,,2010/07/27 00:00:00+00,,,N,51.4290918434613
13157,4281437,0,4281435,4281420.0,,,D057-402,,057,,,MNL,Mainline,SCL,Seattle City Light,,Not Parallel,D,Drainage,D,Drainage,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,19.23,19.23,8.0,8.0,,0.0,0.0,,,15,15,,2010/07/26 14:14:00+00,,2010/07/26 00:00:00+00,,,N,19.232819397266
13158,4281485,0,4281483,4281475.0,,,D057-403,,057,,,MNL,Mainline,SCL,Seattle City Light,,Not Parallel,D,Drainage,D,Drainage,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,8.55,8.55,8.0,8.0,,0.0,0.0,,,15,15,,2010/07/26 14:29:13+00,,2010/07/26 00:00:00+00,,,N,8.55250418160149
13160,4274488,0,4274479,4274486.0,,,,,057,,,MNL,Mainline,SCL,Seattle City Light,,Not Parallel,C,Combined,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,94.16,94.16,8.0,8.0,,0.0,0.0,,,18,16,,2010/07/13 09:53:07+00,,2010/07/13 00:00:00+00,,,N,94.1642968256304
13161,4274491,0,4274486,1498842.0,,,,,057,,,MNL,Mainline,SCL,Seattle City Light,,Not Parallel,C,Combined,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,33.1,33.1,8.0,8.0,,0.0,,,,18,16,,2010/07/13 09:53:56+00,,2010/07/13 00:00:00+00,,,N,33.0957696102332
13162,4059625,0,4059621,4059623.0,,,,,305,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,6.72,6.72,12.0,12.0,,0.0,0.0,,22.48,15,15,,2006/02/01 15:06:53+00,,2010/08/17 00:00:00+00,,,N,6.72143086339422
13163,4073915,0,4059623,4058646.0,,,D305-146,,305,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,33.64,33.64,12.0,12.0,,0.0,0.0,,,15,15,,2006/02/01 15:01:52+00,,2010/08/17 00:00:00+00,,,N,33.64287494413
13174,4295784,0,759090,4295332.0,,,,,012,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,346.86,346.86,12.0,12.0,1.0,,0.0,26.37,22.92,15,15,,2010/06/15 09:39:15+00,,2010/08/19 00:00:00+00,,,N,346.861894042965
13183,4289604,0,4289644,1416169.0,,,049-054,,049,,,MNL,Mainline,POS,Port of Seattle,,Not Parallel,S,Sanitary,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,205.05,205.05,0.0,0.0,,0.0,24.9,,,16,16,,2009/08/10 15:07:30+00,,2010/08/10 00:00:00+00,,,N,205.051329376703
13184,4289648,0,4289602,4289644.0,,,,,049,,,MNL,Mainline,POS,Port of Seattle,,Not Parallel,S,Sanitary,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,176.38,176.38,0.0,0.0,,0.0,0.0,,,16,16,,2009/08/10 15:07:30+00,,2010/08/10 00:00:00+00,,,N,176.379716262528
13185,4289654,0,4289652,4289644.0,,,,,049,,,MNL,Mainline,POS,Port of Seattle,,Not Parallel,S,Sanitary,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,19.6,19.6,0.0,0.0,,0.0,0.0,,,16,16,,2009/08/10 15:15:36+00,,2010/08/10 00:00:00+00,,,N,19.598357178939
13206,4287144,0,4287142,4287089.0,,,,,221,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,UNK,Unknown,UNK,Unknown,C,Connected,,,N,N,N,N,N,N,61.13,61.13,0.0,0.0,,0.0,0.0,,,15,15,,2010/08/04 16:46:23+00,,2010/08/30 00:00:00+00,,,N,61.1319656738905
13306,2185851,309063,1961239,1961225.0,613638.0,D076-395,D076-394,D076-395 D076-394,076,6598-910,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,TRU,,N,N,N,N,N,N,20.91,20.91,18.0,18.0,,,,,,15,15,1.0,1998/01/01 00:00:00+00,,2010/09/21 00:00:00+00,,,N,20.9098243264753
13332,4306076,0,4306072,4306074.0,,,,,050,,,MNL,Mainline,POS,Port of Seattle,,Not Parallel,D,Drainage,D,Drainage,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,40.46,40.46,0.0,0.0,,0.0,0.0,,,15,15,,2009/09/03 13:47:57+00,,2010/09/03 00:00:00+00,,,N,40.4595051811431
13333,4306082,0,4306074,4306080.0,,,,,050,,,MNL,Mainline,POS,Port of Seattle,,Not Parallel,D,Drainage,D,Drainage,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,12.3,12.3,0.0,0.0,,0.0,0.0,,,15,15,,2009/09/03 13:49:15+00,,2010/09/03 00:00:00+00,,,N,12.3016115537263
13414,2213585,158010,1455493,1448481.0,,055-151,049-050,055-151 049-050,049,6594-11,,MNL,Mainline,POS,Port of Seattle,,Not Parallel,S,Sanitary,S,Sanitary,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,204.74,204.74,15.0,15.0,0.5,21.4,21.4,-4.4,-5.4,16,16,,1967/01/01 00:00:00+00,,2010/09/23 00:00:00+00,,,N,204.740445110799
13416,4458081,0,4458079,4158148.0,,,,,056,,,MNL,Mainline,POS,Port of Seattle,,Not Parallel,D,Drainage,D,Drainage,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,690.68,690.68,0.0,0.0,,0.0,0.0,,,15,15,,2007/10/28 13:46:04+00,,2010/10/28 00:00:00+00,,,N,690.67817610657
13418,4431311,0,4431295,1407299.0,,,050-279,,050,,,MNL,Mainline,POS,Port of Seattle,,Not Parallel,S,Sanitary,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,158.38,158.38,0.0,0.0,,0.0,,,,16,16,,2009/12/01 12:52:02+00,,2010/09/16 00:00:00+00,,,N,158.377249501241
13419,4153498,0,4153496,1789195.0,,,,,070,,,MNL,Mainline,POS,Port of Seattle,,Not Parallel,S,Sanitary,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,283.08,283.08,10.0,10.0,,0.0,,,,16,16,,2009/11/06 14:39:10+00,,2010/11/01 00:00:00+00,,,N,283.080491750599
13420,4458494,0,4458490,4458492.0,,,,,063,,,MNL,Mainline,POS,Port of Seattle,,Not Parallel,S,Sanitary,S,Sanitary,DIP,Ductile Iron Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,300.38,300.38,8.0,8.0,,0.0,0.0,,,16,16,,2009/12/01 17:14:33+00,,2010/10/29 00:00:00+00,,,N,300.382663211805
13421,4458498,0,4458492,1724612.0,,,063-036,,063,,,MNL,Mainline,POS,Port of Seattle,,Not Parallel,S,Sanitary,S,Sanitary,DIP,Ductile Iron Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,296.91,296.91,8.0,8.0,,0.0,9.0,,,16,16,,2009/12/01 17:15:31+00,,2010/10/29 00:00:00+00,,,N,296.908011530257
13424,4441101,0,1470209,1473533.0,,,055-440,,055,,,MNL,Mainline,POS,Port of Seattle,,Not Parallel,S,Sanitary,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,46.42,46.42,12.0,12.0,,,6.75,,,16,16,,2009/12/01 16:29:48+00,,2010/10/04 00:00:00+00,,,N,46.4161388708638
13428,2176513,-9658,1503634,1502817.0,,056-267,056-142,056-267 056-142,056,,,MNL,Mainline,PRI,Private,,Not Parallel,C,Combined,C,Combined,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,58.89,58.89,12.0,12.0,,4.97,4.8,,13.2,18,18,,1921/01/01 00:00:00+00,,2010/10/27 00:00:00+00,,,N,58.8880573960562
13496,2160029,-21715,1174041,1179442.0,,035-355,035-412,035-355 035-412,035,5937,,MNL,Mainline,PRI,Private,,Not Parallel,C,Combined,C,Combined,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,253.85,253.85,8.0,8.0,,19.3,13.3,105.7,,18,18,,1899/01/01 00:00:00+00,,2021/01/28 00:00:00+00,,,N,253.853127208784
13553,4442835,0,4442789,4442831.0,,,,,056,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,UNK,Unknown,UNK,Unknown,C,Connected,,,N,N,N,N,N,N,208.86,208.86,12.0,12.0,,0.0,0.0,,,15,15,,2000/10/12 09:58:21+00,,2010/11/15 00:00:00+00,,,N,208.863096082433
13554,4442846,0,4442831,4442842.0,,,,,056,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,UNK,Unknown,UNK,Unknown,C,Connected,,,N,N,N,N,N,N,160.59,160.59,15.0,15.0,,0.0,0.0,,,15,15,,2000/10/12 09:58:21+00,,2010/10/06 00:00:00+00,,,N,160.591188418228
13555,4442852,0,4442842,4442848.0,,,,,056,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,UNK,Unknown,UNK,Unknown,C,Connected,,,N,N,N,N,N,N,96.35,96.35,15.0,15.0,,0.0,0.0,,,15,15,,2000/10/12 09:58:21+00,,2010/10/06 00:00:00+00,,,N,96.3545772194282
13567,4456437,0,4456421,4456433.0,,,,,081,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,PVC,Polyvinyl Chloride,CIR,Circular,C,Connected,,,N,N,N,N,N,N,235.46,235.46,18.0,18.0,0.400000005960464,0.0,0.0,17.97,17.03,15,15,,2001/10/27 10:08:35+00,,2010/11/17 00:00:00+00,,,N,235.462711218208
13569,4456449,0,4456439,4456445.0,,,,,081,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,PVC,Polyvinyl Chloride,CIR,Circular,C,Connected,,,N,N,N,N,N,N,258.22,258.22,21.0,21.0,0.800000011920929,0.0,0.0,16.21,14.17,15,15,,2001/10/27 10:08:35+00,,2010/11/17 00:00:00+00,,,N,258.220066489726
13570,4456455,0,4456451,4456376.0,,,,,081,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,PVC,Polyvinyl Chloride,CIR,Circular,C,Connected,,,N,N,N,N,N,N,88.25,88.25,21.0,21.0,0.400000005960464,0.0,0.0,12.97,12.62,15,15,,2001/10/27 10:08:35+00,,2010/11/17 00:00:00+00,,,N,88.2494431846713
13571,4467835,0,4467850,4467856.0,,,,,081,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,209.5,209.5,15.0,15.0,0.400000005960464,0.0,0.0,18.35,17.51,15,15,,2001/11/15 07:41:50+00,,2010/11/17 00:00:00+00,,,N,209.498881287778
13572,4467854,0,4467833,4467850.0,,,,,081,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,300.9,300.9,12.0,12.0,0.600000023841858,0.0,0.0,20.4,18.6,15,15,,2001/11/15 07:41:50+00,,2010/11/17 00:00:00+00,,,N,300.901416002534
13573,4467860,0,4467856,4456439.0,,,,,081,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,201.0,201.0,15.0,15.0,0.400000005960464,0.0,0.0,17.51,16.71,15,15,,2001/11/15 07:41:50+00,,2010/11/17 00:00:00+00,,,N,200.997539805959
13575,4468074,0,4468072,4467850.0,,,,,081,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,166.91,166.91,12.0,12.0,0.600000023841858,0.0,0.0,19.59,18.6,15,15,,2001/11/15 08:55:45+00,,2010/11/17 00:00:00+00,,,N,166.905020753998
13763,2195185,193216,7704504,361365.0,,D001-126,D001-007,D001-126 D001-007,001,5577-14,,MNL,Mainline,POS,Port of Seattle,,Not Parallel,D,Drainage,D,Drainage,CIP,Cast Iron Pipe,CIR,Circular,C,Connected,COL,,N,N,N,N,N,N,248.92,248.92,8.0,8.0,1.10000002384186,0.0,0.0,11.4,8.58,15,15,,1961/01/01 00:00:00+00,,2020/10/08 00:00:00+00,,,N,248.915492204598
13767,2195406,193282,472708,468433.0,,D001-043,D001-108,D001-043 D001-108,001,5577-9,,MNL,Mainline,POS,Port of Seattle,,Not Parallel,D,Drainage,D,Drainage,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,103.05,103.05,8.0,8.0,,3.5,,10.5,,15,15,,1961/01/01 00:00:00+00,,2020/10/07 00:00:00+00,,,N,103.045829228028
13770,2210402,193284,7704574,472708.0,,D001-127,D001-043,D001-127 D001-043,001,5577-9,,MNL,Mainline,POS,Port of Seattle,,Not Parallel,D,Drainage,D,Drainage,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,103.19,103.19,8.0,8.0,1.5,0.0,3.5,12.0,10.5,15,15,,1961/01/01 00:00:00+00,,2020/10/07 00:00:00+00,,,N,103.185458747744
13774,4101627,203551,1397017,1393069.0,,D049-149,D049-150,D049-149 D049-150,049,4180-12,,MNL,Mainline,POS,Port of Seattle,,Not Parallel,D,Drainage,D,Drainage,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,175.77,175.77,84.0,84.0,,18.65,20.3,,,15,15,,1967/01/01 00:00:00+00,,2020/09/24 00:00:00+00,,,N,175.766403647762
13776,4237399,0,4237397,4237389.0,,,,,049,,,MNL,Mainline,POS,Port of Seattle,,Not Parallel,D,Drainage,D,Drainage,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,80.06,80.06,36.0,36.0,,0.0,,,,15,15,,2009/04/09 13:02:49+00,,2020/09/24 00:00:00+00,,,N,80.055448008958
13780,8192986,-97985,1431895,8192985.0,,,,,050,,,MNL,Mainline,POS,Port of Seattle,,Not Parallel,D,Drainage,C,Combined,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,22.96,22.96,,,,8.76,,6.74,,15,18,,2002/01/01 00:00:00+00,,2020/09/09 00:00:00+00,,,N,22.9622140824169
13781,2176083,203698,1423172,1417531.0,608558.0,D050-037,D050-036,D050-037 D050-036,050,6561-M12,,MNL,Mainline,POS,Port of Seattle,,Not Parallel,D,Drainage,D,Drainage,RCP,Reinforced Concrete Pipe,CIR,Circular,UNK,Unknown,COL,,N,N,N,N,N,N,231.6,231.6,21.0,21.0,0.300000011920929,5.74,6.88,7.3,6.6,15,15,1.0,1965/01/01 00:00:00+00,,2020/09/16 00:00:00+00,,,N,231.602751052633
13814,2212966,-46835,1286942,1287771.0,,D040-285,D040-286,D040-285 D040-286,040,5664,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,TRU,,N,N,N,N,N,N,45.18,45.18,18.0,18.0,3.20000004768372,8.7,9.2,207.5,206.07,15,15,,2001/01/01 00:00:00+00,,2010/12/30 00:00:00+00,,,N,45.177126047192
13869,4030744,0,4745545,4030735.0,,,,,051,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,12.52,12.52,12.0,12.0,,,0.0,0.0,,15,15,,2004/10/23 15:13:18+00,,2011/01/06 00:00:00+00,,,N,12.5168791036807
13874,2178542,-73054,1993813,4761595.0,,D305-108,D305-136,D305-108 D305-136,305,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,155.98,155.98,48.0,48.0,,,,8.86,,15,15,,,,2011/01/06 00:00:00+00,,,N,155.980305161124
13879,2162972,-27447,4754445,1824723.0,,071-155,071-156,071-155 071-156,071,4875-3,,MNL,Mainline,PRI,Private,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,Y,N,N,N,N,445.52,445.52,8.0,8.0,,,,-3.71,,16,16,,1954/01/01 00:00:00+00,,2011/01/06 00:00:00+00,,,N,445.517478912094
13885,4464682,0,4456376,4765175.0,,,,,081,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,11.14,11.14,21.0,21.0,0.400000005960464,0.0,,12.62,12.58,15,15,,2001/11/10 08:14:26+00,,2011/01/06 00:00:00+00,,,N,11.1364783828448
13891,4098240,0,4745535,4098238.0,,,,,233,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,9.52,9.52,12.0,12.0,24.2000007629395,,0.0,251.0,248.7,15,15,,2007/06/22 09:43:56+00,,2011/01/06 00:00:00+00,,,N,9.51518261267952
13895,2213754,308736,1496508,4790825.0,,D055-023,D055-020,D055-023 D055-020,055,5643-1,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,COL,,N,N,N,N,N,N,121.98,121.98,42.0,42.0,0.0,-85.5,,102.5,102.5,15,15,,1958/01/01 00:00:00+00,,2011/01/06 00:00:00+00,,,N,121.98143151531
13912,2170377,-72117,1814713,4756250.0,,D071-219,D071-055,D071-219 D071-055,071,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,25.73,25.73,48.0,48.0,,,,,-2.45,15,15,,,,2011/01/06 00:00:00+00,,,N,25.7254282433451
13973,2198828,-102911,4758105,1411424.0,,D050-459,D050-031,D050-459 D050-031,050,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,55.55,55.55,,,,,,,,15,15,,,,2011/01/06 00:00:00+00,,,N,55.5491957948904
13991,2192630,-72146,1816534,4762010.0,,D071-294,D071-287,D071-294 D071-287,071,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,89.28,89.28,36.0,36.0,,12.05,,2.76,,15,15,,,,2011/01/06 00:00:00+00,,,N,89.2766552804041
13996,4021310,0,4783480,4021308.0,,D069-256,D069-257,D069-256 D069-257,069,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,PVC,Polyvinyl Chloride,CIR,Circular,C,Connected,,,N,N,N,N,N,N,133.33,133.33,12.0,12.0,,,0.0,0.0,201.68,15,15,,2004/09/19 16:37:03+00,,2011/01/06 00:00:00+00,,,N,133.332963106191
14001,2163656,-73053,2008484,4771020.0,,D305-124,D305-126,D305-124 D305-126,305,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,DIP,Ductile Iron Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,10.38,10.38,30.0,30.0,0.0,8.35,,10.35,10.35,15,15,,,,2011/01/06 00:00:00+00,,,N,10.3819994192626
14011,4246152,0,4763460,1765433.0,,,,,071,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,PVC,Polyvinyl Chloride,CIR,Circular,C,Connected,,,N,N,N,N,N,N,5.5,5.5,6.0,6.0,,,,,,15,15,,2010/05/05 13:03:06+00,,2011/01/06 00:00:00+00,,,N,5.49704360733986
14012,2197049,-58641,4773735,1009115.0,,027-153,027-505,027-153 027-505,027,3456-10,,MNL,Mainline,PRI,Private,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,Y,N,N,N,N,135.9,135.9,10.0,10.0,0.400000005960464,,3.28,12.22,11.72,16,16,,1961/01/01 00:00:00+00,,2011/01/06 00:00:00+00,,,N,135.897326849546
14015,2170119,-65061,4795045,1788297.0,,D072-426,D071-245,D072-426 D071-245,072,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,450.12,450.12,8.0,8.0,,,,,,15,15,,,,2011/01/06 00:00:00+00,,,N,450.117302861543
14017,2200482,-65239,4771320,1828771.0,,D072-372,D072-379,D072-372 D072-379,072,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,27.86,27.86,,,,,,,,15,15,,,,2011/01/06 00:00:00+00,,,N,27.8635222005038
14018,2185147,-62895,4758150,1803674.0,,D071-307,D071-306,D071-307 D071-306,071,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,10.39,10.39,8.0,8.0,0.200000002980232,,5.23,8.15,8.13,15,15,,,,2011/01/06 00:00:00+00,,,N,10.3865223572741
14020,2163647,-102174,4769935,1986470.0,,304-054,304-030,304-054 304-030,304,5340-81,,MNL,Mainline,PRI,Private,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,343.01,343.01,8.0,8.0,,,,,,16,16,,,,2011/01/06 00:00:00+00,,,N,343.005690665821
14028,2198996,308735,1496456,4790830.0,,D055-021,D055-020,D055-021 D055-020,055,5643-1,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,COL,,N,N,N,N,N,N,97.25,97.25,36.0,36.0,0.100000001490116,-88.9,,104.9,104.8,15,15,,1958/01/01 00:00:00+00,,2011/01/06 00:00:00+00,,,N,97.2519027996992
14033,2160032,24878,1189833,1196127.0,,035-378,035-408,035-378 035-408,035,78,,MNL,Mainline,PRI,Private,,Not Parallel,S,Sanitary,C,Combined,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,295.7,295.7,12.0,12.0,9.19999980926514,17.0,18.3,131.0,103.7,16,18,,1928/01/01 00:00:00+00,,2020/06/12 00:00:00+00,,,N,295.704833607021
14061,4030737,0,4030534,4745540.0,,,,,051,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,57.07,57.07,12.0,12.0,,0.0,,,0.0,15,15,,2004/10/23 15:13:18+00,,2011/01/06 00:00:00+00,,,N,57.069584424282
14108,2216010,-73618,1987946,4769940.0,,304-055,304-054,304-055 304-054,304,5340-81,,MNL,Mainline,PRI,Private,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,4.48,4.48,8.0,8.0,,,,,,16,16,,,,2011/01/06 00:00:00+00,,,N,4.47983865943101
14109,4464675,0,4765180,4765170.0,,,D081-034,,081,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,CIP,Cast Iron Pipe,CIR,Circular,C,Connected,,,N,Y,N,N,N,N,1.27,1.27,4.0,4.0,,,,17.95,,15,15,,2001/11/10 08:14:26+00,,2011/01/06 00:00:00+00,,,N,1.27163228076362
14112,2192632,-27441,1820876,4754450.0,,071-154,071-155,071-154 071-155,071,4875-3,,MNL,Mainline,PRI,Private,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,5.69,5.69,8.0,8.0,4.0,18.71,,-3.48,-3.71,16,16,,1981/01/01 00:00:00+00,,2011/01/06 00:00:00+00,,,N,5.69073006223962
