X,Y,OBJECTID,id,name,status,state,district,county,highway,milemarker,description,direction,snapshot,latitude,longitude,updateTS,EXTRACT_DT,UpdateIndicator
-9527170.73176716,4599479.11313338,107,332.0,CCTV05082,Online,Kentucky,5.0,Jefferson,I-265,17.5,I-265 at Bardstown Rd,South,http://www.trimarc.org/images/milestone/CCTV_05_265_0173.jpg,38.141809,-85.584026,2021/05/15 03:00:17+00,,
-9518836.35076192,4606201.22629104,108,331.0,CCTV05081,Online,Kentucky,5.0,Jefferson,I-265,23.1,I-265 at Taylorsville Rd,North-South,http://www.trimarc.org/images/milestone/CCTV_05_265_0231.jpg,38.189286,-85.509157,2021/05/15 03:00:17+00,,
-9533820.29199782,4596077.17762667,109,333.0,CCTV05083,Online,Kentucky,5.0,Jefferson,I-265,13.5,I-265 at Smyrna Pkwy,North,http://www.trimarc.org/images/milestone/CCTV_05_265_0135.jpg,38.11777,-85.64376,2021/05/15 03:00:17+00,,
-9537406.89562954,4594938.92070852,110,334.0,CCTV05084,Online,Kentucky,5.0,Jefferson,I-265,11.7,I-265 at Preston Hwy,North,http://www.trimarc.org/images/milestone/CCTV_05_265_0117.jpg,38.109725,-85.675979,2021/05/15 03:00:17+00,,
-9556679.75243559,4533451.85717406,111,228.0,CCTV04005,Online,Kentucky,4.0,Hardin,I-65,91.1,I-65 @ Wester KY Pkwy,,http://www.trimarc.org/images/milestone/CCTV_04_65_0911.jpg,37.67383,-85.84911,2021/05/15 03:00:17+00,,
-9513365.10780884,4610766.78036098,112,60.0,CCTV05048,Online,Kentucky,5.0,Jefferson,I-64,21.2,I-64 at Echo Trail,West,http://www.trimarc.org/images/milestone/CCTV_05_64_0214.jpg,38.221514,-85.460008,2021/05/15 03:00:17+00,,
-9410306.38341974,4609985.08158778,113,446.0,CCTV07007,Online,Kentucky,7.0,Scott,I-75,119.9,I-75 at Ironworks,North,http://www.trimarc.org/images/milestone/CCTV_07_75_1199.jpg,38.215997,-84.534216,2021/05/15 03:00:17+00,,
-9409388.21913088,4595769.29843646,114,447.0,CCTV07008,Online,Kentucky,7.0,Fayette,I-75,117.7,I-75 SB at I-64 Northern Split,South,http://www.trimarc.org/images/milestone/CCTV_07_75_1177.jpg,38.115594,-84.525968,2021/05/15 03:00:17+00,,
-9388897.07611102,4563328.18711941,115,444.0,CCTV07001,Online,Kentucky,7.0,Fayette,I-75,97.9,Clays Ferry Bridge - I-75 NB @ MP 97.9,North,http://www.trimarc.org/images/milestone/CCTV_07_75_0979.jpg,37.885952,-84.341893,2021/05/15 03:00:17+00,,
-9404825.56580303,4593529.61629342,116,448.0,CCTV07009,Online,Kentucky,7.0,Fayette,I-75,115.2,I-75 NB @ Newtown Pike,North,http://www.trimarc.org/images/milestone/CCTV_07_75_1152.jpg,38.099763,-84.484981,2021/05/15 03:00:17+00,,
-9551850.15972073,4615361.85581454,117,70.0,CCTV05058,Online,Kentucky,5.0,Jefferson,I-264,1.5,I-264 at River Park Dr.,West,http://www.trimarc.org/images/milestone/CCTV_05_264_0016.jpg,38.253936,-85.805725,2021/05/15 03:00:17+00,,
-9529878.35786627,4622082.98974293,118,21.0,CCTV05008,Online,Kentucky,5.0,Jefferson,I-71,7.4,I-71 N. at Barbour Ln Overpass,North,http://www.trimarc.org/images/milestone/CCTV_05_71_0074.jpg,38.301333,-85.608349,2021/05/15 03:00:17+00,,
-9544321.28588308,4606362.97085478,119,24.0,CCTV05011,Online,Kentucky,5.0,Jefferson,I-264,11.6,I-264 at Freedom Way,West,http://www.trimarc.org/images/milestone/CCTV_05_264_0116.jpg,38.190428,-85.738092,2021/05/15 03:00:17+00,,
-9526233.31142404,4622888.3114907,120,337.0,CCTV05099,Online,Kentucky,5.0,Jefferson,,0.0,KY22 East at I-265,East,http://www.trimarc.org/images/milestone/CCTV_05_ADMS112_KY22-EB.jpg,38.30701,-85.575605,2021/05/15 03:00:17+00,,
-9546182.32614619,4614202.9016758,121,81.0,CCTV05069,Online,Kentucky,5.0,Jefferson, ,0.0,2nd and Broadway,Southeast,http://www.trimarc.org/images/milestone/CCTV_05_2nd_&_Broadway.jpg,38.24576,-85.75481,2021/05/15 03:00:17+00,,
-9532943.65202994,4619029.80903904,122,151.0,CCTV05072,Online,Kentucky,5.0,Jefferson, ,21.5,I-264 at Brownsboro Rd,East,http://www.trimarc.org/images/milestone/CCTV_05_264_0221.jpg,38.279806,-85.635885,2021/05/15 03:00:17+00,,
-9526497.13802653,4610988.81895545,123,43.0,CCTV05031,Online,Kentucky,5.0,Jefferson,I-64,15.0,I-64 at Hurstbourne Ln.,East,http://www.trimarc.org/images/milestone/CCTV_05_64_0150.jpg,38.223081,-85.577975,2021/05/15 03:00:17+00,,
-9527264.46426527,4624117.62284624,124,338.0,CCTV05110,Online,Kentucky,5.0,Jefferson,KY 841,34.9,KY841 at I-71,South,http://www.trimarc.org/images/milestone/CCTV_05_841_0349.jpg,38.315675,-85.584868,2021/05/15 03:00:17+00,,
-9528668.31480925,4624407.20255253,125,339.0,CCTV05111,Online,Kentucky,5.0,Jefferson,KY 841,35.6,KY841 near I-71,South,http://www.trimarc.org/images/milestone/CCTV_05_841_0356.jpg,38.317716,-85.597479,2021/05/15 03:00:17+00,,
-9529662.39815748,4624604.70603568,126,340.0,CCTV05112,Online,Kentucky,5.0,Jefferson,KY 841,36.1,KY841 near US42 exit,North,http://www.trimarc.org/images/milestone/CCTV_05_841_0361.jpg,38.319108,-85.606409,2021/05/15 03:00:17+00,,
-9530725.83357578,4624925.51548632,127,341.0,CCTV05113,Online,Kentucky,5.0,Jefferson,KY 841,36.6,KY841 at US42 entrance ramp,South,http://www.trimarc.org/images/milestone/CCTV_05_841_0366.jpg,38.321369,-85.615962,2021/05/15 03:00:17+00,,
-9531057.56568093,4625202.4895271,128,342.0,CCTV05114,Online,Kentucky,5.0,Jefferson,KY 841,36.9,KY841 at tunnel entrance,North,http://www.trimarc.org/images/milestone/CCTV_05_841_0369.jpg,38.323321,-85.618942,2021/05/15 03:00:17+00,,
-9531851.71925995,4625817.61978949,129,343.0,CCTV05115,Online,Kentucky,5.0,Jefferson,KY 841,37.3,KY841 at tunnel entrance,South,http://www.trimarc.org/images/milestone/CCTV_05_841_0373.jpg,38.327656,-85.626076,2021/05/15 03:00:17+00,,
-9532138.70104561,4626117.60672844,130,344.0,CCTV05116,Online,Kentucky,5.0,Jefferson,KY 841,37.5,KY841 near Harrods Creek,South,http://www.trimarc.org/images/milestone/CCTV_05_841_0375.jpg,38.32977,-85.628654,2021/05/15 03:00:17+00,,
-9532793.70511087,4626860.94229227,131,345.0,CCTV05117,Online,Kentucky,5.0,Jefferson,KY 841,38.0,KY841 at MP 38,South,http://www.trimarc.org/images/milestone/CCTV_05_841_0380.jpg,38.335008,-85.634538,2021/05/15 03:00:17+00,,
-9533346.7405642,4627493.91251767,132,346.0,CCTV05118,Online,Kentucky,5.0,Jefferson,KY 841,38.4,KY841 south of Lewis and Clark Bridge,North-South,http://www.trimarc.org/images/milestone/CCTV_05_841_0384.jpg,38.339468,-85.639506,2021/05/15 03:00:17+00,,
-9544010.25962054,4616369.95211882,133,350.0,CCTV05123,Online,Kentucky,5.0,Jefferson,I-64,5.5,I-64 at the 5.5 MM,East-West,http://www.trimarc.org/images/milestone/CCTV_05_64_0055.jpg,38.261047,-85.735298,2021/05/15 03:00:17+00,,
-9543456.55641213,4616369.24327526,134,351.0,CCTV05124,Online,Kentucky,5.0,Jefferson,I-64,5.8,I-64 at the 5.8 MM,East-West,http://www.trimarc.org/images/milestone/CCTV_05_64_0058.jpg,38.261042,-85.730324,2021/05/15 03:00:17+00,,
-9542962.52029836,4616414.32708003,135,352.0,CCTV05125,Online,Kentucky,5.0,Jefferson,I-64,6.1,I-64 WB at the 6.1 MM,West,http://www.trimarc.org/images/milestone/CCTV_05_64_0061.jpg,38.26136,-85.725886,2021/05/15 03:00:17+00,,
-9542984.11636217,4616321.74961103,136,353.0,CCTV05126,Online,Kentucky,5.0,Jefferson,I-64,6.3,I-64 at 6.3 MM,West,http://www.trimarc.org/images/milestone/CCTV_05_64_0063.jpg,38.260707,-85.72608,2021/05/15 03:00:17+00,,
-9417700.78959471,4726676.44540255,137,365.0,CCTV06030,Online,Kentucky,6.0,Kenton,I-71/75,184.7,I-71/I-75 at I-275,South,http://www.trimarc.org/images/milestone/CCTV_06_75_1847.jpg,39.034924,-84.600641,2021/05/15 03:00:17+00,,
-9412037.4090146,4728805.572722,138,362.0,CCTV06027,Online,Kentucky,6.0,Kenton,I-71/75,187.7,I-71/I-75 at Dixie Hwy,North,http://www.trimarc.org/images/milestone/CCTV_06_75_1877.jpg,39.049779,-84.549766,2021/05/15 03:00:17+00,,
-9413880.97155586,4729042.23358601,139,363.0,CCTV06028,Online,Kentucky,6.0,Kenton,I-71/75,186.8,I-71/I-75 at N of Buttermilk Pike,South,http://www.trimarc.org/images/milestone/CCTV_06_75_1868.jpg,39.05143,-84.566327,2021/05/15 03:00:17+00,,
-9409026.66135205,4733263.21170177,140,359.0,CCTV06024,Online,Kentucky,6.0,Kenton,I-71/75,190.8,I-71/I-75 at 12th St,South,http://www.trimarc.org/images/milestone/CCTV_06_75_1908.jpg,39.08087,-84.52272,2021/05/15 03:00:17+00,,
-9544581.44009462,4616337.06083153,141,347.0,CCTV05120,Online,Kentucky,5.0,Jefferson,I-64,5.3,I-64 at the 5.3 MM,West,http://www.trimarc.org/images/milestone/CCTV_05_64_0053.jpg,38.260815,-85.740429,2021/05/15 03:00:17+00,,
-9544766.8984153,4615441.95014406,142,354.0,CCTV05128,Online,Kentucky,5.0,Jefferson,I-65,136.1,I-65 near I-64 and I-71,North,http://www.trimarc.org/images/milestone/CCTV_05_65_1361.jpg,38.254501,-85.742095,2021/05/15 03:00:17+00,,
-9544666.37698295,4616126.53126113,143,355.0,CCTV05129,Online,Kentucky,5.0,Jefferson,I-65,136.5,I-65 south at the Kennedy Bridge,North-South,http://www.trimarc.org/images/milestone/CCTV_05_65_1365.jpg,38.25933,-85.741192,2021/05/15 03:00:17+00,,
-9409035.78957894,4734114.64603908,144,358.0,CCTV06023,Online,Kentucky,6.0,Kenton,I-71/75,191.1,I-71/I-75 N on Brent Spence Bridge,North,http://www.trimarc.org/images/milestone/CCTV_06_75_1911.jpg,39.086807,-84.522802,2021/05/15 03:00:17+00,,
-9408896.08340313,4730887.97820661,145,360.0,CCTV06025,Online,Kentucky,6.0,Kenton,I-71/75,189.6,I-71/I-75 at Cut in the Hill,North,http://www.trimarc.org/images/milestone/CCTV_06_75_1896.jpg,39.064305,-84.521547,2021/05/15 03:00:17+00,,
-9540145.57962421,4614456.62480214,146,33.0,CCTV05020,Online,Kentucky,5.0,Jefferson,I-64,7.9,I-64 at Grinstead Dr.,West,http://www.trimarc.org/images/milestone/CCTV_05_64_0079.jpg,38.24755,-85.700581,2021/05/15 03:00:17+00,,
-9547350.9585058,4616028.99428257,147,30.0,CCTV05017,Online,Kentucky,5.0,Jefferson,I-64,4.0,I-64 at 9th St.,East,http://www.trimarc.org/images/milestone/CCTV_05_64_0040.jpg,38.258642,-85.765308,2021/05/15 03:00:17+00,,
-9546017.57322556,4615502.7652747,148,78.0,CCTV05066,Online,Kentucky,5.0,Jefferson, ,0.0,2nd and Market,Northeast,http://www.trimarc.org/images/milestone/CCTV_05_2nd_&_Market.jpg,38.25493,-85.75333,2021/05/15 03:00:17+00,,
-9545083.04592681,4617216.3693943,149,357.0,CCTV05131,Online,Kentucky,5.0,Jefferson,I-65,137.0,I-65 on the Kennedy Bridge at MP 137,South,http://www.trimarc.org/images/milestone/CCTV_05_65_1370.jpg,38.267017,-85.744935,2021/05/15 03:00:17+00,,
-9544779.58886037,4616541.49837678,150,356.0,CCTV05130,Online,Kentucky,5.0,Jefferson,I-65,136.8,I-65 on the Kennedy Bridge at MP 136.8,South,http://www.trimarc.org/images/milestone/CCTV_05_65_1368.jpg,38.262257,-85.742209,2021/05/15 03:00:17+00,,
-9421327.91338674,4723378.22141501,151,367.0,CCTV06032,Online,Kentucky,6.0,Boone,I-71/75,182.3,I-71/I-75 at Turfway Rd,South,http://www.trimarc.org/images/milestone/CCTV_06_75_1823.jpg,39.011906,-84.633224,2021/05/15 03:00:17+00,,
-9414839.76666036,4728316.93022866,152,364.0,CCTV06029,Online,Kentucky,6.0,Kenton,I-71/75,186.3,I-71/I-75 at Buttermilk Pike,North,http://www.trimarc.org/images/milestone/CCTV_06_75_1863.jpg,39.04637,-84.57494,2021/05/15 03:00:17+00,,
-9419127.01521993,4725372.10139823,153,366.0,CCTV06031,Online,Kentucky,6.0,Kenton,I-71/75,183.8,I-71/I-75 at Donaldson Hwy,South,http://www.trimarc.org/images/milestone/CCTV_06_75_1838.jpg,39.025822,-84.613453,2021/05/15 03:00:17+00,,
-9528650.05826135,4622936.40282579,154,335.0,CCTV05086,Online,Kentucky,5.0,Jefferson,I-71,8.2,I-71 at MM 8.5 just south of I-265,South,http://www.trimarc.org/images/milestone/CCTV_05_71_0082.jpg,38.307349,-85.597315,2021/05/15 03:00:17+00,,
-9423019.52480127,4721864.87685671,155,368.0,CCTV06033,Online,Kentucky,6.0,Boone,I-71/75,181.2,I-71/I-75 at Burlington Pike,South,http://www.trimarc.org/images/milestone/CCTV_06_75_1812.jpg,39.001342,-84.64842,2021/05/15 03:00:17+00,,
-9422321.6626258,4719460.09236893,156,369.0,CCTV06034,Online,Kentucky,6.0,Boone,I-71/75,180.1,I-71/I-75 at US-42,South,http://www.trimarc.org/images/milestone/CCTV_06_75_1801.jpg,38.984552,-84.642151,2021/05/15 03:00:17+00,,
-9429715.72885285,4733283.00050668,157,374.0,CCTV06055,Online,Kentucky,6.0,Boone,I-275,7.0,I-275 at KY 237,East,http://www.trimarc.org/images/milestone/CCTV_06_275_0070.jpg,39.081008,-84.708573,2021/05/15 03:00:17+00,,
-9525364.35124035,4623705.47151302,158,336.0,CCTV05098,Online,Kentucky,5.0,Jefferson,,0.0,KY22 West at I-265,West,http://www.trimarc.org/images/milestone/CCTV_05_ADMS111_KY22-WB.jpg,38.31277,-85.567799,2021/05/15 03:00:17+00,,
-9544468.11688064,4616179.69490103,159,348.0,CCTV05121,Online,Kentucky,5.0,Jefferson,I-64,5.4,I-64 near I-65,East-West,http://www.trimarc.org/images/milestone/CCTV_05_64_0054-1.jpg,38.259705,-85.739411,2021/05/15 03:00:17+00,,
-9544462.21698693,4616178.41898702,160,349.0,CCTV05122,Online,Kentucky,5.0,Jefferson,I-64,5.4,I-64 near I-65,East-West,http://www.trimarc.org/images/milestone/CCTV_05_64_0054-2.jpg,38.259696,-85.739358,2021/05/15 03:00:17+00,,
-9420533.09241548,4729571.76606874,161,370.0,CCTV06051,Online,Kentucky,6.0,Boone,I-275,2.0,I-275 at Mineola Pike,West,http://www.trimarc.org/images/milestone/CCTV_06_275_0020.jpg,39.055124,-84.626084,2021/05/15 03:00:17+00,,
-9427701.62463042,4732897.67660285,162,373.0,CCTV06054,Online,Kentucky,6.0,Boone,I-275,6.0,I-275 East of KY 237,West,http://www.trimarc.org/images/milestone/CCTV_06_275_0060.jpg,39.078321,-84.69048,2021/05/15 03:00:17+00,,
-9439129.57567562,4734250.17482175,163,376.0,CCTV06057,Online,Kentucky,6.0,Boone,I-275,11.6,I-275 at KY 8/Petersburg Exit,East,http://www.trimarc.org/images/milestone/CCTV_06_275_0116.jpg,39.087752,-84.793139,2021/05/15 03:00:17+00,,
-9425529.33548391,4732221.27996073,164,372.0,CCTV06053,Online,Kentucky,6.0,Boone,I-275,4.8,I-275 at Petersburg Rd Overpass,East,http://www.trimarc.org/images/milestone/CCTV_06_275_0048.jpg,39.073604,-84.670966,2021/05/15 03:00:17+00,,
-9441368.32277828,4735079.74708974,165,377.0,CCTV06058,Online,Kentucky,6.0,Boone,I-275,12.8,I-275 East of KY/IN Border,East,http://www.trimarc.org/images/milestone/CCTV_06_275_0128.jpg,39.093536,-84.81325,2021/05/15 03:00:17+00,,
-9421524.16929709,4715517.70922444,166,378.0,CCTV06059,Online,Kentucky,6.0,Boone,I-71/75,178.1,I-71/I-75 at Mt. Zion Rd,South,http://www.trimarc.org/images/milestone/CCTV_06_75_1781.jpg,38.957018,-84.634987,2021/05/15 03:00:17+00,,
-9420469.19354782,4704050.63922593,167,380.0,CCTV06061,Online,Kentucky,6.0,Boone,I-71/75,172.5,I-71/I-75 KY Split,South,http://www.trimarc.org/images/milestone/CCTV_06_75_1725.jpg,38.87687,-84.62551,2021/05/15 03:00:17+00,,
-9401827.51611561,4728268.19702274,168,385.0,CCTV06131,Online,Kentucky,6.0,Campbell,I-275,74.8,I-275 at I-471,West,http://www.trimarc.org/images/milestone/CCTV_06_275_0748.jpg,39.04603,-84.458049,2021/05/15 03:00:17+00,,
-9545859.94480541,4614820.49370106,169,17.0,CCTV05004,Online,Kentucky,5.0,Jefferson,I-65,135.6,I-65 over E. M. Ali Blvd.,South,http://www.trimarc.org/images/milestone/CCTV_05_65_1356.jpg,38.250117,-85.751914,2021/05/15 03:00:17+00,,
-9402954.06983586,4730632.34982601,170,381.0,CCTV06102,Online,Kentucky,6.0,Campbell,I-471,1.4,I-471 South of US-27,South,http://www.trimarc.org/images/milestone/CCTV_06_471_0014.jpg,39.062522,-84.468169,2021/05/15 03:00:17+00,,
-9403322.98288423,4733307.38114229,171,382.0,CCTV06103,Online,Kentucky,6.0,Campbell,I-471,2.7,I-471 at Grand Ave,North,http://www.trimarc.org/images/milestone/CCTV_06_471_0027.jpg,39.081178,-84.471483,2021/05/15 03:00:17+00,,
-9400537.54555704,4728780.058451,172,386.0,CCTV06132,Online,Kentucky,6.0,Campbell,I-275,74.1,I-275 at US-27 Overpass,East,http://www.trimarc.org/images/milestone/CCTV_06_275_0741.jpg,39.049601,-84.446461,2021/05/15 03:00:17+00,,
-9420937.18113051,4710949.53118851,173,379.0,CCTV06060,Online,Kentucky,6.0,Boone,I-71/75,175.8,I-71/I-75 north of Richwood Rd,North,http://www.trimarc.org/images/milestone/CCTV_06_75_1758.jpg,38.9251,-84.629714,2021/05/15 03:00:17+00,,
-9423151.99565662,4731660.06433521,174,371.0,CCTV06052,Online,Kentucky,6.0,Boone,I-275,3.7,I-275 East of KY 212/Airport,West,http://www.trimarc.org/images/milestone/CCTV_06_275_0037.jpg,39.06969,-84.64961,2021/05/15 03:00:17+00,,
-9410842.06004377,4730195.37235276,175,361.0,CCTV06026,Online,Kentucky,6.0,Kenton,I-71/75,188.6,I-71/I-75 at Kyles Ln,South,http://www.trimarc.org/images/milestone/CCTV_06_75_1886.jpg,39.059474,-84.539028,2021/05/15 03:00:17+00,,
-9551926.40923941,4542102.19027595,176,388.0,CCTV04013,Online,Kentucky,4.0,Hardin,I-65,96.2,I-65 MP 96.2,North,http://www.trimarc.org/images/milestone/CCTV_04_65_0962.jpg,37.73531,-85.80641,2021/05/15 03:00:17+00,,
-9361906.76076715,4449308.16236558,177,390.0,CCTV11001,Online,Kentucky,11.0,Laurel,I-75,35.6,I-75 SB @ 35.6 - Laurel Co.,South,http://www.trimarc.org/images/milestone/CCTV_11_75_0356.jpg,37.073145,-84.099435,2021/05/15 03:00:17+00,,
-9365884.98534017,4425296.1227095,178,391.0,CCTV11002,Online,Kentucky,11.0,Whitley,I-75,23.4,I-75 NB @ 23.4 - Whitley Co,North,http://www.trimarc.org/images/milestone/CCTV_11_75_0234.jpg,36.900847,-84.135172,2021/05/15 03:00:17+00,,
-9407765.1880868,4724748.50676449,179,384.0,CCTV06130,Online,Kentucky,6.0,Kenton,I-275,78.8,I-275 at Taylor Mill,East,http://www.trimarc.org/images/milestone/CCTV_06_275_0788.jpg,39.02147,-84.511388,2021/05/15 03:00:17+00,,
-9414606.66332702,4725420.67836524,180,383.0,CCTV06129,Online,Kentucky,6.0,Kenton,I-275,82.3,I-275 at Dixie Hwy,East,http://www.trimarc.org/images/milestone/CCTV_06_275_0823.jpg,39.026161,-84.572846,2021/05/15 03:00:17+00,,
-9403199.52924163,4726443.56659408,181,407.0,CCTV06133,Online,Kentucky,6.0,Campbell,I-275,76.2,I-275 East of Johns Hill Road,East-West,http://www.trimarc.org/images/milestone/CCTV_06_275_0762.jpg,39.033299,-84.470374,2021/05/15 03:00:17+00,,
-9412368.36172954,4725503.64632013,182,408.0,CCTV06134,Online,Kentucky,6.0,Kenton,I-275,81.2,I-275 East of Turkeyfoot Road Mile 81.2,East-West,http://www.trimarc.org/images/milestone/CCTV_06_275_0812.jpg,39.02674,-84.552739,2021/05/15 03:00:17+00,,
-9545712.11231226,4612406.60994888,183,16.0,CCTV05003,Online,Kentucky,5.0,Jefferson,I-65,134.4,I-65 at St. Catherine,North,http://www.trimarc.org/images/milestone/CCTV_05_65_1344.jpg,38.233086,-85.750586,2021/05/15 03:00:17+00,,
-9436178.38123615,4690041.97780811,184,413.0,CCTV06001,Online,Kentucky,6.0,Gallatin,I-71,66.9,I-71 SB at the 66.9 MM,South,http://www.trimarc.org/images/milestone/CCTV_06_71_0669.jpg,38.778835,-84.766628,2021/05/15 03:00:17+00,,
-9424890.69347208,4700398.68322376,185,416.0,CCTV06002,Online,Kentucky,6.0,Boone,I-71,73.9,I-71 SB at the 73.9 MM,South,http://www.trimarc.org/images/milestone/CCTV_06_71_0739.jpg,38.851326,-84.665229,2021/05/15 03:00:17+00,,
-9543846.73071399,4607134.34422119,186,27.0,CCTV05014,Online,Kentucky,5.0,Jefferson,I-65,131.3,I-65 over Phillips Ln,South,http://www.trimarc.org/images/milestone/CCTV_05_65_1313.jpg,38.195874,-85.733829,2021/05/15 03:00:17+00,,
-9420475.42733656,4704004.59552182,187,411.0,CCTV06062,Online,Kentucky,6.0,Boone,I-71/75,77.0,I-71/I-75,North-South,http://www.trimarc.org/images/milestone/CCTV_06_71_0770.jpg,38.876548,-84.625566,2021/05/15 03:00:17+00,,
-9544957.7001514,4617081.24986887,188,406.0,CCTV05158,Online,Kentucky,5.0,Jefferson,I-65,136.9,I-65 on the Lincoln Bridge at MP 136.9,North,http://www.trimarc.org/images/milestone/CCTV_05_65_1369.jpg,38.266064,-85.743809,2021/05/15 03:00:17+00,,
-9544998.99599926,4552233.38773096,189,389.0,CCTV04014,Online,Kentucky,4.0,Hardin,I-65,102.8,I-65 MP 102.8,North,http://www.trimarc.org/images/milestone/CCTV_04_65_1028.jpg,37.80725,-85.74418,2021/05/15 03:00:17+00,,
-9871849.2501107,4450012.04282262,190,415.0,CCTV01004,Online,Kentucky,1.0,McCracken,I-24,4.4,I-24 MP 4.4 @ US 60,West,http://www.trimarc.org/images/milestone/CCTV_01_24_0044.jpg,37.07819,-88.680325,2021/05/15 03:00:17+00,,
-9872816.28300063,4452939.8032844,191,414.0,CCTV01005,Online,Kentucky,1.0,McCracken,I-24,2.8,I-24 MP 2.8 @ KY 305,East,http://www.trimarc.org/images/milestone/CCTV_01_24_0028.jpg,37.09917,-88.689012,2021/05/15 03:00:17+00,,
-9835092.54499536,4437792.02025204,192,412.0,CCTV01006,Online,Kentucky,1.0,Marshall,I-24,24.8,I-24 MP 24.8,West,http://www.trimarc.org/images/milestone/CCTV_01_24_0248.jpg,36.99056,-88.350134,2021/05/15 03:00:17+00,,
-9402033.00400181,4591009.82864742,193,450.0,CCTV07011,Online,Kentucky,7.0,Fayette,I-75,113.4,I-75 NB @ Paris Pike,North,http://www.trimarc.org/images/milestone/CCTV_07_75_1134.jpg,38.081948,-84.459895,2021/05/15 03:00:17+00,,
-9544668.71468432,4616564.60764744,194,405.0,CCTV05134,Online,Kentucky,5.0,Jefferson,I-65,136.7,I-65 on the Lincoln Bridge at MP 136.7,North,http://www.trimarc.org/images/milestone/CCTV_05_65_1367.jpg,38.26242,-85.741213,2021/05/15 03:00:17+00,,
-9636784.71649308,4389876.97167826,195,245.0,CCTV03013,Online,Kentucky,3.0,Simpson,I-65,0.5,I-65 MP 0.5 Simpson Co,North,http://www.trimarc.org/images/milestone/CCTV_03_65_0005.jpg,36.645986,-86.568705,2021/05/15 03:00:17+00,,
-9542304.50979807,4601733.67600181,196,26.0,CCTV05013,Online,Kentucky,5.0,Jefferson,I-65,128.3,I-65 at Fern Valley Rd.,South,http://www.trimarc.org/images/milestone/CCTV_05_65_1283.jpg,38.157736,-85.719975,2021/05/15 03:00:17+00,,
-9537772.58176222,4619934.59150911,197,36.0,CCTV05023,Online,Kentucky,5.0,Jefferson,I-71,3.0,I-71 at Indian Hills Ave.,North-South,http://www.trimarc.org/images/milestone/CCTV_05_71_0030.jpg,38.286186,-85.679264,2021/05/15 03:00:17+00,,
-9398773.67953007,4587095.93427713,198,452.0,CCTV07013,Online,Kentucky,7.0,Fayette,I-75,110.9,I-75 SB @ Southern Split,South,http://www.trimarc.org/images/milestone/CCTV_07_75_1109.jpg,38.054268,-84.430616,2021/05/15 03:00:17+00,,
-9623366.819605,4421350.77387771,199,255.0,CCTV03001,Online,Kentucky,3.0,Warren,I-65,17.8,I-65 NB @ MP 17.8,North,http://www.trimarc.org/images/milestone/CCTV_03_65_0178.jpg,36.8725,-86.44817,2021/05/15 03:00:17+00,,
-9397568.64552439,4585005.97247929,200,453.0,CCTV07014,Online,Kentucky,7.0,Fayette,I-75,109.6,I-75 NB @ Winchester Rd,South,http://www.trimarc.org/images/milestone/CCTV_07_75_1096.jpg,38.039483,-84.419791,2021/05/15 03:00:17+00,,
-9400470.52305337,4588879.48533448,201,451.0,CCTV07012,Online,Kentucky,7.0,Fayette,I-75,112.0,I-75 SB @ Bryan Station,South,http://www.trimarc.org/images/milestone/CCTV_07_75_1120.jpg,38.066883,-84.445859,2021/05/15 03:00:17+00,,
-9598597.11387719,4444589.88730234,202,256.0,CCTV03004,Online,Kentucky,3.0,Warren,I-65,36.5,I-65 NB @ MP 36.5,North,http://www.trimarc.org/images/milestone/CCTV_03_65_0365.jpg,37.03932,-86.22566,2021/05/15 03:00:17+00,,
-9569256.62820867,4462615.01146376,203,276.0,CCTV04015,Online,Kentucky,4.0,Hart,I-65,54.8,I-65 SB @ MP 54.8,South,http://www.trimarc.org/images/milestone/CCTV_04_65_0548.jpg,37.16846,-85.96209,2021/05/15 03:00:17+00,,
-9733462.15977578,4389666.35531955,204,250.0,CCTV02007,Online,Kentucky,2.0,Christian,,0.3,US 41 SB @ MP 0.3 - Gate 4 Ft Campbell,South,http://www.trimarc.org/images/milestone/CCTV_02_US41_0003.jpg,36.644468,-87.437173,2021/05/15 03:00:17+00,,
-9555810.34713691,4536002.03094471,205,249.0,CCTV04004,Online,Kentucky,4.0,Hardin,I-65,92.4,I-65 MP 92.4,South,http://www.trimarc.org/images/milestone/CCTV_04_65_0924.jpg,37.69196,-85.8413,2021/05/15 03:00:17+00,,
-9568491.4212872,4525699.6663584,206,246.0,CCTV04010,Online,Kentucky,4.0,Hardin,,129.0,WK Pkwy MP 129.0,East,http://www.trimarc.org/images/milestone/CCTV_04_WKP_1290.jpg,37.61869,-85.955216,2021/05/15 03:00:17+00,,
-9555678.09958063,4536023.27324476,207,248.0,CCTV04003,Online,Kentucky,4.0,Hardin,I-65,92.6,I-65 MP 92.6,North,http://www.trimarc.org/images/milestone/CCTV_04_65_0926.jpg,37.692111,-85.840112,2021/05/15 03:00:17+00,,
-9396603.50515099,4582544.78313953,208,454.0,CCTV07015,Online,Kentucky,7.0,Fayette,I-75,108.3,I-75 NB @ Man O War,North,http://www.trimarc.org/images/milestone/CCTV_07_75_1083.jpg,38.022068,-84.411121,2021/05/15 03:00:17+00,,
-9413064.54788188,4621213.62658397,209,456.0,CCTV07017,Online,Kentucky,7.0,Scott,I-75,130.5,I-75 @ Scott County SB,South,http://www.trimarc.org/images/milestone/CCTV_07_75_1305.jpg,38.295204,-84.558993,2021/05/15 03:00:17+00,,
