COUNTY1_00,COUNTY2_00,DIR_FLY,FRAME,MODEL00,OBJECTID,LINE00,SEQUENCE00,YEAR,CAN_NBR00,FLGTDATE00,SCALE00,PRINTSAVAIL,SHAPEAREA,SHAPELEN
Jefferson, ,E-W,26&27,018026,843,018,26,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324952.88665156,12662.5675257864
Jefferson, ,E-W,26&27,019026,844,019,26,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325524.28579219,12663.0559802313
Jefferson, ,W-E,26&27,020026,845,020,26,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325622.19263125,12663.1346240922
Jefferson, ,W-E,26&27,021026,846,021,26,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325648.3247625,12663.1507928686
Jefferson, ,E-W,26&27,022026,847,022,26,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325670.09100937,12663.1632142689
Jefferson, ,E-W,26&27,017026,848,017,26,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324947.19795937,12662.5626203269
Jefferson, ,W-E,26&27,014026,849,014,26,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324527.33456484,12662.2766230216
Jefferson, ,W-E,26&27,015026,850,015,26,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324936.22235547,12662.5540524299
Jefferson, ,W-E,26&27,023026,851,023,26,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325700.1942625,12663.1818931272
Jefferson, ,W-E,26&27,026026,852,026,26,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325839.07580234,12663.2679595822
Jefferson, ,W-E,26&27,027026,853,027,26,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325863.76258203,12663.2828864169
Jefferson, ,W-E,26&27,028026,854,028,26,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325924.08418906,12663.3203279083
Jefferson, ,W-E,26&27,029026,855,029,26,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325955.65032422,12663.340259827
Jefferson, ,E-W,26&27,024026,856,024,26,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325752.60053906,12663.2143342956
Jefferson, ,E-W,26&27,025026,857,025,26,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325811.47516641,12663.2505328712
Jefferson, ,E-W,26&27,030026,858,030,26,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325982.8349875,12663.3564345736
Jefferson, ,E-W,26&27,031026,859,031,26,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326015.85363594,12663.3776142593
Jefferson, ,E-W,26&27,032026,860,032,26,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326166.89833125,12663.4713907391
Jefferson, ,E-W,26&27,033026,861,033,26,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326311.4340625,12663.5613714515
Jefferson, ,E-W,26&27,034026,862,034,26,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326459.58215313,12663.652657672
Jefferson, ,W-E,27&28,008027,863,008,27,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9325072.75490313,12662.6396960134
Jefferson, ,W-E,27&28,009027,864,009,27,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324995.15329063,12662.5883576293
Jefferson, ,W-E,27&28,016027,865,016,27,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325098.75707266,12662.6639773012
Jefferson, ,E-W,27&28,018027,866,018,27,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324989.34569688,12662.5925356803
Jefferson, ,E-W,27&28,019027,867,019,27,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325562.83396016,12663.0809949895
Jefferson, ,W-E,27&28,020027,868,020,27,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325652.41569141,12663.1533912803
Jefferson, ,W-E,27&28,021027,869,021,27,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325676.06029219,12663.1683174351
Jefferson, ,E-W,27&28,022027,870,022,27,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325701.78173906,12663.1832387681
Jefferson, ,E-W,27&28,017027,871,017,27,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324982.60606094,12662.587625252
Jefferson, ,W-E,27&28,014027,872,014,27,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324567.73192969,12662.3041229712
Jefferson, ,W-E,27&28,015027,873,015,27,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324973.71663594,12662.5790573768
Jefferson, ,W-E,27&28,023027,874,023,27,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325727.91998672,12663.1994126715
Jefferson, ,W-E,27&28,026027,875,026,27,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325871.81189766,12663.2879839697
Jefferson, ,W-E,27&28,027027,876,027,27,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325897.95082266,12663.304158303
Jefferson, ,W-E,27&28,028027,877,028,27,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325954.32293281,12663.3391046566
Jefferson, ,W-E,27&28,029027,878,029,27,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325984.42720391,12663.3577840771
Jefferson, ,E-W,27&28,024027,879,024,27,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325784.291325,12663.2343587209
Jefferson, ,E-W,27&28,025027,880,025,27,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325840.25199922,12663.268057273
Jefferson, ,E-W,27&28,030027,881,030,27,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326014.5259125,12663.3764587769
Jefferson, ,E-W,27&28,031027,882,031,27,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326044.63051719,12663.3951384283
Jefferson, ,E-W,27&28,032027,883,032,27,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326193.17800469,12663.487667338
Jefferson, ,E-W,27&28,033027,884,033,27,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326346.6642,12663.5826431541
Jefferson, ,E-W,27&28,034027,885,034,27,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326485.85256563,12663.6689293596
Jefferson, ,W-E,28&29,016028,886,016,28,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325132.69351719,12662.6877247562
Jefferson, ,E-W,28&29,018028,887,018,28,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325032.24703438,12662.6212881091
Jefferson, ,E-W,28&29,019028,888,019,28,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325596.38176172,12663.1035097531
Jefferson, ,W-E,28&29,020028,889,020,28,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325682.6388,12663.1721584805
Jefferson, ,W-E,28&29,021028,890,021,28,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325707.32463985,12663.187084581
Jefferson, ,E-W,28&29,022028,891,022,28,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325733.47253125,12663.2032632756
Jefferson, ,E-W,28&29,017028,892,017,28,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9325025.09058281,12662.6151251974
Jefferson, ,W-E,28&29,014028,893,014,28,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324610.64232812,12662.3328804125
Jefferson, ,W-E,28&29,015028,894,015,28,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325012.66297969,12662.6053098254
Jefferson, ,W-E,28&29,023028,895,023,28,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325758.15290859,12663.2181847234
Jefferson, ,W-E,28&29,026028,896,026,28,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325895.57852188,12663.3030034169
Jefferson, ,W-E,28&29,027028,897,027,28,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325927.13860156,12663.3229302009
Jefferson, ,W-E,28&29,028028,898,028,28,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325984.56173906,12663.357881418
Jefferson, ,W-E,28&29,029028,899,029,28,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326014.66600625,12663.3765607995
Jefferson, ,E-W,28&29,024028,900,024,28,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325818.47954922,12663.2556307139
Jefferson, ,E-W,28&29,025028,901,025,28,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325869.43976797,12663.2868292483
Jefferson, ,E-W,28&29,030028,902,030,28,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326044.76470859,12663.3952354525
Jefferson, ,E-W,28&29,031028,903,031,28,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326074.86930937,12663.4139150649
Jefferson, ,E-W,28&29,032028,904,032,28,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326221.95515312,12663.5051915371
Jefferson, ,E-W,28&29,033028,905,033,28,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326370.45059922,12663.5976722532
Jefferson, ,E-W,28&29,034028,906,034,28,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326512.14233906,12663.6852108934
Jefferson, ,W-E,29&30,008029,907,008,29,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9325149.18024219,12662.6909433751
Jefferson, ,W-E,29&30,009029,908,009,29,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9325076.98943438,12662.6433524609
Jefferson, ,W-E,29&30,010029,909,010,29,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324960.44168125,12662.5657617708
Jefferson, ,W-E,29&30,011029,910,011,29,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324842.43288594,12662.4869187263
Jefferson, ,W-E,29&30,016029,911,016,29,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325171.65016406,12662.7139821936
Jefferson, ,E-W,29&30,018029,912,018,29,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325067.23847969,12662.6450405445
Jefferson, ,E-W,29&30,019029,913,019,29,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325632.44261875,12663.1272819567
Jefferson, ,W-E,29&30,020029,914,020,29,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325716.82700937,12663.1934306204
Jefferson, ,W-E,29&30,021029,915,021,29,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325740.05094063,12663.207104213
Jefferson, ,E-W,29&30,022029,916,022,29,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325762.23380859,12663.2207779494
Jefferson, ,E-W,29&30,017029,917,017,29,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9325061.53984219,12662.6401301305
Jefferson, ,W-E,29&30,014029,918,014,29,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324649.58792344,12662.3591328624
Jefferson, ,W-E,29&30,015029,919,015,29,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325050.55840859,12662.6315572736
Jefferson, ,W-E,29&30,023029,920,023,29,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325788.38186172,12663.2369567341
Jefferson, ,W-E,29&30,026029,921,026,29,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325928.31472969,12663.3230278287
Jefferson, ,W-E,29&30,027029,922,027,29,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325955.91553594,12663.340454546
Jefferson, ,W-E,29&30,028029,923,028,29,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326014.79089062,12663.3766532715
Jefferson, ,W-E,29&30,029029,924,029,29,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326044.89517109,12663.3953326141
Jefferson, ,E-W,29&30,024029,925,024,29,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325844.75330938,12663.2719027267
Jefferson, ,E-W,29&30,025029,926,025,29,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325903.62811563,12663.3081012256
Jefferson, ,E-W,29&30,030029,927,030,29,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326074.99388594,12663.4140072296
Jefferson, ,E-W,29&30,031029,928,031,29,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326105.0985,12663.432686803
Jefferson, ,E-W,29&30,032029,929,032,29,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326253.65612344,12663.5252206599
Jefferson, ,E-W,29&30,033029,930,033,29,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326396.7305625,12663.6139488669
Jefferson, ,E-W,29&30,034029,931,034,29,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326540.929625,12663.7027400294
Jefferson, ,W-E,30&31,009030,932,009,30,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9325109.4738375,12662.665852415
Jefferson, ,W-E,30&31,010030,933,010,30,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324996.8850375,12662.5907617164
Jefferson, ,W-E,30&31,011030,934,011,30,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324881.37312656,12662.5131661504
Jefferson, ,W-E,30&31,012030,935,012,30,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324807.72208281,12662.4643232179
Jefferson, ,W-E,30&31,016030,936,016,30,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325209.13492031,12662.7389821398
Jefferson, ,E-W,30&31,018030,937,018,30,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325106.18499297,12662.6712929856
Jefferson, ,E-W,30&31,019030,938,019,30,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325667.03175156,12663.1497967156
Jefferson, ,W-E,30&31,020030,939,020,30,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325744.56271641,12663.2109552588
Jefferson, ,W-E,30&31,021030,940,021,30,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325769.24854531,12663.2258812871
Jefferson, ,E-W,30&31,022030,941,022,30,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325792.46684688,12663.2395500557
Jefferson, ,E-W,30&31,017030,942,017,30,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9325100.49631406,12662.6663875488
Jefferson, ,W-E,30&31,014030,943,014,30,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324692.48266484,12662.3878803007
Jefferson, ,W-E,30&31,015030,944,015,30,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325090.55591094,12662.6578147152
Jefferson, ,W-E,30&31,023030,945,023,30,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325818.61086484,12663.2557287568
Jefferson, ,W-E,30&31,026030,946,026,30,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325957.5026125,12663.3417997884
Jefferson, ,W-E,30&31,027030,947,027,30,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325984.69252031,12663.3579789048
Jefferson, ,W-E,30&31,028030,948,028,30,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326045.02981563,12663.3954300618
Jefferson, ,W-E,30&31,029030,949,029,30,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326075.13409219,12663.4141093653
Jefferson, ,E-W,30&31,024030,950,024,30,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325873.53025313,12663.289427197
Jefferson, ,E-W,30&31,025030,951,025,30,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325927.40458047,12663.3231256704
Jefferson, ,E-W,30&31,030030,952,030,30,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326105.23280078,12663.4327839341
Jefferson, ,E-W,30&31,031030,953,031,30,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326133.88520781,12663.4502159262
Jefferson, ,E-W,30&31,032030,954,032,30,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326279.93595313,12663.5414973062
Jefferson, ,E-W,30&31,033030,955,033,30,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326428.02085938,12663.6327304092
Jefferson, ,E-W,30&31,034030,956,034,30,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326533.17314375,12663.7014774236
Jefferson, ,W-E,31&32,009031,957,009,31,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9325150.91765391,12662.6933523608
Jefferson, ,W-E,31&32,010031,958,010,31,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9325034.3694375,12662.6157616656
Jefferson, ,W-E,31&32,011031,959,011,31,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324920.31931172,12662.539418615
Jefferson, ,W-E,31&32,012031,960,012,31,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324841.66801563,12662.4880756784
Jefferson, ,W-E,31&32,016031,961,016,31,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325246.62973125,12662.7639870874
Jefferson, ,E-W,31&32,018031,962,018,31,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325149.09654375,12662.7000503836
Jefferson, ,E-W,31&32,019031,963,019,31,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325704.12816797,12663.1735639838
Jefferson, ,W-E,31&32,020031,964,020,31,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325777.27926719,12663.2309699833
Jefferson, ,W-E,31&32,021031,965,021,31,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325798.00989766,12663.2433960034
Jefferson, ,E-W,31&32,022031,966,022,31,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325824.15781094,12663.2595746003
Jefferson, ,E-W,31&32,017031,967,017,31,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9325137.98092813,12662.6913874991
Jefferson, ,W-E,31&32,014031,968,014,31,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324730.38745703,12662.4141327456
Jefferson, ,W-E,31&32,015031,969,015,31,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325128.04050313,12662.6828146693
Jefferson, ,W-E,31&32,023031,970,023,31,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325848.84395547,12663.2745008369
Jefferson, ,W-E,31&32,026031,971,026,31,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325987.74155391,12663.3605766644
Jefferson, ,W-E,31&32,027031,972,027,31,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326014.93145156,12663.3767557419
Jefferson, ,W-E,31&32,028031,973,028,31,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326073.80690625,12663.4129544067
Jefferson, ,W-E,31&32,029031,974,029,31,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326102.86992578,12663.4316337037
Jefferson, ,E-W,31&32,024031,975,024,31,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325901.25622266,12663.3069467583
Jefferson, ,E-W,31&32,025031,976,025,31,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325958.67900703,12663.3418976769
Jefferson, ,E-W,31&32,030031,977,030,31,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326130.4712125,12663.4490606611
Jefferson, ,E-W,31&32,031031,978,031,31,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326159.11393438,12663.4664876981
Jefferson, ,E-W,31&32,032031,979,032,31,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326313.71385938,12663.5615215463
Jefferson, ,E-W,31&32,033031,980,033,31,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326451.78807422,12663.6477497219
Jefferson, ,E-W,31&32,034031,981,034,31,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326506.42047891,12663.6901953347
Jefferson, ,W-E,32&33,010032,982,010,32,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9325075.81308516,12662.6432616112
Jefferson, ,W-E,32&33,011032,983,011,32,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324959.26557812,12662.5656710756
Jefferson, ,W-E,32&33,012032,984,012,32,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324885.61421094,12662.5168281335
Jefferson, ,W-E,32&33,016032,985,016,32,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325283.07944141,12662.7889920276
Jefferson, ,E-W,32&33,018032,986,018,32,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325181.58106875,12662.7225503391
Jefferson, ,E-W,32&33,019032,987,019,32,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325735.17889687,12663.1948312443
Jefferson, ,W-E,32&33,020032,988,020,32,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325802.51193203,12663.2472421792
Jefferson, ,W-E,32&33,021032,989,021,32,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325824.28376406,12663.2596681508
Jefferson, ,E-W,32&33,022032,990,022,32,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325851.88377109,12663.277094229
Jefferson, ,E-W,32&33,017032,991,017,32,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9325174.43041016,12662.7163924335
Jefferson, ,W-E,32&33,013032,992,013,32,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324767.60055234,12662.4379804041
Jefferson, ,W-E,32&33,014032,993,014,32,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324773.28821406,12662.442885192
Jefferson, ,W-E,32&33,015032,994,015,32,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325164.4941625,12662.7078196184
Jefferson, ,W-E,32&33,023032,995,023,32,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325876.56992031,12663.2920204356
Jefferson, ,W-E,32&33,026032,996,026,32,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326019.00627891,12663.3793437093
Jefferson, ,W-E,32&33,027032,997,027,32,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326045.16069688,12663.3955276591
Jefferson, ,W-E,32&33,028032,998,028,32,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326097.58348828,12663.4279787703
Jefferson, ,W-E,32&33,029032,999,029,32,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326133.09925,12663.4504055602
Jefferson, ,E-W,32&33,024032,1000,024,32,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325933.99256094,12663.3269712727
Jefferson, ,E-W,32&33,025032,1001,025,32,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325988.90822891,12663.3606696725
Jefferson, ,E-W,32&33,030032,1002,030,32,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326164.24892656,12663.4690849325
Jefferson, ,E-W,32&33,031032,1003,031,32,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326195.81542031,12663.4890168433
Jefferson, ,E-W,32&33,032032,1004,032,32,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326336.45509219,12663.5765506892
Jefferson, ,E-W,32&33,033032,1005,033,32,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326480.57530703,12663.6652788825
Jefferson, ,E-W,32&33,034032,1006,034,32,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326527.27182031,12663.7027098911
Jefferson, ,W-E,33&34,010033,1007,010,33,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9325112.25666562,12662.6682615579
Jefferson, ,W-E,33&34,011033,1008,011,33,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324998.21192578,12662.5919235409
Jefferson, ,W-E,33&34,012033,1009,012,33,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324924.56039687,12662.5430805896
Jefferson, ,W-E,33&34,016033,1010,016,33,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325318.06722188,12662.8127444752
Jefferson, ,E-W,33&34,018033,1011,018,33,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325223.04076406,12662.7500602364
Jefferson, ,E-W,33&34,019033,1012,019,33,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325772.27546016,12663.2185985208
Jefferson, ,W-E,33&34,020033,1013,020,33,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325833.78636797,12663.2660143666
Jefferson, ,W-E,33&34,021033,1014,021,33,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325858.47220781,12663.280940296
Jefferson, ,E-W,33&34,022033,1015,022,33,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325883.15820078,12663.2958663443
Jefferson, ,E-W,33&34,017033,1016,017,33,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9325213.38711875,12662.7426498557
Jefferson, ,W-E,33&34,013033,1017,013,33,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324810.49555781,12662.4667278375
Jefferson, ,W-E,33&34,014033,1018,014,33,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324812.23414844,12662.4691376385
Jefferson, ,W-E,33&34,015033,1019,015,33,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325200.93372734,12662.7328195694
Jefferson, ,W-E,33&34,023033,1020,023,33,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325909.30626797,12663.3120449846
Jefferson, ,W-E,33&34,026033,1021,026,33,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326045.2900375,12663.3956206453
Jefferson, ,W-E,33&34,027033,1022,027,33,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326072.89659375,12663.4130520885
Jefferson, ,W-E,33&34,028033,1023,028,33,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326132.82314687,12663.4492556024
Jefferson, ,W-E,33&34,029033,1024,029,33,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326163.33834844,12663.4691823503
