COUNTY1_00,COUNTY2_00,DIR_FLY,FRAME,MODEL00,OBJECTID,LINE00,SEQUENCE00,YEAR,CAN_NBR00,FLGTDATE00,SCALE00,PRINTSAVAIL,SHAPEAREA,SHAPELEN
Oldham, ,W-E,05&06,012005,175,012,5,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9323777.62093594,12661.7729767769
Oldham, ,W-E,05&06,007005,176,007,5,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324297.34315703,12662.1185257053
Jefferson, ,W-E,05&06,016005,177,016,5,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324232.73943672,12662.0776312734
Jefferson, ,E-W,05&06,018005,178,018,5,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324130.80185156,12662.0099127125
Jefferson, ,E-W,05&06,019005,179,019,5,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9324614.04026016,12662.4245514103
Jefferson, ,W-E,05&06,020005,180,020,5,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9324790.46255625,12662.5768498467
Jefferson, ,W-E,05&06,021005,181,021,5,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324793.61499375,12662.5804847098
Jefferson, ,E-W,05&06,022005,182,022,5,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324796.76785,12662.5841198492
Jefferson, ,E-W,05&06,017005,183,017,5,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324120.11895703,12662.0025120136
Oldham, ,W-E,05&06,014005,184,014,5,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9323659.84080391,12661.6952467455
Oldham, ,W-E,05&06,013005,185,013,5,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9323649.16494297,12661.6878517208
Oldham, ,W-E,05&06,015005,186,015,5,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324096.2470086,12661.9864587265
Jefferson, ,W-E,05&06,023005,187,023,5,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324802.84065234,12662.5902601173
Jefferson, ,W-E,05&06,026005,188,026,5,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9324921.41966563,12662.6786726959
Jefferson, ,W-E,05&06,027005,189,027,5,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9324929.99140938,12662.6860615951
Jefferson, ,W-E,05&06,028005,190,028,5,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9324987.29647188,12662.7272031184
Jefferson, ,W-E,05&06,029005,191,029,5,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325001.2858625,12662.7383449324
Jefferson, ,E-W,05&06,024005,192,024,5,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9324855.12811406,12662.6288908869
Jefferson, ,E-W,05&06,025005,193,025,5,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9324915.35131797,12662.6725364785
Jefferson, ,E-W,05&06,030005,194,030,5,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325007.35585703,12662.7444822272
Jefferson, ,E-W,05&06,031005,195,031,5,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325016.34569219,12662.7531245681
Jefferson, ,E-W,05&06,032005,196,032,5,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325234.02216719,12662.9067859915
Jefferson, ,E-W,05&06,033005,197,033,5,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325663.73422656,12663.157061651
Jefferson, ,E-W,05&06,034005,198,034,5,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325829.569375,12663.2608425979
Jefferson, ,W-E,05&06,036005,199,036,5,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326600.9723125,12663.748928411
Jefferson, ,W-E,05&06,037005,200,037,5,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326760.59205,12663.8464624898
Jefferson, ,W-E,05&06,039005,201,039,5,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9327015.05706953,12664.0002784948
Jefferson, ,W-E,05&06,041005,202,041,5,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9327123.37359766,12664.0690308715
Jefferson, ,E-W,05&06,038005,203,038,5,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326888.54746875,12663.9239918177
Jefferson, ,E-W,05&06,040005,204,040,5,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9327083.42192656,12664.042812379
Jefferson, ,E-W,05&06,042005,205,042,5,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9327381.1695711,12664.2740692116
Oldham, ,E-W,06&07,001006,206,001,6,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324770.95817734,12662.3940343578
Oldham, ,E-W,06&07,002006,207,002,6,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324889.08037891,12662.5115085386
Oldham, ,E-W,06&07,003006,208,003,6,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324811.06718203,12662.4589217622
Oldham, ,E-W,06&07,004006,209,004,6,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324683.70785625,12662.3738402918
Oldham, ,E-W,06&07,005006,210,005,6,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324564.24738828,12662.293748763
Oldham, ,E-W,06&07,006006,211,006,6,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324427.90485156,12662.2036523489
Oldham, ,W-E,06&07,008006,212,008,6,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324221.18895625,12662.0684245103
Oldham, ,W-E,06&07,009006,213,009,6,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324139.60849844,12662.0145659572
Oldham, ,W-E,06&07,010006,214,010,6,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324021.58133438,12661.9357026535
Oldham, ,W-E,06&07,011006,215,011,6,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9323897.1035625,12661.8530921116
Oldham, ,W-E,06&07,012006,216,012,6,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9323818.02250938,12661.8004817428
Oldham, ,W-E,06&07,007006,217,007,6,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324336.28816406,12662.1447781767
Jefferson, ,W-E,06&07,016006,218,016,6,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324276.68996094,12662.1063886867
Jefferson, ,E-W,06&07,018006,219,018,6,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324169.75217578,12662.0361700985
Jefferson, ,E-W,06&07,019006,220,019,6,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9324668.60019922,12662.463303822
Jefferson, ,W-E,06&07,020006,221,020,6,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9324839.60602813,12662.611849821
Jefferson, ,W-E,06&07,021006,222,021,6,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324840.26118906,12662.6142371219
Jefferson, ,E-W,06&07,022006,223,022,6,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324847.36908594,12662.6203722345
Jefferson, ,E-W,06&07,017006,224,017,6,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324160.52122578,12662.030016932
Oldham, ,W-E,06&07,014006,225,014,6,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9323705.24189688,12661.7252516835
Oldham, ,W-E,06&07,013006,226,013,6,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9323694.56602031,12661.7178566695
Oldham, ,W-E,06&07,015006,227,015,6,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324141.65914141,12662.0164686422
Jefferson, ,W-E,06&07,023006,228,023,6,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324851.97441641,12662.6252551943
Jefferson, ,W-E,06&07,026006,229,026,6,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9324973.06641016,12662.7149250652
Jefferson, ,W-E,06&07,027006,230,027,6,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9324979.1408125,12662.7210663662
Jefferson, ,W-E,06&07,028006,231,028,6,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325040.40111172,12662.7647078667
Jefferson, ,W-E,06&07,029006,232,029,6,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325046.47069531,12662.7708448772
Jefferson, ,E-W,06&07,024006,233,024,6,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9324910.73947266,12662.6676481304
Jefferson, ,E-W,06&07,025006,234,025,6,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9324966.9980625,12662.7087888554
Jefferson, ,E-W,06&07,030006,235,030,6,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325057.95753047,12662.7807345627
Jefferson, ,E-W,06&07,031006,236,031,6,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325069.03389063,12662.7893768905
Jefferson, ,E-W,06&07,032006,237,032,6,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325281.72005703,12662.9405430911
Jefferson, ,E-W,06&07,033006,238,033,6,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325697.93691563,12663.1783427511
Jefferson, ,E-W,06&07,034006,239,034,6,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325861.25974844,12663.2808664643
Jefferson, ,W-E,06&07,036006,240,036,6,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326623.28566563,12663.7626954119
Jefferson, ,W-E,06&07,037006,241,037,6,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326786.45401875,12663.8614819562
Jefferson, ,W-E,06&07,039006,242,039,6,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9327362.0361375,12664.1753218649
Jefferson, ,W-E,06&07,041006,243,041,6,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9327145.28620625,12664.0815552634
Jefferson, ,E-W,06&07,038006,244,038,6,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326914.40959375,12663.9390113
Jefferson, ,E-W,06&07,040006,245,040,6,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9327028.37610469,12663.9813844635
Jefferson, ,E-W,06&07,042006,246,042,6,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9327407.24138203,12664.2928460318
Oldham, ,E-W,07&08,001007,247,001,7,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324816.33988516,12662.4240240591
Oldham, ,E-W,07&08,002007,248,002,7,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324933.02080078,12662.5402559139
Oldham, ,E-W,07&08,003007,249,003,7,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324850.00734453,12662.485169146
Oldham, ,E-W,07&08,004007,250,004,7,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324726.60261406,12662.4025876853
Oldham, ,E-W,07&08,005007,251,005,7,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324600.68999688,12662.3187487031
Oldham, ,E-W,07&08,006007,252,006,7,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324478.31640469,12662.2361573391
Oldham, ,W-E,07&08,008007,253,008,7,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324260.12366172,12662.094671936
Oldham, ,W-E,07&08,009007,254,009,7,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324182.09109609,12662.0420659052
Oldham, ,W-E,07&08,010007,255,010,7,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324066.9934375,12661.9657126631
Oldham, ,W-E,07&08,011007,256,011,7,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9323946.46420547,12661.8855970679
Oldham, ,W-E,07&08,012007,257,012,7,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9323863.418175,12661.8304816825
Oldham, ,W-E,07&08,007007,258,007,7,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324380.23321719,12662.1735306476
Jefferson, ,W-E,07&08,016007,259,016,7,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324314.18868984,12662.1313985986
Jefferson, ,E-W,07&08,018007,260,018,7,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324208.71251016,12662.062432446
Jefferson, ,E-W,07&08,019007,261,019,7,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9324718.16009063,12662.4995562404
Jefferson, ,W-E,07&08,020007,262,020,7,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9324891.25264219,12662.6481022375
Jefferson, ,W-E,07&08,021007,263,021,7,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324896.90808594,12662.652989526
Jefferson, ,E-W,07&08,022007,264,022,7,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324900.47748047,12662.6578770806
Jefferson, ,E-W,07&08,017007,265,017,7,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324199.48158125,12662.0562792982
Oldham, ,W-E,07&08,014007,266,014,7,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9323745.65328672,12661.7527616117
Oldham, ,W-E,07&08,013007,267,013,7,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9323737.4744125,12661.7466141103
Oldham, ,W-E,07&08,015007,268,015,7,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324180.60955156,12662.0427260729
Jefferson, ,W-E,07&08,023007,269,023,7,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324903.63073125,12662.6615124756
Jefferson, ,W-E,07&08,026007,270,026,7,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325024.71329375,12662.7511774358
Jefferson, ,W-E,07&08,027007,271,027,7,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325033.29069375,12662.7585711339
Jefferson, ,W-E,07&08,028007,272,028,7,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325091.0125125,12662.8009650337
Jefferson, ,W-E,07&08,029007,273,029,7,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325100.62072656,12662.8083496261
Jefferson, ,E-W,07&08,024007,274,024,7,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9324961.34097813,12662.7039004969
Jefferson, ,E-W,07&08,025007,275,025,7,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325016.14760938,12662.743793654
Jefferson, ,E-W,07&08,030007,276,030,7,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325114.61056094,12662.819491675
Jefferson, ,E-W,07&08,031007,277,031,7,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325121.7317875,12662.8256340047
Jefferson, ,E-W,07&08,032007,278,032,7,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325399.63970625,12663.009410365
Jefferson, ,E-W,07&08,033007,279,033,7,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325729.62708281,12663.1983666177
Jefferson, ,E-W,07&08,034007,280,034,7,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325892.95018438,12663.3008903445
Jefferson, ,W-E,07&08,036007,281,036,7,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326649.13779375,12663.777709962
Jefferson, ,W-E,07&08,037007,282,037,7,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326803.35017266,12663.8714965632
Jefferson, ,W-E,07&08,039007,283,039,7,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9327057.87498359,12664.0253658412
Jefferson, ,W-E,07&08,041007,284,041,7,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9327095.23128828,12664.0226223833
Jefferson, ,E-W,07&08,038007,285,038,7,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326935.26135938,12663.9515258744
Jefferson, ,E-W,07&08,040007,286,040,7,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326923.99094531,12663.8952936579
Oldham, ,E-W,08&09,002008,287,002,8,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324969.45390234,12662.5652507495
Oldham, ,E-W,08&09,003008,288,003,8,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324884.988425,12662.5089165416
Oldham, ,E-W,08&09,004008,289,004,8,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324766.99447266,12662.4300825212
Oldham, ,E-W,08&09,005008,290,005,8,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324642.12251485,12662.3462435597
Oldham, ,E-W,08&09,006008,291,006,8,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324516.21070703,12662.2624047417
Oldham, ,W-E,08&09,008008,292,008,8,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324304.06852813,12662.1234243978
Oldham, ,W-E,08&09,009008,293,009,8,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324225.00072188,12662.0708234111
Oldham, ,W-E,08&09,010008,294,010,8,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324105.92784375,12661.9919600945
Oldham, ,W-E,08&09,011008,295,011,8,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9323982.91142813,12661.9106020399
Oldham, ,W-E,08&09,012008,296,012,8,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9323904.86506563,12661.8579866389
Oldham, ,W-E,08&09,007008,297,007,8,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324428.17379063,12662.2048033563
Jefferson, ,W-E,08&09,016008,298,016,8,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324353.13944531,12662.1576560236
Jefferson, ,E-W,08&09,018008,299,018,8,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324252.65301016,12662.0911848731
Jefferson, ,E-W,08&09,019008,300,019,8,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9324776.25869844,12662.5395561763
Jefferson, ,W-E,08&09,020008,301,020,8,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9324944.35143516,12662.6856021915
Jefferson, ,W-E,08&09,021008,302,021,8,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324943.544775,12662.6867370231
Jefferson, ,E-W,08&09,022008,303,022,8,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324952.11449531,12662.6941245784
Jefferson, ,E-W,08&09,017008,304,017,8,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324243.42205938,12662.0850317353
Oldham, ,W-E,08&09,014008,305,014,8,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9323793.56159297,12661.7840190346
Oldham, ,W-E,08&09,013008,306,013,8,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9323785.38272266,12661.7778715478
Oldham, ,W-E,08&09,015008,307,015,8,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324224.55416484,12662.0714785095
Jefferson, ,W-E,08&09,023008,308,023,8,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324955.26776016,12662.6977599792
Jefferson, ,W-E,08&09,026008,309,026,8,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325076.36597266,12662.7874346327
Jefferson, ,W-E,08&09,027008,310,027,8,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325084.93772656,12662.7948234978
Jefferson, ,W-E,08&09,028008,311,028,8,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325142.65968594,12662.8372173909
Jefferson, ,W-E,08&09,029008,312,029,8,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325148.73485938,12662.8433591748
Jefferson, ,E-W,08&09,024008,313,024,8,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325012.98786016,12662.7401528835
Jefferson, ,E-W,08&09,025008,314,025,8,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325067.794625,12662.7800460339
Jefferson, ,E-W,08&09,030008,315,030,8,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325157.30782031,12662.8507488203
Jefferson, ,E-W,08&09,031008,316,031,8,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325165.8811875,12662.8581387319
Jefferson, ,E-W,08&09,032008,317,032,8,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325598.06349844,12663.115923925
Jefferson, ,E-W,08&09,033008,318,033,8,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325761.3173125,12663.218390498
Jefferson, ,E-W,08&09,034008,319,034,8,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325927.15332188,12663.3221715007
Jefferson, ,W-E,08&09,036008,320,036,8,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326668.53703125,12663.7889769785
Jefferson, ,W-E,08&09,037008,321,037,8,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326825.24704219,12663.8840111717
Jefferson, ,W-E,08&09,041008,322,041,8,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326981.88924531,12663.9315317005
Jefferson, ,E-W,08&09,038008,323,038,8,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326954.66087031,12663.9627929161
Oldham, ,E-W,09&10,002009,324,002,9,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9325010.8871961,12662.5927455762
Oldham, ,E-W,09&10,003009,325,003,9,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324927.88363906,12662.5376639319
Oldham, ,E-W,09&10,004009,326,004,9,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324804.47246953,12662.4550773677
Oldham, ,E-W,09&10,005009,327,005,9,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324682.52438906,12662.3737434923
Oldham, ,E-W,09&10,006009,328,006,9,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324559.10509297,12662.2911521395
Oldham, ,W-E,09&10,008009,329,008,9,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324341.56755312,12662.1484344604
Oldham, ,W-E,09&10,009009,330,009,9,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324263.94131641,12662.0970758933
Oldham, ,W-E,09&10,010009,331,010,9,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324147.38539531,12662.019470104
Oldham, ,W-E,09&10,011009,332,011,9,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324027.8965375,12661.9393544989
Oldham, ,W-E,09&10,012009,333,012,9,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9323948.81489531,12661.8867441083
Oldham, ,W-E,09&10,007009,334,007,9,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324476.08827734,12662.2360608788
Jefferson, ,W-E,09&10,016009,335,016,9,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324394.58736875,12662.185160949
Jefferson, ,E-W,09&10,018009,336,018,9,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324296.61347109,12662.1199472192
Jefferson, ,E-W,09&10,019009,337,019,9,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9324826.85425312,12662.5758036725
Jefferson, ,W-E,09&10,020009,338,020,9,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9324993.49529375,12662.7206021632
Jefferson, ,W-E,09&10,021009,339,021,9,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324996.65345938,12662.7242418944
Jefferson, ,E-W,09&10,022009,340,022,9,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325001.264075,12662.7291294163
Jefferson, ,E-W,09&10,017009,341,017,9,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324287.38253906,12662.1137941
Oldham, ,W-E,09&10,014009,342,014,9,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9323833.96317969,12661.8115239799
Oldham, ,W-E,09&10,013009,343,013,9,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9323823.28147656,12661.8041240002
Jefferson, ,W-E,09&10,023009,344,023,9,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325006.91464062,12662.7340123738
Jefferson, ,W-E,09&10,026009,345,026,9,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325125.515775,12662.8224394209
Jefferson, ,W-E,09&10,027009,346,027,9,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325134.08752734,12662.8298282728
Jefferson, ,W-E,09&10,028009,347,028,9,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325194.30699844,12662.8734697495
Jefferson, ,W-E,09&10,029009,348,029,9,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325202.88518438,12662.8808639203
Jefferson, ,E-W,09&10,024009,349,024,9,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325064.63488125,12662.7764052715
Jefferson, ,E-W,09&10,025009,350,025,9,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325119.44177969,12662.8162984152
Jefferson, ,E-W,09&10,030009,351,030,9,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325211.45814844,12662.8882535527
Jefferson, ,E-W,09&10,031009,352,031,9,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325222.53451875,12662.8968958364
Jefferson, ,E-W,09&10,032009,353,032,9,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325633.71269063,12663.1384478938
Jefferson, ,E-W,09&10,033009,354,033,9,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325798.0176375,12663.2409192688
Jefferson, ,E-W,09&10,034009,355,034,9,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325956.34647188,12663.3409477968
Jefferson, ,W-E,09&10,036009,356,036,9,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326691.89570469,12663.8027440285
Jefferson, ,W-E,09&10,037009,357,037,9,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326848.60193438,12663.8977781661
