ObjectId,incident_number,ucr_category,type_of_firearm,firearm_manufacturer,firearm_model,firearm_caliber,recovery_date,address_geocode_type,recovery_block_address,city,state,recovery_zipcode,person_recovered_from_race,person_recovered_from_sex,person_recovered_from_age,address_concat,x,y,longitude,latitude,confidence,source
2613,80-16-024103,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,Pistols: Sw99,9MM,2016/03/22 00:00:00+00,INTERSECTION,W Broadway / Cecil Ave,Louisville,KY,40211.0,Black,M,25.0,W Broadway / Cecil Ave Louisville KY 40211,1189185.5,277094.6875,-85.8213659955329,38.2503419282139,,LOJIC
2614,80-16-037379,Stolen Property,"Pistol, Semi-automatic                                 ",Hipoint,,9MM,2016/05/03 00:00:00+00,INTERSECTION,W Broadway / Cecil Ave,Louisville,KY,40211.0,Black,M,18.0,W Broadway / Cecil Ave Louisville KY 40211,1189185.5,277094.6875,-85.8213659955329,38.2503419282139,,LOJIC
2615,80-12-035305,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Jennings Firearms,,9MM,2012/05/05 00:00:00+00,INTERSECTION,W Broadway / Dearborn Ave,Louisville,KY,40211.0,Black,M,25.0,W Broadway / Dearborn Ave Louisville KY 40211,1191368.75,276962.9375,-85.8137567282971,38.2500822232398,,LOJIC
2616,80-12-035305,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Jennings Firearms,,9MM,2012/05/05 00:00:00+00,INTERSECTION,W Broadway / Dearborn Ave,Louisville,KY,40211.0,Black,M,25.0,W Broadway / Dearborn Ave Louisville KY 40211,1191368.75,276962.9375,-85.8137567282971,38.2500822232398,,LOJIC
2617,80-11-082288,Robbery,"Pistol, Revolver                                       ",,,22C,2011/10/12 00:00:00+00,INTERSECTION,W Broadway / Dixie Hwy,Louisville,KY,40203.0,Black,M,21.0,W Broadway / Dixie Hwy Louisville KY 40203,1200467.0,276416.125,-85.7820473725706,38.249000737666,,LOJIC
2618,80-11-082288,Robbery,"Pistol, Revolver                                       ",,,22C,2011/10/12 00:00:00+00,INTERSECTION,W Broadway / Dixie Hwy,Louisville,KY,40203.0,Black,M,21.0,W Broadway / Dixie Hwy Louisville KY 40203,1200467.0,276416.125,-85.7820473725706,38.249000737666,,LOJIC
2619,80-15-028407,Narcotics,"Pistol, Semi-automatic                                 ",Sig-sauer,Pistol: 2022 Se,40C,2015/04/19 00:00:00+00,INTERSECTION,W Broadway / Dixie Hwy,Louisville,KY,40203.0,Black,M,22.0,W Broadway / Dixie Hwy Louisville KY 40203,1200467.0,276416.125,-85.7820473725706,38.249000737666,,LOJIC
2620,80-12-054199,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Ruger,Lc9,9MM,2012/07/08 00:00:00+00,INTERSECTION,W Broadway / Dixie Hwy,Louisville,KY,40203.0,Unknown,U,,W Broadway / Dixie Hwy Louisville KY 40203,1200467.0,276416.125,-85.7820473725706,38.249000737666,,LOJIC
2621,80-12-073910,Wpns Law Violation,"Pistol, Revolver                                       ",,,22C,2012/09/16 00:00:00+00,INTERSECTION,W Broadway / Dr W J Hodge St,Louisville,KY,40203.0,Black,M,28.0,W Broadway / Dr W J Hodge St Louisville KY 40203,1199182.5,276497.125,-85.7865242944648,38.2491643794328,,LOJIC
2622,80-15-004056,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Hipoint,Cf-380,380C,2015/01/17 00:00:00+00,INTERSECTION,W Broadway / Dr W J Hodge St,Louisville,KY,40203.0,Black,M,19.0,W Broadway / Dr W J Hodge St Louisville KY 40203,1199182.5,276497.125,-85.7865242944648,38.2491643794328,,LOJIC
2623,80-15-004056,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Hipoint,Cf-380,380C,2015/01/17 00:00:00+00,INTERSECTION,W Broadway / Dr W J Hodge St,Louisville,KY,40203.0,Black,M,19.0,W Broadway / Dr W J Hodge St Louisville KY 40203,1199182.5,276497.125,-85.7865242944648,38.2491643794328,,LOJIC
2624,80-10-013238,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Keltec, Cnc Ind                                        ",P-32,380C,2010/02/24 00:00:00+00,INTERSECTION,W Broadway / Dr W J Hodge St,Louisville,KY,40203.0,White,F,23.0,W Broadway / Dr W J Hodge St Louisville KY 40203,1199182.5,276497.125,-85.7865242944648,38.2491643794328,,LOJIC
2625,80-12-096617,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Hipoint,,9MM,2012/12/06 00:00:00+00,INTERSECTION,W Broadway / Dr W J Hodge St,Louisville,KY,40203.0,Black,M,53.0,W Broadway / Dr W J Hodge St Louisville KY 40203,1199182.5,276497.125,-85.7865242944648,38.2491643794328,,LOJIC
2626,80-16-008007,Robbery,"Pistol, Semi-automatic                                 ",Beretta (p. Or,3032 Tomcat,3220,2016/01/26 00:00:00+00,INTERSECTION,S 5th St / W Jefferson St,Louisville,KY,40202.0,White,M,27.0,S 5th St / W Jefferson St Louisville KY 40202,1207209.0,278132.0,-85.7586716389173,38.2540174825525,,LOJIC
2627,80-11-089996,Wpns Law Violation,"Pistol, Revolver                                       ",Smith & Wesson,Revoler: Model,38C,2011/11/06 00:00:00+00,INTERSECTION,S Floyd St / E Market St,Louisville,KY,40202.0,Black,M,27.0,S Floyd St / E Market St Louisville KY 40202,1210237.125,278178.75,-85.7481305266518,38.2542815616446,,LOJIC
2628,80-14-088802,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Ruger,,9MM,2014/11/16 00:00:00+00,INTERSECTION,W Broadway / Dr W J Hodge St,Louisville,KY,40203.0,Black,M,27.0,W Broadway / Dr W J Hodge St Louisville KY 40203,1199182.5,276497.125,-85.7865242944648,38.2491643794328,,LOJIC
2629,80-15-024439,Stolen Property,"Pistol, Semi-automatic                                 ",,,9MM,2015/04/05 00:00:00+00,INTERSECTION,W Broadway / Dr W J Hodge St,Louisville,KY,40203.0,Black,M,45.0,W Broadway / Dr W J Hodge St Louisville KY 40203,1199182.5,276497.125,-85.7865242944648,38.2491643794328,,LOJIC
2630,80-12-041835,Wpns Law Violation,"Pistol, Semi-automatic                                 ",,,9MM,2012/05/26 00:00:00+00,INTERSECTION,W Broadway / Hecks Ln,Louisville,KY,40211.0,Black,F,38.0,W Broadway / Hecks Ln Louisville KY 40211,1191191.75,276973.5,-85.8143736162148,38.2501029705254,,LOJIC
2631,80-14-026688,Burglary,"Pistol, Revolver                                       ",Harrington & Richardson,732,32C,2014/04/17 00:00:00+00,INTERSECTION,W Broadway / Lindell Ave,Louisville,KY,40211.0,Black,M,18.0,W Broadway / Lindell Ave Louisville KY 40211,1191797.75,276937.25,-85.8122615556082,38.2500316854312,,LOJIC
2632,80-13-098404,Wpns Law Violation,"Pistol, Revolver                                       ",Rg Industries,Rg (with Number,22C,2013/12/25 00:00:00+00,INTERSECTION,W Broadway / Louis Coleman Jr Dr,Louisville,KY,40211.0,Black,M,20.0,W Broadway / Louis Coleman Jr Dr Louisville KY 40211,1192963.25,276861.25,-85.8081991400788,38.2498772310439,,LOJIC
2633,80-13-083968,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Raven Arms,Mp-25,25C,2013/10/31 00:00:00+00,INTERSECTION,W Broadway / Louis Coleman Jr Dr,Louisville,KY,40211.0,Black,M,20.0,W Broadway / Louis Coleman Jr Dr Louisville KY 40211,1192963.25,276861.25,-85.8081991400788,38.2498772310439,,LOJIC
2634,80-13-090912,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Raven Arms,Mp-25,25C,2013/11/25 00:00:00+00,INTERSECTION,W Broadway / Louis Coleman Jr Dr,Louisville,KY,40211.0,Black,M,16.0,W Broadway / Louis Coleman Jr Dr Louisville KY 40211,1192963.25,276861.25,-85.8081991400788,38.2498772310439,,LOJIC
2635,80-13-090912,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Raven Arms,Mp-25,25C,2013/11/25 00:00:00+00,INTERSECTION,W Broadway / Louis Coleman Jr Dr,Louisville,KY,40211.0,Black,M,16.0,W Broadway / Louis Coleman Jr Dr Louisville KY 40211,1192963.25,276861.25,-85.8081991400788,38.2498772310439,,LOJIC
2636,80-16-046903,Simple Assault,"Pistol, Semi-automatic                                 ",Raven Arms,Mp-25,25C,2016/06/03 00:00:00+00,INTERSECTION,W Broadway / Louis Coleman Jr Dr,Louisville,KY,40211.0,Black,M,18.0,W Broadway / Louis Coleman Jr Dr Louisville KY 40211,1192963.25,276861.25,-85.8081991400788,38.2498772310439,,LOJIC
2637,80-13-031839,Wpns Law Violation,"Pistol, Derringer                                      ",Cobra Enterprises Inc,,32C,2013/05/05 00:00:00+00,INTERSECTION,W Broadway / Louis Coleman Jr Dr,Louisville,KY,40211.0,Black,M,32.0,W Broadway / Louis Coleman Jr Dr Louisville KY 40211,1192963.25,276861.25,-85.8081991400788,38.2498772310439,,LOJIC
2638,80-15-032520,Stolen Property,"Pistol, Semi-automatic                                 ",Bryco Arms,380,380C,2015/05/03 00:00:00+00,INTERSECTION,W Broadway / Louis Coleman Jr Dr,Louisville,KY,40211.0,Black,M,20.0,W Broadway / Louis Coleman Jr Dr Louisville KY 40211,1192963.25,276861.25,-85.8081991400788,38.2498772310439,,LOJIC
2639,80-16-018295,Wpns Law Violation,"Pistol, Revolver                                       ",Taurus Internat,,44C,2016/03/03 00:00:00+00,INTERSECTION,W Broadway / Louis Coleman Jr Dr,Louisville,KY,40211.0,White,M,19.0,W Broadway / Louis Coleman Jr Dr Louisville KY 40211,1192963.25,276861.25,-85.8081991400788,38.2498772310439,,LOJIC
2640,80-11-040583,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Jimenez Arms,Ja Nine,9MM,2011/05/27 00:00:00+00,INTERSECTION,W Broadway / Louis Coleman Jr Dr,Louisville,KY,40211.0,Black,M,21.0,W Broadway / Louis Coleman Jr Dr Louisville KY 40211,1192963.25,276861.25,-85.8081991400788,38.2498772310439,,LOJIC
2641,80-11-089994,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Bryco Arms,Jennings Nine,9MM,2011/11/06 00:00:00+00,INTERSECTION,S Floyd St / E Market St,Louisville,KY,40202.0,Black,M,29.0,S Floyd St / E Market St Louisville KY 40202,1210237.125,278178.75,-85.7481305266518,38.2542815616446,,LOJIC
2642,80-15-015730,Wpns Law Violation,Null,,,,2015/03/08 00:00:00+00,INTERSECTION,S Floyd St / E Muhammad Ali Blvd,Louisville,KY,40202.0,Black,M,31.0,S Floyd St / E Muhammad Ali Blvd Louisville KY 40202,1210007.0,276694.6875,-85.7488477136496,38.2501965770063,,LOJIC
2643,80-14-032774,Wpns Law Violation,"Pistol, Revolver                                       ",Smith & Wesson,Revoler: Model,38C,2014/05/08 00:00:00+00,INTERSECTION,S Floyd St / E Ormsby Ave,Louisville,KY,40203.0,Black,M,26.0,S Floyd St / E Ormsby Ave Louisville KY 40203,1208949.25,269882.0,-85.7521436581831,38.2314440446857,,LOJIC
2644,80-14-032774,Wpns Law Violation,"Pistol, Revolver                                       ",Smith & Wesson,Revoler: Model,38C,2014/05/08 00:00:00+00,INTERSECTION,S Floyd St / E Ormsby Ave,Louisville,KY,40203.0,Black,M,26.0,S Floyd St / E Ormsby Ave Louisville KY 40203,1208949.25,269882.0,-85.7521436581831,38.2314440446857,,LOJIC
2645,80-16-084305,Narcotics,"Pistol, Semi-automatic                                 ",,M1911 Sytle,45C,2016/10/02 00:00:00+00,INTERSECTION,S Floyd St / E St Catherine St,Louisville,KY,40203.0,Black,M,22.0,S Floyd St / E St Catherine St Louisville KY 40203,1209232.0,271707.5,-85.7512630256769,38.2364688790656,,LOJIC
2646,80-12-040388,Wpns Law Violation,Submachine Gun (machine Pistol),Hipoint,Jc-40 Series,40C,2012/05/22 00:00:00+00,INTERSECTION,S Floyd St / Warnock St,Louisville,KY,40208.0,Black,M,22.0,S Floyd St / Warnock St Louisville KY 40208,,,,,,
2647,80-10-004268,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Cobra Enterpris,,380C,2010/01/18 00:00:00+00,INTERSECTION,S Hancock St / E Jacob St,Louisville,KY,40203.0,Black,M,26.0,S Hancock St / E Jacob St Louisville KY 40203,1211392.25,274118.93875,-85.7438791323655,38.2431862829245,,LOJIC
2648,80-11-085178,All Other Offenses,"Pistol, Revolver                                       ",Miroku Fireamr,Miroku Firearm,38C,2011/10/21 00:00:00+00,INTERSECTION,S Hancock St / E Jacob St,Louisville,KY,40203.0,Null,,,S Hancock St / E Jacob St Louisville KY 40203,1211392.25,274118.93875,-85.7438791323655,38.2431862829245,,LOJIC
2649,80-15-072470,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Taurus,Pt111 G2,9MM,2015/09/11 00:00:00+00,INTERSECTION,S Hancock St / E Kentucky St,Louisville,KY,40203.0,Black,M,18.0,S Hancock St / E Kentucky St Louisville KY 40203,1211069.625,272000.0,-85.7448825885529,38.2373540512107,,LOJIC
2650,80-16-079121,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Hipoint,Jhp,45C,2016/09/15 00:00:00+00,INTERSECTION,S Hancock St / E Liberty St,Louisville,KY,40202.0,Black,M,24.0,S Hancock St / E Liberty St Louisville KY 40202,1211820.75,276918.87625,-85.7425453147087,38.250892995124,,LOJIC
2651,80-11-007638,Wpns Law Violation,"Pistol, Revolver                                       ",Liberty,21,22C,2011/01/30 00:00:00+00,INTERSECTION,S Hancock St / Marshall St,Louisville,KY,40202.0,Black,M,22.0,S Hancock St / Marshall St Louisville KY 40202,1211783.875,276675.21875,-85.7426599561608,38.2502223572102,,LOJIC
2652,80-11-007638,Wpns Law Violation,"Pistol, Revolver                                       ",Liberty,21,22C,2011/01/30 00:00:00+00,INTERSECTION,S Hancock St / Marshall St,Louisville,KY,40202.0,Black,M,22.0,S Hancock St / Marshall St Louisville KY 40202,1211783.875,276675.21875,-85.7426599561608,38.2502223572102,,LOJIC
2653,80-10-076610,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Sig-sauer,,375C,2010/09/29 00:00:00+00,INTERSECTION,S Hurstbourne Pky / I 64 Ramp,Jeffersontown,KY,,White,M,36.0,S Hurstbourne Pky / I 64 Ramp Jeffersontown KY ,1258545.16625001,265767.60375001,-85.5792954624825,38.2222404525517,,LOJIC
2654,80-10-101175,Wpns Law Violation,"Pistol, Semi-automatic                                 ",,,40C,2010/12/24 00:00:00+00,INTERSECTION,S Hurstbourne Pky / I 64 Ramp,Louisville,KY,40220.0,Black,M,23.0,S Hurstbourne Pky / I 64 Ramp Louisville KY 40220,1258545.16625001,265767.60375001,-85.5792954624825,38.2222404525517,,LOJIC
2655,80-10-014900,Wpns Law Violation,"Pistol, Revolver                                       ",Rossi - Amadeo,,38C,2010/03/03 00:00:00+00,INTERSECTION,S Hurstbourne Pky / Six Mile Ln,Louisville,KY,40220.0,White,M,19.0,S Hurstbourne Pky / Six Mile Ln Louisville KY 40220,,,,,,
2656,80-15-100452,Narcotics,"Pistol, Semi-automatic                                 ",Beretta (industria S.A.),,9MM,2015/12/10 00:00:00+00,INTERSECTION,S Hurstbourne Pky / Six Mile Ln,Louisville,KY,40220.0,White,M,19.0,S Hurstbourne Pky / Six Mile Ln Louisville KY 40220,,,,,,
2657,80-16-108507,Wpns Law Violation,"Pistol, Semi-automatic                                 ",High (hi) Stand,,22C,2016/12/21 00:00:00+00,INTERSECTION,S Hurstbourne Pky / Taylorsville Rd,Jeffersontown,KY,40220.0,Black,M,20.0,S Hurstbourne Pky / Taylorsville Rd Jeffersontown KY 40220,,,,,,
2658,80-12-047992,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Erma/erma Werke,,22C,2012/06/17 00:00:00+00,INTERSECTION,S Jackson St / E Jefferson St,Louisville,KY,40202.0,Black,M,21.0,S Jackson St / E Jefferson St Louisville KY 40202,1211319.5,277496.0,-85.744323168886,38.2524552546733,,LOJIC
2659,80-12-001130,Aggravated Assault,"Pistol, Semi-automatic                                 ",,,4570,2012/01/05 00:00:00+00,INTERSECTION,Taylor Blvd / Homeview Dr,Louisville,KY,40215.0,White,M,33.0,Taylor Blvd / Homeview Dr Louisville KY 40215,,,,,,
2660,80-12-047993,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Ruger,Handguns: P Ser,9MM,2012/06/17 00:00:00+00,INTERSECTION,S Jackson St / E Jefferson St,Louisville,KY,40202.0,Black,M,30.0,S Jackson St / E Jefferson St Louisville KY 40202,1211319.5,277496.0,-85.744323168886,38.2524552546733,,LOJIC
2661,80-16-030678,Wpns Law Violation,Null,,Ccp,,2016/04/12 00:00:00+00,INTERSECTION,W Market St / Tait Pl,Louisville,KY,40212.0,Black,M,25.0,W Market St / Tait Pl Louisville KY 40212,1190498.5,281650.4375,-85.8170643887663,38.2629116448985,,LOJIC
2662,80-15-080886,Wpns Law Violation,"Pistol, Revolver                                       ",Colt,Police Positive,38C,2015/10/08 00:00:00+00,INTERSECTION,S Jackson St / E Kentucky St,Louisville,KY,40203.0,Black,M,23.0,S Jackson St / E Kentucky St Louisville KY 40203,1210490.75,272084.9375,-85.7469025425199,38.2375614439936,,LOJIC
2663,80-16-032002,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Keltec, Cnc Industries, Inc                            ",P-911,9MM,2016/04/17 00:00:00+00,INTERSECTION,S Jackson St / E Liberty St,Louisville,KY,40202.0,Black,M,38.0,S Jackson St / E Liberty St Louisville KY 40202,1211242.125,277008.25,-85.7445650187433,38.2511126195449,,LOJIC
2664,80-16-008576,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,,40C,2016/01/28 00:00:00+00,INTERSECTION,S Jackson St / E Oak St,Louisville,KY,40203.0,Black,M,40.0,S Jackson St / E Oak St Louisville KY 40203,1210303.25,270862.125,-85.7474860443033,38.2341956632881,,LOJIC
2665,80-16-008576,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,,40C,2016/01/28 00:00:00+00,INTERSECTION,S Jackson St / E Oak St,Louisville,KY,40203.0,Black,M,40.0,S Jackson St / E Oak St Louisville KY 40203,1210303.25,270862.125,-85.7474860443033,38.2341956632881,,LOJIC
2666,80-11-050623,Narcotics,"Pistol, Semi-automatic                                 ",Hipoint,,9MM,2011/06/29 00:00:00+00,INTERSECTION,S Jackson St / E Oak St,Louisville,KY,40203.0,Black,M,29.0,S Jackson St / E Oak St Louisville KY 40203,1210303.25,270862.125,-85.7474860443033,38.2341956632881,,LOJIC
2667,80-11-050623,Narcotics,"Pistol, Semi-automatic                                 ",Hipoint,,9MM,2011/06/29 00:00:00+00,INTERSECTION,S Jackson St / E Oak St,Louisville,KY,40203.0,Black,M,29.0,S Jackson St / E Oak St Louisville KY 40203,1210303.25,270862.125,-85.7474860443033,38.2341956632881,,LOJIC
2668,80-16-027133,Stolen Property,"Rifle, Semi-automatic                                  ",Norinco,Mak,762M,2016/04/01 00:00:00+00,INTERSECTION,S Jackson St / E Ormsby Ave,Louisville,KY,40208.0,Black,M,26.0,S Jackson St / E Ormsby Ave Louisville KY 40208,1210114.625,269624.5,-85.7480725692766,38.2307891583753,,LOJIC
2669,80-13-027859,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Lorcin Engineer,L-25,25C,2013/04/20 00:00:00+00,INTERSECTION,S Preston St / E St Catherine St,Louisville,KY,40203.0,Black,F,43.0,S Preston St / E St Catherine St Louisville KY 40203,1209851.75,271603.875,-85.7490997411232,38.2362120792895,,LOJIC
2670,80-16-094515,Stolen Property,"Pistol, Revolver                                       ",Smith & Wesson,Revoler: Model,357C,2016/11/03 00:00:00+00,INTERSECTION,S Preston St / E St Catherine St,Louisville,KY,40203.0,Black,M,28.0,S Preston St / E St Catherine St Louisville KY 40203,1209851.75,271603.875,-85.7490997411232,38.2362120792895,,LOJIC
2671,80-16-106688,Narcotics Equip,"Pistol, Semi-automatic                                 ","Springfield Armory,geneseo,il                          ",Pistol: Model X,9MM,2016/12/15 00:00:00+00,INTERSECTION,S Preston St / E St Catherine St,Louisville,KY,40203.0,Black,M,24.0,S Preston St / E St Catherine St Louisville KY 40203,1209851.75,271603.875,-85.7490997411232,38.2362120792895,,LOJIC
2672,80-12-045372,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Jimenez Arms,,380C,2012/06/08 00:00:00+00,INTERSECTION,S Preston St / Woodbine St,Louisville,KY,40208.0,Black,M,18.0,S Preston St / Woodbine St Louisville KY 40208,1209454.125,268993.6875,-85.7503358862975,38.2290276483937,,LOJIC
2673,80-11-077746,Robbery,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",Model 23/23c (4,40C,2011/09/27 00:00:00+00,INTERSECTION,S Shelby St / E Madison St,Louisville,KY,40202.0,Black,M,17.0,S Shelby St / E Madison St Louisville KY 40202,1212262.75,275939.1875,-85.7409511384952,38.2482227736165,,LOJIC
2674,80-12-006282,Wpns Law Violation,"Shotgun, Single-shot                                   ",Revolution,355y-e,20GA,2012/01/24 00:00:00+00,INTERSECTION,Saddlebrook Ct / Saddlebrook Ln,Louisville,,40216.0,Black,M,20.0,Saddlebrook Ct / Saddlebrook Ln Louisville  40216,1180308.5,250855.21875,-85.8506852097561,38.1778788875757,,LOJIC
