ObjectId,incident_number,ucr_category,type_of_firearm,firearm_manufacturer,firearm_model,firearm_caliber,recovery_date,address_geocode_type,recovery_block_address,city,state,recovery_zipcode,person_recovered_from_race,person_recovered_from_sex,person_recovered_from_age,address_concat,x,y,longitude,latitude,confidence,source
613,80-16-077910,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Raven Arms,Mp-25,25C,2016/09/11 00:00:00+00,INTERSECTION,Dixie Hwy / W Gaulbert Ave,Louisville,KY,40210.0,Black,M,27.0,Dixie Hwy / W Gaulbert Ave Louisville KY 40210,1197810.125,268595.1875,-85.79084217574,38.2274056605507,,LOJIC
614,80-16-077910,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Raven Arms,Mp-25,25C,2016/09/11 00:00:00+00,INTERSECTION,Dixie Hwy / W Gaulbert Ave,Louisville,KY,40210.0,Black,M,27.0,Dixie Hwy / W Gaulbert Ave Louisville KY 40210,1197810.125,268595.1875,-85.79084217574,38.2274056605507,,LOJIC
615,80-16-102324,Wpns Law Violation,"Pistol, Revolver                                       ",,,32C,2016/12/01 00:00:00+00,INTERSECTION,Dixie Hwy / W Hill St,Louisville,KY,40210.0,Black,M,24.0,Dixie Hwy / W Hill St Louisville KY 40210,1197919.5,268917.5625,-85.7904802491545,38.2282958060457,,LOJIC
616,80-12-089955,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Cobra Enterprises Inc,,380C,2012/11/12 00:00:00+00,INTERSECTION,Dixie Hwy / W Hill St,Louisville,KY,40210.0,Black,M,23.0,Dixie Hwy / W Hill St Louisville KY 40210,1197919.5,268917.5625,-85.7904802491545,38.2282958060457,,LOJIC
617,80-12-019129,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Bryco Arms,,380C,2012/03/12 00:00:00+00,INTERSECTION,Dixie Hwy / W Hill St,Louisville,KY,40210.0,Black,M,18.0,Dixie Hwy / W Hill St Louisville KY 40210,1197919.5,268917.5625,-85.7904802491545,38.2282958060457,,LOJIC
618,80-11-019561,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Kbi,Pmk-380,380C,2011/03/17 00:00:00+00,INTERSECTION,Dixie Hwy / W Hill St,Louisville,KY,40210.0,Black,M,20.0,Dixie Hwy / W Hill St Louisville KY 40210,1197919.5,268917.5625,-85.7904802491545,38.2282958060457,,LOJIC
619,80-16-018427,Narcotics,"Rifle, Semi-automatic                                  ","Glock, Inc.                                            ",,380C,2016/03/03 00:00:00+00,INTERSECTION,Dixie Hwy / W Hill St,Louisville,KY,40210.0,White,M,26.0,Dixie Hwy / W Hill St Louisville KY 40210,1197919.5,268917.5625,-85.7904802491545,38.2282958060457,,LOJIC
620,80-12-065791,Narcotics,"Pistol, Semi-automatic                                 ",Hipoint,,40C,2012/08/18 00:00:00+00,INTERSECTION,S 10th St / Cedar Ct,Louisville,KY,40203.0,Black,M,23.0,S 10th St / Cedar Ct Louisville KY 40203,,,,,,
621,80-12-047575,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,,40C,2012/06/15 00:00:00+00,INTERSECTION,Dixie Hwy / W Hill St,Louisville,KY,40210.0,White,M,21.0,Dixie Hwy / W Hill St Louisville KY 40210,1197919.5,268917.5625,-85.7904802491545,38.2282958060457,,LOJIC
622,80-14-021269,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",Model 23/23c (4,40C,2014/03/27 00:00:00+00,INTERSECTION,Dixie Hwy / W Hill St,Louisville,KY,40210.0,Black,M,22.0,Dixie Hwy / W Hill St Louisville KY 40210,1197919.5,268917.5625,-85.7904802491545,38.2282958060457,,LOJIC
623,80-17-007544,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Cz (short For Ceska Zbrojovka),,9MM,2017/01/26 00:00:00+00,INTERSECTION,Dixie Hwy / W Hill St,Louisville,KY,40210.0,Black,M,29.0,Dixie Hwy / W Hill St Louisville KY 40210,1197919.5,268917.5625,-85.7904802491545,38.2282958060457,,LOJIC
624,80-11-094081,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Hipoint,Js-9 Series,9MM,2011/11/20 00:00:00+00,INTERSECTION,Dixie Hwy / W Hill St,Louisville,KY,40210.0,Black,M,38.0,Dixie Hwy / W Hill St Louisville KY 40210,1197919.5,268917.5625,-85.7904802491545,38.2282958060457,,LOJIC
625,80-16-008675,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Cobra Enterprises Inc,Ca-380,380C,2016/01/29 00:00:00+00,INTERSECTION,Dixie Hwy / W Kentucky St,Louisville,KY,40210.0,Black,M,23.0,Dixie Hwy / W Kentucky St Louisville KY 40210,1199615.5,273917.625,-85.7848670479508,38.2421018623719,,LOJIC
626,80-17-003318,Wpns Law Violation,"Pistol, Revolver                                       ","Rock Island Armory Inc. (geneseo, Il)                  ",Rock Island Arm,38C,2017/01/11 00:00:00+00,INTERSECTION,Dixie Hwy / W Kentucky St,Louisville,KY,40210.0,Black,M,15.0,Dixie Hwy / W Kentucky St Louisville KY 40210,1199615.5,273917.625,-85.7848670479508,38.2421018623719,,LOJIC
627,80-12-091651,Narcotics,"Pistol, Semi-automatic                                 ",Smith & Wesson,,40C,2012/11/18 00:00:00+00,INTERSECTION,Dixie Hwy / W Kentucky St,Louisville,KY,40210.0,Black,M,24.0,Dixie Hwy / W Kentucky St Louisville KY 40210,1199615.5,273917.625,-85.7848670479508,38.2421018623719,,LOJIC
628,80-14-018870,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Taurus International,,9MM,2014/03/17 00:00:00+00,INTERSECTION,Dixie Hwy / W Kentucky St,Louisville,KY,40210.0,Black,M,19.0,Dixie Hwy / W Kentucky St Louisville KY 40210,1199615.5,273917.625,-85.7848670479508,38.2421018623719,,LOJIC
629,80-14-081328,Stolen Property,"Pistol, Semi-automatic                                 ",Ruger,Handguns: Sp-10,357C,2014/10/22 00:00:00+00,INTERSECTION,Dixie Hwy / W Oak St,Louisville,KY,40210.0,Black,M,25.0,Dixie Hwy / W Oak St Louisville KY 40210,1199039.25,272217.0,-85.7867743830355,38.237406195846,,LOJIC
630,80-12-064246,Wpns Law Violation,"Pistol, Revolver                                       ",Smith & Wesson,,357C,2012/08/13 00:00:00+00,INTERSECTION,Dixie Hwy / W Oak St,Louisville,KY,40210.0,Black,M,42.0,Dixie Hwy / W Oak St Louisville KY 40210,1199039.25,272217.0,-85.7867743830355,38.237406195846,,LOJIC
631,80-12-091866,Wpns Law Violation,"Pistol, Revolver                                       ",Smith & Wesson,,38C,2012/11/19 00:00:00+00,INTERSECTION,Dixie Hwy / W Oak St,Louisville,KY,40210.0,Black,M,17.0,Dixie Hwy / W Oak St Louisville KY 40210,1199039.25,272217.0,-85.7867743830355,38.237406195846,,LOJIC
632,80-12-034127,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Taurus International,,40C,2012/05/01 00:00:00+00,INTERSECTION,Dixie Hwy / W Oak St,Louisville,KY,40210.0,Black,M,28.0,Dixie Hwy / W Oak St Louisville KY 40210,1199039.25,272217.0,-85.7867743830355,38.237406195846,,LOJIC
633,80-14-007146,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Hipoint,,380C,2014/01/29 00:00:00+00,INTERSECTION,Dixie Hwy / W Ormsby Ave,Louisville,KY,40210.0,White,M,44.0,Dixie Hwy / W Ormsby Ave Louisville KY 40210,1198797.5,271506.625,-85.7875746588894,38.2354446921813,,LOJIC
634,80-11-075221,Wpns Law Violation,"Pistol, Revolver                                       ",Iver Johnson Ar,Target,22C,2011/09/19 00:00:00+00,INTERSECTION,Dixie Hwy / W St Catherine St,Louisville,KY,40210.0,Black,M,26.0,Dixie Hwy / W St Catherine St Louisville KY 40210,1199385.0,273212.625,-85.7856285749191,38.2401556454996,,LOJIC
635,80-11-075221,Wpns Law Violation,"Pistol, Revolver                                       ",Iver Johnson Ar,Target,22C,2011/09/19 00:00:00+00,INTERSECTION,Dixie Hwy / W St Catherine St,Louisville,KY,40210.0,Black,M,26.0,Dixie Hwy / W St Catherine St Louisville KY 40210,1199385.0,273212.625,-85.7856285749191,38.2401556454996,,LOJIC
636,80-16-111451,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Phoenix Arms Co.,Hp Models,22C,2016/12/31 00:00:00+00,INTERSECTION,Dixie Hwy / Watson Ln,Louisville,KY,40272.0,Black,M,17.0,Dixie Hwy / Watson Ln Louisville KY 40272,1168039.25,206744.5,-85.8906269926301,38.0561751972437,,LOJIC
637,80-16-111451,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Phoenix Arms Co.,Hp Models,22C,2016/12/31 00:00:00+00,INTERSECTION,Dixie Hwy / Watson Ln,Louisville,KY,40272.0,Black,M,17.0,Dixie Hwy / Watson Ln Louisville KY 40272,1168039.25,206744.5,-85.8906269926301,38.0561751972437,,LOJIC
638,80-15-026368,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Ruger,Handguns: Lcp S,380C,2015/04/12 00:00:00+00,INTERSECTION,Dixie Hwy / Wilson Ave,Louisville,KY,40210.0,Black,M,25.0,Dixie Hwy / Wilson Ave Louisville KY 40210,1198705.875,271238.9375,-85.7878780480216,38.2347055216425,,LOJIC
639,80-12-068788,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,Pistols: 4043,40C,2012/08/28 00:00:00+00,INTERSECTION,Dixie Hwy / Wilson Ave,Louisville,KY,40210.0,Black,M,23.0,Dixie Hwy / Wilson Ave Louisville KY 40210,1198705.875,271238.9375,-85.7878780480216,38.2347055216425,,LOJIC
640,80-10-088520,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,,40C,2010/11/07 00:00:00+00,INTERSECTION,Dixie Hwy / Wilson Ave,Louisville,KY,40210.0,Black,M,29.0,Dixie Hwy / Wilson Ave Louisville KY 40210,1198705.875,271238.9375,-85.7878780480216,38.2347055216425,,LOJIC
641,80-10-088520,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,,40C,2010/11/07 00:00:00+00,INTERSECTION,Dixie Hwy / Wilson Ave,Louisville,KY,40210.0,Black,M,29.0,Dixie Hwy / Wilson Ave Louisville KY 40210,1198705.875,271238.9375,-85.7878780480216,38.2347055216425,,LOJIC
642,80-15-027706,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Springfield Armory,geneseo,il                          ",Pistol: Model X,45C,2015/04/17 00:00:00+00,INTERSECTION,Dixie Hwy / Wilson Ave,Louisville,KY,40210.0,Black,F,21.0,Dixie Hwy / Wilson Ave Louisville KY 40210,1198705.875,271238.9375,-85.7878780480216,38.2347055216425,,LOJIC
643,80-15-090019,Narcotics,"Pistol, Semi-automatic                                 ",Ruger,,45C,2015/11/05 00:00:00+00,INTERSECTION,Dixie Hwy / Wilson Ave,Louisville,KY,40210.0,Black,M,25.0,Dixie Hwy / Wilson Ave Louisville KY 40210,1198705.875,271238.9375,-85.7878780480216,38.2347055216425,,LOJIC
644,80-15-101377,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Hipoint,,9MM,2015/12/13 00:00:00+00,INTERSECTION,Dixie Hwy / Wilson Ave,Louisville,KY,40210.0,Black,M,30.0,Dixie Hwy / Wilson Ave Louisville KY 40210,1198705.875,271238.9375,-85.7878780480216,38.2347055216425,,LOJIC
645,80-15-033075,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",,40C,2015/05/04 00:00:00+00,INTERSECTION,Dixie Hwy / Youngland Ave,Shively,KY,,White,M,27.0,Dixie Hwy / Youngland Ave Shively KY ,1195883.125,262886.875,-85.7972155744856,38.2116440529435,,LOJIC
646,80-15-083059,Narcotics,"Pistol, Semi-automatic                                 ",Glock Gmbh,Model 35 (40sw),40C,2015/10/14 00:00:00+00,INTERSECTION,Dixie Hwy / Youngland Ave,Shively,KY,40216.0,White,M,22.0,Dixie Hwy / Youngland Ave Shively KY 40216,1195883.125,262886.875,-85.7972155744856,38.2116440529435,,LOJIC
647,80-15-083059,Narcotics,"Pistol, Semi-automatic                                 ",Glock Gmbh,Model 35 (40sw),40C,2015/10/14 00:00:00+00,INTERSECTION,Dixie Hwy / Youngland Ave,Shively,KY,40216.0,White,M,22.0,Dixie Hwy / Youngland Ave Shively KY 40216,1195883.125,262886.875,-85.7972155744856,38.2116440529435,,LOJIC
648,80-15-083059,Narcotics,"Pistol, Semi-automatic                                 ",Glock Gmbh,Model 17/17c (9,9MM,2015/10/14 00:00:00+00,INTERSECTION,Dixie Hwy / Youngland Ave,Shively,KY,40216.0,White,M,22.0,Dixie Hwy / Youngland Ave Shively KY 40216,1195883.125,262886.875,-85.7972155744856,38.2116440529435,,LOJIC
649,80-15-083059,Narcotics,"Pistol, Semi-automatic                                 ",Glock Gmbh,Model 17/17c (9,9MM,2015/10/14 00:00:00+00,INTERSECTION,Dixie Hwy / Youngland Ave,Shively,KY,40216.0,White,M,22.0,Dixie Hwy / Youngland Ave Shively KY 40216,1195883.125,262886.875,-85.7972155744856,38.2116440529435,,LOJIC
650,80-13-033171,Wpns Law Violation,"Pistol, Revolver                                       ",,Cdm (criterion,22C,2013/05/10 00:00:00+00,INTERSECTION,E Broadway / S Shelby St,Louisville,KY,40202.0,Black,M,15.0,E Broadway / S Shelby St Louisville KY 40202,1212655.75,274642.0,-85.7395097974765,38.2446786139262,,LOJIC
651,80-17-000638,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Keltec, Cnc Industries, Inc                            ",P-32,3220,2017/01/03 00:00:00+00,INTERSECTION,Douglass Blvd / Eleanor Ave,Louisville,KY,40205.0,White,M,45.0,Douglass Blvd / Eleanor Ave Louisville KY 40205,1227251.0,268138.875,-85.6883423729637,38.2274602084625,,LOJIC
652,80-14-056995,Wpns Law Violation,"Shotgun, Semiautomatic                                 ",O. F. Mossberg,,20GA,2014/07/31 00:00:00+00,INTERSECTION,Dover Rd / Martin Ave,Shively,KY,40216.0,White,M,35.0,Dover Rd / Martin Ave Shively KY 40216,1185261.125,252327.0475,-85.8335468005904,38.1821550365751,,LOJIC
653,80-14-056995,Wpns Law Violation,"Shotgun, Semiautomatic                                 ",O. F. Mossberg,,20GA,2014/07/31 00:00:00+00,INTERSECTION,Dover Rd / Martin Ave,Shively,KY,40216.0,White,M,35.0,Dover Rd / Martin Ave Shively KY 40216,1185261.125,252327.0475,-85.8335468005904,38.1821550365751,,LOJIC
654,80-12-031342,Narcotics,"Pistol, Semi-automatic                                 ",Hipoint,Hi-point,9MM,2012/04/22 00:00:00+00,INTERSECTION,Cane Run Rd / Greenwood Rd,Louisville,KY,40258.0,Hispanic,M,33.0,Cane Run Rd / Greenwood Rd Louisville KY 40258,1167023.75,240036.875,-85.8962196395149,38.1475330583474,,LOJIC
655,80-13-033210,Aggravated Assault,"Rifle, Semi-automatic                                  ",Norinco (north China Industries),,762M,2013/05/09 00:00:00+00,INTERSECTION,Cane Run Rd / Johnsontown Rd,Louisville,KY,40258.0,White,M,50.0,Cane Run Rd / Johnsontown Rd Louisville KY 40258,1166870.375,228823.25,-85.8960560588701,38.1167374525661,,LOJIC
656,80-14-071720,Narcotics,"Pistol, Semi-automatic                                 ",Glock Gmbh,Model 23/23c (4,40C,2014/09/19 00:00:00+00,INTERSECTION,Cane Run Rd / Kramers Ln,Louisville,KY,40216.0,Black,M,28.0,Cane Run Rd / Kramers Ln Louisville KY 40216,1184962.87625,259242.40625,-85.8349982297486,38.2011278635241,,LOJIC
657,80-13-039843,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Cobra Enterprises Inc,,380C,2013/06/01 00:00:00+00,INTERSECTION,Cane Run Rd / Lees Ln,Louisville,KY,40216.0,Black,F,34.0,Cane Run Rd / Lees Ln Louisville KY 40216,1179024.25,253047.375,-85.8552850300249,38.1838363165148,,LOJIC
658,80-16-048831,Narcotics,"Pistol, Semi-automatic                                 ",Taurus International,Model Pt111,9MM,2016/06/09 00:00:00+00,INTERSECTION,Cane Run Rd / Lions Arms Dr,Louisville,KY,40216.0,Black,M,19.0,Cane Run Rd / Lions Arms Dr Louisville KY 40216,1176427.125,250842.735,-85.8641847367973,38.1776586107591,,LOJIC
659,80-16-048831,Narcotics,"Pistol, Semi-automatic                                 ",Taurus International,Model Pt111,9MM,2016/06/09 00:00:00+00,INTERSECTION,Cane Run Rd / Lions Arms Dr,Louisville,KY,40216.0,Black,M,19.0,Cane Run Rd / Lions Arms Dr Louisville KY 40216,1176427.125,250842.735,-85.8641847367973,38.1776586107591,,LOJIC
660,80-16-101095,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",Model 22/22c (4,40C,2016/11/27 00:00:00+00,INTERSECTION,Cane Run Rd / Logistics Dr,Louisville,KY,40258.0,White,M,21.0,Cane Run Rd / Logistics Dr Louisville KY 40258,1168602.375,248864.9225,-85.891278141592,38.1718486275875,,LOJIC
661,80-10-012596,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Keltec, Cnc Ind                                        ",P-11,9MM,2010/02/22 00:00:00+00,INTERSECTION,Cane Run Rd / Logistics Dr,Louisville,KY,40258.0,White,M,23.0,Cane Run Rd / Logistics Dr Louisville KY 40258,1168602.375,248864.9225,-85.891278141592,38.1718486275875,,LOJIC
662,80-14-100593,Stolen Property,"Pistol, Semi-automatic                                 ",Taurus International,Pt58s,380C,2014/12/30 00:00:00+00,INTERSECTION,Cane Run Rd / Marie Anna Dr,Louisville,KY,40258.0,White,M,24.0,Cane Run Rd / Marie Anna Dr Louisville KY 40258,1166798.0,238254.8125,-85.8968937201254,38.1426291587616,,LOJIC
663,80-14-100593,Stolen Property,"Pistol, Semi-automatic                                 ",Taurus International,Pt58s,380C,2014/12/30 00:00:00+00,INTERSECTION,Cane Run Rd / Marie Anna Dr,Louisville,KY,40258.0,White,M,24.0,Cane Run Rd / Marie Anna Dr Louisville KY 40258,1166798.0,238254.8125,-85.8968937201254,38.1426291587616,,LOJIC
664,80-13-001229,Wpns Law Violation,"Pistol, Revolver                                       ",Smith & Wesson,,32C,2013/01/06 00:00:00+00,INTERSECTION,Cane Run Rd / Melody Acres Ln,Louisville,KY,40216.0,Black,M,72.0,Cane Run Rd / Melody Acres Ln Louisville KY 40216,1179913.75,254119.375,-85.8522557653446,38.1868221357439,,LOJIC
665,80-14-076361,Narcotics,"Pistol, Semi-automatic                                 ",Taurus International,Model Pt140,40C,2014/10/05 00:00:00+00,INTERSECTION,Cane Run Rd / New Lynnview Dr,Louisville,KY,40216.0,Black,F,24.0,Cane Run Rd / New Lynnview Dr Louisville KY 40216,,,,,,
666,80-13-006518,Narcotics,"Pistol, Semi-automatic                                 ",,,9MM,2013/01/27 00:00:00+00,INTERSECTION,Cane Run Rd / Old Millers Ln,Louisville,KY,40211.0,Black,M,31.0,Cane Run Rd / Old Millers Ln Louisville KY 40211,1191564.375,266398.25,-85.8124515774579,38.2210847796674,,LOJIC
667,80-10-001952,Wpns Law Violation,"Pistol, Revolver                                       ",,,222C,2010/01/09 00:00:00+00,INTERSECTION,Cane Run Rd / Patricia Dr,Louisville,KY,40216.0,Black,M,23.0,Cane Run Rd / Patricia Dr Louisville KY 40216,1180934.25,255491.03125,-85.8487886253333,38.1906368589287,,LOJIC
668,80-12-027358,Narcotics,"Pistol, Semi-automatic                                 ",Ruger,Handguns: P Ser,9MM,2012/04/08 00:00:00+00,INTERSECTION,Cane Run Rd / Patricia Dr,Louisville,KY,40216.0,Black,M,32.0,Cane Run Rd / Patricia Dr Louisville KY 40216,1180934.25,255491.03125,-85.8487886253333,38.1906368589287,,LOJIC
669,80-14-023807,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,Bodyguard,380C,2014/04/05 00:00:00+00,INTERSECTION,Cane Run Rd / Ralph Ave,Louisville,KY,40216.0,Black,M,33.0,Cane Run Rd / Ralph Ave Louisville KY 40216,1187740.75,261826.03125,-85.8254867845634,38.2083523683291,,LOJIC
670,80-14-063588,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Jimenez Arms,Ja380,380C,2014/08/22 00:00:00+00,INTERSECTION,Cane Run Rd / Ralph Ave,Louisville,KY,40216.0,White,M,21.0,Cane Run Rd / Ralph Ave Louisville KY 40216,1187740.75,261826.03125,-85.8254867845634,38.2083523683291,,LOJIC
671,80-16-042283,Wpns Law Violation,"Pistol, Derringer                                      ",Cobra Enterprises Inc,Cb9,9MM,2016/05/18 00:00:00+00,INTERSECTION,Cane Run Rd / Richelle Dr,Louisville,KY,40216.0,White,M,32.0,Cane Run Rd / Richelle Dr Louisville KY 40216,1186382.0,260560.6875,-85.8301392875418,38.204814308455,,LOJIC
672,80-12-061434,Narcotics,"Pistol, Revolver                                       ",Charter Arms Corp.,Undercover,38C,2012/08/03 00:00:00+00,INTERSECTION,Cane Run Rd / Riverport Dr,Louisville,KY,40258.0,Black,M,23.0,Cane Run Rd / Riverport Dr Louisville KY 40258,1168223.75125,246783.03125,-85.8924658309928,38.1661140743093,,LOJIC
673,80-16-105651,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Lorcin Engineer,L-25,25C,2016/12/11 00:00:00+00,INTERSECTION,Cane Run Rd / Rockford Ln,Louisville,KY,40216.0,Black,M,19.0,Cane Run Rd / Rockford Ln Louisville KY 40216,1179213.125,253270.1875,-85.854641529856,38.184457109156,,LOJIC
674,80-10-072042,Wpns Law Violation,"Pistol, Revolver                                       ",Ind.Nac.De Arms,,38C,2010/09/14 00:00:00+00,INTERSECTION,Cane Run Rd / S Crums Ln,Louisville,KY,40216.0,Black,M,63.0,Cane Run Rd / S Crums Ln Louisville KY 40216,,,,,,
675,80-11-049157,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,,9MM,2011/06/25 00:00:00+00,INTERSECTION,Cane Run Rd / S Crums Ln,Louisville,KY,40216.0,Black,M,22.0,Cane Run Rd / S Crums Ln Louisville KY 40216,,,,,,
676,80-16-096005,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,,9MM,2016/11/09 00:00:00+00,INTERSECTION,Cane Run Rd / Shanks Ln,Louisville,KY,40216.0,Black,M,45.0,Cane Run Rd / Shanks Ln Louisville KY 40216,1182750.25,257184.6875,-85.8425729246795,38.1953733657075,,LOJIC
677,80-16-096005,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,,9MM,2016/11/09 00:00:00+00,INTERSECTION,Cane Run Rd / Shanks Ln,Louisville,KY,40216.0,Black,M,45.0,Cane Run Rd / Shanks Ln Louisville KY 40216,1182750.25,257184.6875,-85.8425729246795,38.1953733657075,,LOJIC
678,80-12-032420,Aggravated Assault,"Shotgun, Single-shot                                   ",Firearms International Corp (washington Dc),Sb,20GA,2012/04/25 00:00:00+00,INTERSECTION,Cane Run Rd / Trade Port Dr,Louisville,KY,40258.0,White,M,18.0,Cane Run Rd / Trade Port Dr Louisville KY 40258,1166336.75,232315.985,-85.8981277776561,38.1263008923897,,LOJIC
679,80-15-070050,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Phoenix Arms Co.,Hp25a,25C,2015/09/03 00:00:00+00,INTERSECTION,Cane Run Rd / Van Winkle Dr,Louisville,KY,40216.0,Black,F,41.0,Cane Run Rd / Van Winkle Dr Louisville KY 40216,1185323.75,259574.78125,-85.8337625088936,38.2020574820993,,LOJIC
680,80-12-033657,Aggravated Assault,"Pistol, Single-shot                                    ",Kimber,Classic Series,45C,2012/04/30 00:00:00+00,INTERSECTION,Cannons Ln / Winchester Rd,Louisville,KY,40207.0,White,M,43.0,Cannons Ln / Winchester Rd Louisville KY 40207,1235654.75,271868.25,-85.6592898746231,38.2380566082932,,LOJIC
681,80-12-033657,Aggravated Assault,"Pistol, Single-shot                                    ",Kimber,Classic Series,45C,2012/04/30 00:00:00+00,INTERSECTION,Cannons Ln / Winchester Rd,Louisville,KY,40207.0,White,M,43.0,Cannons Ln / Winchester Rd Louisville KY 40207,1235654.75,271868.25,-85.6592898746231,38.2380566082932,,LOJIC
682,80-11-055090,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Hipoint,,9MM,2011/07/15 00:00:00+00,INTERSECTION,Carl Ct / Dena Dr,Louisville,KY,40215.0,Black,M,23.0,Carl Ct / Dena Dr Louisville KY 40215,1194366.25,255479.4375,-85.8020597100651,38.1912358907838,,LOJIC
683,80-13-056239,Wpns Law Violation,"Pistol, Revolver                                       ",Taurus International,,38C,2013/07/28 00:00:00+00,INTERSECTION,Carlimar Ln / Chippenham Rd,St_matthews,KY,,White,M,20.0,Carlimar Ln / Chippenham Rd St_matthews KY ,1246607.75,282468.125,-85.6217093083968,38.2676146523693,,LOJIC
684,80-16-035258,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",,40C,2016/04/27 00:00:00+00,INTERSECTION,Carlisle Ave / Henry Ave,Louisville,KY,40215.0,White,M,29.0,Carlisle Ave / Henry Ave Louisville KY 40215,1200196.625,256488.4375,-85.7818347141168,38.1942742560036,,LOJIC
685,80-15-106343,Robbery,"Pistol, Revolver                                       ",Comanche Fireamrs,Comanche Ii,38C,2015/12/30 00:00:00+00,INTERSECTION,Carlisle Ave / Lentz Ave,Louisville,KY,40215.0,Black,M,18.0,Carlisle Ave / Lentz Ave Louisville KY 40215,1199062.5,256502.1875,-85.7857811987646,38.1942601488109,,LOJIC
686,80-15-106343,Robbery,"Pistol, Revolver                                       ",Comanche Fireamrs,Comanche Ii,38C,2015/12/30 00:00:00+00,INTERSECTION,Carlisle Ave / Lentz Ave,Louisville,KY,40215.0,Black,M,18.0,Carlisle Ave / Lentz Ave Louisville KY 40215,1199062.5,256502.1875,-85.7857811987646,38.1942601488109,,LOJIC
687,80-11-028927,Wpns Law Violation,"Pistol, Revolver                                       ",Arms Co,,22C,2011/04/18 00:00:00+00,INTERSECTION,Carol Jean Ct / Taylor Blvd,Louisville,KY,40215.0,Black,M,16.0,Carol Jean Ct / Taylor Blvd Louisville KY 40215,1200140.25,247930.40625,-85.7815357178559,38.1707743764423,,LOJIC
688,80-11-042334,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Ruger,,9MM,2011/06/02 00:00:00+00,INTERSECTION,Cecil Ave / W Market St,Louisville,KY,40212.0,Black,M,29.0,Cecil Ave / W Market St Louisville KY 40212,1190342.125,281703.1875,-85.8176120642379,38.2630491687811,,LOJIC
689,80-15-080784,Narcotics,"Pistol, Semi-automatic                                 ",Glock Gmbh,Model 23/23c (4,40C,2015/10/07 00:00:00+00,INTERSECTION,Carol Jean Ct / Taylor Blvd,Louisville,KY,40215.0,Black,M,20.0,Carol Jean Ct / Taylor Blvd Louisville KY 40215,1200140.25,247930.40625,-85.7815357178559,38.1707743764423,,LOJIC
690,80-15-080784,Narcotics,"Pistol, Semi-automatic                                 ",Glock Gmbh,Model 23/23c (4,40C,2015/10/07 00:00:00+00,INTERSECTION,Carol Jean Ct / Taylor Blvd,Louisville,KY,40215.0,Black,M,20.0,Carol Jean Ct / Taylor Blvd Louisville KY 40215,1200140.25,247930.40625,-85.7815357178559,38.1707743764423,,LOJIC
691,80-15-080784,Narcotics,"Pistol, Semi-automatic                                 ",Glock Gmbh,Model 23/23c (4,40C,2015/10/07 00:00:00+00,INTERSECTION,Carol Jean Ct / Taylor Blvd,Louisville,KY,40215.0,Black,M,20.0,Carol Jean Ct / Taylor Blvd Louisville KY 40215,1200140.25,247930.40625,-85.7815357178559,38.1707743764423,,LOJIC
692,80-11-100194,Aggravated Assault,"Pistol, Semi-automatic                                 ",Hipoint,,4570,2011/12/10 00:00:00+00,INTERSECTION,Dr W J Hodge St / Maple St,Louisville,KY,40210.0,Black,M,31.0,Dr W J Hodge St / Maple St Louisville KY 40210,,,,,,
