ScoreRecent,GradeRecent,DateRecent,Score2,Grade2,Date2,Score3,Grade3,Date3,permit_number,facility_type,facility_type_description,subtype,subtype_description,premise_name,premise_address,premise_city,premise_state,premise_zip,opening_date,ObjectId
100,A,2023/07/17 00:00:00,97,A,2023/01/17 00:00:00,96,A,2022/06/14 00:00:00,94447,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,META,425 W CHESTNUT ST,LOUISVILLE,KY,40202,2013/12/05 00:00:00,3006
98,A,2023/08/14 00:00:00,94,,2023/08/14 00:00:00,98,A,2023/02/27 00:00:00,70331,607,RETAIL/FOOD ESTABLISHMENT,54,"RETAIL-FOOD  10,000 SQ FT OR LESS",CHOI'S ASIAN FOOD MARKET,607 LYNDON LN,LOUISVILLE,KY,40222,2003/08/28 00:00:00,3007
99,A,2023/06/27 00:00:00,97,A,2023/01/12 00:00:00,100,A,2022/06/09 00:00:00,109497,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,ZOMBIE TACO MOXY BAR,101 W MAIN ST,LOUISVILLE,KY,40202,2019/10/04 00:00:00,3008
0,,,0,,,0,,,120073,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,BARDSTOWN BOURBON CO,730 W MAIN ST,LOUISVILLE,KY,40202,2023/09/22 00:00:00,3009
98,A,2023/10/19 00:00:00,98,A,2023/05/12 00:00:00,98,A,2022/11/21 00:00:00,111724,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,RESIDENCE INN OLD HENRY,2510 TERRA CROSSING BLVD,LOUISVILLE,KY,40245,2020/12/16 00:00:00,3010
100,A,2023/06/21 00:00:00,98,A,2023/01/06 00:00:00,100,A,2022/07/15 00:00:00,102238,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,ARAMARK AT THORNTONS,2600 JAMES THORNTON WAY,LOUISVILLE,KY,40245,2017/04/18 00:00:00,3011
99,A,2023/11/06 00:00:00,99,A,2023/05/17 00:00:00,99,A,2022/12/13 00:00:00,111758,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,LA QUINTA INN & SUITES BY WYNDHAM,13825 TERRA VIEW TRL,LOUISVILLE,KY,40245,2021/01/04 00:00:00,3012
99,A,2023/07/19 00:00:00,100,A,2023/02/03 00:00:00,98,A,2022/08/19 00:00:00,95874,605,FOOD SERVICE ESTABLISHMENT,31,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,PRIMROSE SCHOOL OF EAST LOUISVILLE,1151 DORSEY LN,LOUISVILLE,KY,40223,2014/07/29 00:00:00,3013
97,,2023/09/27 00:00:00,96,,2022/10/14 00:00:00,100,,2021/10/20 00:00:00,70912,610,RETAIL FOOD STORES,62,PRE-PACKAGED RETAIL,WALGREENS #7315,13807 ENGLISH VILLA DR,LOUISVILLE,KY,40245,2003/12/16 00:00:00,3014
100,A,2023/08/03 00:00:00,100,A,2023/02/14 00:00:00,100,A,2022/08/11 00:00:00,94457,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,EVAN WILLIAMS 3RD FLOOR CATERING ROOM,528 W MAIN ST,LOUISVILLE,KY,40202,2013/12/11 00:00:00,3015
0,,,0,,,0,,,120204,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,THE MISFIT LOU,119 S 7TH ST,LOUISVILLE,KY,40202,2023/10/06 00:00:00,3016
98,,2023/10/16 00:00:00,98,,2022/11/14 00:00:00,98,,2021/11/24 00:00:00,102584,610,RETAIL FOOD STORES,62,PRE-PACKAGED RETAIL,HALA SMOKE SHOP & GROCERY,4102 MURPHY LN,LOUISVILLE,KY,40241,2019/05/11 00:00:00,3017
97,A,2023/08/02 00:00:00,98,A,2023/02/23 00:00:00,98,A,2022/09/08 00:00:00,96186,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,FIESTA TIME AMIGOS,135 S ENGLISH STATION RD,LOUISVILLE,KY,40245,2014/09/12 00:00:00,3018
100,A,2023/06/27 00:00:00,97,A,2023/01/12 00:00:00,99,A,2022/06/09 00:00:00,109529,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,REPEAL BANQUET KITCHEN,101 W MAIN ST,LOUISVILLE,KY,40202,2019/10/04 00:00:00,3019
99,A,2023/07/17 00:00:00,98,A,2023/01/31 00:00:00,99,A,2022/08/15 00:00:00,111874,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,GREEN DISTRICT SALADS,13301 SHELBYVILLE RD STE 104,LOUISVILLE,KY,40243,2021/02/01 00:00:00,3020
98,,2023/02/24 00:00:00,100,,2022/03/23 00:00:00,98,,2021/03/15 00:00:00,30154,610,RETAIL FOOD STORES,62,PRE-PACKAGED RETAIL,CIRCLE K #4700117,9619 WHIPPS MILL RD,LOUISVILLE,KY,40222,1988/06/28 00:00:00,3021
100,,2023/09/11 00:00:00,97,,2022/09/15 00:00:00,96,,2021/10/05 00:00:00,94727,610,RETAIL FOOD STORES,62,PRE-PACKAGED RETAIL,CVS #6210,501 S 4TH ST,LOUISVILLE,KY,40202,2014/02/10 00:00:00,3022
97,A,2023/05/23 00:00:00,97,A,2022/11/29 00:00:00,100,A,2022/05/25 00:00:00,102589,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,MOZZAPI,12102 LAGRANGE RD,LOUISVILLE,KY,40223,2017/05/17 00:00:00,3023
100,A,2023/06/23 00:00:00,99,A,2022/12/30 00:00:00,100,A,2022/07/22 00:00:00,96327,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,BRIX WINE BAR & BISTRO,12418 LAGRANGE RD,LOUISVILLE,KY,40245,2014/09/30 00:00:00,3024
99,,2023/09/25 00:00:00,100,,2022/10/14 00:00:00,100,,2021/10/14 00:00:00,71103,610,RETAIL FOOD STORES,62,PRE-PACKAGED RETAIL,CVS #5866,13900 SHELBYVILLE RD,LOUISVILLE,KY,40245,2004/01/28 00:00:00,3025
99,A,2023/09/28 00:00:00,100,A,2023/04/19 00:00:00,99,A,2022/10/20 00:00:00,103057,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,FIVE GUYS,13303 SHELBYVILLE RD,LOUISVILLE,KY,40223,2017/07/14 00:00:00,3026
100,A,2023/08/21 00:00:00,100,A,2023/01/17 00:00:00,100,A,2022/08/29 00:00:00,31371,605,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,ZACHARY TAYLOR ELEMENTARY,9620 WESTPORT RD,LOUISVILLE,KY,40241,1989/01/24 00:00:00,3027
99,A,2023/07/24 00:00:00,98,A,2023/01/30 00:00:00,99,A,2022/07/07 00:00:00,109578,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,LOS AZTECAS,445 E MARKET ST,LOUISVILLE,KY,40202,2019/10/28 00:00:00,3028
98,A,2023/05/23 00:00:00,98,A,2022/11/30 00:00:00,99,A,2022/06/01 00:00:00,96572,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,BASKIN ROBBINS #353400,12418 LAGRANGE RD,LOUISVILLE,KY,40245,2014/11/14 00:00:00,3029
97,,2023/09/27 00:00:00,97,,2023/06/08 00:00:00,96,,2023/03/07 00:00:00,94731,610,RETAIL FOOD STORES,61,SUPERMARKET WITH PROCESSING,WORLD FOOD MARKET,737 S 8TH ST,LOUISVILLE,KY,40203,2014/02/10 00:00:00,3030
97,A,2023/08/16 00:00:00,95,A,2023/02/22 00:00:00,95,A,2022/08/30 00:00:00,111937,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,HOME RUN BURGERS,12949 SHELBYVILLE RD STE 113,LOUISVILLE,KY,40243,2021/02/22 00:00:00,3031
99,A,2023/05/18 00:00:00,98,,2023/05/18 00:00:00,98,A,2022/11/17 00:00:00,103062,607,RETAIL/FOOD ESTABLISHMENT,54,"RETAIL-FOOD  10,000 SQ FT OR LESS",JW CAFE & BAKERY,2301 TERRA CROSSING BLVD,LOUISVILLE,KY,40245,2017/07/10 00:00:00,3032
93,A,2023/09/27 00:00:00,96,A,2023/04/17 00:00:00,97,A,2022/10/18 00:00:00,71106,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,PAPA JOHN'S #11,14041 SHELBYVILLE RD,LOUISVILLE,KY,40245,2010/01/11 00:00:00,3033
97,A,2023/07/19 00:00:00,96,A,2023/01/25 00:00:00,95,A,2022/07/01 00:00:00,109580,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,ADA'S KITCHEN,214 W BROADWAY,LOUISVILLE,KY,40202,2019/10/29 00:00:00,3034
97,A,2023/06/02 00:00:00,97,A,2022/12/29 00:00:00,98,A,2022/07/19 00:00:00,96592,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,STARBUCKS  #23154,12911 FACTORY LN,LOUISVILLE,KY,40245,2014/11/20 00:00:00,3035
99,A,2023/10/11 00:00:00,100,A,2023/04/18 00:00:00,100,A,2022/11/14 00:00:00,94844,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,BRAZEIROS,450 S 4TH ST,LOUISVILLE,KY,40202,2014/03/10 00:00:00,3036
97,C,2023/08/30 00:00:00,100,A,2023/01/18 00:00:00,99,A,2022/09/07 00:00:00,31379,605,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,WESTPORT MIDDLE SCHOOL,8100 WESTPORT RD,LOUISVILLE,KY,40242,1988/07/14 00:00:00,3037
99,A,2023/10/10 00:00:00,99,A,2023/04/28 00:00:00,99,A,2022/11/03 00:00:00,71722,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,AFC SUSHI @ KROGER #356,12501 SHELBYVILLE RD,LOUISVILLE,KY,40243,2004/05/10 00:00:00,3038
99,A,2023/06/02 00:00:00,98,A,2022/12/12 00:00:00,100,A,2022/06/27 00:00:00,103068,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,SUBWAY,2300 TERRA CROSSING BLVD STE 101,LOUISVILLE,KY,40245,2017/07/12 00:00:00,3039
100,A,2023/08/15 00:00:00,100,A,2023/02/17 00:00:00,99,A,2022/07/29 00:00:00,109616,605,FOOD SERVICE ESTABLISHMENT,42,CATERERS,LONGINO CATERING,625 S 4TH ST,LOUISVILLE,KY,40202,2019/11/04 00:00:00,3040
99,,2023/04/13 00:00:00,98,,2022/04/18 00:00:00,99,,2021/03/17 00:00:00,111954,610,RETAIL FOOD STORES,61,SUPERMARKET WITH PROCESSING,SALOUM GROCERY,4088 MURPHY LN STE 103,LOUISVILLE,KY,40241,2021/02/17 00:00:00,3041
100,A,2023/08/01 00:00:00,96,A,2023/02/09 00:00:00,100,A,2022/07/25 00:00:00,95651,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,SEVEN COUNTIES SERVICES,708 MAGAZINE ST STE 100,LOUISVILLE,KY,40203,2014/06/19 00:00:00,3042
95,A,2023/08/31 00:00:00,96,A,2023/03/24 00:00:00,93,A,2022/09/26 00:00:00,72901,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,JASMINE CHINESE CUISINE,13825 ENGLISH VILLA DR,LOUISVILLE,KY,40245,2010/04/20 00:00:00,3043
99,A,2023/05/25 00:00:00,100,,2023/05/25 00:00:00,97,A,2022/12/08 00:00:00,96833,607,RETAIL/FOOD ESTABLISHMENT,54,"RETAIL-FOOD  10,000 SQ FT OR LESS",SPEEDWAY #9451,2400 TERRA CROSSING BLVD,LOUISVILLE,KY,40245,2015/01/16 00:00:00,3044
100,A,2023/08/29 00:00:00,100,A,2023/03/08 00:00:00,100,A,2022/09/14 00:00:00,31415,605,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,BOWEN ELEMENTARY SCHOOL,1601 ROOSEVELT LN,LOUISVILLE,KY,40242,1988/07/14 00:00:00,3045
96,A,2023/10/24 00:00:00,98,A,2023/05/02 00:00:00,89,C,2022/12/01 00:00:00,96425,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,DUNKIN DONUTS #353573,320 S 4TH ST,LOUISVILLE,KY,40202,2014/10/17 00:00:00,3046
98,,2023/08/16 00:00:00,98,,2022/08/16 00:00:00,100,,2021/07/21 00:00:00,74650,603,RESTRICTED FOOD CONCESSIONS,53,STATIONARY RESTRICTED CONCESSON,POLO FIELDS CC POOL SNACK BAR,17001 POLO FIELDS LN,LOUISVILLE,KY,40245,2005/09/12 00:00:00,3047
96,A,2023/09/18 00:00:00,98,A,2023/03/08 00:00:00,97,A,2022/09/15 00:00:00,109702,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,GALT WALKER'S EXCHANGE,140 N 4TH ST,LOUISVILLE,KY,40202,2019/10/24 00:00:00,3048
97,,2023/06/09 00:00:00,97,,2022/07/06 00:00:00,98,,2021/03/25 00:00:00,111957,610,RETAIL FOOD STORES,65,RETAIL BAKERY,CRUMBL COOKIES,12949 SHELBYVILLE RD STE 102,LOUISVILLE,KY,40243,2021/02/19 00:00:00,3049
96,A,2023/07/18 00:00:00,95,A,2023/01/24 00:00:00,96,A,2022/08/11 00:00:00,103166,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,BLIND SQUIRREL,592 N ENGLISH STATION RD,LOUISVILLE,KY,40223,2017/07/26 00:00:00,3050
100,A,2023/09/14 00:00:00,100,A,2023/04/11 00:00:00,99,A,2022/10/14 00:00:00,96903,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,CHURCH OF EPIPHANY,914 OLD HARRODS CREEK RD,LOUISVILLE,KY,40223,2015/02/02 00:00:00,3051
100,A,2023/08/24 00:00:00,100,A,2023/01/23 00:00:00,100,A,2022/09/27 00:00:00,31429,605,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,MIDDLETOWN ELEMENTARY SCHOOL,218 N MADISON AVE,LOUISVILLE,KY,40243,1989/03/29 00:00:00,3052
96,A,2023/05/19 00:00:00,97,A,2022/12/29 00:00:00,94,A,2022/06/07 00:00:00,96476,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,8 UP,350 W CHESTNUT ST,LOUISVILLE,KY,40202,2014/10/29 00:00:00,3053
100,A,2023/07/18 00:00:00,100,A,2023/02/02 00:00:00,100,A,2022/08/30 00:00:00,76130,605,FOOD SERVICE ESTABLISHMENT,31,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,CHERISHED CHILDREN CHRISTIAN CHILD CARE,12710 OLD HENRY RD,LOUISVILLE,KY,40223,2006/05/26 00:00:00,3054
100,A,2023/10/12 00:00:00,100,A,2023/05/05 00:00:00,100,A,2022/11/15 00:00:00,111959,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,FOREST SPRINGS NUTRITION,12478 LAGRANGE RD,LOUISVILLE,KY,40245,2021/02/27 00:00:00,3055
97,C,2023/07/19 00:00:00,100,A,2023/02/13 00:00:00,99,A,2022/09/02 00:00:00,103179,605,FOOD SERVICE ESTABLISHMENT,32,FOOD SERVICE (HOSPITAL / NURSING HOME,ENCLAVE OF EAST LOUISVILLE,100 SHELBY STATION DR,LOUISVILLE,KY,40245,2017/07/21 00:00:00,3056
96,A,2023/09/18 00:00:00,99,A,2023/03/08 00:00:00,99,A,2023/03/08 00:00:00,109703,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,GALT JOCKEY SILKS,140 N 4TH ST,LOUISVILLE,KY,40202,2019/10/24 00:00:00,3057
98,,2023/06/16 00:00:00,97,,2022/07/12 00:00:00,99,,2021/07/20 00:00:00,96988,610,RETAIL FOOD STORES,61,SUPERMARKET WITH PROCESSING,ALDI #41,10620 WESTPORT RD,LOUISVILLE,KY,40241,2015/02/25 00:00:00,3058
99,A,2023/09/11 00:00:00,99,A,2023/03/14 00:00:00,97,A,2022/10/11 00:00:00,96638,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,HAYMARKET BISTRO,300 E MARKET ST,LOUISVILLE,KY,40202,2014/12/01 00:00:00,3059
98,A,2023/10/12 00:00:00,98,A,2023/04/28 00:00:00,98,A,2022/11/10 00:00:00,77594,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,ARBY'S #7810,12933 SHELBYVILLE RD,LOUISVILLE,KY,40223,2007/02/07 00:00:00,3060
99,A,2023/08/24 00:00:00,100,A,2023/01/23 00:00:00,100,A,2022/10/06 00:00:00,31806,605,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,ANCHORAGE PUBLIC SCHOOL,11400 RIDGE RD,LOUISVILLE,KY,40223,1988/07/25 00:00:00,3061
98,A,2023/08/29 00:00:00,99,,2023/08/29 00:00:00,96,A,2023/03/14 00:00:00,103327,607,RETAIL/FOOD ESTABLISHMENT,54,"RETAIL-FOOD  10,000 SQ FT OR LESS",SATNAM LLC,11401 WESTPORT RD,LOUISVILLE,KY,40241,2017/08/04 00:00:00,3062
100,A,2023/08/04 00:00:00,97,A,2023/02/14 00:00:00,100,A,2022/08/10 00:00:00,109745,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,JUSTINS' HOUSE OF BOURBON,101 W MARKET ST,LOUISVILLE,KY,40202,2019/11/18 00:00:00,3063
97,A,2023/09/14 00:00:00,97,A,2023/03/22 00:00:00,99,A,2022/09/26 00:00:00,97107,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,TEXAS ROADHOUSE,13321 SHELBYVILLE RD,LOUISVILLE,KY,40223,2015/03/20 00:00:00,3064
100,A,2023/09/28 00:00:00,100,A,2023/04/20 00:00:00,100,A,2022/12/08 00:00:00,112084,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,RAISING CANE'S #646,10490 WESTPORT RD,LOUISVILLE,KY,40241,2021/02/19 00:00:00,3065
100,A,2023/10/31 00:00:00,100,A,2023/05/03 00:00:00,94,A,2022/11/08 00:00:00,109899,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,EXPO,114 W MAIN ST,LOUISVILLE,KY,40202,2019/12/18 00:00:00,3066
98,A,2023/07/25 00:00:00,95,A,2023/02/03 00:00:00,99,A,2022/08/05 00:00:00,97131,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,WILD EGGS,121 S FLOYD ST,LOUISVILLE,KY,40202,2015/03/23 00:00:00,3067
99,A,2023/08/15 00:00:00,99,A,2023/02/28 00:00:00,97,A,2022/09/12 00:00:00,97135,605,FOOD SERVICE ESTABLISHMENT,32,FOOD SERVICE (HOSPITAL / NURSING HOME,FOREST SPRINGS HEALTH CAMPUS,4120 WOODED ACRE LN,LOUISVILLE,KY,40245,2015/03/26 00:00:00,3068
100,A,2023/08/18 00:00:00,99,A,2023/02/24 00:00:00,100,A,2022/09/12 00:00:00,103525,605,FOOD SERVICE ESTABLISHMENT,31,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,BUILDING KIDZ SCHOOL,2415 BUSH RIDGE DR,LOUISVILLE,KY,40245,2017/09/11 00:00:00,3069
96,A,2023/06/15 00:00:00,96,A,2022/12/20 00:00:00,97,A,2022/07/06 00:00:00,77775,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,LADY FINGERS CATERING,12901 OLD HENRY RD,LOUISVILLE,KY,40223,2010/03/24 00:00:00,3070
93,A,2023/05/31 00:00:00,93,A,2022/12/01 00:00:00,93,A,2022/05/19 00:00:00,32114,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,CORNER CAFE & PIZZERIA,9307 NEW LAGRANGE RD,LOUISVILLE,KY,40242,1990/02/19 00:00:00,3071
98,A,2023/10/23 00:00:00,100,A,2023/05/15 00:00:00,99,A,2022/11/30 00:00:00,112089,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,VILLE NUTRITION,2805 N HURSTBOURNE PKWY STE 102,LOUISVILLE,KY,40241,2021/03/11 00:00:00,3072
95,A,2023/08/23 00:00:00,96,A,2023/02/19 00:00:00,100,A,2022/07/07 00:00:00,109902,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,OVRDRIVE,112 W JEFFERSON ST,LOUISVILLE,KY,40202,2019/12/20 00:00:00,3073
100,A,2023/09/28 00:00:00,96,A,2023/04/07 00:00:00,90,A,2022/11/21 00:00:00,97214,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,EMBASSY SUITES,501 S 4TH ST,LOUISVILLE,KY,40202,2015/04/09 00:00:00,3074
96,A,2023/05/16 00:00:00,94,A,2022/11/16 00:00:00,96,A,2022/05/11 00:00:00,97209,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,BILLY GOAT TAVERN KY AKA THE GOAT,700 LANDIS RIDGE DR,LOUISVILLE,KY,40245,2015/04/08 00:00:00,3075
97,A,2023/06/14 00:00:00,98,A,2023/01/06 00:00:00,99,A,2022/07/29 00:00:00,103712,605,FOOD SERVICE ESTABLISHMENT,32,FOOD SERVICE (HOSPITAL / NURSING HOME,BEEHIVE HOMES OF LYNDON,8401 LAGRANGE RD,LOUISVILLE,KY,40222,2017/10/12 00:00:00,3076
100,A,2023/06/29 00:00:00,100,A,2023/02/01 00:00:00,99,A,2022/10/11 00:00:00,32879,605,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,MARYHURST SCHOOL,1015 DORSEY LN,LOUISVILLE,KY,40223,2009/10/20 00:00:00,3077
98,A,2023/05/23 00:00:00,98,A,2022/11/21 00:00:00,98,A,2022/05/24 00:00:00,112298,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,TACO CITY 2,11601 SHELBYVILLE RD,LOUISVILLE,KY,40243,2021/04/07 00:00:00,3078
95,A,2023/07/25 00:00:00,96,A,2023/02/21 00:00:00,94,A,2022/08/30 00:00:00,77846,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,EL NOPAL,12937 SHELBYVILLE RD,LOUISVILLE,KY,40243,2007/03/30 00:00:00,3079
97,A,2023/05/10 00:00:00,99,A,2022/11/09 00:00:00,98,A,2022/04/26 00:00:00,97300,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,WILD EGGS #3,135 S ENGLISH STATION RD,LOUISVILLE,KY,40245,2015/04/20 00:00:00,3080
100,A,2023/09/28 00:00:00,98,A,2023/03/22 00:00:00,98,A,2022/09/13 00:00:00,97357,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,BRENDON'S CATCH 23,505 S 4TH ST,LOUISVILLE,KY,40202,2015/04/27 00:00:00,3081
100,A,2023/07/17 00:00:00,100,A,2023/01/23 00:00:00,100,A,2022/07/15 00:00:00,110004,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,DOC'S BOURBON ROOM,129 W MAIN ST,LOUISVILLE,KY,40202,2020/01/21 00:00:00,3082
99,A,2023/05/25 00:00:00,98,A,2022/11/29 00:00:00,99,A,2022/05/25 00:00:00,103885,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,KFC,12420 LAGRANGE RD,LOUISVILLE,KY,40245,2017/11/14 00:00:00,3083
100,A,2023/10/11 00:00:00,100,A,2023/04/26 00:00:00,99,A,2022/11/02 00:00:00,78571,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,CHAMPS ROLLERDROME HURSTBOURNE,9851 LAGRANGE RD,LOUISVILLE,KY,40223,2007/07/16 00:00:00,3084
98,A,2023/07/03 00:00:00,98,A,2023/01/17 00:00:00,96,A,2022/04/06 00:00:00,98506,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,MUSSEL & BURGER BAR II,113 S 7TH ST,LOUISVILLE,KY,40202,2015/10/05 00:00:00,3085
98,A,2023/06/05 00:00:00,97,A,2022/12/12 00:00:00,96,A,2022/06/13 00:00:00,33114,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,MCDONALD'S,9254 WESTPORT RD,LOUISVILLE,KY,40222,1988/08/02 00:00:00,3086
100,A,2023/08/09 00:00:00,100,A,2023/02/23 00:00:00,100,A,2022/09/06 00:00:00,112536,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,HAZELNUT FARM,816 EASTWOOD FISHERVILLE RD,FISHERVILLE,KY,40023,2021/05/10 00:00:00,3087
98,A,2023/06/21 00:00:00,98,A,2023/01/11 00:00:00,98,A,2022/07/19 00:00:00,97496,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,JIMMY JOHN'S #3234,12915 FACTORY LN,LOUISVILLE,KY,40245,2015/05/06 00:00:00,3088
97,A,2023/10/18 00:00:00,98,A,2023/05/08 00:00:00,98,A,2022/11/09 00:00:00,103898,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,JOELLA'S HOT CHICKEN,13401 SHELBYVILLE RD,LOUISVILLE,KY,40245,2017/11/17 00:00:00,3089
97,A,2023/09/12 00:00:00,99,A,2023/03/17 00:00:00,96,A,2022/10/13 00:00:00,111339,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,PARLOUR PIZZA,133 W LIBERTY ST,LOUISVILLE,KY,40202,2020/10/06 00:00:00,3090
99,A,2023/09/26 00:00:00,97,,2023/09/26 00:00:00,100,A,2023/04/17 00:00:00,78595,607,RETAIL/FOOD ESTABLISHMENT,55,"RETAIL-FOOD  10,001 SQ FT OR OVER",WALMART #4450,12981 SHELBYVILLE RD,LOUISVILLE,KY,40223,2007/07/17 00:00:00,3091
93,A,2023/07/21 00:00:00,96,A,2023/02/01 00:00:00,98,A,2022/08/08 00:00:00,98571,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,ALOFT LOUISVILLE DOWNTOWN,102 W MAIN ST,LOUISVILLE,KY,40202,2015/10/14 00:00:00,3092
99,A,2023/07/20 00:00:00,99,A,2023/01/26 00:00:00,100,A,2022/08/23 00:00:00,33317,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,LYNDON ELKS LODGE #2052,904 ORMSBY LN,LOUISVILLE,KY,40242,1988/08/03 00:00:00,3093
96,A,2023/07/26 00:00:00,93,A,2023/02/13 00:00:00,94,A,2022/08/29 00:00:00,112788,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,MILANO ITALIAN RESTAURANT,11300 WESTPORT RD,LOUISVILLE,KY,40241,2021/06/03 00:00:00,3094
99,A,2023/07/17 00:00:00,99,A,2023/01/31 00:00:00,100,A,2022/08/30 00:00:00,97559,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,CHIPOTLE,13303 SHELBYVILLE RD,LOUISVILLE,KY,40223,2015/05/22 00:00:00,3095
100,A,2023/08/21 00:00:00,100,A,2023/01/18 00:00:00,100,A,2022/08/30 00:00:00,78778,605,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,STOPHER ELEMENTARY,14417 AIKEN RD,LOUISVILLE,KY,40245,2007/08/14 00:00:00,3096
100,A,2023/09/07 00:00:00,98,A,2023/03/13 00:00:00,99,A,2022/10/07 00:00:00,99231,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,SMASHBURGER,316 S 4TH ST,LOUISVILLE,KY,40202,2016/02/02 00:00:00,3097
98,A,2023/09/01 00:00:00,98,A,2023/02/28 00:00:00,100,A,2022/08/29 00:00:00,113067,605,FOOD SERVICE ESTABLISHMENT,52,SELF-CONTAINED MOBILE FOOD UNITS,CAPTAIN'S KITCHEN,,LOUISVILLE,KY,40202,2021/07/16 00:00:00,3098
