OBJECTID,GEOID10,Under18_Tot,Under5_Tot,Under5_ER,Under5_Hosp,FivePlus_Tot,FivePlus_ER,Tot_ER_Visits,Tot_Hosp_Visits,AsthmaCt,Diabetes1Ct,Diabetes2Ct,DiabetesOtherCt,PctUndr5ER,PctOvr5ER,PctAsthma,PctDiabetes,Shape__Area,Shape__Length
1221,2603930480,74.0,36.0,11.0,25.0,38.0,15.0,26.0,48.0,,0,0,0,0.305555555555556,0.394736842105263,,0.0,2009616335.45605,190551.359926409
1222,2603906600,65.0,24.0,9.0,15.0,41.0,18.0,27.0,38.0,,0,0,0,0.375,0.439024390243902,,0.0,1996256016.01465,189380.36621698
1223,2612527880,367.0,185.0,63.0,122.0,182.0,72.0,135.0,232.0,21.0,0,0,0,0.340540540540541,0.395604395604396,0.0572207084468665,0.0,108138326.700195,46956.7727440795
1224,2612527760,,,,,,,,,,0,0,0,,,,,376169.794921875,2575.5233262784
1225,2612527440,1052.0,484.0,160.0,324.0,568.0,210.0,370.0,682.0,48.0,0,0,0,0.330578512396694,0.369718309859155,0.0456273764258555,0.0,928447488.892578,181728.839268416
1226,2612527380,105.0,50.0,18.0,32.0,55.0,21.0,39.0,66.0,6.0,0,0,0,0.36,0.381818181818182,0.0571428571428571,0.0,74140689.0478516,59160.73152071
1227,2612517640,578.0,275.0,98.0,177.0,303.0,126.0,224.0,354.0,14.0,0,0,0,0.356363636363636,0.415841584158416,0.0242214532871972,0.0,833544206.415527,163899.362281415
1228,2612516160,151.0,73.0,22.0,51.0,78.0,26.0,48.0,103.0,9.0,0,0,0,0.301369863013699,0.333333333333333,0.0596026490066225,0.0,61303986.0561523,36841.302611868
1229,2612510040,298.0,152.0,56.0,96.0,146.0,65.0,121.0,177.0,19.0,0,0,0,0.368421052631579,0.445205479452055,0.063758389261745,0.0,1002795522.7627,126648.274720418
1230,2613377760,46.0,24.0,9.0,15.0,22.0,10.0,19.0,27.0,,0,0,0,0.375,0.454545454545455,,0.0,980459273.174805,125404.989659597
1231,2613373280,48.0,21.0,7.0,14.0,27.0,11.0,18.0,30.0,,0,0,0,0.333333333333333,0.407407407407407,,0.0,1038803326.93848,129360.145996806
1232,2613369760,62.0,33.0,12.0,21.0,29.0,12.0,24.0,38.0,,0,0,0,0.363636363636364,0.413793103448276,,0.0,973607428.291992,125106.272123696
1233,2613368440,84.0,42.0,16.0,26.0,42.0,19.0,35.0,49.0,,0,0,0,0.380952380952381,0.452380952380952,,0.0,918458748.677734,199223.539587509
1234,2613367820,133.0,68.0,28.0,40.0,65.0,28.0,56.0,77.0,,0,0,0,0.411764705882353,0.430769230769231,,0.0,58859868.2958984,67810.5780038727
1235,2612509180,,,,,,,,,,0,0,0,,,,,140450123.691406,47949.1403640816
1236,2612509110,242.0,89.0,27.0,62.0,153.0,55.0,82.0,160.0,7.0,0,0,0,0.303370786516854,0.359477124183007,0.0289256198347107,0.0,724438550.154785,207238.698801336
1237,2612508640,89.0,30.0,11.0,19.0,59.0,23.0,34.0,55.0,,0,0,0,0.366666666666667,0.389830508474576,,0.0,133904863.590332,72331.7272098005
1238,2612507660,173.0,69.0,17.0,52.0,104.0,39.0,56.0,117.0,6.0,0,0,0,0.246376811594203,0.375,0.0346820809248555,0.0,72889294.0512695,35820.2218369002
1239,2612504105,282.0,147.0,49.0,98.0,135.0,55.0,104.0,178.0,19.0,0,0,0,0.333333333333333,0.407407407407407,0.0673758865248227,0.0,463826369.770996,139192.819209087
1240,2612500400,89.0,41.0,13.0,28.0,48.0,19.0,32.0,57.0,,0,0,0,0.317073170731707,0.395833333333333,,0.0,1019701798.15088,127666.112442713
1241,2613361280,40.0,13.0,,8.0,27.0,10.0,15.0,25.0,,0,0,0,,0.37037037037037,,0.0,960385187.529297,138519.842535353
1242,2613361080,49.0,17.0,7.0,10.0,32.0,14.0,21.0,28.0,,0,0,0,0.411764705882353,0.4375,,0.0,987445034.642578,125612.829091647
1243,2613353660,38.0,17.0,,12.0,21.0,10.0,15.0,23.0,,0,0,0,,0.476190476190476,,0.0,990693140.667969,125696.612078023
1244,2613351680,71.0,30.0,12.0,18.0,41.0,18.0,30.0,41.0,,0,0,0,0.4,0.439024390243902,,0.0,1033207689.78027,128804.435492523
1245,2613347720,85.0,31.0,12.0,19.0,54.0,24.0,36.0,49.0,,0,0,0,0.387096774193548,0.444444444444444,,0.0,989340483.185547,125877.205240427
1246,2613347120,57.0,31.0,13.0,18.0,26.0,11.0,24.0,33.0,6.0,0,0,0,0.419354838709677,0.423076923076923,0.105263157894737,0.0,979083497.401367,125499.340052088
1247,2613338100,53.0,20.0,6.0,14.0,33.0,15.0,21.0,32.0,,0,0,0,0.3,0.454545454545455,,0.0,1043441791.5,129557.226325749
1248,2613337840,115.0,57.0,22.0,35.0,58.0,24.0,46.0,69.0,,0,0,0,0.385964912280702,0.413793103448276,,0.0,1000967706.60059,130989.006473472
1249,2613337060,15.0,,,,11.0,,7.0,8.0,,0,0,0,,,,0.0,989522189.542969,125807.749161538
1250,2613326660,63.0,28.0,10.0,18.0,35.0,14.0,24.0,39.0,,0,0,0,0.357142857142857,0.4,,0.0,949312392.192383,146556.375639035
1251,2613326640,145.0,64.0,25.0,39.0,81.0,36.0,61.0,84.0,,0,0,0,0.390625,0.444444444444444,,0.0,63250460.4013672,51963.7427937476
1252,2613314040,29.0,13.0,,8.0,16.0,7.0,12.0,17.0,,0,0,0,,0.4375,,0.0,976395084.78418,125297.777127387
1253,2613311680,51.0,17.0,6.0,11.0,34.0,16.0,22.0,29.0,,0,0,0,0.352941176470588,0.470588235294118,,0.0,1046738814.44629,129311.120903726
1254,2605988780,99.0,47.0,17.0,30.0,52.0,24.0,41.0,58.0,,0,0,0,0.361702127659574,0.461538461538462,,0.0,1213511868.94861,140284.429090836
1255,2605988300,88.0,42.0,16.0,26.0,46.0,21.0,37.0,51.0,,0,0,0,0.380952380952381,0.456521739130435,,0.0,838800439.428223,116473.100329337
1256,2605986540,67.0,32.0,12.0,20.0,35.0,17.0,29.0,38.0,,0,0,0,0.375,0.485714285714286,,0.0,994795361.023926,126235.790691332
1257,2605974560,111.0,55.0,19.0,36.0,56.0,22.0,41.0,70.0,,0,0,0,0.345454545454545,0.392857142857143,,0.0,991294423.771973,125997.247524927
1258,2605971980,78.0,35.0,11.0,24.0,43.0,19.0,30.0,48.0,,0,0,0,0.314285714285714,0.441860465116279,,0.0,820929906.357178,115338.433042101
1259,2605967520,73.0,40.0,13.0,27.0,33.0,15.0,28.0,45.0,,0,0,0,0.325,0.454545454545455,,0.0,976159760.062012,148048.946807291
1260,2605967500,44.0,22.0,9.0,13.0,22.0,9.0,18.0,26.0,,0,0,0,0.409090909090909,0.409090909090909,,0.0,28222047.6821289,21237.0272711484
1261,2605967120,53.0,28.0,10.0,18.0,25.0,10.0,20.0,33.0,,0,0,0,0.357142857142857,0.4,,0.0,841431585.63501,116524.168947396
1262,2614589340,,,,,,,,,,0,0,0,,,,,166805680.429688,65590.4604553957
1263,2614589320,55.0,28.0,10.0,18.0,27.0,13.0,23.0,32.0,,0,0,0,0.357142857142857,0.481481481481481,,0.0,66105254.9091797,36911.7570380699
1264,2614579840,108.0,44.0,16.0,28.0,64.0,26.0,42.0,66.0,6.0,0,0,0,0.363636363636364,0.40625,0.0555555555555556,0.0,991604535.105469,126038.108899825
1265,2614579520,153.0,67.0,24.0,43.0,86.0,37.0,61.0,92.0,,0,0,0,0.358208955223881,0.430232558139535,,0.0,887165029.742188,126676.634838531
1266,2612186980,24.0,12.0,6.0,6.0,12.0,,10.0,14.0,,0,0,0,0.5,,,0.0,443648888.960449,98316.8243970358
1267,2612186800,44.0,23.0,7.0,16.0,21.0,9.0,16.0,28.0,,0,0,0,0.304347826086957,0.428571428571429,,0.0,262798611.75293,78964.0745082558
1268,2612186780,103.0,46.0,13.0,33.0,57.0,22.0,35.0,68.0,,0,0,0,0.282608695652174,0.385964912280702,,0.0,105600668.554199,56298.9792024565
1269,2612177100,86.0,40.0,13.0,27.0,46.0,19.0,32.0,54.0,,0,0,0,0.325,0.41304347826087,,0.0,671983127.92041,126902.114165797
1270,2612169520,137.0,65.0,24.0,41.0,72.0,27.0,51.0,86.0,12.0,0,0,0,0.369230769230769,0.375,0.0875912408759124,0.0,28639795.4135742,21434.1393956786
1271,2605964620,50.0,20.0,8.0,12.0,30.0,13.0,21.0,29.0,,0,0,0,0.4,0.433333333333333,,0.0,992248128.752563,126000.768194456
1272,2605955640,78.0,39.0,16.0,23.0,39.0,13.0,29.0,49.0,,0,0,0,0.41025641025641,0.333333333333333,,0.0,987860180.638672,125832.021736573
1273,2605948000,44.0,12.0,,7.0,32.0,15.0,20.0,24.0,,0,0,0,,0.46875,,0.0,921396302.760986,177192.324470038
1274,2605947980,61.0,29.0,12.0,17.0,32.0,15.0,27.0,34.0,,0,0,0,0.413793103448276,0.46875,,0.0,70660285.6665039,51129.9885161912
1275,2605941620,188.0,79.0,31.0,48.0,109.0,49.0,80.0,108.0,6.0,0,0,0,0.392405063291139,0.44954128440367,0.0319148936170213,0.0,1006567962.21423,126944.373961181
1276,2605938480,62.0,29.0,8.0,21.0,33.0,13.0,21.0,41.0,,0,0,0,0.275862068965517,0.393939393939394,,0.0,359479667.049683,147319.990416315
1277,2605938460,296.0,152.0,62.0,90.0,144.0,65.0,127.0,169.0,9.0,0,0,0,0.407894736842105,0.451388888888889,0.0304054054054054,0.0,172484699.234863,112295.909672555
1278,2614579100,87.0,36.0,15.0,21.0,51.0,19.0,34.0,53.0,,0,0,0,0.416666666666667,0.372549019607843,,0.0,991987477.486328,125965.488168791
1279,2614577660,40.0,18.0,,13.0,22.0,9.0,14.0,26.0,,0,0,0,,0.409090909090909,,0.0,663617402.959961,105220.343973463
1280,2614575480,84.0,39.0,15.0,24.0,45.0,21.0,36.0,48.0,,0,0,0,0.384615384615385,0.466666666666667,,0.0,764724273.995605,138694.659551983
1281,2614570660,141.0,71.0,23.0,48.0,70.0,26.0,49.0,92.0,,0,0,0,0.323943661971831,0.371428571428571,,0.0,1036827506.06885,128859.473724027
1282,2614570540,736.0,363.0,134.0,229.0,373.0,165.0,299.0,437.0,31.0,0,0,0,0.369146005509642,0.442359249329759,0.0421195652173913,0.0,693430521.236328,137308.075470732
1283,2614570520,3824.0,1915.0,742.0,1173.0,1909.0,885.0,1627.0,2197.0,246.0,29,10,0,0.387467362924282,0.463593504452593,0.0643305439330544,0.0101987447698745,504509034.238281,145814.891940974
1284,2614568340,80.0,32.0,10.0,22.0,48.0,20.0,30.0,50.0,,0,0,0,0.3125,0.416666666666667,,0.0,1033321483.05859,128757.414925414
1285,2614551700,34.0,13.0,,10.0,21.0,7.0,10.0,24.0,,0,0,0,,0.333333333333333,,0.0,687494829.683105,106991.486789292
1286,2612167300,98.0,43.0,16.0,27.0,55.0,20.0,36.0,62.0,,0,0,0,0.372093023255814,0.363636363636364,,0.0,1013930322.19824,127544.475363815
1287,2612159140,665.0,315.0,114.0,201.0,350.0,134.0,248.0,417.0,25.0,0,0,0,0.361904761904762,0.382857142857143,0.037593984962406,0.0,686248195.477539,142255.272832035
1288,2612158640,103.0,50.0,14.0,36.0,53.0,18.0,32.0,71.0,,0,0,0,0.28,0.339622641509434,,0.0,114352628.114258,51603.2642903271
1289,2612156360,1324.0,652.0,249.0,403.0,672.0,296.0,545.0,779.0,91.0,9,0,0,0.381901840490798,0.44047619047619,0.0687311178247734,0.006797583081571,88812766.65625,43330.5040530932
1290,2612156340,711.0,338.0,115.0,223.0,373.0,149.0,264.0,447.0,54.0,0,0,0,0.340236686390533,0.399463806970509,0.0759493670886076,0.0,663741287.966797,169245.831843113
1291,2614541900,47.0,14.0,,10.0,33.0,13.0,17.0,30.0,,0,0,0,,0.393939393939394,,0.0,703038440.010742,108859.322339536
1292,2614541480,43.0,18.0,6.0,12.0,25.0,11.0,17.0,26.0,,0,0,0,0.333333333333333,0.44,,0.0,533021361.865234,128974.479707975
1293,2614530720,55.0,26.0,10.0,16.0,29.0,12.0,22.0,33.0,,0,0,0,0.384615384615385,0.413793103448276,,0.0,1024691384.18311,127536.886036954
1294,2614530220,24.0,9.0,,6.0,15.0,6.0,9.0,15.0,,0,0,0,,0.4,,0.0,904408430.233398,213531.490968316
1295,2614530200,36.0,14.0,,10.0,22.0,8.0,12.0,24.0,,0,0,0,,0.363636363636364,,0.0,84871912.6103516,86667.3479251254
1296,2612145160,167.0,80.0,24.0,56.0,87.0,32.0,56.0,111.0,,0,0,0,0.3,0.367816091954023,,0.0,525291040.308594,100984.585364091
1297,2612138820,133.0,56.0,19.0,37.0,77.0,36.0,55.0,78.0,6.0,0,0,0,0.339285714285714,0.467532467532468,0.0451127819548872,0.0,995648653.019531,126518.46164739
1298,2612131020,385.0,174.0,58.0,116.0,211.0,76.0,134.0,251.0,13.0,0,0,0,0.333333333333333,0.360189573459716,0.0337662337662338,0.0,846616836.574219,137925.84437669
1299,2612130980,145.0,66.0,23.0,43.0,79.0,30.0,53.0,92.0,6.0,0,0,0,0.348484848484849,0.379746835443038,0.0413793103448276,0.0,1097992583.37988,135735.539516715
1300,2612125080,422.0,203.0,73.0,130.0,219.0,87.0,160.0,262.0,39.0,0,0,0,0.359605911330049,0.397260273972603,0.0924170616113744,0.0,997603177.882324,126427.975217728
1301,2612119660,397.0,183.0,56.0,127.0,214.0,76.0,132.0,265.0,14.0,0,0,0,0.306010928961749,0.355140186915888,0.035264483627204,0.0,1011447378.47021,127136.45192436
1302,2614515160,178.0,77.0,22.0,55.0,101.0,32.0,54.0,124.0,,0,0,0,0.285714285714286,0.316831683168317,,0.0,963420938.581543,126995.624265866
1303,2614514660,77.0,34.0,13.0,21.0,43.0,20.0,33.0,44.0,,0,0,0,0.382352941176471,0.465116279069767,,0.0,687031877.093262,106562.232003355
1304,2614513540,256.0,117.0,43.0,74.0,139.0,62.0,105.0,151.0,14.0,0,0,0,0.367521367521368,0.446043165467626,0.0546875,0.0,97981906.8876953,46243.6794044232
1305,2614511560,509.0,241.0,97.0,144.0,268.0,126.0,223.0,286.0,32.0,8,0,0,0.402489626556017,0.470149253731343,0.0628683693516699,0.0157170923379175,1010334087.54004,160788.992667531
1306,2614510460,367.0,189.0,72.0,117.0,178.0,82.0,154.0,213.0,31.0,0,0,0,0.380952380952381,0.460674157303371,0.0844686648501362,0.0,971975978.497559,133059.177076757
1307,2614510100,71.0,32.0,10.0,22.0,39.0,15.0,25.0,46.0,,0,0,0,0.3125,0.384615384615385,,0.0,1035041108.25049,129427.037366285
1308,2612114100,125.0,66.0,25.0,41.0,59.0,22.0,47.0,78.0,,0,0,0,0.378787878787879,0.372881355932203,,0.0,1005172209.34912,126913.611371671
1309,2612113840,105.0,53.0,17.0,36.0,52.0,21.0,38.0,67.0,,0,0,0,0.320754716981132,0.403846153846154,,0.0,996612589.003906,126522.540828416
1310,2612109340,81.0,36.0,12.0,24.0,45.0,18.0,30.0,51.0,,0,0,0,0.333333333333333,0.4,,0.0,996376912.730957,126461.492704907
1311,2612100000,,,,,,,,,,0,0,0,,,,,25992914062.8008,679593.770759785
1312,2614509940,98.0,47.0,13.0,34.0,51.0,16.0,29.0,69.0,,0,0,0,0.276595744680851,0.313725490196078,,0.0,1028488264.14648,133759.212391985
1313,2614509400,14.0,,,,10.0,,6.0,8.0,,0,0,0,,,,0.0,994132724.008789,126291.21692588
1314,2614508560,119.0,60.0,23.0,37.0,59.0,23.0,46.0,73.0,,0,0,0,0.383333333333333,0.389830508474576,,0.0,991324947.893066,126078.755756673
1315,2614500920,73.0,28.0,10.0,18.0,45.0,18.0,28.0,45.0,,0,0,0,0.357142857142857,0.4,,0.0,1007784829.12549,127193.579243011
1316,2605786620,124.0,60.0,25.0,35.0,64.0,25.0,50.0,74.0,,0,0,0,0.416666666666667,0.390625,,0.0,1000512413.97949,126550.179339886
1317,2605784080,33.0,9.0,,,24.0,10.0,14.0,19.0,,0,0,0,,0.416666666666667,,0.0,987725552.958008,125963.394689835
1318,2605777300,92.0,39.0,16.0,23.0,53.0,22.0,38.0,54.0,,0,0,0,0.41025641025641,0.415094339622642,,0.0,1001387954.31299,126572.731994062
1319,2605772580,106.0,49.0,19.0,30.0,57.0,26.0,45.0,61.0,,0,0,0,0.387755102040816,0.456140350877193,,0.0,1001145767.11816,126513.603680852
1320,2605771000,218.0,111.0,43.0,68.0,107.0,47.0,90.0,128.0,14.0,0,0,0,0.387387387387387,0.439252336448598,0.0642201834862385,0.0,98436280.8828125,102844.954813514
1321,2605764360,76.0,40.0,16.0,24.0,36.0,15.0,31.0,45.0,,0,0,0,0.4,0.416666666666667,,0.0,849600774.819336,201181.673507633
1322,2605758880,39.0,17.0,7.0,10.0,22.0,9.0,16.0,23.0,,0,0,0,0.411764705882353,0.409090909090909,,0.0,952072789.692383,143228.676492309
1323,2605758800,32.0,20.0,8.0,12.0,12.0,,13.0,19.0,,0,0,0,0.4,,,0.0,992740747.693359,126044.937993867
1324,2605757360,55.0,26.0,10.0,16.0,29.0,14.0,24.0,31.0,,0,0,0,0.384615384615385,0.482758620689655,,0.0,993845364.921875,126111.998007113
1325,2605757040,48.0,25.0,9.0,16.0,23.0,10.0,19.0,29.0,,0,0,0,0.36,0.434782608695652,,0.0,959234457.59375,128789.783935652
1326,2605744080,30.0,14.0,6.0,8.0,16.0,7.0,13.0,17.0,,0,0,0,0.428571428571429,0.4375,,0.0,1003654791.19629,126768.626520511
1327,2605741340,122.0,56.0,21.0,35.0,66.0,28.0,49.0,73.0,,0,0,0,0.375,0.424242424242424,,0.0,147237484.687988,85397.780924616
1328,2605736160,22.0,9.0,,6.0,13.0,,7.0,15.0,,0,0,0,,,,0.0,971842832.336426,124729.475468273
1329,2605731080,96.0,48.0,20.0,28.0,48.0,22.0,42.0,54.0,,0,0,0,0.416666666666667,0.458333333333333,,0.0,998266516.290527,126342.47708408
1330,2605725880,33.0,16.0,7.0,9.0,17.0,8.0,15.0,18.0,,0,0,0,0.4375,0.470588235294118,,0.0,956111873.03418,140655.442501206
1331,2605725120,62.0,25.0,8.0,17.0,37.0,15.0,23.0,39.0,,0,0,0,0.32,0.405405405405405,,0.0,977915260.863281,125147.750566039
1332,2612588140,179.0,92.0,31.0,61.0,87.0,35.0,66.0,113.0,17.0,0,0,0,0.33695652173913,0.402298850574713,0.0949720670391061,0.0,261068279.855469,76944.7944839606
1333,2612586860,482.0,237.0,80.0,157.0,245.0,106.0,186.0,296.0,18.0,0,0,0,0.337552742616034,0.43265306122449,0.037344398340249,0.0,1033147636.00684,128919.454660783
1334,2612585480,761.0,298.0,99.0,199.0,463.0,177.0,276.0,485.0,12.0,0,0,0,0.332214765100671,0.382289416846652,0.0157687253613666,0.0,871600582.158203,190427.251123617
1335,2612584240,1513.0,746.0,261.0,485.0,767.0,334.0,595.0,918.0,64.0,8,0,0,0.349865951742627,0.435462842242503,0.0423000660938533,0.0052875082617316,980965099.503906,142416.72334426
1336,2612583060,125.0,62.0,17.0,45.0,63.0,27.0,44.0,81.0,6.0,0,0,0,0.274193548387097,0.428571428571429,0.048,0.0,65832157.2841797,44284.5097256478
1337,2612582450,12.0,,,,7.0,,,7.0,,0,0,0,,,,0.0,14270345.6987305,20559.0599076912
1338,2612580700,778.0,320.0,105.0,215.0,458.0,186.0,291.0,487.0,24.0,0,0,0,0.328125,0.406113537117904,0.0308483290488432,0.0,937714207.465332,139545.454292497
1339,2612577860,13.0,9.0,,6.0,,,,9.0,,0,0,0,,,,0.0,22937760.1811523,22998.3111605453
1340,2605708020,45.0,16.0,6.0,10.0,29.0,14.0,20.0,25.0,,0,0,0,0.375,0.482758620689655,,0.0,967388030.319336,153708.961388141
1341,2605703260,47.0,17.0,6.0,11.0,30.0,13.0,19.0,28.0,,0,0,0,0.352941176470588,0.433333333333333,,0.0,904730552.245117,153866.563248148
1342,2605701540,338.0,162.0,63.0,99.0,176.0,78.0,141.0,197.0,12.0,0,0,0,0.388888888888889,0.443181818181818,0.0355029585798817,0.0,169675185.601563,80535.2607027514
1343,2612575760,222.0,106.0,38.0,68.0,116.0,52.0,90.0,132.0,14.0,0,0,0,0.358490566037736,0.448275862068966,0.0630630630630631,0.0,1021425061.62646,128014.922377605
1344,2612575100,124.0,65.0,22.0,43.0,59.0,23.0,45.0,79.0,,0,0,0,0.338461538461538,0.389830508474576,,0.0,104155481.107422,76334.1605323781
1345,2612574920,77.0,35.0,14.0,21.0,42.0,16.0,30.0,47.0,,0,0,0,0.4,0.380952380952381,,0.0,224700378.981934,82209.906797397
1346,2612574900,1617.0,778.0,275.0,503.0,839.0,352.0,627.0,990.0,161.0,6,0,0,0.353470437017995,0.419547079856973,0.0995670995670996,0.0037105751391465,732529970.619141,147964.254420307
1347,2612570060,94.0,40.0,12.0,28.0,54.0,25.0,37.0,57.0,17.0,0,0,0,0.3,0.462962962962963,0.180851063829787,0.0,15407097.3935547,17198.0626382138
1348,2612570040,512.0,229.0,62.0,167.0,283.0,104.0,166.0,346.0,19.0,0,0,0,0.270742358078603,0.367491166077739,0.037109375,0.0,328520873.243164,99288.383927353
1349,2612569580,105.0,40.0,14.0,26.0,65.0,29.0,43.0,62.0,,0,0,0,0.35,0.446153846153846,,0.0,1007014193.58105,129234.486381253
1350,2612569035,664.0,298.0,103.0,195.0,366.0,135.0,238.0,426.0,20.0,0,0,0,0.345637583892617,0.368852459016393,0.0301204819277108,0.0,917344107.728027,161157.608442135
1351,2612569020,94.0,48.0,15.0,33.0,46.0,17.0,32.0,62.0,,0,0,0,0.3125,0.369565217391304,,0.0,106615880.126465,54367.9023861416
1352,2612565440,3208.0,1696.0,627.0,1069.0,1512.0,680.0,1307.0,1901.0,344.0,8,0,0,0.369693396226415,0.44973544973545,0.107231920199501,0.0024937655860349,565424072.186523,124095.813788386
1353,2612564900,13.0,6.0,,,7.0,,6.0,7.0,,0,0,0,,,,0.0,15855422.5541992,17423.1724345151
1354,2612562040,310.0,138.0,44.0,94.0,172.0,66.0,110.0,200.0,,0,0,0,0.318840579710145,0.383720930232558,,0.0,986307094.200684,125813.174794679
1355,2606300000,,,,,,,,,,0,0,0,,,,,20106074952.5596,646139.985143352
1356,2602757120,62.0,25.0,8.0,17.0,37.0,15.0,23.0,39.0,,0,0,0,0.32,0.405405405405405,,0.0,989969000.01709,126588.818276354
1357,2602754460,50.0,22.0,6.0,16.0,28.0,11.0,17.0,33.0,,0,0,0,0.272727272727273,0.392857142857143,,0.0,594544602.250488,101199.434790581
1358,2601100280,23.0,13.0,,8.0,10.0,,9.0,14.0,,0,0,0,,,,0.0,996327207.263672,126443.098720779
1359,2601100000,,,,,,,,,,0,0,0,,,,,7120519731.70703,619392.860409591
1360,2615984820,94.0,41.0,15.0,26.0,53.0,22.0,37.0,57.0,,0,0,0,0.365853658536585,0.415094339622642,,0.0,959465758.833984,126806.673265725
1361,2615975000,163.0,80.0,29.0,51.0,83.0,35.0,64.0,99.0,6.0,0,0,0,0.3625,0.421686746987952,0.0368098159509202,0.0,488287217.343262,152962.743975049
1362,2615974980,157.0,67.0,26.0,41.0,90.0,37.0,63.0,94.0,,0,0,0,0.388059701492537,0.411111111111111,,0.0,96330718.8930664,87197.8081630621
1363,2615965760,77.0,39.0,13.0,26.0,38.0,15.0,28.0,49.0,,0,0,0,0.333333333333333,0.394736842105263,,0.0,987083789.766357,125705.735288718
1364,2605137300,65.0,35.0,15.0,20.0,30.0,13.0,28.0,37.0,,0,0,0,0.428571428571429,0.433333333333333,,0.0,632755048.567383,102280.152834832
1365,2605135620,99.0,42.0,17.0,25.0,57.0,26.0,43.0,56.0,6.0,0,0,0,0.404761904761905,0.456140350877193,0.0606060606060606,0.0,970100399.50293,135064.760227344
1366,2605135340,9.0,,,,,,,,,0,0,0,,,,0.0,1988729766.22461,188622.397026272
1367,2614304720,7.0,,,,7.0,,,,,0,0,0,,,,0.0,1003839369.06738,126988.743682617
1368,2614304320,15.0,8.0,,,7.0,,6.0,9.0,,0,0,0,,,,0.0,997968002.539063,126438.632485574
1369,2607584300,68.0,39.0,12.0,27.0,29.0,12.0,24.0,44.0,,0,0,0,0.307692307692308,0.413793103448276,,0.0,1381005916.36401,150523.543672996
1370,2607579980,95.0,37.0,14.0,23.0,58.0,24.0,38.0,57.0,,0,0,0,0.378378378378378,0.413793103448276,,0.0,1013463327.01245,127307.026451188
1371,2607577200,644.0,306.0,109.0,197.0,338.0,136.0,245.0,399.0,20.0,6,0,0,0.356209150326797,0.402366863905325,0.031055900621118,0.0093167701863354,836580487.10791,165384.10700289
1372,2607575880,81.0,39.0,16.0,23.0,42.0,20.0,36.0,45.0,,0,0,0,0.41025641025641,0.476190476190476,,0.0,1013796360.80884,127325.378185625
1373,2611526320,94.0,29.0,10.0,19.0,65.0,29.0,39.0,55.0,,0,0,0,0.344827586206897,0.446153846153846,,0.0,824922345.668823,130018.929386346
1374,2611523400,174.0,81.0,26.0,55.0,93.0,37.0,63.0,111.0,,0,0,0,0.320987654320988,0.397849462365591,,0.0,1355122410.4635,159943.262655964
1375,2611507720,164.0,70.0,24.0,46.0,94.0,39.0,63.0,101.0,6.0,0,0,0,0.342857142857143,0.414893617021277,0.0365853658536585,0.0,1034925242.74023,179891.2212265
1376,2611506740,409.0,153.0,58.0,95.0,256.0,103.0,161.0,248.0,14.0,0,0,0,0.379084967320261,0.40234375,0.0342298288508557,0.0,1097540192.88428,132665.343724378
1377,2606760920,35.0,17.0,8.0,9.0,18.0,8.0,16.0,19.0,,0,0,0,0.470588235294118,0.444444444444444,,0.0,1002692250.12744,137130.584494436
1378,2606760200,157.0,69.0,24.0,45.0,88.0,35.0,59.0,98.0,,0,0,0,0.347826086956522,0.397727272727273,,0.0,1006697952.56104,126945.295847427
1379,2606758720,58.0,31.0,13.0,18.0,27.0,12.0,25.0,33.0,,0,0,0,0.419354838709677,0.444444444444444,,0.0,1002488563.08838,126668.993780309
1380,2607537700,152.0,75.0,27.0,48.0,77.0,32.0,59.0,93.0,,0,0,0,0.36,0.415584415584416,,0.0,1032676880.93188,148414.3922651
1381,2607536400,79.0,33.0,8.0,25.0,46.0,18.0,26.0,53.0,,0,0,0,0.242424242424242,0.391304347826087,,0.0,997369961.929688,126296.331447901
1382,2607534500,89.0,39.0,12.0,27.0,50.0,19.0,31.0,58.0,,0,0,0,0.307692307692308,0.38,,0.0,1338268717.64014,148454.7831628
1383,2607517760,71.0,38.0,12.0,26.0,33.0,12.0,24.0,47.0,,0,0,0,0.315789473684211,0.363636363636364,,0.0,1009117223.07153,127198.973691846
1384,2607517400,168.0,78.0,24.0,54.0,90.0,35.0,59.0,109.0,6.0,0,0,0,0.307692307692308,0.388888888888889,0.0357142857142857,0.0,1103953666.59497,136431.326447105
1385,2607508760,478.0,231.0,77.0,154.0,247.0,101.0,178.0,300.0,25.0,0,0,0,0.333333333333333,0.408906882591093,0.0523012552301255,0.0,889343825.970215,149496.416478254
1386,2610919580,22.0,10.0,,7.0,12.0,,8.0,14.0,,0,0,0,,,,0.0,1008307894.48828,137955.294960493
1387,2610914240,,,,,,,,,,0,0,0,,,,,2207463260.4668,207391.583587365
1388,2610900000,,,,,,,,,,0,0,0,,,,,7993592607.82031,497577.517787412
1389,2606161260,40.0,20.0,8.0,12.0,20.0,7.0,15.0,25.0,,0,0,0,0.4,0.35,,0.0,728405046.304688,199635.235738338
1390,2606144220,13.0,7.0,,6.0,6.0,,,10.0,,0,0,0,,,,0.0,5302416576.51563,381121.884144675
1391,2606139360,82.0,41.0,14.0,27.0,41.0,16.0,30.0,52.0,,0,0,0,0.341463414634146,0.390243902439024,,0.0,131210660.298828,116791.374470569
1392,2611553900,26.0,11.0,,7.0,15.0,,8.0,18.0,,0,0,0,,,,0.0,953453000.272949,153911.140388284
