OBJECTID,GEOID,NAME,B27011_001E,B27011_002E,B27011_003E,B27011_004E,B27011_005E,B27011_006E,B27011_007E,B27011_008E,B27011_009E,B27011_010E,B27011_011E,B27011_012E,B27011_013E,B27011_014E,B27011_015E,B27011_016E,B27011_017E,ACS_VINTAGE,JURISDICTION,CRA_NO,CRA_GRP,GEN_ALIAS,DETL_NAMES,TRACT_LABEL
695,53033024300,"Census Tract 243, King County, Washington",6362,3870,3650,3431,3318,3301,17,113,219,200,142,168,19,220,220,133,133,5Y15,King County Balance,,,,,243.0
696,53033024400,"Census Tract 244, King County, Washington",2054,1326,1200,1064,959,931,44,105,136,136,95,129,0,126,126,115,86,5Y15,King County Balance,,,,,244.0
697,53033024500,"Census Tract 245, King County, Washington",3632,2351,2314,2088,2029,2029,0,59,226,226,188,206,0,37,30,19,19,5Y15,King County Balance,,,,,245.0
698,53033024601,"Census Tract 246.01, King County, Washington",3361,1939,1875,1680,1667,1649,26,13,195,195,155,167,0,64,64,64,49,5Y15,King County Balance,,,,,246.01
699,53033024602,"Census Tract 246.02, King County, Washington",2648,1540,1413,1242,1227,1227,0,15,171,171,127,164,0,127,127,85,85,5Y15,King County Balance,,,,,246.02
700,53033024701,"Census Tract 247.01, King County, Washington",2921,2090,1954,1894,1711,1596,124,183,60,60,51,44,0,136,136,119,102,5Y15,King County Balance,,,,,247.01
701,53033024702,"Census Tract 247.02, King County, Washington",6278,4474,4138,3864,3743,3743,241,121,274,274,206,239,0,336,324,221,193,5Y15,King County Balance,,,,,247.02
702,53033024800,"Census Tract 248, King County, Washington",4203,2824,2691,2575,1986,1968,49,589,116,116,95,116,0,133,104,46,25,5Y15,King County Balance,,,,,248.0
703,53033024901,"Census Tract 249.01, King County, Washington",3770,2354,2173,2002,1892,1865,27,110,171,171,137,153,0,181,181,109,109,5Y15,King County Balance,,,,,249.01
704,53033024902,"Census Tract 249.02, King County, Washington",2892,2009,1921,1842,1672,1613,99,170,79,79,58,63,0,88,82,71,60,5Y15,King County Balance,,,,,249.02
705,53033024903,"Census Tract 249.03, King County, Washington",5280,3665,3447,3302,3244,3156,120,58,145,145,100,116,0,218,218,190,174,5Y15,King County Balance,,,,,249.03
706,53033025001,"Census Tract 250.01, King County, Washington",3752,2729,2550,2451,2310,2281,57,141,99,99,79,82,0,179,179,145,137,5Y15,King County Balance,,,,,250.01
707,53033025003,"Census Tract 250.03, King County, Washington",5479,3483,3291,3069,2942,2942,120,127,222,222,187,205,0,192,192,146,110,5Y15,King County Balance,,,,,250.03
708,53033025005,"Census Tract 250.05, King County, Washington",3560,2521,2446,2351,2212,2212,35,139,95,95,74,89,0,75,75,50,36,5Y15,King County Balance,,,,,250.05
709,53033025006,"Census Tract 250.06, King County, Washington",4348,3287,3240,3100,2703,2686,79,397,140,140,140,140,0,47,47,30,22,5Y15,King County Balance,,,,,250.06
710,53033025101,"Census Tract 251.01, King County, Washington",4106,2990,2811,2713,2427,2427,48,286,98,98,83,71,0,179,179,85,23,5Y15,King County Balance,,,,,251.01
711,53033025102,"Census Tract 251.02, King County, Washington",5533,4105,3842,3726,3339,3229,264,387,116,116,100,97,0,263,250,193,85,5Y15,King County Balance,,,,,251.02
712,53033025200,"Census Tract 252, King County, Washington",6394,4558,4277,4165,3646,3494,178,519,112,112,54,112,0,281,281,98,98,5Y15,King County Balance,,,,,252.0
713,53033025301,"Census Tract 253.01, King County, Washington",4808,3677,3407,3250,2909,2841,68,341,157,157,96,157,0,270,256,94,94,5Y15,King County Balance,,,,,253.01
714,53033025302,"Census Tract 253.02, King County, Washington",4273,2719,2570,2479,2044,1938,178,435,91,91,77,77,0,149,149,46,45,5Y15,King County Balance,,,,,253.02
715,53033025400,"Census Tract 254, King County, Washington",5639,4294,3978,3900,2702,2490,305,1198,78,78,40,66,0,316,316,121,45,5Y15,King County Balance,,,,,254.0
716,53033025500,"Census Tract 255, King County, Washington",4024,3042,2833,2761,2119,1962,249,642,72,72,56,61,0,209,209,135,117,5Y15,King County Balance,,,,,255.0
717,53033025601,"Census Tract 256.01, King County, Washington",3897,3055,2843,2801,2217,2134,161,584,42,42,14,33,0,212,212,63,45,5Y15,King County Balance,,,,,256.01
718,53033025602,"Census Tract 256.02, King County, Washington",4707,3534,3381,3254,3087,3076,54,167,127,127,116,127,0,153,153,69,69,5Y15,King County Balance,,,,,256.02
719,53033025701,"Census Tract 257.01, King County, Washington",4311,3038,2926,2838,2346,2200,155,492,88,88,70,88,0,112,99,81,74,5Y15,King County Balance,,,,,257.01
720,53033025702,"Census Tract 257.02, King County, Washington",2840,1870,1797,1789,1691,1649,70,98,8,8,0,8,0,73,73,43,43,5Y15,King County Balance,,,,,257.02
721,53033025803,"Census Tract 258.03, King County, Washington",3544,2507,2347,2295,1850,1663,253,445,52,52,27,52,0,160,160,107,96,5Y15,King County Balance,,,,,258.03
722,53033025804,"Census Tract 258.04, King County, Washington",2943,2056,1954,1880,1657,1562,152,223,74,74,74,63,0,102,102,22,17,5Y15,King County Balance,,,,,258.04
723,53033025805,"Census Tract 258.05, King County, Washington",4077,2875,2611,2571,1776,1659,184,795,40,40,32,40,0,264,264,141,98,5Y15,King County Balance,,,,,258.05
724,53033025806,"Census Tract 258.06, King County, Washington",3574,2624,2429,2387,2122,2045,182,265,42,42,42,32,0,195,195,117,81,5Y15,King County Balance,,,,,258.06
725,53033026001,"Census Tract 260.01, King County, Washington",4582,3070,2845,2706,2234,2132,158,472,139,139,128,112,0,225,216,129,47,5Y15,King County Balance,,,,,260.01
726,53033026002,"Census Tract 260.02, King County, Washington",6501,4748,4334,4301,3591,3280,434,710,33,33,29,22,0,414,414,172,91,5Y15,King County Balance,,,,,260.02
727,53033026100,"Census Tract 261, King County, Washington",4933,3123,2912,2779,2289,1934,405,490,133,133,90,95,0,211,211,107,11,5Y15,King County Balance,,,,,261.0
728,53033026200,"Census Tract 262, King County, Washington",4367,3367,3042,2984,2224,1965,360,760,58,58,33,35,0,325,325,228,11,5Y15,King County Balance,,,,,262.0
729,53033026300,"Census Tract 263, King County, Washington",1181,779,737,712,661,547,114,51,25,25,25,13,0,42,42,14,14,5Y15,King County Balance,,,,,263.0
730,53033026400,"Census Tract 264, King County, Washington",4253,3174,2854,2763,1911,1783,191,852,91,91,46,74,0,320,308,110,31,5Y15,King County Balance,,,,,264.0
731,53033026500,"Census Tract 265, King County, Washington",3162,2052,1817,1783,1177,968,224,606,34,34,34,26,0,235,235,157,54,5Y15,King County Balance,,,,,265.0
732,53033026600,"Census Tract 266, King County, Washington",2082,1550,1420,1393,1084,1030,71,309,27,27,17,18,0,130,130,37,34,5Y15,King County Balance,,,,,266.0
733,53033026700,"Census Tract 267, King County, Washington",4040,2590,2337,2244,1908,1868,102,336,93,93,76,93,0,253,253,171,96,5Y15,King County Balance,,,,,267.0
734,53033026801,"Census Tract 268.01, King County, Washington",4280,3131,2881,2733,2242,2041,223,491,148,148,126,30,0,250,238,87,60,5Y15,King County Balance,,,,,268.01
735,53033026802,"Census Tract 268.02, King County, Washington",3464,2291,2164,2133,1764,1388,457,369,31,31,22,31,0,127,127,111,52,5Y15,King County Balance,,,,,268.02
736,53033027000,"Census Tract 270, King County, Washington",2826,1952,1775,1703,1357,1287,115,346,72,72,72,48,0,177,170,76,54,5Y15,King County Balance,,,,,270.0
737,53033027100,"Census Tract 271, King County, Washington",2273,1341,1243,1122,1018,908,120,104,121,121,120,110,0,98,98,47,7,5Y15,King County Balance,,,,,271.0
738,53033027200,"Census Tract 272, King County, Washington",1861,1292,1141,1105,840,753,102,265,36,36,36,33,0,151,151,15,5,5Y15,King County Balance,,,,,272.0
739,53033027300,"Census Tract 273, King County, Washington",4555,3061,2718,2667,1755,1400,375,912,51,51,37,28,0,343,331,133,9,5Y15,King County Balance,,,,,273.0
740,53033027400,"Census Tract 274, King County, Washington",3784,2597,2480,2369,1763,1620,182,606,111,111,68,111,0,117,117,74,41,5Y15,King County Balance,,,,,274.0
741,53033027500,"Census Tract 275, King County, Washington",3697,2507,2353,2208,1846,1576,270,362,145,84,84,78,61,154,154,134,81,5Y15,King County Balance,,,,,275.0
742,53033027600,"Census Tract 276, King County, Washington",3470,2426,2257,2211,1617,1491,126,594,46,46,40,46,0,169,169,60,19,5Y15,King County Balance,,,,,276.0
743,53033027701,"Census Tract 277.01, King County, Washington",4563,3256,3119,2926,2688,2483,242,238,193,193,151,193,0,137,137,137,137,5Y15,King County Balance,,,,,277.01
744,53033027702,"Census Tract 277.02, King County, Washington",3914,2337,2217,1987,1701,1624,104,286,230,230,183,230,0,120,120,96,95,5Y15,King County Balance,,,,,277.02
745,53033027800,"Census Tract 278, King County, Washington",2684,1611,1473,1298,1261,1229,61,37,175,175,158,150,0,138,130,95,84,5Y15,King County Balance,,,,,278.0
746,53033027900,"Census Tract 279, King County, Washington",5910,4291,4085,3871,3077,2900,247,794,214,214,214,91,0,206,192,154,140,5Y15,King County Balance,,,,,279.0
747,53033028000,"Census Tract 280, King County, Washington",2884,1949,1882,1854,1219,1114,128,635,28,28,21,28,0,67,67,6,0,5Y15,King County Balance,,,,,280.0
748,53033028100,"Census Tract 281, King County, Washington",1939,1292,1184,1162,893,718,175,269,22,22,13,11,0,108,103,53,8,5Y15,King County Balance,,,,,281.0
749,53033028200,"Census Tract 282, King County, Washington",3743,2718,2534,2431,1948,1728,288,483,103,77,39,77,26,184,184,126,22,5Y15,King County Balance,,,,,282.0
750,53033028300,"Census Tract 283, King County, Washington",4153,3112,2904,2759,2585,2460,166,174,145,145,106,117,0,208,174,160,90,5Y15,King County Balance,,,,,283.0
751,53033028402,"Census Tract 284.02, King County, Washington",3606,2477,2243,2101,1486,1053,470,615,142,142,96,102,0,234,234,83,49,5Y15,King County Balance,,,,,284.02
752,53033028403,"Census Tract 284.03, King County, Washington",4226,2483,2325,2229,1648,1244,565,581,96,96,74,84,0,158,158,85,67,5Y15,King County Balance,,,,,284.03
753,53033028500,"Census Tract 285, King County, Washington",2878,2072,2017,1910,1583,1473,178,327,107,107,107,82,0,55,55,10,0,5Y15,King County Balance,,,,,285.0
754,53033028600,"Census Tract 286, King County, Washington",5071,3513,3303,3040,2697,2624,109,343,263,251,191,206,12,210,188,95,80,5Y15,King County Balance,,,,,286.0
755,53033028700,"Census Tract 287, King County, Washington",4007,2702,2495,2394,2285,2102,218,109,101,101,92,90,0,207,196,105,84,5Y15,King County Balance,,,,,287.0
756,53033028801,"Census Tract 288.01, King County, Washington",1620,1178,1050,991,736,723,28,255,59,59,46,59,0,128,128,41,30,5Y15,King County Balance,,,,,288.01
757,53033028802,"Census Tract 288.02, King County, Washington",5023,3603,3219,3099,2233,1904,414,866,120,120,94,63,0,384,384,175,155,5Y15,King County Balance,,,,,288.02
758,53033028901,"Census Tract 289.01, King County, Washington",2867,2053,1959,1870,1476,1458,64,394,89,89,80,89,0,94,84,53,32,5Y15,King County Balance,,,,,289.01
759,53033028902,"Census Tract 289.02, King County, Washington",4726,3403,3088,2974,2093,1763,400,881,114,102,90,102,12,315,315,74,22,5Y15,King County Balance,,,,,289.02
760,53033029001,"Census Tract 290.01, King County, Washington",3629,2134,2091,1964,1666,1506,199,298,127,127,68,97,0,43,43,43,29,5Y15,King County Balance,,,,,290.01
761,53033029003,"Census Tract 290.03, King County, Washington",4519,2974,2806,2765,1857,1615,249,908,41,41,41,8,0,168,168,91,74,5Y15,King County Balance,,,,,290.03
762,53033029004,"Census Tract 290.04, King County, Washington",2420,1728,1486,1449,799,676,173,650,37,37,27,37,0,242,242,120,24,5Y15,King County Balance,,,,,290.04
763,53033029101,"Census Tract 291.01, King County, Washington",2240,1673,1540,1508,1398,1237,172,110,32,32,25,28,0,133,133,69,60,5Y15,King County Balance,,,,,291.01
764,53033029102,"Census Tract 291.02, King County, Washington",3125,2091,1936,1846,1621,1593,39,225,90,90,75,86,0,155,155,94,85,5Y15,King County Balance,,,,,291.02
765,53033029203,"Census Tract 292.03, King County, Washington",2056,1179,1084,1017,721,615,121,296,67,67,58,62,0,95,95,75,11,5Y15,King County Balance,,,,,292.03
766,53033029204,"Census Tract 292.04, King County, Washington",5158,3863,3644,3575,3066,3004,214,509,69,69,41,55,0,219,219,144,121,5Y15,King County Balance,,,,,292.04
767,53033029205,"Census Tract 292.05, King County, Washington",3967,2898,2727,2652,1910,1720,211,742,75,75,61,75,0,171,171,114,114,5Y15,King County Balance,,,,,292.05
768,53033029206,"Census Tract 292.06, King County, Washington",3196,2179,1983,1957,1375,1311,119,582,26,26,14,21,0,196,190,99,22,5Y15,King County Balance,,,,,292.06
769,53033029303,"Census Tract 293.03, King County, Washington",5729,4209,4044,3957,3682,3455,253,275,87,87,65,87,0,165,165,108,108,5Y15,King County Balance,,,,,293.03
770,53033029304,"Census Tract 293.04, King County, Washington",4152,2872,2778,2682,2408,2354,72,274,96,96,64,72,0,94,94,53,53,5Y15,King County Balance,,,,,293.04
771,53033029305,"Census Tract 293.05, King County, Washington",3100,2225,1918,1874,1658,1620,121,216,44,44,35,44,0,307,288,223,152,5Y15,King County Balance,,,,,293.05
772,53033029306,"Census Tract 293.06, King County, Washington",2702,1897,1760,1739,1584,1573,40,155,21,21,21,15,0,137,137,61,61,5Y15,King County Balance,,,,,293.06
773,53033029307,"Census Tract 293.07, King County, Washington",3263,2391,2181,2125,1916,1861,74,209,56,56,56,56,0,210,210,116,77,5Y15,King County Balance,,,,,293.07
774,53033029403,"Census Tract 294.03, King County, Washington",4392,3091,2843,2757,2275,2115,212,482,86,51,42,45,35,248,248,141,74,5Y15,King County Balance,,,,,294.03
775,53033029405,"Census Tract 294.05, King County, Washington",4364,3082,2774,2734,2498,2415,142,236,40,40,32,16,0,308,308,162,131,5Y15,King County Balance,,,,,294.05
776,53033029406,"Census Tract 294.06, King County, Washington",3827,2773,2555,2429,2301,2145,177,128,126,126,126,104,0,218,218,166,73,5Y15,King County Balance,,,,,294.06
777,53033029407,"Census Tract 294.07, King County, Washington",3335,2329,2065,1972,1632,1459,221,340,93,74,69,65,19,264,264,160,61,5Y15,King County Balance,,,,,294.07
778,53033029408,"Census Tract 294.08, King County, Washington",3187,2356,2149,2132,1707,1564,158,425,17,17,9,17,0,207,207,146,136,5Y15,King County Balance,,,,,294.08
779,53033029502,"Census Tract 295.02, King County, Washington",5122,3616,3398,3205,2724,2499,304,481,193,193,106,187,0,218,218,50,32,5Y15,King County Balance,,,,,295.02
780,53033029503,"Census Tract 295.03, King County, Washington",5774,4174,3724,3677,2540,2025,546,1137,47,47,35,34,0,450,441,169,83,5Y15,King County Balance,,,,,295.03
781,53033029504,"Census Tract 295.04, King County, Washington",4510,3174,2935,2877,2391,2229,283,486,58,54,54,54,4,239,239,191,95,5Y15,King County Balance,,,,,295.04
782,53033029601,"Census Tract 296.01, King County, Washington",4546,3120,2899,2783,2382,2305,190,401,116,116,102,72,0,221,221,155,76,5Y15,King County Balance,,,,,296.01
783,53033029602,"Census Tract 296.02, King County, Washington",4067,2775,2675,2628,2458,2385,125,170,47,47,38,47,0,100,100,57,48,5Y15,King County Balance,,,,,296.02
784,53033029700,"Census Tract 297, King County, Washington",5929,3473,3126,2965,2153,1970,250,812,161,151,111,137,10,347,319,109,59,5Y15,King County Balance,,,,,297.0
785,53033029801,"Census Tract 298.01, King County, Washington",6690,4540,4185,3975,3331,3068,373,644,210,210,152,157,0,355,317,178,63,5Y15,King County Balance,,,,,298.01
786,53033029802,"Census Tract 298.02, King County, Washington",6473,4479,4276,4123,3589,3329,288,534,153,153,137,139,0,203,203,98,74,5Y15,King County Balance,,,,,298.02
787,53033029901,"Census Tract 299.01, King County, Washington",3584,2448,2215,2147,1902,1788,188,245,68,68,42,68,0,233,233,127,83,5Y15,King County Balance,,,,,299.01
788,53033029902,"Census Tract 299.02, King County, Washington",3331,2212,2106,1983,1868,1790,177,115,123,123,100,114,0,106,100,63,63,5Y15,King County Balance,,,,,299.02
789,53033030003,"Census Tract 300.03, King County, Washington",5108,3442,3235,3104,2671,2497,240,433,131,131,131,119,0,207,191,166,54,5Y15,King County Balance,,,,,300.03
790,53033030004,"Census Tract 300.04, King County, Washington",6018,4525,4071,3917,3206,2933,363,711,154,154,90,124,0,454,454,197,105,5Y15,King County Balance,,,,,300.04
791,53033030005,"Census Tract 300.05, King County, Washington",3839,2685,2476,2425,1971,1717,296,454,51,51,29,51,0,209,209,141,49,5Y15,King County Balance,,,,,300.05
792,53033030006,"Census Tract 300.06, King County, Washington",3100,1831,1718,1615,869,802,98,746,103,72,51,72,31,113,113,61,13,5Y15,King County Balance,,,,,300.06
793,53033030100,"Census Tract 301, King County, Washington",6316,3700,3326,3060,2580,2487,121,480,266,266,157,221,0,374,374,176,110,5Y15,King County Balance,,,,,301.0
794,53033030201,"Census Tract 302.01, King County, Washington",3881,2844,2575,2468,2136,1963,196,332,107,98,62,77,9,269,242,112,59,5Y15,King County Balance,,,,,302.01
795,53033030202,"Census Tract 302.02, King County, Washington",4514,3012,2805,2581,2175,1924,323,406,224,224,186,209,0,207,207,153,21,5Y15,King County Balance,,,,,302.02
796,53033030304,"Census Tract 303.04, King County, Washington",2332,1669,1575,1544,1377,1372,14,167,31,31,21,31,0,94,94,66,44,5Y15,King County Balance,,,,,303.04
797,53033030305,"Census Tract 303.05, King County, Washington",4122,2744,2554,2396,2133,2118,95,263,158,158,129,158,0,190,173,130,43,5Y15,King County Balance,,,,,303.05
798,53033030306,"Census Tract 303.06, King County, Washington",4462,3234,2987,2860,2600,2569,130,260,127,127,60,116,0,247,223,145,87,5Y15,King County Balance,,,,,303.06
799,53033030308,"Census Tract 303.08, King County, Washington",5155,3897,3736,3701,3134,2934,366,567,35,35,11,24,0,161,161,83,83,5Y15,King County Balance,,,,,303.08
800,53033030309,"Census Tract 303.09, King County, Washington",4726,3785,3457,3411,2966,2847,181,445,46,46,46,46,0,328,328,266,190,5Y15,King County Balance,,,,,303.09
801,53033030310,"Census Tract 303.10, King County, Washington",4100,3010,2733,2673,2421,2381,55,252,60,60,60,60,0,277,277,163,108,5Y15,King County Balance,,,,,303.1
802,53033030311,"Census Tract 303.11, King County, Washington",3928,2748,2506,2435,1856,1645,279,579,71,71,71,71,0,242,242,93,63,5Y15,King County Balance,,,,,303.11
803,53033030312,"Census Tract 303.12, King County, Washington",3554,2737,2494,2421,2032,1916,206,389,73,73,52,73,0,243,233,195,114,5Y15,King County Balance,,,,,303.12
804,53033030313,"Census Tract 303.13, King County, Washington",3091,1930,1730,1590,1097,1004,130,493,140,140,134,140,0,200,200,76,25,5Y15,King County Balance,,,,,303.13
805,53033030314,"Census Tract 303.14, King County, Washington",3411,2006,1855,1712,1239,1123,148,473,143,143,90,120,0,151,143,70,0,5Y15,King County Balance,,,,,303.14
806,53033030401,"Census Tract 304.01, King County, Washington",6622,4673,4305,4212,3861,3654,485,351,93,93,71,93,0,368,325,257,216,5Y15,King County Balance,,,,,304.01
807,53033030403,"Census Tract 304.03, King County, Washington",3542,2316,2184,2019,1871,1788,91,148,165,165,95,124,0,132,117,53,38,5Y15,King County Balance,,,,,304.03
808,53033030404,"Census Tract 304.04, King County, Washington",3634,2458,2250,2189,1838,1777,108,351,61,61,50,61,0,208,208,170,141,5Y15,King County Balance,,,,,304.04
809,53033030501,"Census Tract 305.01, King County, Washington",1438,686,631,587,395,304,110,192,44,44,22,33,0,55,55,37,0,5Y15,King County Balance,,,,,305.01
810,53033030503,"Census Tract 305.03, King County, Washington",3870,2518,2362,2315,1893,1865,117,422,47,47,47,40,0,156,150,138,130,5Y15,King County Balance,,,,,305.03
811,53033030504,"Census Tract 305.04, King County, Washington",3397,2085,1896,1834,1511,1434,130,323,62,62,62,46,0,189,189,75,20,5Y15,King County Balance,,,,,305.04
812,53033030600,"Census Tract 306, King County, Washington",3917,2680,2529,2476,2090,2043,77,386,53,53,53,53,0,151,151,110,74,5Y15,King County Balance,,,,,306.0
813,53033030700,"Census Tract 307, King County, Washington",2673,1785,1587,1526,1240,1093,168,286,61,46,18,46,15,198,198,61,53,5Y15,King County Balance,,,,,307.0
814,53033030801,"Census Tract 308.01, King County, Washington",4840,2934,2730,2623,1571,1280,382,1052,107,82,82,59,25,204,193,126,34,5Y15,King County Balance,,,,,308.01
815,53033030802,"Census Tract 308.02, King County, Washington",2797,1961,1713,1588,1259,1201,103,329,125,125,82,111,0,248,248,153,62,5Y15,King County Balance,,,,,308.02
816,53033030901,"Census Tract 309.01, King County, Washington",2574,1901,1741,1703,1384,1320,174,319,38,38,26,30,0,160,160,66,47,5Y15,King County Balance,,,,,309.01
817,53033030902,"Census Tract 309.02, King County, Washington",4368,2907,2595,2516,2142,1995,213,374,79,79,46,43,0,312,312,163,138,5Y15,King County Balance,,,,,309.02
818,53033031000,"Census Tract 310, King County, Washington",2920,2095,1949,1869,1806,1737,104,63,80,80,80,72,0,146,146,113,113,5Y15,King County Balance,,,,,310.0
819,53033031100,"Census Tract 311, King County, Washington",5562,3468,3171,3004,2321,2232,162,683,167,167,118,149,0,297,294,190,82,5Y15,King County Balance,,,,,311.0
820,53033031202,"Census Tract 312.02, King County, Washington",4680,2868,2538,2403,2142,2079,122,261,135,135,106,121,0,330,330,265,160,5Y15,King County Balance,,,,,312.02
821,53033031204,"Census Tract 312.04, King County, Washington",4834,2976,2821,2672,2545,2463,130,127,149,149,149,133,0,155,155,110,89,5Y15,King County Balance,,,,,312.04
822,53033031205,"Census Tract 312.05, King County, Washington",4804,3517,3053,2965,2781,2644,290,184,88,88,88,73,0,464,464,304,186,5Y15,King County Balance,,,,,312.05
823,53033031206,"Census Tract 312.06, King County, Washington",4086,2578,2314,2249,1823,1756,100,426,65,65,56,58,0,264,257,170,89,5Y15,King County Balance,,,,,312.06
824,53033031301,"Census Tract 313.01, King County, Washington",2110,1195,1098,1040,903,842,74,137,58,58,24,58,0,97,97,35,35,5Y15,King County Balance,,,,,313.01
825,53033031302,"Census Tract 313.02, King County, Washington",3029,2167,2092,2020,1772,1730,77,248,72,72,72,72,0,75,75,42,36,5Y15,King County Balance,,,,,313.02
826,53033031400,"Census Tract 314, King County, Washington",4456,3274,3075,2957,2390,2345,164,567,118,118,96,97,0,199,199,57,57,5Y15,King County Balance,,,,,314.0
827,53033031501,"Census Tract 315.01, King County, Washington",3480,2345,2211,2142,1956,1946,71,186,69,69,59,50,0,134,134,77,66,5Y15,King County Balance,,,,,315.01
828,53033031502,"Census Tract 315.02, King County, Washington",3496,2121,1971,1899,1677,1635,132,222,72,72,57,55,0,150,150,38,12,5Y15,King County Balance,,,,,315.02
829,53033031601,"Census Tract 316.01, King County, Washington",4060,3052,2919,2803,2706,2678,62,97,116,116,109,45,0,133,133,111,72,5Y15,King County Balance,,,,,316.01
830,53033031603,"Census Tract 316.03, King County, Washington",4201,3023,2867,2858,2497,2461,124,361,9,9,9,9,0,156,156,118,96,5Y15,King County Balance,,,,,316.03
831,53033031604,"Census Tract 316.04, King County, Washington",3634,2947,2756,2691,2584,2524,126,107,65,65,57,65,0,191,191,160,113,5Y15,King County Balance,,,,,316.04
832,53033031605,"Census Tract 316.05, King County, Washington",2803,1883,1779,1742,1658,1622,86,84,37,37,37,30,0,104,104,68,53,5Y15,King County Balance,,,,,316.05
833,53033031703,"Census Tract 317.03, King County, Washington",5495,3829,3606,3313,2946,2891,196,367,293,275,220,230,18,223,223,113,51,5Y15,King County Balance,,,,,317.03
834,53033031704,"Census Tract 317.04, King County, Washington",3984,2988,2861,2813,2460,2383,197,353,48,48,48,40,0,127,127,76,76,5Y15,King County Balance,,,,,317.04
835,53033031705,"Census Tract 317.05, King County, Washington",3294,2540,2410,2337,2226,2207,28,111,73,73,53,62,0,130,130,114,103,5Y15,King County Balance,,,,,317.05
836,53033031706,"Census Tract 317.06, King County, Washington",4688,3257,3076,2968,2820,2806,124,148,108,91,91,53,17,181,181,132,58,5Y15,King County Balance,,,,,317.06
837,53033031800,"Census Tract 318, King County, Washington",3871,2749,2579,2419,2320,2249,111,99,160,160,131,123,0,170,170,166,130,5Y15,King County Balance,,,,,318.0
838,53033031903,"Census Tract 319.03, King County, Washington",5003,3436,3208,3063,2909,2826,167,154,145,131,95,82,14,228,228,157,122,5Y15,King County Balance,,,,,319.03
839,53033031904,"Census Tract 319.04, King County, Washington",2648,1875,1746,1652,1562,1502,108,90,94,86,70,86,8,129,129,48,48,5Y15,King County Balance,,,,,319.04
840,53033031906,"Census Tract 319.06, King County, Washington",2967,1997,1866,1846,1694,1646,64,152,20,20,20,20,0,131,131,75,75,5Y15,King County Balance,,,,,319.06
841,53033031907,"Census Tract 319.07, King County, Washington",5907,4509,4305,4120,3841,3779,75,279,185,185,86,158,0,204,193,88,85,5Y15,King County Balance,,,,,319.07
842,53033031908,"Census Tract 319.08, King County, Washington",3553,2687,2524,2417,1956,1887,147,461,107,107,84,107,0,163,153,22,14,5Y15,King County Balance,,,,,319.08
843,53033031909,"Census Tract 319.09, King County, Washington",2515,1847,1747,1729,1647,1620,112,82,18,18,18,0,0,100,86,25,16,5Y15,King County Balance,,,,,319.09
844,53033032002,"Census Tract 320.02, King County, Washington",2576,1564,1512,1451,1405,1395,59,46,61,61,41,61,0,52,52,0,0,5Y15,King County Balance,,,,,320.02
845,53033032003,"Census Tract 320.03, King County, Washington",3959,2556,2425,2296,2150,2108,58,146,129,129,116,78,0,131,131,98,94,5Y15,King County Balance,,,,,320.03
846,53033032005,"Census Tract 320.05, King County, Washington",5216,4203,3807,3666,3331,3195,153,335,141,91,68,91,50,396,396,197,80,5Y15,King County Balance,,,,,320.05
847,53033032006,"Census Tract 320.06, King County, Washington",3731,2659,2458,2340,2212,2165,112,128,118,118,107,108,0,201,201,115,85,5Y15,King County Balance,,,,,320.06
848,53033032007,"Census Tract 320.07, King County, Washington",2738,1988,1882,1791,1646,1564,106,145,91,91,91,60,0,106,106,66,54,5Y15,King County Balance,,,,,320.07
849,53033032008,"Census Tract 320.08, King County, Washington",3251,2400,2115,2071,1940,1903,56,131,44,44,36,44,0,285,226,161,143,5Y15,King County Balance,,,,,320.08
850,53033032010,"Census Tract 320.10, King County, Washington",3786,2574,2391,2262,2233,2201,79,29,129,129,76,105,0,183,183,134,123,5Y15,King County Balance,,,,,320.1
851,53033032011,"Census Tract 320.11, King County, Washington",2876,2335,2175,2143,1916,1916,32,227,32,32,20,24,0,160,160,80,73,5Y15,King County Balance,,,,,320.11
852,53033032102,"Census Tract 321.02, King County, Washington",3999,2712,2548,2415,2196,2152,70,219,133,133,102,115,0,164,164,118,117,5Y15,King County Balance,,,,,321.02
853,53033032103,"Census Tract 321.03, King County, Washington",3599,2611,2473,2358,2166,2121,96,192,115,115,72,87,0,138,138,33,33,5Y15,King County Balance,,,,,321.03
854,53033032104,"Census Tract 321.04, King County, Washington",4486,3327,3173,3011,2860,2740,120,151,162,162,98,134,0,154,154,70,59,5Y15,King County Balance,,,,,321.04
855,53033032203,"Census Tract 322.03, King County, Washington",5446,3640,3496,3373,3246,3231,65,127,123,123,80,90,0,144,144,144,144,5Y15,King County Balance,,,,,322.03
856,53033032207,"Census Tract 322.07, King County, Washington",2499,1677,1648,1581,1568,1561,62,13,67,67,58,60,0,29,29,29,29,5Y15,King County Balance,,,,,322.07
857,53033032208,"Census Tract 322.08, King County, Washington",6853,3832,3634,3393,3206,3169,112,187,241,241,211,176,0,198,198,151,126,5Y15,King County Balance,,,,,322.08
858,53033032210,"Census Tract 322.10, King County, Washington",8456,6907,6343,6227,5785,5657,177,442,116,116,116,98,0,564,549,469,357,5Y15,King County Balance,,,,,322.1
859,53033032211,"Census Tract 322.11, King County, Washington",3478,2661,2537,2456,2402,2372,30,54,81,81,67,37,0,124,116,78,69,5Y15,King County Balance,,,,,322.11
