OBJECTID,GEOID,NAME,B27011_001E,B27011_002E,B27011_003E,B27011_004E,B27011_005E,B27011_006E,B27011_007E,B27011_008E,B27011_009E,B27011_010E,B27011_011E,B27011_012E,B27011_013E,B27011_014E,B27011_015E,B27011_016E,B27011_017E,ACS_VINTAGE,JURISDICTION,CRA_NO,CRA_GRP,GEN_ALIAS,DETL_NAMES,TRACT_LABEL
860,53033032212,"Census Tract 322.12, King County, Washington",6084,4923,4608,4414,4304,4292,53,110,194,194,170,173,0,315,315,278,260,5Y15,King County Balance,,,,,322.12
861,53033032213,"Census Tract 322.13, King County, Washington",3133,2331,2249,2138,2042,2041,78,96,111,111,73,111,0,82,82,71,69,5Y15,King County Balance,,,,,322.13
862,53033032214,"Census Tract 322.14, King County, Washington",4094,3135,2991,2928,2896,2884,22,32,63,63,63,63,0,144,144,144,144,5Y15,King County Balance,,,,,322.14
863,53033032215,"Census Tract 322.15, King County, Washington",3083,2107,2092,2053,2053,2053,7,0,39,39,39,39,0,15,15,7,7,5Y15,King County Balance,,,,,322.15
864,53033032307,"Census Tract 323.07, King County, Washington",5030,3600,3478,3206,3109,3075,70,97,272,272,190,222,0,122,122,83,72,5Y15,King County Balance,,,,,323.07
865,53033032309,"Census Tract 323.09, King County, Washington",5444,3903,3685,3635,3541,3495,78,94,50,50,29,50,0,218,218,192,164,5Y15,King County Balance,,,,,323.09
866,53033032311,"Census Tract 323.11, King County, Washington",4331,3031,2902,2803,2660,2647,86,143,99,99,73,99,0,129,129,89,30,5Y15,King County Balance,,,,,323.11
867,53033032313,"Census Tract 323.13, King County, Washington",4982,3701,3483,3351,2923,2894,53,428,132,132,105,98,0,218,218,172,158,5Y15,King County Balance,,,,,323.13
868,53033032315,"Census Tract 323.15, King County, Washington",4023,2811,2613,2415,2351,2322,89,64,198,172,155,117,26,198,198,156,147,5Y15,King County Balance,,,,,323.15
869,53033032316,"Census Tract 323.16, King County, Washington",3885,2788,2669,2593,2563,2535,43,30,76,76,68,76,0,119,119,111,111,5Y15,King County Balance,,,,,323.16
870,53033032317,"Census Tract 323.17, King County, Washington",4499,3116,2966,2792,2761,2718,112,31,174,174,134,152,0,150,150,121,121,5Y15,King County Balance,,,,,323.17
871,53033032318,"Census Tract 323.18, King County, Washington",3946,3130,2977,2891,2859,2852,17,32,86,86,86,76,0,153,146,140,140,5Y15,King County Balance,,,,,323.18
872,53033032319,"Census Tract 323.19, King County, Washington",3968,2740,2656,2600,2374,2341,109,226,56,56,37,56,0,84,84,37,37,5Y15,King County Balance,,,,,323.19
873,53033032320,"Census Tract 323.20, King County, Washington",3396,2379,2311,2171,2119,2099,43,52,140,140,99,140,0,68,68,53,44,5Y15,King County Balance,,,,,323.2
874,53033032321,"Census Tract 323.21, King County, Washington",3715,2671,2496,2383,2333,2314,32,50,113,113,55,96,0,175,165,138,129,5Y15,King County Balance,,,,,323.21
875,53033032322,"Census Tract 323.22, King County, Washington",2677,1861,1812,1716,1595,1579,25,121,96,96,53,63,0,49,49,29,29,5Y15,King County Balance,,,,,323.22
876,53033032323,"Census Tract 323.23, King County, Washington",4216,2797,2723,2661,2572,2569,3,89,62,62,46,16,0,74,74,74,74,5Y15,King County Balance,,,,,323.23
877,53033032324,"Census Tract 323.24, King County, Washington",4238,3204,3077,2987,2607,2572,80,380,90,90,26,90,0,127,127,82,69,5Y15,King County Balance,,,,,323.24
878,53033032325,"Census Tract 323.25, King County, Washington",3986,3048,2893,2822,2655,2619,82,167,71,71,46,71,0,155,155,121,67,5Y15,King County Balance,,,,,323.25
879,53033032326,"Census Tract 323.26, King County, Washington",3130,2174,2107,2017,1925,1890,55,92,90,90,56,73,0,67,67,57,36,5Y15,King County Balance,,,,,323.26
880,53033032327,"Census Tract 323.27, King County, Washington",3672,1507,1402,1237,1180,1180,0,57,165,165,165,165,0,105,82,67,67,5Y15,King County Balance,,,,,323.27
881,53033032328,"Census Tract 323.28, King County, Washington",2443,1765,1699,1559,1505,1499,39,54,140,140,83,99,0,66,66,56,56,5Y15,King County Balance,,,,,323.28
882,53033032329,"Census Tract 323.29, King County, Washington",5931,4430,4301,4169,4134,4112,54,35,132,132,91,113,0,129,129,82,82,5Y15,King County Balance,,,,,323.29
883,53033032401,"Census Tract 324.01, King County, Washington",4087,2948,2699,2641,2548,2531,81,93,58,58,56,58,0,249,249,211,188,5Y15,King County Balance,,,,,324.01
884,53033032402,"Census Tract 324.02, King County, Washington",4670,3660,3464,3415,3149,3135,28,266,49,49,49,49,0,196,196,135,135,5Y15,King County Balance,,,,,324.02
885,53033032500,"Census Tract 325, King County, Washington",4197,3158,3027,2822,2662,2528,204,160,205,205,176,146,0,131,131,112,105,5Y15,King County Balance,,,,,325.0
886,53033032601,"Census Tract 326.01, King County, Washington",2108,1389,1302,1267,1158,1149,33,109,35,35,35,27,0,87,55,27,27,5Y15,King County Balance,,,,,326.01
887,53033032602,"Census Tract 326.02, King County, Washington",8093,6246,6007,5841,5744,5744,96,97,166,166,129,96,0,239,225,198,179,5Y15,King County Balance,,,,,326.02
888,53033032702,"Census Tract 327.02, King County, Washington",4979,3989,3852,3648,3442,3323,136,206,204,202,169,190,2,137,121,86,84,5Y15,King County Balance,,,,,327.02
889,53033032703,"Census Tract 327.03, King County, Washington",1683,1313,1245,1221,1059,1001,61,162,24,24,24,16,0,68,68,47,47,5Y15,King County Balance,,,,,327.03
890,53033032704,"Census Tract 327.04, King County, Washington",4870,3443,3253,3138,2688,2570,178,450,115,115,68,83,0,190,190,148,107,5Y15,King County Balance,,,,,327.04
891,53033032800,"Census Tract 328, King County, Washington",1934,1414,1351,1299,1208,1148,77,91,52,52,42,52,0,63,63,38,33,5Y15,King County Balance,,,,,328.0
2374,53033000101,"Census Tract 1.01, King County, Washington",2521,2116,2066,1857,1773,216,209,50,22,0,22,28,405,345,179,181,60,5Y21,Seattle,8.3,8.0,Cedar Park/Meadowbrook,"Cedar Park, Lake City, Meadowbrook, Matthews Beach",1.01
2375,53033000102,"Census Tract 1.02, King County, Washington",2910,2358,2316,1927,1820,107,389,42,42,42,0,0,552,505,341,249,47,5Y21,Seattle,8.3,8.0,Cedar Park/Meadowbrook,"Cedar Park, Lake City, Meadowbrook, Matthews Beach",1.02
2376,53033000201,"Census Tract 2.01, King County, Washington",3045,2762,2717,2467,2387,157,250,45,19,0,19,26,283,283,151,148,0,5Y21,Seattle,8.2,8.0,Olympic Hills/Victory Heights,"Lake City, Victory Heights, Olympic Hills, Pinehurst, Jackson Park",2.01
2377,53033000202,"Census Tract 2.02, King County, Washington",3034,2504,2333,2025,1929,96,308,171,171,67,104,0,530,478,339,154,52,5Y21,Seattle,8.2,8.0,Olympic Hills/Victory Heights,"Lake City, Victory Heights, Olympic Hills, Pinehurst, Jackson Park",2.02
2378,53033000300,"Census Tract 3, King County, Washington",2021,1756,1683,1585,1534,96,98,73,73,62,38,0,265,248,212,44,17,5Y21,Seattle,9.5,9.0,Haller Lake,"Haller Lake, Pinehurst",3.0
2379,53033000402,"Census Tract 4.02, King County, Washington",3165,2968,2838,2383,2227,202,455,130,130,64,66,0,197,167,103,64,30,5Y21,Seattle,9.1,9.0,Broadview/Bitter Lake,"Broadview, Bitter Lake",4.02
2380,53033000403,"Census Tract 4.03, King County, Washington",2019,1590,1335,1335,1233,146,0,255,158,96,62,97,429,412,294,137,17,5Y21,Seattle,9.1,9.0,Broadview/Bitter Lake,"Broadview, Bitter Lake",4.03
2381,53033000404,"Census Tract 4.04, King County, Washington",2614,2085,2059,1946,1493,573,113,26,26,0,26,0,529,494,142,426,35,5Y21,Seattle,9.1,9.0,Broadview/Bitter Lake,"Broadview, Bitter Lake",4.04
2382,53033000500,"Census Tract 5, King County, Washington",1724,1315,1302,1228,1202,60,74,13,13,4,13,0,409,355,313,132,54,5Y21,Seattle,9.1,9.0,Broadview/Bitter Lake,"Broadview, Bitter Lake",5.0
2383,53033000601,"Census Tract 6.01, King County, Washington",3310,2810,2662,2481,2357,178,181,148,104,12,92,44,500,480,441,81,20,5Y21,Seattle,9.5,9.0,Haller Lake,"Haller Lake, Pinehurst",6.01
2384,53033000602,"Census Tract 6.02, King County, Washington",2569,2133,2091,1880,1660,246,211,42,18,18,0,24,436,355,155,200,81,5Y21,Seattle,9.5,9.0,Haller Lake,"Haller Lake, Pinehurst",6.02
2385,53033000700,"Census Tract 7, King County, Washington",3964,3552,3341,2958,2713,245,383,211,135,57,78,76,412,389,332,104,23,5Y21,Seattle,8.2,8.0,Olympic Hills/Victory Heights,"Lake City, Victory Heights, Olympic Hills, Pinehurst, Jackson Park",7.0
2386,53033000800,"Census Tract 8, King County, Washington",1768,1536,1490,1382,1337,139,108,46,46,21,37,0,232,232,175,67,0,5Y21,Seattle,8.3,8.0,Cedar Park/Meadowbrook,"Cedar Park, Lake City, Meadowbrook, Matthews Beach",8.0
2387,53033000900,"Census Tract 9, King County, Washington",1222,960,905,903,892,25,2,55,35,34,9,20,262,262,224,56,0,5Y21,Seattle,8.3,8.0,Cedar Park/Meadowbrook,"Cedar Park, Lake City, Meadowbrook, Matthews Beach",9.0
2388,53033001000,"Census Tract 10, King County, Washington",1305,1075,992,930,860,78,62,83,73,39,52,10,230,216,171,48,14,5Y21,Seattle,8.3,8.0,Cedar Park/Meadowbrook,"Cedar Park, Lake City, Meadowbrook, Matthews Beach",10.0
2389,53033001100,"Census Tract 11, King County, Washington",1782,1495,1463,1372,1287,85,91,32,20,8,12,12,287,275,227,61,12,5Y21,Seattle,8.2,8.0,Olympic Hills/Victory Heights,"Lake City, Victory Heights, Olympic Hills, Pinehurst, Jackson Park",11.0
2390,53033001201,"Census Tract 12.01, King County, Washington",2569,1959,1915,1705,1460,300,210,44,44,26,18,0,610,478,218,345,132,5Y21,Seattle,8.1,8.0,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",12.01
2391,53033001202,"Census Tract 12.02, King County, Washington",2197,1808,1652,1569,1445,167,83,156,87,31,56,69,389,352,200,200,37,5Y21,Seattle,8.1,8.0,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",12.02
2392,53033001300,"Census Tract 13, King County, Washington",3545,3046,2875,2600,2490,147,275,171,118,26,118,53,499,466,252,267,33,5Y21,Seattle,9.2,9.0,Licton Springs,Licton Springs,13.0
2393,53033001400,"Census Tract 14, King County, Washington",3716,3379,3207,3022,2805,292,185,172,90,78,12,82,337,278,135,143,59,5Y21,Seattle,10.1,10.0,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",14.0
2394,53033001500,"Census Tract 15, King County, Washington",1731,1475,1452,1428,1367,61,24,23,23,23,0,0,256,256,245,11,0,5Y21,Seattle,10.1,10.0,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",15.0
2395,53033001600,"Census Tract 16, King County, Washington",2898,2516,2445,2401,2350,75,44,71,69,69,0,2,382,372,292,80,10,5Y21,Seattle,10.1,10.0,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",16.0
2396,53033001701,"Census Tract 17.01, King County, Washington",3465,3222,3174,2875,2662,327,299,48,48,48,32,0,243,217,185,79,26,5Y21,Seattle,9.3,9.0,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",17.01
2397,53033001702,"Census Tract 17.02, King County, Washington",3663,3232,3146,2957,2839,309,189,86,86,60,26,0,431,431,363,120,0,5Y21,Seattle,9.3,9.0,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",17.02
2398,53033001800,"Census Tract 18, King County, Washington",4097,3591,3555,3415,3306,184,140,36,36,36,0,0,506,502,480,55,4,5Y21,Seattle,9.2,9.0,Licton Springs,Licton Springs,18.0
2399,53033001900,"Census Tract 19, King County, Washington",3433,3043,2946,2914,2720,194,32,97,87,40,47,10,390,390,294,114,0,5Y21,Seattle,8.1,8.0,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",19.0
2400,53033002000,"Census Tract 20, King County, Washington",2774,2355,2128,2128,2059,97,0,227,220,79,141,7,419,370,155,241,49,5Y21,Seattle,8.1,8.0,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",20.0
2401,53033002100,"Census Tract 21, King County, Washington",3091,2704,2586,2562,2478,104,24,118,74,71,3,44,387,373,338,51,14,5Y21,Seattle,7.4,7.0,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",21.0
2402,53033002200,"Census Tract 22, King County, Washington",3451,2909,2837,2819,2709,151,18,72,72,72,36,0,542,542,424,136,0,5Y21,Seattle,7.4,7.0,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",22.0
2403,53033002400,"Census Tract 24, King County, Washington",2041,1865,1814,1814,1754,86,0,51,51,34,17,0,176,176,115,61,0,5Y21,Seattle,7.4,7.0,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",24.0
2404,53033002500,"Census Tract 25, King County, Washington",2364,2096,2068,1940,1756,184,128,28,28,28,0,0,268,247,221,61,21,5Y21,Seattle,7.3,7.0,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",25.0
2405,53033002600,"Census Tract 26, King County, Washington",3588,3290,3161,3035,2818,218,126,129,113,72,41,16,298,267,210,66,31,5Y21,Seattle,7.3,7.0,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",26.0
2406,53033002700,"Census Tract 27, King County, Washington",3922,3430,3395,3138,2999,139,257,35,35,14,21,0,492,423,378,126,69,5Y21,Seattle,9.4,9.0,Green Lake,"Green Lake, Meridian, Roosevelt, Woodland Park",27.0
2407,53033002800,"Census Tract 28, King County, Washington",3467,3268,3216,3078,2971,107,138,52,52,34,18,0,199,199,195,50,0,5Y21,Seattle,9.3,9.0,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",28.0
2408,53033002900,"Census Tract 29, King County, Washington",3258,2819,2744,2707,2575,186,37,75,75,67,8,0,439,419,379,45,20,5Y21,Seattle,9.3,9.0,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",29.0
2409,53033003000,"Census Tract 30, King County, Washington",4358,3687,3610,3450,3284,183,160,77,45,45,0,32,671,616,527,89,55,5Y21,Seattle,10.2,10.0,Whittier Heights,"Whittier Heights, Loyal Heights, Crown Hill",30.0
2410,53033003100,"Census Tract 31, King County, Washington",4208,3725,3511,3444,3428,70,67,214,144,144,0,70,483,483,483,163,0,5Y21,Seattle,10.3,10.0,Sunset Hill/Loyal Heights,"Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",31.0
2411,53033003201,"Census Tract 32.01, King County, Washington",2826,2490,2466,2446,2430,16,20,24,24,24,0,0,336,305,305,63,31,5Y21,Seattle,10.3,10.0,Sunset Hill/Loyal Heights,"Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",32.01
2412,53033003202,"Census Tract 32.02, King County, Washington",3112,2796,2722,2673,2673,67,49,74,74,74,0,0,316,289,158,131,27,5Y21,Seattle,10.3,10.0,Sunset Hill/Loyal Heights,"Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",32.02
2413,53033003301,"Census Tract 33.01, King County, Washington",3742,3375,3194,3134,2964,170,60,181,181,181,0,0,367,367,267,100,0,5Y21,Seattle,10.2,10.0,Whittier Heights,"Whittier Heights, Loyal Heights, Crown Hill",33.01
2414,53033003302,"Census Tract 33.02, King County, Washington",3087,2636,2545,2528,2129,437,17,91,91,91,0,0,451,423,319,121,28,5Y21,Seattle,10.2,10.0,Whittier Heights,"Whittier Heights, Loyal Heights, Crown Hill",33.02
2415,53033003400,"Census Tract 34, King County, Washington",2350,2086,1879,1793,1785,25,86,207,175,134,41,32,264,264,228,36,0,5Y21,Seattle,9.3,9.0,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",34.0
2416,53033003500,"Census Tract 35, King County, Washington",2707,2293,2246,2217,2090,169,29,47,45,28,17,2,414,365,314,68,49,5Y21,Seattle,9.3,9.0,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",35.0
2417,53033003601,"Census Tract 36.01, King County, Washington",2218,1893,1854,1823,1797,43,31,39,18,18,18,21,325,236,152,84,89,5Y21,Seattle,9.4,9.0,Green Lake,"Green Lake, Meridian, Roosevelt, Woodland Park",36.01
2418,53033003602,"Census Tract 36.02, King County, Washington",3472,3114,2931,2911,2724,187,20,183,141,110,46,42,358,346,88,258,12,5Y21,Seattle,9.4,9.0,Green Lake,"Green Lake, Meridian, Roosevelt, Woodland Park",36.02
2419,53033003800,"Census Tract 38, King County, Washington",1706,1483,1440,1421,1377,51,19,43,43,43,0,0,223,215,165,66,8,5Y21,Seattle,7.3,7.0,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",38.0
2420,53033003900,"Census Tract 39, King County, Washington",1890,1551,1529,1488,1442,112,41,22,22,22,0,0,339,332,291,50,7,5Y21,Seattle,7.4,7.0,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",39.0
2421,53033004000,"Census Tract 40, King County, Washington",1941,1508,1472,1461,1363,155,11,36,36,16,20,0,433,412,260,209,21,5Y21,Seattle,7.5,7.0,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",40.0
2422,53033004101,"Census Tract 41.01, King County, Washington",1971,1493,1493,1493,1467,26,0,0,0,0,0,0,478,460,449,11,18,5Y21,Seattle,7.5,7.0,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",41.01
2423,53033004102,"Census Tract 41.02, King County, Washington",2244,1808,1748,1639,1622,17,109,60,60,60,0,0,436,436,377,73,0,5Y21,Seattle,7.5,7.0,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",41.02
2424,53033004201,"Census Tract 42.01, King County, Washington",2141,1758,1718,1718,1718,0,0,40,40,19,21,0,383,383,366,28,0,5Y21,Seattle,7.3,7.0,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",42.01
2425,53033004202,"Census Tract 42.02, King County, Washington",3191,2898,2780,2731,2685,56,49,118,118,116,2,0,293,291,246,45,2,5Y21,Seattle,7.3,7.0,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",42.02
2426,53033004301,"Census Tract 43.01, King County, Washington",2477,1752,1665,1567,1447,149,98,87,77,42,35,10,725,646,455,230,79,5Y21,Seattle,7.3,7.0,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",43.01
2427,53033004302,"Census Tract 43.02, King County, Washington",3784,1912,1796,1672,1482,279,124,116,112,89,23,4,1872,1607,1494,119,265,5Y21,Seattle,7.3,7.0,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",43.02
2428,53033004401,"Census Tract 44.01, King County, Washington",2984,2636,2411,2339,2131,230,72,225,162,72,116,63,348,348,289,59,0,5Y21,Seattle,7.2,7.0,University District,"University District, Cowen Park, Ravenna",44.01
2429,53033004402,"Census Tract 44.02, King County, Washington",2926,2223,2173,2014,1757,295,159,50,34,34,8,16,703,592,530,96,111,5Y21,Seattle,7.2,7.0,University District,"University District, Cowen Park, Ravenna",44.02
