OBJECTID,LBAS_NO,SBAS_NO,SUBREGION,RBAS_NO,REGIONAL,MBAS_NO,MAJOR,ACREAGE,AREA_SQMI,SHAPE_Length,SHAPE_Area
1533,4600-26,4600,Mattabesset River,46,Mattabesset,4,Connecticut,339.55599975,0.53055697,20491.7658516188,-14791078.0210178
1534,5201-05,5201,Eightmile River,52,Quinnipiac,5,South Central Coast,344.14401245,0.53772497,23670.702502726,-14990907.6758755
1535,3600-01,3600,Pachaug River,36,Pachaug,3,Thames,366.07901,0.57199901,16587.6742588615,-15946415.8213643
1536,4600-14,4600,Mattabesset River,46,Mattabesset,4,Connecticut,189.8480072,0.29663699,17047.2914281831,-8269768.93011047
1537,6802-09,6802,Nonewaug River,68,Pomperaug,6,Housatonic,433.22198486,0.67690902,26457.7824253557,-18871151.0088178
1538,4012-02,4012,Carr Brook,40,Connecticut Main Stem,4,Connecticut,419.80300903,0.65594202,22718.827471307,-18286607.9757331
1539,4600-30,4600,Mattabesset River,46,Mattabesset,4,Connecticut,217.11199951,0.339237,16806.9754961655,-9457391.10537822
1540,6912-05,6912,Steele Brook,69,Naugatuck,6,Housatonic,1644.58996582,2.56967997,64042.4577436357,-71638528.9482113
1541,6803-04,6803,Sprain Brook,68,Pomperaug,6,Housatonic,1404.07995605,2.19387006,45305.9564161581,-61161640.3142962
1542,3900-06,3900,Yantic River,39,Yantic,3,Thames,153.93699645,0.240526,15114.7964255515,-6705486.78079972
1543,6802-04,6802,Nonewaug River,68,Pomperaug,6,Housatonic,358.96600341,0.56088399,19417.0479333643,-15636537.0361618
1544,3905-08,3905,Pease Brook,39,Yantic,3,Thames,141.35699462,0.220871,15993.4640998556,-6157518.51622754
1545,6700-26,6700,Shepaug River,67,Shepaug,6,Housatonic,1207.53002929,1.88677,44234.3489215348,-52600153.9157071
1546,8103-00,8103,East Branch Croton River,81,Croton,8,Hudson,35793.30078125,55.92710113,290747.598051192,-1559158203.88624
1547,4000-40,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut,1187.13000488,1.8549,39106.4352001523,-51711528.9095975
1548,3800-15,3800,Shetucket River,38,Shetucket,3,Thames,583.95300292,0.912427,30357.6800657163,-25437013.157022
1549,4600-29,4600,Mattabesset River,46,Mattabesset,4,Connecticut,1447.11999511,2.26113009,44858.2151426412,-63036573.9175307
1550,3900-11,3900,Yantic River,39,Yantic,3,Thames,1125.66003417,1.75883996,44184.4807423661,-49033735.4713753
1551,4000-41,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut,1447.52001953,2.26175999,48033.8548183546,-63054126.1311313
1552,3900-04,3900,Yantic River,39,Yantic,3,Thames,301.55200195,0.471174,19069.2630098173,-13135592.8402682
1553,4600-24,4600,Mattabesset River,46,Mattabesset,4,Connecticut,252.96299743,0.39525499,30901.2823278756,-11019066.3050384
1554,4709-05,4709,Pine Brook,47,Salmon,4,Connecticut,729.10198974,1.13921999,32604.5946056494,-31759671.1175572
1555,4600-25,4600,Mattabesset River,46,Mattabesset,4,Connecticut,580.14599609,0.90647798,33902.1192354544,-25271148.9142975
1556,3716-09,3716,Broad Brook,37,Quinebaug,3,Thames,751.30700683,1.17392003,32879.6967377264,-32726927.080142
1557,4703-00,4703,Meadow Brook,47,Salmon,4,Connecticut,1960.72998046,3.06364011,68973.3884964073,-85409480.7601868
1558,3903-00,3903,Sherman Brook,39,Yantic,3,Thames,2215.48999023,3.46169996,85393.537054921,-96506771.4508247
1559,4600-04,4600,Mattabesset River,46,Mattabesset,4,Connecticut,195.18600463,0.30497801,15846.4185399614,-8502293.01086424
1560,3902-02,3902,Bartlett Brook,39,Yantic,3,Thames,197.53199768,0.30864301,16968.6991710059,-8604479.98205006
1561,4600-19,4600,Mattabesset River,46,Mattabesset,4,Connecticut,115.16899871,0.17995199,17184.9050968307,-5016773.49412449
1562,3900-00,3900,Yantic River,39,Yantic,3,Thames,6639.91992187,10.37489986,191957.966075392,-289234725.943938
1563,6400-00,6400,Lake Candlewood,64,Candlewood,6,Housatonic,14057.09960937,21.96430015,215032.060794831,-612328195.784799
1564,4600-20,4600,Mattabesset River,46,Mattabesset,4,Connecticut,139.24699401,0.217574,15713.9208660482,-6065612.79064204
1565,3903-04,3903,Sherman Brook,39,Yantic,3,Thames,493.04598999,0.77038502,21527.3663885369,-21477093.0185658
1566,6802-08,6802,Nonewaug River,68,Pomperaug,6,Housatonic,301.93600463,0.47177499,20463.4682863371,-13152316.3637933
1567,6000-37,6000,Housatonic River,60,Housatonic Main Stem,6,Housatonic,2425.32006835,3.78956007,58405.7720166714,-105646870.533347
1568,4700-03,4700,Salmon River,47,Salmon,4,Connecticut,1630.98999023,2.54841995,45185.6059994741,-71045993.6244027
1569,4703-04,4703,Meadow Brook,47,Salmon,4,Connecticut,416.78201293,0.65122199,19646.6706751887,-18155042.1772159
1570,5203-01,5203,Misery Brook,52,Quinnipiac,5,South Central Coast,707.815979,1.10596001,33057.3401073648,-30832457.5289563
1571,4700-01,4700,Salmon River,47,Salmon,4,Connecticut,310.57400512,0.48527199,16402.1799881415,-13528624.517775
1572,6802-06,6802,Nonewaug River,68,Pomperaug,6,Housatonic,624.33001708,0.97551602,28463.5739214362,-27195830.0434805
1573,4600-03,4600,Mattabesset River,46,Mattabesset,4,Connecticut,77.88659667,0.12169799,13120.9451847656,-3392740.34400987
1574,4000-39,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut,831.87597656,1.29981005,31543.41528955,-36236496.885921
1575,3700-42,3700,Quinebaug River,37,Quinebaug,3,Thames,335.01501464,0.52346199,19275.187722254,-14593267.4332229
1576,4600-11,4600,Mattabesset River,46,Mattabesset,4,Connecticut,230.15400695,0.35961499,19934.2638251546,-10025504.2175286
1577,4600-12,4600,Mattabesset River,46,Mattabesset,4,Connecticut,239.66700744,0.37448,17837.896563772,-10439890.0055177
1578,4600-28,4600,Mattabesset River,46,Mattabesset,4,Connecticut,489.70300292,0.76516097,22853.2661759152,-21331457.1083328
1579,6914-10,6914,Mad River,69,Naugatuck,6,Housatonic,273.61599731,0.42752599,15907.0070763865,-11918726.4465687
1580,4604-03,4604,Sawmill Brook,46,Mattabesset,4,Connecticut,1606.47998046,2.51011991,59515.4532239786,-69978073.4955266
1581,6802-14,6802,Nonewaug River,68,Pomperaug,6,Housatonic,712.13000488,1.11269998,29084.7057278482,-31020394.6936756
1582,6000-33,6000,Housatonic River,60,Housatonic Main Stem,6,Housatonic,296.90200805,0.46391001,16617.8896092838,-12933055.0372964
1583,3600-09,3600,Pachaug River,36,Pachaug,3,Thames,382.90701293,0.598293,22345.3472914722,-16679435.8131597
1584,6914-07,6914,Mad River,69,Naugatuck,6,Housatonic,337.74200439,0.52772098,19425.6679643446,-14712014.6528972
1585,6912-06,6912,Steele Brook,69,Naugatuck,6,Housatonic,477.1329956,0.74551999,19652.0757917649,-20783908.323025
1586,5202-07,5202,Tenmile River,52,Quinnipiac,5,South Central Coast,670.05401611,1.04695999,29397.1424212323,-29187548.8895012
1587,3900-10,3900,Yantic River,39,Yantic,3,Thames,487.57800292,0.76184099,22638.5398504118,-21238894.7859487
1588,6401-02,6401,Sawmill Brook,64,Candlewood,6,Housatonic,671.73101806,1.04957997,31401.8040550529,-29260608.4258448
1589,3600-04,3600,Pachaug River,36,Pachaug,3,Thames,582.72802734,0.91051298,22380.5883772771,-25383643.6331844
1590,4709-00,4709,Pine Brook,47,Salmon,4,Connecticut,2921.07006835,4.56415987,96399.0482666288,-127241609.507668
1591,4700-00,4700,Salmon River,47,Salmon,4,Connecticut,4446.43017578,6.9475398,150169.302850937,-193686262.290005
1592,6914-06,6914,Mad River,69,Naugatuck,6,Housatonic,1270.59997558,1.98530995,51991.2991962113,-55347202.6410242
1593,6706-00,6706,Jacks Brook,67,Shepaug,6,Housatonic,3321.32006835,5.18955993,82470.4223399092,-144676617.868715
1594,3716-08,3716,Broad Brook,37,Quinebaug,3,Thames,648.59997558,1.01344001,29859.8007780674,-28253011.4699757
1595,4703-05,4703,Meadow Brook,47,Salmon,4,Connecticut,1662.76000976,2.5980699,43396.1597440625,-72430016.3425532
1596,6802-07,6802,Nonewaug River,68,Pomperaug,6,Housatonic,752.21099853,1.17533004,30725.9186583085,-32766332.2860965
1597,4704-00,4704,Pine Brook,47,Salmon,4,Connecticut,2786.35009765,4.35368013,69343.4974856244,-121373584.487829
1598,3900-08,3900,Yantic River,39,Yantic,3,Thames,371.1369934,0.57990199,20919.4748952662,-16166738.0534417
1599,6914-05,6914,Mad River,69,Naugatuck,6,Housatonic,267.21701049,0.417526,17158.7523909461,-11639958.437506
1600,3900-12,3900,Yantic River,39,Yantic,3,Thames,441.30599975,0.68954098,22051.5936391623,-19223287.3922317
1601,3904-00,3904,Deep River,39,Yantic,3,Thames,3815.98999023,5.96248006,115291.50252317,-166224371.05359
1602,5206-03,5206,Harbor Brook,52,Quinnipiac,5,South Central Coast,651.85998535,1.01853001,30058.4893954724,-28395016.0002433
1603,3600-02,3600,Pachaug River,36,Pachaug,3,Thames,660.06799316,1.03136003,28463.6426913533,-28752573.3596711
1604,4705-04,4705,Jeremy River,47,Salmon,4,Connecticut,333.41799926,0.52096498,19805.3325107807,-14523667.6282499
1605,3603-00,3603,Denison Brook,36,Pachaug,3,Thames,1325.29003906,2.07077002,49118.2661286461,-57729732.0794095
1606,6916-03,6916,Hop Brook,69,Naugatuck,6,Housatonic,267.5119934,0.417988,18369.4089418093,-11652837.0341369
1607,6700-27,6700,Shepaug River,67,Shepaug,6,Housatonic,1190.31994628,1.85986995,34296.0277733201,-51850279.8528091
1608,3900-13,3900,Yantic River,39,Yantic,3,Thames,805.3460083,1.25835001,35911.2945822207,-35080893.1234591
1609,4607-00,4607,Coginchaug River,46,Mattabesset,4,Connecticut,6849.39990234,10.70219993,234167.119869787,-298359991.368816
1610,6700-30,6700,Shepaug River,67,Shepaug,6,Housatonic,1001.38000488,1.56465005,40093.6168635758,-43620056.61119
1611,6401-01,6401,Sawmill Brook,64,Candlewood,6,Housatonic,715.60998535,1.11813998,34942.1855885696,-31171981.0013214
1612,6700-31,6700,Shepaug River,67,Shepaug,6,Housatonic,416.56900024,0.65088897,23029.3506303189,-18145728.7475661
1613,6916-00,6916,Hop Brook,69,Naugatuck,6,Housatonic,2725.67993164,4.25887012,124248.089767118,-118730528.343637
1614,5205-00,5205,Sodom Brook,52,Quinnipiac,5,South Central Coast,1729.67004394,2.70261001,68436.6642572334,-75344527.9295821
1615,3600-07,3600,Pachaug River,36,Pachaug,3,Thames,851.90399169,1.33109998,33184.6845707457,-37108958.9544776
1616,3603-02,3603,Denison Brook,36,Pachaug,3,Thames,924.96002197,1.44525003,34616.7065375388,-40291248.0452917
1617,6916-01,6916,Hop Brook,69,Naugatuck,6,Housatonic,650.9119873,1.01705002,39482.6847981742,-28353720.6063219
1618,3900-05,3900,Yantic River,39,Yantic,3,Thames,304.60998535,0.47595301,16074.0621056485,-13268816.7665296
1619,4703-03,4703,Meadow Brook,47,Salmon,4,Connecticut,315.7869873,0.49341699,17244.1922143602,-13755671.2916483
1620,3716-06,3716,Broad Brook,37,Quinebaug,3,Thames,559.25500488,0.87383598,25737.9252010343,-24361136.8442009
1621,6000-36,6000,Housatonic River,60,Housatonic Main Stem,6,Housatonic,489.45700073,0.764777,20065.8033566634,-21320748.2825878
1622,3716-00,3716,Broad Brook,37,Quinebaug,3,Thames,3701.34008789,5.78334999,126525.872530476,-161230491.594652
1623,6914-08,6914,Mad River,69,Naugatuck,6,Housatonic,644.08197021,1.00637996,28232.1371767206,-28056227.0315736
1624,5206-00,5206,Harbor Brook,52,Quinnipiac,5,South Central Coast,2698.05004882,4.21570014,69799.7818763984,-117527049.940787
1625,3800-18,3800,Shetucket River,38,Shetucket,3,Thames,639.1710205,0.99870401,31825.8990362362,-27842267.6016202
1626,6802-10,6802,Nonewaug River,68,Pomperaug,6,Housatonic,596.01300048,0.93127,35390.8608470488,-25962335.3961841
1627,3903-03,3903,Sherman Brook,39,Yantic,3,Thames,579.85198974,0.90601897,24049.1885534026,-25258361.6197073
1628,6916-06,6916,Hop Brook,69,Naugatuck,6,Housatonic,998.37701416,1.55996,51391.7851619917,-43489294.7475071
1629,3903-05,3903,Sherman Brook,39,Yantic,3,Thames,264.0960083,0.41264998,16406.4542764501,-11504028.0792382
1630,4700-07,4700,Salmon River,47,Salmon,4,Connecticut,1708.68005371,2.66981005,53748.5150298963,-74430042.6330015
1631,1101-00,1101,Brushy Brook,11,Wood,1,Pawcatuck,8394.76953125,13.1168003,98043.0750332953,-365676299.983812
1632,5205-02,5205,Sodom Brook,52,Quinnipiac,5,South Central Coast,506.57800292,0.79152798,24167.6231177143,-22066528.1202392
1633,6916-10,6916,Hop Brook,69,Naugatuck,6,Housatonic,1119.38000488,1.74902999,45389.5476280802,-48760167.3485229
1634,3900-01,3900,Yantic River,39,Yantic,3,Thames,562.89599609,0.87952399,26900.6737897321,-24519734.5082118
1635,5202-06,5202,Tenmile River,52,Quinnipiac,5,South Central Coast,469.5,0.73359298,25965.4605714431,-20451403.2962072
1636,4703-01,4703,Meadow Brook,47,Salmon,4,Connecticut,1192.97998046,1.86404001,39081.3284599729,-51966340.9240634
1637,3900-14,3900,Yantic River,39,Yantic,3,Thames,339.79598999,0.53093099,19322.9553436431,-14801501.4243445
1638,6805-02,6805,Hesseky Brook,68,Pomperaug,6,Housatonic,1045.38000488,1.63340997,46021.3159250835,-45536915.198781
1639,3604-00,3604,Myron Kinney Brook,36,Pachaug,3,Thames,2349.80004882,3.67156004,69319.8176779011,-102357262.468248
1640,4604-01,4604,Sawmill Brook,46,Mattabesset,4,Connecticut,598.60797119,0.93532598,27005.2399471944,-26075383.6959635
1641,6914-11,6914,Mad River,69,Naugatuck,6,Housatonic,484.49200439,0.75701802,24201.8283260842,-21104447.138905
1642,3906-07,3906,Gardner Brook,39,Yantic,3,Thames,496.51599121,0.775806,24672.8465430436,-21628232.0756332
1643,5202-00,5202,Tenmile River,52,Quinnipiac,5,South Central Coast,4446.37988281,6.94746017,129618.201974689,-193684212.687025
1644,4600-02,4600,Mattabesset River,46,Mattabesset,4,Connecticut,272.63400268,0.42598998,17161.7916734613,-11875926.802557
1645,6802-11,6802,Nonewaug River,68,Pomperaug,6,Housatonic,422.39498901,0.65999197,30943.1187421449,-18399518.6160154
1646,5202-08,5202,Tenmile River,52,Quinnipiac,5,South Central Coast,490.90100097,0.76703202,27333.7311881583,-21383627.2725942
1647,6600-12,6600,Still River,66,Still,6,Housatonic,936.61602783,1.46345996,31964.515803428,-40798983.2975603
1648,6800-00,6800,Pomperaug River,68,Pomperaug,6,Housatonic,6073.99023437,9.49061012,182350.016023427,-264583002.611486
1649,3900-09,3900,Yantic River,39,Yantic,3,Thames,1104.36999511,1.72557997,35074.025155208,-48106384.7433188
1650,4700-02,4700,Salmon River,47,Salmon,4,Connecticut,847.75,1.32460999,28690.1245315461,-36927993.8706337
1651,5205-01,5205,Sodom Brook,52,Quinnipiac,5,South Central Coast,243.59899902,0.38062399,16933.7454743397,-10611178.6585374
1652,6000-39,6000,Housatonic River,60,Housatonic Main Stem,6,Housatonic,487.17700195,0.76121401,25060.7809928757,-21221428.1956554
1653,6805-04,6805,Hesseky Brook,68,Pomperaug,6,Housatonic,415.90899658,0.64985799,25096.7066335173,-18116988.2973042
1654,6916-11,6916,Hop Brook,69,Naugatuck,6,Housatonic,1170.17004394,1.82840001,42647.2061376428,-50972730.095444
1655,6706-02,6706,Jacks Brook,67,Shepaug,6,Housatonic,1214.4399414,1.89756,38202.4848254868,-52900815.3199611
1656,4704-01,4704,Pine Brook,47,Salmon,4,Connecticut,424.65600585,0.66352498,21611.3073925086,-18498010.2330791
1657,3906-06,3906,Gardner Brook,39,Yantic,3,Thames,285.27099609,0.44573599,15441.6223646868,-12426415.8909691
1658,3906-05,3906,Gardner Brook,39,Yantic,3,Thames,837.95898437,1.30930995,32258.6036207655,-36501496.9374616
1659,1002-00,1002,Green Fall River,10,Pawcatuck Main Stem,1,Pawcatuck,4172.97998046,6.52027988,131851.008822991,-181775074.856382
1660,3717-00,3717,Choate Brook,37,Quinebaug,3,Thames,2353.94995117,3.67805004,63347.4702762754,-102538099.861859
1661,5206-01,5206,Harbor Brook,52,Quinnipiac,5,South Central Coast,2392.07006835,3.73760008,67821.8529766467,-104198397.635997
1662,6400-02,6400,Lake Candlewood,64,Candlewood,6,Housatonic,1533.63000488,2.39630007,42765.5607696245,-66804890.7301742
1663,6916-04,6916,Hop Brook,69,Naugatuck,6,Housatonic,231.80099487,0.36218801,15626.2208415666,-10097234.0306601
1664,8101-00,8101,Quaker Brook,81,Croton,8,Hudson,3592.60009765,5.61344003,73183.5264031543,-156493624.750334
1665,6916-02,6916,Hop Brook,69,Naugatuck,6,Housatonic,738.84997558,1.15445005,32158.6797459232,-32184289.6914391
1666,4703-02,4703,Meadow Brook,47,Salmon,4,Connecticut,1569.27001953,2.45198988,44624.3836011244,-68357561.3350054
1667,4700-08,4700,Salmon River,47,Salmon,4,Connecticut,267.32800292,0.41769999,18155.7160708816,-11644803.87443
1668,4000-38,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut,636.58001708,0.99465602,32856.8755883996,-27729431.6414609
1669,6700-29,6700,Shepaug River,67,Shepaug,6,Housatonic,330.2330017,0.515989,20265.7362059152,-14384959.9584483
1670,6805-05,6805,Hesseky Brook,68,Pomperaug,6,Housatonic,194.52400207,0.30394399,16959.7426790931,-8473464.79917187
1671,6916-07,6916,Hop Brook,69,Naugatuck,6,Housatonic,178.20199584,0.27844101,15644.6758179016,-7762479.40978241
1672,5205-03,5205,Sodom Brook,52,Quinnipiac,5,South Central Coast,897.29101562,1.40201997,31196.7320339077,-39086006.4116932
1673,6805-03,6805,Hesseky Brook,68,Pomperaug,6,Housatonic,182.32699584,0.284886,12603.9032206207,-7942165.10386834
1674,4700-05,4700,Salmon River,47,Salmon,4,Connecticut,289.81698608,0.452838,17697.2409541477,-12624413.8302026
1675,5202-09,5202,Tenmile River,52,Quinnipiac,5,South Central Coast,331.30999755,0.517672,23144.4495574437,-14431864.8861981
1676,4013-00,4013,Sumner Brook,40,Connecticut Main Stem,4,Connecticut,2616.84008789,4.08880996,108327.722499341,-113989427.243413
1677,6802-12,6802,Nonewaug River,68,Pomperaug,6,Housatonic,1190.92004394,1.86082005,43223.6376388628,-51876592.7210102
1678,6706-01,6706,Jacks Brook,67,Shepaug,6,Housatonic,501.38400268,0.78341299,23853.014542723,-21840294.2389643
1679,4000-37,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut,942.2290039,1.47222995,38559.8388162555,-41043503.6444055
1680,3906-00,3906,Gardner Brook,39,Yantic,3,Thames,3578.7199707,5.59175014,114436.922146554,-155889134.847892
1681,5200-06,5200,Quinnipiac River,52,Quinnipiac,5,South Central Coast,502.72000122,0.785501,24914.8127938921,-21898497.6496244
1682,3603-01,3603,Denison Brook,36,Pachaug,3,Thames,319.61599731,0.49939998,17154.27264448,-13922454.3933036
1683,3800-19,3800,Shetucket River,38,Shetucket,3,Thames,340.0960083,0.53140002,19549.68088552,-14814569.0745944
1684,6913-00,6913,Beaver Pond Brook,69,Naugatuck,6,Housatonic,1572.56005859,2.45712995,60714.2847795349,-68500868.7748871
1685,4709-06,4709,Pine Brook,47,Salmon,4,Connecticut,340.97000122,0.53276598,18488.1487023001,-14852645.7728795
1686,1002-01,1002,Green Fall River,10,Pawcatuck Main Stem,1,Pawcatuck,309.98001098,0.484344,16933.8214119762,-13502730.2815701
1687,5202-04,5202,Tenmile River,52,Quinnipiac,5,South Central Coast,1200.23999023,1.87537002,38745.4994821831,-52282375.1023314
1688,6700-28,6700,Shepaug River,67,Shepaug,6,Housatonic,862.32800292,1.34739005,42674.7237725976,-37563018.5745853
1689,3716-07,3716,Broad Brook,37,Quinebaug,3,Thames,517.64898681,0.80882698,25192.8053670948,-22548803.9730226
1690,4607-14,4607,Coginchaug River,46,Mattabesset,4,Connecticut,353.92498779,0.55300801,24326.7002909815,-15416981.8152909
1691,4700-04,4700,Salmon River,47,Salmon,4,Connecticut,731.06097412,1.14227998,27963.9646789797,-31845000.0879232
1692,3904-05,3904,Deep River,39,Yantic,3,Thames,376.93701171,0.58896398,19852.6003819574,-16419362.5266129
1693,4607-11,4607,Coginchaug River,46,Mattabesset,4,Connecticut,1140.66003417,1.78227996,39114.4387251676,-49687208.794669
1694,3906-10,3906,Gardner Brook,39,Yantic,3,Thames,489.21899414,0.76440399,22637.4189864116,-21310367.0735331
1695,4604-02,4604,Sawmill Brook,46,Mattabesset,4,Connecticut,449.48001098,0.702313,25222.6228947657,-19579344.4463717
1696,4013-08,4013,Sumner Brook,40,Connecticut Main Stem,4,Connecticut,2139.82006835,3.34347009,68125.3926520216,-93210500.9149855
1697,5200-07,5200,Quinnipiac River,52,Quinnipiac,5,South Central Coast,2183.80004882,3.41217994,66808.0897822096,-95126158.7195667
1698,5202-10,5202,Tenmile River,52,Quinnipiac,5,South Central Coast,1490.0,2.32811999,47430.751614622,-64904264.8962708
1699,6023-00,6023,Eightmile Brook,60,Housatonic Main Stem,6,Housatonic,5946.12988281,9.29082965,193910.438113766,-259013419.49679
1700,3605-00,3605,Billings Brook,36,Pachaug,3,Thames,1623.7199707,2.53706002,63553.2535859812,-70729036.5405509
1701,3605-02,3605,Billings Brook,36,Pachaug,3,Thames,225.72599792,0.35269701,19866.8658307952,-9832637.19223681
1702,3716-05,3716,Broad Brook,37,Quinebaug,3,Thames,803.17401123,1.25495994,37907.2411205808,-34986235.491242
1703,6600-00,6600,Still River,66,Still,6,Housatonic,9089.04980468,14.20160007,230640.38407114,-395918909.045987
1704,3906-03,3906,Gardner Brook,39,Yantic,3,Thames,798.02502441,1.24690997,32317.3247006737,-34761949.9798743
1705,3716-03,3716,Broad Brook,37,Quinebaug,3,Thames,415.28100585,0.64887601,20772.7032728634,-18089618.3907679
