OBJECTID,ROUTE_ID,BEGIN_POINT,END_POINT,LIMA_LIM_ACC_CODE,LIM_ACC_CODE_DESC,TOWN_TOWN,TOWN_DESC,YEAR,GlobalID,Shape__Length
1411,71-N,17.73,18.72,7,Partial Control-Channelization,155,WEST HARTFORD,2022,a1dc84ea-9efd-429a-94fa-44375189f46c,5281.24064386372
1412,72-S,2.84,3.2,2,Full Control-Other Divided Hwys 4 or more lanes,109,PLAINVILLE,2022,d7429ce9-d9b5-4482-a1d6-34f2c46d5cb5,1933.70470653775
1413,73-W,2.87,3.46,5,"Partial Control-Divided, 4 or more lanes",151,WATERBURY,2022,8a236ae3-e397-4730-bb95-2cd84fbf054e,2986.05320581071
1414,8-N,55.98,58.31,2,Full Control-Other Divided Hwys 4 or more lanes,162,WINCHESTER,2022,f7ee4db0-abd8-43d9-96c8-528f6c5a875a,12197.2127630895
1415,8-S,4.02,7.07,2,Full Control-Other Divided Hwys 4 or more lanes,144,TRUMBULL,2022,12e06bff-6791-4ee0-99cf-356f365a7a88,16224.3543527132
1416,84-E,0.0,8.62,2,Full Control-Other Divided Hwys 4 or more lanes,34,DANBURY,2022,532685ad-d8f0-401b-b71b-40d09816bb1c,45456.4061346938
1417,84-E,8.62,10.05,2,Full Control-Other Divided Hwys 4 or more lanes,9,BETHEL,2022,d583b9c4-8dd5-44e2-b5d9-0ff299611b14,7548.21632725035
1418,84-E,10.4,18.48,2,Full Control-Other Divided Hwys 4 or more lanes,96,NEWTOWN,2022,dc7de74c-3323-4833-866d-80c34d01848c,42704.6607684989
1419,5-N,30.3,32.49,2,Full Control-Other Divided Hwys 4 or more lanes,159,WETHERSFIELD,2022,89197563-06b7-4ae2-8841-48dac70c2e4d,11591.3172103227
1420,500-S,0.32,0.51,2,Full Control-Other Divided Hwys 4 or more lanes,42,EAST HARTFORD,2022,1a873bbe-f9c3-49cf-ad42-c46793c5a2f4,971.598955171301
1421,503-E,0.0,0.68,2,Full Control-Other Divided Hwys 4 or more lanes,63,HARTFORD,2022,6c2839b5-4d51-4369-8b58-aebc07cea92e,3547.18603010827
1422,504-S,0.0,0.75,3,Full Control-Divided 2 Lanes,63,HARTFORD,2022,d1f9f561-90d9-4873-9587-4cc5f384cb44,4163.68082232525
1423,536-E,1.13,1.42,7,Partial Control-Channelization,109,PLAINVILLE,2022,50dec583-6fb7-4a41-a2fe-d5f6ea4ec8f1,1544.05217086413
1424,598-W,0.0,0.72,2,Full Control-Other Divided Hwys 4 or more lanes,63,HARTFORD,2022,5f53432b-45c8-42af-8163-07b287e0ba66,4281.38981444153
1425,6-E,15.52,18.67,2,Full Control-Other Divided Hwys 4 or more lanes,96,NEWTOWN,2022,6377e940-209c-4a62-af0c-b6eb79a5c660,16715.8599016994
1426,6-E,61.22,64.62,2,Full Control-Other Divided Hwys 4 or more lanes,63,HARTFORD,2022,5c3949b0-c7ea-41e0-bbba-ec3e2efc02c5,18013.6530382705
1427,6-E,87.61,87.81,7,Partial Control-Channelization,30,COLUMBIA,2022,4d54aae1-253d-41af-8f2a-a4dbd8842cc1,1017.19579865699
1428,6-E,89.48,90.2,2,Full Control-Other Divided Hwys 4 or more lanes,163,WINDHAM,2022,623587af-a2ee-44c9-b6a7-2ac508a7b068,4197.25149116911
1429,6-E,92.45,92.87,2,Full Control-Other Divided Hwys 4 or more lanes,163,WINDHAM,2022,f8cc16a6-7336-4671-8fe2-71b01d6647aa,2271.17388732308
1430,6-W,88.07,89.42,2,Full Control-Other Divided Hwys 4 or more lanes,32,COVENTRY,2022,5a4e4fa8-d171-4c56-aaaa-7eb64cf202a1,7838.72110799655
1431,614-N,0.3,1.66,6,Partial Control-Undivided Highways,58,GROTON,2022,7a316c53-2bd0-4e0b-b0e2-3972a77b2bbe,7202.84469485493
1432,68-E,14.44,16.97,6,Partial Control-Undivided Highways,148,WALLINGFORD,2022,20966971-e40d-4caa-9102-8592e81d689b,13367.7110590499
1433,684-N,0.0,1.41,2,Full Control-Other Divided Hwys 4 or more lanes,56,GREENWICH,2022,c0c59f4a-1df8-4534-8dcf-7fc18800cc6f,7509.44569519841
1434,691-E,4.67,6.04,2,Full Control-Other Divided Hwys 4 or more lanes,131,SOUTHINGTON,2022,46821054-c188-44d9-9ade-59234cd5bc96,7241.69095022264
1435,691-E,8.21,8.38,2,Full Control-Other Divided Hwys 4 or more lanes,131,SOUTHINGTON,2022,bfd539fe-9271-445d-9bc3-90f0a3c69924,898.460868020169
1436,15-S,12.03,15.44,1,Full Control Parkways,89,NEW CANAAN,2022,d9f42a40-b3a3-422f-a745-841891790df6,18030.6868161659
1437,15-S,47.43,52.11,1,Full Control Parkways,61,HAMDEN,2022,4da4c0f2-227d-4e52-ae3d-c839fb2adf32,24687.7275017766
1438,17-S,34.16,34.21,4,Full Control-Undivided Highways,53,GLASTONBURY,2022,4bcf7c98-98ab-4f49-9379-69be3aa54094,270.027090526298
1439,187-N,7.87,8.47,2,Full Control-Other Divided Hwys 4 or more lanes,11,BLOOMFIELD,2022,aea08078-ab9c-479d-acf0-3c08d8ebb5f2,3045.54256490848
1440,189-N,9.12,9.33,4,Full Control-Undivided Highways,128,SIMSBURY,2022,cb070aa8-2f2c-4482-8ec0-8dbe3e055f30,1109.80434154298
1441,189-S,7.76,8.47,3,Full Control-Divided 2 Lanes,11,BLOOMFIELD,2022,6b2d6162-065b-42bf-9d85-e48e6517d054,3636.64263095897
1442,190-E,3.23,3.77,2,Full Control-Other Divided Hwys 4 or more lanes,48,ENFIELD,2022,0c643673-4694-411d-956e-2e30ba01d1ab,2874.28170739545
1443,2-E,19.22,28.53,2,Full Control-Other Divided Hwys 4 or more lanes,28,COLCHESTER,2022,e06d5ce4-8e05-44dc-aac5-ac78b187bf4d,49115.6327825665
1444,20-E,27.72,27.76,3,Full Control-Divided 2 Lanes,165,WINDSOR LOCKS,2022,c29216c7-583e-4687-ac48-9a265248b814,220.358239244867
1445,202-N,52.7,54.82,6,Partial Control-Undivided Highways,91,NEW HARTFORD,2022,3721ceb3-5e62-405e-b1cb-f247470c576e,11225.1242323714
1446,218-E,4.62,4.97,5,"Partial Control-Divided, 4 or more lanes",11,BLOOMFIELD,2022,46c3421c-6183-484e-a539-8c97629aa681,1799.73292104081
1447,218-E,5.64,7.0,4,Full Control-Undivided Highways,164,WINDSOR,2022,710625b5-d5d5-4324-ab59-43e755ded23d,7197.54705421533
1448,25-N,0.0,4.01,2,Full Control-Other Divided Hwys 4 or more lanes,15,BRIDGEPORT,2022,9616f531-1a68-4775-891a-084759c0f7e7,21279.6628501693
1449,15-S,20.02,23.53,1,Full Control Parkways,158,WESTPORT,2022,9726dfb1-ae7e-4e39-8f80-44d0611109bf,18501.7460562776
1450,15-S,34.62,37.53,1,Full Control Parkways,138,STRATFORD,2022,40307930-9c0b-4f4e-82a1-b0c47a2b58e8,15321.4799348623
1451,15-S,80.08,81.9,2,Full Control-Other Divided Hwys 4 or more lanes,63,HARTFORD,2022,10fc95d8-c525-4807-911a-fe878da88398,9687.7792279192
1452,17-S,34.92,34.94,4,Full Control-Undivided Highways,53,GLASTONBURY,2022,ae2ba0d5-176c-4698-9e85-abaa3b09069c,106.062742046206
1453,187-N,7.75,7.87,6,Partial Control-Undivided Highways,11,BLOOMFIELD,2022,62f8aa72-f47f-45e0-9f70-07ed46063969,635.385473266874
1454,187-S,8.72,8.81,3,Full Control-Divided 2 Lanes,11,BLOOMFIELD,2022,01fcdc9e-b47f-4899-992c-bd0c64159713,632.782200903966
1455,189-N,8.47,9.12,4,Full Control-Undivided Highways,11,BLOOMFIELD,2022,1ac84ea4-164d-4dd4-9163-f2c609aca6cd,3381.07357218701
1456,2-E,12.67,19.22,2,Full Control-Other Divided Hwys 4 or more lanes,78,MARLBOROUGH,2022,108cd026-dbde-4c82-bf6e-25aa2f4bf479,34795.8089247863
1457,2-W,0.2,4.26,2,Full Control-Other Divided Hwys 4 or more lanes,42,EAST HARTFORD,2022,f6168d58-a96b-4f49-8502-668a7a1c5a04,21725.7213366023
1458,20-E,27.19,27.4,6,Partial Control-Undivided Highways,39,EAST GRANBY,2022,4662e7b8-4694-4693-88d6-7498c966a722,1074.76379395866
1459,20-E,27.49,27.72,3,Full Control-Divided 2 Lanes,39,EAST GRANBY,2022,ae95b707-a109-4cf2-b03f-fa8ea4a60b4c,1265.51167018424
1460,20-W,27.72,27.79,3,Full Control-Divided 2 Lanes,165,WINDSOR LOCKS,2022,3de6c405-c260-43de-9eed-b800cc04beb0,393.754436146955
1461,202-N,4.12,8.52,2,Full Control-Other Divided Hwys 4 or more lanes,34,DANBURY,2022,8c8e9c37-830c-45c3-9a31-0d8c7586b5ad,23280.3622994927
1462,202-N,54.82,55.66,6,Partial Control-Undivided Highways,23,CANTON,2022,d5ff6721-7910-4ef8-83a4-287209c9c8d5,4600.57301615984
1463,218-W,2.17,3.51,5,"Partial Control-Divided, 4 or more lanes",11,BLOOMFIELD,2022,7e2d0883-3496-44e5-a5ff-1575dab63d0f,7072.04676988799
1464,25-S,3.75,4.01,2,Full Control-Other Divided Hwys 4 or more lanes,15,BRIDGEPORT,2022,c4e782e3-36e3-44c0-8e59-c459a6c0c3d3,1586.6763291802
1465,2A-E,3.33,3.9,2,Full Control-Other Divided Hwys 4 or more lanes,85,MONTVILLE,2022,4ab0444b-ec39-40d4-b601-cdfd1f48bb5f,3003.69007964962
1466,84-E,25.09,30.04,2,Full Control-Other Divided Hwys 4 or more lanes,80,MIDDLEBURY,2022,0b876e7b-e588-44c7-95c4-dadaa72535fb,26195.4296876117
1467,84-W,10.05,10.4,2,Full Control-Other Divided Hwys 4 or more lanes,18,BROOKFIELD,2022,de893d6a-aebd-4099-9563-ec255f636d9d,1866.78538629881
1468,91-N,17.32,21.17,2,Full Control-Other Divided Hwys 4 or more lanes,79,MERIDEN,2022,ad2b45bd-64e5-4a19-8dd4-eca047d0f5b9,20353.516483436
1469,91-S,41.24,41.39,2,Full Control-Other Divided Hwys 4 or more lanes,164,WINDSOR,2022,e0be0f0f-0246-49e4-b20e-9c96b5d06cd1,847.631192501282
1470,91-S,41.49,48.75,2,Full Control-Other Divided Hwys 4 or more lanes,164,WINDSOR,2022,e9c6af1d-4228-483c-ab38-370e064c274a,38463.2300206462
1471,91-S,48.75,49.94,2,Full Control-Other Divided Hwys 4 or more lanes,165,WINDSOR LOCKS,2022,eed9aae6-b149-4180-82bb-de8cdf8c588e,6357.33340067859
1472,95-N,6.29,9.63,2,Full Control-Other Divided Hwys 4 or more lanes,135,STAMFORD,2022,1f6ba01d-2900-42eb-9282-c57ddb44960f,17679.2745737082
1473,95-N,57.28,62.34,2,Full Control-Other Divided Hwys 4 or more lanes,59,GUILFORD,2022,3fdd0e35-59b9-4e0f-9987-7d2d2e7b4857,26657.3550427349
1474,95-N,92.37,94.29,2,Full Control-Other Divided Hwys 4 or more lanes,94,NEW LONDON,2022,0cceee87-9d4a-4bfa-ba4e-9adc50151e4d,10045.629269844
1475,95-S,6.29,9.63,2,Full Control-Other Divided Hwys 4 or more lanes,135,STAMFORD,2022,2b0d84cf-805d-4a84-a2f2-a0ccca7e5958,17628.6961506822
1476,95-S,9.63,13.32,2,Full Control-Other Divided Hwys 4 or more lanes,35,DARIEN,2022,c6d57bf6-055d-4eb4-89ae-056f138076d5,19513.6718438271
1477,95-S,42.35,45.79,2,Full Control-Other Divided Hwys 4 or more lanes,156,WEST HAVEN,2022,825599ac-ae41-4632-8642-6f3bfbe4defd,18035.9868756532
1478,95-S,94.29,100.93,2,Full Control-Other Divided Hwys 4 or more lanes,58,GROTON,2022,bafe9ef0-86b1-4952-ac0b-49d3acfa185f,34891.2950986948
1479,1-N,101.03,101.87,2,Full Control-Other Divided Hwys 4 or more lanes,94,NEW LONDON,2022,580aed3b-873c-41e6-baf3-186371d1c08a,4391.171788106
1480,118-E,4.78,5.02,6,Partial Control-Undivided Highways,65,HARWINTON,2022,1ed9aa69-737c-42b8-b4d3-ad8214e43cbb,1293.10809118821
1481,15-N,20.02,23.53,1,Full Control Parkways,158,WESTPORT,2022,a3b2ef80-95fe-4427-873f-dee349367373,18495.3534894976
1482,15-N,29.23,34.62,1,Full Control Parkways,144,TRUMBULL,2022,9f042bc5-5ec3-4359-9ceb-262446884d61,28446.8254655111
1483,15-S,7.7,12.03,1,Full Control Parkways,135,STAMFORD,2022,f98a08fe-68a1-4fc4-9b0b-9dfc981a1b72,22906.8338843289
1484,6-E,88.07,89.48,2,Full Control-Other Divided Hwys 4 or more lanes,32,COVENTRY,2022,5081abd6-d8e4-448d-aab3-7089361bdc61,7300.5326003843
1485,6-E,90.2,92.03,2,Full Control-Other Divided Hwys 4 or more lanes,77,MANSFIELD,2022,02bf4b74-b0d5-40f0-b67c-00e2f46da641,9585.51004003179
1486,6-E,92.03,92.09,2,Full Control-Other Divided Hwys 4 or more lanes,163,WINDHAM,2022,7824cdda-723a-423c-8205-92de27bfdc52,324.065961215784
1487,6-E,110.85,111.31,2,Full Control-Other Divided Hwys 4 or more lanes,68,KILLINGLY,2022,9860b3e5-e7bb-435b-88db-2cbae4e7399a,2502.49013406358
1488,6-W,89.42,90.1,2,Full Control-Other Divided Hwys 4 or more lanes,163,WINDHAM,2022,6d8ec12b-564a-45c5-966c-264ffaa82a45,3782.80891615034
1489,6-W,90.1,92.45,2,Full Control-Other Divided Hwys 4 or more lanes,77,MANSFIELD,2022,4c414473-8d65-4890-a74a-fd2034847c8a,12485.2241104097
1490,6-W,110.51,110.85,2,Full Control-Other Divided Hwys 4 or more lanes,19,BROOKLYN,2022,f9fb12f1-df5c-43b6-a137-bc389e9ff43f,1790.63726099285
1491,63-N,16.25,17.11,6,Partial Control-Undivided Highways,87,NAUGATUCK,2022,4aa1d372-dcfa-4510-8e83-21357e853069,4514.34265761081
1492,66-E,0.96,1.46,2,Full Control-Other Divided Hwys 4 or more lanes,81,MIDDLEFIELD,2022,1ca00d36-dc9c-4115-9a64-6e5cae31ebfb,2620.63591036069
1493,84-W,25.09,30.04,2,Full Control-Other Divided Hwys 4 or more lanes,80,MIDDLEBURY,2022,d258b1b1-6ba2-48a7-8f7b-139cda1fc721,26199.9871532007
1494,84-W,40.37,47.97,2,Full Control-Other Divided Hwys 4 or more lanes,131,SOUTHINGTON,2022,e61cd3a3-52b5-451e-8e37-5598f40594fe,40042.854157737
1495,84-W,55.99,59.3,2,Full Control-Other Divided Hwys 4 or more lanes,155,WEST HARTFORD,2022,591aa2b5-a2bf-4486-8439-f5205724d71f,17622.8482395564
1496,84-W,84.54,90.49,2,Full Control-Other Divided Hwys 4 or more lanes,160,WILLINGTON,2022,eb0df586-2356-4635-abe5-4e56d33e528c,31082.3305818636
1497,84-W,92.09,97.86,2,Full Control-Other Divided Hwys 4 or more lanes,145,UNION,2022,f3415558-0d83-41d7-9855-3e525b7b5f17,30686.6381834006
1498,693-N,1.06,1.41,2,Full Control-Other Divided Hwys 4 or more lanes,85,MONTVILLE,2022,5dc649a7-b95b-41ec-b913-37e26e3c5150,1885.33569831772
1499,7-N,77.97,78.33,4,Full Control-Undivided Highways,99,NORTH CANAAN,2022,c2f28e35-95bf-4cde-9fea-98245e29718b,1849.46838869799
1500,7-S,25.34,26.49,2,Full Control-Other Divided Hwys 4 or more lanes,34,DANBURY,2022,50d39b81-bf6f-478f-8339-a069c6aa7788,6117.62505600899
1501,717-E,0.99,1.15,6,Partial Control-Undivided Highways,100,NORTH HAVEN,2022,cca76d1d-9893-424b-a829-29e9f322357b,866.693644751355
1502,72-N,0.0,2.87,2,Full Control-Other Divided Hwys 4 or more lanes,88,NEW BRITAIN,2022,46fd3502-57c0-4d58-a633-bbadaa1cd4df,15166.6131780776
1503,72-N,6.34,6.47,5,"Partial Control-Divided, 4 or more lanes",109,PLAINVILLE,2022,3b6b7499-5b53-4e7b-a349-77777314dc21,643.539599993731
1504,720-E,0.0,0.26,6,Partial Control-Undivided Highways,100,NORTH HAVEN,2022,4b11d886-1e0d-4635-a3c9-c011ea18c1fe,1408.21775638646
1505,8-N,7.32,12.48,2,Full Control-Other Divided Hwys 4 or more lanes,126,SHELTON,2022,4a2223f8-427a-4a97-82b0-684c50cfa70d,27365.9756954711
1506,8-N,27.44,33.02,2,Full Control-Other Divided Hwys 4 or more lanes,151,WATERBURY,2022,ac149ff0-02ed-498d-b715-f42f1407c815,29617.3356040037
1507,8-S,15.82,19.71,2,Full Control-Other Divided Hwys 4 or more lanes,124,SEYMOUR,2022,ccc1637d-223e-4222-8b8a-86fb873027a3,20583.4592130559
1508,8-S,19.71,23.28,2,Full Control-Other Divided Hwys 4 or more lanes,6,BEACON FALLS,2022,8b3fb701-ad0c-4cb9-9cba-347a9a3cb295,18812.003916223
1509,8-S,37.65,41.94,2,Full Control-Other Divided Hwys 4 or more lanes,140,THOMASTON,2022,0ee26c69-16a0-4512-9d13-d39487b14174,21778.8215349347
1510,84-E,10.05,10.4,2,Full Control-Other Divided Hwys 4 or more lanes,18,BROOKFIELD,2022,ae628b93-dcea-4689-9db2-14a321bd9421,1847.88927731948
1511,84-E,50.32,51.86,2,Full Control-Other Divided Hwys 4 or more lanes,88,NEW BRITAIN,2022,43b72d33-6454-45ed-9c23-a694cdf6f9f0,8188.3447165112
1512,84-E,77.42,84.53,2,Full Control-Other Divided Hwys 4 or more lanes,142,TOLLAND,2022,15d2980f-a32a-48c0-8b92-dd6f2eae624b,37546.0425802476
1513,3-S,10.99,11.86,2,Full Control-Other Divided Hwys 4 or more lanes,159,WETHERSFIELD,2022,86684417-119d-4458-98bf-7f478e01c933,4527.21768123287
1514,384-W,0.0,1.04,2,Full Control-Other Divided Hwys 4 or more lanes,42,EAST HARTFORD,2022,9da7dc6f-5419-4ee9-98d0-2a08dc0ec45d,6171.60531145917
1515,384-W,1.04,7.06,2,Full Control-Other Divided Hwys 4 or more lanes,76,MANCHESTER,2022,4a05032d-efe4-4acf-92bf-45c8e13603e2,31329.4111839054
1516,395-N,0.0,0.13,2,Full Control-Other Divided Hwys 4 or more lanes,44,EAST LYME,2022,de855d0a-7a51-4f54-923b-2e6817106e93,834.2470462713
1517,395-N,10.44,18.26,2,Full Control-Other Divided Hwys 4 or more lanes,103,NORWICH,2022,250a50b3-5b75-491d-9921-17aa21a7dff0,41198.5009420769
1518,4-W,43.45,43.57,7,Partial Control-Channelization,51,FARMINGTON,2022,e7824c1b-ee90-42ad-ade8-dc353c724d5c,652.371381730741
1519,401-N,0.77,0.87,2,Full Control-Other Divided Hwys 4 or more lanes,165,WINDSOR LOCKS,2022,a55e80f7-c586-4e78-b985-9d8fb6ea8f4c,484.132785272819
1520,401-S,0.77,0.87,2,Full Control-Other Divided Hwys 4 or more lanes,165,WINDSOR LOCKS,2022,26a436f9-3444-4358-b4df-a78a41711f95,504.371437685274
1521,44-E,53.89,54.03,2,Full Control-Other Divided Hwys 4 or more lanes,42,EAST HARTFORD,2022,04fcadb6-7b69-4606-95f6-4f22cfec261f,596.361523906593
1522,44-E,59.34,59.64,7,Partial Control-Channelization,76,MANCHESTER,2022,74947601-7c53-4060-ab93-eed55049562c,1598.99912746268
1523,450-S,0.0,1.37,2,Full Control-Other Divided Hwys 4 or more lanes,75,MADISON,2022,3e0d8003-832b-47db-a548-b4db91a57cf1,7248.53666395651
1524,476-S,0.63,0.74,4,Full Control-Undivided Highways,158,WESTPORT,2022,93cec214-b6cc-4ed4-a71b-edfc2b28ffa8,517.749934725337
1525,486-E,0.05,0.9,6,Partial Control-Undivided Highways,107,OXFORD,2022,748997a0-f315-440c-8c8d-6f77bec69b6a,4458.21361813633
1526,5-N,32.49,34.31,2,Full Control-Other Divided Hwys 4 or more lanes,63,HARTFORD,2022,2b530857-efb9-4d03-aea5-4ca4bd47ec11,9647.57052566928
1527,508-W,0.0,1.07,2,Full Control-Other Divided Hwys 4 or more lanes,51,FARMINGTON,2022,21c8d472-4bc6-4536-bf65-5260bf80501e,5613.58331022724
1528,531-W,1.01,1.13,6,Partial Control-Undivided Highways,51,FARMINGTON,2022,2b53e527-e357-4291-8851-370828ed60b0,708.324045170826
1529,597-S,0.0,0.58,2,Full Control-Other Divided Hwys 4 or more lanes,131,SOUTHINGTON,2022,450f4234-6807-41d6-af46-c37ea161516e,3458.74024111904
1530,6-E,69.34,69.67,2,Full Control-Other Divided Hwys 4 or more lanes,76,MANCHESTER,2022,dc592d6e-94c8-4922-a4c0-309b3b982b3a,1737.10011349675
1531,6-E,70.06,70.36,7,Partial Control-Channelization,76,MANCHESTER,2022,3d8884e9-bbcb-44d7-b6c5-c8521748df6f,1598.99912746268
1532,15-N,34.62,37.53,1,Full Control Parkways,138,STRATFORD,2022,b7bf9031-58ef-455b-aba5-afe2f93d957f,15324.3643590513
1533,15-N,80.08,81.9,2,Full Control-Other Divided Hwys 4 or more lanes,63,HARTFORD,2022,586defcd-a082-45ca-b49c-08d2b3ebeb6c,9647.57052566928
1534,15-S,23.53,29.23,1,Full Control Parkways,50,FAIRFIELD,2022,6486dd8a-d2fb-44f6-8bf8-7634edaf9f61,30105.2330040645
1535,15-S,45.07,45.5,1,Full Control Parkways,92,NEW HAVEN,2022,e2fe6e4f-a7f5-4d06-87a5-5f4d76772b65,2245.61300894336
1536,15-S,47.2,47.43,1,Full Control Parkways,92,NEW HAVEN,2022,c8db0a3d-01bb-477d-a615-4b5c43f61f68,1261.59860715302
1537,15-S,77.89,80.08,2,Full Control-Other Divided Hwys 4 or more lanes,159,WETHERSFIELD,2022,668a37d6-384e-40f0-9ded-0e1f6b3e39eb,11730.0779769719
1538,17-N,21.52,22.97,2,Full Control-Other Divided Hwys 4 or more lanes,82,MIDDLETOWN,2022,d3c0ad8a-beaa-485b-9c30-e2ef54737bbe,7625.01213476761
1539,189-N,7.12,7.76,2,Full Control-Other Divided Hwys 4 or more lanes,11,BLOOMFIELD,2022,a9f662d9-5930-4891-a04e-e2d817e34955,3317.63689528129
1540,190-E,2.3,2.83,4,Full Control-Undivided Highways,139,SUFFIELD,2022,339cd68d-da31-4222-9b1f-7e7849962c07,2782.91324101098
1541,2-E,28.53,31.11,2,Full Control-Other Divided Hwys 4 or more lanes,70,LEBANON,2022,5c80b0ad-44dd-434d-a529-5a7be923ab4f,13604.6730336328
1542,2-E,49.69,49.81,6,Partial Control-Undivided Highways,101,NORTH STONINGTON,2022,b5026d7b-260a-4ba5-99a1-02fd6c62a56e,629.313476222138
1543,2-W,4.26,12.67,2,Full Control-Other Divided Hwys 4 or more lanes,53,GLASTONBURY,2022,71e155ab-7838-43e8-843b-8856e0acceb0,44474.2366040501
1544,25-S,9.87,10.06,4,Full Control-Undivided Highways,144,TRUMBULL,2022,89e5d0ec-3c7d-40b7-b8bf-b57f3187518e,1031.26481170349
1545,840-S,0.75,0.8,4,Full Control-Undivided Highways,34,DANBURY,2022,0b002f3b-98d2-45b9-8c2a-a17c6618d998,348.679172531163
1546,9-N,0.0,2.51,2,Full Control-Other Divided Hwys 4 or more lanes,105,OLD SAYBROOK,2022,2c0570b0-c398-44a3-a54d-bf804853cfd4,13207.7689814652
1547,9-N,7.72,11.53,2,Full Control-Other Divided Hwys 4 or more lanes,26,CHESTER,2022,f75af1ae-70cd-4023-8b07-fe1890b767cb,20113.7202211473
1548,9-N,11.53,18.76,2,Full Control-Other Divided Hwys 4 or more lanes,60,HADDAM,2022,ced1d0aa-6dfb-42e9-9f75-3c3e12e4d8ed,38113.8249540638
1549,91-N,28.04,32.15,2,Full Control-Other Divided Hwys 4 or more lanes,118,ROCKY HILL,2022,ff197f7b-54fa-4b67-b360-2b9a50ab8a6a,21632.3365022569
1550,91-N,35.54,41.24,2,Full Control-Other Divided Hwys 4 or more lanes,63,HARTFORD,2022,66714e9f-6782-4be9-b845-36785df5396e,30068.8808471393
1551,91-N,41.49,48.75,2,Full Control-Other Divided Hwys 4 or more lanes,164,WINDSOR,2022,6a59a7b6-15bb-488e-8223-f09ab931f6c8,38361.7776638295
1552,91-S,32.15,35.54,2,Full Control-Other Divided Hwys 4 or more lanes,159,WETHERSFIELD,2022,ac395ecc-ef00-4d67-87bc-07452f23cfa0,17993.473641445
1553,91-S,49.94,51.66,2,Full Control-Other Divided Hwys 4 or more lanes,46,EAST WINDSOR,2022,d5ef5d5d-9ac7-48ef-9196-68c25f90487e,8913.28422031997
1554,95-N,34.54,41.33,2,Full Control-Other Divided Hwys 4 or more lanes,83,MILFORD,2022,d7b5204f-ad57-40d4-b5ea-7338e800ab40,35797.0765781045
1555,95-N,70.46,74.19,2,Full Control-Other Divided Hwys 4 or more lanes,154,WESTBROOK,2022,c4caa8b0-7fbc-4961-b411-c6ebcfdd05fe,19579.4165270541
1556,95-N,107.77,111.57,2,Full Control-Other Divided Hwys 4 or more lanes,101,NORTH STONINGTON,2022,5d2da391-d6bb-4b47-96cb-e314c4d17944,20012.5312141263
1557,95-S,22.38,27.33,2,Full Control-Other Divided Hwys 4 or more lanes,50,FAIRFIELD,2022,7152baef-5c75-490e-833d-236354f6bb59,26245.9113457938
1558,95-S,27.33,31.11,2,Full Control-Other Divided Hwys 4 or more lanes,15,BRIDGEPORT,2022,01ec97f4-e1d5-4ede-9429-a58274884011,19926.6029271096
1559,95-S,78.68,83.58,2,Full Control-Other Divided Hwys 4 or more lanes,104,OLD LYME,2022,15ffcb48-9bb3-4738-a3d1-6d3f751bd4c0,25843.0946873002
1560,95-S,88.61,92.37,2,Full Control-Other Divided Hwys 4 or more lanes,152,WATERFORD,2022,4932ef72-03c9-484a-aed9-59ae7415b843,19986.8020512102
1561,1-N,102.95,103.31,7,Partial Control-Channelization,58,GROTON,2022,bd532676-554f-4bcc-91da-af1c94137b54,2043.56134996617
1562,11-N,14.47,17.8,2,Full Control-Other Divided Hwys 4 or more lanes,28,COLCHESTER,2022,fc66c573-241d-4cdc-9c49-e978ec59872c,17637.7750550446
1563,118-E,0.25,4.78,6,Partial Control-Undivided Highways,73,LITCHFIELD,2022,42689a4f-00cd-4501-b0e8-41bb4b2bcd5a,23990.8260040407
1564,401-N,0.0,0.47,2,Full Control-Other Divided Hwys 4 or more lanes,165,WINDSOR LOCKS,2022,d98aea5b-0b10-4a3f-b3a4-4e5c1cea9702,2474.65174311668
1565,401-N,0.47,0.77,2,Full Control-Other Divided Hwys 4 or more lanes,39,EAST GRANBY,2022,a3280237-b685-47b3-882a-7145c35840f3,1657.09533293999
1566,401-S,0.47,0.77,2,Full Control-Other Divided Hwys 4 or more lanes,39,EAST GRANBY,2022,538b9db7-572d-44ed-b7a8-62797bcfe59b,1722.7641548989
1567,44-E,25.11,26.72,4,Full Control-Undivided Highways,162,WINCHESTER,2022,573fa91b-7253-49c0-9664-85d81f48f838,8508.0954427493
1568,503-W,0.0,0.57,2,Full Control-Other Divided Hwys 4 or more lanes,63,HARTFORD,2022,ebd64322-fe6d-4f78-8c5c-4ed842544af4,2806.96256539589
1569,6-E,39.4,40.39,2,Full Control-Other Divided Hwys 4 or more lanes,140,THOMASTON,2022,10423fb5-a930-4eee-8988-987d770d68e6,5168.69156700536
1570,9-N,34.48,37.4,2,Full Control-Other Divided Hwys 4 or more lanes,88,NEW BRITAIN,2022,c69c5831-d7ce-4745-9e0c-7d5c88bd6f67,15478.2182271439
1571,9-S,11.54,18.79,2,Full Control-Other Divided Hwys 4 or more lanes,60,HADDAM,2022,0b3ac1a9-682d-4da5-b01f-61b2cb851c90,38052.7985532262
1572,9-S,30.71,34.48,2,Full Control-Other Divided Hwys 4 or more lanes,7,BERLIN,2022,87ae9218-30df-4f61-830c-f709232411e7,20129.1827103052
1573,91-N,10.78,17.32,2,Full Control-Other Divided Hwys 4 or more lanes,148,WALLINGFORD,2022,8044dba6-0622-4adb-a96a-846b08c377f3,34530.2342504231
