OBJECTID,ROUTE_ID,BEGIN_POINT,END_POINT,LIMA_LIM_ACC_CODE,LIM_ACC_CODE_DESC,TOWN_TOWN,TOWN_DESC,YEAR,GlobalID,Shape__Length
1738,95-N,83.58,88.61,2,Full Control-Other Divided Hwys 4 or more lanes,44,EAST LYME,2022,4c9b28c3-b9b2-4f1e-9bc1-c3ca34d4f55e,26562.2941153006
1739,95-S,13.32,17.7,2,Full Control-Other Divided Hwys 4 or more lanes,102,NORWALK,2022,264f51cf-d5cb-4279-a2ff-2179af9cb5b8,23070.6074202678
1740,95-S,17.7,22.38,2,Full Control-Other Divided Hwys 4 or more lanes,158,WESTPORT,2022,a78d8b7d-d777-411f-b3fe-4e143a059435,24687.672210809
1741,95-S,34.54,41.33,2,Full Control-Other Divided Hwys 4 or more lanes,83,MILFORD,2022,2661b61d-6b7c-4478-b553-013abc528e1b,35768.5021504196
1742,693-N,0.0,1.06,2,Full Control-Other Divided Hwys 4 or more lanes,152,WATERFORD,2022,6798029b-c3be-4127-acff-a2717e6adfd3,5703.716219253
1743,7-S,26.49,31.86,2,Full Control-Other Divided Hwys 4 or more lanes,18,BROOKFIELD,2022,cc24e7a8-d7fb-4926-968d-74bb9758218d,28226.7720576836
1744,72-S,6.51,7.45,5,"Partial Control-Divided, 4 or more lanes",17,BRISTOL,2022,b331516e-3491-4a89-890e-dc9de13d641e,4998.22226949382
1745,794-W,0.97,0.99,4,Full Control-Undivided Highways,14,BRANFORD,2022,d92594f4-f9bf-4487-bce3-9c33403bdc34,105.739627160679
1746,8-N,23.4,24.06,2,Full Control-Other Divided Hwys 4 or more lanes,6,BEACON FALLS,2022,37b4b6be-78ca-47c4-ab8e-2913b7781ddb,3464.79397342248
1747,8-N,33.02,37.65,2,Full Control-Other Divided Hwys 4 or more lanes,153,WATERTOWN,2022,2aec9851-db51-4407-be75-9e9ccb5129f7,24320.8884670219
1748,8-S,7.07,7.32,2,Full Control-Other Divided Hwys 4 or more lanes,138,STRATFORD,2022,5213003d-c3d9-4269-9e5c-d375aa669935,847.901615739646
1749,8-S,27.44,33.02,2,Full Control-Other Divided Hwys 4 or more lanes,151,WATERBURY,2022,032b4f0d-3dfa-4c45-976b-a81f8f06193b,29887.9503419961
1750,8-S,48.81,55.98,2,Full Control-Other Divided Hwys 4 or more lanes,143,TORRINGTON,2022,e37de635-da43-4696-834e-bcae81f7d026,37790.9727699457
1751,82-E,0.0,1.12,4,Full Control-Undivided Highways,26,CHESTER,2022,670bf493-0e2b-455e-b34e-14904e4df761,5912.2227321753
1752,82-W,0.42,0.81,4,Full Control-Undivided Highways,26,CHESTER,2022,68068264-e970-4e85-9ee9-de7dd1dbebc2,2060.9043368657
1753,84-E,18.48,25.09,2,Full Control-Other Divided Hwys 4 or more lanes,130,SOUTHBURY,2022,14799100-9694-4393-ae70-b08d73249f3e,34801.9547787325
1754,84-E,84.53,90.45,2,Full Control-Other Divided Hwys 4 or more lanes,160,WILLINGTON,2022,af021d73-2829-4b77-8b24-e1aec4fda2ae,31148.9778800084
