OBJECTID,GEOID10,B03002_001,White,AA,AI_AN_A,Asian,NHOPIA,Other,TwoRace,Hispanic,RaceEthnic,Shape__Area,Shape__Length
867,261635442001,740,73,580,0,62,0,0,14,11,Black or African American alone,2837613.78759766,7176.84739723972
868,261635441003,562,5,557,0,0,0,0,0,0,Black or African American alone,10800984.2282715,17354.7313958116
869,261635441002,632,119,513,0,0,0,0,0,0,Black or African American alone,6573857.47973633,17931.186884503
870,261635441001,600,47,537,0,0,0,0,16,0,Black or African American alone,2472382.66137695,7290.04737063273
871,261635180001,1027,403,461,17,70,0,0,31,45,Black or African American alone,3904265.43945313,8379.05132578949
872,261635175002,1240,343,721,0,143,0,14,11,8,Black or African American alone,4085298.76196289,10089.7471065942
873,261635175001,869,39,830,0,0,0,0,0,0,Black or African American alone,2909090.10522461,6793.21170837422
874,261635173001,958,500,346,7,42,0,6,27,30,White alone,4964331.76220703,9382.26299007566
875,261635172001,733,308,294,0,64,0,0,22,45,White alone,14750664.2363281,18610.424963786
876,261635169001,2503,71,2422,10,0,0,0,0,0,Black or African American alone,6620552.8215332,10875.9276833158
877,261635385007,1253,0,1234,0,0,0,0,19,0,Black or African American alone,3467544.47998047,7892.04118242188
878,261635452003,1042,0,1042,0,0,0,0,0,0,Black or African American alone,3789138.6262207,8964.40738722741
879,261635469001,1083,15,1050,18,0,0,0,0,0,Black or African American alone,12391776.7341309,18643.6261708916
