sensor_ID,Longitude,Latitude,1a,2a,3a,4a,5a,6a,7a,8a,9a,10a,11a,12p,1p,2p,3p,4p,5p,6p,7p,8p,9p,10p,11p,12a
27769@1,-80.00544559,40.43898182,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,283.5,342.0,366.0,498.0,694.5,690.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
25562@1,-80.22709067,40.4116064,27.0,15.0,13.0,14.0,37.0,118.0,204.0,330.0,237.0,194.0,234.0,226.0,241.0,249.0,261.0,295.0,405.0,435.0,314.0,254.0,207.0,171.0,116.0,65.0
27731@1,-79.89241415,40.331176,77.0,31.0,19.0,27.0,49.0,123.0,316.0,373.0,343.0,334.0,351.0,381.0,414.0,455.0,483.0,594.0,661.0,623.0,470.0,386.0,308.0,272.0,178.0,141.0
5656@1,-80.17445371,40.50401122,23.0,13.0,7.0,11.0,22.0,62.0,253.0,486.0,476.0,260.0,224.0,219.0,216.0,235.0,284.0,425.0,560.0,693.0,379.0,240.0,212.0,130.0,83.0,58.0
12183@2,-80.0680799,40.49635532,68.0,32.0,6.0,20.0,38.0,168.0,501.0,136.0,789.0,447.0,418.0,406.0,435.0,454.0,595.0,701.0,763.0,695.0,653.0,483.0,332.0,295.0,132.0,89.0
12183@1,-80.06809958,40.49644446,64.0,30.0,6.0,18.0,34.0,157.0,467.0,61.0,737.0,417.0,389.0,379.0,407.0,425.0,556.0,656.0,713.0,650.0,610.0,451.0,310.0,276.0,123.0,83.0
6048@1,-79.85126247,40.29927877,16.0,6.0,9.0,9.0,10.0,47.0,84.0,107.0,93.0,85.0,109.0,93.0,92.0,100.0,132.0,179.0,214.0,159.0,158.0,122.0,112.0,81.0,59.0,26.0
6097@1,-79.95667276,40.43528491,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,612.0,582.0,653.0,705.0,804.0,718.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6097@2,-79.95672328,40.43522078,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,790.0,707.0,905.0,368.0,686.0,658.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
19005@1,-79.97519077,40.33592549,90.0,38.0,52.0,40.0,86.0,444.0,942.0,314.0,85.0,955.0,944.0,960.0,12.0,948.0,38.0,176.0,361.0,225.0,977.0,670.0,517.0,383.0,270.0,138.0
69@1,-80.01516042,40.42008962,162.0,113.0,118.0,164.0,322.0,801.0,567.0,38.0,685.0,142.0,897.0,897.0,936.0,991.0,80.0,254.0,157.0,136.0,51.0,791.0,601.0,620.0,448.0,292.0
46@2,-80.04229475,40.40183957,108.0,52.0,36.0,30.0,50.0,157.0,391.0,549.0,594.0,514.0,507.0,632.0,623.0,736.0,909.0,50.0,274.0,420.0,205.0,898.0,692.0,586.0,437.0,252.0
46@1,-80.04233185,40.40166432,73.0,26.0,28.0,33.0,112.0,455.0,153.0,114.0,-1.0,949.0,699.0,677.0,653.0,576.0,689.0,696.0,785.0,732.0,756.0,528.0,432.0,371.0,244.0,130.0
5908@1,-79.85314417,40.6200464,9.0,13.0,14.0,10.0,21.0,77.0,186.0,222.0,223.0,205.0,221.0,213.0,251.0,218.0,304.0,325.0,341.0,382.0,291.0,242.0,193.0,151.0,112.0,58.0
27791@1,-79.99667634,40.43580531,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,331.0,372.0,421.0,480.0,478.0,507.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27380@1,-79.95059773,40.43434813,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,732.0,749.0,107.0,683.0,133.0,94.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10603@1,-79.92649377,40.62531652,21.0,17.0,39.0,34.0,118.0,354.0,696.0,612.0,490.0,435.0,497.0,398.0,539.0,543.0,743.0,921.0,942.0,747.0,610.0,394.0,309.0,182.0,101.0,29.0
6033@2,-79.83107732,40.35925223,49.0,42.0,45.0,132.0,326.0,784.0,741.0,667.0,531.0,466.0,552.0,618.0,602.0,710.0,789.0,859.0,869.0,646.0,489.0,409.0,343.0,275.0,196.0,107.0
38408@1,-80.23142951,40.45609481,36.0,15.0,16.0,22.0,43.0,131.0,357.0,559.0,418.0,295.0,317.0,362.0,376.0,407.0,372.0,570.0,664.0,791.0,386.0,321.0,222.0,194.0,113.0,106.0
6033@1,-79.83100304,40.35921645,42.0,38.0,57.0,148.0,335.0,615.0,757.0,650.0,601.0,586.0,608.0,597.0,604.0,742.0,899.0,879.0,818.0,618.0,441.0,387.0,259.0,238.0,156.0,90.0
136@1,-80.16902502,40.40539873,14.0,5.0,8.0,3.0,14.0,50.0,150.0,227.0,200.0,119.0,104.0,117.0,109.0,127.0,118.0,204.0,279.0,318.0,177.0,81.0,65.0,43.0,25.0,13.0
5459@1,-80.06363014,40.31756248,24.0,10.0,27.0,34.0,148.0,398.0,667.0,657.0,573.0,626.0,746.0,635.0,585.0,581.0,758.0,854.0,856.0,723.0,579.0,454.0,291.0,177.0,110.0,42.0
27609@1,-80.01440107,40.59178035,5.0,4.0,8.0,6.0,5.0,16.0,86.0,217.0,250.0,207.0,202.0,230.0,231.0,238.0,288.0,335.0,349.0,348.0,221.0,127.0,68.0,45.0,20.0,16.0
5306@1,-79.78904291,40.58871444,9.0,1.0,2.0,5.0,11.0,41.0,94.0,169.0,113.0,77.0,81.0,88.0,92.0,103.0,131.0,169.0,157.0,135.0,98.0,57.0,64.0,53.0,37.0,21.0
38271@1,-80.20884148,40.49794384,25.0,18.0,18.0,36.0,73.0,202.0,523.0,7.0,907.0,557.0,492.0,746.0,692.0,556.0,693.0,790.0,12.0,812.0,454.0,280.0,190.0,130.0,100.0,66.0
5664@1,-80.16802269,40.52001658,47.0,38.0,40.0,86.0,155.0,416.0,824.0,971.0,645.0,573.0,546.0,640.0,654.0,811.0,894.0,22.0,41.0,727.0,504.0,417.0,258.0,193.0,144.0,126.0
30383@1,-79.95598608,40.44598803,80.0,49.0,29.0,30.0,25.0,145.0,468.0,803.0,854.0,640.0,579.0,539.0,607.0,585.0,648.0,804.0,898.0,928.0,712.0,532.0,469.0,361.0,232.0,199.0
6013@2,-79.81800605,40.38179253,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,263.5,290.5,299.0,324.0,286.0,270.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5960@1,-79.82961954,40.48603854,21.0,13.0,9.0,3.0,20.0,55.0,204.0,293.0,166.0,121.0,156.0,114.0,122.0,140.0,186.0,227.0,228.0,252.0,158.0,131.0,119.0,93.0,60.0,27.0
5739@1,-80.06408576,40.62295374,35.0,21.0,22.0,22.0,63.0,211.0,642.0,197.0,267.0,31.0,956.0,23.0,95.0,9.0,109.0,314.0,449.0,526.0,295.0,781.0,546.0,397.0,243.0,84.0
6084@1,-79.89675349,40.33440741,82.0,34.0,40.0,54.0,104.0,337.0,662.0,740.0,558.0,419.0,396.0,355.0,428.0,463.0,609.0,802.0,776.0,777.0,524.0,391.0,291.0,251.0,176.0,143.0
193@1,-80.00331501,40.44152997,154.0,85.0,60.0,51.0,62.0,116.0,293.0,550.0,396.0,237.0,236.0,237.0,319.0,374.0,487.0,545.0,750.0,730.0,507.0,426.0,356.0,282.0,237.0,186.0
21660@1,-80.04441717,40.42336954,85.0,45.0,44.0,47.0,85.0,304.0,410.0,450.0,653.0,664.0,827.0,896.0,925.0,878.0,16.0,614.0,885.0,931.0,378.0,671.0,443.0,405.0,426.0,397.0
5876@1,-79.8928697,40.57246193,24.0,8.0,7.0,11.0,33.0,91.0,244.0,391.0,323.0,219.0,203.0,231.0,249.0,224.0,250.0,357.0,419.0,436.0,259.0,207.0,194.0,139.0,79.0,44.0
24970@1,-80.09781287,40.67124657,161.0,101.0,129.0,86.0,134.0,253.0,619.0,17.0,2.0,9.0,60.0,275.0,399.0,338.0,357.0,477.0,691.0,733.0,306.0,979.0,694.0,601.0,371.0,298.0
26516@1,-79.86961253,40.4903626,29.0,9.0,30.0,14.0,36.0,81.0,170.0,363.0,371.0,340.0,403.0,535.0,886.0,647.0,532.0,499.0,505.0,441.0,408.0,358.0,313.0,182.0,127.0,57.0
24970@2,-80.09640818,40.66707079,119.0,69.0,73.0,55.0,165.0,275.0,925.0,603.0,422.0,82.0,19.0,205.0,415.0,423.0,179.0,201.0,299.0,356.0,122.0,888.0,761.0,549.0,381.0,210.0
6008@1,-79.81780665,40.43124261,37.0,27.0,23.0,24.0,39.0,112.0,233.0,323.0,338.0,253.0,254.0,244.0,309.0,268.0,310.0,416.0,456.0,375.0,289.0,193.0,169.0,127.0,100.0,60.0
10582@1,-79.96560663,40.52099855,7.0,2.0,1.0,4.0,11.0,19.0,105.0,180.0,95.0,68.0,59.0,63.0,90.0,73.0,134.0,144.0,161.0,166.0,115.0,79.0,70.0,36.0,23.0,21.0
10494@1,-79.82013752,40.36683078,48.0,33.0,40.0,92.0,201.0,434.0,569.0,548.0,489.0,488.0,551.0,500.0,514.0,604.0,794.0,776.0,756.0,578.0,393.0,331.0,222.0,212.0,149.0,84.0
10494@2,-79.82021394,40.36686969,37.0,30.0,42.0,116.0,281.0,619.0,614.0,607.0,456.0,384.0,484.0,519.0,489.0,569.0,599.0,656.0,679.0,516.0,392.0,346.0,270.0,211.0,143.0,89.0
27541@1,-80.00021597,40.47417782,18.0,6.0,1.0,3.0,4.0,38.0,160.0,189.0,165.0,106.0,102.0,106.0,122.0,129.0,151.0,199.0,204.0,234.0,162.0,111.0,63.0,57.0,21.0,11.0
27768@1,-80.00403163,40.43790973,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,421.0,651.0,679.0,36.0,2.0,901.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6111@1,-79.96498745,40.38787294,24.0,13.0,12.0,23.0,84.0,197.0,411.0,347.0,205.0,272.0,272.0,280.0,312.0,317.0,425.0,493.0,579.0,428.0,331.0,249.0,202.0,186.0,82.0,35.0
6734@1,-80.02781912,40.46434548,229.0,125.0,90.0,60.0,67.0,76.0,83.0,97.0,106.0,120.0,136.0,146.0,270.0,328.0,404.0,423.0,591.0,487.0,423.0,409.0,388.0,337.0,321.0,259.0
10478@2,-79.81259887,40.33398036,72.0,24.0,17.0,25.0,52.0,161.0,389.0,551.0,456.0,434.0,452.0,476.0,596.0,665.0,710.0,796.0,855.0,830.0,572.0,477.0,438.0,269.0,163.0,83.0
10478@1,-79.81255394,40.33389959,44.0,27.0,13.0,43.0,103.0,315.0,572.0,728.0,629.0,586.0,636.0,669.0,753.0,740.0,882.0,948.0,404.0,24.0,616.0,441.0,332.0,218.0,100.0,58.0
6050@1,-79.8642105,40.306994,23.0,13.0,6.0,14.0,30.0,83.0,134.0,169.0,107.0,121.0,89.0,124.0,124.0,130.0,185.0,197.0,225.0,195.0,164.0,120.0,95.0,87.0,54.0,40.0
27736@1,-79.97082481,40.36563141,69.0,27.0,19.0,17.0,30.0,118.0,263.0,317.0,314.0,318.0,318.0,332.0,408.0,388.0,348.0,441.0,502.0,465.0,463.0,343.0,352.0,267.0,178.0,121.0
8064@1,-79.88015931,40.43717755,81.0,57.0,51.0,14.0,27.0,85.0,687.0,36.0,998.0,726.0,488.0,457.0,410.0,413.0,477.0,639.0,598.0,624.0,545.0,443.0,366.0,308.0,179.0,127.0
5511@1,-80.14079032,40.40718483,8.0,4.0,3.0,4.0,7.0,22.0,68.0,176.0,155.0,83.0,70.0,81.0,97.0,106.0,113.0,128.0,237.0,234.0,131.0,80.0,87.0,58.0,35.0,14.0
38267@2,-79.8422777,40.35412361,26.0,10.0,5.0,7.0,7.0,28.0,76.0,154.0,138.0,90.0,82.0,99.0,103.0,110.0,121.0,158.0,163.0,141.0,117.0,70.0,72.0,64.0,52.0,36.0
6094@2,-79.93915052,40.34574652,67.0,37.0,21.0,27.0,28.0,130.0,311.0,464.0,422.0,413.0,395.0,470.0,471.0,569.0,626.0,755.0,932.0,993.0,662.0,458.0,418.0,296.0,202.0,126.0
6094@1,-79.93904754,40.34577375,43.0,25.0,25.0,29.0,63.0,344.0,636.0,664.0,580.0,440.0,502.0,516.0,484.0,458.0,511.0,593.0,597.0,485.0,432.0,340.0,336.0,303.0,145.0,108.0
5978@1,-79.70709215,40.47252122,113.0,62.0,56.0,76.0,109.0,306.0,832.0,104.0,154.0,6.0,971.0,11.0,76.0,107.0,256.0,426.0,587.0,499.0,212.0,921.0,805.0,611.0,344.0,307.0
27500@1,-79.94011369,40.52821251,21.0,9.0,8.0,5.0,21.0,83.0,272.0,372.0,313.0,191.0,151.0,184.0,202.0,206.0,263.0,316.0,411.0,405.0,392.0,262.0,185.0,111.0,81.0,116.0
27704@1,-80.00980027,40.28838667,63.0,42.0,41.0,62.0,95.0,362.0,145.0,413.0,958.0,704.0,695.0,725.0,752.0,769.0,837.0,201.0,419.0,522.0,208.0,796.0,619.0,431.0,270.0,129.0
27828@1,-79.70465935,40.4468652,7.0,5.0,3.0,4.0,6.0,51.0,97.0,158.0,137.0,92.0,88.0,116.0,116.0,110.0,153.0,174.0,202.0,195.0,119.0,84.0,85.0,44.0,36.0,18.0
5496@1,-80.1687714,40.38075576,39.0,14.0,7.0,10.0,25.0,69.0,210.0,371.0,372.0,332.0,272.0,322.0,376.0,299.0,328.0,378.0,476.0,625.0,436.0,334.0,247.0,198.0,116.0,74.0
432@1,-80.18374919,40.49599182,20.0,8.0,7.0,9.0,24.0,80.0,179.0,413.0,371.0,244.0,178.0,244.0,236.0,280.0,291.0,380.0,562.0,568.0,396.0,239.0,187.0,145.0,96.0,45.0
26774@1,-80.09169026,40.58597985,19.0,9.0,4.0,10.0,16.0,54.0,230.0,596.0,540.0,371.0,292.0,316.0,305.0,310.0,375.0,535.0,640.0,816.0,607.0,398.0,288.0,162.0,93.0,30.0
5479@2,-80.06582465,40.39759346,83.0,55.0,17.0,22.0,44.0,122.0,317.0,586.0,733.0,664.0,687.0,831.0,924.0,879.0,826.0,830.0,142.0,207.0,64.0,726.0,587.0,377.0,218.0,181.0
27631@1,-80.04478819,40.44238478,141.0,95.0,96.0,118.0,113.0,367.0,845.0,260.0,33.0,735.0,748.0,587.0,639.0,691.0,833.0,875.0,123.0,171.0,984.0,632.0,487.0,442.0,416.0,281.0
27539@1,-80.01771247,40.46726279,16.0,6.5,3.5,7.5,10.0,40.0,152.0,186.5,170.5,135.5,132.5,139.5,155.0,160.5,183.0,219.0,224.0,222.5,168.5,128.5,80.5,62.5,35.0,25.5
10596@1,-79.93519961,40.61558144,24.0,11.0,15.0,25.0,95.0,267.0,432.0,406.0,325.0,232.0,312.0,391.0,332.0,414.0,448.0,540.0,626.0,488.0,410.0,295.0,188.0,119.0,52.0,24.0
27375@1,-79.98695749,40.4386305,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,562.0,584.0,708.0,895.0,106.0,836.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
68@2,-79.86469076,40.23838008,43.0,18.0,21.0,31.0,52.0,152.0,269.0,402.0,436.0,372.0,356.0,369.0,389.0,413.0,453.0,514.0,575.0,538.0,424.0,321.0,278.0,212.0,116.0,98.0
68@1,-79.86444958,40.23842388,41.0,19.0,27.0,38.0,60.0,122.0,353.0,433.0,451.0,414.0,383.0,386.0,412.0,429.0,487.0,569.0,631.0,592.0,479.0,363.0,312.0,235.0,139.0,122.0
6028@1,-79.79059503,40.34521074,7.0,9.0,12.0,15.0,44.0,126.0,191.0,122.0,136.0,136.0,146.0,160.0,166.0,168.0,238.0,213.0,237.0,182.0,172.0,95.0,48.0,29.0,41.0,19.0
21869@1,-80.00935239,40.50459989,62.0,15.0,12.0,35.0,38.0,180.0,776.0,143.0,873.0,638.0,614.0,623.0,843.0,981.0,507.0,649.0,830.0,777.0,759.0,143.0,753.0,365.0,238.0,188.0
21869@2,-80.00954918,40.504541,125.0,77.0,44.0,31.0,74.0,174.0,717.0,347.0,84.0,848.0,868.0,999.0,6.0,20.0,212.0,523.0,557.0,588.0,417.0,167.0,755.0,561.0,333.0,233.0
38588@1,-80.14149248,40.45755658,14.0,9.0,7.0,6.0,24.0,78.0,237.0,502.0,439.0,239.0,225.0,245.0,290.0,253.0,275.0,339.0,491.0,487.0,317.0,233.0,155.0,88.0,53.0,21.0
5458@1,-80.06952956,40.30662757,45.0,22.0,32.0,61.0,265.0,615.0,854.0,922.0,867.0,848.0,900.0,929.0,900.0,978.0,90.0,225.0,238.0,53.0,811.0,775.0,562.0,267.0,159.0,70.0
14296@1,-79.82435502,40.45384093,142.0,80.0,103.0,103.0,206.0,522.0,847.0,111.0,144.0,196.0,233.0,306.0,453.0,459.0,564.0,539.0,586.0,475.0,281.0,25.0,869.0,593.0,389.0,238.0
10604@1,-80.1973794,40.41403597,14.0,9.0,8.0,10.0,14.0,65.0,149.0,344.0,238.0,164.0,181.0,223.0,207.0,236.0,221.0,292.0,418.0,464.0,293.0,180.0,161.0,96.0,73.0,33.0
27599@1,-80.00615972,40.35833184,14.0,9.0,21.0,34.0,136.0,444.0,668.0,659.0,524.0,601.0,665.0,731.0,699.0,755.0,777.0,982.0,27.0,850.0,669.0,576.0,428.0,244.0,131.0,45.0
5305@1,-79.80784057,40.38288897,54.0,27.0,21.0,21.0,49.0,166.0,431.0,564.0,452.0,381.0,378.0,381.0,389.0,435.0,446.0,594.0,718.0,613.0,495.0,321.0,298.0,234.0,175.0,108.0
22874@2,-79.95170997,40.50404864,24.0,11.0,2.0,7.0,13.0,59.0,175.0,397.0,276.0,156.0,146.0,142.0,152.0,159.0,208.0,245.0,267.0,243.0,228.0,169.0,116.0,103.0,46.0,31.0
6051@1,-79.8725096,40.32244526,21.0,10.0,4.0,5.0,11.0,36.0,73.0,97.0,85.0,109.0,118.0,122.0,131.0,148.0,155.0,245.0,212.0,208.0,179.0,162.0,98.0,114.0,56.0,59.0
5482@1,-80.04957737,40.42439235,84.0,59.0,39.0,43.0,57.0,168.0,400.0,584.0,543.0,546.0,597.0,653.0,735.0,715.0,686.0,745.0,830.0,798.0,714.0,632.0,507.0,359.0,241.0,152.0
27855@1,-79.86914105,40.63325035,23.0,9.0,13.0,10.0,31.0,86.0,274.0,463.0,351.0,247.0,252.0,267.0,297.0,279.0,358.0,514.0,594.0,660.0,489.0,377.0,266.0,142.0,117.0,54.0
1016@1,-80.25170517,40.45027041,5.0,3.0,1.0,6.0,17.0,38.0,94.0,136.0,156.0,74.0,93.0,114.0,152.0,110.0,138.0,217.0,162.0,171.0,134.0,95.0,109.0,46.0,32.0,35.0
5509@1,-80.13227392,40.38536003,4.0,1.0,2.0,-1.0,2.0,7.0,21.0,69.0,49.0,40.0,43.0,45.0,56.0,48.0,61.0,80.0,81.0,88.0,67.0,24.0,24.0,18.0,9.0,10.0
27670@1,-79.98988677,40.35407404,39.0,25.0,16.0,18.0,52.0,111.0,162.0,600.0,636.0,710.0,115.0,146.0,117.0,133.0,202.0,336.0,424.0,483.0,524.0,218.0,885.0,703.0,262.0,166.0
11548@1,-80.0488426,40.35932749,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,996.0,3.0,48.0,38.0,79.0,152.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11548@2,-80.04889093,40.35937717,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,980.0,37.0,972.0,144.0,395.0,346.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5967@1,-79.83429352,40.42373502,55.0,33.0,26.0,29.0,55.0,273.0,556.0,647.0,609.0,478.0,373.0,426.0,433.0,528.0,588.0,750.0,772.0,679.0,477.0,295.0,225.0,177.0,142.0,88.0
27517@1,-79.88210205,40.49554417,37.0,33.0,9.0,20.0,65.0,288.0,110.0,959.0,856.0,562.0,427.0,725.0,617.0,688.0,922.0,152.0,221.0,233.0,809.0,156.0,892.0,630.0,274.0,100.0
12578@1,-79.84400642,40.45019089,108.0,49.0,65.0,46.0,106.0,366.0,745.0,981.0,956.0,812.0,680.0,721.0,728.0,775.0,895.0,46.0,71.0,106.0,879.0,638.0,546.0,462.0,287.0,192.0
10484@1,-80.02517335,40.32747455,54.0,34.0,28.0,75.0,290.0,581.0,735.0,659.0,707.0,734.0,765.0,811.0,780.0,814.0,865.0,951.0,4.0,982.0,840.0,860.0,596.0,390.0,237.0,113.0
5736@1,-79.97340288,40.59393733,20.0,18.0,19.0,26.0,58.0,205.0,588.0,914.0,788.0,668.0,621.0,661.0,633.0,657.0,802.0,926.0,63.0,238.0,115.0,705.0,524.0,393.0,181.0,114.0
6010@1,-79.75487515,40.43386009,49.0,26.0,18.0,28.0,45.0,137.0,380.0,679.0,829.0,834.0,915.0,973.0,48.0,987.0,74.0,103.0,263.0,171.0,63.0,730.0,476.0,309.0,226.0,117.0
5982@1,-79.76045958,40.54405023,87.0,48.0,38.0,54.0,127.0,404.0,804.0,79.0,855.0,615.0,638.0,637.0,708.0,771.0,925.0,142.0,271.0,233.0,827.0,650.0,514.0,323.0,241.0,176.0
27708@1,-79.83805491,40.61058439,5.0,3.0,5.0,2.0,7.0,23.0,87.0,114.0,108.0,90.0,79.0,113.0,94.0,107.0,132.0,180.0,185.0,154.0,129.0,107.0,78.0,36.0,20.0,15.0
22822@1,-80.01288325,40.53068368,33.0,17.0,20.0,8.0,38.0,123.0,435.0,640.0,622.0,626.0,620.0,798.0,836.0,770.0,803.0,874.0,926.0,44.0,932.0,684.0,489.0,318.0,173.0,100.0
5296@1,-80.07497149,40.46605233,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,66.0,89.0,95.0,103.0,106.0,108.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27426@1,-79.95539187,40.46931752,131.0,53.0,73.0,89.0,131.0,180.0,224.0,333.0,582.0,669.0,676.0,913.0,251.0,394.0,451.0,51.0,27.0,913.0,905.0,865.0,767.0,876.0,493.0,411.0
10581@1,-79.96178841,40.51368134,19.0,4.0,6.0,9.0,2.0,30.0,142.0,278.0,197.0,132.0,97.0,122.0,101.0,115.0,162.0,228.0,230.0,255.0,139.0,100.0,87.0,57.0,40.0,28.0
8050@1,-79.93628144,40.44124138,79.5,51.5,34.5,26.5,37.5,121.0,413.5,324.0,880.5,658.5,479.0,502.0,535.0,558.0,680.5,817.0,914.0,924.5,683.0,512.5,430.0,371.5,292.0,200.0
27750@1,-79.83516746,40.25369594,11.0,11.0,12.0,3.0,12.0,50.0,92.0,89.0,94.0,93.0,97.0,117.0,112.0,232.0,157.0,148.0,160.0,155.0,166.0,118.0,76.0,75.0,44.0,32.0
5947@1,-79.96524813,40.46543916,107.0,56.0,53.0,38.0,65.0,177.0,437.0,550.0,591.0,518.0,503.0,437.0,418.0,719.0,680.0,330.0,593.0,751.0,607.0,426.0,314.0,285.0,199.0,140.0
8051@1,-79.91755092,40.43803979,63.0,47.0,33.0,27.0,40.0,145.0,568.0,13.0,996.0,771.0,521.0,589.0,602.0,644.0,813.0,935.0,959.0,972.0,716.0,579.0,448.0,411.0,346.0,241.0
5516@1,-80.16461322,40.40617023,3.0,2.0,3.0,-1.0,4.0,18.0,59.0,50.0,55.0,36.0,34.0,28.0,46.0,50.0,49.0,86.0,118.0,118.0,58.0,32.0,23.0,11.0,5.0,4.0
5882@2,-79.92380535,40.49744072,230.0,115.0,123.0,191.0,398.0,341.0,641.0,191.0,317.0,871.0,716.0,641.0,765.0,866.0,105.0,518.0,660.0,557.0,957.0,311.0,26.0,858.0,643.0,370.0
5882@1,-79.92309107,40.4971904,278.0,162.0,117.0,124.0,262.0,918.0,988.0,463.0,153.0,802.0,601.0,740.0,696.0,758.0,225.0,442.0,710.0,570.0,98.0,548.0,48.0,956.0,727.0,498.0
27668@1,-80.07730865,40.36017745,93.0,47.0,33.0,33.0,86.0,321.0,888.0,193.0,153.0,940.0,861.0,32.0,990.0,6.0,156.0,288.0,367.0,352.0,229.0,928.0,714.0,507.0,341.0,258.0
14295@1,-79.829415,40.43954646,73.0,42.0,28.0,27.0,44.0,114.0,240.0,499.0,594.0,660.0,668.0,762.0,814.0,783.0,794.0,795.0,841.0,814.0,727.0,637.0,447.0,309.0,181.0,111.0
5979@1,-79.74025762,40.48904513,21.0,11.0,9.0,7.0,18.0,66.0,320.0,465.0,335.0,257.0,228.0,236.0,262.0,293.0,376.0,506.0,483.0,687.0,485.0,504.0,239.0,134.0,72.0,55.0
23752@1,-80.04634023,40.66084588,34.0,23.0,11.0,8.0,26.0,106.0,447.0,763.0,884.0,629.0,645.0,615.0,659.0,657.0,643.0,764.0,20.0,103.0,999.0,554.0,419.0,324.0,190.0,98.0
22713@1,-80.06055605,40.52196387,17.0,10.0,7.0,5.0,9.0,37.0,88.0,320.0,216.0,133.0,154.0,151.0,187.0,180.0,219.0,274.0,312.0,344.0,247.0,168.0,134.0,83.0,43.0,23.0
5524@1,-80.27084791,40.44239443,-1.0,-1.0,-1.0,1.0,4.0,4.0,15.0,19.0,21.0,13.0,13.0,15.0,19.0,8.0,20.0,27.0,24.0,44.0,26.0,15.0,21.0,7.0,6.0,6.0
6105@1,-79.94638767,40.34822371,87.0,71.0,48.0,67.0,99.0,488.0,24.0,238.0,989.0,801.0,802.0,915.0,903.0,937.0,934.0,88.0,191.0,202.0,944.0,786.0,667.0,511.0,352.0,228.0
10578@1,-80.0481981,40.5333843,20.0,13.0,14.0,15.0,19.0,93.0,346.0,729.0,557.0,360.0,394.0,439.0,450.0,428.0,499.0,664.0,734.0,780.0,626.0,366.0,282.0,176.0,94.0,48.0
27830@1,-79.77180511,40.48650759,37.0,12.0,14.0,14.0,46.0,123.0,345.0,479.0,445.0,327.0,359.0,368.0,388.0,435.0,523.0,603.0,536.0,572.0,471.0,384.0,315.0,182.0,102.0,74.0
27503@1,-79.90979702,40.61742654,19.0,8.0,22.0,11.0,24.0,64.0,295.0,466.0,411.0,280.0,242.0,265.0,284.0,326.0,376.0,532.0,789.0,662.0,437.0,330.0,246.0,128.0,91.0,39.0
27630@2,-80.05951836,40.44259421,78.0,60.0,50.0,68.0,95.0,289.0,742.0,976.0,764.0,619.0,630.0,496.0,548.0,605.0,650.0,759.0,922.0,984.0,818.0,480.0,321.0,300.0,302.0,170.0
27630@1,-80.05951836,40.44259421,141.0,95.0,96.0,118.0,113.0,367.0,845.0,260.0,33.0,735.0,748.0,587.0,639.0,691.0,833.0,875.0,123.0,171.0,984.0,632.0,487.0,442.0,416.0,281.0
51@1,-80.22516596,40.43959275,55.0,51.0,64.0,87.0,224.0,668.0,282.0,336.0,14.0,742.0,699.0,691.0,597.0,662.0,633.0,696.0,717.0,750.0,618.0,397.0,270.0,223.0,139.0,74.0
10558@1,-80.15064337,40.37906466,40.0,13.0,7.0,6.0,28.0,88.0,254.0,416.0,373.0,292.0,286.0,334.0,343.0,276.0,341.0,404.0,504.0,641.0,429.0,331.0,249.0,205.0,117.0,77.0
10597@1,-80.0185689,40.66579822,29.0,13.0,10.0,6.0,25.0,99.0,327.0,586.0,627.0,479.0,572.0,493.0,515.0,532.0,523.0,574.0,822.0,845.0,749.0,394.0,362.0,231.0,148.0,67.0
