sensor_ID,Longitude,Latitude,1a,2a,3a,4a,5a,6a,7a,8a,9a,10a,11a,12p,1p,2p,3p,4p,5p,6p,7p,8p,9p,10p,11p,12a
27592@1,-80.02613257,40.43645119,24.0,13.0,12.0,14.0,28.0,73.0,251.0,398.0,424.0,432.0,528.0,521.0,533.0,549.0,554.0,581.0,664.0,632.0,494.0,359.0,239.0,161.0,91.0,42.0
5886@1,-79.86596027,40.5778841,18.0,15.0,5.0,20.0,44.0,142.0,377.0,484.0,389.0,274.0,238.0,352.0,317.0,293.0,360.0,488.0,531.0,530.0,330.0,251.0,208.0,153.0,73.0,49.0
5997@1,-79.83046148,40.31508078,131.0,64.0,56.0,44.0,143.0,445.0,859.0,1.0,894.0,798.0,916.0,872.0,73.0,16.0,135.0,309.0,503.0,522.0,234.0,940.0,822.0,659.0,429.0,247.0
27743@1,-79.85891752,40.32002336,27.0,8.0,5.0,13.0,26.0,78.0,118.0,145.0,139.0,127.0,133.0,148.0,171.0,194.0,179.0,247.0,273.0,290.0,199.0,153.0,149.0,115.0,67.0,43.0
5889@1,-79.83967946,40.53796682,22.0,6.0,9.0,13.0,24.0,106.0,398.0,43.0,952.0,622.0,624.0,702.0,722.0,726.0,830.0,972.0,120.0,39.0,671.0,417.0,260.0,149.0,119.0,39.0
5889@2,-79.83954529,40.53804261,36.0,19.0,18.0,21.0,42.0,109.0,374.0,593.0,632.0,644.0,787.0,777.0,795.0,818.0,826.0,866.0,990.0,942.0,736.0,535.0,356.0,240.0,136.0,63.0
25061@1,-80.22980592,40.56503692,77.0,54.0,56.0,65.0,132.0,283.0,738.0,28.0,762.0,574.0,577.0,518.0,593.0,682.0,770.0,898.0,19.0,27.0,632.0,418.0,401.0,318.0,252.0,176.0
6098@2,-79.97222509,40.43646252,49.0,59.0,22.0,33.0,68.0,311.0,743.0,116.0,133.0,829.0,537.0,544.0,540.0,532.0,544.0,820.0,138.0,164.0,181.0,406.0,332.0,247.0,252.0,145.0
6098@1,-79.97139423,40.43673856,211.0,88.0,107.0,59.0,92.0,222.0,541.0,47.0,219.0,914.0,836.0,46.0,109.0,66.0,286.0,495.0,931.0,655.0,401.0,113.0,834.0,697.0,429.0,352.0
6119@1,-79.89128907,40.36611853,65.0,45.0,33.0,29.0,53.0,139.0,282.0,525.0,421.0,385.0,463.0,512.0,567.0,546.0,545.0,552.0,663.0,773.0,638.0,487.0,417.0,346.0,334.0,125.0
27470@1,-79.9607594,40.46748012,103.0,78.0,58.0,53.0,104.0,313.0,601.0,775.0,722.0,704.0,678.0,762.0,746.0,743.0,653.0,568.0,535.0,549.0,606.0,594.0,465.0,527.0,449.0,251.0
5251@1,-79.75798646,40.61421345,6.0,4.0,6.0,8.0,21.0,114.0,187.0,213.0,186.0,152.0,133.0,129.0,150.0,155.0,171.0,210.0,191.0,213.0,181.0,86.0,84.0,69.0,53.0,28.0
6116@1,-79.90960275,40.36646488,60.0,64.0,59.0,148.0,429.0,905.0,917.0,748.0,529.0,599.0,647.0,725.0,720.0,781.0,48.0,145.0,126.0,926.0,699.0,587.0,484.0,365.0,239.0,130.0
6065@1,-79.92611788,40.23849274,-1.0,-1.0,-1.0,-1.0,3.0,5.0,3.0,17.0,6.0,13.0,19.0,11.0,13.0,14.0,11.0,12.0,10.0,8.0,11.0,5.0,3.0,4.0,2.0,2.0
5251@2,-79.75810174,40.61418773,17.0,10.0,4.0,10.0,15.0,69.0,88.0,118.0,149.0,107.0,102.0,133.0,133.0,149.0,170.0,226.0,252.0,243.0,146.0,153.0,115.0,83.0,55.0,28.0
21603@1,-80.27816831,40.46638584,1.0,1.0,-1.0,-1.0,3.0,4.0,11.0,9.0,2.0,6.0,5.0,6.0,15.0,15.0,6.0,6.0,9.0,13.0,6.0,11.0,4.0,1.0,1.0,1.0
27805@1,-79.76629761,40.43453607,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,448.0,435.0,452.0,535.0,669.0,796.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5474@1,-80.1257117,40.33001719,70.0,35.0,19.0,23.0,52.0,178.0,511.0,782.0,718.0,636.0,642.0,642.0,725.0,688.0,773.0,826.0,1.0,17.0,826.0,584.0,452.0,369.0,229.0,153.0
10554@1,-79.93307275,40.44547673,44.0,23.0,15.0,9.0,7.0,31.0,75.0,274.0,428.0,232.0,196.0,210.0,202.0,186.0,220.0,219.0,338.0,388.0,326.0,241.0,185.0,128.0,142.0,69.0
5728@1,-79.9896866,40.57491708,28.0,19.0,20.0,21.0,29.0,129.0,466.0,757.0,542.0,408.0,382.0,437.0,419.0,482.0,517.0,707.0,858.0,826.0,598.0,395.0,287.0,227.0,160.0,96.0
6723@1,-80.0334549,40.44819661,135.0,73.0,78.0,65.0,99.0,262.0,803.0,819.0,875.0,792.0,785.0,828.0,819.0,947.0,20.0,154.0,256.0,203.0,815.0,612.0,542.0,437.0,371.0,296.0
5712@1,-80.07836561,40.56427891,26.0,11.0,7.0,9.0,25.0,113.0,349.0,517.0,486.0,318.0,217.0,284.0,262.0,248.0,312.0,448.0,563.0,640.0,493.0,255.0,196.0,133.0,114.0,51.0
27453@1,-79.91275372,40.46007321,29.0,24.0,22.0,30.0,65.0,215.0,560.0,739.0,566.0,468.0,417.0,441.0,514.0,577.0,721.0,798.0,891.0,872.0,669.0,457.0,327.0,246.0,137.0,72.0
23697@1,-80.09952689,40.60632919,19.0,14.0,7.0,10.0,17.0,73.0,265.0,570.0,505.0,460.0,523.0,508.0,498.0,462.0,419.0,539.0,638.0,838.0,695.0,567.0,353.0,215.0,80.0,35.0
150@1,-80.05595068,40.51342505,73.0,40.0,37.0,30.0,60.0,206.0,490.0,832.0,742.0,500.0,451.0,517.0,516.0,556.0,711.0,840.0,936.0,942.0,785.0,528.0,428.0,366.0,227.0,116.0
5535@1,-80.25364707,40.41986651,2.0,-1.0,2.0,2.0,3.0,9.0,21.0,53.0,17.0,20.0,10.0,29.0,28.0,18.0,38.0,35.0,49.0,49.0,43.0,27.0,22.0,17.0,12.0,2.0
71@1,-80.07224012,40.48416043,159.0,85.0,102.0,133.0,237.0,471.0,849.0,628.0,932.0,761.0,713.0,764.0,798.0,797.0,922.0,964.0,557.0,758.0,804.0,366.0,288.0,281.0,271.0,209.0
39232@1,-79.8725703,40.38267391,51.0,39.0,18.0,16.0,22.0,100.0,243.0,286.0,295.0,353.0,462.0,621.0,692.0,620.0,608.0,661.0,681.0,690.0,529.0,445.0,373.0,484.0,342.0,118.0
5732@1,-80.00755805,40.65941456,25.0,17.0,27.0,30.0,107.0,582.0,866.0,755.0,445.0,353.0,476.0,447.0,482.0,690.0,824.0,85.0,77.0,779.0,554.0,421.0,283.0,124.0,56.0,36.0
27468@1,-79.9238693,40.48792945,24.0,12.0,10.0,8.0,13.0,57.0,161.0,296.0,264.0,209.0,207.0,210.0,214.0,240.0,260.0,349.0,450.0,419.0,282.0,260.0,180.0,132.0,84.0,38.0
5905@1,-79.8583971,40.60496632,6.0,1.0,9.0,3.0,11.0,25.0,90.0,143.0,125.0,87.0,73.0,93.0,89.0,92.0,130.0,176.0,151.0,158.0,121.0,91.0,76.0,51.0,28.0,16.0
5741@1,-80.02539233,40.62342499,3.0,4.0,3.0,8.0,34.0,119.0,319.0,293.0,204.0,182.0,221.0,220.0,258.0,281.0,330.0,368.0,399.0,297.0,194.0,94.0,61.0,43.0,15.0,4.0
956@1,-80.00148446,40.68171776,26.0,8.0,22.0,17.0,24.0,116.0,333.0,532.0,387.0,321.0,331.0,390.0,362.0,352.0,422.0,532.0,602.0,506.0,356.0,185.0,180.0,125.0,66.0,49.0
5447@2,-80.04949614,40.37044754,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,780.0,840.0,842.0,91.0,176.0,268.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5447@1,-80.04942003,40.37050211,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,830.0,796.0,868.0,871.0,840.0,23.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5642@1,-80.23386137,40.5110889,10.0,7.0,6.0,16.0,44.0,143.0,316.0,291.0,150.0,158.0,153.0,217.0,186.0,190.0,221.0,305.0,378.0,229.0,196.0,137.0,119.0,69.0,44.0,26.0
1144@1,-80.18369808,40.49605457,31.0,13.0,7.0,11.0,27.0,85.0,203.0,429.0,330.0,221.0,228.0,235.0,290.0,295.0,352.0,396.0,489.0,574.0,404.0,289.0,261.0,153.0,105.0,53.0
27761@1,-79.87028264,40.34084913,37.0,19.0,7.0,5.0,23.0,48.0,108.0,127.0,123.0,122.0,144.0,150.0,155.0,169.0,186.0,214.0,295.0,267.0,266.0,192.0,163.0,141.0,107.0,67.0
20441@1,-79.9906935,40.28727245,43.0,20.0,15.0,19.0,29.0,124.0,313.0,358.0,296.0,241.0,254.0,294.0,305.0,247.0,320.0,454.0,518.0,533.0,409.0,366.0,270.0,224.0,186.0,83.0
14679@2,-79.87292478,40.49062424,18.0,9.0,8.0,12.0,46.0,150.0,357.0,456.0,251.0,255.0,214.0,233.0,231.0,233.0,274.0,317.0,374.0,390.0,247.0,142.0,100.0,90.0,59.0,49.0
27660@1,-80.19438615,40.44738425,6.0,12.0,5.0,14.0,82.0,223.0,334.0,307.0,215.0,225.0,252.0,273.0,257.0,232.0,340.0,374.0,402.0,291.0,223.0,194.0,111.0,59.0,32.0,11.0
19349@1,-79.84416701,40.39368594,44.0,14.0,9.0,23.0,62.0,200.0,467.0,670.0,555.0,453.0,425.0,407.0,427.0,441.0,490.0,573.0,660.0,687.0,571.0,406.0,342.0,238.0,131.0,67.0
16287@1,-79.74142648,40.62157846,1.0,2.0,2.0,9.0,18.0,89.0,138.0,80.0,46.0,41.0,39.0,59.0,51.0,99.0,134.0,126.0,83.0,45.0,50.0,40.0,24.0,30.0,35.0,9.0
15444@1,-79.8542531,40.54394385,31.0,5.0,9.0,11.0,24.0,70.0,261.0,411.0,339.0,241.0,232.0,239.0,272.0,277.0,296.0,403.0,412.0,397.0,303.0,221.0,149.0,118.0,92.0,66.0
11306@2,-79.94737267,40.60881506,53.0,35.0,26.0,36.0,74.0,273.0,737.0,904.0,875.0,705.0,648.0,698.0,675.0,726.0,770.0,804.0,847.0,930.0,801.0,528.0,390.0,277.0,180.0,114.0
38779@1,-79.98640496,40.4176104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,301.0,288.0,320.0,436.0,497.0,434.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
21506@2,-80.08236238,40.40901666,89.0,26.0,24.0,35.0,56.0,191.0,647.0,69.0,849.0,731.0,621.0,813.0,850.0,906.0,923.0,32.0,177.0,268.0,830.0,617.0,454.0,338.0,253.0,142.0
12665@1,-80.28994376,40.54772259,39.0,28.0,20.0,31.0,59.0,188.0,309.0,374.0,288.0,184.0,217.0,247.0,267.0,242.0,378.0,406.0,444.0,460.0,361.0,280.0,187.0,188.0,133.0,106.0
3936@1,-79.99334203,40.47659553,6.0,-1.0,-1.0,3.0,-1.0,4.0,8.0,35.0,33.0,25.0,27.0,16.0,23.0,26.0,55.0,51.0,43.0,42.0,23.0,19.0,11.0,10.0,11.0,5.0
27448@1,-79.91157285,40.43552178,22.0,17.0,4.0,11.0,28.0,108.0,341.0,688.0,576.0,333.0,301.0,362.0,350.0,333.0,584.0,538.0,557.0,539.0,406.0,266.0,193.0,155.0,82.0,40.0
10563@1,-80.13793209,40.43106537,44.0,16.0,15.0,38.0,31.0,148.0,397.0,421.0,289.0,164.0,162.0,168.0,166.0,212.0,259.0,386.0,353.0,337.0,273.0,164.0,152.0,81.0,51.0,47.0
27452@1,-79.87660102,40.41409664,104.0,72.0,78.0,47.0,124.0,385.0,747.0,895.0,793.0,635.0,594.0,585.0,644.0,711.0,884.0,993.0,108.0,26.0,762.0,611.0,484.0,476.0,332.0,192.0
11997@1,-80.08923178,40.38868272,140.0,67.0,62.0,44.0,74.0,293.0,618.0,10.0,31.0,944.0,977.0,36.0,199.0,141.0,167.0,236.0,366.0,374.0,173.0,944.0,793.0,687.0,447.0,277.0
10468@2,-80.08511563,40.32277807,44.0,24.0,21.0,18.0,31.0,102.0,435.0,895.0,899.0,802.0,734.0,767.0,874.0,812.0,930.0,84.0,86.0,51.0,942.0,632.0,567.0,355.0,174.0,99.0
67@1,-80.11850635,40.35613872,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,954.0,967.0,80.0,247.0,533.0,730.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
67@2,-80.11824795,40.35615906,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,55.0,47.0,236.0,237.0,134.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
19214@1,-79.80640599,40.51554392,31.0,18.0,17.0,23.0,41.0,124.0,332.0,418.0,356.0,257.0,312.0,304.0,317.0,317.0,393.0,516.0,533.0,524.0,402.0,281.0,253.0,205.0,108.0,95.0
27782@1,-80.0074688,40.43958979,14.0,5.0,4.0,6.0,9.0,30.0,76.0,122.0,123.0,143.0,122.0,130.0,128.0,135.0,146.0,155.0,176.0,204.0,149.0,116.0,100.0,60.0,45.0,29.0
5687@1,-80.1088387,40.64310943,8.0,7.0,2.0,2.0,6.0,19.0,57.0,187.0,193.0,158.0,144.0,145.0,137.0,140.0,126.0,206.0,224.0,335.0,235.0,164.0,118.0,87.0,41.0,30.0
19115@2,-79.82836683,40.43728128,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,832.0,842.0,162.0,84.0,238.0,56.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5709@1,-80.04325723,40.52169281,70.0,40.0,34.0,23.0,46.0,129.0,428.0,772.0,770.0,556.0,508.0,552.0,598.0,582.0,657.0,811.0,941.0,95.0,859.0,613.0,522.0,381.0,290.0,182.0
6020@2,-79.832551,40.39438828,17.5,6.0,8.5,5.0,10.0,29.0,72.0,104.0,72.0,70.0,67.0,81.0,77.5,76.5,116.0,200.5,185.0,171.5,83.0,60.0,53.5,42.5,31.0,33.0
5855@2,-79.95236706,40.5802487,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,304.5,314.0,338.5,360.0,386.0,361.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5855@1,-79.95218212,40.58036351,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,619.0,640.5,701.5,841.5,423.0,380.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6020@1,-79.83250818,40.39466273,27.0,11.5,15.5,11.5,34.0,110.5,212.0,256.5,196.0,157.5,129.0,156.0,148.0,178.0,209.5,330.0,305.5,273.0,154.0,112.5,94.5,85.5,68.0,55.0
21177@1,-80.11479497,40.36805182,25.0,17.0,4.0,8.0,15.0,54.0,147.0,345.0,361.0,345.0,326.0,348.0,389.0,406.0,410.0,506.0,590.0,680.0,557.0,371.0,304.0,249.0,106.0,51.0
5734@1,-80.0448453,40.58300863,25.0,18.0,12.0,18.0,35.0,121.0,450.0,910.0,641.0,567.0,536.0,574.0,563.0,532.0,673.0,824.0,938.0,962.0,674.0,491.0,335.0,220.0,87.0,51.0
10509@1,-80.01418286,40.62953127,23.0,25.0,21.0,60.0,158.0,532.0,888.0,879.0,691.0,598.0,594.0,624.0,597.0,686.0,923.0,12.0,32.0,810.0,618.0,472.0,393.0,225.0,85.0,66.0
5733@1,-80.00157045,40.66717404,17.0,11.0,19.0,21.0,62.0,275.0,406.0,352.0,231.0,178.0,234.0,253.0,239.0,291.0,375.0,509.0,423.0,290.0,187.0,155.0,122.0,69.0,29.0,25.0
5677@1,-80.13197496,40.54491527,-1.0,-1.0,-1.0,2.0,3.0,2.0,3.0,8.0,12.0,5.0,8.0,2.0,8.0,5.0,3.0,13.0,9.0,12.0,9.0,6.0,8.0,1.0,3.0,3.0
26614@2,-79.71412361,40.66757257,45.0,50.0,64.0,95.0,351.0,618.0,674.0,465.0,315.0,317.0,328.0,333.0,391.0,424.0,490.0,599.0,481.0,376.0,282.0,211.0,148.0,83.0,73.0,71.0
26614@1,-79.7141813,40.66750298,50.0,35.0,53.0,92.0,196.0,288.0,305.0,322.0,235.0,272.0,351.0,379.0,353.0,528.0,797.0,782.0,777.0,540.0,409.0,272.0,233.0,130.0,151.0,77.0
5989@1,-79.96408541,40.43639893,192.0,134.0,69.0,98.0,180.0,844.0,936.0,311.0,303.0,41.0,596.0,390.0,538.0,337.0,563.0,783.0,43.0,849.0,720.0,88.0,968.0,791.0,699.0,449.0
27772@1,-79.99674325,40.43714395,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,535.0,506.0,546.0,538.0,616.0,601.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
25066@1,-79.87175092,40.19890043,35.0,26.0,11.0,43.0,54.0,185.0,296.0,331.0,258.0,204.0,247.0,344.0,321.0,344.0,425.0,472.0,525.0,433.0,288.0,192.0,154.0,148.0,89.0,73.0
39000@1,-79.84283986,40.36380839,1.0,3.0,3.0,1.0,25.0,50.0,101.0,109.0,82.0,55.0,65.0,63.0,78.0,60.0,75.0,116.0,84.0,42.0,9.0,12.0,7.0,9.0,21.0,6.0
23722@1,-80.13303564,40.66280438,24.0,10.0,12.0,10.0,36.0,109.0,356.0,480.0,342.0,194.0,164.0,180.0,183.0,162.0,228.0,348.0,500.0,518.0,298.0,174.0,137.0,102.0,67.0,45.0
10589@1,-80.09485381,40.55158604,51.0,21.0,18.0,21.0,43.0,196.0,697.0,308.0,115.0,780.0,549.0,660.0,716.0,644.0,809.0,99.0,305.0,323.0,65.0,605.0,444.0,351.0,177.0,106.0
33170@1,-79.82232191,40.4350143,8.0,4.0,6.0,9.0,18.0,48.0,92.0,98.0,127.0,109.0,120.0,112.0,146.0,112.0,150.0,132.0,150.0,130.0,106.0,67.0,57.0,40.0,41.0,17.0
5448@1,-80.0314724,40.3056973,60.0,39.0,23.0,72.0,218.0,441.0,599.0,609.0,594.0,687.0,691.0,722.0,731.0,796.0,844.0,928.0,27.0,955.0,797.0,764.0,515.0,311.0,190.0,102.0
5751@1,-80.0719935,40.60187604,5.0,4.0,2.0,-1.0,1.0,17.0,72.0,235.0,220.0,186.0,163.0,180.0,205.0,166.0,238.0,291.0,311.0,374.0,286.0,182.0,108.0,69.0,34.0,20.0
5643@1,-80.22222942,40.51453485,77.0,38.0,32.0,56.0,85.0,211.0,677.0,824.0,866.0,769.0,738.0,755.0,801.0,820.0,947.0,86.0,202.0,128.0,908.0,690.0,597.0,453.0,261.0,234.0
5643@2,-80.22231745,40.5144685,84.0,44.0,33.0,48.0,92.0,244.0,551.0,821.0,876.0,765.0,725.0,744.0,802.0,840.0,938.0,52.0,157.0,83.0,860.0,651.0,566.0,428.0,237.0,207.0
6102@1,-79.93942803,40.32555152,40.0,25.0,32.0,88.0,289.0,461.0,597.0,521.0,487.0,492.0,569.0,604.0,572.0,651.0,782.0,816.0,772.0,559.0,438.0,352.0,277.0,211.0,146.0,66.0
5994@1,-79.84850043,40.25469261,27.0,23.0,23.0,24.0,49.0,142.0,267.0,293.0,282.0,302.0,289.0,302.0,350.0,409.0,349.0,447.0,493.0,487.0,383.0,286.0,243.0,235.0,151.0,68.0
27742@1,-79.86155474,40.33107517,11.0,2.0,1.0,5.0,8.0,40.0,78.0,89.0,84.0,70.0,55.0,53.0,57.0,58.0,63.0,78.0,107.0,120.0,94.0,53.0,20.0,18.0,13.0,11.0
16519@1,-79.72396204,40.65245102,8.0,6.5,6.5,19.0,32.0,93.0,257.0,346.0,262.5,214.5,195.0,183.0,186.5,227.0,246.5,330.5,426.5,407.0,248.5,184.5,144.0,115.0,80.0,33.0
2294@1,-79.69661145,40.48918739,12.0,-1.0,1.0,-1.0,7.0,21.0,64.0,79.0,100.0,74.0,67.0,75.0,75.0,93.0,99.0,107.0,145.0,119.0,73.0,78.0,61.0,46.0,23.0,10.0
6083@1,-79.89628116,40.31414563,177.0,97.0,92.0,89.0,185.0,548.0,948.0,922.0,733.0,699.0,729.0,766.0,770.0,789.0,944.0,294.0,294.0,162.0,889.0,677.0,547.0,483.0,409.0,275.0
11307@1,-79.94219988,40.6241181,58.0,51.5,32.5,47.5,90.5,278.5,648.5,829.0,796.0,742.0,707.5,781.5,855.5,822.0,857.5,504.5,639.5,592.5,843.5,580.0,426.5,342.0,180.5,91.5
11307@2,-79.94242694,40.6238498,21.0,23.5,12.5,18.5,56.0,197.0,425.5,35.0,487.5,377.0,340.5,374.5,408.5,376.0,387.5,425.0,491.5,424.0,363.0,237.0,175.0,138.0,64.0,38.0
5464@1,-80.03668523,40.37759692,55.0,26.0,33.0,81.0,200.0,629.0,923.0,794.0,675.0,702.0,785.0,723.0,755.0,790.0,924.0,929.0,968.0,871.0,750.0,594.0,552.0,347.0,192.0,95.0
21564@1,-79.99441287,40.43634804,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,183.0,200.0,212.0,284.5,455.0,448.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27838@1,-80.0689857,40.43626764,69.0,14.5,12.0,24.5,52.5,106.0,369.0,524.0,469.5,468.5,536.0,483.0,513.5,632.0,647.0,612.5,827.0,864.5,689.0,469.5,394.0,316.0,159.5,94.5
5477@1,-80.08077467,40.38210447,24.0,10.0,14.0,29.0,70.0,207.0,729.0,45.0,802.0,728.0,641.0,669.0,687.0,790.0,930.0,192.0,327.0,357.0,887.0,672.0,441.0,263.0,163.0,95.0
5684@1,-80.12260737,40.59915217,22.0,5.0,10.0,10.0,25.0,100.0,281.0,465.0,433.0,290.0,266.0,284.0,286.0,257.0,307.0,424.0,499.0,530.0,419.0,264.0,193.0,157.0,89.0,60.0
38980@1,-79.79895243,40.52771965,63.0,35.0,27.0,59.0,68.0,325.0,696.0,730.0,649.0,471.0,417.0,475.0,469.0,504.0,643.0,791.0,897.0,867.0,668.0,452.0,353.0,326.0,206.0,139.0
5708@1,-80.05162557,40.51998029,68.0,41.0,17.0,32.0,44.0,165.0,459.0,754.0,719.0,425.0,388.0,494.0,422.0,480.0,588.0,699.0,804.0,871.0,631.0,524.0,416.0,348.0,248.0,124.0
5854@2,-79.96424654,40.54226595,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,744.0,708.0,707.0,873.0,699.0,879.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5854@1,-79.964125,40.54230985,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,646.0,735.0,825.0,978.0,984.0,150.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6027@1,-79.79133863,40.3284612,8.0,3.0,5.0,4.0,5.0,22.0,77.0,123.0,95.0,89.0,90.0,101.0,115.0,114.0,86.0,160.0,146.0,201.0,123.0,87.0,65.0,41.0,25.0,16.0
27760@1,-79.83149714,40.36125156,254.0,138.0,100.0,67.0,74.0,85.0,92.0,108.0,118.0,133.0,151.0,161.0,300.0,364.0,448.0,469.0,656.0,540.0,469.0,453.0,430.0,374.0,356.0,287.0
27372@1,-79.90566199,40.43810891,269.0,84.0,62.0,43.0,54.0,148.0,767.0,443.0,428.0,94.0,761.0,830.0,839.0,846.0,37.0,324.0,509.0,569.0,289.0,868.0,620.0,631.0,626.0,452.0
27568@1,-79.98281198,40.38437363,86.0,45.0,43.0,38.0,83.0,216.0,402.0,546.0,418.0,201.0,182.0,190.0,198.0,242.0,440.0,444.0,451.0,537.0,505.0,460.0,406.0,334.0,259.0,168.0
10512@1,-80.16944612,40.34702663,11.0,8.0,3.0,4.0,12.0,46.0,151.0,319.0,279.0,233.0,155.0,210.0,257.0,172.0,225.0,214.0,347.0,449.0,292.0,166.0,143.0,106.0,43.0,43.0
26003@1,-79.90196367,40.44942249,178.0,84.0,44.0,35.0,61.0,176.0,405.0,663.0,783.0,763.0,634.0,732.0,898.0,883.0,996.0,488.0,313.0,119.0,33.0,860.0,740.0,606.0,436.0,373.0
26003@2,-79.90199606,40.44937433,72.0,33.0,43.0,70.0,164.0,552.0,284.0,582.0,495.0,944.0,945.0,840.0,902.0,762.0,849.0,843.0,960.0,18.0,859.0,649.0,557.0,449.0,349.0,178.0
10508@1,-79.92799135,40.38160576,320.0,190.0,177.0,188.0,377.0,15.0,923.0,132.0,827.0,521.0,495.0,527.0,465.0,619.0,922.0,214.0,296.0,387.0,964.0,310.0,104.0,934.0,798.0,649.0
27715@1,-79.99263495,40.31408658,12.0,10.0,10.0,20.0,74.0,170.0,291.0,248.0,175.0,212.0,225.0,246.0,232.0,263.0,279.0,363.0,391.0,317.0,242.0,225.0,176.0,87.0,62.0,22.0
5676@1,-80.13204837,40.53703776,-1.0,1.0,1.0,2.0,-1.0,3.0,7.0,10.0,6.0,6.0,10.0,9.0,4.0,6.0,11.0,10.0,17.0,6.0,5.0,9.0,6.0,6.0,-1.0,1.0
5491@1,-80.05270059,40.43189521,74.0,39.0,25.0,24.0,42.0,169.0,436.0,819.0,780.0,580.0,546.0,509.0,570.0,657.0,682.0,792.0,23.0,6.0,785.0,577.0,488.0,333.0,268.0,175.0
5534@1,-80.2627254,40.42636864,2.0,2.0,1.0,1.0,4.0,14.0,31.0,34.0,42.0,42.0,34.0,40.0,37.0,39.0,52.0,47.0,72.0,52.0,29.0,16.0,27.0,17.0,13.0,8.0
27511@1,-79.99313282,40.58447459,3.0,3.0,1.0,2.0,7.0,36.0,131.0,289.0,239.0,200.0,223.0,224.0,218.0,213.0,284.0,362.0,336.0,380.0,231.0,90.0,73.0,69.0,35.0,19.0
27718@1,-79.95360765,40.31486286,7.0,3.0,14.0,17.0,55.0,116.0,236.0,328.0,429.0,513.0,611.0,665.0,622.0,657.0,631.0,663.0,626.0,531.0,459.0,342.0,190.0,107.0,55.0,22.0
5912@1,-79.82903814,40.57457597,1.0,1.0,1.0,1.0,4.0,6.0,23.0,28.0,25.0,18.0,25.0,31.0,30.0,25.0,30.0,31.0,42.0,39.0,42.0,27.0,14.0,12.0,2.0,7.0
27390@1,-79.97422452,40.44136947,45.0,36.0,30.0,27.0,37.0,147.0,412.0,614.0,625.0,422.0,352.0,364.0,379.0,377.0,533.0,713.0,755.0,782.0,493.0,331.0,248.0,303.0,164.0,89.0
10493@1,-79.83405995,40.35601765,114.0,94.0,146.0,286.0,823.0,739.0,953.0,787.0,473.0,300.0,386.0,424.0,439.0,595.0,893.0,994.0,963.0,609.0,111.0,976.0,783.0,648.0,470.0,277.0
15033@1,-79.91962222,40.5459002,7.0,2.0,2.0,1.0,3.0,15.0,53.0,109.0,96.0,56.0,63.0,48.0,65.0,43.0,68.0,87.0,98.0,112.0,75.0,66.0,28.0,34.0,18.0,7.0
5909@1,-79.84201913,40.6166416,5.0,3.0,7.0,14.0,49.0,127.0,263.0,143.0,124.0,132.0,151.0,174.0,160.0,194.0,290.0,323.0,300.0,276.0,200.0,205.0,97.0,56.0,24.0,10.0
