OBJECTID,adm_code,adm_manage,adm_name,GIS_acres,SMA_ID,GlobalID,SHAPE_Length,SHAPE_Area
4268,PRI,PRI, ,76.10251565,2388.0,{68D7CFC1-BB64-4D13-A81D-2AAAA0349232},2330.7312861289,307975.954205409
4269,PRI,PRI, ,10.32435928,2388.0,{C30FF31C-FCDD-4737-AE13-12DC48EBE613},1097.01237455798,41781.1996778452
4270,PRI,PRI, ,20.62870978,2388.0,{CC85C5F8-6655-4614-9D7F-34176417C5AD},2029.98424196781,83481.4266462507
4271,PRI,PRI, ,10.32386295,2388.0,{97BDCD96-2862-46CA-BDBE-387EDC9F490C},1098.77366824453,41779.191072461
4272,BLM,BLM,,79.12996232,2.0,{D1D9F5C4-155C-4154-BC44-70B5D1F29601},2404.70469783663,320227.596214506
4273,STA,STA,,563.59922818,2386.0,{331663E5-7A08-41FB-9F63-7EB8176E26BD},6457.80382028165,2280805.15623178
4274,BLM,BLM,,0.02550054,2.0,{BE780132-B4D5-4937-8E11-55E4951E1018},48.8972815461864,103.197041195347
4275,PRI,PRI, ,29.76653746,2388.0,{13BA54A6-E5E3-4D9D-9429-97E78CB61611},4170.37563160286,120460.903293442
4276,BLM,BLM,,1005.43152037,2.0,{2B2A1BB2-2575-4CBC-8050-25A10E1856D9},16804.6213146491,4068837.00547615
4277,BLM,BLM,,0.0301736,2.0,{ABD9B780-77E4-4D6C-A435-20364D778416},57.6685270063687,122.108206780458
4278,BLM,BLM,,7.99664048,2.0,{BE3B37F4-5C9D-4CE0-8CF6-2DDBB7771D1F},1383.42539373236,32361.2559041795
4279,BLM,BLM,,346.06332675,2.0,{4B674228-440D-4E28-9BAC-1D4456B734D2},4739.9427263729,1400468.59641343
4280,STA,STA,,639.45795047,2386.0,{D7D12D03-ABA7-4348-90E6-F46C90E2F260},6434.99185299095,2587794.51373356
4281,USFS,USFS,,0.3081941,915.0,{8D19E782-AB52-4D20-9CDA-90F1C8287D59},177.729330462014,1247.21727437998
4282,BLM,BLM,,47.56750387,2.0,{96C2E5CC-1C0C-43BD-AF47-2C350C9147A8},3865.44522234913,192498.858515848
4283,STA,STA,,649.16192354,2386.0,{1DD6C3C2-04C4-47C8-83B3-BC9A096DAAFA},6483.41686281921,2627065.09947089
4284,BLM,BLM,,324.17115803,2.0,{8DB44939-720A-4ACF-9751-0BE82FBD1E0C},5664.34450056255,1311874.13284333
4285,BLM,BLM,,38.50576411,2.0,{F5EBAFC7-A768-4C65-8342-FAA830353CC8},1579.38921376378,155827.298774149
