OBJECTID,SampleDate,Location,Ph,Temperature,DissolvedOxygen,Conductivity,BiologicalOxygenDemand,TotalSuspendedSolids,EColi,Ammonia,Nitrate,Weather,R_Humidity,WindSpeed,WindGust,FrozenOver,Comments,LocationID,GlobalID
48898,2018/09/13 15:22:47+00,Big Sioux River @ Bahnson,8.32,20.5,8.59,1.073,6.6,52.0,101.0,0.0588,1.4,,,,,No,,26A,{2A6A767F-C285-4A5C-A16C-7749F2F3C113}
48899,2018/09/13 15:39:43+00,Big Sioux River @ Timberline,8.28,20.71,8.08,1.094,9.9,71.0,111.0,0.0529,3.1,,,,,No,,26B,{A0824E8E-BD94-4C2F-857C-881643480F35}
49295,2018/09/18 13:56:54+00,Big Sioux River @ I-90,8.38,20.28,7.51,1.041,9.1,70.0,548.0,0.0488,0.67,,,,,No,,26C,{EA186DA3-3842-4F04-857C-26EAB14E2BDC}
49296,2018/09/18 14:19:12+00,Skunk Creek @ Marion Road,8.14,18.98,7.21,1.168,6.9,31.0,2420.0,0.143,1.1,,,,,No,,26D,{DAC26856-166C-4226-8D14-403ADDF66B66}
49297,2018/09/18 14:49:38+00,Big Sioux River @ Falls Park,8.34,19.9,9.17,0.92,10.8,92.0,2420.0,0.168,0.68,,,,,No,,26E,{7AFE6E66-FA92-4A6C-BCE6-6D2AAEADC22A}
49298,2018/09/18 15:09:11+00,Big Sioux River @ Bahnson,8.32,20.55,8.74,1.021,10.9,70.0,2420.0,0.0903,1.0,,,,,No,,26A,{2C206917-3124-4EF0-A0CC-908E3073C467}
49299,2018/09/18 15:28:14+00,Big Sioux River @ Timberline,8.28,20.53,8.09,1.098,10.0,118.0,1986.0,0.048,2.8,,,,,No,,26B,{1026AD4C-A262-457B-BF0A-9313C1361B89}
49695,2018/09/20 14:23:42+00,Big Sioux River @ I-90,8.08,17.8,0.854,7.88,4.0,194.0,2420.0,0.07,1.1,,,,,No,,26C,{C2B74827-773D-429D-B240-7F24B6BBAB51}
49696,2018/09/20 14:46:07+00,Skunk Creek @ Marion Road,7.77,17.06,7.13,0.498,5.9,392.0,2420.0,0.0818,0.89,,,,,No,,26D,{3F75C6A9-7F20-4DF8-944B-3372CD5F7FB0}
49697,2018/09/20 15:16:48+00,Big Sioux River @ Falls Park,7.97,17.47,9.85,0.436,6.1,286.0,2420.0,0.0744,0.65,,,,,No,,26E,{9D7289E1-A2C2-4E8A-B864-FD4CE97C4AEB}
49698,2018/09/20 15:39:11+00,Big Sioux River @ Bahnson,8.08,17.63,9.76,0.442,5.7,252.0,2420.0,0.0943,0.75,,,,,No,,26A,{97117C8C-CDCC-441E-A95A-BEF231D05A30}
50096,2018/09/25 14:22:39+00,Big Sioux River @ I-90,7.86,14.69,8.84,0.813,4.7,122.0,1733.0,0.0334,2.9,,,,,No,,26C,{A43CC319-82BE-4F96-992B-D04D0787C4C4}
50097,2018/09/25 14:44:42+00,Skunk Creek @ Marion Road,7.92,14.2,8.69,1.118,4.2,69.0,2420.0,0.0357,6.9,,,,,No,,26D,{310FD3E1-743B-4653-8B63-80923ACDB969}
50496,2018/09/25 15:27:15+00,Big Sioux River @ Falls Park,8.14,14.29,10.7,1.078,4.9,66.0,2420.0,0.0379,2.8,,,,,No,,26E,{21BACF52-CBD3-42BC-B943-577E8C4E1234}
50497,2018/09/25 15:47:15+00,Big Sioux River @ Bahnson,8.09,14.82,10.64,0.872,6.1,116.0,2420.0,0.0601,2.9,,,,,No,,26A,{5F7458D6-12B9-4924-A543-DB7ACEDEE0AE}
50896,2018/09/27 14:38:57+00,Big Sioux River @ I-90,7.96,13.88,9.49,0.962,2.8,200.0,1553.0,0.113,3.6,,,,,No,,26C,{C7E3B1F2-7ADE-405A-B550-2F61DECFC0AF}
50897,2018/09/27 14:59:09+00,Skunk Creek @ Marion Road,7.97,13.22,9.34,1.261,3.0,63.0,2420.0,0.04,3.3,,,,,No,,26D,{6B9DC4DD-F9DA-4CA2-980C-6FBD676F6533}
50898,2018/09/27 15:20:42+00,Big Sioux River @ Falls Park,8.16,13.56,10.96,1.237,2.8,52.0,1733.0,0.04,3.1,,,,,No,,26E,{1D7AB0EA-AE8C-490E-A3A7-E1E437D47D84}
50899,2018/09/27 15:46:04+00,Big Sioux River @ Bahnson,8.16,13.97,10.85,1.021,5.1,168.0,1414.0,0.04,3.2,,,,,No,,26A,{D9D19C3F-E644-4D26-9F02-74F3749E7827}
50900,2018/09/27 15:59:26+00,Big Sioux River @ Timberline,8.18,14.0,10.58,1.022,3.5,188.0,1553.0,0.04,3.4,,,,,No,,26B,{0EEBF262-B785-4295-8530-C308930A47FC}
51296,2018/10/02 14:24:24+00,Big Sioux River @ I-90,8.28,10.89,1.094,,1.5,40.0,,0.03,4.5,,,,,No,,26C,{D8179CBC-AB61-4BEA-9E78-BCF970584E95}
51297,2018/10/02 14:44:48+00,Skunk Creek @ Marion Road,8.13,10.83,10.23,1.365,1.6,30.0,,0.02,4.0,,,,,No,,26D,{6E3F87E4-7BB2-4E87-BEB7-5ED515A85DB5}
51696,2018/10/02 15:21:24+00,Big Sioux River @ Falls Park,8.22,10.97,12.07,1.357,1.3,30.0,,0.03,3.8,,,,,No,,26E,{B25A0D95-20CD-4471-A214-E4564982C1AD}
51697,2018/10/02 15:37:30+00,Big Sioux River @ Bahnson,8.24,11.04,11.38,1.161,1.6,45.0,,0.04,4.5,,,,,No,,26A,{40C12BBE-D412-46A2-ADC8-74A3E6190667}
51698,2018/10/02 15:54:11+00,Big Sioux River @ Timberline,8.26,11.21,11.22,1.169,1.7,60.0,,0.03,5.0,,,,,No,,26B,{9507631A-9CC3-4F29-A32F-EA4C47BFA91D}
52096,2018/10/10 14:17:52+00,Big Sioux River @ I-90,8.17,8.29,11.11,1.008,4.2,100.0,,0.0206,4.2,,,,,No,,26C,{DD3F6126-8951-4E14-A4C1-C65B672D7B08}
52097,2018/10/10 14:44:23+00,Skunk Creek @ Marion Road,8.02,7.66,10.82,0.936,4.5,163.0,,0.0218,2.1,,,,,No,,26D,{E6AB0556-35BD-4E69-8475-AB7E4261FA65}
52098,2018/10/10 15:17:04+00,Big Sioux River @ Falls Park,8.19,8.07,12.6,0.873,3.8,137.0,,0.0224,2.0,,,,,No,,26E,{1BD3D67E-7D04-4996-8C14-36A63A52765E}
52099,2018/10/10 15:36:08+00,Big Sioux River @ Bahnson,8.25,8.44,12.37,0.916,3.9,112.0,,0.0253,3.1,,,,,No,,26A,{877000D6-A2A9-439A-B63B-760992CB3AF8}
52100,2018/10/10 15:57:03+00,Big Sioux River @ Timberline,8.28,8.5,12.2,0.886,3.8,105.0,,0.0253,3.2,,,,,No,,26B,{9D0B2EE0-F462-40F2-9971-899DB1853EBA}
52496,2018/10/16 14:18:43+00,Big Sioux River @ I-90,8.34,5.43,12.41,1.009,1.99,58.0,,0.04,5.0,,,,,No,,26C,{D20B8D00-E43B-437F-8434-06D1429007FB}
52497,2018/10/16 14:43:21+00,Skunk Creek @ Marion Road,8.17,5.32,12.16,1.357,1.45,27.0,,0.06,4.8,,,,,No,,26D,{AA1102BC-8837-41B7-AE58-554C8EC28E4C}
52498,2018/10/16 15:14:14+00,Big Sioux River @ Falls Park,8.23,5.7,13.56,1.338,1.74,26.0,,0.07,4.6,,,,,No,,26E,{31B4C221-DB4E-486C-BC09-64D4F40D7C1D}
52499,2018/10/16 15:31:01+00,Big Sioux River @ Bahnson,8.22,5.92,13.57,1.077,4.2,53.0,,0.04,4.7,,,,,No,,26A,{59B1C46B-76E4-4F9F-9F6D-A2135B448DAB}
52500,2018/10/16 15:46:33+00,Big Sioux River @ Timberline,8.25,5.81,13.53,1.083,1.85,53.0,,0.05,5.1,,,,,No,,26B,{5311CCC5-1BC7-4A49-9AC9-7B68DBB2CE9D}
52896,2018/10/25 15:19:56+00,Big Sioux River @ I-90,8.32,7.79,11.67,1.136,3.1,34.0,,0.03,4.9,,,,,No,,26C,{FF1B9C97-B994-406A-BDFD-0A744D652C74}
52897,2018/10/25 15:39:46+00,Skunk Creek @ Marion Road,8.15,8.12,11.17,1.426,2.9,27.0,,0.03,4.5,,,,,No,,26D,{E481EE1D-68EE-436A-AFE6-AF763CF6B58D}
52898,2018/10/25 15:59:43+00,Big Sioux River @ Falls Park,8.22,8.32,12.37,1.424,2.9,19.5,,0.04,4.2,,,,,No,,26E,{A0E6353D-B69D-4646-AF2A-466DF3ACCA5D}
52899,2018/10/25 16:10:47+00,Big Sioux River @ Bahnson,8.29,7.97,12.38,1.209,5.3,34.0,,0.03,4.5,,,,,No,,26A,{051D60CC-1624-455B-B340-B3832EB2A2BB}
52900,2018/10/25 16:39:54+00,Big Sioux River @ Timberline,8.3,8.42,12.12,1.213,3.7,29.0,,0.03,5.6,,,,,No,,26B,{996AB774-56F0-4E8D-AE20-4A4960F5ACFB}
53296,2018/10/30 14:22:05+00,Big Sioux River @ I-90,8.15,8.35,10.91,1.127,4.7,36.0,,0.0281,4.8,,,,,No,,26C,{026ADCF9-14E0-49DD-95DE-1EFE0B66C21F}
53297,2018/10/30 14:43:19+00,Skunk Creek @ Marion Road,8.1,8.53,10.6,1.433,3.4,31.0,,0.0395,4.1,,,,,No,,26D,{6ACF4700-433A-476E-B758-589C03644495}
53298,2018/10/30 15:12:23+00,Big Sioux River @ Falls Park,8.17,8.91,11.75,1.434,3.7,15.0,,0.0479,3.8,,,,,No,,26E,{7EC4A693-6A71-471E-B9E0-A9BD2AAE5882}
53299,2018/10/30 15:28:49+00,Big Sioux River @ Bahnson,8.29,8.81,11.77,1.206,4.1,30.0,,0.311,4.7,,,,,No,,26A,{581ED865-F9A2-4E67-9763-2072D14F4ADB}
53300,2018/10/30 15:49:27+00,Big Sioux River @ Timberline,8.27,9.05,11.57,1.22,3.0,35.0,,0.0699,5.3,,,,,No,,26B,{E994BA69-9CB5-43A1-8562-5B93D4743DA0}
53696,2018/11/06 15:05:09+00,Big Sioux River @ I-90,8.03,4.67,12.35,1.112,3.4,31.0,,0.03,4.5,,,,,No,,26C,{D3FEE056-91C0-434D-AE0F-604509E13647}
53697,2018/11/06 15:29:20+00,Skunk Creek @ Marion Road,7.92,4.56,11.86,1.42,3.3,48.0,,0.02,3.7,,,,,No,,26D,{F963B050-CBEA-4B32-A404-1E52167F8592}
53698,2018/11/06 15:52:00+00,Big Sioux River @ Falls Park,8.08,4.77,13.36,1.362,2.8,35.0,,0.03,3.2,,,,,No,,26E,{F7EE8126-A001-4C77-AB56-3E4CB69C65D9}
53699,2018/11/06 16:08:42+00,Big Sioux River @ Bahnson,8.16,5.09,13.17,1.186,5.2,25.0,,0.04,4.3,,,,,No,,26A,{44266E34-EB39-488D-8B74-2491DDFAFE2C}
54096,2018/11/08 16:13:29+00,Big Sioux River @ I-90,8.21,2.07,14.16,1.14,3.3,30.0,,0.08,5.4,,,,,No,,26C,{413814EE-6014-43A4-A157-5279CF64ADCD}
54097,2018/11/08 16:29:57+00,Big Sioux River @ Timberline,8.23,2.15,14.72,1.23,5.0,26.0,,0.44,5.2,,,,,No,,26B,{96196A52-6EDF-4DFB-976A-123CFD422CAC}
54496,2018/11/15 15:37:13+00,Big Sioux River @ I-90,8.3,0.33,14.68,1.193,3.8,14.0,,0.01,6.5,,,,,No,,26C,{245BF092-7FCC-4039-98FB-CB57301A6009}
54497,2018/11/15 16:01:07+00,Skunk Creek @ Marion Road,8.2,0.99,14.05,1.518,2.4,31.5,,0.13,4.9,,,,,No,,26D,{44B95473-300A-43A5-BCDB-9AB268FE4D55}
54498,2018/11/15 16:27:23+00,Big Sioux River @ Falls Park,8.24,1.28,15.12,1.506,2.0,19.0,,0.13,5.1,,,,,No,,26E,{8F590215-3962-492F-8B8A-515001CDF66E}
54499,2018/11/15 16:39:09+00,Big Sioux River @ Bahnson,8.28,0.78,15.33,1.271,3.5,18.0,,0.24,5.9,,,,,No,,26A,{2ADF6720-8D66-4F83-B97A-36DEFA0DD1F0}
54500,2018/11/15 16:54:38+00,Big Sioux River @ Timberline,8.23,0.83,1.29,15.08,4.8,27.0,,0.2,6.3,,,,,No,,26B,{A8C7FB33-57BF-4C18-BD2B-DC5F9C608C95}
54896,2018/11/20 14:53:48+00,Big Sioux River @ I-90,7.96,-0.04,14.57,1.2,4.8,13.5,,0.0248,5.8,,,,,No,,26C,{A1D063EE-538D-4AAE-9FA7-24297C4506ED}
54897,2018/11/20 15:16:47+00,Skunk Creek @ Marion Road,8.06,-0.06,14.4,1.493,3.6,13.0,,0.0247,5.3,,,,,No,,26D,{5399329D-411E-4D04-816F-63609CA8EE23}
54898,2018/11/20 15:40:31+00,Big Sioux River @ Falls Park,8.22,-0.07,15.32,1.533,4.0,16.0,,0.0289,5.0,,,,,No,,26E,{23C5B866-16B4-406B-8854-1F412BD09DFB}
54899,2018/11/20 16:00:21+00,Big Sioux River @ Bahnson,8.23,-0.06,14.94,1.25,6.3,20.0,,0.277,5.8,,,,,No,,26A,{C3508DBB-8953-4301-A1E5-811DBCC3A08E}
54900,2018/11/20 16:16:14+00,Big Sioux River @ Timberline,8.22,0.06,14.45,1.3,4.9,7.0,,0.117,6.4,,,,,No,,26B,{1F1F51FF-469D-414F-9F49-DF0F3F2C2DC5}
55296,2018/11/27 16:01:13+00,Big Sioux River @ I-90,7.91,-0.05,13.99,1.054,4.6,10.0,,0.12,5.7,,,,,No,,26C,{91DA5141-D05F-416D-B350-30D6FB2E6836}
55297,2018/11/27 16:25:32+00,Skunk Creek @ Marion Road,8.01,-0.06,14.36,1.555,16.9,12.7,,0.02,4.9,,,,,No,,26D,{E35383C0-F383-44EF-9692-8DFE955FFADD}
55298,2018/11/27 17:01:22+00,Big Sioux River @ Falls Park,8.23,-0.07,14.75,1.527,3.9,9.3,,0.07,4.5,,,,,No,,26E,{8A89E2DA-4972-426B-BE50-B5D37A42F6F5}
55696,2018/11/27 19:15:33+00,Big Sioux River @ Bahnson,8.22,-0.05,14.81,1.305,4.3,18.8,,0.03,5.1,,,,,No,,26A,{0112199C-09A8-41F1-9825-613E9B4B229C}
55697,2018/11/27 19:31:58+00,Big Sioux River @ Timberline,8.27,0.06,14.14,1.309,1.97,17.2,,0.04,7.2,,,,,No,,26B,{2B42C86C-0E50-4861-B88B-8FE3B1BA6B2A}
56096,2018/12/04 16:02:25+00,Big Sioux River @ I-90,,,,,,,,,,,,,,Yes,,26C,{50573C07-A176-47CD-AD04-E0DAAB19AA72}
56097,2018/12/04 16:09:34+00,Skunk Creek @ Marion Road,8.25,-0.07,14.63,1.515,3.3,8.0,,0.212,5.3,,,,,No,,26D,{13591CF6-2985-467F-88A6-B11A4A60D619}
56098,2018/12/04 16:38:27+00,Big Sioux River @ Falls Park,8.27,-0.07,15.35,1.567,2.3,6.0,,0.102,5.0,,,,,No,,26E,{FFFAFD6B-FA51-4713-8637-765411E7776E}
56099,2018/12/04 16:58:52+00,Big Sioux River @ Bahnson,7.92,-0.04,14.71,1.334,2.5,4.5,,0.309,5.6,,,,,No,,26A,{B189BDB5-9138-4C85-8153-5F2AA8057D49}
56100,2018/12/04 17:16:55+00,Big Sioux River @ Timberline,8.22,0.28,14.57,1.353,3.9,7.0,,0.241,5.8,,,,,No,,26B,{0EE0ADA8-36E0-4410-9170-54356B0A697B}
56500,2018/12/11 15:15:15+00,Big Sioux River @ I-90,,,,,,,,,,,,,,Yes,,26C,{2BF67EDE-4DAE-4226-B813-353618B16F75}
56501,2018/12/11 15:23:38+00,Skunk Creek @ Marion Road,8.26,0.05,14.48,1.559,1.3,8.0,,0.0389,5.0,,,,,No,,26D,{D2A42710-0EFA-46AB-908F-B06F63F9B6FA}
56502,2018/12/11 15:45:20+00,Big Sioux River @ Falls Park,8.26,-0.1,15.33,1.537,1.6,8.4,,0.0621,4.7,,,,,No,,26E,{89CA9898-D8E3-43C0-BC2F-9149F115E54F}
56503,2018/12/11 16:01:32+00,Big Sioux River @ Bahnson,8.17,-0.08,14.64,1.326,1.8,8.4,,0.0224,5.9,,,,,No,,26A,{CB37AC34-8B77-4E13-B7F2-282282B7BF51}
56504,2018/12/11 16:17:06+00,Big Sioux River @ Timberline,8.18,-0.08,14.45,1.343,1.8,9.2,,0.0306,6.7,,,,,No,,26B,{FA0E6E97-6215-4714-BD77-80C30D1FE5C9}
56900,2018/12/18 15:24:17+00,Big Sioux River @ I-90,,,,,,,,,,,,,,Yes,,26C,{82541343-549A-4F96-916D-E00FE3F3B1B1}
56901,2018/12/18 15:25:08+00,Skunk Creek @ Marion Road,8.22,0.5,14.38,1.455,1.4,20.0,,0.0477,4.2,,,,,No,,26D,{15D16838-2F5C-42F4-923B-47FA69B58181}
56902,2018/12/18 15:46:05+00,Big Sioux River @ Falls Park,8.27,0.23,15.42,1.46,1.1,1.0,,0.0707,3.9,,,,,No,,26E,{61308C20-A829-4B94-9393-B4030D0BF7B1}
56903,2018/12/18 15:59:06+00,Big Sioux River @ Bahnson,8.25,0.31,14.9,1.253,1.0,9.0,,0.031,4.9,,,,,No,,26A,{8D05224E-89EF-4797-B6DA-76E6F3913ED9}
56904,2018/12/18 16:14:38+00,Big Sioux River @ Timberline,8.2,0.6,14.48,1.266,0.8,14.0,,0.0272,5.9,,,,,No,,26B,{F41A37D1-3FBB-4C5A-AF51-08A8391D3644}
57300,2018/12/27 15:05:48+00,Big Sioux River @ I-90,,,,,,,,,,,,,,Yes,,26C,{AFEC489E-A837-4013-8D51-5B6DA15AEB57}
57700,2018/12/27 15:06:19+00,Skunk Creek @ Marion Road,8.33,1.04,16.05,1.409,3.1,31.0,,0.1,3.1,,,,,No,,26D,{B71DAA07-3469-4D54-983C-870F5EED95D7}
57701,2018/12/27 15:42:44+00,Big Sioux River @ Falls Park,8.18,1.03,15.3,1.595,6.3,45.0,,0.31,6.3,,,,,No,,26E,{1E0F4EC0-9D6F-40A3-A008-8FF5508040F1}
57702,2018/12/27 16:03:03+00,Big Sioux River @ Bahnson,8.22,0.7,15.7,1.287,3.8,22.0,,0.11,4.5,,,,,No,,26A,{77C2D05A-3324-44CF-884B-AF9E085D1B43}
57703,2018/12/27 16:18:25+00,Big Sioux River @ Timberline,8.28,0.93,15.08,1.304,3.8,32.0,,0.12,3.8,,,,,No,,26B,{026092DE-8EB2-4BE3-A980-673E3B9C5102}
58100,2019/01/02 15:36:19+00,Big Sioux River @ I-90,,,,,,,,,,,,,,Yes,,26C,{240C83D7-17CF-4589-A131-244B3AF2077E}
58101,2019/01/02 15:36:50+00,Skunk Creek @ Marion Road,7.69,0.01,12.9,1.641,6.5,5.0,,0.163,4.8,,,,,No,,26D,{27D6387A-EC1D-4C35-8961-1E97100A9C18}
58102,2019/01/02 16:05:18+00,Big Sioux River @ Falls Park,8.01,-0.09,15.84,1.708,5.1,16.0,,0.202,,,,,,No,,26E,{E8F2065A-41B6-4494-90D3-AEDCCD7ADFC1}
58103,2019/01/02 16:36:21+00,Big Sioux River @ Bahnson,8.13,-0.01,14.64,1.378,4.4,4.5,,0.154,5.4,,,,,No,,26A,{602ED557-E18C-4887-B4E0-9D28F0708DE2}
58104,2019/01/02 16:56:58+00,Big Sioux River @ Timberline,8.14,0.4,14.46,1.356,4.7,15.0,,0.139,6.6,,,,,No,,26B,{9A9957C2-920B-4F2A-A62D-949374CE0739}
58500,2019/01/08 14:58:39+00,Big Sioux River @ I-90,,,,,,,,,,,,,,Yes,,26C,{64E8E34E-4322-4D48-A859-AF52391EA4E1}
58501,2019/01/08 15:04:13+00,Skunk Creek @ Marion Road,8.01,0.19,13.19,1.433,8.1,22.0,,,2.9,,,,,No,,26D,{A97DB79D-E885-4F68-B940-C4E1006682A8}
58502,2019/01/08 15:30:35+00,Big Sioux River @ Falls Park,8.09,0.06,15.62,1.651,3.8,13.6,,,2.7,,,,,No,,26E,{70B391B3-32EC-4523-854D-5A7AEDAF5E0C}
58503,2019/01/08 15:46:17+00,Big Sioux River @ Bahnson,8.03,0.22,15.15,1.418,3.6,6.4,,,2.9,,,,,No,,26A,{6B8FE33A-8ABD-4186-9B0B-6392EF47B503}
59300,2019/01/08 17:35:30+00,Big Sioux River @ Timberline,8.05,0.28,14.62,1.44,3.0,6.8,,,3.6,,,,,No,,26B,{6E3D7987-01A9-454C-9F67-3B0F62437483}
59700,2019/01/15 15:28:23+00,Big Sioux River @ Timberline,8.13,1.15,14.89,1.3,2.8,4.5,,0.07,6.3,,,,,No,,26B,{AFB3C26B-BD9A-4141-9880-048D39D57058}
59701,2019/01/15 15:52:03+00,Big Sioux River @ Bahnson,8.19,0.31,14.7,1.317,,2.5,,0.07,4.8,,,,,No,,26A,{40A9FE91-3353-41C4-A8AF-78B264515598}
59702,2019/01/15 16:12:11+00,Big Sioux River @ Falls Park,8.19,-0.06,15.31,1.5,,5.0,,0.1,3.7,,,,,No,,26E,{BA90294E-44B0-4E85-BE76-5566F3E40A0B}
59703,2019/01/15 16:39:12+00,Skunk Creek @ Marion Road,8.0,-0.05,13.65,1.504,3.5,14.5,,0.08,4.2,,,,,No,,26D,{3F92365C-3033-46DA-8857-91CB57F7C30C}
60100,2019/01/22 15:51:57+00,Skunk Creek @ Marion Road,7.75,0.05,13.13,1.58,,7.5,,0.07,3.9,,,,,No,,26D,{B978194F-6104-43A0-891D-D6DBC34A1CFD}
60101,2019/01/22 16:16:57+00,Big Sioux River @ Falls Park,8.04,-0.07,14.88,1.516,,4.5,,0.12,3.3,,,,,No,,26E,{0E286A2F-F6F4-4DF5-B5AE-2244B6E3D28D}
60102,2019/01/22 16:32:09+00,Big Sioux River @ Bahnson,8.0,-0.02,14.75,1.303,,0.0,,0.07,4.1,,,,,No,,26A,{37D1460A-3F42-4AD2-BD56-8FCBEBA961DA}
60103,2019/01/22 16:55:58+00,Big Sioux River @ Timberline,7.99,0.41,13.78,1.313,,4.0,,0.07,5.8,,,,,No,,26B,{D584A4E7-0D94-4ACC-8BDE-535ABB6F069C}
60500,2019/02/01 15:02:11+00,Skunk Creek @ Marion Road,,,,,,,,,,,,,,Yes,,26D,{56378439-888B-43C8-8396-2C0176B67048}
60501,2019/02/01 15:18:32+00,Big Sioux River @ Falls Park,,,,,,,,,,,,,,Yes,,26E,{C4580315-746E-43A9-85DB-F6F8BCB83E5B}
60502,2019/02/01 15:29:50+00,Big Sioux River @ Bahnson,,,,,,,,,,,,,,Yes,,26A,{16BBE659-B2E0-4995-8185-055BB6A7A584}
60503,2019/02/01 15:45:33+00,Big Sioux River @ Timberline,7.88,0.33,13.62,1.442,3.7,6.2,,0.25,6.5,,,,,No,,26B,{187E98D1-9115-479B-80E3-3A54751E4CEA}
60504,2019/02/01 15:47:44+00,Big Sioux River @ I-90,,,,,,,,,,,,,,Yes,,26C,{684FB179-F245-483C-9553-127D1C2ECFB7}
60900,2019/02/05 14:59:54+00,Skunk Creek @ Marion Road,7.46,0.0,11.32,1.587,8.4,6.0,,0.44,4.1,,,,,No,,26D,{2AABD5BC-2F97-43F1-8B07-2BDA4FE093DC}
60901,2019/02/05 15:32:13+00,Big Sioux River @ Falls Park,7.8,-0.07,14.58,1.513,8.2,4.5,,0.45,3.5,,,,,No,,26E,{60E13208-470E-44AA-936C-95B0DC2EE4D1}
60902,2019/02/05 15:45:23+00,Big Sioux River @ Bahnson,7.88,-0.06,13.7,1.266,6.3,6.5,,0.24,4.7,,,,,No,,26A,{04BB18D6-628B-45C1-A8A1-A1EB27566BBA}
60903,2019/02/05 16:05:47+00,Big Sioux River @ Timberline,7.88,-0.04,13.5,1.286,5.4,5.5,,0.25,6.4,,,,,No,,26B,{581562A7-1F51-4783-8D54-3E464A54A4BA}
61303,2019/02/12 14:49:39+00,Skunk Creek @ Marion Road,7.68,-0.03,10.63,1.559,2.8,2.5,,0.19,4.0,,,,,No,,26D,{D9EAE3E2-6F03-4FD1-BD0A-5B48A0407DBE}
61703,2019/02/12 15:25:43+00,Big Sioux River @ Falls Park,7.85,-0.07,13.73,1.535,2.9,4.0,,0.23,3.3,,,,,No,,26E,{EABFD5B1-B4EB-46C4-B9FC-3477ABC41D9E}
61704,2019/02/12 15:38:48+00,Big Sioux River @ Bahnson,7.92,-0.06,11.62,1.317,3.5,7.0,,0.24,4.6,,,,,No,,26A,{3AA723E9-7150-4CF6-A45D-5059AB95EBBE}
61705,2019/02/12 15:58:36+00,Big Sioux River @ Timberline,7.87,0.28,11.85,1.388,8.7,9.5,,0.19,6.7,,,,,No,,26B,{95FDF66D-D62A-46E5-8DCE-664AD3ADB905}
62103,2019/02/12 21:08:31+00,Big Sioux River @ I-90,,,,,,,,,,,,,,Yes,,26C,{4DCE02B7-E74F-42DD-93BF-F61E435BF793}
62503,2019/02/19 18:58:18+00,Skunk Creek @ Marion Road,,,,,,,,,,,,,,Yes,,26D,{8FCB6BEE-9551-48A1-B021-D5D97704D809}
62504,2019/02/19 19:25:20+00,Big Sioux River @ Falls Park,,,,,,,,,,,,,,Yes,,26E,{FE37EFD9-FD27-4464-A519-E9A7C4E0BE85}
62505,2019/02/19 19:34:50+00,Big Sioux River @ Bahnson,7.98,0.98,15.59,1.428,3.2,3.2,,0.01,4.6,,,,,No,,26A,{909D0E59-72E7-4A1A-A19F-1924206616F4}
62506,2019/02/19 19:49:36+00,Big Sioux River @ Timberline,7.9,0.82,14.19,1.459,3.3,4.4,,0.1,7.4,,,,,No,,26B,{57FB7DA6-84F5-48C8-B8BA-211A1007836F}
62507,2019/02/19 19:53:35+00,Big Sioux River @ I-90,,,,,,,,,,,,,,Yes,,26C,{CD365A4A-B286-465E-9B17-A59FE3E97DDB}
62903,2019/02/26 16:17:22+00,Big Sioux River @ I-90,,,,,,,,,,,,,,Yes,,26C,{ED31006E-F30D-4760-87EF-7DE6D86D10A3}
62904,2019/02/26 16:17:54+00,Skunk Creek @ Marion Road,,,,,,,,,,,,,,Yes,,26D,{D40CDD7D-C3E9-4EAF-B4B8-F1A959E59073}
62905,2019/02/26 16:18:21+00,Big Sioux River @ Falls Park,,,,,,,,,,,,,,Yes,,26E,{2A60F1DB-88A1-447C-AF41-7B2AB8736237}
62906,2019/02/26 16:18:44+00,Big Sioux River @ Bahnson,8.34,-0.03,15.3,1.424,2.9,3.6,,0.03,4.8,,,,,No,,26A,{E10486C9-E9D1-4BDF-A2FE-2C342D48785B}
62907,2019/02/26 16:41:42+00,Big Sioux River @ Timberline,7.9,0.48,14.45,1.452,3.1,4.0,,0.15,7.7,,,,,No,,26B,{B1A92911-FD7F-4606-8228-3F014CD19DD8}
63303,2019/03/05 14:38:10+00,Big Sioux River @ I-90,,,,,,,,,,,,,,Yes,,26C,{AF165186-6474-4990-A8FA-9A654C34520A}
63304,2019/03/05 14:38:41+00,Big Sioux River @ Falls Park,,,,,,,,,,,,,,Yes,,26E,{06DF255E-E267-4A60-9ED2-539EE6DF1C89}
63305,2019/03/05 14:39:13+00,Skunk Creek @ Marion Road,,,,,,,,,,,,,,Yes,,26D,{236DF59C-8508-4E2E-8D69-FCA1F5023BD5}
63306,2019/03/05 15:08:00+00,Big Sioux River @ Bahnson,,,,,,,,,,,,,,Yes,,26A,{5BB610DA-18FB-4C88-8F5B-28B10E3427E3}
63307,2019/03/05 15:23:04+00,Big Sioux River @ Timberline,7.91,0.52,14.62,1.407,2.5,6.0,,0.03,6.7,,,,,No,,26B,{05974827-A93C-460D-97FA-582A80AB8F5E}
63703,2019/03/12 13:45:31+00,Big Sioux River @ I-90,,,,,,,,,,,,,,Yes,,26C,{86EC42CE-54FE-4DA9-941E-678135E92AA4}
64103,2019/03/12 14:19:41+00,Skunk Creek @ Marion Road,7.68,0.56,12.06,1.667,3.3,10.4,,0.29,3.6,,,,,No,,26D,{593045EA-0501-41A3-B8CA-0AC8F47F0C0A}
