oshpd_id9,BigLanguageGroup,LanguageGroup,PLS_DESCRIPTION,NumberofEncounters,AnnotationforNumberofEncounters
106070924,Other Languages,Sign Languages,Sign Language,30,
106070924,Spanish Language,Spanish Language,Spanish,"9,990",
106070934,Other Languages,African Languages,Igbo,1,1 indicates <30 encounters
106070934,Other Languages,African Languages,Swahili,1,1 indicates <30 encounters
106070934,Other Languages,Asian/Pacfic Islander Languages,Chinese,1,1 indicates <30 encounters
106070934,Other Languages,Asian/Pacfic Islander Languages,Urdu,1,1 indicates <30 encounters
106070934,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,68,
106070934,Other Languages,Asian/Pacfic Islander Languages,Japanese,1,1 indicates <30 encounters
106070934,Other Languages,Asian/Pacfic Islander Languages,Thai,1,1 indicates <30 encounters
106070934,Other Languages,Asian/Pacfic Islander Languages,Tonga,1,1 indicates <30 encounters
106070934,Other Languages,Asian/Pacfic Islander Languages,Mandarin,1,1 indicates <30 encounters
106070934,Other Languages,Asian/Pacfic Islander Languages,Panjabi; Punjabi,110,
106070934,Other Languages,Asian/Pacfic Islander Languages,Tagalog,142,
106070934,Other Languages,Asian/Pacfic Islander Languages,Burmese,1,1 indicates <30 encounters
106070934,Other Languages,Asian/Pacfic Islander Languages,Korean,1,1 indicates <30 encounters
106070934,Other Languages,Asian/Pacfic Islander Languages,Filipino,1,1 indicates <30 encounters
106070934,Other Languages,Asian/Pacfic Islander Languages,Nepali,1,1 indicates <30 encounters
106070934,Other Languages,Asian/Pacfic Islander Languages,Mien; lu Mien,1,1 indicates <30 encounters
106070934,Other Languages,Asian/Pacfic Islander Languages,Cantonese; Yue Chinese,68,
106070934,Other Languages,Asian/Pacfic Islander Languages,Hindi,1,1 indicates <30 encounters
106070934,Other Languages,Asian/Pacfic Islander Languages,Lao,1,1 indicates <30 encounters
106070934,Other Languages,Asian/Pacfic Islander Languages,Indonesian,1,1 indicates <30 encounters
106070934,Other Languages,Asian/Pacfic Islander Languages,Malayalam,1,1 indicates <30 encounters
106070934,Other Languages,Asian/Pacfic Islander Languages,Bengali,1,1 indicates <30 encounters
106070934,Other Languages,Asian/Pacfic Islander Languages,Samoan,1,1 indicates <30 encounters
106070934,Other Languages,Asian/Pacfic Islander Languages,Mon-Khmer,1,1 indicates <30 encounters
106070934,English Language,English Language,English,"39,260",
106070934,Other Languages,European Languages,Russian,1,1 indicates <30 encounters
106070934,Other Languages,European Languages,Greek,1,1 indicates <30 encounters
106070934,Other Languages,European Languages,Bulgarian,1,1 indicates <30 encounters
106070934,Other Languages,European Languages,Ukrainian,1,1 indicates <30 encounters
106070934,Other Languages,European Languages,Bosnian,1,1 indicates <30 encounters
106070934,Other Languages,European Languages,German,1,1 indicates <30 encounters
106070934,Other Languages,European Languages,French,1,1 indicates <30 encounters
106070934,Other Languages,European Languages,Polish,1,1 indicates <30 encounters
106070934,Other Languages,Latin American Languages,Portuguese,1,1 indicates <30 encounters
106070934,Other Languages,Middle Eastern Languages,Amharic,1,1 indicates <30 encounters
106070934,Other Languages,Middle Eastern Languages,Arabic,68,
106070934,Other Languages,Middle Eastern Languages,Persian,43,
106070934,Other Languages,Middle Eastern Languages,Farsi,93,
106070934,Other Languages,Middle Eastern Languages,Turkish,1,1 indicates <30 encounters
106070934,Other Languages,Middle Eastern Languages,Pashto,36,
106070934,Other Languages,Sign Languages,Sign Language,1,1 indicates <30 encounters
106070934,Spanish Language,Spanish Language,Spanish,"4,330",
106070988,Other Languages,African Languages,Igbo,1,1 indicates <30 encounters
106070988,Other Languages,Asian/Pacfic Islander Languages,Japanese,1,1 indicates <30 encounters
106070988,Other Languages,Asian/Pacfic Islander Languages,Mongolian,1,1 indicates <30 encounters
106070988,Other Languages,Asian/Pacfic Islander Languages,Hmong,1,1 indicates <30 encounters
106070988,Other Languages,Asian/Pacfic Islander Languages,Filipino,1,1 indicates <30 encounters
106070988,Other Languages,Asian/Pacfic Islander Languages,Marathi,1,1 indicates <30 encounters
106070988,Other Languages,Asian/Pacfic Islander Languages,Cantonese; Yue Chinese,104,
106070988,Other Languages,Asian/Pacfic Islander Languages,Chinese,45,
106070988,Other Languages,Asian/Pacfic Islander Languages,Tonga,1,1 indicates <30 encounters
106070988,Other Languages,Asian/Pacfic Islander Languages,Mandarin,150,
106070988,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,60,
106070988,Other Languages,Asian/Pacfic Islander Languages,Gujarati,1,1 indicates <30 encounters
106070988,Other Languages,Asian/Pacfic Islander Languages,Hindi,54,
106070988,Other Languages,Asian/Pacfic Islander Languages,Telugu,1,1 indicates <30 encounters
106070988,Other Languages,Asian/Pacfic Islander Languages,Indonesian,1,1 indicates <30 encounters
106070988,Other Languages,Asian/Pacfic Islander Languages,Mien; lu Mien,1,1 indicates <30 encounters
106070988,Other Languages,Asian/Pacfic Islander Languages,Mon-Khmer,1,1 indicates <30 encounters
106070988,Other Languages,Asian/Pacfic Islander Languages,Burmese,1,1 indicates <30 encounters
106070988,Other Languages,Asian/Pacfic Islander Languages,Tagalog,105,
106070988,Other Languages,Asian/Pacfic Islander Languages,Korean,83,
106070988,Other Languages,Asian/Pacfic Islander Languages,Bengali,1,1 indicates <30 encounters
106070988,Other Languages,Asian/Pacfic Islander Languages,Urdu,1,1 indicates <30 encounters
106070988,Other Languages,Asian/Pacfic Islander Languages,Panjabi; Punjabi,75,
106070988,Other Languages,Asian/Pacfic Islander Languages,Thai,1,1 indicates <30 encounters
106070988,Other Languages,Asian/Pacfic Islander Languages,Nepali,1,1 indicates <30 encounters
106070988,Other Languages,Asian/Pacfic Islander Languages,Lao,1,1 indicates <30 encounters
106070988,Other Languages,Asian/Pacfic Islander Languages,Samoan,1,1 indicates <30 encounters
106070988,English Language,English Language,English,"62,760",
106070988,Other Languages,European Languages,Hungarian,1,1 indicates <30 encounters
106070988,Other Languages,European Languages,Czech,1,1 indicates <30 encounters
106070988,Other Languages,European Languages,Bosnian,1,1 indicates <30 encounters
106070988,Other Languages,European Languages,Danish,1,1 indicates <30 encounters
106070988,Other Languages,European Languages,Italian,1,1 indicates <30 encounters
106070988,Other Languages,European Languages,Romanian,1,1 indicates <30 encounters
106070988,Other Languages,European Languages,Greek,1,1 indicates <30 encounters
106070988,Other Languages,European Languages,Polish,1,1 indicates <30 encounters
106070988,Other Languages,European Languages,Slovak,1,1 indicates <30 encounters
106070988,Other Languages,European Languages,Ukrainian,1,1 indicates <30 encounters
106070988,Other Languages,European Languages,Estonian,1,1 indicates <30 encounters
106070988,Other Languages,European Languages,French,1,1 indicates <30 encounters
106070988,Other Languages,European Languages,Norwegian,1,1 indicates <30 encounters
106070988,Other Languages,European Languages,Serbian,1,1 indicates <30 encounters
106070988,Other Languages,European Languages,German,1,1 indicates <30 encounters
106070988,Other Languages,European Languages,Russian,309,
106070988,Other Languages,European Languages,Basque,1,1 indicates <30 encounters
106070988,Other Languages,European Languages,Bulgarian,1,1 indicates <30 encounters
106070988,Other Languages,Latin American Languages,Portuguese,55,
106070988,Other Languages,Middle Eastern Languages,Persian,60,
106070988,Other Languages,Middle Eastern Languages,Pashto,31,
106070988,Other Languages,Middle Eastern Languages,Armenian,1,1 indicates <30 encounters
106070988,Other Languages,Middle Eastern Languages,Amharic,1,1 indicates <30 encounters
106070988,Other Languages,Middle Eastern Languages,Arabic,102,
106070988,Other Languages,Middle Eastern Languages,Farsi,445,
106070988,Other Languages,Middle Eastern Languages,Hebrew,1,1 indicates <30 encounters
106070988,Other Languages,Middle Eastern Languages,Turkish,1,1 indicates <30 encounters
106070988,Other Languages,Sign Languages,Sign Language,1,1 indicates <30 encounters
106070988,Spanish Language,Spanish Language,Spanish,"3,050",
106070990,Other Languages,African Languages,Afrikaans,1,1 indicates <30 encounters
106070990,Other Languages,Asian/Pacfic Islander Languages,Chinese,1,1 indicates <30 encounters
106070990,Other Languages,Asian/Pacfic Islander Languages,Korean,119,
106070990,Other Languages,Asian/Pacfic Islander Languages,Nepali,1,1 indicates <30 encounters
106070990,Other Languages,Asian/Pacfic Islander Languages,Gujarati,1,1 indicates <30 encounters
106070990,Other Languages,Asian/Pacfic Islander Languages,Mandarin,302,
106070990,Other Languages,Asian/Pacfic Islander Languages,Panjabi; Punjabi,72,
106070990,Other Languages,Asian/Pacfic Islander Languages,Mongolian,1,1 indicates <30 encounters
106070990,Other Languages,Asian/Pacfic Islander Languages,Cantonese; Yue Chinese,164,
106070990,Other Languages,Asian/Pacfic Islander Languages,Hindi,33,
106070990,Other Languages,Asian/Pacfic Islander Languages,Burmese,1,1 indicates <30 encounters
106070990,Other Languages,Asian/Pacfic Islander Languages,Mien; lu Mien,1,1 indicates <30 encounters
106070990,Other Languages,Asian/Pacfic Islander Languages,Thai,1,1 indicates <30 encounters
106070990,Other Languages,Asian/Pacfic Islander Languages,Urdu,1,1 indicates <30 encounters
106070990,Other Languages,Asian/Pacfic Islander Languages,Japanese,1,1 indicates <30 encounters
106070990,Other Languages,Asian/Pacfic Islander Languages,Bengali,1,1 indicates <30 encounters
106070990,Other Languages,Asian/Pacfic Islander Languages,Telugu,1,1 indicates <30 encounters
106070990,Other Languages,Asian/Pacfic Islander Languages,Mon-Khmer,1,1 indicates <30 encounters
106070990,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,87,
106070990,Other Languages,Asian/Pacfic Islander Languages,Marathi,1,1 indicates <30 encounters
106070990,Other Languages,Asian/Pacfic Islander Languages,Tagalog,42,
106070990,Other Languages,Asian/Pacfic Islander Languages,Indonesian,1,1 indicates <30 encounters
106070990,Other Languages,Asian/Pacfic Islander Languages,Lao,1,1 indicates <30 encounters
106070990,English Language,English Language,English,"80,180",
106070990,Other Languages,European Languages,French,1,1 indicates <30 encounters
106070990,Other Languages,European Languages,Hungarian,1,1 indicates <30 encounters
106070990,Other Languages,European Languages,Italian,1,1 indicates <30 encounters
106070990,Other Languages,European Languages,Lithuanian,1,1 indicates <30 encounters
106070990,Other Languages,European Languages,Russian,67,
106070990,Other Languages,European Languages,Romanian,1,1 indicates <30 encounters
106070990,Other Languages,European Languages,Croatian,1,1 indicates <30 encounters
106070990,Other Languages,European Languages,Bulgarian,1,1 indicates <30 encounters
106070990,Other Languages,European Languages,Bosnian,1,1 indicates <30 encounters
106070990,Other Languages,European Languages,Greek,1,1 indicates <30 encounters
106070990,Other Languages,European Languages,Serbian,1,1 indicates <30 encounters
106070990,Other Languages,European Languages,Polish,1,1 indicates <30 encounters
106070990,Other Languages,European Languages,German,1,1 indicates <30 encounters
106070990,Other Languages,Latin American Languages,French Creole,1,1 indicates <30 encounters
106070990,Other Languages,Latin American Languages,Portuguese,1,1 indicates <30 encounters
106070990,Other Languages,Middle Eastern Languages,Tigrinya,1,1 indicates <30 encounters
106070990,Other Languages,Middle Eastern Languages,Amharic,1,1 indicates <30 encounters
106070990,Other Languages,Middle Eastern Languages,Pashto,1,1 indicates <30 encounters
106070990,Other Languages,Middle Eastern Languages,Persian,118,
106070990,Other Languages,Middle Eastern Languages,Hebrew,1,1 indicates <30 encounters
106070990,Other Languages,Middle Eastern Languages,Turkish,1,1 indicates <30 encounters
106070990,Other Languages,Middle Eastern Languages,Arabic,46,
106070990,Other Languages,Middle Eastern Languages,Armenian,1,1 indicates <30 encounters
106070990,Other Languages,Sign Languages,Sign Language,49,
106070990,Spanish Language,Spanish Language,Spanish,"1,820",
106071018,Other Languages,African Languages,Afrikaans,1,1 indicates <30 encounters
106071018,Other Languages,Asian/Pacfic Islander Languages,Chinese,1,1 indicates <30 encounters
106071018,Other Languages,Asian/Pacfic Islander Languages,Mien; lu Mien,1,1 indicates <30 encounters
106071018,Other Languages,Asian/Pacfic Islander Languages,Mandarin,83,
106071018,Other Languages,Asian/Pacfic Islander Languages,Mongolian,1,1 indicates <30 encounters
106071018,Other Languages,Asian/Pacfic Islander Languages,Hindi,43,
106071018,Other Languages,Asian/Pacfic Islander Languages,Urdu,1,1 indicates <30 encounters
106071018,Other Languages,Asian/Pacfic Islander Languages,Gujarati,1,1 indicates <30 encounters
106071018,Other Languages,Asian/Pacfic Islander Languages,Nepali,1,1 indicates <30 encounters
106071018,Other Languages,Asian/Pacfic Islander Languages,Panjabi; Punjabi,119,
106071018,Other Languages,Asian/Pacfic Islander Languages,Samoan,1,1 indicates <30 encounters
106071018,Other Languages,Asian/Pacfic Islander Languages,Mon-Khmer,1,1 indicates <30 encounters
106071018,Other Languages,Asian/Pacfic Islander Languages,Cantonese; Yue Chinese,56,
106071018,Other Languages,Asian/Pacfic Islander Languages,Lao,1,1 indicates <30 encounters
106071018,Other Languages,Asian/Pacfic Islander Languages,Burmese,1,1 indicates <30 encounters
106071018,Other Languages,Asian/Pacfic Islander Languages,Bengali,1,1 indicates <30 encounters
106071018,Other Languages,Asian/Pacfic Islander Languages,Indonesian,1,1 indicates <30 encounters
106071018,Other Languages,Asian/Pacfic Islander Languages,Filipino,1,1 indicates <30 encounters
106071018,Other Languages,Asian/Pacfic Islander Languages,Tonga,32,
106071018,Other Languages,Asian/Pacfic Islander Languages,Tagalog,195,
106071018,Other Languages,Asian/Pacfic Islander Languages,Korean,50,
106071018,Other Languages,Asian/Pacfic Islander Languages,Thai,1,1 indicates <30 encounters
106071018,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,117,
106071018,Other Languages,Asian/Pacfic Islander Languages,Japanese,1,1 indicates <30 encounters
106071018,English Language,English Language,English,"52,270",
106071018,Other Languages,European Languages,Russian,110,
106071018,Other Languages,European Languages,Hungarian,1,1 indicates <30 encounters
106071018,Other Languages,European Languages,Croatian,1,1 indicates <30 encounters
106071018,Other Languages,European Languages,Albanian,1,1 indicates <30 encounters
106071018,Other Languages,European Languages,Bulgarian,1,1 indicates <30 encounters
106071018,Other Languages,European Languages,German,1,1 indicates <30 encounters
106071018,Other Languages,European Languages,Italian,1,1 indicates <30 encounters
106071018,Other Languages,European Languages,Polish,1,1 indicates <30 encounters
106071018,Other Languages,European Languages,Romanian,1,1 indicates <30 encounters
106071018,Other Languages,European Languages,Norwegian,1,1 indicates <30 encounters
106071018,Other Languages,European Languages,Ukrainian,1,1 indicates <30 encounters
106071018,Other Languages,European Languages,Greek,1,1 indicates <30 encounters
106071018,Other Languages,European Languages,French,1,1 indicates <30 encounters
106071018,Other Languages,European Languages,Serbian,1,1 indicates <30 encounters
106071018,Other Languages,Latin American Languages,Portuguese,56,
106071018,Other Languages,Latin American Languages,French Creole,1,1 indicates <30 encounters
106071018,Other Languages,Middle Eastern Languages,Tigrinya,1,1 indicates <30 encounters
106071018,Other Languages,Middle Eastern Languages,Turkish,1,1 indicates <30 encounters
106071018,Other Languages,Middle Eastern Languages,Hebrew,1,1 indicates <30 encounters
106071018,Other Languages,Middle Eastern Languages,Farsi,244,
106071018,Other Languages,Middle Eastern Languages,Arabic,89,
106071018,Other Languages,Middle Eastern Languages,Pashto,1,1 indicates <30 encounters
106071018,Other Languages,Middle Eastern Languages,Amharic,1,1 indicates <30 encounters
106071018,Other Languages,Middle Eastern Languages,Persian,107,
106071018,Other Languages,Sign Languages,Sign Language,1,1 indicates <30 encounters
106071018,Spanish Language,Spanish Language,Spanish,"8,100",
106074017,Other Languages,Asian/Pacfic Islander Languages,Chinese,34,
106074017,Other Languages,Asian/Pacfic Islander Languages,Indonesian,1,1 indicates <30 encounters
106074017,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,1,1 indicates <30 encounters
106074017,Other Languages,Asian/Pacfic Islander Languages,Panjabi; Punjabi,1,1 indicates <30 encounters
106074017,Other Languages,Asian/Pacfic Islander Languages,Telugu,1,1 indicates <30 encounters
106074017,Other Languages,Asian/Pacfic Islander Languages,Hmong,1,1 indicates <30 encounters
106074017,Other Languages,Asian/Pacfic Islander Languages,Cantonese; Yue Chinese,1,1 indicates <30 encounters
106074017,Other Languages,Asian/Pacfic Islander Languages,Filipino,1,1 indicates <30 encounters
106074017,Other Languages,Asian/Pacfic Islander Languages,Tagalog,1,1 indicates <30 encounters
106074017,Other Languages,Asian/Pacfic Islander Languages,Lao,1,1 indicates <30 encounters
106074017,Other Languages,Asian/Pacfic Islander Languages,Korean,1,1 indicates <30 encounters
106074017,English Language,English Language,English,"23,340",
106074017,Other Languages,European Languages,Ukrainian,1,1 indicates <30 encounters
106074017,Other Languages,European Languages,Russian,1,1 indicates <30 encounters
106074017,Other Languages,European Languages,Danish,1,1 indicates <30 encounters
106074017,Other Languages,European Languages,Italian,1,1 indicates <30 encounters
106074017,Other Languages,European Languages,Estonian,1,1 indicates <30 encounters
106074017,Other Languages,Latin American Languages,Portuguese,1,1 indicates <30 encounters
106074017,Other Languages,Middle Eastern Languages,Hebrew,1,1 indicates <30 encounters
106074017,Other Languages,Middle Eastern Languages,Amharic,1,1 indicates <30 encounters
106074017,Other Languages,Middle Eastern Languages,Arabic,1,1 indicates <30 encounters
106074017,Other Languages,Middle Eastern Languages,Turkish,1,1 indicates <30 encounters
106074017,Other Languages,Middle Eastern Languages,Farsi,1,1 indicates <30 encounters
106074017,Spanish Language,Spanish Language,Spanish,120,
106074039,Other Languages,Asian/Pacfic Islander Languages,Tagalog,1,1 indicates <30 encounters
106074039,Other Languages,Asian/Pacfic Islander Languages,Cantonese; Yue Chinese,1,1 indicates <30 encounters
106074039,Other Languages,Asian/Pacfic Islander Languages,Japanese,1,1 indicates <30 encounters
106074039,Other Languages,Asian/Pacfic Islander Languages,Thai,1,1 indicates <30 encounters
106074039,English Language,English Language,English,"2,740",
106074039,Other Languages,Latin American Languages,Portuguese,1,1 indicates <30 encounters
106074039,Other Languages,Middle Eastern Languages,Farsi,1,1 indicates <30 encounters
106074039,Other Languages,Middle Eastern Languages,Persian,1,1 indicates <30 encounters
106074039,Spanish Language,Spanish Language,Spanish,40,
106074097,Other Languages,Asian/Pacfic Islander Languages,Korean,1,1 indicates <30 encounters
106074097,Other Languages,Asian/Pacfic Islander Languages,Panjabi; Punjabi,104,
106074097,Other Languages,Asian/Pacfic Islander Languages,Telugu,1,1 indicates <30 encounters
106074097,Other Languages,Asian/Pacfic Islander Languages,Malayalam,1,1 indicates <30 encounters
106074097,Other Languages,Asian/Pacfic Islander Languages,Hindi,1,1 indicates <30 encounters
106074097,Other Languages,Asian/Pacfic Islander Languages,Cantonese; Yue Chinese,50,
106074097,Other Languages,Asian/Pacfic Islander Languages,Nepali,1,1 indicates <30 encounters
106074097,Other Languages,Asian/Pacfic Islander Languages,Samoan,1,1 indicates <30 encounters
106074097,Other Languages,Asian/Pacfic Islander Languages,Mandarin,79,
106074097,Other Languages,Asian/Pacfic Islander Languages,Urdu,1,1 indicates <30 encounters
106074097,Other Languages,Asian/Pacfic Islander Languages,Lao,1,1 indicates <30 encounters
106074097,Other Languages,Asian/Pacfic Islander Languages,Thai,1,1 indicates <30 encounters
106074097,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,95,
106074097,Other Languages,Asian/Pacfic Islander Languages,Indonesian,1,1 indicates <30 encounters
106074097,Other Languages,Asian/Pacfic Islander Languages,Burmese,1,1 indicates <30 encounters
106074097,Other Languages,Asian/Pacfic Islander Languages,Tagalog,143,
106074097,Other Languages,Asian/Pacfic Islander Languages,Chinese,1,1 indicates <30 encounters
106074097,Other Languages,Asian/Pacfic Islander Languages,Gujarati,1,1 indicates <30 encounters
106074097,Other Languages,Asian/Pacfic Islander Languages,Hmong,1,1 indicates <30 encounters
106074097,Other Languages,Asian/Pacfic Islander Languages,Mon-Khmer,1,1 indicates <30 encounters
106074097,Other Languages,Asian/Pacfic Islander Languages,Mien; lu Mien,1,1 indicates <30 encounters
106074097,Other Languages,Asian/Pacfic Islander Languages,Bengali,1,1 indicates <30 encounters
106074097,Other Languages,Asian/Pacfic Islander Languages,Japanese,1,1 indicates <30 encounters
106074097,English Language,English Language,English,"69,500",
106074097,Other Languages,European Languages,Bulgarian,1,1 indicates <30 encounters
106074097,Other Languages,European Languages,Polish,1,1 indicates <30 encounters
106074097,Other Languages,European Languages,Italian,1,1 indicates <30 encounters
106074097,Other Languages,European Languages,Czech,1,1 indicates <30 encounters
106074097,Other Languages,European Languages,Croatian,1,1 indicates <30 encounters
106074097,Other Languages,European Languages,French,1,1 indicates <30 encounters
106074097,Other Languages,European Languages,Russian,1,1 indicates <30 encounters
106074097,Other Languages,European Languages,Romanian,1,1 indicates <30 encounters
106074097,Other Languages,Latin American Languages,Portuguese,1,1 indicates <30 encounters
106074097,Other Languages,Middle Eastern Languages,Amharic,1,1 indicates <30 encounters
106074097,Other Languages,Middle Eastern Languages,Arabic,105,
106074097,Other Languages,Middle Eastern Languages,Persian,79,
106074097,Other Languages,Middle Eastern Languages,Armenian,1,1 indicates <30 encounters
106074097,Other Languages,Middle Eastern Languages,Tigrinya,1,1 indicates <30 encounters
106074097,Other Languages,Middle Eastern Languages,Pashto,1,1 indicates <30 encounters
106074097,Other Languages,Middle Eastern Languages,Turkish,1,1 indicates <30 encounters
106074097,Other Languages,Sign Languages,Sign Language,38,
106074097,Spanish Language,Spanish Language,Spanish,"3,920",
106084001,Other Languages,Asian/Pacfic Islander Languages,Nepali,1,1 indicates <30 encounters
106084001,Other Languages,Asian/Pacfic Islander Languages,Cantonese; Yue Chinese,1,1 indicates <30 encounters
106084001,Other Languages,Asian/Pacfic Islander Languages,Hindi,1,1 indicates <30 encounters
106084001,Other Languages,Asian/Pacfic Islander Languages,Thai,1,1 indicates <30 encounters
106084001,Other Languages,Asian/Pacfic Islander Languages,Mongolian,1,1 indicates <30 encounters
106084001,Other Languages,Asian/Pacfic Islander Languages,Hmong,30,
106084001,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,1,1 indicates <30 encounters
106084001,Other Languages,Asian/Pacfic Islander Languages,Lao,1,1 indicates <30 encounters
106084001,Other Languages,Asian/Pacfic Islander Languages,Gujarati,1,1 indicates <30 encounters
106084001,Other Languages,Asian/Pacfic Islander Languages,Tagalog,1,1 indicates <30 encounters
106084001,English Language,English Language,English,"16,820",
106084001,Other Languages,European Languages,Italian,1,1 indicates <30 encounters
106084001,Other Languages,European Languages,Russian,1,1 indicates <30 encounters
106084001,Other Languages,Latin American Languages,Portuguese,1,1 indicates <30 encounters
106084001,Other Languages,Sign Languages,Sign Language,1,1 indicates <30 encounters
106084001,Spanish Language,Spanish Language,Spanish,330,
106090793,Other Languages,Asian/Pacfic Islander Languages,Tagalog,1,1 indicates <30 encounters
106090793,Other Languages,Asian/Pacfic Islander Languages,Cantonese; Yue Chinese,1,1 indicates <30 encounters
106090793,Other Languages,Asian/Pacfic Islander Languages,Korean,1,1 indicates <30 encounters
106090793,Other Languages,Asian/Pacfic Islander Languages,Thai,1,1 indicates <30 encounters
106090793,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,1,1 indicates <30 encounters
106090793,Other Languages,Asian/Pacfic Islander Languages,Chinese,1,1 indicates <30 encounters
106090793,Other Languages,Asian/Pacfic Islander Languages,Panjabi; Punjabi,1,1 indicates <30 encounters
106090793,Other Languages,Asian/Pacfic Islander Languages,Mandarin,1,1 indicates <30 encounters
106090793,Other Languages,Asian/Pacfic Islander Languages,Mongolian,1,1 indicates <30 encounters
106090793,Other Languages,Asian/Pacfic Islander Languages,Hindi,1,1 indicates <30 encounters
106090793,English Language,English Language,English,"18,330",
106090793,Other Languages,European Languages,German,1,1 indicates <30 encounters
106090793,Other Languages,European Languages,Ukrainian,1,1 indicates <30 encounters
106090793,Other Languages,European Languages,French,1,1 indicates <30 encounters
106090793,Other Languages,European Languages,Romanian,1,1 indicates <30 encounters
106090793,Other Languages,European Languages,Bulgarian,1,1 indicates <30 encounters
106090793,Other Languages,European Languages,Russian,1,1 indicates <30 encounters
106090793,Other Languages,European Languages,Estonian,1,1 indicates <30 encounters
106090793,Other Languages,European Languages,Italian,1,1 indicates <30 encounters
106090793,Other Languages,Latin American Languages,Portuguese,1,1 indicates <30 encounters
106090793,Other Languages,Middle Eastern Languages,Farsi,1,1 indicates <30 encounters
106090793,Other Languages,Middle Eastern Languages,Armenian,1,1 indicates <30 encounters
106090793,Other Languages,Middle Eastern Languages,Hebrew,1,1 indicates <30 encounters
106090793,Other Languages,Middle Eastern Languages,Arabic,1,1 indicates <30 encounters
106090793,Other Languages,Sign Languages,Sign Language,1,1 indicates <30 encounters
106090793,Spanish Language,Spanish Language,Spanish,"1,010",
106090933,Other Languages,Asian/Pacfic Islander Languages,Hindi,1,1 indicates <30 encounters
106090933,Other Languages,Asian/Pacfic Islander Languages,Panjabi; Punjabi,1,1 indicates <30 encounters
106090933,Other Languages,Asian/Pacfic Islander Languages,Filipino,1,1 indicates <30 encounters
106090933,Other Languages,Asian/Pacfic Islander Languages,Mandarin,1,1 indicates <30 encounters
106090933,Other Languages,Asian/Pacfic Islander Languages,Cantonese; Yue Chinese,1,1 indicates <30 encounters
106090933,Other Languages,Asian/Pacfic Islander Languages,Korean,1,1 indicates <30 encounters
106090933,Other Languages,Asian/Pacfic Islander Languages,Lao,1,1 indicates <30 encounters
106090933,Other Languages,Asian/Pacfic Islander Languages,Japanese,1,1 indicates <30 encounters
106090933,Other Languages,Asian/Pacfic Islander Languages,Thai,1,1 indicates <30 encounters
106090933,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,1,1 indicates <30 encounters
106090933,English Language,English Language,English,"33,810",
106090933,Other Languages,European Languages,Russian,1,1 indicates <30 encounters
106090933,Other Languages,European Languages,Ukrainian,1,1 indicates <30 encounters
106090933,Other Languages,European Languages,Croatian,1,1 indicates <30 encounters
106090933,Other Languages,European Languages,Romanian,1,1 indicates <30 encounters
106090933,Other Languages,European Languages,French,1,1 indicates <30 encounters
106090933,Other Languages,Latin American Languages,Portuguese,1,1 indicates <30 encounters
106090933,Other Languages,Middle Eastern Languages,Farsi,1,1 indicates <30 encounters
106090933,Other Languages,Middle Eastern Languages,Arabic,1,1 indicates <30 encounters
106090933,Other Languages,Sign Languages,Sign Language,1,1 indicates <30 encounters
106090933,Spanish Language,Spanish Language,Spanish,720,
106094002,English Language,English Language,English,280,
106094002,Other Languages,Sign Languages,Sign Language,1,1 indicates <30 encounters
106100005,Other Languages,Asian/Pacfic Islander Languages,Urdu,1,1 indicates <30 encounters
106100005,Other Languages,Asian/Pacfic Islander Languages,Mien; lu Mien,1,1 indicates <30 encounters
106100005,Other Languages,Asian/Pacfic Islander Languages,Mandarin,1,1 indicates <30 encounters
106100005,Other Languages,Asian/Pacfic Islander Languages,Panjabi; Punjabi,368,
106100005,Other Languages,Asian/Pacfic Islander Languages,Indonesian,1,1 indicates <30 encounters
106100005,Other Languages,Asian/Pacfic Islander Languages,Chinese,1,1 indicates <30 encounters
106100005,Other Languages,Asian/Pacfic Islander Languages,Hmong,343,
106100005,Other Languages,Asian/Pacfic Islander Languages,Mon-Khmer,41,
106100005,Other Languages,Asian/Pacfic Islander Languages,Japanese,1,1 indicates <30 encounters
106100005,Other Languages,Asian/Pacfic Islander Languages,Gujarati,1,1 indicates <30 encounters
106100005,Other Languages,Asian/Pacfic Islander Languages,Filipino,1,1 indicates <30 encounters
106100005,Other Languages,Asian/Pacfic Islander Languages,Hindi,1,1 indicates <30 encounters
106100005,Other Languages,Asian/Pacfic Islander Languages,Cantonese; Yue Chinese,1,1 indicates <30 encounters
106100005,Other Languages,Asian/Pacfic Islander Languages,Korean,1,1 indicates <30 encounters
106100005,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,92,
106100005,Other Languages,Asian/Pacfic Islander Languages,Thai,1,1 indicates <30 encounters
106100005,Other Languages,Asian/Pacfic Islander Languages,Tagalog,1,1 indicates <30 encounters
106100005,Other Languages,Asian/Pacfic Islander Languages,Lao,85,
106100005,Other Languages,Asian/Pacfic Islander Languages,Ilocano; Iloko,1,1 indicates <30 encounters
