oshpd_id9,BigLanguageGroup,LanguageGroup,PLS_DESCRIPTION,NumberofEncounters,AnnotationforNumberofEncounters
106331152,Other Languages,Asian/Pacfic Islander Languages,Japanese,1,1 indicates <30 encounters
106331152,English Language,English Language,English,"45,350",
106331152,Other Languages,European Languages,Bulgarian,1,1 indicates <30 encounters
106331152,Other Languages,European Languages,Hungarian,1,1 indicates <30 encounters
106331152,Other Languages,European Languages,Polish,1,1 indicates <30 encounters
106331152,Other Languages,European Languages,Romanian,1,1 indicates <30 encounters
106331152,Other Languages,European Languages,Russian,1,1 indicates <30 encounters
106331152,Other Languages,European Languages,Swedish,1,1 indicates <30 encounters
106331152,Other Languages,European Languages,Danish,1,1 indicates <30 encounters
106331152,Other Languages,European Languages,Catalan,1,1 indicates <30 encounters
106331152,Other Languages,European Languages,Greek,1,1 indicates <30 encounters
106331152,Other Languages,European Languages,Italian,1,1 indicates <30 encounters
106331152,Other Languages,European Languages,Macedonian,1,1 indicates <30 encounters
106331152,Other Languages,European Languages,Dutch,1,1 indicates <30 encounters
106331152,Other Languages,European Languages,French,1,1 indicates <30 encounters
106331152,Other Languages,Latin American Languages,Portuguese,1,1 indicates <30 encounters
106331152,Other Languages,Middle Eastern Languages,Farsi,37,
106331152,Other Languages,Middle Eastern Languages,Amharic,1,1 indicates <30 encounters
106331152,Other Languages,Middle Eastern Languages,Arabic,198,
106331152,Other Languages,Middle Eastern Languages,Armenian,1,1 indicates <30 encounters
106331152,Other Languages,Middle Eastern Languages,Persian,1,1 indicates <30 encounters
106331152,Other Languages,Middle Eastern Languages,Pashto,1,1 indicates <30 encounters
106331152,Other Languages,Middle Eastern Languages,Turkish,1,1 indicates <30 encounters
106331152,Other Languages,Sign Languages,Sign Language,1,1 indicates <30 encounters
106331152,Spanish Language,Spanish Language,Spanish,"5,560",
106331164,Other Languages,Asian/Pacfic Islander Languages,Chinese,1,1 indicates <30 encounters
106331164,Other Languages,Asian/Pacfic Islander Languages,Hmong,1,1 indicates <30 encounters
106331164,Other Languages,Asian/Pacfic Islander Languages,Korean,1,1 indicates <30 encounters
106331164,Other Languages,Asian/Pacfic Islander Languages,Filipino,1,1 indicates <30 encounters
106331164,Other Languages,Asian/Pacfic Islander Languages,Indonesian,1,1 indicates <30 encounters
106331164,Other Languages,Asian/Pacfic Islander Languages,Japanese,1,1 indicates <30 encounters
106331164,Other Languages,Asian/Pacfic Islander Languages,Lao,1,1 indicates <30 encounters
106331164,Other Languages,Asian/Pacfic Islander Languages,Tagalog,1,1 indicates <30 encounters
106331164,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,1,1 indicates <30 encounters
106331164,English Language,English Language,English,"70,850",
106331164,Other Languages,European Languages,Bulgarian,1,1 indicates <30 encounters
106331164,Other Languages,European Languages,Hungarian,1,1 indicates <30 encounters
106331164,Other Languages,European Languages,Russian,1,1 indicates <30 encounters
106331164,Other Languages,European Languages,Danish,1,1 indicates <30 encounters
106331164,Other Languages,European Languages,Estonian,1,1 indicates <30 encounters
106331164,Other Languages,European Languages,Greek,1,1 indicates <30 encounters
106331164,Other Languages,European Languages,French,1,1 indicates <30 encounters
106331164,Other Languages,European Languages,German,1,1 indicates <30 encounters
106331164,Other Languages,Latin American Languages,Portuguese,1,1 indicates <30 encounters
106331164,Other Languages,Middle Eastern Languages,Arabic,1,1 indicates <30 encounters
106331164,Other Languages,Middle Eastern Languages,Hebrew,1,1 indicates <30 encounters
106331164,Other Languages,Sign Languages,Sign Language,1,1 indicates <30 encounters
106331164,Spanish Language,Spanish Language,Spanish,"4,130",
106331168,Other Languages,Asian/Pacfic Islander Languages,Chinese,46,
106331168,Other Languages,Asian/Pacfic Islander Languages,Hmong,1,1 indicates <30 encounters
106331168,Other Languages,Asian/Pacfic Islander Languages,Japanese,1,1 indicates <30 encounters
106331168,Other Languages,Asian/Pacfic Islander Languages,Korean,1,1 indicates <30 encounters
106331168,Other Languages,Asian/Pacfic Islander Languages,Gujarati,1,1 indicates <30 encounters
106331168,Other Languages,Asian/Pacfic Islander Languages,Hindi,1,1 indicates <30 encounters
106331168,Other Languages,Asian/Pacfic Islander Languages,Nepali,1,1 indicates <30 encounters
106331168,Other Languages,Asian/Pacfic Islander Languages,Lao,1,1 indicates <30 encounters
106331168,Other Languages,Asian/Pacfic Islander Languages,Panjabi; Punjabi,1,1 indicates <30 encounters
106331168,Other Languages,Asian/Pacfic Islander Languages,Urdu,1,1 indicates <30 encounters
106331168,Other Languages,Asian/Pacfic Islander Languages,Indonesian,1,1 indicates <30 encounters
106331168,Other Languages,Asian/Pacfic Islander Languages,Tagalog,1,1 indicates <30 encounters
106331168,Other Languages,Asian/Pacfic Islander Languages,Thai,1,1 indicates <30 encounters
106331168,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,40,
106331168,Other Languages,Asian/Pacfic Islander Languages,Samoan,1,1 indicates <30 encounters
106331168,Other Languages,Asian/Pacfic Islander Languages,Mandarin,1,1 indicates <30 encounters
106331168,English Language,English Language,English,"88,370",
106331168,Other Languages,European Languages,Hungarian,1,1 indicates <30 encounters
106331168,Other Languages,European Languages,Polish,1,1 indicates <30 encounters
106331168,Other Languages,European Languages,Romanian,1,1 indicates <30 encounters
106331168,Other Languages,European Languages,Russian,1,1 indicates <30 encounters
106331168,Other Languages,European Languages,Ukrainian,1,1 indicates <30 encounters
106331168,Other Languages,European Languages,Finnish,1,1 indicates <30 encounters
106331168,Other Languages,European Languages,Basque,1,1 indicates <30 encounters
106331168,Other Languages,European Languages,Bosnian,1,1 indicates <30 encounters
106331168,Other Languages,European Languages,Greek,1,1 indicates <30 encounters
106331168,Other Languages,European Languages,Croatian,1,1 indicates <30 encounters
106331168,Other Languages,European Languages,Italian,1,1 indicates <30 encounters
106331168,Other Languages,European Languages,Serbian,1,1 indicates <30 encounters
106331168,Other Languages,European Languages,Dutch,1,1 indicates <30 encounters
106331168,Other Languages,European Languages,French,1,1 indicates <30 encounters
106331168,Other Languages,European Languages,German,1,1 indicates <30 encounters
106331168,Other Languages,Latin American Languages,Portuguese,1,1 indicates <30 encounters
106331168,Other Languages,Middle Eastern Languages,Arabic,39,
106331168,Other Languages,Middle Eastern Languages,Armenian,1,1 indicates <30 encounters
106331168,Other Languages,Middle Eastern Languages,Persian,1,1 indicates <30 encounters
106331168,Other Languages,Native American Languages,Navajo,1,1 indicates <30 encounters
106331168,Other Languages,Sign Languages,Sign Language,1,1 indicates <30 encounters
106331168,Spanish Language,Spanish Language,Spanish,"8,190",
106331194,English Language,English Language,English,"42,420",
106331194,Spanish Language,Spanish Language,Spanish,"2,890",
106331216,Other Languages,Asian/Pacfic Islander Languages,Hmong,1,1 indicates <30 encounters
106331216,Other Languages,Asian/Pacfic Islander Languages,Japanese,1,1 indicates <30 encounters
106331216,Other Languages,Asian/Pacfic Islander Languages,Samoan,1,1 indicates <30 encounters
106331216,Other Languages,Asian/Pacfic Islander Languages,Chinese,1,1 indicates <30 encounters
106331216,Other Languages,Asian/Pacfic Islander Languages,Indonesian,1,1 indicates <30 encounters
106331216,Other Languages,Asian/Pacfic Islander Languages,Tagalog,1,1 indicates <30 encounters
106331216,Other Languages,Asian/Pacfic Islander Languages,Thai,1,1 indicates <30 encounters
106331216,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,1,1 indicates <30 encounters
106331216,English Language,English Language,English,"43,520",
106331216,Other Languages,European Languages,Hungarian,1,1 indicates <30 encounters
106331216,Other Languages,European Languages,Russian,1,1 indicates <30 encounters
106331216,Other Languages,European Languages,Danish,1,1 indicates <30 encounters
106331216,Other Languages,European Languages,Estonian,1,1 indicates <30 encounters
106331216,Other Languages,European Languages,Italian,1,1 indicates <30 encounters
106331216,Other Languages,Latin American Languages,Portuguese,1,1 indicates <30 encounters
106331216,Other Languages,Middle Eastern Languages,Arabic,1,1 indicates <30 encounters
106331216,Spanish Language,Spanish Language,Spanish,"10,440",
106331226,English Language,English Language,English,"1,770",
106331226,Spanish Language,Spanish Language,Spanish,10,
106331288,Other Languages,Asian/Pacfic Islander Languages,Chinese,1,1 indicates <30 encounters
106331288,English Language,English Language,English,"7,540",
106331288,Other Languages,European Languages,French,1,1 indicates <30 encounters
106331288,Other Languages,Sign Languages,Sign Language,1,1 indicates <30 encounters
106331288,Spanish Language,Spanish Language,Spanish,560,
106331293,Other Languages,Asian/Pacfic Islander Languages,Hindi,1,1 indicates <30 encounters
106331293,Other Languages,Asian/Pacfic Islander Languages,Korean,1,1 indicates <30 encounters
106331293,Other Languages,Asian/Pacfic Islander Languages,Tonga,1,1 indicates <30 encounters
106331293,Other Languages,Asian/Pacfic Islander Languages,Gujarati,1,1 indicates <30 encounters
106331293,Other Languages,Asian/Pacfic Islander Languages,Nepali,1,1 indicates <30 encounters
106331293,Other Languages,Asian/Pacfic Islander Languages,Panjabi; Punjabi,1,1 indicates <30 encounters
106331293,Other Languages,Asian/Pacfic Islander Languages,Urdu,1,1 indicates <30 encounters
106331293,Other Languages,Asian/Pacfic Islander Languages,Lao,1,1 indicates <30 encounters
106331293,Other Languages,Asian/Pacfic Islander Languages,Tagalog,1,1 indicates <30 encounters
106331293,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,51,
106331293,Other Languages,Asian/Pacfic Islander Languages,Chinese,1,1 indicates <30 encounters
106331293,English Language,English Language,English,"39,920",
106331293,Other Languages,European Languages,Romanian,1,1 indicates <30 encounters
106331293,Other Languages,European Languages,Danish,1,1 indicates <30 encounters
106331293,Other Languages,European Languages,Albanian,1,1 indicates <30 encounters
106331293,Other Languages,European Languages,French,1,1 indicates <30 encounters
106331293,Other Languages,European Languages,German,1,1 indicates <30 encounters
106331293,Other Languages,Latin American Languages,French Creole,1,1 indicates <30 encounters
106331293,Other Languages,Latin American Languages,Portuguese,1,1 indicates <30 encounters
106331293,Other Languages,Middle Eastern Languages,Arabic,50,
106331293,Other Languages,Middle Eastern Languages,Egyptian Ancient,1,1 indicates <30 encounters
106331293,Other Languages,Middle Eastern Languages,Elamite,1,1 indicates <30 encounters
106331293,Other Languages,Middle Eastern Languages,Persian,1,1 indicates <30 encounters
106331293,Other Languages,Sign Languages,Sign Language,1,1 indicates <30 encounters
106331293,Spanish Language,Spanish Language,Spanish,"7,620",
106331312,Other Languages,African Languages,Somali,1,1 indicates <30 encounters
106331312,Other Languages,Asian/Pacfic Islander Languages,Mandarin,42,
106331312,Other Languages,Asian/Pacfic Islander Languages,Hmong,1,1 indicates <30 encounters
106331312,Other Languages,Asian/Pacfic Islander Languages,Japanese,1,1 indicates <30 encounters
106331312,Other Languages,Asian/Pacfic Islander Languages,Cantonese; Yue Chinese,1,1 indicates <30 encounters
106331312,Other Languages,Asian/Pacfic Islander Languages,Bengali,1,1 indicates <30 encounters
106331312,Other Languages,Asian/Pacfic Islander Languages,Gujarati,1,1 indicates <30 encounters
106331312,Other Languages,Asian/Pacfic Islander Languages,Hindi,1,1 indicates <30 encounters
106331312,Other Languages,Asian/Pacfic Islander Languages,Panjabi; Punjabi,34,
106331312,Other Languages,Asian/Pacfic Islander Languages,Urdu,1,1 indicates <30 encounters
106331312,Other Languages,Asian/Pacfic Islander Languages,Indonesian,1,1 indicates <30 encounters
106331312,Other Languages,Asian/Pacfic Islander Languages,Lao,1,1 indicates <30 encounters
106331312,Other Languages,Asian/Pacfic Islander Languages,Korean,35,
106331312,Other Languages,Asian/Pacfic Islander Languages,Mon-Khmer,1,1 indicates <30 encounters
106331312,Other Languages,Asian/Pacfic Islander Languages,Tagalog,31,
106331312,Other Languages,Asian/Pacfic Islander Languages,Thai,1,1 indicates <30 encounters
106331312,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,84,
106331312,Other Languages,Asian/Pacfic Islander Languages,Chinese,1,1 indicates <30 encounters
106331312,English Language,English Language,English,"97,080",
106331312,Other Languages,European Languages,Albanian,1,1 indicates <30 encounters
106331312,Other Languages,European Languages,Hungarian,1,1 indicates <30 encounters
106331312,Other Languages,European Languages,Romanian,1,1 indicates <30 encounters
106331312,Other Languages,European Languages,Russian,1,1 indicates <30 encounters
106331312,Other Languages,European Languages,Greek,1,1 indicates <30 encounters
106331312,Other Languages,European Languages,French,1,1 indicates <30 encounters
106331312,Other Languages,Latin American Languages,Portuguese,1,1 indicates <30 encounters
106331312,Other Languages,Middle Eastern Languages,Farsi,1,1 indicates <30 encounters
106331312,Other Languages,Middle Eastern Languages,Amharic,1,1 indicates <30 encounters
106331312,Other Languages,Middle Eastern Languages,Arabic,116,
106331312,Other Languages,Middle Eastern Languages,Armenian,1,1 indicates <30 encounters
106331312,Other Languages,Middle Eastern Languages,Persian,1,1 indicates <30 encounters
106331312,Other Languages,Sign Languages,Sign Language,156,
106331312,Spanish Language,Spanish Language,Spanish,"11,240",
106331326,Other Languages,Asian/Pacfic Islander Languages,Chinese,1,1 indicates <30 encounters
106331326,Other Languages,Asian/Pacfic Islander Languages,Mandarin,1,1 indicates <30 encounters
106331326,Other Languages,Asian/Pacfic Islander Languages,Hmong,1,1 indicates <30 encounters
106331326,Other Languages,Asian/Pacfic Islander Languages,Korean,1,1 indicates <30 encounters
106331326,Other Languages,Asian/Pacfic Islander Languages,Samoan,1,1 indicates <30 encounters
106331326,Other Languages,Asian/Pacfic Islander Languages,Gujarati,1,1 indicates <30 encounters
106331326,Other Languages,Asian/Pacfic Islander Languages,Hindi,1,1 indicates <30 encounters
106331326,Other Languages,Asian/Pacfic Islander Languages,Urdu,1,1 indicates <30 encounters
106331326,Other Languages,Asian/Pacfic Islander Languages,Lao,1,1 indicates <30 encounters
106331326,Other Languages,Asian/Pacfic Islander Languages,Tagalog,1,1 indicates <30 encounters
106331326,Other Languages,Asian/Pacfic Islander Languages,Thai,1,1 indicates <30 encounters
106331326,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,1,1 indicates <30 encounters
106331326,English Language,English Language,English,"36,090",
106331326,Other Languages,European Languages,Hungarian,1,1 indicates <30 encounters
106331326,Other Languages,European Languages,Serbian,1,1 indicates <30 encounters
106331326,Other Languages,European Languages,German,1,1 indicates <30 encounters
106331326,Other Languages,Latin American Languages,Portuguese,1,1 indicates <30 encounters
106331326,Other Languages,Middle Eastern Languages,Arabic,1,1 indicates <30 encounters
106331326,Other Languages,Middle Eastern Languages,Armenian,1,1 indicates <30 encounters
106331326,Other Languages,Sign Languages,Sign Language,1,1 indicates <30 encounters
106331326,Spanish Language,Spanish Language,Spanish,"1,880",
106332172,Other Languages,Asian/Pacfic Islander Languages,Chinese,1,1 indicates <30 encounters
106332172,Other Languages,Asian/Pacfic Islander Languages,Tagalog,1,1 indicates <30 encounters
106332172,English Language,English Language,English,270,
106332172,Spanish Language,Spanish Language,Spanish,30,
106334018,English Language,English Language,English,"16,970",
106334018,Spanish Language,Spanish Language,Spanish,630,
106334025,Other Languages,African Languages,Afrikaans,1,1 indicates <30 encounters
106334025,Other Languages,Asian/Pacfic Islander Languages,Chinese,1,1 indicates <30 encounters
106334025,Other Languages,Asian/Pacfic Islander Languages,Japanese,1,1 indicates <30 encounters
106334025,Other Languages,Asian/Pacfic Islander Languages,Korean,48,
106334025,Other Languages,Asian/Pacfic Islander Languages,Mongolian,1,1 indicates <30 encounters
106334025,Other Languages,Asian/Pacfic Islander Languages,Samoan,1,1 indicates <30 encounters
106334025,Other Languages,Asian/Pacfic Islander Languages,Bengali,1,1 indicates <30 encounters
106334025,Other Languages,Asian/Pacfic Islander Languages,Gujarati,1,1 indicates <30 encounters
106334025,Other Languages,Asian/Pacfic Islander Languages,Hindi,1,1 indicates <30 encounters
106334025,Other Languages,Asian/Pacfic Islander Languages,Nepali,1,1 indicates <30 encounters
106334025,Other Languages,Asian/Pacfic Islander Languages,Panjabi; Punjabi,1,1 indicates <30 encounters
106334025,Other Languages,Asian/Pacfic Islander Languages,Urdu,1,1 indicates <30 encounters
106334025,Other Languages,Asian/Pacfic Islander Languages,Burmese,1,1 indicates <30 encounters
106334025,Other Languages,Asian/Pacfic Islander Languages,Indonesian,1,1 indicates <30 encounters
106334025,Other Languages,Asian/Pacfic Islander Languages,Lao,1,1 indicates <30 encounters
106334025,Other Languages,Asian/Pacfic Islander Languages,Mon-Khmer,1,1 indicates <30 encounters
106334025,Other Languages,Asian/Pacfic Islander Languages,Tagalog,32,
106334025,Other Languages,Asian/Pacfic Islander Languages,Cantonese; Yue Chinese,1,1 indicates <30 encounters
106334025,Other Languages,Asian/Pacfic Islander Languages,Mandarin,58,
106334025,Other Languages,Asian/Pacfic Islander Languages,Thai,1,1 indicates <30 encounters
106334025,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,51,
106334025,English Language,English Language,English,"63,930",
106334025,Other Languages,European Languages,German,1,1 indicates <30 encounters
106334025,Other Languages,European Languages,Basque,1,1 indicates <30 encounters
106334025,Other Languages,European Languages,Czech,1,1 indicates <30 encounters
106334025,Other Languages,European Languages,Polish,1,1 indicates <30 encounters
106334025,Other Languages,European Languages,Romanian,30,
106334025,Other Languages,European Languages,Russian,1,1 indicates <30 encounters
106334025,Other Languages,European Languages,Greek,1,1 indicates <30 encounters
106334025,Other Languages,European Languages,Italian,1,1 indicates <30 encounters
106334025,Other Languages,European Languages,French,1,1 indicates <30 encounters
106334025,Other Languages,Middle Eastern Languages,Persian,1,1 indicates <30 encounters
106334025,Other Languages,Middle Eastern Languages,Amharic,1,1 indicates <30 encounters
106334025,Other Languages,Middle Eastern Languages,Arabic,76,
106334025,Other Languages,Middle Eastern Languages,Hebrew,1,1 indicates <30 encounters
106334025,Other Languages,Middle Eastern Languages,Pashto,1,1 indicates <30 encounters
106334025,Other Languages,Sign Languages,Sign Language,277,
106334025,Spanish Language,Spanish Language,Spanish,"4,670",
106334048,Other Languages,Asian/Pacfic Islander Languages,Mandarin,1,1 indicates <30 encounters
106334048,Other Languages,Asian/Pacfic Islander Languages,Hmong,1,1 indicates <30 encounters
106334048,Other Languages,Asian/Pacfic Islander Languages,Japanese,1,1 indicates <30 encounters
106334048,Other Languages,Asian/Pacfic Islander Languages,Cantonese; Yue Chinese,1,1 indicates <30 encounters
106334048,Other Languages,Asian/Pacfic Islander Languages,Bengali,1,1 indicates <30 encounters
106334048,Other Languages,Asian/Pacfic Islander Languages,Hindi,1,1 indicates <30 encounters
106334048,Other Languages,Asian/Pacfic Islander Languages,Panjabi; Punjabi,1,1 indicates <30 encounters
106334048,Other Languages,Asian/Pacfic Islander Languages,Urdu,1,1 indicates <30 encounters
106334048,Other Languages,Asian/Pacfic Islander Languages,Lao,1,1 indicates <30 encounters
106334048,Other Languages,Asian/Pacfic Islander Languages,Mon-Khmer,1,1 indicates <30 encounters
106334048,Other Languages,Asian/Pacfic Islander Languages,Tagalog,1,1 indicates <30 encounters
106334048,Other Languages,Asian/Pacfic Islander Languages,Nepali,1,1 indicates <30 encounters
106334048,Other Languages,Asian/Pacfic Islander Languages,Korean,1,1 indicates <30 encounters
106334048,Other Languages,Asian/Pacfic Islander Languages,Thai,1,1 indicates <30 encounters
106334048,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,1,1 indicates <30 encounters
106334048,Other Languages,Asian/Pacfic Islander Languages,Chinese,1,1 indicates <30 encounters
106334048,English Language,English Language,English,"48,520",
106334048,Other Languages,European Languages,Romanian,1,1 indicates <30 encounters
106334048,Other Languages,European Languages,Russian,1,1 indicates <30 encounters
106334048,Other Languages,European Languages,Greek,1,1 indicates <30 encounters
106334048,Other Languages,European Languages,Basque,1,1 indicates <30 encounters
106334048,Other Languages,European Languages,French,1,1 indicates <30 encounters
106334048,Other Languages,European Languages,German,1,1 indicates <30 encounters
106334048,Other Languages,Latin American Languages,Portuguese,1,1 indicates <30 encounters
106334048,Other Languages,Middle Eastern Languages,Amharic,1,1 indicates <30 encounters
106334048,Other Languages,Middle Eastern Languages,Arabic,1,1 indicates <30 encounters
106334048,Other Languages,Middle Eastern Languages,Armenian,1,1 indicates <30 encounters
106334048,Other Languages,Middle Eastern Languages,Persian,1,1 indicates <30 encounters
106334048,Other Languages,Sign Languages,Sign Language,51,
106334048,Spanish Language,Spanish Language,Spanish,"4,290",
106334068,Other Languages,African Languages,Igbo,1,1 indicates <30 encounters
106334068,Other Languages,African Languages,Swahili,1,1 indicates <30 encounters
106334068,Other Languages,Asian/Pacfic Islander Languages,Chinese,127,
106334068,Other Languages,Asian/Pacfic Islander Languages,Mandarin,1,1 indicates <30 encounters
106334068,Other Languages,Asian/Pacfic Islander Languages,Japanese,1,1 indicates <30 encounters
106334068,Other Languages,Asian/Pacfic Islander Languages,Samoan,1,1 indicates <30 encounters
106334068,Other Languages,Asian/Pacfic Islander Languages,Bengali,1,1 indicates <30 encounters
106334068,Other Languages,Asian/Pacfic Islander Languages,Gujarati,1,1 indicates <30 encounters
106334068,Other Languages,Asian/Pacfic Islander Languages,Malayalam,1,1 indicates <30 encounters
106334068,Other Languages,Asian/Pacfic Islander Languages,Nepali,1,1 indicates <30 encounters
106334068,Other Languages,Asian/Pacfic Islander Languages,Panjabi; Punjabi,1,1 indicates <30 encounters
106334068,Other Languages,Asian/Pacfic Islander Languages,Urdu,1,1 indicates <30 encounters
106334068,Other Languages,Asian/Pacfic Islander Languages,Filipino,1,1 indicates <30 encounters
106334068,Other Languages,Asian/Pacfic Islander Languages,Indonesian,1,1 indicates <30 encounters
106334068,Other Languages,Asian/Pacfic Islander Languages,Lao,1,1 indicates <30 encounters
106334068,Other Languages,Asian/Pacfic Islander Languages,Mon-Khmer,1,1 indicates <30 encounters
106334068,Other Languages,Asian/Pacfic Islander Languages,Tagalog,182,
106334068,Other Languages,Asian/Pacfic Islander Languages,Thai,1,1 indicates <30 encounters
106334068,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,100,
106334068,Other Languages,Asian/Pacfic Islander Languages,Hindi,1,1 indicates <30 encounters
106334068,Other Languages,Asian/Pacfic Islander Languages,Korean,31,
106334068,English Language,English Language,English,"95,660",
106334068,Other Languages,European Languages,Hungarian,1,1 indicates <30 encounters
106334068,Other Languages,European Languages,Croatian,1,1 indicates <30 encounters
106334068,Other Languages,European Languages,Polish,1,1 indicates <30 encounters
106334068,Other Languages,European Languages,Romanian,1,1 indicates <30 encounters
106334068,Other Languages,European Languages,Russian,1,1 indicates <30 encounters
106334068,Other Languages,European Languages,Ukrainian,1,1 indicates <30 encounters
106334068,Other Languages,European Languages,Danish,1,1 indicates <30 encounters
106334068,Other Languages,European Languages,Albanian,1,1 indicates <30 encounters
106334068,Other Languages,European Languages,Greek,1,1 indicates <30 encounters
106334068,Other Languages,European Languages,Italian,1,1 indicates <30 encounters
106334068,Other Languages,European Languages,Macedonian,1,1 indicates <30 encounters
106334068,Other Languages,European Languages,Dutch,1,1 indicates <30 encounters
106334068,Other Languages,European Languages,French,1,1 indicates <30 encounters
106334068,Other Languages,European Languages,German,1,1 indicates <30 encounters
106334068,Other Languages,Latin American Languages,Portuguese,64,
106334068,Other Languages,Middle Eastern Languages,Turkish,1,1 indicates <30 encounters
106334068,Other Languages,Middle Eastern Languages,Armenian,1,1 indicates <30 encounters
106334068,Other Languages,Middle Eastern Languages,Arabic,193,
106334068,Other Languages,Middle Eastern Languages,Hebrew,1,1 indicates <30 encounters
106334068,Other Languages,Middle Eastern Languages,Persian,1,1 indicates <30 encounters
106334068,Other Languages,Middle Eastern Languages,Farsi,30,
106334068,Other Languages,Sign Languages,Sign Language,1,1 indicates <30 encounters
106334068,Spanish Language,Spanish Language,Spanish,"6,110",
106334457,Other Languages,Asian/Pacfic Islander Languages,Chinese,1,1 indicates <30 encounters
106334457,English Language,English Language,English,500,
106334457,Spanish Language,Spanish Language,Spanish,30,
106334487,Other Languages,African Languages,Afrikaans,1,1 indicates <30 encounters
106334487,Other Languages,African Languages,Swahili,1,1 indicates <30 encounters
106334487,Other Languages,Asian/Pacfic Islander Languages,Gujarati,1,1 indicates <30 encounters
106334487,Other Languages,Asian/Pacfic Islander Languages,Chinese,1,1 indicates <30 encounters
106334487,Other Languages,Asian/Pacfic Islander Languages,Mandarin,61,
106334487,Other Languages,Asian/Pacfic Islander Languages,Hmong,1,1 indicates <30 encounters
106334487,Other Languages,Asian/Pacfic Islander Languages,Japanese,1,1 indicates <30 encounters
106334487,Other Languages,Asian/Pacfic Islander Languages,Korean,30,
106334487,Other Languages,Asian/Pacfic Islander Languages,Samoan,1,1 indicates <30 encounters
106334487,Other Languages,Asian/Pacfic Islander Languages,Tonga,1,1 indicates <30 encounters
106334487,Other Languages,Asian/Pacfic Islander Languages,Bengali,1,1 indicates <30 encounters
106334487,Other Languages,Asian/Pacfic Islander Languages,Hindi,1,1 indicates <30 encounters
106334487,Other Languages,Asian/Pacfic Islander Languages,Panjabi; Punjabi,51,
106334487,Other Languages,Asian/Pacfic Islander Languages,Telugu,1,1 indicates <30 encounters
106334487,Other Languages,Asian/Pacfic Islander Languages,Urdu,33,
106334487,Other Languages,Asian/Pacfic Islander Languages,Indonesian,1,1 indicates <30 encounters
106334487,Other Languages,Asian/Pacfic Islander Languages,Lao,1,1 indicates <30 encounters
106334487,Other Languages,Asian/Pacfic Islander Languages,Cantonese; Yue Chinese,1,1 indicates <30 encounters
106334487,Other Languages,Asian/Pacfic Islander Languages,Mon-Khmer,44,
106334487,Other Languages,Asian/Pacfic Islander Languages,Tagalog,80,
106334487,Other Languages,Asian/Pacfic Islander Languages,Thai,1,1 indicates <30 encounters
106334487,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,73,
106334487,English Language,English Language,English,"75,230",
106334487,Other Languages,European Languages,Ukrainian,1,1 indicates <30 encounters
106334487,Other Languages,European Languages,Polish,1,1 indicates <30 encounters
106334487,Other Languages,European Languages,Romanian,1,1 indicates <30 encounters
106334487,Other Languages,European Languages,Russian,1,1 indicates <30 encounters
106334487,Other Languages,European Languages,Italian,1,1 indicates <30 encounters
106334487,Other Languages,European Languages,French,1,1 indicates <30 encounters
106334487,Other Languages,European Languages,German,1,1 indicates <30 encounters
106334487,Other Languages,Latin American Languages,Portuguese,1,1 indicates <30 encounters
106334487,Other Languages,Middle Eastern Languages,Amharic,1,1 indicates <30 encounters
106334487,Other Languages,Middle Eastern Languages,Arabic,145,
106334487,Other Languages,Middle Eastern Languages,Armenian,1,1 indicates <30 encounters
106334487,Other Languages,Middle Eastern Languages,Persian,1,1 indicates <30 encounters
106334487,Other Languages,Middle Eastern Languages,Farsi,46,
106334487,Other Languages,Native American Languages,Navajo,1,1 indicates <30 encounters
106334487,Other Languages,Sign Languages,Sign Language,140,
106334487,Spanish Language,Spanish Language,Spanish,"21,740",
106334533,English Language,English Language,English,820,
106334533,Other Languages,Middle Eastern Languages,Arabic,1,1 indicates <30 encounters
106334533,Spanish Language,Spanish Language,Spanish,40,
106334564,Other Languages,African Languages,Somali,1,1 indicates <30 encounters
106334564,Other Languages,Asian/Pacfic Islander Languages,Chinese,81,
106334564,Other Languages,Asian/Pacfic Islander Languages,Hmong,1,1 indicates <30 encounters
106334564,Other Languages,Asian/Pacfic Islander Languages,Japanese,1,1 indicates <30 encounters
106334564,Other Languages,Asian/Pacfic Islander Languages,Cantonese; Yue Chinese,1,1 indicates <30 encounters
106334564,Other Languages,Asian/Pacfic Islander Languages,Gujarati,1,1 indicates <30 encounters
106334564,Other Languages,Asian/Pacfic Islander Languages,Hindi,1,1 indicates <30 encounters
106334564,Other Languages,Asian/Pacfic Islander Languages,Urdu,1,1 indicates <30 encounters
106334564,Other Languages,Asian/Pacfic Islander Languages,Indonesian,1,1 indicates <30 encounters
106334564,Other Languages,Asian/Pacfic Islander Languages,Lao,43,
106334564,Other Languages,Asian/Pacfic Islander Languages,Mon-Khmer,1,1 indicates <30 encounters
106334564,Other Languages,Asian/Pacfic Islander Languages,Tagalog,134,
