OBJECTID,SMPOLY_COD,SURFM_POLY,DESCRIP,IMS_LEGEND,ACREAGE,AREA_SQMI,SHAPE_Length,SHAPE_Area
5452,SG,Sand+Gravel,Sand and Gravel,Coarse,22.78249931,0.0355977,4833.87419801869,992407.20454019
5453,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,16.14139938,0.0252209,8478.94530818943,703119.762174841
5454,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,15.32680034,0.0239482,10108.7817369617,667636.019510288
5455,SG,Sand+Gravel,Sand and Gravel,Coarse,6.96194982,0.010878,2681.50397400872,303262.374715552
5456,S,Sand,Sand,Coarse,33.5603981,0.05243809,11428.6650803654,1461889.16474984
5457,W,Water,Water,Water,145.49499511,0.227336,11957.4140962491,6337762.88740095
5458,SG,Sand+Gravel,Sand and Gravel,Coarse,10.60459995,0.0165697,2777.12849425967,461937.620717392
5459,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,1.28282999,0.0020044,1280.33826953271,55879.9222662685
5460,F,Fines,Fines,Fine,115.94899749,0.181171,14810.9718434111,5050745.90987006
5461,TT,Thick Till,Thick Till,Thick Till,37.10960006,0.0579837,4883.48799228017,1616493.62183538
5462,TT,Thick Till,Thick Till,Thick Till,55.98849868,0.0874821,9460.7655081255,2438859.6741859
5463,TT,Thick Till,Thick Till,Thick Till,295.46099853,0.461658,20065.4628132308,12870288.5787135
5464,W,Water,Water,Water,7.13106012,0.0111423,2266.8855486873,310628.865345131
5465,T,Till,Till,Till,4.19270992,0.00655111,1535.13078386933,182634.480744438
5466,TA,Talus,Talus,Natural Postglacial,45.46239852,0.07103499,12759.1220282826,1980341.78313746
5467,SW,Swamp,Swamp,Natural Postglacial,3.43490004,0.00536702,2235.02129919701,149624.194430116
5468,A/F,Alluv/Fines,Alluvium overlying Fines,Natural Postglacial,67.21499633,0.10502299,18952.4929169966,2927884.78713566
5469,A/F,Alluv/Fines,Alluvium overlying Fines,Natural Postglacial,14.63980007,0.02287469,7943.8730427448,637709.687776544
5470,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,1.63027,0.00254729,1276.14182460338,71014.758441159
5471,TT,Thick Till,Thick Till,Thick Till,89.40599822,0.139697,8567.32321110537,3894525.46544129
5472,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,13.13440036,0.02052249,5830.20037918311,572135.887704187
5473,T,Till,Till,Till,39.39929962,0.06156149,7777.73252639557,1716234.81201732
5474,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,4.19329977,0.00655202,3222.95538559925,182660.185880409
5475,SG,Sand+Gravel,Sand and Gravel,Coarse,3.2237699,0.00503714,1931.87937445076,140427.248571366
5476,SG,Sand+Gravel,Sand and Gravel,Coarse,10.78079986,0.016845,5041.56880689081,469612.122434232
5477,W,Water,Water,Water,1.34949004,0.00210856,1378.63663492921,58783.4279134785
5478,SG/S,Sand+Gravel/Sand,Sand and Gravel overlying Sand,Stacked Coarse,420.10198974,0.65640902,46978.3520418339,18299635.9530663
5479,F,Fines,Fines,Fine,11.02130031,0.0172207,6095.84567870667,480086.709029789
5480,SG,Sand+Gravel,Sand and Gravel,Coarse,105.1289978,0.164265,20458.2854551258,4579438.53592983
5481,SW,Swamp,Swamp,Natural Postglacial,35.74150085,0.05584599,7612.06886170241,1556898.29682941
5482,T,Till,Till,Till,1865.10998535,2.9142301,95463.1220630292,81244074.3256734
5483,W,Water,Water,Water,22.45890045,0.03509199,6227.38635912315,978309.797904819
5484,SW,Swamp,Swamp,Natural Postglacial,31.88870048,0.0498261,6723.14095975828,1389072.54339287
5485,SG,Sand+Gravel,Sand and Gravel,Coarse,144.84500122,0.22631999,20704.8388936957,6309439.55278188
5486,S,Sand,Sand,Coarse,217.2599945,0.339468,31813.8119304323,9463837.71454604
5487,F,Fines,Fines,Fine,27.8274002,0.04348029,6370.75133190453,1212161.36040947
5488,SW,Swamp,Swamp,Natural Postglacial,92.20919799,0.144077,19101.8163139764,4016631.91758812
5489,SG,Sand+Gravel,Sand and Gravel,Coarse,263.9790039,0.412467,29519.8472165285,11498928.0270832
5490,SG,Sand+Gravel,Sand and Gravel,Coarse,523.21801757,0.817528,27537.6650066911,22791374.1777633
5491,W,Water,Water,Water,2.24679994,0.00351062,1356.60662340266,97870.6805600379
5492,TT,Thick Till,Thick Till,Thick Till,419.67199707,0.65573799,24687.7743863896,18280932.9022983
5493,TT,Thick Till,Thick Till,Thick Till,20.21319961,0.0315831,4556.91162383821,880486.878541631
5494,SW,Swamp,Swamp,Natural Postglacial,65.83200073,0.10286299,13593.2495884993,2867644.27434167
5495,T,Till,Till,Till,137.23599243,0.214431,10985.2134702997,5977989.46284114
5496,SG,Sand+Gravel,Sand and Gravel,Coarse,7.22730016,0.0112926,2888.21349100098,314820.907656898
5497,TT,Thick Till,Thick Till,Thick Till,31.87549972,0.04980539,5158.79517759215,1388495.55879181
5498,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,5.25809001,0.00821577,2583.11046058468,229042.398601521
5499,SW,Swamp,Swamp,Natural Postglacial,60.17240142,0.09401939,11913.5015295444,2621110.18287791
5500,SG,Sand+Gravel,Sand and Gravel,Coarse,41.03900146,0.06412339,9898.42742798722,1787658.73514029
5501,SG,Sand+Gravel,Sand and Gravel,Coarse,81.83860015,0.127873,19415.1374086948,3564889.72238246
5502,SG,Sand+Gravel,Sand and Gravel,Coarse,132.34300231,0.20678499,21265.8278820024,5764847.64576353
5503,F,Fines,Fines,Fine,6.10673999,0.00954177,2204.22103571551,266009.520513499
5504,SG,Sand+Gravel,Sand and Gravel,Coarse,5.01768016,0.00784012,1968.82641836123,218570.027759555
5505,SW,Swamp,Swamp,Natural Postglacial,32.91519927,0.05143,6038.45188432074,1433784.92204645
5506,W,Water,Water,Water,14.7400999,0.02303149,4596.48329113865,642081.007249535
5507,SG/F,Sand+Gravel/Fines,Sand and Gravel overlying Fines,Coarse over Fine,106.7330017,0.16677099,14281.2930936274,4649294.9419559
5508,TT,Thick Till,Thick Till,Thick Till,202.47000122,0.31635901,13417.2341909207,8819582.32884457
5509,A/F,Alluv/Fines,Alluvium overlying Fines,Natural Postglacial,54.16849899,0.08463829,10571.5127889315,2359579.35718429
5510,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,25.82110023,0.0403455,8953.02796539085,1124768.95292151
5511,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,78.06300354,0.121973,17424.7541939852,3400421.85844842
5512,SG,Sand+Gravel,Sand and Gravel,Coarse,0.94801902,0.00148127,1970.87950473989,41295.6391729553
5513,SG,Sand+Gravel,Sand and Gravel,Coarse,10.82629966,0.01691609,4879.18063999325,471593.154257655
5514,SG,Sand+Gravel,Sand and Gravel,Coarse,82.94680023,0.12960399,17235.2943637983,3613160.93881613
5515,T,Till,Till,Till,107.39399719,0.167803,10399.7667434089,4678075.64757463
5516,A,Alluvium,Alluvium,Natural Postglacial,33.32009887,0.0520627,7779.09067245813,1451424.80359858
5517,SW,Swamp,Swamp,Natural Postglacial,101.47000122,0.15854699,12071.432019861,4420036.59710189
5518,SG,Sand+Gravel,Sand and Gravel,Coarse,109.6819992,0.171378,13219.7404012395,4777746.99801761
5519,TT,Thick Till,Thick Till,Thick Till,50.29050064,0.07857889,6149.4446176121,2190653.43455529
5520,S,Sand,Sand,Coarse,281.26800537,0.43948099,21275.9537361538,12252024.162958
5521,W,Water,Water,Water,640.3250122,1.00050997,47869.0353488961,27892571.6166345
5522,S,Sand,Sand,Coarse,47.5990982,0.0743736,7957.41473204747,2073417.71445267
5523,A/S,Alluv/Sand,Alluvium overlying Sand,Natural Postglacial,53.82120132,0.08409559,11170.619860942,2344451.51170053
5524,T,Till,Till,Till,120.3769989,0.18808899,10960.3059941534,5243620.00596378
5525,TT,Thick Till,Thick Till,Thick Till,737.99700927,1.15312004,25737.8275577219,32147161.1025876
5526,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,1.49337995,0.00233341,2311.43907812132,65051.4923593264
5527,A/F,Alluv/Fines,Alluvium overlying Fines,Natural Postglacial,796.12701416,1.24395,57504.0493448411,34679286.3517531
5528,S/F,Sand/Fines,Sand overlying Fines,Coarse over Fine,192.76899719,0.30120199,14267.6470744291,8397022.08330039
5529,T,Till,Till,Till,17333.09960937,27.08289909,564973.566491549,755029235.465444
5530,W,Water,Water,Water,20.14590072,0.03147789,4538.47629896646,877553.133118156
5531,S/F,Sand/Fines,Sand overlying Fines,Coarse over Fine,177.63200378,0.27755001,14672.0608192613,7737657.34275604
5532,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,15.57439994,0.024335,6400.07070849622,678420.336366314
5533,G,Gravel,Gravel,Coarse,151.1269989,0.236135,19020.3936949576,6583073.25274123
5534,SG,Sand+Gravel,Sand and Gravel,Coarse,46.48149871,0.07262729,9631.76180588176,2024732.90354007
5535,TT,Thick Till,Thick Till,Thick Till,258.82000732,0.40440601,18477.342652952,11274188.1870772
5536,T,Till,Till,Till,29.14570045,0.0455401,5869.86417113343,1269586.27000478
5537,SG/S,Sand+Gravel/Sand,Sand and Gravel overlying Sand,Stacked Coarse,148.59599304,0.23218199,17261.314092576,6472855.12447341
5538,T,Till,Till,Till,317.70599365,0.49641498,31293.042029167,13839273.8721262
5539,TT,Thick Till,Thick Till,Thick Till,157.73800659,0.24646599,11377.8072198015,6871065.42360842
5540,SG,Sand+Gravel,Sand and Gravel,Coarse,70.92849731,0.110826,14326.6072913518,3089643.88898903
5541,F,Fines,Fines,Fine,185.10699462,0.289229,50448.1896575401,8063247.31188746
5542,SG,Sand+Gravel,Sand and Gravel,Coarse,45.33039855,0.07082869,9184.76768609297,1974590.27747228
5543,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,9.33028984,0.0145786,5982.31082488954,406427.260058485
5544,A/S,Alluv/Sand,Alluvium overlying Sand,Natural Postglacial,0.06035479,9.43e-05,360.365626490145,2629.07241692191
5545,T,Till,Till,Till,28.41449928,0.0443977,4398.65169010954,1237736.99019183
5546,TT,Thick Till,Thick Till,Thick Till,53.61700057,0.0837766,5567.0251956847,2335556.72582774
5547,A/S,Alluv/Sand,Alluvium overlying Sand,Natural Postglacial,55.58520126,0.0868519,10905.1419187449,2421291.24365025
5548,T,Till,Till,Till,55.16970062,0.0862027,6068.29547713079,2403192.87735554
5549,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,1.32167994,0.00206512,2959.66443552222,57572.1739033866
5550,T,Till,Till,Till,103.84700012,0.16226099,10762.3527858188,4523572.79287841
5551,A/S,Alluv/Sand,Alluvium overlying Sand,Natural Postglacial,1.15158998,0.00179935,2042.82665359965,50162.9788091369
5552,SG,Sand+Gravel,Sand and Gravel,Coarse,37.35520172,0.05836749,10381.3326879948,1627192.48168106
5553,G/S,Gravel/Sand,Gravel overlying Sand,Stacked Coarse,335.89898681,0.52484297,52325.5242069734,14631775.5659186
5554,SG,Sand+Gravel,Sand and Gravel,Coarse,82.2444992,0.128507,14893.6157929883,3582571.44785231
5555,T,Till,Till,Till,246.72200012,0.38550299,35479.0277546597,10747207.9535676
5556,W,Water,Water,Water,5.85768985,0.00915263,1983.82360789289,255160.826988393
5557,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,2.07427,0.00324105,2446.56581131892,90355.2562847878
5558,T,Till,Till,Till,8.97593975,0.0140249,2458.24691660989,390991.987705509
5559,SG/S,Sand+Gravel/Sand,Sand and Gravel overlying Sand,Stacked Coarse,378.51000976,0.591421,35496.6979684703,16487880.2809678
5560,SG/S,Sand+Gravel/Sand,Sand and Gravel overlying Sand,Stacked Coarse,20.15320014,0.0314893,4347.6426949675,877872.081198859
5561,SG,Sand+Gravel,Sand and Gravel,Coarse,1.72056996,0.00268839,1092.36842800668,74948.2018406643
5562,W,Water,Water,Water,10.93459987,0.0170853,5323.75403813777,476311.798329809
5563,W,Water,Water,Water,5.64812994,0.0088252,1865.97800579036,246032.506713396
5564,T,Till,Till,Till,28.78330039,0.04497399,8518.05766646321,1253801.75513555
5565,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,32.79729843,0.0512458,8517.57508751864,1428649.59926139
5566,S,Sand,Sand,Coarse,369.62200927,0.57753497,22998.917093554,16100735.7979813
5567,TT,Thick Till,Thick Till,Thick Till,806.4710083,1.26011002,30512.4170674853,35129870.4354156
5568,SW,Swamp,Swamp,Natural Postglacial,76.01750183,0.11877699,16555.1159729643,3311324.28301887
5569,W,Water,Water,Water,17.41130065,0.0272051,5677.29159249528,758434.13419876
5570,SG,Sand+Gravel,Sand and Gravel,Coarse,4.50297021,0.00703589,3467.50340702087,196149.362938488
5571,W,Water,Water,Water,8.97591972,0.0140249,15869.7359491685,390991.258968428
5572,SG,Sand+Gravel,Sand and Gravel,Coarse,0.363108,0.00056735,503.871651176724,15816.9808291479
5573,TT,Thick Till,Thick Till,Thick Till,2066.81005859,3.2293899,91224.3169758626,90030256.2463877
5574,SW,Swamp,Swamp,Natural Postglacial,23.43090057,0.0366107,6143.785027474,1020647.54780415
5575,T,Till,Till,Till,9.5806303,0.0149697,3504.095749838,417332.302425542
5576,SG,Sand+Gravel,Sand and Gravel,Coarse,0.32949,0.00051482,450.080264048581,14352.5881777518
5577,A/F,Alluv/Fines,Alluvium overlying Fines,Natural Postglacial,265.77099609,0.415268,39911.8061082273,11577004.7581282
5578,S,Sand,Sand,Coarse,10.45590019,0.0163374,2863.54615507275,455460.278169957
5579,T,Till,Till,Till,18.59040069,0.0290475,3242.18567574459,809796.807474651
5580,A/S,Alluv/Sand,Alluvium overlying Sand,Natural Postglacial,4.85675001,0.00758867,2237.99208172623,211560.155614681
5581,W,Water,Water,Water,9.43706989,0.0147454,3633.45347553273,411078.674536231
5582,W,Water,Water,Water,111.83000183,0.17473499,14340.8749558774,4871335.12951631
5583,W,Water,Water,Water,11.46899986,0.01792039,5290.61885143626,499591.695180689
5584,SW,Swamp,Swamp,Natural Postglacial,31.38409996,0.04903769,5546.52157898226,1367092.78183281
5585,SW,Swamp,Swamp,Natural Postglacial,25.94239997,0.04053509,4749.5322463701,1130052.72146817
5586,SG/S/F,Sand+Gravel/Sand/Fines,Sand and Gravel overlying Sand overlying Fines,Coarse over Fine,355.32699584,0.55519801,27125.7175732756,15478023.6409915
5587,W,Water,Water,Water,11.26970005,0.0176088,4620.69307270688,490906.231883915
5588,T,Till,Till,Till,50.01879882,0.07815439,7162.97841794335,2178819.69399448
5589,SG,Sand+Gravel,Sand and Gravel,Coarse,48.55989837,0.0758749,9337.14346792493,2115270.28658614
5590,A/F,Alluv/Fines,Alluvium overlying Fines,Natural Postglacial,4.53219985,0.00708155,2845.05362646649,197422.779398348
5591,SW/F,Swamp/Fines,Swamp overlying Fines,Natural Postglacial,54.54750061,0.08523049,14338.7617415542,2376088.25996267
5592,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,39.13819885,0.0611534,8179.92056740384,1704858.06789384
5593,SW/F,Swamp/Fines,Swamp overlying Fines,Natural Postglacial,339.69799804,0.53077799,34172.6124381177,14797236.7393685
5594,F,Fines,Fines,Fine,5.75721979,0.00899565,2011.10598675102,250784.586492807
5595,TT,Thick Till,Thick Till,Thick Till,62.33520126,0.0973988,6856.32043311808,2715322.04317556
5596,F,Fines,Fines,Fine,47.95470046,0.0749292,7313.82891467875,2088907.3337929
5597,W,Water,Water,Water,55.1393013,0.0861551,7952.17418493719,2401865.59620494
5598,W,Water,Water,Water,6.40923976,0.01001439,2562.37739455011,279186.523324425
5599,TT,Thick Till,Thick Till,Thick Till,20.62789916,0.03223099,3620.81984837713,898549.69300462
5600,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,3.1954801,0.00499293,2284.30741084685,139195.087468982
5601,TA,Talus,Talus,Natural Postglacial,40.16320037,0.062755,9414.77715574026,1749508.8067071
5602,TT,Thick Till,Thick Till,Thick Till,48.57260131,0.07589469,5466.64456642981,2115824.03393067
5603,T,Till,Till,Till,31.17140007,0.0487052,5501.13302427085,1357824.21984666
5604,SG,Sand+Gravel,Sand and Gravel,Coarse,3.17588996,0.00496233,1500.38408699886,138341.674059576
5605,SG,Sand+Gravel,Sand and Gravel,Coarse,130.12800598,0.203326,20532.4921328445,5668397.50253296
5606,SG,Sand+Gravel,Sand and Gravel,Coarse,42.67699813,0.0666828,10093.4403132923,1859010.22395026
5607,SG,Sand+Gravel,Sand and Gravel,Coarse,12.61390018,0.01970919,3756.12761942623,549459.646826962
5608,SG,Sand+Gravel,Sand and Gravel,Coarse,3.18700003,0.00497969,1374.5065820394,138825.725116593
5609,A/S,Alluv/Sand,Alluvium overlying Sand,Natural Postglacial,1.28770995,0.00201205,1081.98361331789,56092.8236018991
5610,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,2.77359008,0.00433372,2557.8943518871,120817.379754832
5611,W,Water,Water,Water,20.02330017,0.03128639,6724.81572808779,872214.46069699
5612,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,22.43050003,0.03504759,12521.611940158,977072.066598358
5613,S/F,Sand/Fines,Sand overlying Fines,Coarse over Fine,318.58999633,0.49779701,27555.4174528337,13877774.9918368
5614,T,Till,Till,Till,81.33439636,0.127085,16305.7414038789,3542925.25974981
5615,W,Water,Water,Water,5.35711002,0.00837047,6162.4036323534,233355.837807637
5616,G,Gravel,Gravel,Coarse,26.90369987,0.04203709,11002.2798203145,1171926.50273729
5617,SW,Swamp,Swamp,Natural Postglacial,27.22949981,0.0425461,8680.52685621627,1186117.30600615
5618,TT,Thick Till,Thick Till,Thick Till,215.59100341,0.33686101,16280.621795104,9391140.45213559
5619,SW,Swamp,Swamp,Natural Postglacial,26.23609924,0.04099389,5037.02640411362,1142844.48856895
5620,G,Gravel,Gravel,Coarse,20.36310005,0.03181739,7854.12208411689,887018.184376238
5621,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,46.71519851,0.0729925,21787.2330525709,2034913.2754848
5622,SG,Sand+Gravel,Sand and Gravel,Coarse,13.64120006,0.0213143,4650.8299144127,594209.227091738
5623,T,Till,Till,Till,1127.9699707,1.76245999,44130.7705758548,49134575.7939689
5624,T,Till,Till,Till,149.01100158,0.23283,14996.8835249089,6490923.50225975
5625,A/S,Alluv/Sand,Alluvium overlying Sand,Natural Postglacial,3.00862002,0.00470096,1773.0260920076,131055.481017631
5626,W,Water,Water,Water,23.42869949,0.03660739,4954.89503467717,1020556.42208578
5627,SG,Sand+Gravel,Sand and Gravel,Coarse,24.86650085,0.03885389,6613.92456701732,1083184.71228581
5628,TT,Thick Till,Thick Till,Thick Till,436.38198852,0.68184602,30551.73014979,19008789.2979111
5629,T,Till,Till,Till,15.68319988,0.024505,3339.18544234679,683160.59530789
5630,T,Till,Till,Till,20.64629936,0.03225979,4920.91659239376,899351.549081053
5631,SG,Sand+Gravel,Sand and Gravel,Coarse,56.14390182,0.0877249,9930.69501163399,2445629.40813566
5632,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,8.50675964,0.0132918,4125.48757134,370554.687962418
5633,SG,Sand+Gravel,Sand and Gravel,Coarse,42.28789901,0.0660748,5981.0684943292,1842059.17778704
5634,A/S,Alluv/Sand,Alluvium overlying Sand,Natural Postglacial,10.89680004,0.0170262,5194.24361187004,474664.16496582
5635,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,6.04130983,0.00943954,3798.93821609551,263159.176024684
5636,A/F,Alluv/Fines,Alluvium overlying Fines,Natural Postglacial,49.34199905,0.0770969,7069.15494707468,2149337.95574307
5637,A/S,Alluv/Sand,Alluvium overlying Sand,Natural Postglacial,5.74878978,0.00898247,4070.71263096754,250417.184259535
5638,G,Gravel,Gravel,Coarse,9.10058975,0.0142197,2851.97633683988,396421.657711162
5639,W,Water,Water,Water,5.44928979,0.0085145,4006.42314487239,237370.959016571
5640,TT,Thick Till,Thick Till,Thick Till,545.83398437,0.85286599,30023.6626270967,23776539.8065849
5641,SG,Sand+Gravel,Sand and Gravel,Coarse,129.85099792,0.202892,11979.2847283919,5656297.54949842
5642,SG,Sand+Gravel,Sand and Gravel,Coarse,8.55953979,0.01337429,2458.74965606597,372853.541186488
5643,SG/S,Sand+Gravel/Sand,Sand and Gravel overlying Sand,Stacked Coarse,702.94799804,1.09835994,55979.5155372423,30620411.3246477
5644,TT,Thick Till,Thick Till,Thick Till,470.20498657,0.73469597,25913.4821973576,20482140.4497794
5645,SW,Swamp,Swamp,Natural Postglacial,112.73600006,0.176151,14408.4143338673,4910797.02789063
