ObjectId,Source_Name,Road,From_,To_,Classification,District,Lane_Miles
781,FY 18-19,Cottage View Ct,Whitney Hill Rd,Dead End,Local,20,0.239881462
782,FY 18-19,Cottagehill Rd,La Costa Rd,Collingwood Rd,Local,11,0.402790761
783,FY 18-19,Cove Ct,Cove Dr,Dead End,Local,23,0.053520098
784,FY 18-19,Crawfordshire Ln,Hunsinger Ln,Dead End,Local,11,0.409817974
785,FY 18-19,Creedmoor Ct,Roseborough Rd,Dead End,Local,23,0.134575835
786,FY 18-19,Crestridge Dr,Gaywood Dr,Nanka Rd,,25,0.377051362
787,FY 18-19,Damascus Cir,Berea Ct,Dead End,Local,23,0.447372179
788,FY 18-19,Daverman Ct,Daverman Dr,Dead End,Local,23,0.165809769
789,FY 18-19,Davies Ave,S 6th St,S 7th St,Local,6,0.410759264
790,FY 18-19,Dawkins Ct,McCrea Ln,Dead End,Local,24,0.103606762
791,FY 18-19,Deercross Pl,Lake Forest Pkwy,Dead End,,19,0.273850328
792,FY 18-19,Del Park Ter,S 31st St,S 32nd St,Local,5,0.333877983
793,FY 18-19,Denmark St,Warren Ave,5th St,Pvmt Rehab,15,1.290021033
794,FY 18-19,Doe Run Rd,Flintlock Dr,Flintlock Dr,Local,12,0.857758173
795,FY 18-19,Dominick Michael Dr,S English Station Rd,Dead End,,20,0.377035133
796,FY 18-19,Dover Rd,Crums Ln,Rockford Ln,Primary Collector,1,3.769901457
797,FY 18-19,Dresden Ave,Warren Ave,5th St,Pvmt Rehab,15,1.213760354
798,FY 18-19,E Burnett Ave,S Preston St,Shelby St,Minor Arterial,4,1.53565345
799,FY 18-19,E Burnett Ave,S Shelby St,Eastern Pkwy,Minor Arterial,10,1.583420646
800,FY 18-19,E Indian Trl,Poplar Level Rd,Newburg Rd,Minor Arterial,10,2.120232288
801,FY 19-20,Blackhorse Dr,Seatonville Rd,Dead End,Local,22,0.557447872
802,FY 19-20,Browns Ln,Kresge Way,Lowe Rd,Minor Arterial,18,2.712731427
803,FY 19-20,Browns Ln,Kresge Way,Lowe Rd,Minor Arterial,26,1.356365714
804,FY 19-20,Browns Ln,Taylorsville Rd,McMahan Blvd,Minor Arterial,"11, 18 & 26",1.137850257
805,FY 19-20,Business Park Dr,Poplar Level Rd,Dead End,Local,2,0.929101426
806,FY 19-20,Carolyn Way,Jeanine Dr,Norene Ln,Local,2,0.362656124
807,FY 19-20,Cedar Lake Ct,Cedar Look Dr,Dead End,Local,22,0.09730986
808,FY 19-20,Cedar Lake Dr,Longlake Dr,Blackhorse Dr,Local,22,0.316281063
809,FY 19-20,Central Ave,Taylor Blvd,7th Street Rd,Minor Arterial,6,2.733851692
810,FY 18-19,Taylor Ave,Poplar Level Rd,Dead End (east),Local,10,1.23062242
811,FY 18-19,Rolling Stone Ct,Rolling Stone Dr,Dead End,Local,24,0.049855885
812,FY 19-20,Mamaroneck Rd,Nepperhan Rd,Greenwich Rd,Local,26,1.298882138
813,FY 19-20,Central Ave,Taylor Blvd,Rodman St,Minor Arterial,15,1.301738464
814,FY 19-20,Chukkar Cove Ct,Dead end,Mallet Hill Dr,Local,19,0.05926878
815,FY 19-20,Clark Station Rd,Spotswood Ln,County Line,Secondary Collector,20,1.801433357
816,FY 19-20,Colonial Hill Rd,Schuff Ln,Newburg Rd,Local,10,0.540981797
817,FY 19-20,Colorado Ave,Arcade Ave,Central Ave,Local,6,0.715444938
818,FY 19-20,Cooper Chapel Rd,Maple Rd,Beulah Church Rd,Primary Collector,23,3.887763236
819,FY 19-20,Cowdrey Park Ln,Polo Fields Ln,Mallet Hill Dr,Local,19,0.302640804
820,FY 19-20,Crabbs Ln,Lexington Rd,Frankfort Ave,Local,9,0.499029498
821,FY 19-20,Crabbs Ln,Lexington Rd,Wentworth Ave,Local,9,0.286573966
822,FY 19-20,Crittenden Dr,Eastern Pkwy,University Blvd,Minor Arterial,15,0.763580535
823,FY 19-20,Crittenden Dr,University Blvd,Bradley Ave,Local,15,0.543026668
824,FY 19-20,Darwin Blvd,Beeston Blvd,Bowen Ave,Local,14,0.551855314
825,FY 19-20,Deibel Ct,Deibel Way,Dead End,Local,26,0.149314482
826,FY 19-20,Dellafay Dr,Dead end,Dead End,Local,2,0.816097998
827,FY 19-20,Dunkirk Ln,Beeston Blvd,Petwood Blvd,Local,14,0.151531381
828,FY 19-20,Dunkirk Ln,Petwood Blvd,Nathan Hale Way,Local,14,1.113951209
829,FY 19-20,E Kentucky St,S 1st St,Barret Ave,Primary Collector,4,4.599298902
830,FY 19-20,E Warnock St,Crittenden Dr,Bradley Ave,Local,15,0.343895251
831,FY 19-20,Eastpoint Pkwy,Nelson Miller Pkwy,"to 1,340' from Nelson Miller on southern section",Local,19,0.913375399
832,FY 19-20,Eastpoint Pkwy,Nelson Miller Pkwy,"to 2,430 from Nelson Miller on northern section",Local,19,1.65634494
833,FY 19-20,Edgeland Ave,Bardstown Rd,Willow Ave,Local,8,0.644656721
834,FY 19-20,English Station Way,Shelbyville Rd,S English Station Rd,Local,19,1.404030667
835,FY 19-20,English Station Way,Shelbyville Rd,S English Station Rd,Local,20,1.404030667
836,FY 19-20,Epson Ct,Polo Club Ct,Dead End,Local,19,0.089584794
837,FY 19-20,Evergreen Ave,Whiteway Ave,Dead End,Local,8,0.051835839
838,FY 19-20,Fleming Rd,Dundee Rd,Valley Vista Rd,Local,8,0.561105918
839,FY 19-20,Forest Hill Dr,Newburg Rd,Ashwood Dr,Local,8,0.342077588
840,FY 19-20,Gardiner Ln,I-264 Ramp,Bardstown Rd,Primary Collector,8,2.272779206
841,FY 19-20,Graf Dr,Landside,Dead End,,26,0.210183454
842,FY 19-20,Grand Ave,S 45th St,Southwestern Pkwy,Local,5,0.234916647
843,FY 19-20,Harvey Ln,Redbud Ln,Mylanta Pl,Local,26,0.106087546
844,FY 19-20,Horton Ave,Rosemont Ave,Midland Ave,Local,26,0.284990003
845,FY 19-20,Hurlingham Ct,Polo Fields Ln,Dead End,Local,19,0.14036574
846,FY 19-20,Kinross Blvd,Ethan Allen Way,Welford Ave,Local,14,0.328363974
847,FY 19-20,Lagoona Dr,Rangeland Rd,Garda Dr,Local,2,0.78399678
848,FY 19-20,Lake Buckhorn Ct,Lake Elkhorn Dr,Dead End,Local,22,0.094683337
849,FY 19-20,Lake Elkhorn Ct,Lake Elkhorn Dr,Dead End,Local,22,0.094724235
850,FY 19-20,Lake Elkhorn Dr,Longlake Dr,Blackhorse Dr,Local,22,0.32386104
851,FY 19-20,Lake Storm Ct,Cedar Lake Dr,Dead End,Local,22,0.076163304
852,FY 19-20,Lakegreen Ct,Cedar Lake Dr,Dead End,Local,22,0.097747721
853,FY 19-20,Lancashire Ave,Dead end,Dead End,Local,8,0.967467087
854,FY 19-20,Laurelwood Ave,Blossomwood Dr,Dead End,Local,18,0.511945938
855,FY 19-20,Lilly Ave,Crittenden Dr,Bradley Ave,Local,15,0.448443302
856,FY 19-20,Longlake Ct,Holly Lake Dr,Dead End,Local,22,0.03141505
857,FY 19-20,Lowe Rd,McMahan Blvd,Statton Rd,Primary Collector,18,0.210735244
858,FY 19-20,Lynnbrook Ct,Lynnbrook Dr,Dead End,Local,18,0.060325621
859,FY 19-20,Lynnbrook Dr,Blossomwood Dr,Browns Ln,Local,18,0.577981616
860,FY 19-20,Mallet Hill Dr,Fandango Ct,Dead End,Local,19,1.590389759
861,FY 19-20,Melda Ln,Forest Dr,Norene Ln,Local,2,0.779014437
862,FY 18-19,Teakwood Ln,Maryman Rd,Maryman Rd,Pvmt Rehab,14,0.41939316
863,FY 18-19,Rolling Stone Dr,Blue Creek Dr,Ripple Creek Dr,Local,13,0.288249786
864,FY 19-20,Meyers Ln,Christie Ave,Dixie Hwy,Local,12,0.546191348
865,FY 18-19,Teresa Pl,E Kingston Ave,E Southland Blvd,Local,21,0.194084158
866,FY 19-20,Midland Ave,Horton Ave,Dead End,Local,26,0.338023552
867,FY 18-19,Rolling Stone Dr,Blue Creek Dr,Ripple Creek Dr,Local,24,0.288249786
868,FY 18-19,Terry Pl,E Kingston Ave,E Southland Blvd,Local,21,0.225471294
869,FY 19-20,Murphy Lane,Westport Rd,Halifax Ln,,17,1.319931318
870,FY 18-19,Ronnie Ave,Tahia Dr,Dead End,Local,12,0.363337748
871,FY 18-19,The Meadow Rd,Dead end,Metro ROW (North of Farnham),Local,7,0.497325439
872,FY 19-20,Mylanta Pl,Deibel Way,Dead End,Local,26,0.325808211
873,FY 18-19,S 15th St,W Jefferson St,W Main St,Minor Arterial,4,0.682687901
874,FY 18-19,Thornberry Ave,Taylor Blvd,Dead End (churchill Downs),Local,15,0.163313729
875,FY 19-20,N 3rd St,W Main St,W River Rd,Minor Arterial,4,0.397813612
876,FY 18-19,S 1st St,Hill St,E Lee St,Minor Arterial,6,1.199527408
877,FY 18-19,Trewlaney Ct,McCrea Ln,Dead End,Local,24,0.065322246
878,FY 19-20,Nachand Ln,Watterson Trl,Breckenridge Ln,Secondary Collector,22,2.554266638
879,FY 18-19,S 29th St,W Broadway,W Madison St,Local,5,0.836829088
880,FY 18-19,Triton Spring Ct,Saratoga Hill Rd,Dead End,Local,20,0.086843045
881,FY 19-20,Nathan Hale Way,Betsy Ross Dr,Dead End,Local,14,1.211536963
882,FY 18-19,S 30th St,W Broadway,W Madison St,Local,5,0.857305056
883,FY 18-19,Tropic Ct,Mile of Sunshine Dr,Dead End,Local,2,0.054773312
884,FY 19-20,Norton Ave,Park Brook Ln,Norton Ct,Local,21,1.222296876
885,FY 18-19,S 31st St,Del Park Ter,W Broadway,Local,5,0.464818493
886,FY 18-19,Tulip Grove Ct,White Blossom Blvd,Dead End,Local,17,0.31612721
887,FY 19-20,Oaknoll Dr,Glen Valley Rd,Dellafay Dr,Local,2,0.201517099
888,FY 18-19,S 32nd St,W Broadway,Del Park Ter,Local,5,0.514075848
889,FY 18-19,Utah Ave,Winkler Ave,Oleanda Ave,Local,6,2.348306328
890,FY 19-20,Park Brook Ln,Preston Hwy,Norton Ave,Local,21,0.329986887
891,FY 18-19,S 36th St,Penway Ave,Hudson Ave,Local,1,0.212421451
892,FY 18-19,S 37th St,Penway Ave,Hudson Ave,Local,1,0.245870336
893,FY 18-19,S 39th St,Garland Ave,Greenwood Ave,Local,5,0.578119888
894,FY 18-19,S 3rd St reconfiguration,W Florence,W Collins Ct,Primary Collector,15,1.287159837
895,FY 18-19,S 4th St,M St,Oakdale Ave,Minor Arterial,15,1.049912687
896,FY 18-19,S 4th St,W Broadway,W Kentucky St,Minor Arterial,4,1.621495157
897,FY 18-19,S 4th St,W Kentucky St,M St,Minor Arterial,6,6.781062554
898,FY 18-19,S 5th St,W St Catherine St,W Main St,Minor Arterial,"4, 6",4.241499182
899,FY 18-19,S 6th St,Davies Ave,Mix St,Local,6,0.057645867
900,FY 18-19,S 6th St,W Southern Heights Ave,W Ashland Ave,Local,21,0.891122017
901,FY 18-19,S 7th St,W Main St,W Broadway,Major Arterial,4,2.625193776
902,FY 18-19,S Brook,E Broadway,E Lee St,Minor Arterial,"4, 6",5.411473345
903,FY 18-19,S Floyd St,E Hill St,Warnock (University Blvd),Minor Arterial,6,2.952463257
904,FY 18-19,Samoset Ct,Dead end,Dead End,Local,11,0.13830464
905,FY 18-19,Sandalwood Ct,Pinecroft Dr,Dead End,Local,24,0.046583119
906,FY 18-19,Saratoga Club Rd,Saratoga Hill Rd,Saratoga Woods Dr,Local,20,0.35122465
907,FY 18-19,Saratoga Hill Ct,Saratoga Hill Rd,Dead End,Local,20,0.131648101
908,FY 18-19,Saratoga Woods Ct,Saratoga Woods Dr,Dead End,Local,20,0.263161824
909,FY 18-19,Saratoga Woods Dr,Taylorsville Rd,Saratoga Club Rd,Local,20,1.554382352
910,FY 18-19,Schuff Ln,Dead end,Newburg Rd,Local,10,0.702883592
911,FY 18-19,Science Hill Ct,Rochelle Rd,Dead End,Local,23,0.082473189
912,FY 18-19,Scottsdale Blvd,New Cut Rd,Elmer Ln,Local,13,0.430899613
913,FY 18-19,Shagbark Rd,Oboe Dr,Broadleaf Dr,Pvmt Rehab,1,0.400973099
914,FY 18-19,Shasta Trl,Ilex Ave,Unseld,Local,2,1.004209836
915,FY 18-19,Silver Oaks Ct,Stone Wynde Dr,Dead End,Pvmt Rehab,25,0.115973358
916,FY 18-19,Silverwood Ln,Stonestreet Rd,Northridge Dr,Local,25,1.34895387
917,FY 18-19,Similax Ave,Norton Ave,Loretta St,Local,21,0.305448443
918,FY 18-19,Sirate Ln,Dead end,Dead End,Local,24,0.736299369
919,FY 18-19,Speed Ave,Spring Dr,Sulgrave Rd,Local,8,0.920133209
920,FY 18-19,Spourtland Dr,Rochelle Rd,Roseborough Rd,Local,23,0.408315806
921,FY 18-19,Springhurst Blvd,Hurstbourne Pkwy,Towne Center Dr,,17,3.400603074
922,FY 18-19,Stablelake Ct,Cedar Lake Dr,Dead End,Local,22,0.097706824
923,FY 18-19,Sternbach Ct,Kenhurst Dr,Dead End,Local,12,0.056331308
924,FY 18-19,Stone Wynde Dr,Valley College Dr,E Pages Ln,Pvmt Rehab,25,1.072015139
925,FY 18-19,Stoneham Pl,Whitney Hill Rd,Dead End,Local,20,0.180302057
926,FY 18-19,Sumac Rd,Oboe Dr,Broadleaf Dr,Pvmt Rehab,1,0.366161616
927,FY 18-19,Summer Glen Way,Saratoga Woods Dr,Dead End,,20,0.080382878
928,FY 18-19,Summer Wynde Ct,Stone Wynde Dr,Dead End,Pvmt Rehab,25,0.064137519
929,FY 18-19,Swako Ln,Knight Rd,Dead End,Local,15,0.332956818
930,FY 18-19,Sylvan Ct,Dead end,Dead End,Local,10,0.281883748
931,FY 18-19,Sylvan Way,Schuff Ln,Newburg Rd,Local,10,1.595923892
932,FY 18-19,Sylvan Wynde,Sylvan Way,Dead End,Local,10,0.182009686
933,FY 18-19,Tamarack Ln,Poinsettia Dr,Maryman Rd,Pvmt Rehab,14,0.43393446
934,FY 18-19,Tamarind Ct,Sunday Dr,Dead End,Local,2,0.103622991
935,FY 18-19,Tamarisk Ct,Tamarisk Pkwy,Dead End,Local,18,0.28183506
936,FY 18-19,Tamarisk Pkwy,Dorsey Way,Elsmere Cir,Local,18,0.91149282
937,FY 18-19,Tamarisk Pkwy,Hurstbourne Pky,Elsmere Cir,Local,18,0.885039339
938,FY 19-20,Petwood Blvd,Dunkirk Ln,Dead End,Local,14,0.44568435
939,FY 18-19,Vega Lane,Holiday Dr,Dead End,,25,0.674742281
940,FY 19-20,Pixley Way,Melda Ln,Melda Ln,Local,2,0.497552647
941,FY 18-19,Veranda Way,Saratoga Woods Dr,Dead End,Local,20,0.098705565
942,FY 19-20,Plato Ter,Sunset Ave,Virginia Ave,Local,5,0.289268001
943,FY 18-19,Vetter Ave,Queen Ave, Dead End (Alley),Local,15,0.412593155
944,FY 19-20,Polo Club Ct,Dead end,Mallet Hill Dr,Local,19,0.362867103
945,FY 19-20,Princeton Dr,Bellarmine Blvd,Saratoga Dr,Local,8,0.411408429
946,FY 19-20,Proximity Dr,Business Park Dr,Dead End,Local,2,0.491223287
947,FY 19-20,Rainbow Dr,Beeston Blvd,Tennis Blvd,Local,14,1.20769066
948,FY 19-20,Rawlings St,S Preston St,Bland St,Local,15,0.665345616
949,FY 19-20,Ridge Rd,Saratoga Dr,Dead End,Local,8,0.181035938
950,FY 19-20,Rockwood Rd,Dead end,Ronwood Dr,Local,24,0.22087845
951,FY 19-20,Rosedale Ave,Speed Ave,Princeton Dr,Local,8,0.764213471
952,FY 19-20,S 11th St,Dead end,S 12th St,Local,6,0.587315962
953,FY 19-20,S 7th St,W Broadway,Myrtle St,Major Arterial,6,3.499754616
954,FY 19-20,S 7th St,W Main St,W Broadway,Major Arterial,4,2.625193776
955,FY 19-20,S 8th St,Oakland Ave,W Burnett Ave,Local,6,0.172045
956,FY 19-20,S 9th St,W Magnolia Ave,W Hill St,Local,6,0.540884423
957,FY 19-20,Sandray Blvd,Watson Ln,Dead End,Local,14,0.59145439
958,FY 19-20,Saratoga Dr,Princeton Dr,Valley Vista Rd,Local,8,1.056500091
959,FY 19-20,Saratoga Dr,Ridge Rd,Ashwood Dr,Local,8,0.434291501
960,FY 19-20,Saratoga Dr,Valley Vista Rd,Ridge Rd,Local,8,0.171606814
961,FY 19-20,Seatonville Rd,Lovers Ln,Billtown Rd,Primary Collector,22,4.151507524
962,FY 19-20,South Park Rd,Blue Lick Rd,Preston Hwy,Primary Collector,24,1.491375841
963,FY 19-20,Southside Dr,W Kenwood Way,W Tenny Ave,Local,21,0.384565449
964,FY 19-20,Stablelake Ct,Cedar Lake Dr,Dead End,Local,22,0.097706824
965,FY 19-20,Stanton Blvd,Hikes Ln,Allison Way,Local,26,2.183564436
966,FY 19-20,Sunset Ave,S 45th St,Southwestern Pkwy,Local,5,0.276868947
967,FY 19-20,Tennis Blvd,Watson Ln,Dead End (south),Local,14,0.565244346
968,FY 19-20,Tidworth Ct,Dead end,Polo Fields Ln,Local,19,0.089876918
969,FY 19-20,Tremont Dr,Tyler Ln,Gardiner Ln,Local,8,0.82276817
970,FY 19-20,Uranus Dr,Gabriel Dr,Feyhurst Dr,Local,12,0.486435694
971,FY 19-20,Valley Vista Rd,Douglass Blvd,Trevilian Way,Local,8,0.853830724
972,FY 19-20,W Burnett Ave,S 7th St,S 10th St,Local,6,0.199569603
973,FY 19-20,W Hill St,S 17th St,McCloskey Ave,Minor Arterial,3,0.44083184
974,FY 19-20,W Hill St,S 1st St,S 17th St,Minor Arterial,6,4.736877126
975,FY 19-20,W Magnolia Ave,Louis Coleman Jr Dr,Gibson Ln,Local,1,1.313991457
976,FY 19-20,Wainwright Ave,Crittenden Dr,Bradley Ave,Local,15,0.550946483
977,FY 19-20,Welford Ave,Kinross Blvd,Wilken Way,Local,14,0.374373556
978,FY 19-20,Whiteway Ave,Tyler Ln,Dead End,Local,8,0.686839474
979,FY 19-20,Wilken Way,Laverton Ave,Welford Ave,Local,14,0.31612721
980,FY 19-20,Winstead Dr,Greenbelt Hwy,Cane Run Rd,Primary Collector,12,1.342119784
981,FY 19-20,Wood Rd,Rutledge Rd,Terry Rd,Local,12,0.686459713
982,FY 19-20,Woodhill Ln,Dead end,Rockwood Rd,Local,24,0.826354808
983,FY 18-19,W Cardinal Blvd,S 3rd St,Dead End,Local,6,0.642802057
984,FY 18-19,W Cardinal Blvd,S 3rd St,E Cardinal Blvd,Minor Arterial,6,0.866888681
985,FY 18-19,W Chestnut St,S 2ndSt,S 9th St,Minor Arterial,4,1.587955389
986,FY 18-19,W Chestnut St,S 9th St,S 22nd St,Minor Arterial,4,3.354041702
987,FY 18-19,W Jefferson St,S 2nd St,S 9th St,Minor Arterial,4,3.052390875
988,FY 18-19,W Jefferson St,S 9th St,S 22nd St,Minor Arterial,4,9.675952974
989,FY 18-19,W Kentucky St,S 1st St,9th,Primary Collector,"4, 6",2.112172496
990,FY 18-19,W Kentucky St,S 39th St,Dead End,Local,5,0.245270832
991,FY 18-19,W Kentucky St,S 44th St,Riverview Ave,Local,5,0.242252214
992,FY 18-19,W Kingston Ave,Southside Dr,E Kingston Ave,Local,21,0.132624445
993,FY 18-19,W Liberty St,S 2nd St,Roy Wilkins Ave,Minor Arterial,4,2.358839033
994,FY 18-19,W St Catherine St,S 1st St,S 8th St,Minor Arterial,6,1.973854873
995,FY 18-19,Wallingford Ln,Pomeroy Dr,Dead End,Local,10,0.762059217
996,FY 18-19,Warren Ave,Florence Ave,Sale,Pvmt Rehab,15,1.348770481
997,FY 18-19,Water Oaks Ct,Riveroaks Cir,Dead End,Local,17,0.125727065
998,FY 18-19,Watson Ln,Dixie Hwy,Watson Ln (Metro responsibility),Local,14,2.113422139
999,FY 18-19,Watterson Trail,Bardstown Rd,Hurstbourne Ln,Primary Collector,22,2.018497962
1000,FY 18-19,Watterson Trl,Lochridge Pkwy,Billtown Rd,Primary Collector,11,1.379670743
1001,FY 18-19,Watterson Trl,Lochridge Pkwy,Billtown Rd,Primary Collector,20,1.379670743
1002,FY 18-19,Wenwood Dr,Roswell Way,Dead End,Local,11,0.348585469
1003,FY 18-19,Westhall Ave,Alpine Way,Woodmore Ave,Local,21,1.531494248
1004,FY 18-19,Westlawn Ave,S 32nd St,Dead End,Local,5,0.046614279
1005,FY 18-19,Wheeler Ave,Berry Blvd,Seelbach Ave,Local,15,1.344388616
1006,FY 18-19,White Blossom Blvd,Hurstbourne Pkwy,Lilac Vista Dr,Local,17,1.604363039
1007,FY 18-19,White Blossom Blvd,Springhurst Blvd,Lilac Vista Dr,Local,17,0.807123289
1008,FY 18-19,Whitehall Ct,Stonestreet Rd,Dead End,Local,25,0.581561112
1009,FY 18-19,Whitney Hill Ct,Whitney Hill Rd,Dead End,Local,20,0.103395783
1010,FY 18-19,Wicker Ct,Saratoga Woods Dr,Dead End,Local,20,0.194915089
1011,FY 18-19,William Clark Dr,Musket Dr,Dead End,Local,23,0.223416686
1012,FY 18-19,William Penn Ct,William Penn Way,Dead End,Local,23,0.049596868
1013,FY 18-19,William Penn Way,Old Ironsides Dr,Dead End,Local,23,0.53490691
1014,FY 18-19,Winter Ave,Grinstead Dr,Barret Ave,Minor Arterial,8,1.012584067
1015,FY 18-19,Yaupon Ln,Shasta Trl,Yew Ln,Local,2,0.371452312
1016,FY 18-19,York River Rd,Old Towne Rd,7304 York River Rd,,13,0.555312119
1017,FY 18-19,York St,S 2nd St,S 7th St,Primary Collector,"4, 6",1.029884319
1018,FY 18-19,Zane St,S 5th St,Garvin Pl,Local,6,0.10289268
1019,FY 19-20,Allison Way,Horton Ave,Kelly Way,Local,26,2.127817377
1020,FY 19-20,Ashwood Dr,Trevilian Way,Valley Vista Rd,Local,8,0.507046688
1021,FY 19-20,Barbour Ln,Wolf Pen Branch Rd,Brownsboro Rd,Primary Collector,16,4.055562047
1022,FY 19-20,Barnlake Dr,Blackhorse Dr,Dead End,Local,22,0.050517709
1023,FY 19-20,Beeston Blvd,Watson Ln,Henderson Ave,Local,14,0.775086988
1024,FY 19-20,Bellingham Ct,Polo Fields Ln,Dead End,Local,19,0.129021578
1025,FY 19-20,Betsy Ross Dr,Beeston Blvd,Nathan Hale Way,Local,14,1.198472514
