Day,Month,Year,ST_14316495 (mm),ST_06037000 (mm),ST_14338000 (mm)
5,1,2002,0.119000001,0.00895,0.0
6,1,2002,11.37500019,1.033549988,17.06661901
7,1,2002,14.91000004,1.671300006,10.4096667
8,1,2002,12.02160015,1.077900011,9.235857192
9,1,2002,15.44820004,1.697600007,5.755428609
10,1,2002,0.0,0.0,0.0
11,1,2002,0.0054,0.0,0.0
12,1,2002,0.227600007,0.0,0.457666664
13,1,2002,3.931399965,0.389350001,2.146095225
14,1,2002,0.0,0.0259,0.168761903
15,1,2002,0.0,0.1024,0.462809527
16,1,2002,0.497800004,0.0012,0.07542857
17,1,2002,6.849800014,0.121050001,3.125095243
18,1,2002,0.067599997,1.549400002,0.514571424
19,1,2002,4.190799952,0.113949999,3.396428585
20,1,2002,21.21379986,2.499000001,11.48861906
21,1,2002,24.28859978,4.58499999,17.72480942
22,1,2002,31.38100052,15.2624001,23.94333335
23,1,2002,10.99040003,2.999050015,6.931666613
24,1,2002,4.088800001,0.597000004,2.984761885
25,1,2002,7.877799988,3.728249991,6.937809555
26,1,2002,35.29599991,2.144250005,12.72257146
27,1,2002,12.29540014,5.012100005,8.584380945
28,1,2002,1.783999991,7.977050018,0.000571429
29,1,2002,0.0,1.523400009,0.0
30,1,2002,0.0,0.0,0.0
31,1,2002,3.419400001,0.0,0.774095236
1,2,2002,5.600399971,0.044250001,2.94599998
2,2,2002,5.628000116,2.295600003,3.707190491
3,2,2002,0.0,0.00635,0.904476199
4,2,2002,1.692200029,0.0,0.0
5,2,2002,0.457800001,0.0,0.624714291
6,2,2002,0.689400013,0.110800001,0.026333334
7,2,2002,14.84459991,0.0,13.54485721
8,2,2002,26.06499977,4.452099943,19.7780952
9,2,2002,5.925199986,5.710100007,4.936619094
10,2,2002,0.0,0.0,0.0
11,2,2002,0.0,0.173249999,0.0
12,2,2002,7.31080004,0.0,0.0
13,2,2002,0.0,0.0,0.0
14,2,2002,0.0,0.0,2.018809535
15,2,2002,0.0,0.0,0.0
16,2,2002,0.015200001,0.0,0.115142857
17,2,2002,0.0,1.490800002,0.687952379
18,2,2002,1.477200007,1.036400002,1.12414286
19,2,2002,4.440000057,1.543049994,3.569904793
20,2,2002,19.30919991,3.255850017,22.3795236
21,2,2002,11.30699987,0.00285,11.61214286
22,2,2002,5.023400021,1.216999996,1.266809523
23,2,2002,4.807199955,0.55235,7.20047617
24,2,2002,6.850800037,3.834499943,5.154666708
25,2,2002,0.0,4.669750011,0.0
26,2,2002,0.0,0.0,0.0
27,2,2002,0.0,1.424299994,0.0
28,2,2002,0.0,3.841299987,0.0
1,3,2002,0.0,0.004,0.0
2,3,2002,0.0,0.0,0.0
3,3,2002,0.0,0.0,0.0
4,3,2002,0.0,1.539050013,0.0
5,3,2002,0.0134,0.994350003,0.232714283
6,3,2002,7.020000076,1.957400006,5.716476191
7,3,2002,16.15900002,12.04375005,10.61728568
8,3,2002,4.938599968,9.434499979,5.693809453
9,3,2002,1.101799989,1.068300012,1.384238093
10,3,2002,5.802399921,0.427599993,2.23985714
11,3,2002,5.113000107,3.419500005,4.871999968
12,3,2002,13.30779991,3.666749954,8.144666763
13,3,2002,15.64500008,10.63434997,9.342714332
14,3,2002,13.50459995,0.753649999,10.00233326
15,3,2002,7.028000164,0.0,3.963333351
16,3,2002,7.277799892,0.0,5.855476243
17,3,2002,15.41519985,0.0,10.40604755
18,3,2002,8.529200077,0.422849999,7.904666674
19,3,2002,5.610599899,0.577899997,1.246142853
20,3,2002,2.03499999,4.651249981,0.783619052
21,3,2002,0.113799998,1.156050006,0.027333333
22,3,2002,0.0,0.055649999,0.133666664
23,3,2002,7.208199978,0.989850007,6.610238053
24,3,2002,11.68779984,1.123200004,10.5273809
25,3,2002,5.457000017,1.543800005,2.374190487
26,3,2002,0.0,0.447849999,0.0
27,3,2002,0.314000003,1.977699995,0.0
28,3,2002,1.088600007,0.03165,0.0
29,3,2002,0.0,1.02685,0.0
30,3,2002,0.0,0.629000005,0.0
31,3,2002,0.0,0.0,0.0
1,4,2002,0.0,0.0,0.0
2,4,2002,0.0,0.0,0.045476189
3,4,2002,0.0,0.0,0.0
4,4,2002,0.0,0.0,0.0
5,4,2002,0.0,0.0,0.0
6,4,2002,1.690999973,0.0,0.191000002
7,4,2002,0.536200011,2.30535,0.621047617
8,4,2002,0.254000003,0.120699999,0.0
9,4,2002,2.113200045,0.0,1.03995238
10,4,2002,18.5552002,2.771350008,11.84109527
11,4,2002,7.277600098,9.95805006,1.902714287
12,4,2002,6.242999935,0.3151,1.665047622
13,4,2002,0.751399988,0.781600003,0.111000001
14,4,2002,34.27660027,0.457799999,20.06519045
15,4,2002,14.30359993,13.74614997,9.887714341
16,4,2002,6.859600067,16.52924981,4.318142857
17,4,2002,9.822800064,3.519299996,11.30061913
18,4,2002,8.408999729,4.226750004,8.313428538
19,4,2002,0.190799999,2.195600003,0.056904761
20,4,2002,0.0,0.00235,0.0
21,4,2002,0.0,0.0,0.0
22,4,2002,0.0,4.136250031,0.0
23,4,2002,0.0,0.60425,0.0
24,4,2002,0.0,0.03845,0.0
25,4,2002,0.0,0.0,0.0
26,4,2002,0.0,0.558800003,0.0
27,4,2002,5.938199997,0.321150001,2.696190499
28,4,2002,4.069199991,1.613999987,2.895523804
29,4,2002,0.0006,1.986350024,0.381999997
30,4,2002,0.075000001,0.0,4.926999978
1,5,2002,0.0,8.067149949,0.927428573
2,5,2002,0.0,0.0136,0.0
3,5,2002,0.0,1.828899992,0.0
4,5,2002,0.0,3.698149991,0.0
5,5,2002,0.0,0.007,0.0
6,5,2002,0.0,1.986250004,0.0
7,5,2002,2.906600034,2.64690001,0.0
8,5,2002,0.0,4.088699973,0.0
9,5,2002,0.0,0.512800004,0.0
10,5,2002,0.0744,1.588799995,0.0
11,5,2002,0.0,0.00845,0.0
12,5,2002,0.0,0.0,0.0
13,5,2002,0.0,0.0,0.019809524
14,5,2002,0.0,0.0,0.0
15,5,2002,0.0,1.582400006,0.0
16,5,2002,0.0,0.0,0.0
17,5,2002,0.303200001,0.0,0.024047619
18,5,2002,0.0868,0.0,0.0
19,5,2002,0.0,0.847350001,0.00047619
20,5,2002,1.457200003,0.0,2.712999965
21,5,2002,5.017000008,0.0,4.599380947
22,5,2002,11.0737999,7.202049971,5.249380918
23,5,2002,0.210200004,8.302449942,0.010095238
24,5,2002,0.0,1.924100018,0.012952381
25,5,2002,0.0,2.423750037,0.0
26,5,2002,0.0,1.208950004,0.0
27,5,2002,0.1338,2.254200017,0.0
28,5,2002,7.016200066,1.107700008,4.587904748
29,5,2002,2.71619997,0.231800003,2.122904783
30,5,2002,0.0,0.0,0.0
31,5,2002,0.0,1.134750004,0.0
1,6,2002,0.0,0.581699999,0.0
2,6,2002,0.0,3.288099986,0.0
3,6,2002,0.0,6.879050016,0.0
4,6,2002,0.0,0.0,0.0
5,6,2002,0.0,0.0,0.0
6,6,2002,0.0,0.002,0.0
7,6,2002,0.0,0.0,0.0
8,6,2002,0.0,0.00225,0.0
9,6,2002,1.019,9.649700117,0.327047619
10,6,2002,0.0,9.91164999,0.0
11,6,2002,0.0,6.064399993,0.0
12,6,2002,0.0,1.668099999,0.0
13,6,2002,0.0,0.396799996,0.0
14,6,2002,0.0,0.0,0.0
15,6,2002,0.0,0.0135,0.0
16,6,2002,0.0,0.0333,0.0
17,6,2002,0.0,0.557850003,0.0
18,6,2002,18.56259937,2.187450027,9.179095223
19,6,2002,6.725800085,8.894399977,2.940333344
20,6,2002,0.0,0.026299999,0.0
21,6,2002,1.563600016,0.0,0.0
22,6,2002,0.0,0.21065,0.0
23,6,2002,0.0,2.874549997,0.0
24,6,2002,0.0,1.407500014,0.0
25,6,2002,0.0,1.342550009,0.0
26,6,2002,0.0,0.02635,0.0
27,6,2002,0.0,0.0,0.0
28,6,2002,0.0,0.0,0.0
29,6,2002,1.319199979,0.0,0.127666667
30,6,2002,4.164600039,0.0,0.175333331
1,7,2002,0.0,0.0,0.0
2,7,2002,0.0,0.0,0.0
3,7,2002,0.0,0.0,0.0
4,7,2002,0.0,0.00015,0.0
5,7,2002,0.0,0.0,0.0
6,7,2002,0.0,0.0,0.0
7,7,2002,0.0,0.192500002,0.0
8,7,2002,0.0,0.0,0.0
9,7,2002,0.0,0.0,0.0
10,7,2002,0.0,0.0,0.0
11,7,2002,0.0,0.0,0.0
12,7,2002,0.0,0.0,0.0
13,7,2002,0.0,0.0,0.0
14,7,2002,1.632400024,0.0,1.684476188
15,7,2002,0.0,0.0,0.0
16,7,2002,0.0,1.663700017,0.0
17,7,2002,0.0,1.854199994,0.0
18,7,2002,0.0,4.045499992,0.0
19,7,2002,0.0,3.797350013,0.0
20,7,2002,0.0,0.277449999,0.0
21,7,2002,0.0,1.857900012,0.0
22,7,2002,0.0,0.324050001,0.0
23,7,2002,3.767400026,1.234499997,0.0
24,7,2002,0.0344,0.562200004,0.0
25,7,2002,0.0,0.0,0.0
26,7,2002,0.0,1.269200009,0.0
27,7,2002,0.0,3.013150012,0.0
28,7,2002,0.0,9.036499977,0.0
29,7,2002,0.0,0.0,1.985428581
30,7,2002,0.0,0.027449999,0.0
31,7,2002,0.0,0.0,0.0
1,8,2002,0.0,0.557899998,0.0
2,8,2002,0.0,0.0,0.0
3,8,2002,0.0,3.660800004,0.0
4,8,2002,0.0,10.32160006,0.0
5,8,2002,0.0,0.106549998,0.0
6,8,2002,0.0,0.0,0.0
7,8,2002,0.0,0.398150004,0.0
8,8,2002,0.0,0.593299995,0.0
9,8,2002,0.0,2.10449999,0.0
10,8,2002,0.0,0.557799996,0.0
11,8,2002,0.0,0.0,0.0
12,8,2002,0.0,0.0,0.0
13,8,2002,0.0,0.0,0.0
14,8,2002,0.0,0.0,0.0
15,8,2002,0.0,0.0,0.0
16,8,2002,0.0,0.0,0.0
17,8,2002,0.0,0.0,0.0
18,8,2002,0.0,0.0,0.0
19,8,2002,0.0,0.0,0.0
20,8,2002,0.0,0.0,0.0
21,8,2002,2.460600019,0.0,0.0
22,8,2002,0.0,0.086349999,0.0
23,8,2002,0.0,0.173150004,0.0
24,8,2002,1.740400004,0.753249998,0.0
25,8,2002,0.0,0.0,0.0
26,8,2002,0.0,0.0,0.0
27,8,2002,0.0,1.134250003,0.0
28,8,2002,0.0,2.672800028,0.0
29,8,2002,0.0,0.00685,0.0
30,8,2002,0.0,0.765150009,0.0
31,8,2002,0.0,0.0,0.0
1,9,2002,0.0,0.0,0.0
2,9,2002,0.0,0.0,0.0
3,9,2002,0.0,0.0,0.0
4,9,2002,0.0,0.0,0.0
5,9,2002,0.0,0.0,0.0
6,9,2002,0.0,2.630199993,0.0
7,9,2002,4.036999989,20.04944983,2.244190477
8,9,2002,0.0,7.216899991,0.0
9,9,2002,0.0,0.00685,0.0
10,9,2002,0.0,0.0,0.0
11,9,2002,0.0,0.0,0.0
12,9,2002,0.0,0.0,0.0
13,9,2002,0.0,0.0,0.0
14,9,2002,0.0,0.0,0.0
15,9,2002,0.0,0.0,0.0
16,9,2002,0.0,0.0,0.0
17,9,2002,5.447799969,0.532149998,2.339857118
18,9,2002,34.70919952,4.078700006,11.73885711
19,9,2002,1.118799996,1.03584999,0.005
20,9,2002,0.0,0.980150005,0.0
21,9,2002,0.0,0.0,0.0
22,9,2002,0.0,0.0,0.0
23,9,2002,0.0,0.0,0.0
24,9,2002,0.0,0.0,0.0
25,9,2002,0.0,0.419299997,0.0
26,9,2002,0.0,0.0,0.0
27,9,2002,0.0,0.0,0.0
28,9,2002,0.0,0.396800002,0.0
29,9,2002,0.0,0.872199998,0.014047618
30,9,2002,7.186999989,3.565699959,2.047047621
1,10,2002,14.26360016,0.0065,5.992952392
2,10,2002,0.0,4.493449998,0.0
3,10,2002,0.062400001,1.412099999,0.175047619
4,10,2002,12.44839993,2.221149993,8.493523825
5,10,2002,0.517800003,5.044449997,0.0
6,10,2002,0.0,1.666350003,0.0
7,10,2002,0.0,0.0323,0.0
8,10,2002,0.0,0.0,0.0
9,10,2002,0.0,0.0,0.0
10,10,2002,0.0,0.0,0.0
11,10,2002,0.0,1.686400002,0.0
12,10,2002,0.0,3.138799989,0.0
13,10,2002,0.0,1.599100012,0.0
14,10,2002,0.0,1.1039,0.0
15,10,2002,0.0,0.0,0.0
16,10,2002,0.0,0.0,0.0
17,10,2002,0.0,0.0,0.0
18,10,2002,0.0,0.0,0.0
19,10,2002,0.0,0.0,0.0
20,10,2002,0.0,0.0,0.0
21,10,2002,0.0,0.0,0.0
22,10,2002,0.0,0.258800001,0.0
23,10,2002,0.0,2.296549982,0.0
24,10,2002,0.0,3.314249969,0.0
25,10,2002,0.0,2.351949978,0.0
26,10,2002,0.0,0.0,0.0
27,10,2002,0.082599999,0.00895,0.0
28,10,2002,0.0,0.787249995,0.0
29,10,2002,0.242200004,1.619800001,0.0
30,10,2002,0.0,0.996550004,0.0
31,10,2002,0.0,2.654150009,0.0
1,11,2002,0.0,0.0031,0.0
2,11,2002,0.0,1.340000007,0.0
3,11,2002,0.0,0.0,0.0
4,11,2002,0.0,0.0,0.0
5,11,2002,0.0,0.261850004,0.0
6,11,2002,0.0,0.155650003,0.0
7,11,2002,1.426799989,0.0,2.502238089
8,11,2002,23.50540009,1.288950011,19.20142846
9,11,2002,27.96179962,5.47110002,20.03895233
10,11,2002,29.39339981,3.258399999,39.67128572
11,11,2002,14.89559994,4.108599997,23.00123832
12,11,2002,4.305999994,0.664100002,2.315809531
13,11,2002,7.895999908,2.631050014,5.44309523
14,11,2002,0.0,1.396650004,0.0
15,11,2002,0.3782,1.255249998,0.0
16,11,2002,0.049200001,0.0,0.002857143
17,11,2002,11.63319988,0.0,5.964333307
18,11,2002,3.138399982,0.0,1.09161904
19,11,2002,0.75060001,1.515149993,0.60533333
20,11,2002,0.0,0.0,0.0
21,11,2002,0.062999998,0.0791,0.0
22,11,2002,0.0,0.0,0.0
23,11,2002,0.035200001,2.407199994,0.062809522
24,11,2002,0.156000004,16.73284998,2.110809508
25,11,2002,5.975999928,0.0,1.734333316
26,11,2002,0.0,0.0,0.0
27,11,2002,0.0,1.203499985,0.0
28,11,2002,0.0,1.635499984,0.0
29,11,2002,0.0,0.0,0.0
30,11,2002,0.0,0.0,0.0
1,12,2002,0.0,0.0,0.0
2,12,2002,0.0,0.0,0.0
3,12,2002,0.0,0.0,0.0
4,12,2002,1.169599986,0.0,1.013999993
5,12,2002,1.191199982,0.0,0.0
6,12,2002,0.0,0.0,0.0
7,12,2002,0.0,0.0,0.0
8,12,2002,0.0,0.0,0.0
9,12,2002,0.482800004,0.0,0.019809524
10,12,2002,2.268200016,0.0,4.530619076
11,12,2002,9.255200005,2.910300016,8.287523837
12,12,2002,8.076200104,0.599299993,8.246238095
13,12,2002,6.228800011,2.856899989,8.189523788
14,12,2002,14.46299992,0.5064,18.06076204
15,12,2002,21.03359985,1.067700002,24.78980973
16,12,2002,21.52199974,2.631550008,24.97500011
17,12,2002,19.01959991,4.163549984,16.2231429
18,12,2002,6.143000031,0.627900003,5.485809565
19,12,2002,5.857200003,0.864650005,3.562095222
20,12,2002,0.0,0.00105,0.758857143
21,12,2002,11.10620003,2.011350006,15.17942869
22,12,2002,16.8251997,2.278149965,6.723142851
23,12,2002,3.313200009,1.214049987,0.969380952
24,12,2002,0.0,0.0,0.203952383
25,12,2002,5.274000072,0.631249996,5.049857151
26,12,2002,8.210599899,0.650400001,7.732761883
27,12,2002,26.12899971,2.059000009,24.33033335
28,12,2002,49.19220047,7.397749996,56.37942868
29,12,2002,25.07360001,3.273350024,27.28295235
30,12,2002,13.13500004,1.45675,13.53371434
31,12,2002,41.90899963,2.602500021,32.44766653
1,1,2003,13.20699997,2.070500004,10.46861892
2,1,2003,3.870000076,0.0,5.626571417
3,1,2003,25.82260017,0.886699994,17.88428575
4,1,2003,8.772199821,3.551949966,3.560238117
5,1,2003,11.66520004,2.748350018,4.227380957
6,1,2003,0.078400001,0.753650001,0.0
7,1,2003,0.0,0.0,0.0
8,1,2003,0.0,0.0,0.0
9,1,2003,0.0,0.0,0.0
10,1,2003,0.0,0.0,0.0
11,1,2003,0.027600001,2.100450003,2.006238103
12,1,2003,3.677400064,0.0,6.605904784
13,1,2003,10.36180019,2.439599997,14.08547617
14,1,2003,9.080799866,3.388100004,12.9616191
15,1,2003,2.745000076,4.879649937,2.778285696
16,1,2003,0.0,2.031750011,0.0
17,1,2003,0.0,0.00755,0.0
18,1,2003,0.0,0.0,0.0
19,1,2003,0.0,0.00265,0.0
20,1,2003,0.0,1.089299996,0.0
21,1,2003,1.114399981,2.31935001,1.736285709
22,1,2003,0.398400005,4.125400019,0.830952374
23,1,2003,10.69199982,3.079749978,10.60333334
24,1,2003,2.0102,4.978250027,0.475714278
25,1,2003,18.92000008,1.472299999,21.46171434
26,1,2003,3.193000031,0.27085,2.582476207
27,1,2003,27.74580002,2.609100002,16.6856189
28,1,2003,9.856600094,15.06064997,10.04519049
29,1,2003,0.281800005,0.96249999,0.0
30,1,2003,19.34199944,1.87644999,6.552809534
31,1,2003,39.10299911,11.60630007,20.43604755
1,2,2003,10.54960003,4.83269999,8.166952292
2,2,2003,16.03999996,2.283000016,8.69461902
3,2,2003,3.016199994,0.910550013,0.101095237
4,2,2003,0.0,0.611300001,0.0
5,2,2003,0.0,0.0043,0.0
6,2,2003,0.0,0.0199,0.0
7,2,2003,0.0,0.0,0.0
8,2,2003,0.0,1.424299991,0.0
9,2,2003,0.0,1.182350004,0.0
10,2,2003,0.0,3.596849978,0.0
11,2,2003,0.0,3.755250013,0.0
12,2,2003,0.0,0.475999998,0.0
13,2,2003,0.042399999,0.0,1.341428578
14,2,2003,6.779200077,3.54000001,13.79685711
15,2,2003,0.089400001,3.834750021,0.287285716
16,2,2003,17.44559975,0.117499999,21.52071426
17,2,2003,18.49599991,5.932300019,10.49704752
18,2,2003,11.26700001,1.876649994,6.299952371
19,2,2003,4.819200039,0.0,5.253333342
20,2,2003,8.431000042,0.888149993,4.612904764
21,2,2003,4.465799999,1.221450005,1.77228572
22,2,2003,7.223600006,3.646000004,2.10333332
23,2,2003,0.0,3.795500004,0.0
24,2,2003,0.0,1.119850017,0.0
25,2,2003,0.0,0.0,0.0
26,2,2003,0.0,0.0,0.0
27,2,2003,1.526000011,0.159700003,0.065476191
28,2,2003,0.659200007,0.0,0.0
1,3,2003,4.524000025,0.883900005,4.591428575
2,3,2003,0.0,0.923899996,0.035523808
3,3,2003,4.49980011,2.304449987,5.338095256
4,3,2003,7.790600014,2.176249987,4.426714329
5,3,2003,2.906400013,0.667649999,1.010714287
6,3,2003,6.854200077,6.095799994,2.425285708
7,3,2003,17.75040016,7.734250069,8.703904742
8,3,2003,16.02600002,6.579800034,5.336047649
9,3,2003,1.549599993,6.445049977,1.017000011
10,3,2003,15.92979965,3.597300005,10.47080948
11,3,2003,1.248600024,1.951599991,0.003285714
12,3,2003,1.794999981,1.85965001,0.512952385
13,3,2003,0.067600001,0.895099998,0.0
14,3,2003,7.178199959,0.0,13.93866653
15,3,2003,11.5788002,0.124549998,16.04842863
16,3,2003,8.42159996,1.34955,10.78328566
17,3,2003,6.922399998,1.107149997,6.192238047
18,3,2003,3.635999918,0.236650001,1.846333339
19,3,2003,0.0,0.0237,0.0
20,3,2003,7.236599922,0.0,6.123285702
21,3,2003,9.086999893,1.256650007,6.724000023
22,3,2003,20.92480011,0.0,9.754714307
23,3,2003,30.00219955,3.3995,17.10566675
24,3,2003,3.040800023,4.485199988,0.429047619
25,3,2003,5.35880003,0.0,4.117095243
26,3,2003,39.09379959,4.503149998,36.77714257
27,3,2003,14.93159981,14.4953002,14.17323821
28,3,2003,0.608999997,1.803349996,0.0
29,3,2003,0.0,1.769049984,0.0
30,3,2003,0.0,0.0716,0.089857145
31,3,2003,0.0,0.025,4.76e-05
1,4,2003,19.7736002,0.0,17.76219046
2,4,2003,11.4934,6.903450012,6.306380976
3,4,2003,10.46540031,1.756399986,7.129190445
4,4,2003,13.05119991,5.765099978,11.64238099
5,4,2003,14.51859989,2.859300017,11.37028574
6,4,2003,12.70619984,1.101899996,14.46399998
7,4,2003,11.9171999,2.132450002,12.08104767
8,4,2003,0.228799998,0.095000002,0.169476189
9,4,2003,0.581000006,0.024699999,0.0
10,4,2003,0.179600002,0.0,0.120333334
11,4,2003,12.52680016,0.0,4.533857175
12,4,2003,0.438200008,0.0,1.532047618
13,4,2003,6.24119997,0.0,6.194380896
14,4,2003,8.212599945,0.4724,10.67747607
15,4,2003,2.076799989,3.640149999,4.483333338
16,4,2003,2.979400015,4.884649932,0.71157143
17,4,2003,7.668600082,0.096299999,10.51452373
18,4,2003,9.683200073,4.807400012,8.552380993
19,4,2003,1.346600008,2.240100014,1.810428568
20,4,2003,0.580800007,0.0,0.0
21,4,2003,1.360600019,0.0,3.46747622
22,4,2003,2.77280004,0.00595,2.367571411
23,4,2003,0.582199988,6.82954998,0.319333334
24,4,2003,14.78579998,2.131700003,16.37095261
25,4,2003,4.922800016,0.2143,6.472952411
26,4,2003,5.507800102,7.534400082,6.142095237
27,4,2003,3.183400011,11.91749997,2.107333354
28,4,2003,1.720600009,1.003549996,1.100809529
29,4,2003,1.238199997,7.684800029,3.095333326
30,4,2003,3.213000059,3.445500004,3.727952389
1,5,2003,0.336600002,6.455200005,0.762666672
2,5,2003,0.0,2.335699993,0.0
3,5,2003,7.06439991,2.181749994,8.750666641
4,5,2003,10.20879993,9.544200087,11.21676191
5,5,2003,11.99260006,6.002300072,10.84161904
6,5,2003,0.468000004,7.077299976,1.063999987
7,5,2003,0.0,3.69569999,4.76e-05
8,5,2003,3.806600046,0.05595,2.411619033
9,5,2003,4.864199924,0.0,3.798523818
10,5,2003,2.059200001,0.0,0.679095238
11,5,2003,2.423200035,0.0,2.210809532
12,5,2003,5.104400063,4.24284997,6.237904776
13,5,2003,0.0,7.430649972,0.317619048
14,5,2003,0.0,0.0,0.0
15,5,2003,0.0,0.0,0.0
16,5,2003,2.105600047,0.490449999,0.0
17,5,2003,2.185200059,0.0,0.0
18,5,2003,1.380799979,0.0,0.0
19,5,2003,0.806600004,2.612399995,0.0
20,5,2003,0.0,0.623249999,0.0
21,5,2003,0.0,0.0,0.0
22,5,2003,0.0,0.052999999,0.0
23,5,2003,0.0,0.0,0.0
24,5,2003,0.0,0.0,0.0
25,5,2003,0.332400003,0.00245,0.351857146
26,5,2003,5.186800003,0.0,1.087428583
27,5,2003,0.0,0.0,0.0
28,5,2003,0.0,0.0,0.0
29,5,2003,0.0,0.0,0.0
30,5,2003,0.048799999,1.655449992,0.0
31,5,2003,0.0,5.880200005,0.0
1,6,2003,0.0,10.32359996,0.0
2,6,2003,0.0,0.0,0.0
3,6,2003,0.0,0.0,0.0
4,6,2003,0.0,0.0,0.0
5,6,2003,0.0,0.0,0.0
6,6,2003,0.0,0.0,0.0
7,6,2003,0.0,0.017649999,0.0
8,6,2003,0.0,0.04335,0.0
9,6,2003,0.0,0.00195,0.0
10,6,2003,0.0,0.0,0.0
11,6,2003,0.0,0.0,0.0
12,6,2003,0.0,0.0,0.0
13,6,2003,0.0,0.0,0.0
14,6,2003,0.019800001,2.5204,0.0
15,6,2003,0.0,0.45975,0.0
16,6,2003,0.0,2.519299984,0.0
17,6,2003,0.0,0.0016,0.0
18,6,2003,0.0,0.059300001,0.0
19,6,2003,0.0,1.226450008,0.0
20,6,2003,0.0,0.0,0.0
21,6,2003,0.8208,0.252050003,0.0
22,6,2003,1.398600024,0.0,0.0
23,6,2003,0.0,4.046950006,0.0
24,6,2003,0.0,1.156300005,0.0
25,6,2003,0.0,0.02835,0.0
26,6,2003,0.0,0.163099999,0.0
27,6,2003,0.0,0.0,0.0
28,6,2003,0.0,0.0,0.0
29,6,2003,0.0,0.0,0.0
30,6,2003,0.0,0.0,0.0
1,7,2003,0.0,0.0,0.0
2,7,2003,0.0,0.0,0.0
3,7,2003,0.0,0.0,0.0
4,7,2003,0.0,0.0,0.0
5,7,2003,0.0,0.0,0.0
6,7,2003,0.0,0.0,0.0
7,7,2003,0.0,0.0,0.0
8,7,2003,0.0,0.0,0.0
9,7,2003,0.0,0.03845,0.0
10,7,2003,0.0,0.0,0.0
11,7,2003,0.0,0.0,0.0
12,7,2003,0.0,0.0,0.0
13,7,2003,0.0,0.0,0.0
14,7,2003,0.0,0.0,0.0
15,7,2003,0.0,0.0,0.0
16,7,2003,0.0,0.00055,0.0
17,7,2003,0.0,1.930649992,0.0
18,7,2003,0.0,0.0,0.0
19,7,2003,0.0,0.0,0.0
20,7,2003,0.0,0.0,0.0
21,7,2003,0.0,0.039150001,0.0
22,7,2003,0.0,0.0,0.0
23,7,2003,0.0,0.0,0.0
24,7,2003,0.0,0.11025,0.0
25,7,2003,0.0,0.5395,0.0
26,7,2003,0.0,5.905799937,0.0
27,7,2003,0.0,6.693350029,0.0
28,7,2003,0.0,0.0,0.0
29,7,2003,0.0,0.0,0.0
30,7,2003,0.0,0.0,0.0
31,7,2003,0.0,0.0,0.0
1,8,2003,0.0,0.0,0.0
2,8,2003,0.0,0.0,0.0
3,8,2003,0.195399997,0.386700003,1.59461903
4,8,2003,3.417799902,0.249250002,13.24871427
5,8,2003,4.082000065,4.279449987,0.32852381
6,8,2003,0.524800003,0.88095001,0.0
7,8,2003,21.69440002,0.0,11.91847601
8,8,2003,0.0,0.0,0.0
9,8,2003,0.0,2.832500005,0.0
10,8,2003,0.0,3.328999972,0.0
11,8,2003,0.0,0.0419,0.0
12,8,2003,0.0,0.0015,0.0
13,8,2003,0.0,0.0,0.0
14,8,2003,0.0,0.0,0.0
15,8,2003,0.0,0.0,0.0
16,8,2003,0.0,0.479949996,0.0
17,8,2003,0.0,0.0,0.0
18,8,2003,0.0,1.553949991,0.0
19,8,2003,0.0,0.0,0.0
20,8,2003,0.0,0.0,0.0
21,8,2003,0.0,0.0,0.0
22,8,2003,0.0,1.018799993,0.0
23,8,2003,0.534600013,0.640049998,2.154285709
24,8,2003,0.0,0.0,0.0
25,8,2003,0.0,0.0,0.0
26,8,2003,0.0,0.0,0.0
27,8,2003,0.0,0.111149999,0.0
28,8,2003,0.0,0.517649996,0.0
29,8,2003,0.0,0.827249995,0.141857142
30,8,2003,0.0,2.157199991,0.0
31,8,2003,0.0,0.492399999,0.0
1,9,2003,0.0,0.0,0.0
2,9,2003,0.0,0.0,0.0
3,9,2003,0.0,0.220799999,0.0
4,9,2003,0.0,0.0,0.0
5,9,2003,0.0,0.377850005,0.0
6,9,2003,1.822600007,0.864450003,2.649571436
7,9,2003,0.0,6.219750023,0.014
8,9,2003,18.6354002,0.746449997,6.488904715
9,9,2003,7.944199944,2.517400008,5.716571399
10,9,2003,26.55599976,3.701099992,23.38819031
11,9,2003,0.0206,3.233300018,0.0
12,9,2003,0.0,0.0,0.0
13,9,2003,0.0,0.822499999,0.0
14,9,2003,0.0,0.0,0.0
15,9,2003,0.0,0.0,0.0
16,9,2003,0.0,0.00015,0.0
17,9,2003,8.70180006,0.840349998,2.237285706
18,9,2003,0.756200004,0.0,0.003142857
19,9,2003,0.0,0.782999998,0.0
20,9,2003,0.0,0.0,0.0
21,9,2003,0.0,0.0,0.0
22,9,2003,0.0,0.0,0.0
23,9,2003,0.0,0.0,0.0
24,9,2003,0.0,0.0,0.0
25,9,2003,0.0,0.0,0.0
26,9,2003,0.0,0.369150001,0.0
27,9,2003,0.0,0.0,0.0
28,9,2003,0.0,0.0,0.0
29,9,2003,0.0,0.0,0.0
30,9,2003,0.0004,0.0,0.0
1,10,2003,0.0,0.0,0.0
2,10,2003,0.0,0.631100007,0.0
3,10,2003,0.0,0.0,0.0
4,10,2003,0.0,0.0,0.0
5,10,2003,0.0,0.0,0.0
6,10,2003,0.0,0.654749999,0.0
