ID,Zip_Code,Tenant_Age,Tenant_Gender,Tenant_Race,Hispanic_Y_N,Month_s__Covered,Verified_Monthly_Income,F__in_house__hold,Amount_Paid,Date_Paid,Council_District,ObjectId
394,40203.0,31,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,8064,3.0,2400.0,2/17/2022,5.0,380
598,40214.0,36,Female,African American,Unknown,Deposit + 2 Months Rent,36000,4.0,1402.0,2/17/2022,21.0,381
442,40208.0,32,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,10454,2.0,908.0,2/17/2022,6.0,382
193,40203.0,32,Female,African American,Non-Hispanic,Deposit Only,0,4.0,1000.0,2/17/2022,6.0,383
541,40204.0,46,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,25000,3.0,1519.0,2/17/2022,6.0,384
575,40206.0,32,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,31200,1.0,3600.0,2/17/2022,9.0,385
543,40218.0,44,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,25200,2.0,2100.0,2/10/2022,12.0,386
462,40258.0,58,Male,White,Non-Hispanic,Deposit + 2 Months Rent,13296,1.0,2043.0,2/10/2022,14.0,387
526,40216.0,43,Female,Mixed Race,Hispanic,Deposit Only,22800,5.0,750.0,2/10/2022,3.0,388
582,40216.0,51,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,32640,3.0,3300.0,2/10/2022,1.0,389
621,40211.0,35,Male,African American,Non-Hispanic,Deposit + 1 Month Rent,51000,3.0,1987.5,2/10/2022,5.0,390
476,40216.0,73,Female,White,Non-Hispanic,Deposit + 2 Months Rent,14832,1.0,1620.0,2/10/2022,3.0,391
578,40211.0,36,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,31680,3.0,2000.0,2/10/2022,1.0,392
452,40210.0,63,Female,African American,Non-Hispanic,Deposit + 1 Month Rent,11928,1.0,1400.0,2/10/2022,1.0,393
177,40210.0,26,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,0,3.0,103.83,2/10/2022,6.0,394
552,40208.0,38,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,26400,1.0,2643.94,2/10/2022,15.0,395
414,40214.0,43,Female,White,Non-Hispanic,Deposit + 2 Months Rent,10000,1.0,2000.0,2/10/2022,21.0,396
189,40208.0,56,Male,White,Non-Hispanic,Deposit + 1 Month Rent,0,1.0,1596.0,2/10/2022,6.0,397
534,40213.0,37,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,24000,1.0,3300.0,2/10/2022,2.0,398
529,40212.0,53,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,23000,1.0,2025.0,2/2/2022,5.0,399
517,40216.0,58,Male,African American,Non-Hispanic,Deposit + 1 Month Rent,20748,1.0,1335.0,2/2/2022,3.0,400
98,40210.0,37,Female,White,Non-Hispanic,deposit / october,0,3.0,100.0,10/7/2021,6.0,401
300,40211.0,34,Female,African American,Non-Hispanic,Deposit/Oct/Nov,1250,4.0,1306.6,11/29/2021,4.0,402
29,40219.0,37,Female,African American,Non-Hispanic,deposit,,4.0,500.0,10/7/2021,13.0,403
344,40258.0,28,Female,African American,Non-Hispanic,Dep / Nov / Dec,2333,2.0,3195.0,11/23/2021,14.0,404
55,40219.0,21,Male,African American,Non-Hispanic,deposit / october,,1.0,741.0,10/7/2021,2.0,405
113,40299.0,34,Female,White,Non-Hispanic,deposit,0,2.0,1070.0,11/3/2021,11.0,406
335,40208.0,44,Female,African American,Non-Hispanic,"1/2 Aug, Sept, 1/2 Oct and deposit",2070,7.0,2355.0,8/13/2021,6.0,407
296,40211.0,59,Male,Mixed Race,Non-Hispanic,deposit / november / december,1200,1.0,2550.0,11/23/2021,5.0,408
323,40257.0,32,Female,African American,Non-Hispanic,deposit / october,1800,3.0,1700.0,10/7/2021,10.0,409
112,40299.0,34,Female,White,Non-Hispanic,deposit,0,2.0,1300.0,11/3/2021,11.0,410
317,40206.0,24,Female,African American,Non-Hispanic,"dep, 1/2 Aug, Sept and 1/2 Oct",1644,1.0,2210.0,8/13/2021,15.0,411
299,40211.0,81,Male,Mixed Race,Non-Hispanic,deposit / november / december,1250,1.0,2550.0,11/23/2021,4.0,412
293,40258.0,28,Female,African American,Non-Hispanic,deposit / october,1200,3.0,1075.0,10/4/2021,14.0,413
322,40258.0,28,Female,African American,Non-Hispanic,deposit / Aug prorate / September,1750,2.0,4900.0,11/3/2021,14.0,414
75,40228.0,26,Female,Mixed Race,Non-Hispanic,Dep / Aug / Sept,0,3.0,2250.0,8/13/2021,2.0,415
133,40203.0,25,Female,White,Non-Hispanic,deposit,0,4.0,980.0,11/23/2021,6.0,416
294,40211.0,25,Female,African American,Non-Hispanic,deposit / prorated september,1200,4.0,455.0,10/4/2021,4.0,417
2,40211.0,32,Female,African American,Non-Hispanic,deposit / november,794,4.0,319.0,11/2/2021,1.0,418
69,40214.0,20,Female,African American,Non-Hispanic,August Deposit,0,2.0,750.0,8/11/2021,25.0,419
280,40215.0,35,Female,White,Non-Hispanic,Dep / Nov,1000,2.0,1525.0,11/22/2021,15.0,420
268,40219.0,24,Female,African American,Non-Hispanic,deposit,830,3.0,400.0,10/4/2021,24.0,421
8,40211.0,28,Female,African American,Non-Hispanic,deposit / november,1500,3.0,2400.0,11/2/2021,1.0,422
70,40210.0,56,Female,African American,Non-Hispanic,Dep/Aug/Sept,0,1.0,2250.0,8/11/2021,3.0,423
281,40203.0,53,Female,Mixed Race,Non-Hispanic,deposit / october / november,1000,1.0,3000.0,11/22/2021,5.0,424
96,40203.0,61,Male,African American,Non-Hispanic,Dep and July and August rent,0,1.0,272.83,9/27/2021,6.0,425
13,40210.0,38,Female,White,Non-Hispanic,deposit / november,1917,4.0,1225.0,11/2/2021,4.0,426
74,40215.0,41,Female,African American,Non-Hispanic,Dep / PR Aug / Sept,0,2.0,2021.29,8/11/2021,3.0,427
332,40272.0,38,Female,African American,Non-Hispanic,Dep / Nov,2000,4.0,1435.0,11/21/2021,14.0,428
97,40219.0,23,Female,African American,Non-Hispanic,October rent,0,2.0,910.0,9/23/2021,13.0,429
356,40203.0,43,Male,African American,Non-Hispanic,october / november,2600,3.0,873.0,11/2/2021,6.0,430
76,40202.0,19,Female,African American,Non-Hispanic,August Dep and Rent,0,1.0,1580.0,8/11/2021,4.0,431
174,40215.0,53,Female,African American,Non-Hispanic,Dep / Nov,0,1.0,2125.0,11/19/2021,3.0,432
31,40202.0,53,Female,African American,Non-Hispanic,"dep/prorate Aug, full Sept",,1.0,672.0,9/22/2021,4.0,433
111,40203.0,62,Male,African American,Non-Hispanic,deposit / october,0,3.0,217.0,11/2/2021,4.0,434
66,40210.0,27,Female,African American,Non-Hispanic,August deposit and rent,0,4.0,259.16,8/10/2021,6.0,435
40,40211.0,45,Male,White,Non-Hispanic,deposit / nov,,1.0,605.5,11/19/2021,4.0,436
325,40203.0,39,Female,African American,Non-Hispanic,deposit / nov / dec,1800,5.0,2362.0,11/19/2021,4.0,437
379,40203.0,28,Female,African American,Non-Hispanic,Deposit / Nov,3262,3.0,1700.0,11/19/2021,5.0,438
364,40208.0,44,Female,African American,Non-Hispanic,nov / dec,2800,4.0,1752.0,11/19/2021,6.0,439
130,40203.0,44,Female,White,Non-Hispanic,deposit,0,1.0,50.0,11/19/2021,4.0,440
129,40203.0,31,Male,White,Non-Hispanic,deposit,0,1.0,50.0,11/19/2021,4.0,441
114,40214.0,30,Male,White,Non-Hispanic,deposit,0,3.0,958.0,11/19/2021,21.0,442
233,40203.0,64,Male,White,Non-Hispanic,deposit/Nov,550,1.0,540.0,11/19/2021,6.0,443
237,,27,Male,Mixed Race,Non-Hispanic,deposit,625,1.0,0.0,11/19/2021,6.0,444
131,40206.0,37,Female,White,Non-Hispanic,deposit,0,1.0,760.0,11/19/2021,4.0,445
367,40216.0,36,Male,African American,Non-Hispanic,nov / dec,3000,1.0,1560.0,11/17/2021,12.0,446
225,40210.0,28,Female,African American,Non-Hispanic,deposit / prorate november,328,4.0,362.0,11/17/2021,3.0,447
622,40291.0,27,Male,African American,Non-Hispanic,deposit / nov/dec,0,1.0,1935.07,11/17/2021,24.0,448
128,40203.0,37,Female,White,Non-Hispanic,dep / nov / dec,0,3.0,1586.0,11/17/2021,4.0,449
122,40258.0,30,Female,White,Non-Hispanic,Deposit,0,1.0,700.0,11/15/2021,1.0,450
307,40212.0,38,Female,African American,Non-Hispanic,Dep / nov,1400,3.0,1950.0,11/15/2021,5.0,451
266,40211.0,55,Female,White,Non-Hispanic,deposit,814,1.0,300.0,11/15/2021,5.0,452
382,40216.0,44,Female,African American,Non-Hispanic,dep / november / december,3600,2.0,3300.0,11/15/2021,3.0,453
12,40211.0,23,Female,Mixed Race,Non-Hispanic,deposit / october / november,1600,1.0,3000.0,11/15/2021,1.0,454
121,40212.0,36,Male,African American,Non-Hispanic,deposit / november / december,0,2.0,1350.0,11/15/2021,5.0,455
311,40211.0,51,Female,African American,Non-Hispanic,dep / november,1500,2.0,1700.0,11/15/2021,4.0,456
224,40210.0,24,Female,African American,Non-Hispanic,deposit,225,3.0,930.0,11/15/2021,4.0,457
393,40210.0,35,Female,White,Non-Hispanic,Nov rent,8000,2.0,156.67,11/15/2021,6.0,458
127,40203.0,46,Female,White,Non-Hispanic,Dep / nov,0,1.0,385.0,11/15/2021,6.0,459
126,40203.0,28,Female,African American,Non-Hispanic,Dep / nov,0,2.0,231.3,11/15/2021,4.0,460
123,40203.0,62,Male,White,Hispanic,Dep / nov,0,1.0,348.9,11/15/2021,4.0,461
124,40203.0,58,Male,African American,Non-Hispanic,Dep / nov,0,1.0,100.0,11/15/2021,4.0,462
125,40203.0,53,Male,African American,Non-Hispanic,Dep / nov,0,1.0,53.27,11/15/2021,4.0,463
279,40218.0,25,Female,African American,Non-Hispanic,dep / prorate november / december,1000,1.0,2573.62,11/15/2021,10.0,464
235,40218.0,26,Female,Mixed Race,Non-Hispanic,deposit ,600,3.0,1007.0,11/15/2021,2.0,465
547,40059.0,26,Female,Unknown,Unknown,deposit / prorate november / december,26000,,0.0,11/15/2021,16.0,466
33,40215.0,47,Female,White,Non-Hispanic,deposit,,1.0,839.0,11/10/2021,15.0,467
120,40210.0,30,Female,African American,Non-Hispanic,deposit,0,7.0,930.0,11/10/2021,4.0,468
119,40203.0,23,Male,African American,Non-Hispanic,deposit /  november,0,1.0,1200.0,11/10/2021,6.0,469
18,40208.0,21,Male,African American,Non-Hispanic,deposit / november,2453,1.0,1278.0,11/10/2021,6.0,470
5,40211.0,22,Male,African American,Non-Hispanic,deposit / october / november,1200,1.0,1800.0,11/9/2021,4.0,471
251,40204.0,54,Male,African American,Non-Hispanic,deposit / sept / oct,794,1.0,808.0,11/8/2021,25.0,472
117,40210.0,44,Female,African American,Non-Hispanic,deposit,0,2.0,100.0,11/8/2021,6.0,473
116,40210.0,21,Female,White,Non-Hispanic,deposit,0,1.0,100.0,11/8/2021,6.0,474
115,40210.0,23,Female,African American,Non-Hispanic,deposit,0,2.0,100.0,11/8/2021,6.0,475
118,40210.0,26,Male,White,Non-Hispanic,deposit,0,7.0,100.0,11/8/2021,6.0,476
1,40203.0,31,Female,African American,Non-Hispanic,deposit,350,4.0,965.0,11/8/2021,6.0,477
261,40219.0,27,Female,African American,Non-Hispanic,dep/aug/sept,800,1.0,400.0,11/8/2021,24.0,478
132,40212.0,29,Female,African American,Non-Hispanic,deposit,0,4.0,1100.0,11/5/2021,5.0,479
3,40210.0,61,Female,African American,Non-Hispanic,deposit,1040,1.0,607.0,11/5/2021,5.0,480
10,40203.0,47,Female,African American,Non-Hispanic,deposit / november,1583,3.0,1316.0,11/5/2021,4.0,481
295,40208.0,22,Female,African American,Non-Hispanic,pending tenant/HUD amts,1200,1.0,1282.0,11/3/2021,15.0,482
331,40204.0,44,Female,White,Non-Hispanic,deposit / october / november,2000,1.0,2250.0,11/3/2021,8.0,483
532,40218.0,53,Female,African American,Non-Hispanic,deposit / september / october,23532,1.0,2700.0,11/3/2021,10.0,484
236,40212.0,27,Female,African American,Non-Hispanic,deposit,615,2.0,300.0,9/20/2021,5.0,485
250,40218.0,57,Female,African American,Non-Hispanic,deposit,794,2.0,928.0,11/2/2021,10.0,486
94,40215.0,32,Female,White,Non-Hispanic,Sept Deposit,0,1.0,450.0,9/20/2021,3.0,487
67,40203.0,21,Female,African American,Non-Hispanic,August deposit ,0,1.0,725.0,8/10/2021,6.0,488
110,40212.0,50,Female,African American,Non-Hispanic,deposit / november,0,2.0,711.0,11/1/2021,5.0,489
30,40203.0,19,Female,African American,Non-Hispanic,Sept deposit,,1.0,650.0,9/20/2021,6.0,490
72,40211.0,47,Female,White,Non-Hispanic,Dep / Aug,0,5.0,1320.0,8/9/2021,5.0,491
135,40210.0,23,Female,African American,Non-Hispanic,deposit / november,0,3.0,100.0,11/1/2021,6.0,492
292,40203.0,54,Male,African American,Non-Hispanic,deposit,1150,1.0,500.0,9/20/2021,4.0,493
68,40215.0,35,Female,Mixed Race,Non-Hispanic,August deposit,0,1.0,600.0,8/9/2021,15.0,494
57,40211.0,32,Female,African American,Non-Hispanic,Nov deposit,"$3,333 ",5.0,900.0,11/1/2021,1.0,495
275,40203.0,30,Female,African American,Non-Hispanic,deposit,925,4.0,2050.0,9/20/2021,4.0,496
78,40203.0,63,Male,Mixed Race,Non-Hispanic,Dep,0,1.0,746.0,8/6/2021,4.0,497
106,40214.0,32,Female,African American,Non-Hispanic,deposit,0,2.0,825.0,10/28/2021,12.0,498
248,40214.0,54,Female,African American,Non-Hispanic,deposit,794,1.0,725.0,9/20/2021,15.0,499
71,40218.0,56,Female,White,Non-Hispanic,August Deposit,0,1.0,700.0,8/6/2021,10.0,500
413,40214.0,41,Female,African American,Non-Hispanic,deposit,10000,1.0,825.0,10/28/2021,12.0,501
341,40210.0,31,Female,African American,Non-Hispanic,dep / PR Sept / Oct,2300,5.0,2069.0,9/19/2021,1.0,502
65,40215.0,45,Female,African American,Non-Hispanic,Aug/ Sept,0,2.0,1322.0,8/4/2021,3.0,503
107,40212.0,43,Female,White,Non-Hispanic,deposit,0,3.0,300.0,10/28/2021,5.0,504
276,40203.0,57,Female,African American,Non-Hispanic,deposit / PR Aug rent / Sept rent,925,1.0,2240.0,9/16/2021,6.0,505
63,40210.0,37,Female,African American,Non-Hispanic,Dep / Aug / Sept,0,3.0,2850.0,8/4/2021,4.0,506
365,40210.0,40,Female,Mixed Race,Non-Hispanic,deposit,2880,4.0,1350.0,10/28/2021,6.0,507
291,40203.0,58,Female,African American,Non-Hispanic,deposit,1100,2.0,930.0,9/16/2021,4.0,508
64,40203.0,23,Female,African American,Non-Hispanic,Dep/Aug/Sept,0,3.0,1784.0,8/4/2021,4.0,509
109,40214.0,23,Female,Mixed Race,Non-Hispanic,deposit,0,1.0,828.0,10/28/2021,21.0,510
303,40211.0,65,Female,African American,Non-Hispanic,dep / sept / oct,1276,1.0,925.75,9/14/2021,5.0,511
61,40214.0,65,Female,White,Non-Hispanic,Dep/Aug/Sep,0,2.0,2290.0,8/4/2021,13.0,512
328,40204.0,29,Female,African American,Non-Hispanic,deposit/oct.,1900,3.0,1712.0,10/27/2021,6.0,513
93,40216.0,24,Male,African American,Non-Hispanic,Sept deposit,0,1.0,699.0,9/13/2021,1.0,514
62,40215.0,49,Female,White,Non-Hispanic,August Dep and Aug/Sept Rent,0,4.0,2400.0,8/4/2021,15.0,515
306,40220.0,22,Female,Mixed Race,Non-Hispanic,deposit / october / november,1400,2.0,729.0,10/26/2021,11.0,516
6,40210.0,31,Female,White,Non-Hispanic,Sept Deposit and rent,1250,4.0,206.4,9/13/2021,6.0,517
59,40210.0,31,Male,African American,Non-Hispanic,Dep/July PR/Aug/Sep,0,1.0,2400.0,8/2/2021,6.0,518
302,40212.0,66,Male,Mixed Race,Non-Hispanic,deposit / october / november,1270,1.0,2505.0,10/25/2021,5.0,519
92,40210.0,42,Female,African American,Non-Hispanic,Sept deposit and rent,0,6.0,345.17,9/13/2021,6.0,520
58,40215.0,54,Female,African American,Non-Hispanic,Dep/July/Aug,0,2.0,1188.0,8/2/2021,15.0,521
17,40210.0,33,Female,African American,Non-Hispanic,deposit / november,2167,6.0,1225.0,10/25/2021,6.0,522
34,40210.0,33,Female,African American,Non-Hispanic,Sept deposit and rent,,4.0,336.0,9/13/2021,6.0,523
60,40203.0,61,Male,African American,Non-Hispanic,July deposit and July and August rent,0,1.0,765.5,8/2/2021,6.0,524
304,40210.0,70,Male,Mixed Race,Non-Hispanic,deposit / october / november,1300,1.0,2655.0,10/25/2021,4.0,525
230,40215.0,61,Male,African American,Non-Hispanic,Dep / Sept / Oct,500,1.0,1500.0,9/2/2021,3.0,526
95,40210.0,32,Female,African American,Non-Hispanic,Sept deposit,0,2.0,100.0,9/2/2021,6.0,527
91,40203.0,22,Female,African American,Non-Hispanic,Sept deposit,0,2.0,100.0,9/2/2021,4.0,528
511,40212.0,29,Female,White,Non-Hispanic,August and Sept rent and deposit,20000,2.0,1350.0,8/31/2021,5.0,529
310,40208.0,62,Female,White,Non-Hispanic,dep / aug / sept,1500,2.0,2400.0,8/31/2021,3.0,530
527,40208.0,23,Male,African American,Non-Hispanic,Dep and Sept,23000,2.0,1847.0,8/31/2021,15.0,531
329,40208.0,28,Female,African American,Non-Hispanic,"Dep, Sept/Oct",2000,2.0,2550.0,8/31/2021,6.0,532
584,40204.0,34,Female,African American,Non-Hispanic,August and Sept rent and deposit,33600,5.0,3000.0,8/31/2021,6.0,533
270,40203.0,43,Female,White,Non-Hispanic,dep / sept / oct,851,1.0,2250.0,8/31/2021,6.0,534
90,40219.0,35,Female,African American,Non-Hispanic,Sept deposit,0,4.0,500.0,8/31/2021,24.0,535
489,40210.0,36,Female,African American,Non-Hispanic,August and Sept rent and deposit,17000,2.0,2475.0,8/30/2021,4.0,536
277,40214.0,34,Female,White,Non-Hispanic,Dep/Aug,1000,1.0,631.0,8/30/2021,21.0,537
83,40202.0,23,Male,African American,Non-Hispanic,August deposit and rent,0,1.0,1580.0,8/30/2021,4.0,538
312,40203.0,20,Male,African American,Non-Hispanic,August deposit and rent,1580,1.0,1580.0,8/30/2021,4.0,539
289,40205.0,19,Female,African American,Non-Hispanic,August deposit,1083,1.0,650.0,8/30/2021,8.0,540
373,40220.0,48,Female,African American,Non-Hispanic,dep / sept / oct,3194,5.0,3900.0,8/30/2021,26.0,541
227,40299.0,35,Female,African American,Non-Hispanic,dep / aug prorate / app fee,400,2.0,1084.0,8/30/2021,11.0,542
89,40212.0,35,Male,White,Non-Hispanic,August deposit,0,1.0,300.0,8/26/2021,5.0,543
87,40203.0,19,Female,African American,Non-Hispanic,Dep and August rent,0,2.0,718.8,8/26/2021,4.0,544
88,40203.0,22,Female,African American,Non-Hispanic,Dep and August and September rent,0,3.0,191.67,8/26/2021,6.0,545
290,40214.0,62,Female,White,Non-Hispanic,"dep, 1/2 Aug, Sept and 1/2 Oct",1084,1.0,2700.0,8/24/2021,3.0,546
86,40203.0,60,Male,African American,Non-Hispanic,"Security, August and Sept rent",0,1.0,368.33,8/24/2021,4.0,547
84,40258.0,62,Female,African American,Non-Hispanic,Dep / Sept,0,1.0,1036.29,8/23/2021,12.0,548
81,40214.0,53,Female,White,Non-Hispanic,Dep / Sept / Oct,0,2.0,1749.0,8/23/2021,12.0,549
