X,Y,OBJECTID,COMPKEY,UNITID,UNITDESC,CONDITION,CONDITION_ASSESSMENT_DATE,OWNERSHIP,CURRENT_STATUS,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,COMPTYPE,SEGKEY,DISTANCE,WIDTH,UNITTYPE,CURRENT_STATUS_DATE,CATEGORY,INSTALL_DATE,INSTALLER,ELECTR_WIRE_LOC,CONTROL_PROTOCOL_TYPE,METERED,LAST_PM_DATE,SOLAR_INSTALL_DATE,HANSEN7ID,DISPHOUSINGCOND,MOUNT_TYPE,CROSSWALK_TUB,FLASHING,ATTACHMENT_CONDITION,POLE_CONDITION,SUPPORT_INSTALL_DATE,SPAN_CONDITION,CONTROL_CONDITION,CONTROL_TYPE,MODEM_TYPE,MODEL_TYPE,SIDE,SCHOOL_SPEED_CAMERA,OVERRIDECOMMENT,SHAPE_LNG,SHAPE_LAT
1278103.3226463,225213.508031636,3600,703916,BCN-490,E CHERRY ST 0230 BLOCK S SIDE ( 130) 130 FT E/O 23RD AVE (BCN-SCHL)                                                                                                                                                                                            , ,, , ,DISTRICT3, ,N,16,13892,143.0,-27.0,BCN,,BCN-SCHL,2018/05/19 00:00:00+00,SDOT, , ,N,,2018/05/19 00:00:00+00,, , ,N,N, , ,, , , , ,GLANCE,S,N,,-122.302192351296,47.6079336532275
1268383.37194189,225758.265800387,3601,731494,BCN-525,WESTERN AVE 0150 BLOCK C SIDE ( 238) 190 FT SE/O PINE ST (BCN-XWK)                                                                                                                                                                                             , ,, , ,DISTRICT7, ,N,16,13504,238.0,,BCN,,BCN-XWK,2019/03/01 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , ,BCN-RRFB,C,N,,-122.341631445147,47.6089114157328
1266639.2668343,236476.613786221,3602,618004,BCN-369,BOSTON ST 0035 BLOCK S SIDE ( 274) 0 FT W/O 4TH AVE N (BCN-XWK)                                                                                                                                                                                                , ,, ,INSVC,DISTRICT7, ,N,16,9340,287.0,-22.5,BCN,,BCN-XWK,2014/08/31 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , ,BCN-RRFB,S,N,,-122.349556614408,47.6381960205486
1258840.60920331,248033.353139892,3603,573244,BCN-197,20TH AVE NW 0560 BLOCK C SIDE (   0) 0 FT N/O NW 56TH ST (BCN-REG)                                                                                                                                                                                             , ,, ,OUTSVC,DISTRICT6, ,N,16,3019,0.0,,BCN,,BCN-REG,, , , ,N,,,, ,TM-OVRHEAD,N,Y, , ,, , , , , ,C,N,,-122.382126675167,47.6694466512017
1263660.47718821,212229.308278307,3604,651433,BCN-419,SPOKANE TURN RD 0200 BLOCK N SIDE (  70) 70 FT W/O SW SPOKANE ST (BCN-XWK)                                                                                                                                                                                     , ,, , ,DISTRICT1, ,N,16,12852,83.0,-17.0,BCN,,BCN-XWK,2016/01/15 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , ,BCN-RRFB,N,N,,-122.359686289874,47.5715738446679
1287071.25418547,201800.121459559,3605,704380,BCN-504,SEWARD PARK AVE S 0650 BLOCK E SIDE (   0) 0 FT S/O S MORGAN ST (BCN-XWK)                                                                                                                                                                                      , ,, ,INSVC,DISTRICT2, ,N,16,12799,13.0,19.0,BCN,2023/08/10 00:00:00+00,BCN-XWK,, , , ,N,,,, , ,N,N, , ,, , , , ,BCN-RRFB,E,N,,-122.26407932374,47.5442205951244
1274384.10829997,222522.065251812,3606,726852,BCN-522,12TH AVE S 0020 BLOCK E SIDE ( 125) 125 FT S/O BOREN AVE S (BCN-SCHL)                                                                                                                                                                                          , ,, , ,DISTRICT3,DISTRICT2,N,16,1652,178.0,33.0,BCN,,BCN-SCHL,2018/10/13 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , ,GLANCE,E,N,,-122.317056400599,47.6003608618583
1263692.94693956,192477.298569813,3607,567457,BCN-58,SW ROXBURY ST 0180 BLOCK N SIDE (   5) 5 FT W/O 18TH AVE SW (BCN-SCHL)                                                                                                                                                                                         ,GOOD,2013/11/01 00:00:00+00,SDOT,INSVC,DISTRICT1, ,N,16,22764,28.0,-27.0,BCN,2013/11/01 00:00:00+00,BCN-SCHL,2009/03/27 00:00:00+00,SDOT, , ,N,,2009/03/27 00:00:00+00,SB81X2, ,TM-SHLDR,N,Y, , ,, , ,TIME-BASE, ,BCN-TC3,N,Y,,-122.357969634145,47.5174362763202
1263598.71090755,193790.270681396,3608,862258,BCN-577,DELRIDGE WAY SW 0920 BLOCK C SIDE (   0) 0 FT SE/O SW BARTON ST (BCN-XWK)                                                                                                                                                                                      , ,, ,INSVC,DISTRICT1, ,N,16,9991,0.0,,BCN,2023/08/04 00:00:00+00,BCN-XWK,2022/11/07 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , ,BCN-RRFB,C,N,,-122.358456209428,47.5210299532104
1274123.83913547,236422.14998439,3609,867752,BCN-596,E BOSTON ST 0100 BLOCK N SIDE ( 202) 32 FT W/O FEDERAL AVE E ( )                                                                                                                                                                                               , ,, , ,DISTRICT3, ,N,16,13858,215.0,17.0,BCN,, ,, , , ,N,,,, , ,N,N, , ,, , , , , ,N,N,,-122.319198899777,47.6384469328188
1260624.16961256,202096.950918391,3610,573911,BCN-302,SYLVAN WAY SW 0652 BLOCK W SIDE ( 157) 157 FT S/O SW MORGAN E ST (BCN-SCHL)                                                                                                                                                                                    ,GOOD,2014/06/30 00:00:00+00,SDOT,INSVC,DISTRICT1, ,N,16,13059,180.0,-24.0,BCN,2014/06/30 00:00:00+00,BCN-SCHL,2014/06/30 00:00:00+00,SDOT, , ,N,2014/06/30 00:00:00+00,2014/06/30 00:00:00+00,, ,TM-SHLDR,N,Y, , ,, ,GOOD,WEB, ,BCN-TC3,W,N,,-122.371163842908,47.5436358684006
1263084.89172523,192435.229100138,3611,573565,BCN-242,SW ROXBURY ST 0200 BLOCK S SIDE ( 280) 5 FT E/O 21ST AVE SW (BCN-SCHL)                                                                                                                                                                                         ,GOOD,2013/11/01 00:00:00+00,SDOT,INSVC,DISTRICT1, ,N,16,22765,303.0,27.0,BCN,2013/11/01 00:00:00+00,BCN-SCHL,2009/03/27 00:00:00+00,SDOT, , ,N,,2009/03/27 00:00:00+00,SB81X2, ,TM-SHLDR,N,Y, , ,, , ,TIME-BASE, ,BCN-TC3,S,Y,,-122.360426467031,47.5172879161508
1271393.81769264,250163.736674398,3612,568703,BCN-150,WOODLAWN AVE N 0640 BLOCK C SIDE ( 355) 0 FT SW/O N 65TH ST (BCN-REG)                                                                                                                                                                                          , ,, ,INSVC,DISTRICT6, ,N,16,13698,355.0,,BCN,2023/08/09 00:00:00+00,BCN-REG,, , , ,N,,,, ,TM-OVRHEAD,N,N, , ,, , , , , ,C,N,,-122.331355375398,47.6759671322792
1270986.8900288,263423.95523265,3613,568683,BCN-141,MERIDIAN AVE N 1130 BLOCK C SIDE ( 662) 0 FT S/O N 115TH ST (BCN-REG)                                                                                                                                                                                          , ,, ,INSVC,DISTRICT5, ,N,16,11828,662.0,,BCN,2023/08/09 00:00:00+00,BCN-REG,, , , ,N,,,, ,TM-OVRHEAD,N,N, , ,, , , , , ,C,N,,-122.334056430361,47.7122911452239
1266681.39109389,241749.957242146,3614,554883,BCN-30,FREMONT AVE N 0360 BLOCK E SIDE ( 463) 15 FT S/O N 38TH ST (BCN-SCHL)                                                                                                                                                                                          ,GOOD,2001/03/12 00:00:00+00,SDOT,INSVC,DISTRICT6, ,N,16,10487,476.0,-28.0,BCN,2011/01/07 00:00:00+00,BCN-SCHL,2010/09/08 00:00:00+00,SDOT,AERIAL, ,N,,,, ,TM-SHLDR,N,Y,GOOD, ,, , , , ,BCN-TC3,E,N,,-122.349807255408,47.6526522922549
1268728.90701197,229077.265724063,3615,567686,BCN-77,8TH AVE 0220 BLOCK C SIDE ( 426) 0 FT SE/O BELL ST (BCN-REG)                                                                                                                                                                                                   ,FAIR,2011/05/12 00:00:00+00,SDOT,INSVC,DISTRICT7, ,N,16,8286,426.0,,BCN,2011/05/12 00:00:00+00,BCN-REG,1996/08/21 00:00:00+00,SDOT,UG, ,N,2011/05/12 00:00:00+00,,,FAIR,TM-OVRHEAD,N,Y,FAIR,GOOD,,FAIR, ,HARDWIRE, , ,C,N,,-122.340494428057,47.6180272305499
1266177.23790272,194416.647381395,3616,555266,BCN-34,SW HENDERSON ST 0100 BLOCK N SIDE (   5) 5 FT W/O 10TH AVE SW (BCN-SCHL)                                                                                                                                                                                       ,GOOD,2014/07/18 00:00:00+00, ,INSVC,DISTRICT1, ,N,16,22292,18.0,-24.5,BCN,2014/07/18 00:00:00+00,BCN-SCHL,2014/07/18 00:00:00+00,SDOT,AERIAL, ,N,,,SB84X2, ,TM-SHLDR,N,Y, , ,2005/03/02 00:00:00+00, , ,WEB, ,BCN-TC3,N,N,,-122.348072546371,47.5228864325237
1265510.31961714,251218.813960552,3617,573411,BCN-220,GREENWOOD AVE N 0671 BLOCK C SIDE ( 244) 70 FT S/O N 68TH ST (BCN-WARNG)                                                                                                                                                                                       , ,, ,INSVC,DISTRICT6, ,N,16,10734,244.0,,BCN,2023/08/09 00:00:00+00,BCN-WARNG,, , , ,N,,,, ,TM-OVRHEAD,N,N, , ,, , , , , ,C,N,,-122.355317535187,47.6785425877143
1275192.72380872,216439.003599063,3618,567292,BCN-46,15TH AVE S 0210 BLOCK E SIDE ( 284) 0 FT N/O S WALKER ST (BCN-SCHL)                                                                                                                                                                                            , ,, ,INSVC,DISTRICT2, ,N,16,2139,297.0,20.0,BCN,,BCN-SCHL,2014/07/07 00:00:00+00,SDOT,AERIAL, ,N,,2014/07/07 00:00:00+00,SB62X1, ,TM-SHLDR,N,Y, , ,, , ,WEB, ,BCN-TC3,E,N,,-122.313305321569,47.5837299807596
1283315.30172364,202542.535329059,3619,580104,BCN-314,S GRAHAM ST 0420 BLOCK N SIDE (359.) 359.9 FT E/O 42ND AVE S (BCN-SCHL)                                                                                                                                                                                        , ,, ,INSVC,DISTRICT2, ,N,16,20127,372.9,23.0,BCN,2023/08/11 00:00:00+00,BCN-SCHL,, , , ,N,,,, , ,N,N, , ,, , , , ,BCN-TC3,N,N,,-122.279340628301,47.5460631158389
1266890.85917889,241950.519505054,3620,554880,BCN-29,FREMONT WAY N 0380 BLOCK NE SIDE ( 150) 150 FT NW/O N 38TH ST (BCN-SCHL)                                                                                                                                                                                       ,GOOD,2011/01/07 00:00:00+00,SDOT,INSVC,DISTRICT6, ,N,16,10570,200.0,-24.0,BCN,2011/01/07 00:00:00+00,BCN-SCHL,2010/09/08 00:00:00+00,SDOT,AERIAL, ,N,,,, ,TM-SHLDR,N,Y,GOOD, ,, , , , ,BCN-TC3,NE,N,,-122.34897355885,47.6532133360285
1264344.24714614,260951.998890474,3621,659925,BCN-424,3RD AVE NW 1050 BLOCK W SIDE (   0) 0 FT N/O NW 105TH ST (BCN-XWK)                                                                                                                                                                                             , ,, , ,DISTRICT5,DISTRICT6,N,16,4493,13.0,17.0,BCN,,BCN-XWK,, , , ,N,,,, , ,N,N, , ,, , , , ,BCN-RRFB,W,N,,-122.360834315727,47.7051573688038
1281480.01143098,228882.876349062,3622,573261,BCN-202,34TH AVE 0180 BLOCK SE SIDE ( 201) 201 FT NE/O E HOWELL ST (BCN-SCHL)                                                                                                                                                                                          , ,,SDOT,INSVC,DISTRICT3, ,N,16,5212,231.0,-25.0,BCN,,BCN-SCHL,2011/01/27 00:00:00+00,SDOT, , ,N,,,, ,TM-SHLDR,N,Y, , ,, , ,TIME-BASE, ,GLANCE,SE,N,,-122.288787465535,47.6181672451829
1283705.31406698,195448.29295589,3623,670581,BCN-447,RENTON AVE S 0841 BLOCK W SIDE ( 285) 285 FT S/O S CAMANO PL ( )                                                                                                                                                                                               , ,, , ,DISTRICT2, ,N,16,12522,298.0,-25.0,BCN,, ,2017/03/20 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , , ,W,N,,-122.277222809308,47.5266378115702
1281532.21112972,256676.700026393,3624,670577,BCN-443,35TH AVE NE 0900 BLOCK W SIDE ( 181) 56 FT S/O NE 91ST S ST (BCN-SCHL)                                                                                                                                                                                         , ,, , ,DISTRICT5, ,N,16,5374,194.0,24.0,BCN,,BCN-SCHL,2017/03/20 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , ,GLANCE,W,N,,-122.290709893134,47.6943526825266
1276302.31312497,257818.00483039,3625,687914,BCN-477,15TH AVE NE 0940 BLOCK E SIDE ( 170) 170 FT N/O NE 94TH ST (BCN-SCHL)                                                                                                                                                                                          , ,, , ,DISTRICT5, ,N,16,2068,183.0,-13.5,BCN,,BCN-SCHL,2017/09/11 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , ,GLANCE,E,N,,-122.312031587016,47.6972074888053
1285515.3275073,194921.123406559,3626,754366,BCN-548,RAINIER AVE S 0860 BLOCK E SIDE ( 300) 300 FT S/O S CLOVERDALE ST (BCN-SCHL)                                                                                                                                                                                   , ,, , ,DISTRICT2, ,N,16,12419,323.0,31.0,BCN,,BCN-SCHL,2019/09/03 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , ,GLANCE,E,N,,-122.269858150203,47.5252856916273
1272679.11072572,224189.623596475,3627,567690,BCN-80,9TH AVE 0050 BLOCK C SIDE (   0) 0 FT NW/O JEFFERSON ST (BCN-REG)                                                                                                                                                                                              ,FAIR,2011/05/12 00:00:00+00,SDOT,INSVC,DISTRICT3, ,N,16,8511,0.0,,BCN,2011/05/12 00:00:00+00,BCN-REG,,SDOT,AERIAL, ,N,2011/05/12 00:00:00+00,,,FAIR,TM-OVRHEAD,N,Y,FAIR,FAIR,,FAIR, ,HARDWIRE, , ,C,N,,-122.324096855523,47.6048412749446
1286784.40797439,194198.693749055,3628,754369,BCN-551,S HENDERSON ST 0530 BLOCK N SIDE ( 398) 15 FT W/O SEWARD PARK AVE S (BCN-SCHL)                                                                                                                                                                                 , ,, ,INSVC,DISTRICT2, ,N,16,20246,411.0,28.0,BCN,2023/08/09 00:00:00+00,BCN-SCHL,2019/09/03 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , ,GLANCE,N,N,,-122.264668132532,47.5233703240953
1261417.69394414,250388.910436645,3629,626706,BCN-387,NW 65TH ST 0111 BLOCK N SIDE ( 101) 10 FT E/O 12TH AVE NW (BCN-XWK)                                                                                                                                                                                            , ,, ,INSVC,DISTRICT6, ,N,16,18617,114.0,-30.0,BCN,2023/08/14 00:00:00+00,BCN-XWK,2015/01/30 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , ,BCN-RRFB,N,N,,-122.371860365794,47.676044782276
1260048.91321714,198523.486608639,3630,735938,BCN-530,SW HOLDEN ST 0310 BLOCK N SIDE ( 128) 144 FT E/O 32ND AVE SW (BCN-SCHL)                                                                                                                                                                                        , ,, , ,DISTRICT1, ,N,16,22381,158.0,-29.0,BCN,,BCN-SCHL,2019/06/21 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , ,GLANCE,N,N,,-122.373203023625,47.5338096704088
1271044.91550331,268897.056491137,3631,754353,BCN-535,MERIDIAN AVE N 1350 BLOCK W SIDE ( 150) 150 FT N/O N 135TH ST (BCN-SCHL)                                                                                                                                                                                       , ,, , ,DISTRICT5, ,N,16,11749,162.0,13.0,BCN,,BCN-SCHL,2019/09/03 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , ,GLANCE,W,N,,-122.334254344439,47.727295782101
1271036.45948347,268297.464186385,3632,754355,BCN-537,MERIDIAN AVE N 1330 BLOCK W SIDE ( 207) 207 FT N/O N 133RD ST (BCN-SCHL)                                                                                                                                                                                       , ,, , ,DISTRICT5, ,N,16,11747,227.0,12.0,BCN,,BCN-SCHL,2019/09/03 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , ,GLANCE,W,N,,-122.334241184481,47.725651873964
1275425.05536506,208655.00669989,3633,639945,BCN-401,S COLUMBIAN WAY 0160 BLOCK SW SIDE ( 366) 200 FT NW/O VETRN HOSPITAL DR (BCN-SCHL)                                                                                                                                                                             , ,, , ,DISTRICT2, ,N,16,19695,389.0,-25.0,BCN,,BCN-SCHL,2015/08/01 00:00:00+00, , , ,N,,,, ,TM-SHLDR,N,N, , ,, , , , ,BCN-TC3,SW,N,,-122.31175819798,47.5624064042253
1268735.24033263,256840.577323303,3634,867751,BCN-595,N 90TH ST 0112 BLOCK S SIDE ( 188) 54 FT W/O MIDVALE AVE N (BCN-SCHL)                                                                                                                                                                                          , ,, ,INSVC,DISTRICT5, ,N,16,16009,201.0,-18.0,BCN,2023/08/09 00:00:00+00,BCN-SCHL,, , , ,N,,,, , ,N,N, , ,, , , , , ,S,N,,-122.342676447637,47.6941256802123
1264475.18914147,194810.981238395,3635,555260,BCN-31,16TH AVE SW 0880 BLOCK E SIDE ( 290) 290 FT S/O SW TRENTON ST (BCN-SCHL)                                                                                                                                                                                       ,GOOD,2014/07/21 00:00:00+00, ,INSVC,DISTRICT1, ,N,16,2347,303.0,25.0,BCN,2014/07/21 00:00:00+00,BCN-SCHL,2009/11/05 00:00:00+00,SDOT,AERIAL, ,N,,,SB83X1, ,TM-SHLDR,N,Y, , ,2003/09/05 00:00:00+00, , ,WEB, ,BCN-TC3,E,N,,-122.354991374823,47.5238752373172
1273637.98216756,263364.456335887,3636,696400,BCN-479,5TH AVE NE 1150 BLOCK E SIDE (   0) 0 FT N/O NE 115TH ST (BCN-XWK)                                                                                                                                                                                             , ,, , ,DISTRICT5, ,N,16,7259,13.0,-24.0,BCN,,BCN-XWK,2018/01/09 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , ,BCN-RRFB,E,N,,-122.32328500267,47.7122692748919
1277178.18604514,222038.257164314,3637,581531,BCN-328,S JACKSON ST 0200 BLOCK S SIDE ( 150) 150 FT E/O 20TH AVE S (BCN-SCHL)                                                                                                                                                                                         , ,, ,INSVC,DISTRICT3, ,N,16,20500,163.0,-28.0,BCN,2023/08/11 00:00:00+00,BCN-SCHL,, , , ,N,,,, , ,N,N, , ,, , , , ,BCN-TC3,S,N,,-122.305695786749,47.5991818606335
1265815.9043078,267605.776921481,3638,554834,BCN-21,GREENWOOD AVE N 1300 BLOCK E SIDE (  65) 65 FT N/O N 130TH ST (BCN-SCHL)                                                                                                                                                                                       ,GOOD,2013/12/03 00:00:00+00,SDOT,INSVC,DISTRICT5, ,N,16,10785,88.0,-38.0,BCN,2013/12/03 00:00:00+00,BCN-SCHL,2009/10/12 00:00:00+00,SDOT,AERIAL, ,N,2011/05/27 00:00:00+00,,SB21X1,GOOD,TM-SHLDR,N,Y,GOOD, ,, ,GOOD,WEB, ,BCN-TC3,E,Y,,-122.355392867969,47.7234749137794
1261810.42872298,239366.130973056,3639,664957,BCN-434,9TH AVE W 0280 BLOCK C SIDE ( 300) 0 FT S/O W FULTON ST ( )                                                                                                                                                                                                    , ,, , ,DISTRICT7, ,N,16,8639,300.0,,BCN,, ,2016/11/15 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , , ,C,N,,-122.369373491414,47.6458535274812
1267195.36513156,242296.32393156,3640,554870,BCN-28,N 39TH ST 0080 BLOCK N SIDE ( 188) 75 FT W/O AURORA AVE N (BCN-SCHL)                                                                                                                                                                                           ,GOOD,2011/01/07 00:00:00+00,SDOT,INSVC,DISTRICT6, ,N,16,15386,201.0,16.0,BCN,2011/01/07 00:00:00+00,BCN-SCHL,2010/09/08 00:00:00+00,SDOT,AERIAL, ,N,,,, ,TM-SHLDR,N,Y,GOOD, ,, , , , ,BCN-TC3,N,N,,-122.347765905807,47.6541776039177
1283682.84035864,195539.824596971,3641,670584,BCN-448,RENTON AVE S 0841 BLOCK W SIDE ( 190) 190 FT S/O S CAMANO PL (BCN-SCHL)                                                                                                                                                                                        , ,, , ,DISTRICT2, ,N,16,12522,203.0,-25.0,BCN,,BCN-SCHL,2017/03/20 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , ,GLANCE,W,N,,-122.277320707789,47.5268875440088
1256033.91468547,240501.199240983,3642,573284,BCN-205,W DRAVUS ST 0270 BLOCK C SIDE ( 330) 0 FT E/O 28TH AVE W (BCN-REG)                                                                                                                                                                                             , ,, ,INSVC,DISTRICT7, ,N,16,23231,330.0,,BCN,2023/08/09 00:00:00+00,BCN-REG,, , , ,N,,,, ,TM-OVRHEAD,N,Y, , ,, , , , , ,C,N,,-122.392896281115,47.648646185122
1264789.47263364,234402.889259145,3643,573451,BCN-224,QUEEN ANNE AVE N 0150 BLOCK C SIDE (  45) 45 FT N/O W GALER ST (BCN-XWK)                                                                                                                                                                                       , ,, ,INSVC,DISTRICT7, ,N,16,12309,45.0,,BCN,2023/08/09 00:00:00+00,BCN-XWK,, , , ,N,,,, ,TM-OVRHEAD,Y,N, , ,, , , , , ,C,N,,-122.356891809791,47.6324118885073
1279048.91294672,219714.04593347,3644,567590,BCN-71,M L KING JR WAY S 0100 BLOCK W SIDE ( 135) 92 FT N/O S ELMWOOD PL (BCN-SCHL)                                                                                                                                                                                   ,GOOD,2014/07/10 00:00:00+00,SDOT,INSVC,DISTRICT3, ,N,16,11506,148.0,-29.0,BCN,2014/07/10 00:00:00+00,BCN-SCHL,2014/07/10 00:00:00+00,SDOT, , ,N,2014/07/10 00:00:00+00,,, ,TM-SHLDR,N,Y, , ,2011/01/03 00:00:00+00, , ,WEB, ,BCN-TC3,W,Y,,-122.29793548341,47.5929090743579
1275595.36211106,250048.710657731,3645,823431,BCN-566,NE 65TH ST 0130 BLOCK N SIDE (   0) 0 FT E/O BROOKLYN AVE NE (BCN-XWK)                                                                                                                                                                                         , ,, , ,DISTRICT4, ,N,16,17264,13.0,26.0,BCN,,BCN-XWK,2021/08/04 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , , ,N,N,,-122.314294755355,47.6758747750266
1280709.63141006,266069.417133316,3646,580409,BCN-326,LAKE CITY WAY NE 1250 BLOCK C SIDE ( 305) 305 FT NE/O NE 125TH ST (BCN-XWK)                                                                                                                                                                                    , ,, ,INSVC,DISTRICT5, ,N,16,11183,305.0,,BCN,2023/08/08 00:00:00+00,BCN-XWK,, , , ,N,,,, , ,N,N, , ,, , , , ,BCN-RRFB,C,N,,-122.294773720198,47.7200552361377
1280795.96358646,226979.076350898,3647,568521,BCN-106,32ND AVE 0110 BLOCK C SIDE ( 465) 0 FT S/O E UNION ST (BCN-REG)                                                                                                                                                                                                ,FAIR,2011/05/13 00:00:00+00,SDOT,INSVC,DISTRICT3, ,N,16,4927,465.0,,BCN,2011/05/13 00:00:00+00,BCN-REG,,SDOT,AERIAL, ,N,2011/05/13 00:00:00+00,,,FAIR,TM-OVRHEAD,N,Y,FAIR,FAIR,,GOOD, ,HARDWIRE, , ,C,N,,-122.291414305872,47.6129134357204
1255176.73825023,195422.703440145,3648,573774,BCN-284,FAUNTLEROY WAY SW 0860 BLOCK E SIDE ( 623) 49 FT N/O SW TRENTON ST (BCN-WARNG)                                                                                                                                                                                 , ,, ,INSVC,DISTRICT1, ,N,16,10419,636.0,27.0,BCN,2023/08/10 00:00:00+00,BCN-WARNG,, , , ,N,,,, ,TM-SHLDR,N,Y, , ,, , , , , ,E,N,,-122.392667705558,47.5250416825565
1273563.89799814,258359.629403308,3649,572938,BCN-157,5TH AVE NE 0950 BLOCK W SIDE ( 300) 300 FT N/O NE 95TH ST (BCN-SCHL)                                                                                                                                                                                           ,GOOD,2013/11/24 00:00:00+00,SDOT,INSVC,DISTRICT5, ,N,16,7328,313.0,24.0,BCN,2013/11/25 00:00:00+00,BCN-SCHL,2009/09/08 00:00:00+00,SDOT, , ,N,,2013/11/24 00:00:00+00,, ,TM-SHLDR,N,Y, , ,2008/09/08 00:00:00+00, , ,TIME-BASE, ,GLANCE,W,Y,,-122.323192325239,47.6985472801279
1264523.45807381,271186.39082323,3650,573157,BCN-192,3RD AVE NW 1440 BLOCK C SIDE (   0) 336 FT S/O NW 145TH ST (BCN-REG)                                                                                                                                                                                           , ,, ,INSVC,DISTRICT5, ,N,16,4513,0.0,,BCN,2023/08/09 00:00:00+00,BCN-REG,, , , ,N,,,, ,TM-OVRHEAD,N,Y, , ,, , , , , ,C,N,,-122.360931648099,47.7332189560462
1275415.35033198,242570.489393726,3651,568706,BCN-153,BROOKLYN AVE NE 0400 BLOCK C SIDE (   0) 0 FT N/O NE 40TH ST (BCN-REG)                                                                                                                                                                                         , ,, ,INSVC,DISTRICT4, ,N,16,9476,0.0,,BCN,2023/08/09 00:00:00+00,BCN-REG,, , , ,N,,,, ,TM-OVRHEAD,N,N, , ,, , , , , ,C,N,,-122.314441134181,47.6553676426499
1270800.96389148,222474.82256414,3652,567676,BCN-75,2ND AVE S 0020 BLOCK C SIDE ( 306) 0 FT N/O S MAIN ST (BCN-REG)                                                                                                                                                                                                ,POOR,2011/05/12 00:00:00+00,SDOT,INSVC,DISTRICT7, ,N,16,2869,306.0,,BCN,2011/05/12 00:00:00+00,BCN-REG,,SDOT,UG, ,N,2011/05/12 00:00:00+00,,,POOR,TM-OVRHEAD,N,Y,POOR,GOOD,,POOR, ,HARDWIRE, , ,C,N,,-122.331573395344,47.600041065691
1275193.64047356,216753.039716393,3653,678791,BCN-468,S HILL ST 0150 BLOCK N SIDE (   0) 0 FT E/O 15TH AVE S (BCN-XWK)                                                                                                                                                                                               , ,, , ,DISTRICT2, ,N,16,20251,13.0,17.0,BCN,,BCN-XWK,2017/07/22 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , ,BCN-RRFB,N,N,,-122.313326078157,47.5845907966427
1274339.4404103,222862.361159146,3654,622857,BCN-380,BOREN AVE S 0010 BLOCK NE SIDE ( 150) 150 FT SE/O E YESLER WAY (BCN-SCHL)                                                                                                                                                                                      , ,, ,INSVC,DISTRICT2, ,N,16,9332,200.0,30.0,BCN,2023/08/14 00:00:00+00,BCN-SCHL,, , , ,N,,,, , ,N,N, , ,, , , , ,BCN-TC3,NE,Y,,-122.317264013007,47.6012912454432
1281315.57672048,226958.967467219,3655,568016,BCN-93,34TH AVE 0110 BLOCK C SIDE ( 460) 0 FT S/O E UNION ST (BCN-REG)                                                                                                                                                                                                ,GOOD,2011/05/13 00:00:00+00,SDOT,INSVC,DISTRICT3, ,N,16,5207,460.0,,BCN,2011/05/13 00:00:00+00,BCN-REG,,SDOT,AERIAL, ,N,2011/05/13 00:00:00+00,,,FAIR,TM-OVRHEAD,N,Y,FAIR,FAIR,,GOOD, ,HARDWIRE, , ,C,N,,-122.28930649691,47.6128852869048
1284418.84151131,194220.758665562,3656,698333,BCN-485,S HENDERSON ST 0460 BLOCK C SIDE (   0) 0 FT E/O 46TH AVE S (BCN-XWK)                                                                                                                                                                                          , ,, , ,DISTRICT2, ,N,16,20242,0.0,,BCN,,BCN-XWK,, , , ,N,,,, , ,N,N, , ,, , , , ,BCN-RRFB,C,N,,-122.274242259672,47.5233097886589
1268869.18265006,254214.217746645,3657,573619,BCN-275,N 80TH ST 0110 BLOCK C SIDE ( 636) 28 FT W/O STONE AVE N (BCN-XWK)                                                                                                                                                                                             , ,, ,INSVC,DISTRICT6, ,N,16,15895,636.0,,BCN,2023/08/10 00:00:00+00,BCN-XWK,, , , ,N,,,, ,TM-OVRHEAD,N,N, , ,, , , , , ,C,N,,-122.341923622316,47.6869341460589
