OBJECTID,COMPKEY,STNAME_ORD,FLOWSEGID,DOWNTOWN,START_DATE,AMPK,PMPK,AWDT,ADT,AWDT_ROUNDED,DATAQUALITY,FLAGS,SHAPE_Length
1481,16937,NE 50TH ST,1501,N,,,,8000.0,,8000,Estimate,,49.2057591458277
1482,"1093,1092,1091",1ST AVE NE,1815,N,,,,7800.0,,7800,Estimate,,1990.08571283079
1483,20462,S INDUSTRIAL WAY,345,N,2017/11/09 10:15:00+00,387.0,437.0,4805.0,4457.0,4800,Study,,716.056572502528
1484,"8164,8166,8165",7TH AVE,1025,Y,2015/03/04 00:00:00+00,,,4136.0,3718.0,4100,Study - 13-15,,1197.79467763008
1485,"9227,9219,9217,9220,9218,9221,9223,9224,9222","BELLEVUE PL E,BELLEVUE AVE E",1180,N,2018/10/04 00:00:00+00,311.0,412.0,4527.0,4344.0,4500,Study(Normalized),,3254.18913895767
1486,"2049,2048,2052,2051,2050,2054,2053",15TH AVE NE,1706,N,2015/11/17 00:00:00+00,,,10089.0,9260.0,10100,Study - 13-15,,2680.44066465408
1487,"12310,12312,12313,12311,12309",QUEEN ANNE AVE N,1223,N,,,,10471.0,10701.0,10500,Estimate,,2227.56804728288
1488,23582,W MERCER ST,1141,N,2018/06/20 00:00:00+00,1296.0,1143.0,18510.0,18370.0,18100,Study(Normalized),,322.18361352506
1489,7874,6TH AVE,690,Y,2018/06/26 00:00:00+00,1784.0,1460.0,22889.0,21905.0,22300,Study(Normalized),,305.859163648887
1490,"9118,9119,9117",BEACON AVE S,457,N,2018/03/29 00:00:00+00,1203.0,1259.0,15830.0,14419.0,15400,Study(Normalized),,845.829506079662
1491,"1580,1581,1584,1583,1582",12TH AVE NE,1678,N,2017/08/23 11:00:00+00,374.0,814.0,6763.0,6299.0,6800,Study,,1326.91724958907
1492,"11629,11630,23360","MAGNOLIA BR WB,W GALER ST FLYOVER",34,N,2017/10/24 10:30:00+00,302.0,862.0,6593.0,6516.0,6600,Study,,2673.80536180553
1493,"18042,664372,18034,18035,18036,163772","NE PACIFIC ST,NE NORTHLAKE WAY",1343,N,2013/10/01 00:00:00+00,,,19781.0,17294.0,19800,Study - 13-15,,1373.72122048259
1494,12478,RAVENNA AVE NE,1803,N,2018/10/11 00:00:00+00,29.0,51.0,389.0,366.0,400,Study(Normalized),,591.937312201302
1495,"20493,508085,20490,20489,20492,20491",S JACKSON ST,562,B,,,,14500.0,,14500,Estimate,,2254.47459835558
1496,6125,4TH AVE,710,Y,,,,18900.0,,18900,Estimate,,306.055459792391
1497,13496,WESTERN AVE,627,Y,2018/07/18 00:00:00+00,561.0,556.0,6657.0,6517.0,6500,Study(Normalized),,434.89331927739
1498,9415,BROAD ST,1065,Y,2018/08/28 00:00:00+00,473.0,594.0,7490.0,7297.0,7500,Study(Normalized),,161.862720081396
1499,573395,BEACON AVE S,383,N,2017/10/27 11:45:00+00,1214.0,1255.0,14341.0,13335.0,14300,Study,,380.401261628229
1500,"11066,11065",JEFFERSON ST,691,Y,2018/03/09 00:00:00+00,398.0,394.0,5210.0,4398.0,5100,Study(Normalized),,643.853891894826
1501,"1290,14748","10TH AVE E,E ROY ST",1178,N,2018/04/11 00:00:00+00,769.0,985.0,11001.0,10581.0,11300,Study(Normalized),,721.367406887189
1502,10349,FAIRVIEW AVE N,1123,N,2014/10/29 00:00:00+00,,,21292.0,19197.0,21300,Study - 13-15,,402.315111238134
1503,"9307,9308",BOREN AVE,692,B,2015/10/02 00:00:00+00,,,16208.0,14714.0,16200,Study - 13-15,,531.316340798822
1504,"21129,21130,8123,8122,8124","S PRENTICE ST,64TH AVE S",56,N,2015/11/05 00:00:00+00,,,400.0,,400,Study - 13-15,,2335.90051114329
1505,"17608,17609",NE 80TH ST,1734,N,2018/10/25 00:00:00+00,698.0,792.0,9198.0,9007.0,9200,Study(Normalized),,529.460205354068
1506,"587692,493224","SW KLICKITAT WAY,KLICKITAT AVE SW",404,N,2018/08/29 00:00:00+00,716.0,2014.0,10304.0,9920.0,10300,Study(Normalized),,361.577052761707
1507,"18086,18087,18089,18088",NE RAVENNA BLVD,1604,N,2015/04/27 00:00:00+00,,,4652.0,4606.0,4700,Study - 13-15,,950.886173533176
1508,12862,SPRING ST,725,Y,2018/06/15 00:00:00+00,469.0,711.0,9248.0,9026.0,9000,Study(Normalized),,321.783254315129
1509,"10635,10634,3091","GILMAN AVE W,20TH AVE W",1351,N,2017/11/30 10:45:00+00,464.0,525.0,6498.0,6280.0,6500,Study,,2170.18698281858
1510,13077,TAYLOR AVE N,1151,N,2018/06/22 00:00:00+00,549.0,584.0,8540.0,8482.0,8300,Study(Normalized),,313.722921408842
1511,9408,AURORA AV N NB OFF RP,1325,N,,,,4000.0,,4000,Estimate,,178.984440810463
1512,17462,NE 73RD ST,1942,N,,,,3000.0,,3000,Estimate,,252.108204019469
1513,13222,UNIVERSITY WAY NE,1479,N,2017/12/14 10:30:00+00,324.0,431.0,5576.0,5592.0,5600,Study,,664.792952137711
1514,1002,1ST AVE,651,Y,2017/08/30 09:30:00+00,1065.0,849.0,12409.0,11444.0,12400,Study,,305.996221659922
1515,"1292,1295,1293,1291,1298,1297,1296",10TH AVE E,1221,N,2015/08/21 00:00:00+00,,,13771.0,12966.0,13800,Study - 13-15,,3946.93024943427
1516,"158085,10019,10020",DENNY WAY,1041,B,2015/02/03 00:00:00+00,,,21524.0,20930.0,21500,Study - 13-15,,705.321886895135
1517,13337,WEST SEATTLE BR WB,2026,N,2014/04/29 00:00:00+00,,,50036.0,46875.0,50000,Study - 13-15,,1817.35248912276
1518,"22660,22661",SW OREGON ST,320,N,2018/03/22 00:00:00+00,432.0,418.0,4776.0,4605.0,4700,Study(Normalized),,668.399420226881
1519,"15965,15967,15966",N 85TH ST,1770,N,2018/10/20 00:00:00+00,2150.0,2169.0,32638.0,32734.0,32600,Study(Normalized),,1371.61430776289
1520,18619,NW 65TH ST,1652,N,2014/01/08 00:00:00+00,,,13640.0,12998.0,13600,Study - 13-15,,692.290101969871
1521,"12413,12415,12414,12416,12418,12409,12411,12417,12410,12412",RAINIER AVE S,171,N,2018/10/01 00:00:00+00,,,22618.0,21339.0,22600,Study(Normalized),,3940.44049850816
1522,13314,VIRGINIA ST,934,Y,,,,8000.0,,8000,Estimate,,321.924152854092
1523,"13900,13901,13905,13899,13902,13903,13904,5206,5205,5204,5207","E CHERRY ST,34TH AVE",848,N,2017/10/25 11:15:00+00,380.0,405.0,4396.0,4246.0,4400,Study,,3489.95358396176
1524,"11466,11468,11469,11467",LOYAL WAY NW,1766,N,2018/05/23 00:00:00+00,56.0,74.0,767.0,767.0,700,Study(Normalized),,1931.24560467711
1525,"16935,16936",NE 50TH ST,1503,N,2018/05/31 00:00:00+00,542.0,867.0,9792.0,9473.0,9000,Study(Normalized),,557.427529923909
1526,1003,1ST AVE,670,Y,2017/10/02 11:15:00+00,1296.0,1219.0,16105.0,15781.0,16100,Study,,305.732577424388
1527,18070,NE RAVENNA BLVD,1591,N,2018/01/24 08:45:00+00,334.0,344.0,3866.0,3740.0,3900,Study,,296.71565666876
1528,"12577,12576,12578",ROOSEVELT WAY N,1916,N,2018/03/27 00:00:00+00,197.0,282.0,2493.0,2257.0,2400,Study(Normalized),,1611.07110035246
1529,"13521,13520",WESTERN AVE W,1094,N,2018/06/20 00:00:00+00,2392.0,2697.0,36068.0,33588.0,35200,Study(Normalized),,648.076689661461
1530,"11551,11550,11549",M L KING JR WAY S,260,N,,,,20000.0,,37500,Estimate,Combined,1985.80849585811
1531,13181,UNION ST,784,Y,2018/06/07 00:00:00+00,825.0,661.0,10705.0,10494.0,10400,Study(Normalized),,321.929490122505
1532,"340533,8053",W SEA BR WB - 6TH AV RP,21,N,2015/04/02 00:00:00+00,,,1798.0,1586.0,1800,Study - 13-15,,899.422994873035
1533,7247,5TH AVE,1012,Y,2018/07/31 00:00:00+00,1021.0,914.0,11615.0,10759.0,11300,Study(Normalized),,306.77124291907
1534,"13815,13818,13816,13817",E ALOHA ST,1177,N,2018/09/25 00:00:00+00,769.0,777.0,8637.0,7856.0,9100,Study(Normalized),,1086.54455758104
1535,12704,SAND POINT WAY NE,1473,N,2015/10/22 00:00:00+00,,,23346.0,20982.0,23300,Study - 13-15,,866.205538619237
1536,10011,DENNY WAY,1051,B,2018/06/21 00:00:00+00,1682.0,1599.0,24961.0,24976.0,24400,Study(Normalized),,253.92234080847
1537,"12794,12793",SEWARD PARK AVE S,249,N,2017/12/18 09:45:00+00,212.0,225.0,2308.0,2191.0,2300,Study,,1063.09104966777
1538,2748,2ND AVE,621,Y,,,,10500.0,,10500,Estimate,,251.61820431276
1539,10001,DENNY WAY,1070,B,,,,30000.0,,30000,Estimate,,364.837265780067
1540,23397,WEST GREEN LAKE DR N,1721,N,2018/05/23 00:00:00+00,981.0,1294.0,13670.0,12754.0,12600,Study(Normalized),,374.903984285375
1541,"10413,10414,10420,10416,10418,10417,10412,10411,10415,10419",FAUNTLEROY WAY SW,176,N,2015/12/02 00:00:00+00,,,11290.0,11091.0,11300,Study - 13-15,,4610.66559919627
1542,"4517,21216","3RD AVE S,S ROYAL BROUGHAM WAY",517,N,2017/09/20 09:30:00+00,441.0,394.0,4099.0,4316.0,4100,Study,,472.913509778763
1543,13501,WESTERN AVE,720,Y,,,,7500.0,,7500,Estimate,,306.035898726606
1544,20484,S JACKSON ST,571,B,,,,11000.0,,11000,Estimate,,321.199959388149
1545,"9416,9417",BROAD ST,1096,N,2015/08/19 00:00:00+00,,,8514.0,9131.0,8500,Study - 13-15,,1098.30108365286
1546,"18909,18911,18910,18912,18908",NW 80TH ST,1758,N,2018/02/01 08:30:00+00,383.0,442.0,4742.0,4615.0,4700,Study,,1339.60139283595
1547,"23618,23619",W NICKERSON ST,1405,N,2018/07/19 00:00:00+00,1780.0,1447.0,21685.0,20553.0,21000,Study(Normalized),,731.102618684727
1548,17994,NE CAMPUS PKWY,1403,N,2018/06/15 00:00:00+00,172.0,217.0,2362.0,2268.0,2300,Study(Normalized),,285.005152362379
1549,"2100,2101,2097,2099,2098",15TH AVE NW,1563,N,,,,36000.0,,36000,Estimate,,1319.41313556352
1550,22297,SW HENDERSON ST,107,N,2018/01/24 11:45:00+00,513.0,639.0,6873.0,6569.0,6900,Study,,280.810945824839
1551,"2768,2767,2766,2769",2ND AVE,1022,Y,,,,8800.0,,8800,Estimate,,1231.54592589369
1552,"8640,1501,23058,23059","9TH AVE W,11TH AVE W,W BARRETT ST",1291,N,2015/11/17 00:00:00+00,,,3332.0,3219.0,3300,Study - 13-15,,1499.26716579329
1553,11313,LATONA AVE NE,1695,N,2018/08/30 00:00:00+00,204.0,262.0,2499.0,2406.0,2500,Study(Normalized),,285.342361729431
1554,8282,8TH AVE,949,Y,,,,3500.0,,3500,Estimate,,446.682858197712
1555,8523,9TH AVE,974,Y,2018/07/24 00:00:00+00,326.0,406.0,4303.0,3723.0,4200,Study(Normalized),,426.920417710761
1556,"2518,2517",17TH AVE NE,1498,N,2018/05/31 00:00:00+00,100.0,187.0,1957.0,1894.0,1800,Study(Normalized),,1319.22212483516
1557,"4475,4472,4473,4476,4474",3RD AVE NW,1778,N,2018/05/23 00:00:00+00,715.0,887.0,9747.0,9275.0,9000,Study(Normalized),,1344.61340104499
1558,"11266,11268,11263,11267,11265,11271,11272,11273,11264,11269,11270,11229","LAKESIDE AVE S,LAKE WASHINGTON BLVD S",481,N,2015/03/17 00:00:00+00,,,8066.0,7258.0,8100,Study - 13-15,,4925.10854900072
1559,"15422,15427,15424,15423,15425,15426,15421,16726","N 40TH ST,NE 40TH ST",1383,N,2015/09/18 00:00:00+00,,,12803.0,11972.0,12800,Study - 13-15,,2325.62771089274
1560,19210,NW LEARY WAY,1493,N,2017/09/21 13:15:00+00,686.0,851.0,9976.0,10419.0,10000,Study,,623.310877219313
1561,4380,3RD AVE,733,Y,2017/08/24 07:00:00+00,710.0,700.0,9260.0,9656.0,9300,Study,,305.798007340684
1562,14725,E ROANOKE ST,1264,N,2018/04/12 00:00:00+00,1434.0,1242.0,17684.0,16708.0,18100,Study(Normalized),,326.345401624359
1563,"19675,19677,19678,19676,19680,19679",S COLLEGE ST,466,N,2017/11/15 10:15:00+00,455.0,546.0,5537.0,4966.0,5500,Study,,1932.29548519305
1564,"20816,20815,20814",S MCCLELLAN ST,436,N,2018/10/09 00:00:00+00,640.0,790.0,9081.0,8671.0,9100,Study(Normalized),,787.671807154411
1565,"5375,5377,5380,5370,5379,5378,5369,5372,5374,5376,5371,5373",35TH AVE NE,1801,N,2014/01/07 00:00:00+00,,,16123.0,14922.0,16100,Study - 13-15,,2647.0871733247
1566,"13724,13725",SR99 NB ON RP,11,N,2015/06/09 00:00:00+00,,,25170.0,23766.0,25200,Study - 13-15,,2261.29564919588
1567,12863,SPRING ST,734,Y,,,,8000.0,,8000,Estimate,,322.260765863575
1568,6130,4TH AVE,802,Y,2015/07/07 00:00:00+00,,,20292.0,18726.0,20300,Study - 13-15,,425.870096644185
1569,"20777,20776,20778,20775",S MASSACHUSETTS ST,494,N,2018/03/27 00:00:00+00,604.0,580.0,7733.0,7334.0,7500,Study(Normalized),,1121.40136699338
1570,"350551,2183,516437,10222","15TH AVE W,ELLIOTT AVE W",1990,N,,,,40000.0,,40000,Estimate,,856.211596560063
1571,12723,SAND POINT WAY NE,1666,N,2018/01/09 13:30:00+00,1333.0,1492.0,16217.0,14954.0,16200,Study,,1329.04864012219
1572,"10095,10094,10093,10092",DEXTER AVE N,1278,N,2018/10/11 00:00:00+00,729.0,1079.0,8811.0,7927.0,8800,Study(Normalized),,2646.39454967313
1573,"12911,12912",STEWART ST,1077,B,2018/06/21 00:00:00+00,1680.0,746.0,15441.0,14697.0,15100,Study(Normalized),,593.706133696183
1574,4383,3RD AVE,795,Y,2015/07/07 00:00:00+00,,,9132.0,4535.0,9100,Study - 13-15,,426.066326496013
1575,"4227,4228",28TH AVE W,1216,N,2018/06/27 00:00:00+00,256.0,288.0,3401.0,3303.0,3300,Study(Normalized),,324.998445889925
1576,"13826,13823,13824,13825",E ALOHA ST,1174,N,2018/05/08 00:00:00+00,571.0,561.0,6380.0,5959.0,5900,Study(Normalized),,1218.35758551522
1577,10568,FREMONT WAY N,1321,N,,,,12000.0,,12000,Estimate,,336.91673287937
1578,14355,E MADISON ST,1085,N,,,,12500.0,,12500,Estimate,,505.957645326608
1579,"1502,23090,23092,23085,23086,23088,23089,23091,23087","11TH AVE W,W BERTONA ST",1318,N,2017/11/13 11:00:00+00,246.0,333.0,3210.0,3095.0,3200,Study,,3349.33820088685
1580,4377,3RD AVE,674,Y,2017/09/18 10:15:00+00,639.0,559.0,7543.0,6914.0,7500,Study,,305.924324305165
1581,"8728,8730,8729",ALASKAN WAY,880,Y,,,,15308.0,14965.0,15300,Estimate,,1584.91804822345
1582,"8994,8992,8993",AURORA AVE N,1904,N,,,,36000.0,,36000,Estimate,,1327.54552540881
1583,1009,1ST AVE,796,Y,2017/08/30 09:15:00+00,1238.0,1431.0,17839.0,17413.0,17800,Study,,426.03149768695
1584,8277,8TH AVE,787,Y,,,,3500.0,,3500,Estimate,,306.126671949445
1585,"10200,10201",ELLIOTT AVE,832,Y,2015/03/03 00:00:00+00,,,3363.0,3243.0,3400,Study - 13-15,,594.242604619715
1586,11371,LENORA ST,965,Y,2017/11/08 09:30:00+00,266.0,410.0,4504.0,4169.0,4500,Study,,322.006990851193
1587,"11347,11348",LEARY WAY NW,1488,N,2017/11/08 12:00:00+00,1339.0,1526.0,18085.0,17319.0,18100,Study,,830.424563500016
1588,"1897,1898,1899,1903,1901,1895,1900,1896,1904,1902",14TH AVE NW,1649,N,2014/01/08 00:00:00+00,,,6862.0,6391.0,6900,Study - 13-15,,2658.98198775175
1589,"13189,13191,13190",UNIVERSITY BR,1962,N,2018/10/01 00:00:00+00,,,27691.0,30470.0,25400,Study(Normalized),,1601.90487702065
1590,9325,BOREN AVE,1042,B,2017/10/04 14:30:00+00,1006.0,815.0,11927.0,11462.0,11900,Study,,359.626772032627
1591,12315,QUEEN ANNE AVE N,1253,N,2018/01/11 12:30:00+00,363.0,452.0,5716.0,5670.0,5700,Study,,670.390204329556
1592,"486587,11552,486569,11553,11554,11557,11556,486588",M L KING JR WAY S,208,N,2018/06/01 00:00:00+00,,,13592.0,13051.0,25100,Study(Normalized),Combined,3456.60539537277
1593,"1358,1359",10TH AVE W,1238,N,2014/06/19 00:00:00+00,,,4173.0,4006.0,4200,Study - 13-15,,1328.55900860183
1594,"8708,8707",AIRPORT WAY S,2003,N,2018/06/18 00:00:00+00,1539.0,966.0,11689.0,11671.0,11400,Study(Normalized),,480.94282176447
1595,15356,N 38TH ST,1328,N,,,,13000.0,,13000,Estimate,,289.718293756042
1596,17989,NE CAMPUS PKWY,1386,N,2018/06/15 00:00:00+00,181.0,234.0,2567.0,2400.0,2500,Study(Normalized),,278.949829168707
1597,"14947,14949,14950,14948,14951",E YESLER WAY,593,N,2018/06/13 00:00:00+00,743.0,776.0,9650.0,9401.0,9400,Study(Normalized),,1374.40533491306
1598,"19693,19696,19698,19694,19697,19695,19699",S COLUMBIAN WAY,323,N,2015/07/22 00:00:00+00,,,15724.0,14986.0,15700,Study - 13-15,,2887.64840163832
1599,"1959,1957,1958,1956,1960",14TH AVE S,127,N,2015/05/06 00:00:00+00,,,38988.0,33570.0,39000,Study - 13-15,,1535.01184231603
1600,12775,SENECA ST,767,Y,2015/12/01 00:00:00+00,,,9624.0,8894.0,9600,Study - 13-15,,321.605459166326
1601,6136,4TH AVE,886,Y,,,,16100.0,,16100,Estimate,,426.049110237671
1602,"14638,14639",E PINE ST,957,N,2018/01/23 12:15:00+00,513.0,552.0,7380.0,7360.0,7400,Study,,644.215264513066
1603,"2044,2043",15TH AVE NE,1598,N,2015/01/08 00:00:00+00,,,4785.0,4358.0,4800,Study - 13-15,,328.324468562168
1604,2058,15TH AVE NE,1749,N,2018/03/23 00:00:00+00,502.0,739.0,6684.0,6293.0,6500,Study(Normalized),,306.407030441304
1605,"16537,16538",NE 130TH ST,1901,N,2018/05/01 00:00:00+00,2050.0,2161.0,27481.0,27224.0,25300,Study(Normalized),,845.483537425844
1606,"11718,336413,11719,11717,11715,11716,11714,336415,11720",MCGILVRA BLVD E,1145,N,2018/08/30 00:00:00+00,151.0,188.0,1987.0,1801.0,2000,Study(Normalized),,6150.95108072637
1607,13538,WESTLAKE AVE N,1188,N,2018/03/20 00:00:00+00,1455.0,1671.0,21848.0,20995.0,21300,Study(Normalized),,557.614866004772
1608,8651,SEATTLE BLVD S,539,N,2018/06/18 00:00:00+00,805.0,732.0,8422.0,8005.0,8200,Study(Normalized),,403.121523754352
1609,2513,17TH AVE SW,78,N,2017/12/19 14:15:00+00,462.0,586.0,6827.0,6503.0,6800,Study,,540.379128774329
1610,"2107,2110,2111,2105,2109,2102,2108,2106,2103,2104",15TH AVE NW,1651,N,,,,35000.0,,35000,Estimate,,2672.01905461376
1611,16843,NE 45TH ST,1453,N,2018/02/21 08:45:00+00,1846.0,2174.0,33004.0,33067.0,33000,Study,,549.173284670037
1612,"13642,13640,13641",WOODLAND PL N,1605,N,2018/05/15 00:00:00+00,165.0,205.0,1940.0,1925.0,1800,Study(Normalized),,813.958967913127
1613,8161,7TH AVE,961,Y,,,,9500.0,,9500,Estimate,,425.8738713411
1614,"3017,3016",20TH AVE NW,1566,N,2018/03/08 11:00:00+00,428.0,719.0,6932.0,6645.0,6900,Study,,729.691115494252
1615,"15266,15265",N 145TH ST,1934,N,2018/08/28 00:00:00+00,1053.0,1355.0,16615.0,15380.0,16600,Study(Normalized),,665.504846306359
1616,11145,LAKE CITY WAY NE,1748,N,2017/07/25 10:30:00+00,2722.0,2461.0,36598.0,35150.0,36600,Study,,419.795680170735
1617,"10168,10169,334268,334269,10170",EASTLAKE AVE E,18,N,2014/10/29 00:00:00+00,,,6558.0,5593.0,6600,Study - 13-15,,2857.96896007976
1618,10896,HIGHLAND PARK WAY SW,193,N,,,,23000.0,,23000,Estimate,,198.293349293943
1619,"22298,22301,22300,22299",SW HENDERSON ST,110,N,2013/05/13 00:00:00+00,,,6285.0,6026.0,6300,Study - 13-15,,1234.15234330112
1620,"15797,15800,15799,15798,17249,17250,17248","N 65TH ST,NE 65TH ST",1638,N,2018/05/15 00:00:00+00,571.0,746.0,7856.0,7843.0,7200,Study(Normalized),,1457.64670620364
1621,16732,NE 40TH ST,1387,N,2015/05/18 00:00:00+00,,,18854.0,16647.0,18900,Study - 13-15,,486.832997788441
1622,"14861,14860,14863,14859,14862",E THOMAS ST,1092,N,2018/03/20 00:00:00+00,669.0,719.0,9314.0,8746.0,9100,Study(Normalized),,1322.34194917293
1623,"166439,166440,13475,166448","WATERS AVE S,64TH AVE S",61,N,2018/01/11 13:30:00+00,132.0,185.0,1842.0,1783.0,1800,Study,,1237.11981595449
1624,"3354,3356,3352,3353,3355",23RD AVE,619,N,2018/02/16 11:00:00+00,1237.0,1535.0,18456.0,17074.0,18500,Study,,1660.00616828956
1625,7886,6TH AVE,903,Y,2018/07/26 00:00:00+00,988.0,836.0,13107.0,13750.0,12700,Study(Normalized),,254.758624914407
1626,18090,NE RAVENNA BLVD,1600,N,2014/10/21 00:00:00+00,,,3656.0,3620.0,3700,Study - 13-15,,414.720318696006
1627,1000,1ST AVE,623,Y,2017/10/02 11:45:00+00,1165.0,927.0,12475.0,11333.0,12500,Study,,311.238965139393
1628,"14416,14417,14418",EAST MARGINAL WAY S,185,N,,,,18000.0,,18000,Estimate,,2434.82903312633
1629,13183,UNION ST,797,Y,2015/12/01 00:00:00+00,,,15159.0,14220.0,15200,Study - 13-15,,321.874416318632
1630,"19232,19233",NW MARKET ST,1570,N,2018/10/10 00:00:00+00,701.0,870.0,11307.0,11036.0,11300,Study(Normalized),,644.446406109071
1631,16812,NE 43RD ST,1418,N,,,,3500.0,,3500,Estimate,,284.93675917908
1632,"15273,15274,15278,15267,15272,15279,15269,15275,15268,15270,15277,15271,15276",N 145TH ST,1932,N,2018/01/01 00:00:00+00,,,,24000.0,24000,Study,,2662.87213559986
1633,13311,VIRGINIA ST,852,Y,,,,5800.0,,5800,Estimate,,322.245300859587
1634,14343,E MADISON ST,900,N,2017/09/14 09:00:00+00,996.0,1052.0,13837.0,13576.0,13800,Study,,375.91050733692
1635,9481,BROOKLYN AVE NE,1445,N,,,,7000.0,,7000,Estimate,,535.567545597495
1636,"13083,13079,13087,13082,13084,339870,334520,13080,13086,13081,13085,7277,7276,7275,7274","TAYLOR AVE N,5TH AVE N",1224,N,2015/11/03 00:00:00+00,,,5778.0,5352.0,5800,Study - 13-15,,4626.61638313215
1637,"16849,16850",NE 45TH ST,1448,N,2017/09/27 11:30:00+00,2093.0,2260.0,34754.0,34525.0,34800,Study,,565.108690210839
1638,"10792,10785,10791,10795,10794,10787,10788,10789,10793,10790",GREENWOOD AVE N,1935,N,2015/05/19 00:00:00+00,,,24455.0,22208.0,24500,Study - 13-15,,3974.74367000797
1639,"15415,15414,15413,15412",N 40TH ST,1381,N,,,,2600.0,,2600,Estimate,,1203.73675525388
1640,"13267,13266,13265,578003",VALLEY ST,1160,N,2015/01/29 00:00:00+00,,,10708.0,9504.0,10700,Study - 13-15,,1055.88197706772
1641,"10961,10962",HOWELL ST,983,Y,2015/03/04 00:00:00+00,,,14681.0,13152.0,14700,Study - 13-15,,654.814913141299
1642,9730,COLUMBIA ST,666,Y,2018/09/13 00:00:00+00,864.0,526.0,7732.0,6409.0,8100,Study(Normalized),,322.013961848056
1643,"2145,2149,2146,2150,2147,2148",15TH AVE S,442,N,,,,12500.0,,12500,Estimate,,2554.93535759444
1644,"12307,12306,12308,12304,12302,12303,12301,12305",QUEEN ANNE AVE N,1195,N,2017/07/26 09:30:00+00,895.0,1108.0,14166.0,13709.0,14200,Study,,2422.69510815463
1645,"15419,15418,15417,15420,15416",N 40TH ST,1393,N,2015/12/14 00:00:00+00,,,12333.0,11426.0,12300,Study - 13-15,,1537.22104624706
1646,9001,AURORA AVE N,1933,N,2015/05/19 00:00:00+00,,,36039.0,33492.0,36000,Study - 13-15,,113.508989978577
1647,10960,HOWELL ST,940,Y,,,,6500.0,,6500,Estimate,,357.537268804696
1649,13344,WEST SEATTLE BR WB,2010,N,,,,31000.0,,31000,Estimate,,605.394282035866
1650,"8018,8021,8020,8019,8017",6TH AVE S,267,N,2017/11/27 09:00:00+00,505.0,534.0,5933.0,5314.0,5900,Study,,2656.95435443706
1651,"12225,12224",PINE ST,942,B,2018/07/24 00:00:00+00,797.0,657.0,11307.0,10940.0,11000,Study(Normalized),,552.467481285015
1652,"16871,16868,16867,16866,16869,16870",NE 45TH ST,1431,N,2015/10/22 00:00:00+00,,,4397.0,3936.0,4400,Study - 13-15,,2445.28899555229
1653,12860,SPRING ST,699,Y,2018/07/18 00:00:00+00,325.0,346.0,4828.0,4732.0,4700,Study(Normalized),,321.799306672003
1654,10003,DENNY WAY,1066,B,2014/08/13 00:00:00+00,,,28240.0,28272.0,28200,Study - 13-15,,352.710872772953
1655,"21708,21709,21704,21705,21707,21706",SW ADMIRAL WAY,461,N,2015/09/24 00:00:00+00,,,14384.0,14120.0,14400,Study - 13-15,,2196.3919753968
1656,23583,W MERCER ST,1142,N,,,,9769.0,,9800,Estimate,,322.001157808827
1657,23427,W HAYES ST,1210,N,2018/06/27 00:00:00+00,102.0,191.0,1544.0,1485.0,1500,Study(Normalized),,376.371840322643
1658,7264,5TH AVE N,1152,N,,,,14500.0,,14500,Estimate,,314.236054558868
1659,6227,4TH AVE S,583,Y,,,,17500.0,,17500,Estimate,,306.19302367472
1660,"9985,9986",DELRIDGE WAY SW,133,N,2015/04/24 00:00:00+00,,,15719.0,15351.0,15700,Study - 13-15,,1309.60864799238
1661,"2056,2055,2057",15TH AVE NE,1725,N,2017/08/31 10:15:00+00,607.0,809.0,7883.0,6975.0,7900,Study,,1324.47194524996
1662,4386,3RD AVE,853,Y,2018/08/16 00:00:00+00,753.0,945.0,11754.0,11579.0,11800,Study(Normalized),,426.106120788547
1663,"8949,8951,8950",AURORA AVE N,1974,N,,,,40000.0,,40000,Estimate,,596.487450481145
1664,16934,NE 50TH ST,1505,N,2018/10/04 00:00:00+00,944.0,1210.0,14219.0,13615.0,14200,Study(Normalized),,280.117261115111
1665,164885,SW ADMIRAL WAY,33,N,2015/04/07 00:00:00+00,,,2867.0,2619.0,2900,Study - 13-15,,874.75371292392
1666,1410,11TH AVE NE,1508,N,2017/08/23 08:30:00+00,321.0,744.0,5547.0,5075.0,5500,Study,,662.403299525259
1667,"9392,9393",BOYLSTON AVE E,1263,N,2017/12/14 11:30:00+00,874.0,919.0,12144.0,11437.0,12100,Study,,1263.23040494451
1668,10167,EASTLAKE AVE E,1967,N,2017/10/25 12:30:00+00,1389.0,1759.0,16056.0,15583.0,16100,Study,,307.065533710855
1669,11049,JAMES ST,620,Y,,,,6000.0,,6000,Estimate,,401.433451558656
1670,21629,SW 106TH ST,51,N,2018/01/25 13:00:00+00,515.0,464.0,5153.0,4845.0,5200,Study,,1375.36529024248
1671,"14885,12782,12784,12785,12783,12781","E UNION ST,SENECA ST",875,B,2015/01/05 00:00:00+00,,,9030.0,0.0,9000,Study - 13-15,,1674.87399278299
1672,"1023,1022,1024,1021",1ST AVE,1071,Y,2017/08/30 09:15:00+00,819.0,1149.0,12765.0,11968.0,12800,Study,,952.561638030952
1673,"587688,493234","SW KLICKITAT WAY,KLICKITAT AVE SW",405,N,2018/08/29 00:00:00+00,108.0,94.0,917.0,718.0,900,Study(Normalized),,302.671148692135
1674,"7330,7328,7326,7327,7329",5TH AVE NE,1813,N,2018/01/09 11:30:00+00,814.0,1253.0,12808.0,11522.0,12800,Study,,1990.83421325879
